"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","class","typeStatus","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","1018470","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","D. Sasaki","2003","08","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1259807' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018470","647","Magnoliophyta","Myrtales","O.Berg","M. Sobral","São Paulo","Parque Estadual das Furnas do Bom Jesus.","1000","1000","NY01018470_01","Pedregulho","-47.4603","-20.2478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00906352","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","G. G. Hatschbach","1975","11","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981035' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906352","37676","Magnoliophyta","Myrtales","O.Berg","M. L. Kawasaki","Goiás","Rod. Jatai-Aragarças",NA,NA,"NY00906352_01","Caiapônia","-51.8103","-16.9569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1522795","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","J. R. Mattos","1961","11","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1777406' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522795","8639","Magnoliophyta","Myrtales","O.Berg","M. L. Kawasaki","São Paulo","São Simão. 18 km ao norte da cidade",NA,NA,"NY01522795_01","Sao Simao","-47.5497","-21.47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","616640","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","G. Eiten","1960","09","22","South America","Brazil","sheet",NA,"from plant 1 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=292796' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616640","2380","Magnoliophyta","Myrtales","O.Berg","R. S. Cowan","São Paulo","Campos das Sete Lagoas. Fazenda Campininha, just north of Rio Moji-Guaçu 10 km NNE of Padua Sales (About 27 km NW of city of Moji-Mirim)","650","650","NY00616640_01","Moji-Guaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00908223","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","H. S. Irwin","1966","06","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992077' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908223","17824","Magnoliophyta","Myrtales","O.Berg","C. M. D. E. Legrand","Goiás","Ca. 50 km. S. of Caiapônia, road to Jataí. Serra do Caiapó.","1000","1000","NY00908223_01","Caiapônia","-51.77","-17.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00906917","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","H. S. Irwin","1966","06","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983317' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906917","17629","Magnoliophyta","Myrtales","O.Berg","A. A. Arantes","Goiás","Ca. 70 km. S. E. of Aragarças, road to Piranhas. Drainage of the Upper Rio Araguaia.","700","700","NY00906917_01","Piranhas","-52.03","-16.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:46:05-03","EAO","IAN","145102","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Ratter, JA; Ferreira, A","1968","07","02","Southern America","Brasil",NA,NA,"Tree, 4m. tall. Trunk 6cm. in diameter at breast leight. bark silvery, scaling in small brick-sheped patten. blaze: wood pale straw-yellow; cortex marrow, white.","IAN145102","2019","Dicotiledônea",NA,"O.Berg",NA,"Mato Grosso","4km. DS. of the base camp of the expedition. C. 270km. N. of Xavantina.",NA,NA,NA,NA,"-51.866667","-12.9","-51.866667","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:46:05-03","EAO","IAN","145128","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Ratter, JA; Castro, RA de","1968","07","10","Southern America","Brasil",NA,NA,"Shrub, 1,5m. tall. Petals 5, white. this species growns to c 4m. In rathen low cerrado formation.","IAN145128","2129","Dicotiledônea",NA,"O.Berg",NA,"Mato Grosso","8km. S. of the base camp of the expedition.",NA,NA,NA,NA,"-51.866667","-12.9","-51.866667","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:07:23-03","NBC","NL-BOTANY","U 0005158","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Riedel L","1834","07","01","Southern America","Brazil",NA,NA,"In campis<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200005158 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0005158",NA,NA,"Myrtales","O.Berg",NA,"Goiás","pr. Uberava Prov. Goyaz",NA,NA,"NL-U0005158",NA,NA,NA,NA,NA,"Magnoliopsidae","isotype","101704 B",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:15:03-03","ESALQ","ESA","104091","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Guerim, N.","2006","08","15",NA,"Brasil",NA,NA,NA,"ESA104091","13.0","Magnoliophyta",NA,"O. Berg","Aguiar, O.T.","São Paulo",NA,NA,NA,"ESA104091","Pedregulho","-47.4700012207031","-20.25",NA,NA,NA,NA,NA,"27552","auto",NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:15:03-03","ESALQ","ESA","48856","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Souza, V.C.; Capellari Jr., L.; Souza, J.P.; Mazine, F.F.","1998","09","07",NA,"Brasil",NA,NA,NA,"ESA048856","21253.0","Magnoliophyta",NA,"O. Berg","Sobral, M.","Minas Gerais",NA,NA,NA,"ESA048856","Delfinópolis","-46.8539009094238","-20.343900680542",NA,NA,NA,NA,NA,"41380","auto",NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:15:03-03","ESALQ","ESA","48848","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Souza, V.C.; Capellari Jr., L.; Souza, J.P.; Mazine, F.F.","1998","09","07",NA,"Brasil",NA,NA,NA,"ESA048848","21245.0","Magnoliophyta",NA,"O.Berg","Lima, L.","Minas Gerais",NA,NA,NA,NA,"Delfinópolis (?)","-46.8539009094238","-20.343900680542",NA,NA,NA,NA,NA,"41380","auto","2017","10","27",NA,NA,NA
"23","2020-11-04 11:15:03-03","ESALQ","ESA","48751","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Souza, V.C.; Capellari Jr., L.; Souza, J.P.; Mazine, F.F.","1998","09","06",NA,"Brasil",NA,NA,NA,"ESA048751","21158.0","Magnoliophyta",NA,"O.Berg","Lima, D.F.","Minas Gerais",NA,NA,NA,"ESA048751","Ibiraci","-47.122200012207","-20.4622001647949",NA,NA,NA,NA,NA,"29018","auto","2016",NA,NA,NA,NA,NA
"24","2020-11-04 11:15:03-03","ESALQ","ESA","48851","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Souza, V.C.; Capellari Jr., L.; Souza, J.P.; Mazine, F.F.","1998","09","07",NA,"Brasil",NA,NA,NA,"ESA048851","21248.0","Magnoliophyta",NA,"O.Berg","Lima, L.","Minas Gerais",NA,NA,NA,"ESA048851","Delfinópolis (?)","-46.8539009094238","-20.343900680542",NA,NA,NA,NA,NA,"41380","auto","2017","10","27",NA,NA,NA
"25","2020-11-04 11:15:03-03","ESALQ","ESA","48771","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Souza, V.C.; Capellari Jr., L.; Souza, J.P.; Mazine, F.F.","1998","09","06",NA,"Brasil",NA,NA,NA,"ESA048771","21178.0","Magnoliophyta",NA,"O. Berg","Sobral, M.","Minas Gerais",NA,NA,NA,"ESA048771","Ibiraci","-47.122200012207","-20.4622001647949",NA,NA,NA,NA,NA,"29018","auto",NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:15:03-03","ESALQ","ESA","3899","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Macedo, J.C.R.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"ESA003899",NA,"Magnoliophyta",NA,"O. Berg","Mazine, F.F.","São Paulo",NA,NA,NA,"ESA003899","São Simão","-47.5499992370605","-21.4699993133545",NA,NA,NA,NA,NA,"27881","auto",NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:15:03-03","ESALQ","ESA","48796","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Souza, V.C.; Capellari Jr., L.; Souza, J.P.; Mazine, F.F.","1998","09","06",NA,"Brasil",NA,NA,NA,"ESA048796","21203.0","Magnoliophyta",NA,"O. Berg","Kawasaki, M.L.","Minas Gerais",NA,NA,NA,"ESA048796","Ibiraci","-47.122200012207","-20.4622001647949",NA,NA,NA,NA,NA,"29018","auto","2000",NA,NA,NA,NA,NA
"28","2020-11-04 11:15:03-03","ESALQ","ESA","92616","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Mattos, J.","1960","11","29",NA,"Brasil",NA,NA,NA,"ESA092616","8634.0","Magnoliophyta",NA,"O. Berg","Kawasaki, M.L.","São Paulo",NA,NA,NA,"ESA092616","São Simão","-47.5499992370605","-21.4699993133545",NA,NA,NA,NA,NA,"27881","auto",NA,NA,NA,NA,NA,NA
"29","2020-11-04 10:56:25-03","ESALQ","ESA","143411","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Souza, V.C.","2017","11","02",NA,"Brasil",NA,NA,"Arbusto a árvore, até 3 m alt.; frutos imaturos verdes.","ESA143411","42346.0",NA,NA,"O. Berg","Souza, V.C.","Minas Gerais","36 km de Uberaba em direção a Uberlândia. Cerrado degradado.","850","850",NA,"Uberaba","-47.9319000244141","-19.7483005523682","-48,055,722","-19,467,472",NA,NA,NA,"73879","auto","2017","11","02",NA,NA,NA
"30","2021-04-02 02:01:11-03","UFPI","TEPB","28562","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","A. J. CASTRO","1985","10",NA,NA,"Brasil",NA,NA,"Arvoreta. VSP. 206.452 Ambiente: Cerrado",NA,NA,NA,NA,"O. Berg","A. J. CASTRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-02 02:01:12-03","UFPI","TEPB","8226","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","A. J. CASTRO","1985","02","01",NA,"Brasil",NA,NA,"Arvoreta; casca suberosa. VSP. 62452 Ambiente: Cerrado",NA,NA,NA,NA,"O. Berg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-19 10:24:27-03","CPAP","CPAP","17505","PreserverdSpecimen","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Hatschbach, G.","1997","08","08",NA,"Brasil",NA,NA,"Arbusto 1,50m de altura. FLOR: alva. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado. SUBSTRATO: . RELEVO: .",NA,"66570",NA,NA,"Bg.","M. Sobral","MT","Rio Verde, Sete Quedas",NA,NA,NA,"Rio Verde de Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA,NA
"33","2020-12-20 21:18:40-03","UFV","VIC","11573","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Leitão, H.F.; et al.","1982","09","08",NA,"Brasil",NA,NA,"Arbusto de 1,5 m, flores aromáticas brancas, folhas opostas.","VIC011573","s.n.",NA,NA,"O.Berg.",NA,"Minas Gerais","Estrada para Termópolis",NA,NA,"VIC011573","São Sebastião do Paraíso","-46.9914016723633","-20.9169006347656",NA,NA,NA,NA,NA,"24792","auto",NA,NA,NA,NA,NA,NA
"34","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055831","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","M. Kuhlmann","1947","11","22",NA,"Brazil",NA,NA,"Coor from www.fallingrain.com/world",NA,"1658","Magnoliophyta","Myrtales","O.Berg","M.L. Kawasaki, 1996.","Sao Paulo","Estrada Cravinhos-Porto Ferreira.",NA,NA,NA,"Cravinhos","-47.75","-21.3167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055830","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","C. Proenca; L.R. Landrum, S.S. Landrum","1995","7","9",NA,"Brazil",NA,NA,"Shrub 1m; flor white; petals tinged with pink.",NA,"1449","Magnoliophyta","Myrtales","O.Berg","C. Proenca, 9/Jul/1995.","Goias","Ca. 2km N of turnoff to Cristalina on highway to Brasilia. Centro Oeste.",NA,NA,NA,"Cristalina","-47.6667","-16.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:36:52-03","UNICAMP","UEC","107276","S","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Bridgewater, S; Ratter, JA; Santos, JB","1998","08","05",NA,"Brazil",NA,NA,"Tall slender treelet to ,5m; bark grey and smooth; sepals red/green; petals white.; Cerrado.","UEC106871","S1057","Magnoliopsida",NA,"O.Berg","Faria Júnior, JEQ","Minas Gerais","3 km from São Joaquim on the road to Serra das Araras.","600","600",NA,NA,"-45.166667","-15.483333","-45.166667","-15.483333",NA,NA,NA,NA,NA,"2010","12",NA,NA,NA,NA
"37","2021-03-01 16:36:52-03","UNICAMP","UEC","189312","S","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Lima, DF; Bacci, LF","2013","11","20",NA,"Brazil",NA,NA,"Arbusto 0.5 m. Frutos passados secos.; Cerrado.","UEC120144","375","Magnoliopsida",NA,"O.Berg","Lima, DF","Minas Gerais","Reserva Ecológica do Clube Caça e Pesca.","829","829","UEC120144","Uberlândia","-48.300556","-18.986389","-48.300556","-18.986389",NA,NA,NA,NA,NA,"2014","09",NA,NA,NA,NA
"38","2021-03-01 16:36:52-03","UNICAMP","UEC","189380","S","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Lima, DF; Morokawa, R","2014","09","04",NA,"Brazil",NA,NA,"Arbusto 0,8 m. Inflorescências com pedúnculos e cálice castanhos; flores alvas.; Cerrado","UEC120051","473","Magnoliopsida",NA,"O.Berg","Lima, DF","Minas Gerais","Estrada para Trilha do Sol.","845","845","UEC120051","Capitólio","-46.2075","-20.653056","-46.2075","-20.653056",NA,NA,NA,NA,NA,"2014","09",NA,NA,NA,NA
"39","2021-03-01 16:36:52-03","UNICAMP","UEC","29207","S","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Guarim Neto, G; Amorim Neto, L","1983","08","23",NA,"Brazil",NA,NA,"Arbusto de 2,5m de altura. Botões florais arredondados, alvo-esverdeados.; Mat. de levantamento (1B).","UEC106866","4842","Magnoliopsida",NA,"O.Berg",NA,"Mato Grosso","N.V. Jacarezinho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:36:52-03","UNICAMP","UEC","43597","S","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Irwin, HS; Souza, R; Grear Jr, JW; Reis dos Santos, R","1966","06","23",NA,"Brazil",NA,NA,"Simple or few-branched subshrub to ca. 1,5m. tall. Corolla and anthers white.; Cerrado.","UEC011024","17629","Magnoliopsida",NA,"O.Berg","Arantes, AA","Goiás","Cerrado ca. 70 km SE. of Aragarças, road to Piranhas.","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996","07",NA,NA,NA,NA
"41","2021-03-01 16:36:52-03","UNICAMP","UEC","50554","S","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Hutchison, PC","1983","09",NA,NA,"Brazil",NA,NA,"Meia sombra.","UEC011017","8521","Magnoliopsida",NA,"O.Berg","Turma pós-92","Goiás","Serra do Caiapó, 50km ao sul de Caiapônia, BR-158.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992","09",NA,NA,NA,NA
"42","2021-03-01 16:36:52-03","UNICAMP","UEC","50779","S","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Castro, AAJF","1985","08",NA,NA,"Brazil",NA,NA,"Arvoreta, flores brancas.; Cerrado","UEC011020","19731","Magnoliopsida",NA,"O.Berg",NA,"São Paulo","Parque Estadual de Vaçununga, gleba Pé de Gigante, Rod. Anhanguera, km 255-7.","690","710",NA,"Santa Rita do Passa Quatro","-47.6","-21.647222","-47.6","-21.647222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:36:52-03","UNICAMP","UEC","50793","S","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Castro, AAJF","1985","10",NA,NA,"Brazil",NA,NA,"Arbusto, frutos castanhos.; Cerrado","UEC011019","19705","Magnoliopsida",NA,"O.Berg",NA,"São Paulo","Parque Estadual de Vaçununga, gleba Pé de Gigante, Rod. Anhanguera, km 255-7.","690","710",NA,"Santa Rita do Passa Quatro","-47.6","-21.647222","-47.6","-21.647222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:36:52-03","UNICAMP","UEC","50794","S","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Castro, AAJF","1985","08",NA,NA,"Brazil",NA,NA,"Arvoreta, flores brancas.; Cerrado","UEC011022","19730","Magnoliopsida",NA,"O.Berg",NA,"São Paulo","Parque Estadual de Vaçununga, gleba Pé de Gigante, Rod. Anhanguera, km 255-7.","690","710",NA,"Santa Rita do Passa Quatro","-47.6","-21.647222","-47.6","-21.647222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:36:52-03","UNICAMP","UEC","35427","S","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Oliveira Filho, AT","1983","07","24",NA,"Brazil",NA,NA,"Arvoreta ca. 2,5m alt., flores alvas.","UEC106868","136","Magnoliopsida",NA,"O.Berg",NA,"Mato Grosso","Salgadeira.",NA,NA,NA,"Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:36:52-03","UNICAMP","UEC","29208","S","Plantae","Myrtaceae","Myrcia","uberavensis","Myrcia uberavensis","Guarim Neto, G; Amorim Neto, L","1982","08","31",NA,"Brazil",NA,NA,"Arbusto, 2,5m de altura. Botões florais alvo-esverdeados. Mat. de levantamento (2L).&nf;N.V.  Jacarezinho.; Cerrado.","UEC011016","663","Magnoliopsida",NA,"O.Berg","Oliveira Filho, A","Mato Grosso","Guia",NA,NA,NA,"Cuiabá","-56.0966987609863","-15.5960998535156",NA,NA,NA,NA,NA,"74875","auto","1983","08","23",NA,NA,NA
