"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","imagecode","identifiedBy","decimalLongitude","decimalLatitude","infraspecificEpithet","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"11","2016-11-01 12:47:00-02","NY","NYBG","605691","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima","A. Castellanos","33426","1964","07","21","South America","Brazil","Ceará",NA,"Entre Barbeiro e Crato.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=693751' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605691","Magnoliophyta","Fabales","NY00605691_01","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","309772","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima","M. H. Nee","49100","1998","04","19","South America","Bolivia","Santa Cruz","Andrés Ibáñez","Along new paved highway from Santa Cruz to Abapó, 10 km N of Basilio.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=693747' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309772","Magnoliophyta","Fabales",NA,"M. H. Nee","-63.2","-18.07",NA,"(L.) DC.","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01045021","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima","G. A. Black","54-16466","1954","07","05","South America","Brazil","Maranhão","Rosário","Perizes","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1187980' target='other'> <mi>dwc_moreinfo</mi></a>","NY01045021","Magnoliophyta","Fabales","NY01045021_01","J. W. Grear","-44.235","-2.9344",NA,"(L.) DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","605685","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima","A. C. Cervi","3731","1992","09","28","South America","Brazil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=693748' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605685","Magnoliophyta","Fabales","NY00605685_01","O. A. Guimarães","-49.65","-24.2",NA,"(L.) DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-11-01 15:01:00-02","NY","NYBG","605682","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima minima","J. S. Blanchet","687","1831",NA,NA,"South America","Brazil",NA,NA,"In Brasilia tropica circa Bahia.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=137783' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605682","Magnoliophyta","Fabales","NY00605682_01","J. W. Grear",NA,NA,"minima","(L.) DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-11-02 14:09:00-02","NY","NYBG","01045093","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima","G. Gardner","1540","1840",NA,NA,"South America","Brazil","Ceará",NA,"Provincia Ceará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1188045' target='other'> <mi>dwc_moreinfo</mi></a>","NY01045093","Magnoliophyta","Fabales","NY01045093_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01045142","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima","W. J. Burchell","2657","1826","02","25","South America","Brazil","Rio de Janeiro",NA,"Frechal to Magé.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1188038' target='other'> <mi>dwc_moreinfo</mi></a>","NY01045142","Magnoliophyta","Fabales","NY01045142_01","A. E. Burkart","-43.03","-22.65",NA,"(L.) DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-30 06:26:00-03","NY","NYBG","01478700","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima","J. M. Pires","6534","1956","12","20","South America","Brazil","Pará",NA,"Maicurú; campo de várzea","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1740685' target='other'> <mi>dwc_moreinfo</mi></a>","NY01478700","Magnoliophyta","Fabales","NY01478700_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-11-02 14:11:00-02","NY","NYBG","01045141","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima","T. N. Guedes","375","1957","05","17","South America","Brazil","Ceará",NA,"Estrada de Crato-Joazeiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1188039' target='other'> <mi>dwc_moreinfo</mi></a>","NY01045141","Magnoliophyta","Fabales","NY01045141_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-11-01 12:47:00-02","NY","NYBG","605683","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima","R. P. Belém","1672","1965","09","01","South America","Brazil","Bahia",NA,"Rodovia BR-5, 10 km S de Itabuna. Plantaçao de cacau.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=693755' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605683","Magnoliophyta","Fabales","NY00605683_01","J. W. Grear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-11-02 14:07:00-02","NY","NYBG","01045046","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima","E. Pereira","s.n.","1942","06","09","South America","Brazil","Distrito Federal","Brasília","Jacarepaguá- Ilha do Ribeiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1188007' target='other'> <mi>dwc_moreinfo</mi></a>","NY01045046","Magnoliophyta","Fabales","NY01045046_01","G. M. Barroso","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","605670","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima","S. A. Mori","11727","1979","04","25","South America","Brazil","Bahia","Ilhéus","CEPEC, km 22 da Rodovia Ilhéus/Itabuna. Quadra E', recentemente limpa de toda sua vegetaçao.","sheet",NA,"A coleta é testemunha para um estudo de plantas invasoras. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=693752' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605670","Magnoliophyta","Fabales","NY00605670_01","G. P. Lewis","-39.2273659","-14.771874",NA,"(L.) DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-11-02 14:07:00-02","NY","NYBG","01045047","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima","J. B. E. Pohl","3074",NA,NA,NA,"South America","Brazil",NA,NA,"Ad Barra Rio das Vilhas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1188012' target='other'> <mi>dwc_moreinfo</mi></a>","NY01045047","Magnoliophyta","Fabales","NY01045047_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-11-02 14:06:00-02","NY","NYBG","01045023","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima","A. C. Allem","2204","1978","10","27","South America","Brazil","Mato Grosso do Sul","Corumbá","Faz. Bodoquena, Carandazal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1187987' target='other'> <mi>dwc_moreinfo</mi></a>","NY01045023","Magnoliophyta","Fabales","NY01045023_01","R. C. Barneby","-57.6531","-19.0094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","605675","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima","T. Hymowitz","2102","1966",NA,NA,"South America","Brazil","São Paulo","Matao","In IRI experimental plot.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=693762' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605675","Magnoliophyta","Fabales","NY00605675_01","H. S. Irwin","-48.36","-21.6003",NA,"(L.) DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-29 23:55:00-03","NY","NYBG","01045024","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima","A. C. Allem","2204","1978","10","27","South America","Brazil","Mato Grosso do Sul","Corumbá","Faz. Bodoquena, Carandazal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1187992' target='other'> <mi>dwc_moreinfo</mi></a>","NY01045024","Magnoliophyta","Fabales","NY01045024_01","R. C. Barneby","-57.6531","-19.0094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01045049","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima","C. E. O. Kuntze","s.n.","1892","07",NA,"South America","Brazil","Mato Grosso",NA,"Mattogrosso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1188025' target='other'> <mi>dwc_moreinfo</mi></a>","NY01045049","Magnoliophyta","Fabales","NY01045049_01",NA,NA,NA,NA,"(L.) DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-11-02 14:06:00-02","NY","NYBG","01045022","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima","P. E. Gibbs","2696","1976","09","07","South America","Brazil","Goiás","Inhumas","Rodovia Goiania-Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1187982' target='other'> <mi>dwc_moreinfo</mi></a>","NY01045022","Magnoliophyta","Fabales","NY01045022_01","R. H. Fortunato","-49.4958","-16.3581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-11-01 12:47:00-02","NY","NYBG","605690","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima","J. S. Silva","151","1973","06","08","South America","Brazil","Mato Grosso do Sul","Miranda","Tiçao de Fogo 18 km ao N-NE de Guaicurus.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=693765' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605690","Magnoliophyta","Fabales","NY00605690_01",NA,"-56.3781","-20.2408",NA,NA,"80","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","605674","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima","T. Hymowitz","2098","1966",NA,NA,"South America","Brazil","São Paulo","Matao","In IRI experimental plot.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=693761' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605674","Magnoliophyta","Fabales","NY00605674_01","H. S. Irwin","-48.36","-21.6003",NA,"(L.) DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00605692","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima","G. T. Prance","24386","1977","02","12","South America","Brazil","Amazonas",NA,"Rio Solimoes. North bank, Ilha de Marrecao.","sheet",NA,"Field work supported by the National Science Foundation, Conselho Nacional de Desenvolvimento Científico e Technológico collaborative program, and by the R/V Alpha Helix program. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=693749' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605692","Magnoliophyta","Fabales","NY00605692_01","V. E. Rudd","-60.73212","-3.354622",NA,"(L.) DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-11-02 14:07:00-02","NY","NYBG","01045048","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima","J. de S. Silva","117","1973","06","05","South America","Brazil","Mato Grosso do Sul",NA,"Miranda, Acurizal, 70 km ao N_W de Guaicurus","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1188016' target='other'> <mi>dwc_moreinfo</mi></a>","NY01045048","Magnoliophyta","Fabales","NY01045048_01","G. M. Barroso",NA,NA,NA,NA,"80","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","306178","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima","M. H. Nee","48851","1998","04","05","South America","Bolivia","Santa Cruz",NA,"Santiesteban. 7.5 km by road NW of bridge at Chané Independencia.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=693745' target='other'> <mi>dwc_moreinfo</mi></a>","NY00306178","Magnoliophyta","Fabales",NA,"M. H. Nee","-63.27","-16.93",NA,"(L.) DC.","225","225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","605673","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima","T. Hymowitz","2299","1966",NA,NA,"South America","Brazil","São Paulo","Matao","In IRI experimental plot.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=693760' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605673","Magnoliophyta","Fabales","NY00605673_01","H. S. Irwin","-48.36","-21.6003",NA,"(L.) DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","309478","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima","M. H. Nee","48898","1998","04","07","South America","Bolivia","Santa Cruz","Andrés Ibáñez","Highway from Santa Cruz to Samaipata, 2 km SSW of bridge over Río Piraí at Tarumá.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=693746' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309478","Magnoliophyta","Fabales",NA,"M. H. Nee","-63.47","-18.12",NA,"(L.) DC.","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-11-01 12:47:00-02","NY","NYBG","605671","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima","R. P. Belém","688","1965","04","05","South America","Brazil","Bahia",NA,"Rodovia Itabuna-Ilhéus. Beira da estrada.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=693754' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605671","Magnoliophyta","Fabales","NY00605671_01","J. W. Grear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2017-01-19 12:33:00-02","NY","NYBG","02679320","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima minima","N. A. Rosa","3569","1979","09","27","South America","Venezuela",NA,NA,"Na proximidades da divisa com o Brasil, km 3 a 9","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2947537' target='other'> <mi>dwc_moreinfo</mi></a>","NY02679320","Magnoliophyta","Fabales","NY02679320_01",NA,NA,NA,"minima","(L.) DC.","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","605684","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima minima","R. M. Harley","21372","1980","04","15","South America","Brazil","Bahia","Bom Jesus da Lapa","Basin of the Upper Sao Francisco River.","sheet",NA,"Field work sponsored by the Royal Botanic Gardens, Kew, and the Academia Brasileira de Ciências, and carried out with the collaboration of the Centro de Pesquisas do Cacau, Itabuna, Bahia, March-June, 1980. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=137779' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605684","Magnoliophyta","Fabales","NY00605684_01","G. P. Lewis","-43.43","-13.25","minima","(L.) DC.","450","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","605669","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima minima","S. A. Mori","9272","1978","02","10","South America","Brazil","Bahia","Ilhéus","Area do CEPEC (Centro de Pesquisas do Cacau), km 22 rodovia Ilhéus/Itabuna-BR 415.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=137778' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605669","Magnoliophyta","Fabales","NY00605669_01","G. P. Lewis","-39.2273659","-14.771874","minima","(L.) DC.","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-11-01 15:01:00-02","NY","NYBG","605678","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima minima","N. Lima","45","1968","01","05","South America","Brazil","Rio Grande do Norte",NA,"Santana, Sítio do Sr. Otílio.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=137787' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605678","Magnoliophyta","Fabales","NY00605678_01","J. W. Grear",NA,NA,"minima","(L.) DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-11-01 15:01:00-02","NY","NYBG","605688","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima minima","R. de Lemos Fróes","11883","1940",NA,NA,"South America","Brazil","Maranhão","São Luís","Island of Sao Luiz.","sheet",NA,"Specimens distributed through the New York Botanical Garden. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=137780' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605688","Magnoliophyta","Fabales","NY00605688_01","J. W. Grear","-44.201115","-2.577323","minima","(L.) DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","605679","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima minima","T. Hymowitz","2452","1966",NA,NA,"South America","Brazil","São Paulo","Matao","In IRI experimental plot.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=137784' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605679","Magnoliophyta","Fabales","NY00605679_01","J. W. Grear","-48.36","-21.6003","minima","(L.) DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","605686","PreservedSpecimen","Plantae","Fabaceae","Rhynchosia","minima","Rhynchosia minima minima","D. O. Norris","377","1964","10","03","South America","Brazil","Rio de Janeiro","Cabo Frio","Near Cabo Frio.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=137782' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605686","Magnoliophyta","Fabales","NY00605686_01","J. W. Grear","-42.032149","-22.874703","minima","(L.) DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
