"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","previousCatalogNumber"
"46","2019-10-07 09:14:28-03","UEFS","HUEFS","66796","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","Jardim, J.G.","4043","2002","11","02",NA,"Brasil","Bahia","Jussari","Reserva Particular do Patrimônio Natural Serra do Teimoso, ca. 7,5km de Jussari na rod. para Palmeira.","-39.536111","-15.160278",NA,NA,NA,"Floresta Higrófila.","HUEFS0066796","HUEFS0066796","J.Jardim","2014","09",NA,"39W32'10''","15S9'37''",NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"47","2019-10-07 09:14:28-03","UEFS","HUEFS","68713","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","Guedes, R.","201","1983","04","09",NA,"Brasil","Rio de Janeiro","Magé","Cerca de 3km ESE de Santo Aleixo.","-43.033333","-22.583333","50","50",NA,NA,"HUEFS0068713","HUEFS0068713","J.Jardim","2014","09",NA,"43W2'","22S35'",NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"48","2019-10-07 09:14:28-03","UEFS","HUEFS","88273","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","Forzza, R.C.","2785","2004","03","01",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Rio Bonito de Lumiar, estrada do Sertão, Sítio São Jerônimo.","-42.416667","-22.43","779","779",NA,NA,"HUEFS0088273","HUEFS0088273","J.Jardim","2014","09",NA,"42W25'0''","22S25'48''",NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"49","2019-09-05 14:18:20-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Faramea","truncata","Faramea truncata",NA,NA,NA,NA,NA,NA,"South America","French Guiana",NA,NA,NA,"-52.9708","3.8558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"Type [status unknown]",NA
"50","2019-06-24 08:11:31-03","IAC","IAC","28226","S","Plantae",NA,NA,"Rubiaceae-205.Rubioideae-Coussareeae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","J.C. Gomes Jr.","s/nº","1965","04","05",NA,"Brasil","São Paulo",NA,"Litoral Norte, Ilha de Vitória",NA,NA,NA,NA,NA,NA,NA,NA,"M. Gomes","1997","04","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-02-20 14:37:23-03","IAC","IAC","43904","S","Plantae",NA,NA,"Rubiaceae-205.Rubioideae-Coussareeae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","J.C. Gomes Jr.","3659","1965","04","05",NA,"Brasil","São Paulo","Ilhabela","Ilha Vitória","-45.3581","-23.7781",NA,NA,NA,"Nome popular: cabaceiro do mato",NA,NA,"M. Gomes","1996","04","25","-45.3581","-23.7781",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-07-23 12:20:32-03","CEPLAC","CEPEC","5490","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata",NA,"T. S. dos Santos","569","1972","01","05",NA,"Brasil","Bahia","ITAJUIPE","Faz. Sto. Antonio, 18Km ao S de Itajuipe.","-39.375","-14.6780996322632",NA,NA,NA,NA,NA,NA,"SpeciesLink/lacunas",NA,NA,NA,NA,NA,"21442","auto",NA,NA,"30/01/2004",NA,NA,NA,NA
"53","2020-07-23 12:20:32-03","CEPLAC","CEPEC","99448","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata",NA,"M. Gomes","300","1988","03","24",NA,"Brasil","Rio de Janeiro","TERESÓPOLIS","Olho d'Água.","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,NA,"M. Gomes",NA,NA,NA,NA,NA,"38539","auto",NA,NA,"30/03/1988",NA,NA,NA,NA
"54","2020-07-23 12:20:32-03","CEPLAC","CEPEC","95332","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata",NA,"J. C. Gomes","3659","1986","03","06",NA,"Brasil","São Paulo","SÃO PAULO","Ilha Vitória, liotral norte.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"<ll>dwc_commonname:</ll> Cabeceiro-do-mato",NA,NA,"M. Gomes",NA,NA,NA,NA,NA,"53584","auto",NA,NA,"25/04/1996",NA,NA,NA,NA
"55","2020-07-23 12:20:32-03","CEPLAC","CEPEC","112870","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata",NA,"Jardim, J. G.","4476","2005","02","24",NA,"Brasil","Bahia","JUSSARÍ","Reserva Particular do Patrimônio Natural Serra do Teimoso, Rod. Jussari/Palmira, entrada ca. 7 km da cidade. Faz. Teimoso.","-39.536111","-15.160278","700","700",NA,"For em álcool 70%. Material em sílica-gel. Foto.",NA,NA,"SpeciesLink/lacunas",NA,NA,NA,"39W32'10","15S9'37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-07-23 12:20:32-03","CEPLAC","CEPEC","114036","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata",NA,"Jardim, J. G.","4707","2005","07","21",NA,"Brasil","Bahia","arataca","RPPN Caminho das Pedras. Serra do Peito-de-Moça, entrada a 9,5km no Assent. Santo Antônio, mais 8,9km até a sede da RPPN. Coletas na trilha para o topo, 2-4km da sede.","-39.339444","-15.174167","450","450",NA,"EXSICATA NÃO ENCONTRADA NO ACERVO!",NA,NA,"SpeciesLink/lacunas",NA,NA,NA,"39W20'22","15S10'27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-07-23 12:20:32-03","CEPLAC","CEPEC","125001","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata",NA,"P. H. Labiak","4714","2008","02","19",NA,"Brasil","Espírito Santo","NOVA VENÉCIA","Área de Proteção Ambiental da Pedra do Elefante. Serra de Baixo.","-40.443889","-18.776944",NA,NA,NA,NA,NA,NA,"J. G. Jardim",NA,NA,NA,"40W26'38","18S46'37",NA,NA,NA,NA,"30/11/2008",NA,NA,NA,NA
"58","2020-07-23 12:20:32-03","CEPLAC","CEPEC","39381","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata",NA,"T. S. dos Santos","4059","1986","02","27",NA,"Brasil","Bahia","UNA","Serra da Luzia. Ramal c/ entr. Km 5.7 da Rod. São José/Una, ao N 1.8Km. Faz. Sta. Rosa.","-38.283333","-15.05",NA,NA,NA,NA,NA,NA,"SpeciesLink/lacunas",NA,NA,NA,"38W17'","15S3'",NA,NA,NA,NA,"30/10/2004",NA,NA,NA,NA
"59","2020-07-23 12:20:32-03","CEPLAC","CEPEC","85133","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata",NA,"A. M. Amorim","2906","1999","04","21",NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Entrada ca. 7,5Km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso.","-39.528611","-15.158056",NA,NA,NA,"EXSICATA NÃO ENCONTRADA NO ACERVO!",NA,NA,"SpeciesLink/lacunas",NA,NA,NA,"39W31'43","15S9'29",NA,NA,NA,NA,"30/01/2004",NA,NA,NA,NA
"60","2020-07-23 12:20:32-03","CEPLAC","CEPEC","96410","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata",NA,"R. Guedes","201","1983","04","09",NA,"Brasil","Rio de Janeiro","MAGÉ","Ca. 3Km ESSE de Santo Aleixo.","-43.033333","-22.583333",NA,NA,NA,NA,NA,NA,"SpeciesLink/lacunas",NA,NA,NA,"43W2'","22S35'",NA,NA,NA,NA,"30/04/2006",NA,NA,NA,NA
"61","2020-07-23 12:20:32-03","CEPLAC","CEPEC","99452","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata",NA,"R. Guedes","235","1983","05","28",NA,"Brasil","Rio de Janeiro","MAGÉ","Ca. 3Km ESSE de Santo Aleixo.","-43.033333","-22.583333",NA,NA,NA,NA,NA,NA,"M. Gomes",NA,NA,NA,"43W2'","22S35'",NA,NA,NA,NA,"01/12/1987",NA,NA,NA,NA
"62","2016-08-23 11:00:10-03","NHMLondon","NHM-LONDON-BOT","BM000901382","S","Plantae",NA,NA,"Rubiaceae","Faramea","caudata","Faramea caudata","Gardner","George Gardner; b.1812; d.1849; Gardner","5764","1841","03",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/a1f69c7843a61d69fd10ebaad428df6b044c2b6e/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"J. Jardin","2006","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type","NHMUK:ecatalogue:4996117"
"63","2016-08-23 11:00:13-03","NHMLondon","NHM-LONDON-BOT","BM000901258","S","Plantae",NA,NA,"Rubiaceae","Faramea","rivularis","Faramea rivularis","Gardner","George Gardner; b.1812; d.1849; Gardner","5763",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/9320f2ea8826f4f7b4d1ffda635026f413a8a703/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"J. Jardin","2006","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type","NHMUK:ecatalogue:4995964"
"64","2020-11-12 16:59:59-03","UEL","FUEL","9740","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","Yamamoto, KY; Vieira, AOS","26222","1992","05","02",NA,"Brasil","Rio de Janeiro","Magé","Subida para Pico Dedo de Deus, Interior de mata umida","-43.040599822998","-22.6527996063232",NA,NA,NA,NA,NA,NA,"Jardim, JG","2009","07",NA,NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA,NA
"65","2019-11-01 15:09:07-03","UnB","UB","2185","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae","Faramea","caudata","Faramea caudata","Gardner","Gardner, G","5764","1800","03",NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Tipo. Fotografia do tipo.; 6ft; Margem de cachoeira.",NA,NA,"Gardner, G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA
"66","2021-03-04 15:46:04-03","IF","SPSF","26408","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Faramea","truncata","Faramea truncata",NA,"J.B.Baitello","880","1999","03","31","América do Sul","Brasil","SP","Ilhabela","parque estadual, regiao de Sepituba, perimetral sul","-45.3499984741211","-23.7700004577637",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,NA,NA,"23719","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"67","2021-03-04 15:46:04-03","IF","SPSF","47328","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Faramea","truncata","Faramea truncata","DC.","G.D.Colletta & A.G.Aguirre & J.Teixeira","1259","2013","06","19","América do Sul","Brasil","SP","Ilhabela","Início da trilha de Bonete","-45.3499984741211","-23.7700004577637",NA,NA,NA,"COLETA: Árvore, em, frutos imaturos verdes e maduros atropurpúreos.; GEOGRAFIA: 100 metros da entrada, sentido bonete, floresta Ombrófila Densa.;",NA,NA,NA,NA,NA,NA,NA,NA,"23719","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"68","2017-09-11 17:13:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Faramea","caudata","Faramea caudata","Gardner","Gardner, G","5764",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in Serra dos Orgâos in silvis secus rivulos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2017-09-11 17:13:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Faramea","caudata","Faramea caudata","Gardner","Gardner, G","5764",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Serra dos Órgãos",NA,NA,NA,NA,NA,"In silvis secus rivulos.; HABITAT: In silvis secus rivulos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2017-09-11 17:13:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Faramea","rivularis","Faramea rivularis","Gardner","Gardner, G","5763",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in silvis humidis in Serra Orgâos supra 3000 ped. altitud.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2017-09-11 17:13:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Faramea","rivularis","Faramea rivularis","Gardner","Gardner, G","5763",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Serra dos Órgãos",NA,NA,"3000","3000",NA,"In silvis humidis.; HABITAT: In silvis humidis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2017-09-11 17:13:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","Vellozo, JMC","l. c.s.n.",NA,NA,NA,NA,"?",NA,NA,"in regione fluminensi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2017-09-11 17:13:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","Vellozo, JMC","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"In regione fluminensi.",NA,NA,NA,NA,NA,"Coletor: Vellozo l. c.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-21 10:17:54-03","IBt","SP","344055","S","Plantae",NA,NA,"Rubiaceae","Faramea","rivularis","Faramea rivularis","Gardner","Amorim, AM; et al.","2906","1999","04","21",NA,"Brasil","Bahia","Jussari","Entrada ca. 7,5 km de Jussari, Fazenda Teimoso, RPPN Serra do Teimoso","-39.528611","-15.158056",NA,NA,NA,NA,NA,NA,"Jardim, JG",NA,NA,NA,"-39.528611","-15.158056",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-21 10:17:54-03","IBt","SP","82576","S","Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","Correa Gomes Jr, J","3659","1965","04","05",NA,"Brasil","São Paulo","Ilhabela","Ilha Vitória. Litoral norte","-45.3499984741211","-23.7700004577637",NA,NA,NA,NA,NA,NA,"Gomes, M","2007",NA,NA,NA,NA,"23719","auto",NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 10:17:54-03","IBt","SP","257766","S","Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","Pereira, DF","198","1992","11","18",NA,"Brasil","São Paulo","Mogi Guaçu","Reserva Biológica e Estação Experimental de Mogi-Guaçu, mata da figueira","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,"Gomes, M","2007",NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA
