"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"115","2019-08-20 10:02:42-03","UNICAMP","UEC","59465","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.",NA,"1989","08",NA,"?","177","1989","05","09","Brazil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Mata de galeria do rio Panga.","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"Árvore ca. 8m alt. Material vegetativo.","UEC021899","UEC021899","Magnoliopsida",NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"116","2019-08-20 10:02:42-03","UNICAMP","UEC","59052","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.",NA,NA,NA,NA,"Araújo, GM","665","1989","08","04","Brazil","Minas Gerais","Uberlândia","Fazenda Experimental do Glória","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"Mata mesófila semidecídua. Árvore 7m alt.","UEC052000","UEC052000","Magnoliopsida",NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"117","2019-08-20 10:02:42-03","UNICAMP","UEC","59559","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.",NA,NA,NA,NA,"Araújo, GM","665","1989","08","04","Brazil","Minas Gerais","Uberlândia","Fazenda Experimental do Glória","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"Mata mesófila semidecídua. Árvore 7m alt.","UEC058213","UEC058213","Magnoliopsida",NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"118","2019-08-20 10:02:42-03","UNICAMP","UEC","84262","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.",NA,NA,NA,NA,"Bernacci, LC; Metezger, JP; Goldenberg, R","34985","1993","03","29","Brazil","São Paulo","Brotas","Fazenda Tavolaro, Floresta ripária, margem do rio Jacaré-Pepira em local acidentado.","-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,"Árvore, material estéril.","UEC051992","UEC051992","Magnoliopsida",NA,NA,NA,"26585","auto",NA,NA,NA,NA,NA,NA
"119","2019-08-20 10:02:42-03","UNICAMP","UEC","46821","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.",NA,NA,NA,NA,"Salis, SM; Spigolon, JR","19445","1987","03","18","Brazil","São Paulo","Brotas","Mata ciliar do rio Jacaré-Pepira-Mirim., Faz. Sta. Elisa.","-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,"Árvore com 10m, com frutos (pinha) maduros.","UEC021896","UEC021896","Magnoliopsida",NA,NA,NA,"26585","auto",NA,NA,NA,NA,NA,NA
"120","2019-08-20 10:02:42-03","UNICAMP","UEC","151051","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Torres, RB","1988",NA,NA,"Torres, RB; Figueiredo, N","394","1987","10","08","Brazil","São Paulo","Buri","Estação Experimental do Instituto Florestal. Mata","-48.5900001525879","-23.7900009155273",NA,NA,NA,NA,"Árvore 10 m. Beira da mata secundária. Flores com pétalas vermelhas. Pindauva preta","UEC021908","UEC021908","Magnoliopsida",NA,NA,NA,"28249","auto",NA,NA,NA,NA,NA,NA
"121","2021-03-01 16:21:26-03","UNICAMP","UEC","60851","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.",NA,NA,NA,NA,"Tamashiro, JY; Rodrigues, RR; Haddad, CFB","4466","1984",NA,NA,"Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra - Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Mata","UEC104488","UEC104488","Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"122","2019-08-20 10:02:42-03","UNICAMP","UEC","66983","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Dedecca, DM","1956","09",NA,"Vinicius, J","s.n.","1956","09","26","Brazil","São Paulo","Cosmópolis","Faz. São Francisco - Cia Rhódia.","-47.189998626709","-22.6399993896484",NA,NA,NA,NA,"flor, Árvore. NV.: pindaíba.","UEC021887","UEC021887","Magnoliopsida",NA,NA,NA,"10436","auto",NA,NA,NA,NA,NA,NA
"123","2019-08-20 10:02:42-03","UNICAMP","UEC","66383","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Dedecca, DM","1956","09",NA,"Vinicius, J","s.n.","1956","09","26","Brazil","São Paulo","Cosmópolis","Faz. São Francisco - Cia Rhódia.","-47.189998626709","-22.6399993896484",NA,NA,NA,NA,"Árvore. Pindaíba.","UEC021893","UEC021893","Magnoliopsida",NA,NA,NA,"10436","auto",NA,NA,NA,NA,NA,NA
"124","2019-08-20 10:02:42-03","UNICAMP","UEC","66384","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Leitão Filho, HF","1967","11",NA,"Souza, HM","s.n.",NA,NA,NA,"Brazil","São Paulo","Itirapina","Beira de estrada.","-47.8199996948242","-22.25",NA,NA,NA,NA,"Árvore 3-4m, flores escuras, na época em florescimento, nativa em solo arenoso.","UEC021889","UEC021889","Magnoliopsida",NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA
"125","2019-08-20 10:02:42-03","UNICAMP","UEC","66987","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Lopes, JC","2009","11",NA,"Viégas, AP","s.n.","1946","01","10","Brazil","São Paulo","Jaguariúna","Guedes, Faz. da Barra","-46.9799995422363","-22.7000007629395",NA,NA,NA,NA,"Árvore.","UEC021904","UEC021904","Magnoliopsida",NA,NA,NA,"12963","auto",NA,NA,NA,NA,NA,NA
"126","2019-08-20 10:02:42-03","UNICAMP","UEC","30456","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","He, P","1993",NA,NA,"Leitão Filho, HF; Kinoshita, LS; Taroda, N","3213","1976","10","08","Brazil","São Paulo","Jundiaí","ca. 10km SW de Jundiaí., Serra do Japi.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"flor, Mata úmida. Arbóreo. Flores salmão-amarronzadas.","UEC051993","UEC051993","Magnoliopsida",NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"127","2019-08-20 10:02:42-03","UNICAMP","UEC","77900","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.",NA,NA,NA,NA,"Durigan, G","30740","1991","05","24","Brazil","São Paulo","Marília","Estação Experimental de Marília, Mata ciliar.","-49.939998626709","-22.2099990844727",NA,NA,NA,NA,"Árvore de porte médio.","UEC051998","UEC051998","Magnoliopsida",NA,NA,NA,"38865","auto",NA,NA,NA,NA,NA,NA
"128","2019-08-20 10:02:42-03","UNICAMP","UEC","60172","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Zachia, RA","1993","07",NA,"Maas, PJM; Kinoshita, LS","8043","1992","09","22","Brazil","São Paulo","Mogi Guaçu","Arboreto (cultivado).","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"flor, Arvoreta de +/- 3m alt. Flores esverdeadas externamente e vinosas internamente.","UEC021888","UEC021888","Magnoliopsida",NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA
"129","2019-08-20 10:02:42-03","UNICAMP","UEC","77428","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.",NA,NA,NA,NA,"Pilati, R","431","1993","09",NA,"Brazil","São Paulo","Pindorama","E. E. de Pindorama., Fazenda vizinha à estação.","-48.9000015258789","-21.1800003051758",NA,NA,NA,NA,"Arbórea, 12m alt., beira da estrada, flores roxas.","UEC021902","UEC021902","Magnoliopsida",NA,NA,NA,"14884","auto",NA,NA,NA,NA,NA,NA
"130","2019-08-20 10:02:42-03","UNICAMP","UEC","66940","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Handro, O","1944","05",NA,"Mendes, OT","s.n.","1939","03","14","Brazil","São Paulo","Pindorama","Propriedade A. F. Santos.","-48.9000015258789","-21.1800003051758",NA,NA,NA,NA,"Arbusto; P.134. NV.: pindaíba, pindaíva, biribá.","UEC021890","UEC021890","Magnoliopsida",NA,NA,NA,"14884","auto",NA,NA,NA,NA,NA,NA
"131","2019-08-20 10:02:42-03","UNICAMP","UEC","71695","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.",NA,NA,NA,NA,"Pirani, JR; Cordeiro, I; Garcia, RJF","5","1994","07","05","Brazil","São Paulo","Promissão","Estrada vicinal para a Prainha de Promissão Reserva Florestal Aroeira.","-49.8499984741211","-21.5300006866455",NA,NA,NA,NA,"Árvore 15m alt., fuste ca. 8m, DAP 40cm, casca fendilhada em placas. Folhas lustrosas, discolores. Botões claros, frutos velhos secos.","UEC021891","UEC021891","Magnoliopsida",NA,NA,NA,"30472","auto",NA,NA,NA,NA,NA,NA
"132","2019-08-20 10:02:42-03","UNICAMP","UEC","81317","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.",NA,NA,NA,NA,"Kinoshita, LS; Sartori, ALB","9416","1994","11","08","Brazil","São Paulo","Tapiratiba",NA,"-46.7400016784668","-21.4599990844727",NA,NA,NA,NA,"flor e fruto, Árvore 5m, fruto imaturo.","UEC021897","UEC021897","Magnoliopsida",NA,NA,NA,"14066","auto",NA,NA,NA,NA,NA,NA
"133","2019-08-20 10:02:42-03","UNICAMP","UEC","115736","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Lopes, JC","2009","02",NA,"Aona, LYS; Belinello, R; Barbosa, AR; Galvão, JC; Singer, RB; Faria, AD","97/224","1997","10","29","Brazil","São Paulo","Teodoro Sampaio","Instituto Florestal, à ca. de 6km do Par","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"Em mata.","UEC021905","UEC021905","Magnoliopsida",NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA
"134","2019-08-20 10:02:42-03","UNICAMP","UEC","100805","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Lopes, JC","2009","02",NA,"Aona, LYS; Belinello, R; Barbosa, AR; Galvão, JC; Singer, RB; Faria, AD","97/224","1997","10","29","Brazil","São Paulo","Teodoro Sampaio","Instituto Florestal, à ca. de 6km do Par","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"Em mata.","UEC021903","UEC021903","Magnoliopsida",NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA
"135","2019-08-20 10:02:42-03","UNICAMP","UEC","77511","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Lopes, JC","2009","02",NA,"Furlaneto, L","s.n.","1994","05","03","Brazil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"flor, Arbustivo, 8 m alt, inflor., flor amarela, folha simples, pecioalada, alterna","UEC138917","UEC138917","Magnoliopsida",NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA
"136","2019-08-20 10:02:42-03","UNICAMP","UEC","77518","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Lopes, JC","2009","11",NA,"Furlaneto, L","s.n.","1994","06","03","Brazil","São Paulo","Teodoro Sampaio","Pq. Estadual Morro do Diabo., Trilha da Lagoa Verde.","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"flor, Árvore caída (morta); fruto seco, folha simples, quando jovem é fechada e menor.","UEC021901","UEC021901","Magnoliopsida",NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA
"137","2019-08-20 10:02:42-03","UNICAMP","UEC","44995","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.",NA,NA,NA,NA,"Tamashiro, JY; Rodrigues, RR; Gabrielli, AC; Santos, FAM","18802","1986","12","02","Brazil","São Paulo","Teodoro Sampaio","Reserva do Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"fruto, Árvore de até 15m, frutos imaturos de cor verde.","UEC051996","UEC051996","Magnoliopsida",NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA
"138","2019-08-20 10:02:42-03","UNICAMP","UEC","43239","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.",NA,NA,NA,NA,"Leitão Filho, HF; Semir, J; Tamashiro, JY","18487","1986","07","23","Brazil","São Paulo","Teodoro Sampaio","Reserva Florestal do Morro do Diabo.","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"Árvore até 10m, em botão.","UEC021894","UEC021894","Magnoliopsida",NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA
"139","2019-01-17 11:26:11-02","PUCRS","MPUC","11916","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A. St.-Hil.","C.A. Mondin","2009","01","01","et.al.",NA,"2009","03","22","Brasil","RS","Dom Pedro de Alcântara","Morrinho de Porto Fagundes","-49.8497222","-29.3694444","-49.8497222000","-29.3694444000",NA,NA,"Topo do morro; Ameaçada de extinção segundo decreto 42 099 da lista de espécies ameaças do RS; Categoria crticamente ameaçada CR",NA,NA,NA,"Magnoliales","South America",NA,NA,NA,"Magnoliopsida",NA,"3341","1",NA,NA
"140","2019-01-17 11:26:11-02","PUCRS","MPUC","17370","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A. St.-Hil.","P.J.S. Silva Filho","2008","01","01","et.al.",NA,"2008","08","23","Brasil","RS","Dom Pedro de Alcântara","Morrinho de Porto Fagundes","-49.8497222","-29.3694444","-49.8497222000","-29.3694444000",NA,NA,NA,NA,NA,NA,"Magnoliales","South America",NA,NA,NA,"Magnoliopsida",NA,"119","1",NA,NA
"141","2020-10-14 09:58:12-03","FURB","FURB","14532","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Verdi, M","2009","09","24","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2686","2008","09","24","Brasil","Santa Catarina","Jacinto Machado","Tenente.","-49.86","-29.07","-49.8600000","-29.0700000","80","80","Florística IFFSC 10 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbórea; flor pétalas bordô e sépalas verdes","FURB14533","FURB14533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-10-14 09:58:12-03","FURB","FURB","15567","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Verdi, M","2009","10","17","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2790","2009","10","17","Brasil","Santa Catarina","Timbé do Sul","Vila Belmiro.","-49.86","-28.8","-49.8600000","-28.8000000","360","360","Florística IFFSC 28 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: árvore; flor salmão","FURB14532","FURB14532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-11-27 09:29:48-03","FURB","FURB","17248","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Sevegnani, L","2010","01","21","Sevegnani, L.; Laps, R.R.; Avi, R.C. & Campestrini, S.",NA,"2009","12","04","Brasil","Santa Catarina","Laurentino","Propriedade de Olivio Campestrini, Serra Fruteira.","-49.7727778","-27.2347222","-49.7727778","-27.2347222","337","337",NA,"FURB14531","FURB14531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-10-14 09:58:12-03","FURB","FURB","19884","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Stival-Santos, A","2010","02","01","Stival-Santos, A.; Legal, E. & Silveira, S.","1662","2010","02","01","Brasil","Santa Catarina","Angelina","Rancho das Tábuas.","-49.0494444","-27.6302778","-49.0494444","-27.6302778","590","590","Florística IFFSC 314 (Arbórea) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; rara no fragmento Habito: arbórea; Fruto verde;","FURB00480","FURB00480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-10-14 09:58:12-03","FURB","FURB","20936","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Korte, A","2010","03","15","Korte, A.; Kniess, A.","1676","2010","02","03","Brasil","Santa Catarina","Itaiópolis","Arroio das Pombas.","-49.9475","-26.5497222","-49.9475000","-26.5497222","747","747","Florística IFFSC 899 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbórea;","FURB14530","FURB14530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-10-14 09:58:12-03","FURB","FURB","21130","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Korte, A","2010","03","15","Korte, A.; Kniess, A.","1591","2010","01","28","Brasil","Santa Catarina","Taió","Barragem Oeste.","-50.0380555","-27.0922222","-50.0380555","-27.0922222","400","400","Florística IFFSC 568 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbórea;","FURB14529","FURB14529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-10-14 09:58:12-03","FURB","FURB","22216","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Verdi, M","2010","03","30","Verdi, M.; Klettenberg, D.H. & Klemz, G.","4051","2010","03","17","Brasil","Santa Catarina","Imaruí","Forquilha da Aratingaúba / Parque Estadual da Serra do Tabuleiro.","-48.8702778","-28.1694445","-48.8702778","-28.1694445","604","604","Florística IFFSC 148 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea; Fruto vermelho;","FURB14528","FURB14528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-10-14 09:58:12-03","FURB","FURB","26550","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Korte, A","2010","06","03","Korte, A.; Kniess, A.","3623","2010","06","03","Brasil","Santa Catarina","Vitor Meireles","Barra da Prata.","-49.8608333","-26.7302778","-49.8608333","-26.7302778","540","540","Florística IFFSC 798 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; flor avermelhada","FURB14524","FURB14524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-10-14 09:58:12-03","FURB","FURB","28340","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Oliveira, AA de","2010","08","25","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1300","2010","04","23","Brasil","Santa Catarina","Orleans","Rio Minador.","-49.41","-28.17","-49.4100000","-28.1700000","445","445","Florística IFFSC e142b (Arbórea) - forófito 6 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","FURB14527","FURB14527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-10-14 09:58:12-03","FURB","FURB","29060","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Schmitt, JL","2010","09","28","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2566","2010","06","01","Brasil","Santa Catarina","São Martinho","Chicão - Vargem do Cedro/Parque Estadual da Serra do Tabuleiro.","-48.87","-28.08","-48.8700000","-28.0800000","558","558","Florística IFFSC e173b (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; flor botão floral verde","FURB14526","FURB14526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-11-27 09:29:48-03","FURB","FURB","37024","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.",NA,NA,NA,NA,"Meyer, L.; Sevegnani, L. & Torres, F.J.","44","2011","11","25","Brasil","Santa Catarina","Lontras",NA,"-49.5508333","-27.1675","-49.5508333","-27.1675000","319","319",NA,"FURB14525","FURB14525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-10-14 09:58:12-03","FURB","FURB","45382","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Oliveira, AA de","2015","01","11","Oliveira, A.A. de","901","2015","01","11","Brasil","Santa Catarina","Jacinto Machado","Tenente.","-49.86","-29.07","-49.8600000","-29.0700000","80","80","Regeneração IFFSC 10 /S/219","FURB14521","FURB14521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-10-14 09:58:12-03","FURB","FURB","46538","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Oliveira, AA de","2015","03","10","Oliveira, A.A. de","1289","2015","03","10","Brasil","Santa Catarina","Rio Do Oeste","Santa Luzia / Três Luiz.","-49.8575","-27.0894444","-49.8575000","-27.0894444","401","401","Regeneração IFFSC 570 /N/32 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva;","FURB14537","FURB14537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-11-27 09:29:48-03","FURB","FURB","52302","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Funez, L.A.","2017","01","17","Funez, L.A.","5803","2017","01","17","Brasil","Santa Catarina","Rodeio","Centro, propriedade dos Feler.","-49.38","-26.9338889","-49.3800000","-26.9338889","127","127","Frutos imaturos Habitat: Borda da floresta Habito: Arvore","FURB52302","FURB52302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-10-14 09:58:12-03","FURB","FURB","62159","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Citadini-Zanette, V.",NA,NA,NA,"Citadini-Zanette, V.; Boff, V.P.",NA,"1997","05","03","Brasil","Santa Catarina","Araranguá","B. Ilhas. B. Ilhas.","-49.4861111","-28.9352777","-49.4861111","-28.9352777",NA,NA,NA,"FURB62159","FURB62159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-11-27 09:29:48-03","FURB","FURB","62227","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Bosa, D.","1999","10","17","Bosa, D.; Romagna, M.",NA,"1999","10","17","Brasil","Santa Catarina","Morro Grande","Nova Roma. Nova Roma.","-49.7211111","-28.8011111","-49.7211111","-28.8011111",NA,NA,NA,"FURB62227","FURB62227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-12-09 14:46:32-03","FURB","FURB","63821","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Kassner-Filho, A","2019","03","06","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","4871","2019","03","06","Brasil","Santa Catarina","Chapadão do Lageado","Rio Saltinho.","-49.59","-27.63","-49.5900000","-27.6300000","890","890","Fruto imaturo Habitat: Borda de fragmento forestal; Ecótono entre Floresta Ombrófila Densa e Floresta Ombrófila Mista; Estágio Médio; Habito: Arbórea","FURB63821","FURB63821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-11-27 09:29:48-03","FURB","FURB","41709","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Reis, A",NA,NA,NA,"Reis, A.","270","1981","09","27","Brasil","Santa Catarina","Canelinha","Cia. V. de Santana.","-48.7677993774414","-27.2649993896484",NA,NA,"20","20",NA,"FURB14523","FURB14523",NA,NA,NA,NA,"15006","auto",NA,NA,NA,NA,NA,NA
"159","2019-11-27 09:29:48-03","FURB","FURB","41710","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Reis, A","1982","04","14","Reis, A.; Botosso, P.","263","1981","01","29","Brasil","Santa Catarina","Canelinha","Morro do Rolador.","-48.7677993774414","-27.2649993896484",NA,NA,"350","350",NA,"FURB14522","FURB14522",NA,NA,NA,NA,"15006","auto",NA,NA,NA,NA,NA,NA
"160","2020-10-14 09:58:12-03","FURB","FURB","5729","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Piaz, GK; Gonçalves, C","2006","11","15","Piaz, G.K.",NA,"2006","08","19","Brasil","Santa Catarina","Massaranduba","Sítio Verde-Amarelo.","-49.00830078125","-26.6105995178223",NA,NA,NA,NA,"Nativa do Vale do Itajaí. Habitat: Floresta Ombrófila Densa; Habito: arbórea;","FURB14535","FURB14535",NA,NA,NA,NA,"18914","auto",NA,NA,NA,NA,NA,NA
"161","2021-03-16 17:53:12-03","UCS","HUCS","39453","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A. St.-Hil.","Korte, A.","2010","03","15","Korte, A.","1676","2010","02","03","Brasil","Santa Catarina","Itaiópolis","Arroio das Pombas","-50.5875","-26.927006","-50.5875","-26.927006",NA,NA,"Herbário FURB 20936; Floresta Ombrófila Densa",NA,NA,"Angiospermae","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-03-16 17:53:12-03","UCS","HUCS","39482","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A. St.-Hil.","Verdi, M.",NA,NA,NA,"Verdi, M.","2790","2009","10","17","Brasil","Santa Catarina","Timbó do sul","Vila Belmiro","-49.86","-28.8","-49.86","-28.8",NA,NA,"Herbário FURB - 15567&nf;; Floresta Ombrófila Densa",NA,NA,"Angiospermae","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-03-16 17:53:12-03","UCS","HUCS","39456","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A. St.-Hil.","Verdi, M.",NA,NA,NA,"Verdi, M.","2686","2009","09","24","Brasil","Santa Catarina","Jacinto Machado","Tenente","-49.86","-29.07","-49.86","-29.07",NA,NA,"Herbário FURB 14532; Floresta Ombrófila Densa",NA,NA,"Angiospermae","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
