"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"348","2020-10-01 14:21:42-03","JBB","HEPH","31312","S","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Korte, A; Kniess, A","2765","2010","04","14","Brasil","Santa Catarina","José Boiteux","Rio Laeisz","-49.588611","-26.911944","-49.588611","-26.911944","823","823",NA,NA,NA,"Oliveira, AA de","2010","05","01",NA,NA,"Southern America",NA,NA,"Dicotyledon","Lamiales",NA,NA,NA,NA,NA,NA,NA
"349","2020-12-11 11:36:48-03","UFMG","BHCB","173884","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Torres, RB","1290",NA,NA,NA,"Brasil","Minas Gerais",NA,"Mata do Japones, Dossel.",NA,NA,NA,NA,NA,NA,"Árvore ca. 16 m, flores com cálice ferrugíneos, corola e anteras brancas.","BHCB018770",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"350","2020-12-11 11:36:48-03","UFMG","BHCB","149113","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Mansur, T; Vidal, CV","145","2011","01","20","Brasil","Minas Gerais","Santa Bárbara","Serra Gandarela, Projeto Mina Apolo","-49.680519","-20.042864","-49.680519","-20.042864","1568","1568","Floresta estacional semidecidual, arbóreo",NA,NA,NA,"2011","03",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"351","2020-12-11 11:36:48-03","UFMG","BHCB","159781","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Mansur, T; Tameirão Neto, E; Vidal, CV","231","2011","10","06","Brasil","Minas Gerais","Brumadinho","Serra da Moeda","-43.983906","-20.107833","-43.983906","-20.107833",NA,NA,"Floresta semidecidual, arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"352","2020-12-11 11:36:48-03","UFMG","BHCB","172934","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Korte, A; Kniess, A","4048","2010","08","18","Brasil","Santa Catarina","Joinville","Barragem do 8° Salto - Serra do Piraí.","-49.050556","-26.280278","-49.050556","-26.280278","698","698","Floristica IFFSC 1026; Floresta Ombrófila Densa; Estádio Suces.: Avançado; Hábito: apoiante; Habitat: interior do fragmento; Cor/Flor: branca.","BHCB017679",NA,NA,"2010","08","18",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"353","2020-12-11 11:36:48-03","UFMG","BHCB","1826","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Duarte, AP","3083","1950","09","18","Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,"Planta de capão úmido c/ 4-5m,flores alvas vistosas;",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"354","2020-12-11 11:36:48-03","UFMG","BHCB","2980","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Barreto, HLM","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"355","2020-12-11 11:36:48-03","UFMG","BHCB","65283","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Barreto, HLM","1013",NA,NA,NA,"Brasil","Minas Gerais","Santa Luzia",NA,"-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19939","auto","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"356","2020-12-11 11:36:48-03","UFMG","BHCB","61409","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.",NA,"s.n.",NA,NA,NA,"Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41937","auto","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"357","2020-12-11 11:36:48-03","UFMG","BHCB","65297","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Barreto, HLM","15007",NA,NA,NA,"Brasil","Rio de Janeiro","Sapucaia",NA,"-42.9143981933594","-21.9950008392334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27567","auto","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"358","2020-12-11 11:36:48-03","UFMG","BHCB","70596","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Krieger, L","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Lima Duarte","Conceição do Ibitipoca.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30417","auto","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"359","2020-12-11 11:36:48-03","UFMG","BHCB","173883","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Torres, RB; Paula, JB; Pereira, CA","1310","2000","09","11","Brasil","Minas Gerais","Camanducaia","Fragmento do Alivercino da Cunha","-46.1446990966797","-22.7553005218506",NA,NA,"1595","1595","árvore ca. 6m altura, flores com cálic densamente piloso, amarelado, corola, estames e estigmas brancos, flores levemente perfumadas; mata de encosta, subosque","BHCB018771",NA,NA,NA,NA,NA,"22140","auto","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"360","2020-12-11 11:36:48-03","UFMG","BHCB","28699","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.",NA,"s.n.",NA,NA,NA,"Brasil","São Paulo","Peruíbe","Juréia","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21922","auto","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"361","2020-12-11 11:36:48-03","UFMG","BHCB","28343","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Stehmann, JR; Tameirão Neto, E","s.n.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,"Arvoreta; Interior de mata","BHCB010450",NA,NA,"2011",NA,NA,"33136","auto","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"362","2020-12-11 11:36:48-03","UFMG","BHCB","66989","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Mota, RC da","791","2000","04","02","Brasil","Minas Gerais","Catas Altas","Serra do Caraça.","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,"Planta coletada em mata semidecídua; árvore; frutos imaturos.",NA,NA,NA,NA,NA,NA,"11966","auto","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"363","2020-12-11 11:36:48-03","UFMG","BHCB","53401","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Mota, RC da","93","1999","10","23","Brasil","Minas Gerais","Catas Altas","Serra do Caraça., Perto dos Taboões","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,"Coletada em borda de mata","BHCB010439",NA,NA,"2018","10","16","11966","auto","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"364","2021-02-11 17:19:15-03","UFPR","UPCB","85224","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Santos, E.P. | Cervi, A.C.","1129","2003","11","12","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-49.05","-25.75","-49.050000","-25.750000","900","900","Arbusto, ± 2m, em fruto. Em borda de floresta ombrófila densa montana..",NA,NA,"Santos, E.P.","2003","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2021-02-11 17:21:59-03","UFPR","UPCB","3262","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Reitz, R.","8918","1959","07","11","Brasil","Santa Catarina","Spmbrio","Pirão Frio",NA,NA,NA,NA,"10","10","Liana, flor branca. Mata..",NA,NA,"Moldenke, H.N.","1960","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2021-02-11 17:21:59-03","UFPR","UPCB","65420","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Meyer, F.S.","714","2008","05","18","Brasil","Santa Catarina","São Bento do Sul","Arredores do Cepa Rugendas-Univille, Rio Natal.","-49.378611","-26.250556","-49.378611","-26.250556",NA,NA,"Planta escandente, lenhosa, coletada na orla da mata, em região de Floresta Ombrófila Densa Montana. Flores com pétalas brancas..",NA,NA,"Meyer, F.S.","2009","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2021-02-11 17:21:59-03","UFPR","UPCB","47211","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Cervi, A.C.","8195","2001","09","07","Brasil","Santa Catarina","Itapema","Bairro Arreal","-48.611400604248","-27.0902996063232",NA,NA,NA,NA,"Árvore ca. 4m, flores alvas..",NA,NA,"Guimarães, O.A.","2003","10","22","9090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2021-02-11 17:21:59-03","UFPR","UPCB","8993","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Hatschbach, G.","24389","1970","06","03","Brasil","Paraná","Piraquara","Fazenda Céu Azul","-49.0633010864258","-25.4416999816895",NA,NA,"950","950","Arbusto, 2m, tendendo a trepadeira, flor alva. Orla mata pluvial, capoeira..",NA,NA,"Coimbra, C.M.S.","1999","08","27","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2021-02-11 17:21:59-03","UFPR","UPCB","3589","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Hatschbach, G.","4986","1958","06","18","Brasil","Paraná","Guaratuba","Garuva","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Arvoreta, flor alva. Mata pluvial sub-tropical, secundária, litorânea..",NA,NA,"Coimbra, C.M.S.","1999","08","27","41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2021-02-11 17:21:59-03","UFPR","UPCB","51910","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Reitz, R.","801","1953","06","12","Brasil","Santa Catarina","Araquari","Inferninho","-48.7221984863281","-26.3700008392334",NA,NA,"10","10","Cipó lianoso, flor branca. Orla da mata..",NA,NA,NA,NA,NA,NA,"25329","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2021-02-11 17:21:59-03","UFPR","UPCB","2127","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Reitz, R.","801","1953","06","12","Brasil","Santa Catarina","Araquari","Inferninho","-48.7221984863281","-26.3700008392334",NA,NA,"10","10","Cipó lianoso, flor branca. Orla da mata..",NA,NA,NA,NA,NA,NA,"25329","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2021-02-11 17:21:59-03","UFPR","UPCB","17118","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Kummrow, R.","3045","1988","08","03","Brasil","Paraná","Quatro Barras","Morro Mãe Catira.","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"Trepadeira lenhosa, flor alva. Matinha nebular..",NA,NA,"Coimbra, C.M.S.","1999","08","27","17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","2021-02-11 17:21:59-03","UFPR","UPCB","52170","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Reitz, R.","3368","1956","07","10","Brasil","Santa Catarina","Palhoça","Pilões","-48.6678009033203","-27.645299911499",NA,NA,"200","200","Liana, flor branca, perfumada. Capoeira..",NA,NA,"Moldenke, H.N.","1957","01","01","31105","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","2021-02-11 17:21:59-03","UFPR","UPCB","2129","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Reitz, R.","3368","1956","07","10","Brasil","Santa Catarina","Palhoça","Pilões","-48.6678009033203","-27.645299911499",NA,NA,"200","200","Liana, flor branca, perfumada. Capoeira..",NA,NA,"Moldenke, H.N.","1957","01","01","31105","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","2021-02-11 17:21:59-03","UFPR","UPCB","21631","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Negrelle, R.R.B.","A466","1992","10","12","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"Liana, com fruto. Entrada da trilha..",NA,NA,"Romaniuc Neto, S.",NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","2021-02-11 17:21:59-03","UFPR","UPCB","21361","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Negrelle, R.R.B.","A300","1992","07","31","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha, estrada de aceso à trilha.","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"Liana, final de floração, flor esbranquiçada..",NA,NA,"Romaniuc Neto, S.","1993","07",NA,"18121","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","2021-02-11 17:21:59-03","UFPR","UPCB","21360","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Negrelle, R.R.B.","A252","1992","07","28","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha, início da trilha.","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"Liana, com flor e botão..",NA,NA,"Romaniuc Neto, S.","1993","07",NA,"18121","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","2021-02-11 17:21:59-03","UFPR","UPCB","5996","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Hatschbach, G.","15136","1966","11","18","Brasil","Paraná","Guaratuba","Rio São João, Porto Miranda","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Arbusto meio trepador. Orla mata pluvial..",NA,NA,"Coimbra, C.M.S.","1999","08","27","41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","2021-02-11 17:21:59-03","UFPR","UPCB","36413","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Coimbra, C.M.S.","345","1998","06","04","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Árvore com cerca de 2m, ramos deflexos, planta feminina, interior da floresta ombrófila densa montana, 950m de altitude..",NA,NA,"Coimbra, C.M.S. & Santos, E.P.",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","2021-02-11 17:21:59-03","UFPR","UPCB","36412","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Coimbra, C.M.S.","340","1998","06","04","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Árvore com cerca de 3m, ramos deflexos, planta feminina, interior da floresta ombrófila densa montana, 980m de altitude..",NA,NA,"Coimbra, C.M.S. & Santos, E.P.",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","2021-02-11 17:21:59-03","UFPR","UPCB","36411","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Coimbra, C.M.S.","346","1998","06","04","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Árvore com cerca de 2m, ramos deflexos, planta masculina, interior da floresta ombrófila densa montana, 950m de altitude..",NA,NA,"Coimbra, C.M.S. & Santos, E.P.",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","2021-02-11 17:21:59-03","UFPR","UPCB","36410","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Coimbra, C.M.S.","341","1998","06","04","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Árvore com cerca de 3m, ramos deflexos, planta masculina, interior da floresta ombrófila densa montana, 980m de altitude..",NA,NA,"Coimbra, C.M.S. & Santos, E.P.",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","2021-02-11 17:21:59-03","UFPR","UPCB","36409","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Coimbra, C.M.S.","342","1998","06","04","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Árvore com cerca de 3m, ramos deflexos, planta feminina, interior da floresta ombrófila densa montana, 980m de altitude..",NA,NA,"Coimbra, C.M.S. & Santos, E.P.",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","2021-02-11 17:21:59-03","UFPR","UPCB","36408","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Santos, E.P.","466","1998","05","12","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Arbusto apoiante, base lenhosa, flores alvas. Margem de floresta ombrófila densa montana, 980m de altitude..",NA,NA,"Coimbra, C.M.S.","1998","05","13","41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","2021-02-11 17:21:59-03","UFPR","UPCB","34628","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Santos, E.P.","560","1998","10","02","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Arbusto com ramos deflexos, frutos verdes. Interior de mata nebular, 1000 m de altitude..",NA,NA,"Santos, E.P.","1998","10",NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","2011-03-02 14:34:00-03","MO","MOBOT","3166232","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","James Bowie|Allan Cunningham","Bowie s.n.","1815","5","29","Brazil","São Paulo",NA,"Collected on the road to Sta. Amaro, near Sta. Paulo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","2011-05-12 15:00:00-03","MO","MOBOT","1111417","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Ludwig Riedel","Riedel s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"388","2009-07-09 17:05:00-03","MO","MOBOT","2475451","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Gert G. Hatschbach","Hatschbach 32230","1973","7","13","Brazil","Paraná",NA,"Usina Chaminé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","2015-08-13 05:50:00-03","MO","MOBOT","3165437","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Howard S. Irwin|R.M. Harley|Eunice Onishi","Irwin 29168","1971","1","26","Brazil","Minas Gerais",NA,"Serra do Espinhaco. Wooded valley, base of Serra da Caraca.",NA,NA,NA,NA,"1500.00000000","1750.00000000",NA,NA,NA,"H.N. Moldenke",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","2017-07-13 05:17:00-03","MO","MOBOT","3165613","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Gustavo Martinelli|Fernando O. Zuloaga|Marcelo D. Vázquez Á.","Martinelli 10821","1985",NA,NA,"Brazil","Minas Gerais",NA,"Municipio de Itamonte, Parque Nacional de Itatiaia, estrada para Agulhas Negras, floresta hidrófila, de altitude.",NA,NA,NA,NA,"1550.00000000","1800.00000000",NA,NA,NA,"Ronald Liesner",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","2008-05-27 22:02:00-03","MO","MOBOT","3165884","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Gert G. Hatschbach","Hatschbach 49524","1985","7","15","Brazil","Santa Catarina",NA,"Itapoa (mun. Garuva) Santa Catarina.",NA,NA,NA,NA,"3.00000000","5.00000000",NA,NA,NA,"G. Hatschbach",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","2008-05-27 22:02:00-03","MO","MOBOT","3166061","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Gert G. Hatschbach","Hatschbach 24389","1970","6","3","Brazil","Paraná",NA,"Fda. Céu Azul (mun. Piraquara).",NA,NA,NA,NA,"950.00000000",NA,NA,NA,NA,"N.S. Troncoso",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","2008-05-27 22:02:00-03","MO","MOBOT","3166480","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","PESSOA","PESSOA 462","1989","8","2","Brazil","Rio de Janeiro",NA,"Mun. Nova Friburgo, Reserva Ecológica Municipal de Macaè de Cima, Sitio Sophronites.","-42.5","-22.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","2008-05-27 22:02:00-03","MO","MOBOT","3166790","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Per Dusén","Dusén 8143","1909",NA,NA,"Brazil","Paraná",NA,"Roca Nova, ad marg. silv. prim.",NA,NA,NA,NA,"950.00000000",NA,NA,NA,NA,"H.N. Moldenke",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","2020-03-12 04:39:00-03","MO","MOBOT","3166882","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Gösta Jönsson","Jönsson 379a","1914",NA,NA,"Brazil","Paraná",NA,"Jaguariahyva opp., in silvula.",NA,NA,NA,NA,"740.00000000",NA,NA,NA,NA,"H.N. Moldenke",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","2008-05-27 22:02:00-03","MO","MOBOT","3167053","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","J.M. Silva","Silva 255","1987","7","14","Brazil","Paraná",NA,"Morro 7 (mun. Quatro Barras).",NA,NA,NA,NA,"1100.00000000",NA,NA,NA,NA,"G. Hatschbach",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","2011-05-12 15:01:00-03","MO","MOBOT","3492174","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","J.R. Stehmann|E. Tameirão Neto","Stehmann BHCB28343","1990","9","11","Brazil","Minas Gerais",NA,"Serra do Caraça, Santa Bárbara. Interior de mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"398","2020-06-22 14:18:26-03","UNESP-IBILCE","SJRP","13847","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Cordeiro, J.",NA,NA,NA,NA,"Brasil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Arbusto, 3 m, frutos imaturos verdes;",NA,NA,"G. Hatschbach",NA,NA,NA,"55154","auto","América do Sul",NA,NA,"Tracheophyta","Lamiales",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"399","2016-06-16 10:16:52-03","UNIOESTE","UNOP","3224","S","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Silva, A.R.; et al.; et al.","706","2008","05","24","Brasil","Santa Catarina","Bombinhas","Caminho a esquerda do atalho de Porto Belo a Mariscal, saindo de Mariscal.","-48.5169982910156","-27.1380004882812",NA,NA,NA,NA,"Subarbusto escandente, heliófito, com flores alvacentas. Beira de estrada. - Relevo: ondulado. - Vegetação: Floresta Ombrófila Densa Submontana.",NA,NA,"Schinemann, D.A.","2016","06","13","11943","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","2021-01-10 20:44:41-03","INPA","INPA","203573","S","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Barbosa, E","305","1999","06","12","Brasil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"INPA0203573","INPA0203573 INPA0203573_e","Hatschbach, G","1999",NA,NA,"41937","auto","Southern America",NA,NA,"Dicotyledon Asterids","Lamiales",NA,NA,NA,NA,NA,NA,NA
