"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","relationshipType","relatedCatalogItem","occurrenceRemarks","barcode","imagecode","class","order","individualCount","yearIdentified","coordinatePrecision","geoFlag","previousCatalogNumber"
"1","2015-08-10 05:49:00-03","MO","MOBOT","2261721","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","macedoi","Ipomoea macedoi","Hoehne","A. Macedo & F.C. Hoehne","Type","Amaro Macedo","Macedo 1807","1949","4","3","South America","Brazil","Minas Gerais","Municipio Ituiutaba. Fazenda San [Terejuba].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2018-04-26 15:49:18-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","macedoi","Ipomoea macedoi","Hoehne",NA,"holotype","Macedo, A","1066","1948","05","09","Southern America","Brazil","Minas Gerais","Cachoeira Dourada, Cachoeira Dourada, Rio Paranaiba, Ituiutaba.","Ituiutaba","-49.501944","-18.513333","-49.501944","-18.513333","voucher","SP55042","Plantinha rasteira, da vargem. Flores brancas.","CONV020908,SP000576","SP000576",NA,NA,NA,NA,NA,NA,NA
"3","2020-09-12 05:00:02-03","US","US","2196662","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","macedoi","Ipomoea macedoi","Hoehne",NA,NA,"A. Macedo","1664","1949","2","13","South America - Neotropics","Brazil","Minas Gerais","Fazenda S. Terezinha. Municipio Ituiutaba. Estado Minas.",NA,NA,NA,NA,NA,NA,NA,NA,"US03152918","US03152918_01","Dicotyledonae","Solanales","1",NA,NA,NA,NA
"4","2019-11-13 11:18:14-03","USP","SPF","74155","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","macedoi","Ipomoea macedoi","Hoehne","Hoehne, FC",NA,"Macedo, A","1664","1949","02","13",NA,"Brasil","Minas Gerais",NA,"Ituiutaba","-49.4650001525879","-18.968900680542",NA,NA,NA,NA,NA,"SPF00074155","SPF00074155",NA,NA,NA,"1949","50022","auto",NA
"5","2021-03-12 16:33:20-03","USP","SPF","74153","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","macedoi","Ipomoea macedoi","Hoehne",NA,"isotype","Macedo, A","1066","1948","05","09",NA,"Brasil","Minas Gerais","Rio Paranaiba, Cachoeira Dourada","Ituiutaba","-49.4650001525879","-18.968900680542",NA,NA,NA,NA,"Plantinha rasteira da vargem. Flores brancas.","SPF00074153","SPF00074153",NA,NA,NA,NA,"50022","auto",NA
"6","2016-08-23 10:59:06-03","NHMLondon","NHM-LONDON-BOT","BM001191063","S","Plantae","Convolvulaceae","Ipomoea","macedoi","Ipomoea macedoi","Hoehne",NA,"Isotype","Amaro Macedo; b.1914; A.Macedo","1807","1949","04","03",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/0ab4a61916c7081f5ad8acbfaf18e4c4d8baba11/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:5649595"
"7","2020-06-04 11:03:22-03","IBt","SP","269509","S","Plantae","Convolvulaceae","Ipomoea","macedoi","Ipomoea macedoi","Hoehne",NA,NA,"Macedo, A","1664","1949","02","13",NA,"Brasil","Minas Gerais",NA,"Ituiutaba","-49.4650001525879","-18.968900680542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50022","auto",NA
"8","2019-11-21 10:03:19-03","IBt","SP","55042","S","Plantae","Convolvulaceae","Ipomoea","macedoi","Ipomoea macedoi","Hoehne","Hoehne, FC","Holotype","Macedo, A","1066","1948","05","09",NA,"Brasil","Minas Gerais","Rio Paranaiba, Cachoeira Dourada","Ituiutaba","-49.4650001525879","-18.968900680542",NA,NA,NA,NA,"Plantinha rasteira da vargem. Flores brancas","SP000576","SP000576",NA,NA,NA,"1950","50022","auto",NA
