"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","year","month","day","dayIdentified","barcode","class","order","verbatimLongitude","verbatimLatitude","occurrenceRemarks","continentOcean","minimumElevationInMeters","maximumElevationInMeters","individualCount","imagecode"
"11","2019-11-21 14:40:58-03","UFJF","CESJ","60615","PreservedSpecimen","Plantae","Angiosperma","Orchidaceae","Pleurothallis","adenochila","Pleurothallis adenochila","Loefgr.","L. Menini Neto; S.G. Furtado","2012","09","S.G. Furtado; L. Menini Neto","119","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Mata de Araucária, em encosta, a 1800-2000 m.s.m.","-45.237278","-22.24025",NA,NA,"2012","09","22",NA,"CESJ060615",NA,NA,"-45.237278","-22.24025","Epífita cespitosa, formando grande população em interior de Floresta Ombrófila Mista. Flores vináceas e frutos imaturos verdes.","América do Sul",NA,NA,NA,NA
"12","2019-11-21 14:40:58-03","UFJF","CESJ","71697","PreservedSpecimen","Plantae","Angiosperma","Orchidaceae","Pleurothallis","adenochila","Pleurothallis adenochila","Loefgr.","L. Menini Neto","2016","12","D.E.F. Barbosa; G.A. Basilio","354","Brasil","Minas Gerais","Lima Duarte","Conceição de Ibitipoca, Floresta semidecidual montana","-43.913333","-21.698611",NA,NA,"2016","12","20","20","CESJ071697",NA,NA,"-43.913333","-21.698611","Epífita a 1m. Flores vináceas. Interior de mata.","América do Sul","1200","1200",NA,NA
"13","2019-11-21 14:40:58-03","UFJF","CESJ","71784","PreservedSpecimen","Plantae","Angiosperma","Orchidaceae","Pleurothallis","adenochila","Pleurothallis adenochila","Loefgr.","L. Menini Neto","2017","07","D.E.F. Barbosa; S.G. Furtado; L.V.V. Cruz; L.C. Pereira; R.M. Mello; L. Menini Neto","450","Brasil","Minas Gerais","Araponga","Serra do Brigadeiro, Floresta semidecidual montana","-42.805278","-21.204444",NA,NA,"2017","07","15","15","CESJ071784",NA,NA,"-42.805278","-21.204444","Epífita a 1m. Flores roseas. Interior de mata.Trilha do Muriqui.","América do Sul","1380","1380",NA,NA
"14","2020-12-04 13:19:33-03","UDESC","LUSC","10061","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros",NA,NA,NA,"Gomes, J.P.",NA,"Brasil","Santa Catarina","Correia Pinto","Encosta Rio Tributo.","-50.35","-27.55",NA,NA,"2017","09","10",NA,"LUSC009867",NA,NA,"50º21'W","27º33'S",NA,NA,"880","880",NA,NA
"15","2019-01-17 11:24:01-02","PUCRS","MPUC","13866","S","Plantae",NA,"Orchidaceae","Pleurothallis","aquinoi","Pleurothallis aquinoi","Schltr.","V.F. Nunes","2014","01",NA,NA,"Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,"1993","10","19","01",NA,"Magnoliopsida","Asparagales","-50.1744444000","-29.4808333000","Mata mista de araucárias (F: 57)","South America",NA,NA,"1",NA
"16","2020-10-14 10:03:52-03","FURB","FURB","20224","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros","Mancinelli, WS","2010","10","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1521","Brasil","Santa Catarina","Taió","Fazenda Tarumã.","-50.1294445","-27.0002778",NA,NA,"2010","02","24","10","FURB04360",NA,NA,"-50.1294445","-27.0002778","Epífita IFFSC e625b (Acima de 4m) - forófito 5 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea; flor pétalas roxas",NA,"812","812",NA,"FURB04360"
"17","2020-10-14 10:03:52-03","FURB","FURB","58664","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros","Caetano, J.","2018","03","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2383","Brasil","Santa Catarina","Urubici",NA,"-49.4066667","-28.0802778",NA,NA,"2018","03","13",NA,"FURB58664",NA,NA,"-49.4066667","-28.0802778","flor esbranquiçada Habitat: interior da unidade amostral Habito: epífita",NA,"113","113",NA,"FURB58664"
"18","2020-04-27 16:10:56-03","UFES","VIES","5014","S","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros","Pessoa, E.","2013","08","Pereira, O.J.","2229","Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba.","-40.5110015869141","-20.6580009460449","28401","auto","1990","09","24","27","VIES005014",NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIES005014"
"19","2020-12-21 16:38:13-03","MBM","MBM","428153","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros","Santos, T.F.","2017",NA,"Lozano, E.D.; Brotto, M.L.; Brotto, M.L.","3192","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.688861","-24.855",NA,NA,"2016","03","01",NA,"MBM428153",NA,NA,"-48.688861","-24.855","Epífita, 3 cm, flores bordô, interior da mata, topo de morro.; Floresta Ombrófila Densa Automontana.","Southern America",NA,NA,NA,NA
"20","2020-12-11 11:44:19-03","UFMG","BHCB","92425","PreservedSpecimen","Plantae","Monocotyledon","Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros",NA,"2007","07","Mota, RC da; et al.","2546","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.4249992370605","-19.0372009277344","60318","auto","2003","03","19",NA,"BHCB001002",NA,NA,NA,NA,"Erva epífita; labelo e pétalas castanho-avermelhados, sépalas castanho-claras; Planta coletada em mata de galeria","Southern America",NA,NA,NA,"BHCB001002"
"21","2020-12-11 11:44:19-03","UFMG","BHCB","92424","PreservedSpecimen","Plantae","Monocotyledon","Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros",NA,"2007","07","Mota, RC da; et al.","2545","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.4249992370605","-19.0372009277344","60318","auto","2003","04","23",NA,"BHCB044980",NA,NA,NA,NA,"Erva epífita; labelo e pétalas castanho-avermelhados, sépalas castanho-claras.; Planta coletada em mata de galeria","Southern America",NA,NA,NA,NA
"22","2020-12-11 11:44:49-03","UFMG","BHCB","177080","PreservedSpecimen","Plantae","Monocotyledon","Orchidaceae","Pleurothallis","adenochila","Pleurothallis adenochila","Loefgr.",NA,"2015","11","Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","394","Brasil","Minas Gerais","Nova Lima","RPPN Capitão do Mato","-43.924722","-20.147222",NA,NA,"2015","05","08",NA,NA,NA,NA,"-43.924722","-20.147222","Prensado em álcool; Erva epífita; flores cremes; Floresta Estacional Semidecidual","Southern America",NA,NA,NA,NA
"23","2021-02-11 17:20:51-03","UFPR","UPCB","83306","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros","Santos, M.C.","2017",NA,"Toscano de Brito, A.L.V.","3357","Brasil",NA,NA,"Sem localidade.",NA,NA,NA,NA,"2015","03","16",NA,NA,NA,NA,NA,NA,"Sépalas verde-pardas; pétalas vermelho-vinosas, pardacentas; o ápice com glândula esbranquiçada; labelo vinoso-escuro, o ápice com glândula branca. Coluna branca com nuance amarelado.. Cultivada por Maria R. Cabral, fl. cult. 16/03/2015.",NA,NA,NA,NA,NA
"24","2021-02-11 17:20:51-03","UFPR","UPCB","84524","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros","Toscano de Brito, A.L.V.","2016","02","Royer, C.A | Matos, F.B.","118","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trilha da Pedra do Sino","-43.015","-22.449722",NA,NA,"2016","01","24",NA,NA,NA,NA,"-43.015000","-22.449722","DNA preservado. .",NA,"1600","1600",NA,NA
"25","2021-02-11 17:20:51-03","UFPR","UPCB","84820","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros","Santos, M.C.","2017",NA,"Toscano de Brito, A.L.V.","3462","Brasil",NA,NA,NA,NA,NA,NA,NA,"2015","11","14",NA,NA,NA,NA,NA,NA,"Cultivada por M. R. Cabral. Florescendo em cultivo. Amostra conservada em solução de glicerina com álcool..",NA,NA,NA,NA,NA
"26","2021-02-11 17:20:51-03","UFPR","UPCB","84867","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros","Toscano de Brito, A.L.V.","2015",NA,"Klingelfuss, M.","103","Brasil","Paraná","São João dos Pinhais","Represa de Voçoroca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amostra conservada em solução de glicerina com álcool..",NA,NA,NA,NA,NA
"27","2021-02-11 17:20:51-03","UFPR","UPCB","88086","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros","Santos, M.C.","2015","08","Royer, C.A. et al.","48","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Trilha das cachoeiras.","-44.619722","-22.428611",NA,NA,"2015","08","24","31",NA,NA,NA,"-44.619722","-22.428611","Amostra conservada em solução de glicerina com álcool..",NA,NA,NA,NA,NA
"28","2021-02-11 17:20:51-03","UFPR","UPCB","83280","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros","Santos, M.C.","2017",NA,"Toscano de Brito, A.L.V.","3334","Brasil","Santa Catarina","Pomerode",NA,"-49.1768989562988","-26.7406005859375","14075","auto","2014","12","16",NA,NA,NA,NA,NA,NA,"Coletada e cultivada por Marcos L. Klingelfuss 104, fl. cult. 16/12/2014.",NA,NA,NA,NA,NA
"29","2021-02-11 17:20:51-03","UFPR","UPCB","84868","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros","Toscano de Brito, A.L.V.","2015",NA,"Klingelfuss, M.","104","Brasil","Santa Catarina","Pomerode",NA,"-49.1768989562988","-26.7406005859375","14075","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amostra conservada em solução de glicerina com álcool..",NA,NA,NA,NA,NA
"30","2021-02-11 17:20:51-03","UFPR","UPCB","83308","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros","Toscano de Brito, A.L.V.","2017","07","Toscano de Brito, A.L.V.","3359","Brasil","São Paulo","Itapetininga",NA,"-48.0499992370605","-23.5900001525879","40712","auto","2015","03","16","15",NA,NA,NA,NA,NA,"Sépalas verde-pardas; pétalas vermelho-vinosas, pardacentas; o ápice com glândula esbranquiçadas; labelo vinoso-escuro, o ápice com glândula branca; coluna branca com nuance amarelado.. Cultivada por Maria R. Cabral, fl. cult. 16/03/2015.",NA,NA,NA,NA,NA
"31","2021-02-11 17:20:51-03","UFPR","UPCB","87238","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros","Santos, T. F.","2016","10","Santos, T. F.","202","Brasil","Paraná","Tijucas do Sul","Cangoera","-49.1988983154297","-25.9281005859375","25228","auto","2016","10","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-11 17:20:51-03","UFPR","UPCB","55429","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros","Santos, M.C.","2016","03","Kersten, R.","889","Brasil","Paraná","Pinhais","Capão Alphaville","-49.1925010681152","-25.4447002410889","10418","auto","2003","11","20","07",NA,NA,NA,NA,NA,"Epífita, labelo roxo, tépalas laterais com V roxo na ponta e listra central lilás, demais tépalas verde-claras, quase creme. Floresta ombrófila mista..",NA,NA,NA,NA,NA
"33","2021-02-11 17:20:51-03","UFPR","UPCB","83103","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros","Toscano de Brito, A.L.V.","2018","07","Toscano de Brito, A.L.V. | Kollmann, L.","2876","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617","23813","auto","2011","07","16","16",NA,NA,NA,NA,NA,"Epífita. Sépalas amarelo-esverdeadas; pétalas vermelhas, amarelo-pardas no terço apical; labelo com coloração similar às pétalas..",NA,NA,NA,NA,NA
"34","2021-02-11 17:20:51-03","UFPR","UPCB","93590","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros","M.C. Santos","2016","02","Bolson, M. | Bacci, L.F. | Bochorny, T.","563","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia. Trilha do Túmulo Augusto Ruschi.","-40.6002998352051","-19.9356002807617","23813","auto","2016","01","11","01","UPCB0041854",NA,NA,NA,NA,"Floresta Ombrófila Densa. Coletada na borda da trilha. Amostra de DNA.. Epífita. Flor branca.",NA,NA,NA,NA,"UPCB0041854"
"35","2021-02-11 17:20:51-03","UFPR","UPCB","93712","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros","M.C. Santos","2016","02","Bolson, M. | Bacci, L.F. | Bochorny, T.","597","Brasil","Rio de Janeiro","Nova Friburgo","Macaé de Cima. Sítio Bacchus.","-42.5311012268066","-22.2819004058838","33190","auto","2016","01","28","01","UPCB0041844",NA,NA,NA,NA,"Coletada em cultivo no Orquidário da antiga casa de David Miller..",NA,NA,NA,NA,"UPCB0041844"
"36","2021-02-11 17:20:51-03","UFPR","UPCB","83227","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros","Toscano de Brito, A.L.V.","2015","07","Toscano de Brito, A.L.V.","3248","Brasil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, Sítio Bacchus, propriedade de David & Izabel Miller.","-42.5311012268066","-22.2819004058838","33190","auto","2014","07","11","17",NA,NA,NA,NA,NA,"Crescendo em arbusto próximo à sede (escada velha). Ramicaule e folhas verdes. Sépalas pardacentas; pétalas vermelho-purpúreas, um tanto foscas, com apículo amarelado; labelo vermelho-purpúreo, reluzente, o apículo amarelado. Coluna alva, antera branco",NA,"1450","1450",NA,NA
"37","2021-02-11 17:20:51-03","UFPR","UPCB","83228","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros","Toscano de Brito, A.L.V.","2015","07","Toscano de Brito, A.L.V.","3249","Brasil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, Sítio Bacchus, propriedade de David & Izabel Miller.","-42.5311012268066","-22.2819004058838","33190","auto","2014","07","11","17",NA,NA,NA,NA,NA,"Crescendo em arbusto próximo à sede (escada velha). Ramicaule e folhas verdes. Sépalas pardacentas; pétalas vermelho-purpúreas, um tanto foscas, com apículo amarelado; labelo vermelho-purpúreo, reluzente, o apículo amarelado. Coluna alva, antera branco",NA,"1450","1450",NA,NA
"38","2021-02-11 17:20:51-03","UFPR","UPCB","52414","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros","Santos, M.C.","2016","03","Reginato, M.","153","Brasil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895","12577","auto","2005","01",NA,"07",NA,NA,NA,NA,NA,"Epífita à 3m, tépalas alvas coluna vinosa..",NA,NA,NA,NA,NA
"39","2021-02-11 17:20:51-03","UFPR","UPCB","84567","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F. Barros","Santos, M.C.","2015","09","Royer, C.A.","48","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional Itatiaia, Trilha para Cachoeira Vei da Noiva","-44.5633010864258","-22.4960994720459","19648","auto","2015","08","24","02",NA,NA,NA,NA,NA,"Possui amostra de DNA..",NA,NA,NA,NA,NA
"40","2021-02-11 17:20:51-03","UFPR","UPCB","94100","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros","Santos, M.C.","2016","06","Bolson, M. | Kollmann, L. | Bacci, L.F. | Bochorny, T.","620","Brasil","Espirito Santo","Santa Teresa","Reserva Biólogica Augusto Ruschi, estrada para Goibapa-Açu. Divisa do Parque, lado direito da estrada e direito da trilha na baixada","-40.6002998352051","-19.9356002807617","23813","auto","2016","06","30",NA,"UPCB0042375",NA,NA,NA,NA,"Floresta Ombrófila Densa . Floresta Ombrófila Densa. Em uma liana, a meio metro do chão até o alto. Em cultivo na Casa de Vegetação do Depto de Botânica da UFPR e na Casa de Vegetação do MBML. Amostra em álcool. Amostra de DNA.",NA,NA,NA,NA,NA
"41","2021-02-11 17:20:51-03","UFPR","UPCB","90013","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F. Barros","Santos, T.F.","2016",NA,"Santos, T.F. | Kujaski, K.","218","Brasil","Paraná","Tijucas do Sul","Saltinho","-49.1988983154297","-25.9281005859375","25228","auto","2016","11","07",NA,"UPCB0028150",NA,NA,NA,NA,NA,NA,NA,NA,NA,"UPCB0028150"
"42","2021-02-11 17:20:51-03","UFPR","UPCB","92423","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F. Barros","Santos, T.F.","2017",NA,"Santos, T.F. | Cardoso, A.","300","Brasil","Paraná","Balsa Nova","São Luís do Purunã","-49.6356010437012","-25.5839004516602","27346","auto","2017","06","17",NA,"UPCB0038283",NA,NA,NA,NA,"Pétalas e labelo roxo, sépalas branco amareladas.",NA,NA,NA,NA,"UPCB0038283"
"43","2021-02-11 17:20:51-03","UFPR","UPCB","86845","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros","Santos, T.F.","2016","03","Santos, T.F et al.","122","Brasil","Paraná","Balsa Nova","Serra de São Luís do Purunã","-49.6356010437012","-25.5839004516602","27346","auto","2016","03","26","26",NA,NA,NA,NA,NA,"Epífita em Floresta Ombrófila Mista de Galeria. .",NA,NA,NA,NA,NA
"44","2021-02-11 17:20:51-03","UFPR","UPCB","88230","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros","Santos, T.F.","2016","03","Santos, T.F. et al.","122","Brasil","Paraná","Balsa Nova","Serra de São Luís do Purunã","-49.6356010437012","-25.5839004516602","27346","auto","2016","03","26","26","UPCB0029385",NA,NA,NA,NA,"Epífita em Floresta Ombrófila Mista de Galeria. .",NA,NA,NA,NA,"UPCB0029385"
"45","2021-02-11 17:20:51-03","UFPR","UPCB","86802","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros","Santos, T.F.","2016","07","Santos, T.F | Machnicki-Reis, M.","154","Brasil","São Paulo","Guapiara","Vale do Ribeira","-48.5299987792969","-24.1800003051758","20045","auto","2016","07","20","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-11 17:20:51-03","UFPR","UPCB","84864","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","cf. adenochila","Anathallis cf. adenochila","(Loefgr.) F.Barros","Toscano de Brito, A.L.V.","2015",NA,"Klein, J.","223","Brasil","Rio Grande do Sul","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869","30776","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amostra conservada em solução de glicerina com álcool..",NA,NA,NA,NA,NA
"47","2012-11-24 05:13:00-02","MO","MOBOT","2483079","PreservedSpecimen","Plantae",NA,"Orchidaceae","Anathallis","aquinoi","Anathallis aquinoi","(Schltr.) Pridgeon & M.W. Chase",NA,NA,NA,"J. Dutra","Dutra 865","Brazil","Rio Grande do Sul",NA,"Quinta São Manoel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA
"48","2011-06-09 17:46:00-03","MO","MOBOT","1767995","PreservedSpecimen","Plantae",NA,"Orchidaceae","Pleurothallis","aquinoi","Pleurothallis aquinoi","Schltr.","Roberto Vasquez, (USZ)",NA,NA,"Israel G. Vargas C.","Vargas Caballero 5807","Bolivia","Santa Cruz","Ichilo","El campo Vibora se encuentra en la provincia Ichilo del departamento de Santa Cruz, a 185 km de la ciudad del mismo nombre. Pozo 30 y 29 H. Gran parte limpia, ripiada y compactada sobre una barranca alta proxima al rio, arbustos aislados de 1-2 m. vegetacion rala herbacea en el centro y con gramineas densas de 40 cm de altura al, cuatro fosas rectangulares con vegetacion solo al borde y sobre el talud, dos fosas rectangulares con agua ; la primera cubierta de Typha sp. Y la otra slo al borde, bosque secundario denso, deprimida y con agua, vegetacion rala recien quemada, mancha de bosque ribereno alto a lo largo del rio restos de bosque original.","-64.27305","-17.08194",NA,NA,"1998","9","19",NA,NA,NA,NA,NA,NA,NA,"South America","270.00000000",NA,NA,NA
"49","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","21379",NA,"Plantae",NA,"Orchidaceae","Anathallis","adenochila","Anathallis adenochila","(Loefgr.) F.Barros","H.L. Silva/17-01-2020",NA,NA,"J. Rossini; et al","480","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,"2003","08","19",NA,"MBML021379",NA,NA,"40W33'11","19S54'27","Epífita. Sépalas e pétalas verdes, labelo marrom, coluna branca.",NA,NA,NA,NA,"MBML021379"
