"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","maximumElevationInMeters","identifiedBy","month","day","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"94","2021-03-21 19:37:42-03","UFC","EAC","54623","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Macedo, L.","s.n.","2012","Southern America","Brasil","Ceará",NA,NA,NA,"Arbusto.; Tabuleiro litorâneo.","EAC0054623",NA,"(O.Berg) Nied.",NA,"Lima-Verde, L.W.; Nunes, E.","10","30","Cascavel","-38.2419013977051","-4.13305997848511",NA,NA,"2013","05","23","42722","auto",NA,NA,NA,NA,NA,NA
"95","2021-03-21 19:37:42-03","UFC","EAC","33568","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Castro, A.S.F.","s.n.","2003","Southern America","Brasil","Ceará","Coité, Substrato arenoso.",NA,NA,"Arbusto.; Tabuleiro litorâneo","EAC0033568",NA,"(O.Berg) Nied.",NA,"Castro, A.S.F.","11","08","Caucaia","-38.6530990600586","-3.73610997200012",NA,NA,"2005","12","13","40484","auto",NA,NA,NA,NA,NA,NA
"96","2021-03-21 19:37:42-03","UFC","EAC","39583","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Castro, A.S.F.","1717","2006","Southern America","Brasil","Ceará","Sargento Mor",NA,NA,"Arvoreta, flor branca.; Tabuleiro litorâneo, substrato arenoso.","EAC0039583",NA,"(O.Berg) Nied.",NA,"Castro, A.S.F.","04","02","Caucaia","-38.6530990600586","-3.73610997200012",NA,NA,"2006","04","02","40484","auto",NA,NA,NA,NA,NA,NA
"97","2021-03-21 19:37:42-03","UFC","EAC","19181","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Araújo, F.S.","55","1990","Southern America","Brasil","Ceará","Baixa Fria","760",NA,"Arbusto de 3m, com fruto.; Carrasco","EAC0019181",NA,"(O.Berg) Nied.","760","Kawasaki, L.","03","28","Novo Oriente","-40.7742004394531","-5.53444004058838",NA,NA,"1996","10","31","28544","auto",NA,NA,NA,NA,NA,NA
"98","2021-03-21 19:37:42-03","UFC","EAC","19616","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Araújo, F.S.","490","1991","Southern America","Brasil","Ceará","Baixa Fria, Planalto da Ibiapaba.",NA,NA,"Arbusto, fruto amarelo.; Carrasco","EAC0019616",NA,"(O.Berg) Nied.",NA,"Kawasaki, L.","07","13","Novo Oriente","-40.7742004394531","-5.53444004058838",NA,NA,"1996","10","31","28544","auto",NA,NA,NA,NA,NA,NA
"99","2021-03-21 19:37:42-03","UFC","EAC","54555","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Castro, A.S.F.","2739","2013","Southern America","Brasil","Ceará","Serra do Estevão, trilha da casa de repouso São Jo",NA,NA,"Arvoreta.; Caatinga.","EAC0054555",NA,"(O.Berg) Nied.",NA,"Proença, C.","06","16","Quixadá","-39.0153007507324","-4.97138977050781",NA,NA,"2014","08","28","41968","auto",NA,NA,NA,NA,NA,NA
"100","2021-03-21 19:37:42-03","UFC","EAC","48022","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Castro, A.S.F.","2373","2010","Southern America","Brasil","Ceará","Estação Ecológica do Pecém, Solo arenoso.",NA,NA,"Arvoreta.; Tabuleiro litorâneo","EAC0048022",NA,"(O.Berg) Nied.",NA,"Castro, A.S.F.","08","01","São Gonçalo do Amarante","-38.9682998657227","-3.6072199344635",NA,NA,"2010","08","01","39107","auto",NA,NA,NA,NA,NA,NA
"101","2021-03-21 19:37:42-03","UFC","EAC","30385","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Castro, A.S.F.","936","2001","Southern America","Brasil","Ceará","Carro Quebrado",NA,NA,"Arvoreta.; Tabuleiro litorâneo","EAC0030385",NA,"(O.Berg) Nied.",NA,"Castro, A.S.F.","02","04","Trairi","-39.2689018249512","-3.27778005599976",NA,NA,"2011","05","20","35322","auto",NA,NA,NA,NA,NA,NA
"102","2020-12-21 16:37:42-03","MBM","MBM","330200","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Silva, J.M.; Ribas, O.S.; Ribas, O.S.","5833","2007","Southern America","Brazil","Minas Gerais","Fazenda Lago Vermelho, Distrito de Paredão de Minas",NA,NA,"Árvore, 4m, fruto imaturo. Cerrado","MBM330200","MBM330200","(O.Berg) Niedenzu",NA,"Faria Júnior, J.E.Q.","04","22","Buritizeiro","-44.9622001647949","-17.3511009216309",NA,NA,"2009","12",NA,"88041","auto",NA,NA,NA,NA,NA,NA
"103","2020-12-21 16:37:42-03","MBM","MBM","214396","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Trameirão Neto, E.; et al.; et al.","1367","1984","Southern America","Brazil","Minas Gerais","Cemig",NA,NA,NA,"MBM214396","MBM214396","(O.Berg) Niedenzu",NA,"Kawasaki, M.L.","12","17","Perdizes","-47.2928009033203","-19.3528003692627",NA,NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA
"104","2020-12-21 16:37:42-03","MBM","MBM","233317","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Soto Nuñez, J.C.","12232","1986","Northern America","Mexico",NA,NA,NA,NA,NA,"MBM233317","MBM233317","(O.Berg) Niedenzu",NA,"Roman, S.","02","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-12-21 16:37:42-03","MBM","MBM","237584","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Aguiar, J.M.; et al.; et al.","85","1982","Northern America","Mexico",NA,NA,NA,NA,NA,"MBM237584","MBM237584","(O.Berg) Niedenzu",NA,"Landrum, L.R.","12","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-12-21 16:37:42-03","MBM","MBM","332187","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Ferreira, J.A.; et al.; et al.","s.n.","2001","Southern America","Brazil","Paraná","Fazenda Congonhas",NA,NA,"Árvore 15m; fruto de cor verde; na beira do mato","MBM332187","MBM332187","(O.Berg) Niedenzu",NA,"Proença, C.","04","17","Rancho Alegre","-50.9131011962891","-23.0699996948242",NA,NA,"2006","12",NA,"11419","auto",NA,NA,NA,NA,NA,NA
"107","2015-09-04 20:54:23-03","MNHN","RECOLNAT_MNHN_P","P05204086","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Allemao, F.|de Cysneiros, M.",NA,NA,NA,"Brésil",NA,"Ceara",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05204086' target='other'> <mi>dwc_moreinfo</mi></a>","P05204086","P05204086_01","(O.Berg) Nied.",NA,"Staggemeier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"700",NA,NA,NA
"108","2015-10-05 08:51:11-03","MNHN","RECOLNAT_MNHN_P","P00258374","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Smith, H.H.",NA,NA,NA,"Colombie",NA,"Santa Marta",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00258374' target='other'> <mi>dwc_moreinfo</mi></a>","P00258374","P00258374_01","(O.Berg) Nied.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"403",NA,NA,NA
"109","2017-06-20 13:08:16-03","MNHN","RECOLNAT_MNHN_P","P00258375","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Smith, H.H.",NA,NA,NA,"Colombie",NA,"Santa Marta",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00258375' target='other'> <mi>dwc_moreinfo</mi></a>","P00258375","P00258375_01","(O.Berg) Nied.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"403",NA,NA,NA
"110","2020-10-01 14:24:23-03","JBB","HEPH","16041","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Nóbrega, MGG; Ramos, AE","1371","2000","Southern America","Brasil","Minas Gerais","Margens do Rio Preto","890",NA,NA,NA,NA,"(O.Berg) Nied.","890","Faria, JEQ","10","26","Unaí","-47.505833","-16.602778","-47.505833","-16.602778","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-10-01 14:24:23-03","JBB","HEPH","16370","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Ramos, AE","1607","2001","Southern America","Brasil","Minas Gerais","Área de encontro do Ribeirão Jabuticabas com o Rio Preto-Minas Gerais","650",NA,NA,NA,NA,"(O.Berg) Nied.","650","Ramos, AE","08","31","Arinos","-46.455556","-15.955556","-46.455556","-15.955556","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-12-11 11:39:40-03","UFMG","BHCB","27014","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(O.Berg) Nied.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-12-11 11:39:42-03","UFMG","BHCB","39326","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,NA,"s.n.",NA,"Southern America","Brasil","Minas Gerais","Margem do Rio Grande.",NA,NA,NA,NA,NA,"(O.Berg) Nied.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-12-11 11:39:40-03","UFMG","BHCB","25944","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,NA,"s.n.",NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"(O.Berg) Nied.",NA,NA,NA,NA,"Perdizes","-47.2928009033203","-19.3528003692627",NA,NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA
"115","2020-12-11 11:39:40-03","UFMG","BHCB","197835","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Mazine, FF; Capelo, FA; Lucas, E; Silva, JM","975","2003","Southern America","Brasil","Paraná","Parque Estadual de Guartelá, acesso ao canyon",NA,NA,"Botões verdes","BHCB197835",NA,"(O.Berg) Nied.",NA,NA,"10","03","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"2003","11",NA,"56988","auto",NA,NA,NA,NA,NA,NA
"116","2020-12-11 11:39:40-03","UFMG","BHCB","20498","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Folli, DA","376","1982","Southern America","Brasil","Espírito Santo","Reserva Florestal da CVRD, Est. JACARANDÁ; ant. 232, km 4.060, lado direito. Floresta Alta.",NA,NA,"Árvore, +/- 28m de altura e fuste de +/- 15m, DAP 58cm. Com fruto maduro de cor amarelo. Fuste cilíndrico e casca lisa.","BHCB015003","BHCB015003","(O.Berg) Nied.",NA,NA,"05","17","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"1988","04","05","48094","auto",NA,NA,NA,NA,NA,NA
"117","2020-12-11 11:39:40-03","UFMG","BHCB","20497","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Silva, IA","279","1981","Southern America","Brasil","Espírito Santo","Reserva Florestal da CVRD, Est. JACARANDÁ; ant. 232, km 4.060, lado direito. Floresta Alta.",NA,NA,"Árvore, +/- 28m de altura e fuste de +/- 15m, DAP 58cm. Com flor branca e botão verde. Fuste cilíndrico e casca lisa.","BHCB014816","BHCB014816","(O.Berg) Nied.",NA,NA,"12","09","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"1988","04","05","48094","auto",NA,NA,NA,NA,NA,NA
"118","2020-12-11 11:39:42-03","UFMG","BHCB","71404","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Tameirão Neto, E","3302","2001","Southern America","Brasil","Minas Gerais","UHE Irapé. Rio Jequitinhonha.",NA,NA,"Afloramento rochoso na margem do rio Jequitinhonha, arbustivo",NA,NA,"(O.Berg) Nied.",NA,NA,"03","16","Turmalina","-42.7299995422363","-17.2856006622314",NA,NA,NA,NA,NA,"36128","auto",NA,NA,NA,NA,NA,NA
"119","2020-12-11 11:39:42-03","UFMG","BHCB","92183","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Sousa, HM","s.n.","1969","Southern America","Brasil","São Paulo","Valinhos (estrada velha)",NA,NA,"Árvore ca. 3-4 m de altura. Flores brancas. Floresce em Dezembro.",NA,NA,"(O.Berg) Nied.",NA,NA,"12","20","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"120","2013-09-05 05:35:00-03","MO","MOBOT","310893","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Timothy J. Killeen|Israel G. Vargas C.|Alan Perry|Miguel Del Águila|Valentín García","Killeen 3463","1991","South America","Bolivia","Beni","Concesión Forestal de Monte Grande en la Reserva Forestal de Chimanes. Bosque alto primario, no intervinido. Parcela permanente de estudio de Río Chocolatón y Chirisi.","250.00000000",NA,NA,NA,NA,"(O. Berg) Nied.",NA,"L.R. Landrum (ASU)","9","8","Moxos","-66.5","-15.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","4",NA,NA
"121","2016-02-03 14:15:00-02","MO","MOBOT","1097545","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Alwyn H. Gentry|Hermes Cuadros V.|Rosa Ortiz","Gentry 79699","1993","South America","Colombia","San Andrés & Providencia","Isla de Providencia. Scrub near summit of island.","300.00000000",NA,NA,NA,NA,"(O. Berg) Nied.","310.00000000","P. Proenga (UB), May","6","5","Providencia","-81.3666667","13.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1330","3",NA,NA
"122","2010-12-01 15:51:00-02","MO","MOBOT","100258112","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"M. Toledo G.","Toledo G. 1482","2002","South America","Bolivia","Santa Cruz","Empresa Forestal La Chonta. Parcelas Permanentes de Investigación. Cerca al Campamento Tarara (BOLFOR). Bosque húmedo de llanura.","400.00000000",NA,NA,NA,NA,"(O. Berg) Nied.",NA,"L. Kawasaki (F)","1","23","Guarayos","-62.7666667","-15.6833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"123","2013-06-02 05:38:00-03","MO","MOBOT","100273961","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Efraín Suclli|I. Ochoa|R. Ccopa","Suclli Montañés 3107","2008","South America","Peru","Cusco","Dist. Huayopata. Chimpamayu.","1500.00000000",NA,NA,NA,NA,"(O. Berg) Nied.",NA,"Les R. Landrum (ASU)","2","26","La Convención","-72.5713889","-13.0063889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA
"124","2008-05-27 22:02:00-03","MO","MOBOT","1091374","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Antony Jardim|Paul F. Foster|et al.","Jardim 3286","1996","South America","Bolivia","Santa Cruz","30 km al norte del aserradero Moira yendo al Choré. Bosque de lianas del Proyecto Bejucal de USZ con Phenakospermum, Astrocaryum, diversidad en Leguminosae, Moraceae, Sapotaceae. Poblaciones relictos de Couratari guianensis, Rinoreocarpus ulei y otros. Suelos oxisoles.","170.00000000",NA,NA,NA,NA,"(O. Berg) Nied.",NA,"L.R. Landrum (ASU)","8","9","Velasco","-61.16138","-14.34611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA
"125","2013-01-28 05:13:00-02","MO","MOBOT","1093209","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"J. Guillén|René Guillén V.|M. Lazo|M. Roca","Guillén 4","1996","South America","Bolivia","Santa Cruz","Hacieda Acuario a 24 km de San José de Campamento, camino hacia el empalme a Piso Firme.","300.00000000",NA,NA,NA,NA,"(O. Berg) Nied.",NA,"L.R. Landrum (ASU)","4","29","Velasco","-61.24277","-15.24611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA
"126","2015-09-26 06:12:00-03","MO","MOBOT","1117662","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Luzmila Arroyo P.|Ademar Soto|E. Guzmán|Marielos Peña|C. Sims|Juan Surubí","Arroyo Padilla 1281","1996","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado. Campamento Huanchaca II; bosque de galeria con suelos rojos bien drenados; abundante Socratea exhoriza y Metrodorea flavida. Parcela permanente de estudio.","700.00000000",NA,NA,NA,NA,"(O. Berg) Nied.",NA,"L.R. Landrum (ASU)","6","25","Velasco","-60.73722","-14.52111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2008-05-27 22:02:00-03","MO","MOBOT","1151861","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"J. Guillén|E. Ramos|M. Marmañas","Guillén 177","1996","South America","Bolivia","Santa Cruz","Alrededores de la Hacienda San Roque, bosque sumamente aletrado por la ganaderia","280.00000000",NA,NA,NA,NA,"(O. Berg) Nied.",NA,"L.R. Landrum (ASU)","8","6","Velasco","-61.12833","-15.01027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA
"128","2013-02-13 05:33:00-02","MO","MOBOT","1152848","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Mario Saldias P.|E. Ramos|Juan Surubí","Saldias Paz 3744","1994","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado. Campamento Cerro Pelao; 5 km del aserradero sobre a El Empalme. Parcela permanente en estudio.","350.00000000",NA,NA,NA,NA,"(O. Berg) Nied.",NA,"L.R. Landrum (ASU)","4","2","Velasco","-61.5","-14.53333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA
"129","2013-10-22 16:07:00-02","MO","MOBOT","1153428","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"M. Castro|A.M. Carrión|V. Roca","Castro 16","1997","South America","Bolivia","Santa Cruz","Reserva ecolóca El Refugio puesto La Toledo a 4 km al sur de la casa. Bosque ribereño estacionalmente inundado.","200.00000000",NA,NA,NA,NA,"(O. Berg) Nied.",NA,"L.R. Landrum (ASU)","1","21","Velasco","-61.1602778","-14.705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA
"130","2013-01-28 05:13:00-02","MO","MOBOT","1155786","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"René Guillén V.|Lazo","Guillén Villarroel 4340","1996","South America","Bolivia","Santa Cruz","San José de Campamento, a 3 km. sobre el camino hacia San Roque. Pampa termitero anegada temporalmente, suelos arenosos.","230.00000000",NA,NA,NA,NA,"(O. Berg) Nied.",NA,NA,"5","9","Velasco","-60.99138","-15.15555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2013-05-01 05:57:00-03","MO","MOBOT","1192554","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Xavier Cornejo S.|et al.","Cornejo Sotomayor 4008",NA,"South America","Ecuador",NA,NA,NA,NA,NA,NA,NA,"(O. Berg) Nied.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2018-06-22 05:25:00-03","MO","MOBOT","1487649","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Lyman B. Smith|Pe. Raulino Reitz","Smith 9729","1957","South America","Brazil","Santa Catarina","Mun. Mondaí: Río Uruguai, Mondaí","200.00000000",NA,NA,NA,NA,"(O. Berg) Nied.","300.00000000",NA,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-01-25 04:35:00-02","MO","MOBOT","1926343","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Luis Valenzuela G.|Efraín Suclli|Isau Huamantupa|Jim Farfán","Valenzuela Gamarra 1424","2003","South America","Peru","Cusco","Dist. Quellouno, Yanatile, Bosque Seco intervenido","1010.00000000",NA,NA,NA,NA,"(O. Berg) Nied.",NA,"Les R. Landrum (ASU)","1","27",NA,"-72.39694","-12.61777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA,NA
"134","2012-04-12 05:10:00-03","MO","MOBOT","2674056","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Alfredo F. Fuentes|et al.","Fuentes Claros 7100","2005","South America","Bolivia","La Paz","ANMI Apolobamba, Marumpampa, al frente pasando el rio Camata. Bosque subandino estacional subhumedo con Myrtaceae, Maclura tinctorea y Trichilia elegans. Inventario fitosociologico Madidi 11.","1200.00000000",NA,NA,NA,NA,"(O. Berg) Nied.",NA,"A. Fuentes (LPB), 08/","4","21","Bautista Saavedra","-68.65611","-15.21833",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-13","7",NA,NA
"135","2017-10-06 18:00:00-03","MO","MOBOT","2836673","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"S. Paredes|Alejandro Araujo M.|A. T. Fernández C.|Guzmán Jove|Remberto Jove|Lisandro Molina","Paredes Salinas 133","2005","South America","Bolivia","La Paz","Parque Nacional Madidi, Azariamas, Rio San Juan.","1150.00000000",NA,NA,NA,NA,"(O. Berg) Nied.",NA,"A. Fuentes (LPB)","11","15","Franz Tamayo","-68.6397222","-14.1986111",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-03","3",NA,NA
"136","2008-05-27 22:02:00-03","MO","MOBOT","310049","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Percy Núñez V.","Núñez Vargas 8602","1987","South America","Peru","Cusco","aprox. 150 km de Cusco en la vía carretera Cusco-Quillabamba. Bosque de ceja de selva y áreas cultivadas de Chaulley y La Pampa.","1100.00000000",NA,NA,NA,NA,"(O. Berg) Nied.","1300.00000000","L.R. Landrum (ASU)","11","14","La Convención","-72.66666","-12.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-39","7",NA,NA
"137","2018-01-05 16:19:00-02","MO","MOBOT","3212962","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Winfried Meier|Quardaparques del vertiente norte","Meier 3789","1993","South America","Venezuela","Distrito Federal","Cordillera de la Costa; Vertiente norte; Fila San Julian, al sur de Caraballeda.","720.00000000",NA,NA,NA,NA,"(O. Berg) Nied.",NA,"B.K.Holst","7","19",NA,"-66.85","10.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"138","2009-12-03 09:26:00-02","MO","MOBOT","3213173","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Nelson Ramírez","Ramírez 3475","1992","South America","Venezuela",NA,"Bosque deciduo secundario. Sur-Oeste del Valle de Caracas. Colinas de Bello Monte, Edo. Miranda.","1100.00000000",NA,NA,NA,NA,"(O. Berg) Nied.",NA,"B.K. Holst","10","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2013-05-30 13:31:00-03","MO","MOBOT","3213682","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Winfried Meier","Meier 1735","1992","South America","Venezuela","Distrito Federal","Fila del Avila; en calro causado por erosion del desague de la carretera al otro lado de la bifurcacion de l a carretera a la Chivera Galipan.","1900.00000000",NA,NA,NA,NA,"(O. Berg) Nied.",NA,"B.K.Holst","2","21",NA,"-66.8833333","10.5333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"140","2015-07-21 05:55:00-03","MO","MOBOT","3216615","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Laurence J. Dorr|Raúl Rivero|L.C. Barnett|W. Díaz P.","Dorr 5076","1988","South America","Venezuela","Trujillo","Distrito Carache. Between Carache and Agua de Obispo. 20-25 km NE of Carache. Forest margins and remnants between road and undisturbed primary forest on steep slopes.","2350.00000000",NA,NA,NA,NA,"(O. Berg) Nied.","2500.00000000","C. Proenga, May/","5","10",NA,"-70.08694","9.645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2012-01-10 13:24:00-02","MO","MOBOT","3484190","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Isau Huamantupa","Huamantupa Chuquimaco 8786","2007","South America","Peru","Cusco","Distrito Echarate, Palma Real. Bosque seco sabanero.","850.00000000",NA,NA,NA,NA,"(O. Berg) Nied.",NA,"Les R. Landrum (ASU)","3","28","La Convención","-72.78277","-12.94194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA
