"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","dayIdentified","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","823357","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll.Arg.","R. F. Souza-Silva","A. M. Amorim","2841","1999","South America","Brazil","Bahia","Estrada para Catolés, 19 km da Rodovia Abaíra/Piatã.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=941189' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823357","NY00823357_01","04","13","Abaíra","-41.6633","-13.2497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","476601","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll.Arg.","M. F. de Sales","D. J. N. Hind","H50470","1992","South America","Brazil","Bahia","Brejo do Engenho","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=209535' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476601","NY00476601_01","12","27","Abaíra","-41.8","-13.3","950","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","440587","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll.Arg.","A. A. de Oliveira","J. R. Pirani","CFCR12487","1989","South America","Brazil","Minas Gerais","Trilha da Tropa, no alto da Serra","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=209530' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440587","NY00440587_01","12","11","Grão Mogol","-42.8894","-16.5594","1000","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01807187","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll.Arg.","J. F. Morales Quirós","G. L. Esteves","1689","1983","South America","Brazil","Alagoas","Serra de Nacéia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2626591' target='other'> <mi>dwc_moreinfo</mi></a>","NY01807187","NY01807187_01","03","24","Atalaia","-36.0228004455566","-9.50193977355957",NA,NA,"22098","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:34:11-03","EAO","IAN","14259","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll.Arg.","Barreto, M","Magalhães, MG","60","1960","Southern America","Brasil","Minas Gerais","Sujo, Vila São Geraldo, pouco frequente.",NA,NA,"IAN014259","IAN014259 IAN014259_e","01","05","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-22 11:15:53-03","UEMA","HABIT","3437","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll. Arg.","Nascimento, J.M","Nascimento, J.M","209","2019",NA,"Brasil","MA","Morro do Alecrim",NA,"Ambiente: Cerrado",NA,NA,"02","05","Caxias","-43.3560981750488","-4.85889005661011","275","275","72086","auto","43°21'28","04°51'93",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:09:02-03","UFBA","ALCB","52279","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll.Arg.","Guedes, ML","Guedes, ML; Santana, DL; Loureiro, DM; Alves, L. de J.","8230","2001","Southern America","Brasil","Bahia","Chapada Diamantina, µrea de loteamento",NA,"Ramos tomentosos. Folhas membranáceas, vilosas, discolores. Flores com pétalas alvas, cálice verde-claro, botões alvos.; Predominância de velame (Croton).",NA,NA,"04","29","Andaraí","-41.164444","-12.869722",NA,NA,NA,NA,"-41.164444","-12.869722","2001","05",NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:09:02-03","UFBA","ALCB","123377","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll.Arg.","Guedes, ML","Guedes, ML; Alunos de Botânica BIOC05","24387","2016","Southern America","Brasil","Bahia","Ponto nº 8. Rio Tijuco.",NA,"látex leitoso, ramos com tomentos castanhos. Folhas membranáceas, vilosas. Inflorescência axilares com brácteas e sépalas com pêlos castanhos; flores amarelo-esverdeadas.","ALCB010609","ALCB010609","03","12","Wagner","-41","-12","600","600",NA,NA,"-41","-12","2016","04",NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:09:02-03","UFBA","ALCB","113936","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll.Arg.","Guedes, ML","Guedes, ML; Medeiros, A; Alunos de Microbiologia de Adriana","21700","2014","Southern America","Brasil","Bahia","Chapada Diamantina, Caminho para Marimbús.",NA,"com látex leitoso vilosa com pelos ferrugínosos. Folhas membranáceas, discolores, vilosas. Inflorescência com flores de sépalas verdes, corola amarelo-esverdeadas.",NA,NA,"05","03","Andaraí","-41.333333","-12.708889",NA,NA,NA,NA,"-41.333333","-12.708889","2014","07",NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:09:02-03","UFBA","ALCB","69656","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll.Arg.","Guedes, ML","Guedes, ML; Velozo, ES","11761","2005","Southern America","Brasil","Bahia","Chapada Diamantina, Catolés",NA,"herbácea, látex alvo. Folhas membranáceas, discolores, vilosas. Inflorescência com flores esverdeadas. Ocasional.",NA,NA,"03","25","Abaíra","-41.833333","-13.233333",NA,NA,NA,NA,"-41.833333","-13.233333","2005","11",NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:09:02-03","UFBA","ALCB","92832","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll.Arg.","Guedes, ML; Gomes, FS","Guedes, ML; Gomes, FS; Melo, E; et al.","16706","2009","Southern America","Brasil","Bahia","Serra Geral, estrada, 5km de Licínio de Almeida para Urandi. P01",NA,"látex incolor. Ramos com pêlos ferrugíneos. Inflorescência axilar. Flores com cálice verde e pétalas amarelas.",NA,NA,"12","09","Licínio de Almeida","-42.513889","-14.719444","850","850",NA,NA,"-42.513889","-14.719444","2010","03",NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:09:02-03","UFBA","ALCB","92908","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll.Arg.","Guedes, ML; Gomes, FS","Guedes, ML; Gomes, FS; Melo, E; et al.","16783","2009","Southern America","Brasil","Bahia","Serra Geral, fazenda São Domingos. Jurema. P04",NA,"vilosa, compêlos ferrugíneos. Folhas membranáceas, vilosas. Flores vistosas amarelo-ouro.",NA,NA,"12","10","Licínio de Almeida","-42.525","-14.451389","878","878",NA,NA,"-42.525","-14.451389","2010","03",NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:09:02-03","UFBA","ALCB","93416","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll.Arg.","Guedes, ML","Roque, N; Acevedo-Rodríguez, P; Abreu, IS","2699","2010","Southern America","Brasil","Bahia","Chapada Diamantina, Arapiranga, trilha para o Leandro, pelo caminho do cemitério",NA,"volúvel, ca. 8 m comp. Folhas discolores. Sépalas verdes, tubo e lacínios amarelos, fauce alva. Frutos imaturo verde-ferrugíneo. Foto.",NA,NA,"02","14","Rio de Contas","-41.783333","-13.474722","786","786",NA,NA,"-41.783333","-13.474722","2010","03",NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:18:33-03","NBC","NL-BOTANY","U.1095686","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll.Arg.","Rio MCS do","Belém RP",NA,"1965","Southern America","Brazil","Bahia","Rodovia BR-4, 60 km N da divisa com o Estado de Minas Gerais.",NA,"Mata de cipó.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1095686 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1095686","NL-U1095686","06","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003","08","Magnoliopsidae","01","U 0072529",NA,NA,NA
"25","2020-02-08 09:18:33-03","NBC","NL-BOTANY","WAG.1619774","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll.Arg.",NA,"Jardim A; Jardim JG; Ferrucci MS; Sant'Ana SC da",NA,"1997","Southern America","Brazil",NA,"Brasil, Bahia. BR-242, 26 km al E de la entrada a Lencois. Al borde del camino.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1619774 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1619774","NL-WAG1619774","01","20",NA,"-41.233333","-12.483333",NA,NA,NA,NA,"-41.233333","-12.483333",NA,NA,"Magnoliopsidae",NA,"WAG0058697",NA,NA,NA
"26","2020-11-04 10:59:58-03","ESALQ","ESA","24414","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll. Arg.","Rapini, A.","Souza, V.C. et al.","5493.0","1994",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA024414","ESA024414","03","14","Montezuma","-42.497200012207","-15.1718997955322",NA,NA,"28596","auto",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 10:59:58-03","ESALQ","ESA","24434","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll. Arg.","Rapini, A.","Souza, V.C. et al.","5206.0","1994",NA,"Brasil","Bahia",NA,NA,NA,"ESA024434","ESA024434","02","13","Andaraí","-41.3314018249512","-12.8072004318237",NA,NA,"58558","auto",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-31 13:35:35-03","MN","R","104512","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll. Arg.","Rio, M.C.S.","Vidal, J.","V - 177","1958",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"01",NA,"Belo Horizonte","-43.937801361084","-19.9207992553711","100","100","17082","auto",NA,NA,"2000","01",NA,"13",NA,NA,NA,NA
"29","2021-03-31 13:35:35-03","MN","R","41282","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll. Arg.","Rio, M.C.S.","Mello Barreto, H.L.",NA,"1932",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"11","10","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"17082","auto",NA,NA,"2000","01",NA,"13",NA,NA,NA,NA
"30","2021-03-31 13:35:35-03","MN","R","33776","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll. Arg.","Mello Barreto, H.L.","Magalhães, G.M.","97","1940",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"01","02","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-31 13:35:35-03","MN","R","14962","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll. Arg.","Markgraf, F.","Hoehne, F.C.","6624","1916",NA,"Brasil","Minas Gerais",NA,NA,"Comissão Rondon",NA,NA,"01",NA,"Caeté","-43.6697006225586","-19.8799991607666",NA,NA,"22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-31 13:35:35-03","MN","R","35259","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll. Arg.","Mello Barreto, H.L.","Mello Barreto, H.L.","537","1933",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"11","30","Caeté","-43.6697006225586","-19.8799991607666",NA,NA,"22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-31 13:35:35-03","MN","R","14963","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll. Arg.","Markgraf, F.","Hoehne, F.C.","6245","1915",NA,"Brasil","Minas Gerais",NA,NA,"Comissão Rondon",NA,NA,"11",NA,"Vespasiano","-43.9233016967773","-19.6919002532959",NA,NA,"11802","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-31 13:35:35-03","MN","R","36407","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll. Arg.",NA,"Vasconcelos, J.M.","411","1939",NA,"Brasil","Paraíba",NA,NA,NA,NA,NA,"11","20","Areia","-35.6916999816895","-6.96332979202271",NA,NA,"15425","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-08-28 12:53:20-03","UFPI","TEPB","28721","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Mull. Arg.","Miranda, A. M.","L. P. Félix",NA,"1993",NA,"Brasil","Paraíba",NA,NA,"lactescente, flor volúvel amarela. Ocasional. Ambiente: Terrenos encapoeirados",NA,NA,"01","19","Bananeira",NA,NA,NA,NA,NA,NA,NA,NA,"1993","03",NA,"15",NA,NA,NA,NA
"36","2021-03-30 01:08:17-03","UFPI","TEPB","19887","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll. Arg.","Washinghon Mascondees - Ferreira","CHAVES, E. M. F","264","2003",NA,"Brasil","Piauí","Laje de baixo",NA,"Cipó, flor amarela, frequencia baixa, substrato arenoso Ambiente: Carrasco",NA,NA,"05","03","Cocal","-41.513889","-3.454444","170","170",NA,NA,"41°30'50W","03°27'16S",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-02-15 11:33:09-02","IPA","IPA","6959","S","Plantae","Plantae",NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll. Arg.","Ferreira, V.F.","Pickel, B.","3576","1934","Southern America","Brasil","Pernambuco","Tapera, São Bento, no meio do arb.",NA,"Flores amarelas, fauce com margem alta e branca, pétalas amarelas, reclinadas.","IPA0006959",NA,"03","16","São Lourenço da Mata","-35.0182991027832","-8.00222015380859",NA,NA,"21764","auto",NA,NA,"1978","11",NA,"16",NA,NA,NA,NA
"38","2019-02-15 11:33:09-02","IPA","IPA","6961","S","Plantae","Plantae",NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll. Arg.","Ferreira, V.F.","Pickel, B.","3578","1978","Southern America","Brasil","Pernambuco","Tapera, São Bento. Sítio do Soares.",NA,NA,"IPA0006961",NA,"07","09","São Lourenço da Mata","-35.0182991027832","-8.00222015380859",NA,NA,"21764","auto",NA,NA,"1978","11",NA,"16",NA,NA,NA,NA
"39","2019-02-15 11:33:09-02","IPA","IPA","86514","S","Plantae","Plantae",NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll. Arg.","Josinaldo Alves","Josinaldo Alves; Oliveira, M.; et al.; Oliveira, M.; et al.","527","2011","Southern America","Brasil","Pernambuco","Próximo a Cachoeira do Galo.",NA,"Liana com frutos pilosos amarronzados.","IPA0086514",NA,"07","19","Barra de Guabiraba","-35.675","-8.401389",NA,NA,NA,NA,"-35.675","-8.401389","2011","08",NA,"11",NA,NA,NA,NA
"40","2019-07-26 11:39:22-03","IPA","IPA","57702","S","Plantae","Plantae",NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll. Arg.","Miranda, A.M.","Félix, L.P.","57702","1996","Southern America","Brasil","Bahia","terrenos encapoeirados.",NA,"Volúvel; flores amarelas.","IPA0057702",NA,"01","17","Ibicoara","-41.2846984863281","-13.4105997085571",NA,NA,"34188","auto",NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA
"41","2019-02-15 11:33:09-02","IPA","IPA","55129","S","Plantae","Plantae",NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll. Arg.","Belo, D.","Xavier, L.P.","1379","1941","Southern America","Brasil","Paraíba","Sítio Fernando Leal",NA,"Trepadeira que se enrola pelo chão sobre ela mesma. Flores amarelas de extremidades superior branca.","IPA0055129",NA,"02","12","Areia","-35.6916999816895","-6.96332979202271",NA,NA,"15425","auto",NA,NA,"1993","02",NA,"16",NA,NA,NA,NA
"42","2019-02-15 11:33:09-02","IPA","IPA","21377","S","Plantae","Plantae",NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll. Arg.","Ataíde, M.","Academia Brasileira de Ciências","1046","1971","Southern America","Brasil","Paraíba","Sítio Paquevira",NA,"Cipó sobre árvore. Cálice verde claro; corola amarelo-ouro.","IPA0021377",NA,"11","27","Natuba","-35.5499992370605","-7.64138984680176",NA,NA,"24999","auto",NA,NA,"1979","12",NA,"06",NA,NA,NA,NA
"43","2019-02-15 11:33:09-02","IPA","IPA","55119","S","Plantae","Plantae",NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll. Arg.","Félix, L.P.","Félix, L.P.; Santana, E.S.; Santana, E.S.","3074","1990","Southern America","Brasil","Paraíba","Tarama Sema II.",NA,"Liana. Flor amarela.; Carrasco.","IPA0055119",NA,"05","24","Mamanguape","-35.1260986328125","-6.83861017227173",NA,NA,"36853","auto",NA,NA,"1991","11",NA,"22",NA,NA,NA,NA
"44","2019-02-15 11:33:09-02","IPA","IPA","16128","S","Plantae","Plantae",NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll. Arg.","Ataíde, M.","Andrade-Lima","67-4939","1967","Southern America","Brasil","Pernambuco","borda da mata, 1km além da divisa de Camocim de São Félix.",NA,"Cipó sobre árvore; flor amarelo-claro.","IPA0016128",NA,"02","10","Bonito","-35.7285995483398","-8.47027969360352",NA,NA,"20932","auto",NA,NA,"1979","12",NA,"02",NA,NA,NA,NA
"45","2020-10-21 18:50:19-03","UFJF","CESJ","2465","PreservedSpecimen","Plantae","Angiosperma",NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","(Mull) . Arg.","L. Roth","L. Roth","CESJ2465","1956","América do Sul","Brasil","Minas Gerais","Mazargão",NA,"cipó.","CESJ002465","CESJ002465","07","13","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"17082","auto",NA,NA,"1956","07",NA,"13",NA,NA,NA,NA
"46","2019-11-27 13:45:59-03","UFS","ASE","1286","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll.Arg.","Silva, MA","Andrade-Lima, D de; F.deA.Carvalho; P.F.de Araújo","1046","1971","Southern America","Brasil","Paraíba","Sítio Paquevira de Natuba",NA,"Trepadeira. cálice verde claro, corola amarelo-escuro.; Trepadeira. cálice verde claro, corola amarelo-escuro.; Mata","ASE0013417","ASE0013417","11","27","Natuba","-35.549722","-7.641667",NA,NA,NA,NA,"-35.549722","-7.641667","1979",NA,NA,NA,NA,NA,NA,NA
"47","2020-05-29 15:48:17-03","UNICAMP","UEC","465","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis","Müll.Arg.","Rapini, A","Shepherd, GJ; Kinoshita, LS; Taroda, N; Andrade, JB","4467","1977",NA,"Brazil","Bahia","Rodovia BR-116, km 1112. Entre Vitóriada",NA,"flor, Trepadeira, flores amarelas","UEC195669",NA,"03","10","Vitória da Conquista","-41.416667","-14.583333",NA,NA,NA,NA,"-41.416667","-14.583333","2008","03",NA,"15",NA,NA,NA,NA
