"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"212","2019-02-15 11:37:26-02","IPA","IPA","65997","S","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Silva, L.P.","2016","02","04","Luceño, M.; et al.; et al.","1995","01","12","Brasil","Paraná","Sapopema",NA,"-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"IPA0065997",NA,"s.n.","Southern America",NA,NA,NA,"Plantae",NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
"213","2019-02-15 11:37:26-02","IPA","IPA","6218","S","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Bertels, A.","1956","07",NA,"Pickel, B.","1930","01","01","Brasil","Pernambuco","Pombos","terreno úmido de um riacho.","-35.3958015441895","-8.14138984680176",NA,NA,NA,NA,"IPA0006218",NA,"2245","Southern America",NA,NA,NA,"Plantae",NA,NA,"16427","auto",NA,NA,NA,NA,NA,NA
"214","2019-02-15 11:37:39-02","IPA","IPA","20214","S","Plantae","Cyperaceae","Pycreus","flavescens","Pycreus flavescens","(L.) P. Beauv. ex Rchb.","Alves, M.","1995","10","05","Tenório, E.C.","1969","08","28","Brasil","Pernambuco","Garanhuns","Serrinha, ao lado da estrada Garanhuns - Águas Belas.","-36.4928016662598","-8.89027976989746",NA,NA,NA,NA,"IPA0020214",NA,"917","Southern America",NA,NA,"Cerrado.","Plantae",NA,NA,"21839","auto",NA,NA,NA,NA,NA,NA
"215","2019-02-15 11:37:39-02","IPA","IPA","55651","S","Plantae","Cyperaceae","Pycreus","flavescens","Pycreus flavescens","(L.) P. Beauv. ex Rchb.","Luceño, M.",NA,NA,NA,"Luceño, M.; Mendes, A.P.N.; Mendes, A.P.N.","1994","08","23","Brasil","Pernambuco","Recife","Dois Irmãos, Açude do Prata.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0055651",NA,"260","Southern America",NA,NA,NA,"Plantae",NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA
"216","2019-02-15 11:37:39-02","IPA","IPA","3309","S","Plantae","Cyperaceae","Pycreus","flavescens","Pycreus flavescens","(L.) P. Beauv. ex Rchb.","Alves, M.","1995","10","05","Pickel, B.","1931","10","01","Brasil","Pernambuco","São Lourenço da Mata","Tapera, baixio seco.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,"IPA0003309",NA,"2783","Southern America",NA,NA,NA,"Plantae",NA,NA,"21764","auto",NA,NA,NA,NA,NA,NA
"217","2019-02-15 11:37:39-02","IPA","IPA","3308","S","Plantae","Cyperaceae","Pycreus","flavescens","Pycreus flavescens","(L.) P. Beauv. ex Rchb.","Alves, M.","1995","10","05","Pickel, B.","1930","08","16","Brasil","Pernambuco","São Lourenço da Mata","Tapera, lugares úmidos.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,"IPA0003308",NA,"2449","Southern America",NA,NA,NA,"Plantae",NA,NA,"21764","auto",NA,NA,NA,NA,NA,NA
"218","2019-02-15 11:37:39-02","IPA","IPA","55617","S","Plantae","Cyperaceae","Pycreus","flavescens","Pycreus flavescens","(L.) P. Beauv. ex Rchb.","Luceño, M.",NA,NA,NA,"Luceño, M.; Mendes, A.P.N.; Mendes, A.P.N.","1994","07","12","Brasil","Pernambuco","Recife","Dois Irmãos, Açude do Prata.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0055617",NA,"179","Southern America",NA,NA,NA,"Plantae",NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA
"219","2019-02-15 11:37:39-02","IPA","IPA","7817","S","Plantae","Cyperaceae","Pycreus","flavescens","Pycreus flavescens","(L.) P. Beauv. ex Rchb.","Alves, M.; Luceño, M.","1995","10","05","Falcão, J.I.A.; Egler, W.A.; Pereira, E.; Egler, W.A.; Pereira, E.","1954","09","03","Brasil","Pernambuco","Rio Formoso","Engenho São Manoel","-35.1585998535156","-8.66361045837402",NA,NA,NA,NA,"IPA0007817",NA,"931","Southern America",NA,NA,NA,"Plantae",NA,NA,"21734","auto",NA,NA,NA,NA,NA,NA
"220","2019-02-15 11:37:39-02","IPA","IPA","3307","S","Plantae","Cyperaceae","Pycreus","flavescens","Pycreus flavescens","(L.) P. Beauv. ex Rchb.","Alves, M.","1995","10","05","Pickel, B.","1924","06",NA,"Brasil","Pernambuco","São Lourenço da Mata","Tapera, pastos da escola.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,"IPA0003307",NA,"704","Southern America",NA,NA,NA,"Plantae",NA,NA,"21764","auto",NA,NA,NA,NA,NA,NA
"221","2020-03-11 15:09:24-03","IAP","PACA-AGP","92966","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","Matzenauer, W.","2018","09","28","Windisch, P. G.","1994","12","28","Brasil","MT","Salto do Céu","estrada Nova fernandópolis a Salto do Céu, ca. 20Km após Cristinópolis","-58.266667","-15.166667","58°16'W","15°10'S",NA,NA,"PACA092966",NA,"7799",NA,NA,NA,"HASU 9058. Habitat: local brejoso, campo","Magnoliophyta","Cyperales",NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA
"222","2019-08-27 13:25:29-03","IAP","PACA-AGP","92947","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","C. Mondin","2001","01",NA,"C. Mondin & A. Iob","2001","01","03","Brasil","RS","Butiá","BR 290, KM 78","-51.9622001647949","-30.1196994781494",NA,NA,NA,NA,"PACA092947",NA,"2125",NA,NA,NA,"HASU 10831","Magnoliophyta","Cyperales",NA,"39953","auto",NA,"Liliatae",NA,NA,NA,NA
"223","2019-08-27 13:25:29-03","IAP","PACA-AGP","59893","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Emrich-Rambo","1957","05","05","Camargo, O. R.","1957","03","18","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"PACA059893",NA,"1174",NA,NA,NA,"Habitat: In humidis graminosis. Fenofase: fruto","Magnoliophyta","Cyperales",NA,"19545","auto",NA,"Liliatae",NA,NA,NA,NA
"224","2019-08-27 13:25:29-03","IAP","PACA-AGP","60665","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Emrich-Rambo","1957","05","20","Camargo, O. R.","1957","05","07","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"PACA060665",NA,"1374",NA,NA,NA,"Habitat: In humidis graminosis. Fenofase: flor e fruto","Magnoliophyta","Cyperales",NA,"19545","auto",NA,"Liliatae",NA,NA,NA,NA
"225","2019-08-27 13:25:29-03","IAP","PACA-AGP","46175","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Emrich-Rambo","1954","07","24","Rambo, B.","1950","03","06","Brasil","RS","Osório","Fazenda do Arroio","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"PACA046175",NA,NA,NA,NA,NA,"Habitat: In paludosis graminosis. Fenofase: flor e fruto","Magnoliophyta","Cyperales",NA,"27350","auto",NA,"Liliatae",NA,NA,NA,NA
"226","2019-08-27 13:25:29-03","IAP","PACA-AGP","72608","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Barros",NA,NA,NA,"Sacco","1958","03","11","Brasil","RS","Pelotas","Retiro - Aluvião do Arroio Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"PACA072608",NA,"994",NA,NA,NA,"IAS 1574. Habitat: Ocasional","Magnoliophyta","Cyperales",NA,"51462","auto",NA,"Liliatae",NA,NA,NA,NA
"227","2019-08-27 13:25:29-03","IAP","PACA-AGP","38816","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Emrich-Rambo","1954","07","24","Rambo, B.","1948","12","14","Brasil","RS","São Sebastião do Caí","Conceição","-51.3755989074707","-29.5867004394531",NA,NA,NA,NA,"PACA038816",NA,NA,NA,NA,NA,"Conferido por Barros. Habitat: In paludosis graminosis. Fenofase: flor e fruto","Magnoliophyta","Cyperales",NA,"12036","auto",NA,"Liliatae",NA,NA,NA,NA
"228","2019-08-27 13:25:29-03","IAP","PACA-AGP","61961","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Emrich-Rambo","1958","09","28","Camargo, O. R.","1957","12","08","Brasil","RS","Taquarí",NA,"-51.8643989562988","-29.7996997833252",NA,NA,NA,NA,"PACA061961",NA,"2726",NA,NA,NA,"Habitat: In humidis. Fenofase: flor","Magnoliophyta","Cyperales",NA,"21657","auto",NA,"Liliatae",NA,NA,NA,NA
"229","2019-08-27 13:25:29-03","IAP","PACA-AGP","54390","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","M. Barros","1955","04","04","Reitz, R.","1953","03","12","Brasil","SC","Palhoça","Campo Massiambú.","-48.6678009033203","-27.645299911499",NA,NA,"3","3","PACA054390",NA,"398",NA,NA,NA,"HBR. 6724. Habitat: In arenosis humidis. Restinga. Hábito: erva","Magnoliophyta","Cyperales",NA,"31105","auto",NA,"Liliatae",NA,NA,NA,NA
"230","2020-03-11 15:09:24-03","IAP","PACA-AGP","114554","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Matzenauer, W.","2018","09","28","F. Feres et al.","1997","01","22","Brasil","SP","Barrânia","Estrada de terra barrânia cabo verde (MG).",NA,NA,NA,NA,NA,NA,"PACA114554",NA,"97/17",NA,NA,NA,"Habitat: brejo ao lado da estrada","Magnoliophyta","Cyperales",NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA
"231","2019-12-04 11:51:27-03","IAP","PACA-AGP","30219","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","M. Barros","1954","07","24","B. Rosengurtt","1945","03","14","Uruguai",NA,NA,"Taquarembó, Arroio Caraguatá, Paso Mariano.",NA,NA,NA,NA,NA,NA,"PACA030219",NA,NA,NA,NA,NA,"Habitat: In arenosis humidis. Campo arenoso uliginosos. Fenofase: flor e fruto","Magnoliophyta","Cyperales",NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA
"232","2019-08-27 13:25:29-03","IAP","PACA-AGP","39535","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Emrich-Rambo","1954","07","24","Rambo, B.","1949","01","07","Brasil","RS","Cahoeirinha p. Gravataí",NA,NA,NA,NA,NA,NA,NA,"PACA039535",NA,NA,NA,NA,NA,"sicher, 24,7,1954.; fl.fr. Habitat: in paludosis graminosis","Magnoliophyta","Cyperales",NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA
"233","2019-08-27 13:25:29-03","IAP","PACA-AGP","57674","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Emrich-Rambo","1957","05","13","J. Pivetta","1954","04","01","Brasil","RS","Pestana",NA,NA,NA,NA,NA,NA,NA,"PACA057674",NA,"739",NA,NA,NA,"Habitat: In humidis. Fenofase: flor","Magnoliophyta","Cyperales",NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA
"234","2019-08-27 13:25:29-03","IAP","PACA-AGP","70249","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Barros",NA,NA,NA,"Bertels, A.","1953","02","02","Brasil","RS","Ivaí",NA,NA,NA,NA,NA,NA,NA,"PACA070249",NA,"1417",NA,NA,NA,"oxhydrophytia.; Herb. PEL 10961.","Magnoliophyta","Cyperales",NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA
"235","2019-08-27 13:25:29-03","IAP","PACA-AGP","69035","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","sem det.",NA,NA,NA,"R. Noblick","1979","09","02","Brasil","BA","Salvador","Boca do Rio - Museu de Ciência e Tecnologia.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"PACA069035",NA,"1563",NA,NA,NA,"ALCB 00066. Habitat: Lugar brejoso, aberto.","Magnoliophyta","Cyperales",NA,"26018","auto",NA,"Liliatae",NA,NA,NA,NA
"236","2019-08-27 13:25:29-03","IAP","PACA-AGP","97917","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","M. Sobral","2005",NA,NA,"M. Sobral et alii","2005","10",NA,"Brasil","MT","Porto Alegre do Norte",NA,"-51.6324996948242","-10.8768997192383",NA,NA,NA,NA,"PACA097917",NA,"10258",NA,NA,NA,"BHCB 95862 Habitat: erva em beira de curso d'água; inflorescências verde-claras","Magnoliophyta","Cyperales",NA,"74171","auto",NA,"Liliatae",NA,NA,NA,NA
"237","2019-08-27 13:25:29-03","IAP","PACA-AGP","100651","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","C. Mondin","2002","01","03","Mondin, C.","2001","01",NA,"Brasil","RS","Butiá","Rodovia BR 290, Km 78.","-51.9622001647949","-30.1196994781494",NA,NA,NA,NA,"PACA100651",NA,"2125",NA,NA,NA,"HASU s/ n°.","Magnoliophyta","Cyperales",NA,"39953","auto",NA,"Liliatae",NA,NA,NA,NA
"238","2019-08-27 13:25:29-03","IAP","PACA-AGP","41436","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Emrich-Rambo","1954","07","24","Rambo, B.","1949","05","06","Brasil","RS","Montenegro","Est. Azevedo","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA041436",NA,NA,NA,NA,NA,"Habitat: In paludosis graminosis. Fenofase: flor e fruto","Magnoliophyta","Cyperales",NA,"21601","auto",NA,"Liliatae",NA,NA,NA,NA
"239","2019-08-27 13:25:29-03","IAP","PACA-AGP","39852","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Emrich-Rambo","1954","07","24","Rambo, B.","1949","01","12","Brasil","RS","Novo Hamburgo","ad montem Ferrabraz","-51.1305999755859","-29.6783008575439",NA,NA,NA,NA,"PACA039852",NA,NA,NA,NA,NA,"SEM MATERIAL Habitat: in humidis graminosis Fenofase: flor e fruto","Magnoliophyta","Cyperales",NA,"20722","auto",NA,"Liliatae",NA,NA,NA,NA
"240","2019-08-27 13:25:29-03","IAP","PACA-AGP","63525","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Emrich-Rambo","1958","09","17","Rambo, B.","1958","01","23","Brasil","RS","Osório","Fazenda do Arroio","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"PACA063525",NA,NA,NA,NA,NA,"SEM MATERIAL Habitat: in humidis Fenofase: flor","Magnoliophyta","Cyperales",NA,"27350","auto",NA,"Liliatae",NA,NA,NA,NA
"241","2019-08-27 13:25:29-03","IAP","PACA-AGP","41138","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Emrich-Rambo","1954","07","24","Rambo, B.","1949","04","20","Brasil","RS","Porto Alegre","Ilha da Pintada","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA041138",NA,NA,NA,NA,NA,"sicher, 24,7,1954.; fl.fr. Habitat: in humidis graminosis","Magnoliophyta","Cyperales",NA,"29946","auto",NA,"Liliatae",NA,NA,NA,NA
"242","2019-08-27 13:25:29-03","IAP","PACA-AGP","709","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Emrich-Rambo","1954","07","24","Orth","1933","01","21","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA000709",NA,NA,NA,NA,NA,"Habitat: In subpaludosis graminosis. Fenofase: flor e fruto","Magnoliophyta","Cyperales",NA,"29946","auto",NA,"Liliatae",NA,NA,NA,NA
"243","2019-08-27 13:25:29-03","IAP","PACA-AGP","59304","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Emrich-Rambo","1957","04","30","Camargo, O. R.","1956","03","10","Brasil","RS","Santa Maria","Estação de Silvicultura","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"PACA059304",NA,"12",NA,NA,NA,"Habitat: In humidis. Fenofase: fruto","Magnoliophyta","Cyperales",NA,"37819","auto",NA,"Liliatae",NA,NA,NA,NA
"244","2019-08-27 13:25:29-03","IAP","PACA-AGP","58656","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Emrich-Rambo","1957","05","06","Camargo, O. R.","1956","01","15","Brasil","RS","Santa Maria","Estação de Silvicultura","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"PACA058656",NA,"64",NA,NA,NA,"Habitat: In paludosis. Fenofase: fruto","Magnoliophyta","Cyperales",NA,"37819","auto",NA,"Liliatae",NA,NA,NA,NA
"245","2019-08-27 13:25:29-03","IAP","PACA-AGP","58071","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Barros","1954",NA,NA,"Reitz & Klein","1954","03","18","Brasil","SC","Itajaí","Caixa d'Agua da fazenda.","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"PACA058071",NA,"1767",NA,NA,NA,"HBR 8036. Altura 10 m. Habitat: In humidis. Hábito: pasto","Magnoliophyta","Cyperales",NA,"27253","auto",NA,"Liliatae",NA,NA,NA,NA
"246","2020-12-21 16:36:48-03","IAP","PACA-AGP","7049","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Emrich-Rambo","1954","07","24","Bruxel, A.","1935",NA,NA,"Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"PACA007049",NA,NA,NA,NA,NA,"Habitat: In humidis graminosis. Fenofase: flor e fruto","Magnoliophyta","Cyperales",NA,"70701","auto",NA,"Liliatae",NA,NA,NA,NA
"247","2019-08-27 13:25:30-03","IAP","PACA-AGP","106614","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","polystachyus","Cyperus polystachyus","Rottb.","Silva, L. P.","2015","11","05","Consoni & Pereira","1998","09","19","Brasil","RS","Triunfo","Arroio Capivara.","-51.7181015014648","-29.9433002471924",NA,NA,NA,NA,"PACA106614",NA,NA,NA,NA,NA,"HASU 11912","Magnoliophyta","Cyperales",NA,"41194","auto",NA,"Liliatae",NA,NA,NA,NA
"248","2019-08-27 13:25:30-03","IAP","PACA-AGP","35339","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","polystachyus","Cyperus polystachyus","Rottb.","Emrich-Rambo","1954","07","23","Henz, E.","1946","05","09","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA035339",NA,NA,NA,NA,NA,"Habitat: In humidis arenosis graminosis. Fenofase: flor e fruto","Magnoliophyta","Cyperales",NA,"10287","auto",NA,"Liliatae",NA,NA,NA,NA
"249","2019-08-27 13:25:37-03","IAP","PACA-AGP","109004","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","lanceolatus","Pycreus lanceolatus","(Poir.) C. B. Clarke","P. Weber","2013",NA,NA,"N. R. Bastos","1990","05","26","Brasil","RS",NA,NA,NA,NA,NA,NA,NA,NA,"PACA109004",NA,"67",NA,NA,NA,"Habitat: junto à base de rocha, úmido","Magnoliophyta","Cyperales",NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA
"250","2020-12-20 21:16:46-03","UFV","VIC","032415","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.",NA,NA,NA,NA,"Longhi- Wagner; et al.","2007","12","03","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco - Área 3","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC032415","VIC032415","10409",NA,NA,NA,"Beira de córrego.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"251","2020-12-20 21:16:46-03","UFV","VIC","005052","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir",NA,NA,NA,NA,"Vidal, M.R.R.","1964","06","02","Brasil","Minas Gerais","Viçosa","Esa, Pomar, lagoa da horta.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC005052","VIC005052","253",NA,NA,NA,"Aquoso pantanoso, inflorescência parda, comum, colônia.",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"252","2020-12-20 21:16:46-03","UFV","VIC","019003","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir",NA,NA,NA,NA,"Fonseca, A.","1998","03","03","Brasil","Minas Gerais","Viçosa","Campus da UFV, Pastagem da Zootcnia.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC019003","VIC019003","26",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"253","2020-12-20 21:16:46-03","UFV","VIC","012080","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir",NA,NA,NA,NA,"Vieira, M.F.; Soares, M.F.","1992","12","14","Brasil","Minas Gerais","Viçosa","São José do Triunfo, Estrada de terra a direita da igreja.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC012080","VIC012080","729",NA,NA,NA,"Erva de inflorescências verdes em brejo.",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"254","2020-12-20 21:16:46-03","UFV","VIC","013188","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir",NA,NA,NA,NA,"Heringer, E.P.","1945","01","15","Brasil","Minas Gerais","Cel. Pacheco","Estação Experimental",NA,NA,NA,NA,NA,NA,"VIC013188","VIC013188","s.n.",NA,NA,NA,"Planta de lugar úmido.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2020-12-20 21:16:46-03","UFV","VIC","000142","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir",NA,NA,NA,NA,"Svenson","1934","05","07","Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC000142","VIC000142","s.n.",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"256","2020-12-20 21:16:46-03","UFV","VIC","000145","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir",NA,NA,NA,NA,"Svenson","1934","05","07","Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC000145","VIC000145","4712",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"257","2020-12-20 21:16:46-03","UFV","VIC","017351","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir",NA,NA,NA,NA,"Martins, M.L.L.","1995","04","29","Brasil","Minas Gerais","Viçosa","Campus da UFV, Brejo em borda de mata da biologia.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC017351","VIC017351","603",NA,NA,NA,"Encontrada em meio de brejo fixada sobre material orgânico, inflorescências amarelo esverdeadas.",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"258","2020-12-20 21:16:46-03","UFV","VIC","001998","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir",NA,NA,NA,NA,"Kulhmann","1935","03","11","Brasil","Minas Gerais","Viçosa","ESAV","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC001998","VIC001998","s.n.",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"259","2020-12-20 21:16:46-03","UFV","VIC","012095","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir",NA,NA,NA,NA,"Vieira, M.F.; Soares, M.F.","1992","12","15","Brasil","Minas Gerais","Viçosa","Paraíso - Fazenda do Sr. Vicente Ferreira.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC012095","VIC012095","744",NA,NA,NA,"Erva em touceira de inflorescências verde amarelada em brejo.",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"260","2020-12-20 21:16:46-03","UFV","VIC","53431","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir","Demeda, C.","2015","07","24","Gonzatti, F.; Valduga, E.","2015","04","19","Brasil","Rio Grande do Sul","Osório",NA,"-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"VIC053431",NA,"1805",NA,NA,NA,"Erva cespitosa em ambiente alterado.",NA,NA,NA,"27350","auto",NA,NA,NA,NA,NA,NA
"261","2020-10-20 14:17:16-03","UFOPA","HSTM","5192","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavens","Cyperus flavens","Pall.","Ramos, J.F.","1905","06","21","Barbosa, E.; s.c.","1999",NA,NA,"Brasil","Pará","Oriximiná",NA,"-56.45","-1.7","56º27'0''W","1º42'0''S",NA,NA,"HSTM005192",NA,"270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2020-10-20 14:17:16-03","UFOPA","HSTM","5138","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavens","Cyperus flavens","Pall.",NA,NA,NA,NA,"s.c.; s.c.","1998","07","10","Brasil","Pará","Santarém","Bairro da Matinha.","-54.717778","-2.467222","54º43'4''W","2º28'2''S",NA,NA,"HSTM005138","HSTM005138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2018-03-12 17:05:42-03","ASU","ASU-PLANTS","ASU0294488","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Sieber ex Presl","G.C. Tucker",NA,NA,NA,"T. Koyama; M. Koyama, E. deLima","1970","11","22","Brazil","Parana",NA,"By road near Paranaven on river bank.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"small.","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
