"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","424371","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","A. H. Gentry","1985","01","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=668240' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424371","Magnoliophyta","Myrtales","Mart.","M. L. Kawasaki","49272","São Paulo",NA,"SP-304 between Piracicaba and Americana, km. 188","-47.5","-22.75","NY00424371_01","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00941000","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","G. M. Araújo","1986","12","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933541' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941000","Magnoliophyta","Myrtales","Mart.",NA,"92","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Uberlândia","-48.2769","-18.9186","NY00941000_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00940475","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","A. F. C. P. Saint-Hilaire","1816",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937104' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940475","Magnoliophyta","Myrtales","Mart.","F. A. Stafleu","s.n.","Minas Gerais",NA,"Brésil: Minas Geraes",NA,NA,"NY00940475_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00941004","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","I. Santos","1988","05","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933564' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941004","Magnoliophyta","Myrtales","Mart.",NA,"15","Minas Gerais",NA,"Araguari, Bosque Municipal John Kennedy","-48.18289","-18.6508605","NY00941004_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00863170","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","C. M. Sakuragui","1994","03","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950746' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863170","Magnoliophyta","Myrtales","Mart.","G. Challen","CFCR15064","Minas Gerais",NA,"Divisa entre os Mun. de Espinosa e Montezuma, a 35 km. Serra do Pau D'Arco","-42.6408","-15.0819","NY00863170_01","1300","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00940481","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","H. E. Strang","1967","11","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937229' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940481","Magnoliophyta","Myrtales","Mart.","M. C. Viana","1267","Mato Grosso",NA,"Entre Bela Vista e Ponte Porã.",NA,NA,"NY00940481_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00955968","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","P. Clausen","1841",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1052124' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955968","Magnoliophyta","Myrtales","Mart.","F. A. Stafleu","1590","Minas Gerais",NA,"Brésil (Minas-Geraes)",NA,NA,"NY00955968_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01023302","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","T. S. dos Santos","1973","02","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1189577' target='other'> <mi>dwc_moreinfo</mi></a>","NY01023302","Magnoliophyta","Myrtales","Mart.","O. Kosovsky","2577","Bahia","Barra do Choça","Km 20 da rod. Conquista para Barra do Choça. Carrasco","-40.57","-14.88","NY01023302_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00941012","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","W. R. Anderson","1973","05","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933647' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941012","Magnoliophyta","Myrtales","Mart.","H. Balslev","9591","Goiás","Caiapônia","Serra do Caiapó, ca. 25 km (straight line) SW of Caiapônia","-51.81666667","-17.1071","NY00941012_01","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","424394","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","R. de Lemos Fróes","1943","02","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=668254' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424394","Magnoliophyta","Myrtales","Mart.","F. A. Stafleu","20230","Bahia","Mucugê","Serra de Sincorá, Mucugê","-41.3706","-13.0056","NY00424394_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00941008","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","A. Macedo","1946","12","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938232' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941008","Magnoliophyta","Myrtales","Mart.",NA,"256","Minas Gerais","Ituiutaba",NA,"-49.465","-18.9692","NY00941008_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-27 06:27:00-03","NY","NYBG","00941042","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","J. A. Rizzo","1968","06","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=934643' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941042","Magnoliophyta","Myrtales",NA,"M. L. Kawasaki","1478","Goiás","Goiânia","À esquerada da GOM-9, para Nerópolis, 15 km de Goiânia","-49.2539","-16.6786","NY00941042_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00940469","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","P. Clausen",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936988' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940469","Magnoliophyta","Myrtales","Mart.","F. A. Stafleu","150",NA,NA,"Brasilia",NA,NA,"NY00940469_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1579524","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","G. G. Hatschbach","1973","02","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1447106' target='other'> <mi>dwc_moreinfo</mi></a>","NY01579524","Magnoliophyta","Myrtales","Mart.","L. Marcano-Berti","31321","Minas Gerais","São Thomé das Letras",NA,"-44.9853","-21.7222","NY01579524_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","424388","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","F. Sellow",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=668279' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424388","Magnoliophyta","Myrtales","Mart.","F. A. Stafleu",NA,NA,NA,NA,NA,NA,"NY00424388_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00940487","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","A. H. Gentry","1987","09","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937549' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940487","Magnoliophyta","Myrtales","Mart.","M. L. Kawasaki","59176","Minas Gerais",NA,"Fazenda da Ilha. Pedregulho.","-46.17","-21.47","NY00940487_01","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","424377","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","R. M. Harley","1980","03","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=668282' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424377","Magnoliophyta","Myrtales","Mart.",NA,"20847","Bahia",NA,"Serra do Sincorá. W. of Barra da Estiva on the road to Jussiape","-41.42","-13.67","NY00424377_01","1000","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00940467","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","R. Goodland","1965","11","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936919' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940467","Magnoliophyta","Myrtales","Mart.","M. L. Kawasaki","178","Minas Gerais","Paraopeba","Paraopeba.","-44.4042","-19.2744","NY00940467_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00940460","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","M. Pereira Neto","1990","01","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936636' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940460","Magnoliophyta","Myrtales","Mart.","M. L. Kawasaki","560","Distrito Federal","Brasília","Area do Cristo Redentor.","-47.9","-15.9","NY00940460_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","424378","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","J. E. de Paula","1965","12","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=668277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424378","Magnoliophyta","Myrtales","Mart.","J. Mattos","162","São Paulo","Itirapina","Estrada Rio Claro-Itirapina, km 43","-47.8197","-22.25","NY00424378_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","424383","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","A. C. Filho","1980","11","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=668252' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424383","Magnoliophyta","Myrtales","Mart.","A. Custodio Filho","474","São Paulo","Moji-Guaçu","Fazenda Campininha",NA,NA,"NY00424383_01","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00940519","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","M. L. M. Azevedo","1997","11","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=941012' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940519","Magnoliophyta","Myrtales","Mart.","O. Kosovsky","1229","Minas Gerais","Formoso","Estrada entre a Chapada Gaúcha e cidade de Formoso.","-46.0028","-15.3647","NY00940519_01","920","920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","818091","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","E. P. Heringer","1962","01","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=856782' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818091","Magnoliophyta","Myrtales","Mart.","M. L. Kawasaki","8848","Distrito Federal","Brasília","Granja do Torto.","-47.906069","-15.705581","NY00818091_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00940983","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","H. S. Irwin","1970","03","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931649' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940983","Magnoliophyta","Myrtales","Mart.","H. Balslev","27241","Minas Gerais",NA,"Upper slopes of Serra do Cabral, ca. 3 km W. of Cantoni","-44.13","-17.57","NY00940983_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00940459","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","B. Maguire","1959","11","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936552' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940459","Magnoliophyta","Myrtales","Mart.",NA,"44505","Mato Grosso do Sul","Campo Grande","10 miles from Campo Grande along road to Cuiabá","-54.6464","-20.4431","NY00940459_01","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00940471","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","P. Clausen","1841",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937014' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940471","Magnoliophyta","Myrtales","Mart.","F. A. Stafleu","1590","Minas Gerais",NA,"Brésil (Minas-Geraes)",NA,NA,"NY00940471_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","424384","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","J. Mattos","1961","12","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=668276' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424384","Magnoliophyta","Myrtales","Mart.","J. Mattos","9627","São Paulo","Moji-Guaçu","Perto de Padua Sales, Fazenda Campininha","-47.164784","-22.242395","NY00424384_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00940455","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","H. S. Irwin","1971","01","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936419' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940455","Magnoliophyta","Myrtales","Mart.","H. Balslev","29008","Minas Gerais",NA,"Serra do Espinhaço, ca. 9 km W. of Barão de Cocais, at base of Serra da Caraça","-43.4775","-19.93955","NY00940455_01","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00940458","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","G. G. Hatschbach","1987","03","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936524' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940458","Magnoliophyta","Myrtales","Mart.","M. L. Kawasaki","51057","Minas Gerais","Datas","Rod. BR-259, próximp ao trevo para Serro.","-43.6556","-18.4458","NY00940458_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","424370","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","Matriz","1982","01","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=668248' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424370","Magnoliophyta","Myrtales","Mart.","M. L. Kawasaki","302","Espírito Santo","Linhares","Reserva Florestal da CVRD. Est. ORELHA-DE-ONÇA, ant. 143-A6, km 0,110, lado direito","-40.0719","-19.3911","NY00424370_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00941038","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","M. C. Vianna","1969","01","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933903' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941038","Magnoliophyta","Myrtales","Mart.","M. C. Vianna","360","Goiás",NA,"Estrada Caldas Novas - Cachoeira Dourada.",NA,NA,"NY00941038_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00940980","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","H. S. Irwin","1969","01","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931572' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940980","Magnoliophyta","Myrtales","Mart.","H. Balslev","22103","Minas Gerais",NA,"Ca. 24km SW of Diamantina on road to Gouveia. Serra do Espinhaço.","-43.7","-18.38","NY00940980_01","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00940478","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","L. Emygdio de Mello Filho","1972","07","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937116' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940478","Magnoliophyta","Myrtales","Mart.","O. Kosovsky","3575","Minas Gerais",NA,"Caraça","-43.4881089","-20.0987894","NY00940478_01","1700","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","584290","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","F. C. Hoehne","1928","05","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=668270' target='other'> <mi>dwc_moreinfo</mi></a>","NY00584290","Magnoliophyta","Myrtales","Mart.","F. C. Hoehne","s.n.","São Paulo",NA,"Instituto Disciplinar",NA,NA,"NY00584290_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
