"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","locality","imagecode","stateProvince","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount","sex"
"517","2019-09-12 16:36:16-03","F","FMNH-SEEDPLANTS","V0470449F","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","W. A. Egler","430","1957","5","30","South America","Brazil",NA,NA,NA,"V0470449F","Spermatophyta",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"518","2019-09-12 16:36:16-03","F","FMNH-SEEDPLANTS","V0470450F","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","J. S. Blanchet","2864",NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0470450F","Spermatophyta",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"519","2019-09-12 16:36:16-03","F","FMNH-SEEDPLANTS","V0470451F","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","A. Ducke","11888","1912","7","3","South America","Brazil",NA,NA,NA,"V0470451F","Spermatophyta",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"520","2019-06-07 12:49:04-03","F","FMNH-SEEDPLANTS","V0470452F","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","G. G. Hatschbach & R. Kummrow","47995","1984","6","17","South America","Brazil",NA,NA,NA,"V0470452F","Spermatophyta",NA,NA,NA,NA,"V0470452F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"521","2019-06-07 12:49:04-03","F","FMNH-SEEDPLANTS","V0470453F","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","W. R. Anderson","6623","1973","3","8","South America","Brazil",NA,NA,NA,"V0470453F","Spermatophyta",NA,NA,NA,NA,"V0470453F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"522","2019-06-07 12:49:04-03","F","FMNH-SEEDPLANTS","V0470454F","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","G. T. Prance et al.","29069","1984","2","14","South America","Brazil",NA,NA,NA,"V0470454F","Spermatophyta",NA,NA,NA,NA,"V0470454F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"523","2019-06-07 12:49:04-03","F","FMNH-SEEDPLANTS","V0470455F","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. S. Irwin et al.","32753","1971","3","20","South America","Brazil",NA,NA,NA,"V0470455F","Spermatophyta",NA,NA,NA,NA,"V0470455F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"524","2019-06-07 12:49:04-03","F","FMNH-SEEDPLANTS","V0470456F","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. S. Irwin et al.","34212","1972","1","15","South America","Brazil",NA,NA,NA,"V0470456F","Spermatophyta",NA,NA,NA,NA,"V0470456F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"525","2019-06-07 12:49:04-03","F","FMNH-SEEDPLANTS","V0470458F","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. S. Irwin et al.","25626","1970","1","29","South America","Brazil",NA,NA,NA,"V0470458F","Spermatophyta",NA,NA,NA,NA,"V0470458F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"526","2019-06-07 12:49:04-03","F","FMNH-SEEDPLANTS","V0470459F","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. S. Irwin et al.","28948","1971","1","23","South America","Brazil",NA,NA,NA,"V0470459F","Spermatophyta",NA,NA,NA,NA,"V0470459F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"527","2019-06-07 12:49:04-03","F","FMNH-SEEDPLANTS","V0470460F","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. S. Irwin et al.","32754","1971","3","20","South America","Brazil",NA,NA,NA,"V0470460F","Spermatophyta",NA,NA,NA,NA,"V0470460F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"528","2019-06-07 12:49:04-03","F","FMNH-SEEDPLANTS","V0470462F","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. S. Irwin et al.","22385","1969","1","21","South America","Brazil",NA,NA,NA,"V0470462F","Spermatophyta",NA,NA,NA,NA,"V0470462F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"529","2019-06-07 12:49:04-03","F","FMNH-SEEDPLANTS","V0470463F","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. S. Irwin et al.","19323","1968","1","27","South America","Brazil",NA,NA,NA,"V0470463F","Spermatophyta",NA,NA,NA,NA,"V0470463F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"530","2019-06-07 12:49:04-03","F","FMNH-SEEDPLANTS","V0470464F","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. S. Irwin et al.","11733","1966","1","18","South America","Brazil",NA,NA,NA,"V0470464F","Spermatophyta",NA,NA,NA,NA,"V0470464F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"531","2019-06-07 12:49:04-03","F","FMNH-SEEDPLANTS","V0470465F","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. S. Irwin et al.","13715","1966","3","7","South America","Brazil",NA,NA,NA,"V0470465F","Spermatophyta",NA,NA,NA,NA,"V0470465F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"532","2019-06-07 12:49:04-03","F","FMNH-SEEDPLANTS","V0470466F","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. S. Irwin et al.","12920","1966","2","16","South America","Brazil",NA,NA,NA,"V0470466F","Spermatophyta",NA,NA,NA,NA,"V0470466F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"533","2019-06-07 12:49:04-03","F","FMNH-SEEDPLANTS","V0470467F","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. S. Irwin et al.","12511","1966","2","10","South America","Brazil",NA,NA,NA,"V0470467F","Spermatophyta",NA,NA,NA,NA,"V0470467F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"534","2019-03-19 16:37:09-03","F","FMNH-SEEDPLANTS","V0492506F","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","M. C. Peña","229","1991","5","24","South America","Bolivia",NA,NA,NA,"V0492506F","Spermatophyta",NA,NA,"RRC ID Flag",NA,"V0492506F_01 V0492506F_02","Santa Cruz","-61.5","-17.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"229",NA,NA,NA
"535","2019-06-07 12:49:04-03","F","FMNH-SEEDPLANTS","V0470461F","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. S. Irwin et al.","24489","1969","3","16","South America","Brazil",NA,NA,NA,"V0470461F","Spermatophyta",NA,NA,NA,NA,"V0470461F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"536","2020-07-23 12:09:54-03","CEPLAC","CEPEC","12593","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","R. M. Harley","15459","1971","08","23",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"P. Taylor","25Km ao WNW da cidade. Rampa baixa do Pico das Almas .",NA,"Bahia","-41.916667","-13.533333",NA,NA,"RIO DE CONTAS","41W55'0","13S32'0",NA,NA,NA,NA,NA,NA,"30/12/1976",NA,NA,NA,NA
"537","2020-07-23 12:09:54-03","CEPLAC","CEPEC","119094","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","J. A. Lombardi","3038","1999","06","12",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"P. C. Baleeiro","Parque Estadual do Rio Preto.",NA,"Minas Gerais","-43.35","-18.133333",NA,NA,"são gonçalo do rio preto","43W21'","18S8'",NA,NA,NA,NA,NA,NA,"25/11/2013",NA,NA,NA,NA
"538","2020-07-23 12:09:54-03","CEPLAC","CEPEC","119432","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","J. A. Lombardi","3905","2000","04","08",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"P. C. Baleeiro","Parque Estadual do Rio Preto da casa de hóspede a cascata do Ribeirão das Éguas.",NA,"Minas Gerais","-43.341111","-18.115",NA,NA,"são gonçalo do rio preto","43W20'28","18S6'54",NA,NA,NA,NA,NA,NA,"30/11/2013",NA,NA,NA,NA
"539","2020-07-23 12:09:54-03","CEPLAC","CEPEC","16952","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","S. A. Mori","12489","1978","11","28",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"P. Taylor","18Km ao SNW da cidade. Pico das Almas. Vegetando à margem de um córrego.",NA,"Bahia","-41.95","-13.55",NA,NA,"RIO DE CONTAS","41W57'0","13S33'0",NA,NA,NA,NA,NA,NA,"30/12/1980",NA,NA,NA,NA
"540","2020-07-23 12:09:54-03","CEPLAC","CEPEC","21637","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","R. M. Harley","19515","1998","09","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"P. Taylor","25Km ao WNW da Vila do Rio de Contas. Ao NE da rampa baixa do Pico das Almas.",NA,"Bahia","-41.95","-13.55",NA,NA,"RIO DE CONTAS","41W57'","13S33'",NA,NA,NA,NA,NA,NA,"30/12/1980",NA,NA,NA,NA
"541","2020-07-23 12:09:54-03","CEPLAC","CEPEC","46298","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","R. M. Harley","26557","1988","01","01",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"M. Cheek","Pico das Almas. Vertente leste. Vale ao SW do Campo do Queiroz. Margem de riacho.",NA,"Bahia","-41.95","-13.533333",NA,NA,"RIO DE CONTAS","41W57'","13S32'",NA,NA,NA,NA,NA,NA,"30/12/1995",NA,NA,NA,NA
"542","2020-07-23 12:09:54-03","CEPLAC","CEPEC","35439","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","G. Hatschbach","47995","1986","01","21",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> Violeta-da-pedra",NA,NA,NA,NA,"G. Hatschbach","Arredores da cidade.",NA,"Bahia","-41.3708000183105","-13.0052995681763",NA,NA,"MUCUGÊ","0W0'0","0S0'0","52493","auto",NA,NA,NA,NA,"30/07/1984",NA,NA,NA,NA
"543","2020-07-23 12:09:54-03","CEPLAC","CEPEC","119126","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","J. A. Lombardi","2238","1998","03","24",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"P. C. Baleeiro","Serra do Cipó, ao lado da sede do IBAMA, próximo às Pousadas no rio Cipó.",NA,"Minas Gerais","-43.7144012451172","-19.1688995361328",NA,NA,"santana do riacho",NA,NA,"26557","auto",NA,NA,NA,NA,"30/11/2013",NA,NA,NA,NA
"544","2020-07-23 12:09:54-03","CEPLAC","CEPEC","119273","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","J. A. Lombardi","1625","1997","04","19",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"P. C. Baleeiro","Serra do Caraça. Parque natural do Caraça.",NA,"Minas Gerais","-43.478611","-20.108889",NA,NA,"SANTA BÁRBARA","43W28'43","20S6'32",NA,NA,NA,NA,NA,NA,"30/11/2013",NA,NA,NA,NA
"545","2020-07-23 12:09:54-03","CEPLAC","CEPEC","20706","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","S. A. Mori","13619","1988","10","30",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"G. L. campos","Arredores do Pico das Almas. Margem de um córrego.",NA,"Bahia",NA,NA,NA,NA,"ÁGUA QUENTE",NA,NA,NA,NA,NA,NA,NA,NA,"05/10/1999",NA,NA,NA,NA
"546","2020-07-23 12:09:54-03","CEPLAC","CEPEC","152664","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","G.P.Lewis",NA,NA,NA,NA,NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"G.L. Campos","Serra de São Pedro.",NA,"Bahia","-41.3708000183105","-13.0052995681763","1100","1100","MUCUGÊ",NA,NA,"52493","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","2020-02-17 11:29:41-03","UEG","HUEG",NA,"PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Kirkbride Junior, J.H.","4793",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"A.St.-Hil. & Girard","Smith, S.F.",NA,NA,"Distrito Federal","-47.733333","-15.75",NA,NA,"Sobradinho","-47.733333","-15.75",NA,NA,"1994",NA,NA,NA,NA,NA,NA,NA,NA
"548","2013-02-07 10:18:45-02","UMC","HUMC","4647","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Renato","6962","1982","07","23","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"E. From-Trinta","Parque estadual de Ibitipoca.",NA,"Minas Gerais",NA,NA,NA,NA,"Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","2013-02-07 10:18:45-02","UMC","HUMC","4639","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","L. Krieger","64","1992","02","23","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"S. M. S. Verardo","Parque Estadual de Ibitipoca, Cachoeirinha.",NA,"Minas Gerais",NA,NA,NA,NA,"Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","2013-02-07 10:18:45-02","UMC","HUMC","4646","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","L. Krieger","20.237","1984","06","21","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"E. From-Trinta",NA,NA,"Minas Gerais","-43.6919","-20.5208",NA,NA,"Ouro Branco",NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","2013-02-07 10:18:44-02","UMC","HUMC","4636","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","L. Krieger","16.536","1952","05","03","Southern America","Brazil",NA,NA,"coleada no parque estadual de Ibitipoca.",NA,NA,NA,NA,"E. From-Trinta",NA,NA,"Minas Gerais",NA,NA,NA,NA,"Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","2013-02-07 10:18:45-02","UMC","HUMC","4642","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","S. M. S. Verardo","25.365","1991","09","12","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Parque Estadual de Ibitipoca.",NA,"Minas Gerais",NA,NA,NA,NA,"Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","2013-02-07 10:18:44-02","UMC","HUMC","1710","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Miranda, V. F. O. de","1238","2005","07","13","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Trilha para Serra de Santana",NA,"Bahia","-41.7728","-13.1519",NA,NA,"Piatã",NA,NA,"41184","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","2013-02-07 10:18:45-02","UMC","HUMC","4641","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","G. Hatschbach, A.C C",NA,"1997","03","14","Southern America","Brazil",NA,NA,"flor creme, campo rupestre, nas águas de pequeno córrego.",NA,NA,NA,NA,"G. Hatschbach, A.C Cervi & E. Barbosa","Serra do Cabral.",NA,"Minas Gerais","-44.1722","-17.7575",NA,NA,"Joaquim Felício",NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","2019-07-16 10:36:03-03","UFSJ","HUFSJ","10323","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Costa, MTR; Filadelfo, JM","1598","2019","02","03",NA,"Brasil",NA,NA,"Erva 0,1 m de altura, flores brancas, crescendo em córrego de água","HUFSJ010323",NA,NA,"A.St.-Hil. & Girard","Silva, NG","Serra do Lenheiro, trilha para o areial",NA,"Minas Gerais","-44.299028","-21.130861","116","116","São João del-Rei","-44.299028","-21.130861",NA,NA,"2019","02","04",NA,NA,NA,NA,NA,NA
"556","2020-11-04 17:29:36-03","UEM","HUEM","6858","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Souza, VC; Sakuragui, CM","1998","1992","09","09",NA,"Brasil",NA,NA,"Erva; ca. 5cm alt.; corola creme-amarelada; sobre rocha, constantemente banhadas pela água do rio","HUEM000006501",NA,NA,"A.St.-Hil. & Girard","D.P. Saridakis","Estrada para Biribiri, Cerca de 2,5km de Diamantina","HUEM000006501","Minas Gerais","-43.6002998352051","-18.2493991851807",NA,NA,"Diamantina",NA,NA,"101169","auto","2014","04","24",NA,NA,NA,NA,NA,NA
"557","2016-12-19 13:51:31-02","PERD","PERD","794","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Pivari, MO; Mota, N; Giorni, V; Marino, F","544","2007","09","01",NA,"Brasil",NA,NA,"Erva, submersa fixa/anfíbia em pedra, há 5cm prof. Caule vermelho, flores cremes.",NA,NA,NA,"A. St.-Hil. & Girard","Pivari, MO","Parque Estadual do Rio Preto",NA,"Minas Gerais","-43.392778","-18.19","1082","1082","São Gonçalo do Rio Preto","-43.392778","-18.19",NA,NA,"2007","11","09",NA,NA,NA,NA,NA,NA
"558","2019-11-01 15:02:06-03","UnB","UB","111917","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Meneguzzo, TEC; Peres Júnior, AK; Albuquerque, VBA","94","2009","03","14","Southern America","Brasil",NA,NA,"Flores brancas.; Campo sujo, terreno inclinado, solo raso, dentro de córrego, fixado nas paredes.",NA,"Dicotyledoneae",NA,"A.St.-Hil. & Girard","Albuquerque, BWP; Peres Júnior","Fazenda Água Limpa divisa com Reserva Ecológica do IBGE.",NA,"Distrito Federal","-47.933333","-15.883333","1080","1080",NA,"-47.933333","-15.883333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","2019-11-01 15:02:06-03","UnB","UB","113073","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Delprete, PG; Klein, VLG","10220","2007","05","27","Southern America","Brasil",NA,NA,"Inflorescências emersas. Corolas brancas.; Erva; Campo limpo.",NA,"Dicotyledoneae",NA,"A.St.-Hil. & Girard","Donza, A","Serra dos Pireneus",NA,"Goiás","-48.901667","-15.794722","1050","1050","Pirenópolis","-48.901667","-15.794722",NA,NA,"2015","08","07",NA,NA,NA,NA,NA,NA
"560","2019-11-01 15:02:06-03","UnB","UB","114471","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Krieger, L","20237","1984","06","21","Southern America","Brasil",NA,NA,"Flores alvas.; Em corredeira, num regato, sobre pedras.",NA,"Dicotyledoneae",NA,"A.St.-Hil. & Girard","Trinta, EF","Ouro Branco.",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","2019-11-01 15:02:06-03","UnB","UB","118185","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Eiterer, M","CESJ25792","1992","02","23","Southern America","Brasil",NA,NA,"Corola creme.",NA,"Dicotyledoneae",NA,"A.St.-Hil. & Girard","Verardo, SMS","Parque Estadual de Ibitipoca",NA,"Minas Gerais",NA,NA,NA,NA,"Conceição de Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","2019-11-01 15:02:06-03","UnB","UB","195174","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Munhoz, CBR; Eugênio, CUO; Melo, TRB; Emmert, P","7825","2010","02","14","Southern America","Brasil",NA,NA,"Vereda",NA,"Dicotyledoneae",NA,"A.St.-Hil. & Girard",NA,"Parque Nacional de Brasília",NA,"Distrito Federal","-47.976611","-15.775222",NA,NA,"Brasília","-47.976611","-15.775222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","2019-11-01 15:02:06-03","UnB","UB","213369","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Cordeiro, J; Barboza, E; Brotto, ML","4882","2013","04","16","Southern America","Brasil",NA,NA,"Erva aquática, submersa, flores alvas; Rio cortando Campo Cerrado",NA,"Dicotyledoneae",NA,"A.St.-Hil. & Girard","Saridakis, DP","RPPN Serra do Tombador, trilha Mata do Borá",NA,"Goiás","-47.809111","-13.68175","836","836","Cavalcante","-47.809111","-13.68175",NA,NA,"2013","05","08",NA,NA,NA,NA,NA,NA
"564","2019-11-01 15:02:06-03","UnB","UB","27092","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Irwin, HS; Maxwell, H; Wasshausen, DC","20056","1968","02","14","Southern America","Brasil",NA,NA,"Corolla white. Forming dense masses in shallow runnung water, on rocks.; Sandy campo with outcrops.",NA,"Dicotyledoneae",NA,"A.St.-Hil. & Girard","Trinta, EF","Serra do Cipó, ca. km 120 (ca. 145km N of Belo Horizonte)",NA,"Minas Gerais",NA,NA,"1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","2019-11-01 15:02:06-03","UnB","UB","27093","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Heringer, EP; Castellanos, A","6145","1958","03","05","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"A.St.-Hil. & Girard","Trinta, EF","Serra do Cipó",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","2019-11-01 15:02:06-03","UnB","UB","27094","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Irwin, HS; Onishi, E; Fonsêca, SF; Souza, R; Santos, RR; Ramos, J","25626","1970","01","20","Southern America","Brasil",NA,NA,"Corolla white.; Attached to rocks in running water. Wet campo, red caly.",NA,"Dicotyledoneae",NA,"A.St.-Hil. & Girard","Taylor, P","Ca. 35km N.E. of Patrocínio",NA,"Minas Gerais",NA,NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","2019-11-01 15:02:06-03","UnB","UB","88351","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Pereira, FFO","209","2004","04","05","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"A.St.-Hil. & Girard","Incógnito","Fazenda Sucupira",NA,"Distrito Federal","-47.509333","-14.072694",NA,NA,"Riacho Fundo","-47.509333","-14.072694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","2019-11-01 15:02:06-03","UnB","UB","27096","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Anderson, WR; Stieber, M; Kirkbride Junior, JH","35865","1972","02","12","Southern America","Brasil",NA,NA,"Herb on rocks in water.; Flor greenish-white; Sandstone outcrops with shrubby vegetation, adjacent grassy slopes and valley of smamm stream; mostl.",NA,"Dicotyledoneae",NA,"A.St.-Hil. & Girard","Taylor, P","Eastern slopes of Pico de Itambé",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","2019-11-01 15:02:06-03","UnB","UB","27097","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Pacheco, RA; Volpi, RL; Romero, R; Nakajima, JN","169","2002","04","11","Southern America","Brasil",NA,NA,"0,7m. Flor creme; Campo rupestre.",NA,"Dicotyledoneae",NA,"A.St.-Hil. & Girard",NA,"Trilha Casinha Branca, Fazenda Zé Antunes",NA,"Minas Gerais","-46.653333","-20.434444","841","841","Delfinópolis","-46.653333","-20.434444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","2019-11-01 15:02:06-03","UnB","UB","92676","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Irnaldo","s.n.","1967","03",NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"A.St.-Hil. & Girard","Trinta, EF","Pirenópolis",NA,"Goiás","-48.9592","-15.8525",NA,NA,"Pirenópolis","-48.9592","-15.8525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
