"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode"
"1","2021-03-15 16:37:00-03","NY","NYBG","636620","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Trilepis","tenuis","Trilepis tenuis","Vitta","F. A. Vitta","B. D. Sucre","2807","1968","04","27","South America","Brazil","Rio de Janeiro","Petrópolis, Araras, morro Bolo de Milho.","-43.19507","-22.371473","700","800","sheet","Jardim Botânico do Rio de Janeiro <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=207157' target='other'> <mi>dwc_moreinfo</mi></a>","NY00636620","NY00636620_01"
"2","2021-03-15 16:37:00-03","NY","NYBG","636619","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Trilepis","tenuis","Trilepis tenuis","Vitta","F. A. Vitta","B. D. Sucre","2807","1968","04","27","South America","Brazil","Rio de Janeiro","Petrópolis, Araras, morro Bolo de Milho.","-43.19507","-22.371473","700","800","sheet","Jardim Botânico do Rio de Janeiro <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=207158' target='other'> <mi>dwc_moreinfo</mi></a>","NY00636619","NY00636619_01"
