"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"25","2021-03-15 16:37:00-03","NY","NYBG","440278","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","polyneuron","Aspidosperma polyneuron","Müll.Arg.","G. G. Hatschbach","G. G. Hatschbach","22631","1969","10","24","South America","Brazil","Paraná","Pérola d'Oeste","Lageado Grande","-53.74","-25.8242",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194398' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440278","NY00440278_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","4177272","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","polyneuron","Aspidosperma polyneuron","Müll.Arg.",NA,"G. S. Bunting","10310","1981","08","24","South America","Venezuela","Zulia","Mara","cuenca del río Socuy, ca. 10 km al suroeste del Campamento Socuy de Carbozulia, rumbo a PUERTO DELICIAS, en bosque húmedo",NA,NA,"200","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500571' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-10-21 20:38:00-02","NY","NYBG","297985","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","polyneuron","Aspidosperma polyneuron longifolium","Hassl.",NA,"E. Hassler","10408","1907",NA,NA,"South America","Paraguay",NA,NA,"Sierra de Amambay",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=191604' target='other'> <mi>dwc_moreinfo</mi></a>","NY00297985","NY00297985_01","longifolium","possible isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-10-21 20:38:00-02","NY","NYBG","297984","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","polyneuron","Aspidosperma polyneuron longifolium","Hassl.",NA,"E. Hassler","10408a",NA,NA,NA,"South America","Paraguay",NA,NA,"Punta Porá",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=191603' target='other'> <mi>dwc_moreinfo</mi></a>","NY00297984","NY00297984_01","longifolium","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-10-21 20:38:00-02","NY","NYBG","297985","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","polyneuron","Aspidosperma polyneuron longifolium","Hassl.",NA,"E. Hassler","10408","1907",NA,NA,"South America","Paraguay",NA,NA,"Sierra de Amambay",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=191604' target='other'> <mi>dwc_moreinfo</mi></a>","NY00297985","NY00297985_01","longifolium","possible isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","297998","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","venosum","Aspidosperma venosum","Müll.Arg.",NA,"J. E. B. Warming",NA,NA,NA,NA,"South America","Brazil","Minas Gerais",NA,"Ad Duro Branco, in paludosis [=In paludosis ad Ouro Branco, Minas Gerais]",NA,NA,NA,NA,"sheet","Comm. ipse 1870 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=750439' target='other'> <mi>dwc_moreinfo</mi></a>","NY00297998","NY00297998_01",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","23397","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","venosum","Aspidosperma venosum","Müll.Arg.",NA,"J. E. B. Warming","s.n.",NA,NA,NA,"South America","Brazil","Minas Gerais","Lagoa Santa","Lagoa Santa","-43.8894","-19.6272",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=750440' target='other'> <mi>dwc_moreinfo</mi></a>","NY00023397","NY00023397_01",NA,"syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-25 11:47:34-03","UNESP-IBB","BOTU","33446","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","polyneuron","Aspidosperma polyneuron","Müll. Arg.",NA,"Castello, A.C.D.","86","2015","10","07",NA,"Brasil","Minas Gerais","Viçosa","Estrada de terra para o Porto Firme, Taguaçu","-42.955833","-20.685833",NA,NA,NA,NA,"BOTU033446",NA,NA,NA,"42°57'21w","20°41'9s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-25 11:47:34-03","UNESP-IBB","BOTU","33430","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","polyneuron","Aspidosperma polyneuron","Müll. Arg.",NA,"Castello, A.C.D.","85","2015","10","07",NA,"Brasil","Minas Gerais","Viçosa","Estrada de terra para Porto Firme, Taguaçu","-42.955833","-20.688611",NA,NA,NA,NA,"BOTU033430",NA,NA,NA,"42°57'21w","20°41'19s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:28:53-03","UFRJ","RFA","14937","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","polyneuron","Aspidosperma polyneuron","Müll.Arg.",NA,"A.P. Duarte","11238","1968","11","07",NA,"Brasil","Minas Gerais","Pedro Leopoldo","Fazenda da Jaguara","-44.043098449707","-19.6180992126465",NA,NA,NA,"Árvore grande em afloramento de calcáreo","RFA36185",NA,NA,NA,NA,NA,"17853","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-13 09:18:50-03","UFRJ","RFA","9843","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","polyneuron","Aspidosperma polyneuron","Müll.Arg.","F. Markgraf","G.G. Hatschbach","22595","1969","10","22",NA,"Brasil","Paraná","Céu Azul","Boa Vista","-53.8485984802246","-25.1466999053955",NA,NA,NA,"Árvore 20 m de altura. Tronco 80 cm","RFA36184",NA,NA,NA,NA,NA,"51148","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-13 09:18:50-03","UFRJ","RFA","4977","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","polyneuron","Aspidosperma polyneuron","Müll.Arg.","J. G. Kuhlmam","Pessoal do Horto","s.n.","1927","12","01",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Mata da Fabrica Aliança. Laranjeiras","-43.2075004577637","-22.9027996063232","30","30",NA,"Árvore grande","RFA25390",NA,NA,NA,NA,NA,"57442","auto","1927",NA,NA,NA,NA,NA,NA,NA
"37","2020-11-24 17:10:26-03","UTFPR","DVPR","957","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","polyneuron","Aspidosperma polyneuron","Müll.Arg.","Dias, MC","Francisco, EM","s.n.","2005","06","01",NA,"Brasil","Paraná","Bela Vista do Paraíso",NA,"-51.190601348877","-22.9967002868652",NA,NA,NA,"Árvore 2,5m, frutos marrons com pintas brancas.; Borda da mata.","DVPR000957","DVPR000957",NA,NA,NA,NA,"15605","auto","2005",NA,NA,NA,NA,NA,NA,NA
"38","2020-11-24 17:10:26-03","UTFPR","DVPR","2866","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","polyneuron","Aspidosperma polyneuron","Müll.Arg.",NA,"Francisco, EM","2","2007","07","29",NA,"Brasil","Paraná","Bela Vista do Paraíso","Fazenda Horizonte","-51.190601348877","-22.9967002868652",NA,NA,NA,"Árvore 35m, fruto maduro esverdeado.; Interior da mata.","DVPR002866",NA,NA,NA,NA,NA,"15605","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-24 17:10:26-03","UTFPR","DVPR","1237","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","polyneuron","Aspidosperma polyneuron","Müll.Arg.","Duarte, E","Stolfo, R","s.n.","2011","10",NA,NA,"Brasil","Paraná","Capitão Leonidas Marques","Parque São Francisco.","-53.614200592041","-25.4792003631592",NA,NA,NA,"Árvore de porte alto, frutos imaturos.","DVPR001237","DVPR001237",NA,NA,NA,NA,"14258","auto","2014","09","02",NA,NA,NA,NA,NA
"40","2020-11-24 17:10:26-03","UTFPR","DVPR","2870","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","polyneuron","Aspidosperma polyneuron","Müll.Arg.","Viani, RAG; Souza, LRM","Pavão, OC; et al.","5","1999","02","04",NA,"Brasil","Paraná","Ortigueira",NA,"-50.9494018554688","-24.2082996368408",NA,NA,NA,"Árvore 2m, frutos verdes.; Na Beira.","DVPR002870",NA,NA,NA,NA,NA,"46016","auto","1999",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:33:57-03","EAO","IAN","139750","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","polyneuron","Aspidosperma polyneuron","Müll.Arg.",NA,"Schunke-Vigo, J","1446","1966","12","29","Southern America","Peru","Huanuco",NA,"En bosque alto, Carretera Miel de Abejas a 300m.",NA,NA,NA,NA,NA,NA,"IAN139750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:33:57-03","EAO","IAN","186976","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","polyneuron","Aspidosperma polyneuron","Müll.Arg.","Marques, JN","Pavão, OC; Ferreira, JA","s.n.","2007","03","27","Southern America","Brasil","Paraná","Sertanópolis","Sítio Dois Irmãos. Trilha da Mata.","-51.0363998413086","-23.0585994720459",NA,NA,NA,"Árvore; 17m alt.; frutos imaturos verdes. Látex nos frutos.","IAN186976",NA,NA,NA,NA,NA,"19992","auto","2008","05","16",NA,NA,NA,NA,NA
"43","2013-07-03 10:26:41-03","EBDA","BAH","1021","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","polyneuron","Aspidosperma polyneuron","Müll.Arg.","Woodson","Gregorio Bondar",NA,"1955","03","05",NA,"Brasil","Bahia","Macaúbas",NA,"-42.6986","-13.0194",NA,NA,NA,"Arvore alta, magestosa de folhas alternas, lanceoladas, glabas inteiras e flores altas.IMPORT. PLANTA: Madeira boa para casas",NA,NA,NA,NA,NA,NA,"71420","auto","1955",NA,NA,NA,NA,NA,NA,NA
"44","2013-07-03 10:26:41-03","EBDA","BAH","4899","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","polyneuron","Aspidosperma polyneuron","Müll.Arg.","G. Morillo","Julian A. A. Gerrit Davidse",NA,"1980","05","30",NA,"Venezuela",NA,NA,"Plants of Venezuela - Zulia - Distrito Mara",NA,NA,NA,NA,NA,"Tree 20 m; flowres pala greenish-yellow; sap pale milky; leaves subcoriaeous, rich green above, paler green below.",NA,NA,NA,NA,NA,NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA
"45","2019-12-04 15:24:41-03","PUCPR","HUCP","24289","S","Plantae","Eudicotiledonea",NA,"Apocynaceae","Aspidosperma","polyneuron","Aspidosperma polyneuron","Mull. Arg.","Lozano, E","Lozano, E","985","2012","07","07",NA,"Brasil","Paraná","Telêmaco Borba",NA,"-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA,NA,NA
