"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","374770","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","A. M. Giulietti","1981","07","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568637' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374770","1316","Magnoliophyta","Malpighiales","(Rich.) Urb.",NA,"Bahia","Barra da Estiva","Morro do Ouro","-41.32","-13.62",NA,NA,"NY00374770_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02679558","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","J. Wesenberg","2010","09","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3181009' target='other'> <mi>dwc_moreinfo</mi></a>","NY02679558","JW1098","Magnoliophyta","Malpighiales","(Rich.) Urb.",NA,"Rio de Janeiro","Cachoeiras de Macacu","Reserva Ecológica de Guapiaçu. próximo à trilha preta.","-42.7455555","-22.4066667","269","269","NY02679558_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02210637","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","W. R. Anderson","1974","02","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2499396' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210637","10558","Magnoliophyta","Malpighiales","(Rich.) Urb.",NA,"Pará",NA,"Alto Tapajós, Rio Cururú, Missão Cururú, above the Lago dos Ciganos, E of the Missão.","-57.52","-7.58","140","140","NY02210637_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1181501","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","D. Sasaki","2008","01","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375871' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181501","1891","Magnoliophyta","Malpighiales","(Rich.) Urb.","S. T. Zmarzty","Mato Grosso","Novo Mundo","Parque Estadual Cristalino. Campo, floresta alta aberta e floresta baixa na região sudeste do parque. Entrada pela Fazeznda AJJ.","-55.1905","-9.587378","370","370","NY01181501_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","2149862","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","D. F. Austin","1979","10","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2303972' target='other'> <mi>dwc_moreinfo</mi></a>","NY02149862","7061","Magnoliophyta","Malpighiales","(Rich.) Urb.",NA,"Amapá",NA,"A 5km. E de Porto Grande, Campo Sul, Capoeira ao Norte. Local Areal","-51.4106","0.71",NA,NA,"NY02149862_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02149800","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","R. Spruce","1849","11",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2303866' target='other'> <mi>dwc_moreinfo</mi></a>","NY02149800","461","Magnoliophyta","Malpighiales","(Rich.) Urb.",NA,"Pará",NA,"In vicinibus Santarém.","-54.740486","-2.449614",NA,NA,"NY02149800_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","374773","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","S. A. Mori","1979","12","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568619' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374773","13116","Magnoliophyta","Malpighiales","(Rich.) Urb.","K. A. Vincent","Bahia","Andaraí","Nova Rodovia Andarai/Mucugê, a 15-20 km ao S de Andarai","-41.33","-12.8","800","800","NY00374773_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","823159","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","A. M. Amorim","1999","04","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823159","3057","Magnoliophyta","Malpighiales","(Rich.) Urb.","R. L. Liesner","Bahia","Lençóis","Estrada que liga Lençóis a BR 242.","-41.3897","-12.5633",NA,NA,"NY00823159_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","2149857","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","G. T. Prance","1971","02","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2303967' target='other'> <mi>dwc_moreinfo</mi></a>","NY02149857","10611","Magnoliophyta","Malpighiales","(Rich.) Urb.",NA,"Roraima",NA,"Between Maitá & Paramiteri Indian Village","-63.225","3.375",NA,NA,"NY02149857_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02210638","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","G. T. Prance","1977","11","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2499398' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210638","25199","Magnoliophyta","Malpighiales","(Rich.) Urb.",NA,"Pará",NA,"BR 163; km 884; Northern foothills of Serra do Cachimbo","-54.9717","-8.7967",NA,NA,"NY02210638_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","374761","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","T. S. dos Santos","1971","01","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568636' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374761","1433","Magnoliophyta","Malpighiales","(Rich.) Urb.",NA,"Bahia","Camacan",NA,"-39.49","-15.41",NA,NA,"NY00374761_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00896932","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","M. dos R. Cordeiro","1976","11","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970266' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896932","1116","Magnoliophyta","Malpighiales","(Rich.) Urb.","H. O. Sleumer","Mato Grosso","Matupá","Fazenda Cachimbo, sub. Base Projeto RADAM","-54.9328","-10.0575",NA,NA,"NY00896932_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01023450","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","L. Riedel",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192221' target='other'> <mi>dwc_moreinfo</mi></a>","NY01023450","s.n.","Magnoliophyta","Malpighiales","(Rich.) Urb.","H. O. Sleumer",NA,NA,"Brasilia",NA,NA,NA,NA,"NY01023450_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","2149805","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","D. C. Daly","1986","11","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2303879' target='other'> <mi>dwc_moreinfo</mi></a>","NY02149805","4289","Magnoliophyta","Malpighiales","(Rich.) Urb.",NA,"Amazonas","Tefé","Vila Nogueira, across Lago Tefé from Tefé town, cleared road north toward Alvarães. Terra firme forest on level terrain.","-64.8041654","-3.2597954",NA,NA,"NY02149805_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00940935","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","Y. E. J. Mexia","1930","02","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928692' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940935","4377","Magnoliophyta","Malpighiales","(Rich.) Urb.","P. Wilson","Minas Gerais","Viçosa","Viçosa, Agricultural College lands.","-42.868031","-20.7613428","690","690","NY00940935_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","755178","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","C. Ehringhaus","1998","09","20","South America","Brazil","sheet",NA,"#Plot: B256 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=899522' target='other'> <mi>dwc_moreinfo</mi></a>","NY00755178","607","Magnoliophyta","Malpighiales","(Rich.) Urb.",NA,"Acre","Xapuri","Reserva Extrativista Chico Mendes, Seringal Dois Irmãos, Colocação Já Começa","-68.2966667","-10.5658333",NA,NA,"NY00755178_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00897025","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","T. C. Plowman","1980","02","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970448' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897025","9327","Magnoliophyta","Malpighiales","(Rich.) Urb.","H. O. Sleumer","Maranhão","Imperatriz","Bananal, 15 km S of Imperatriz along Belém-Brasília highway (BR 010)","-47.43","-5.67","290","290","NY00897025_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","572279","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","W. Ganev","1992","12","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568614' target='other'> <mi>dwc_moreinfo</mi></a>","NY00572279","1752","Magnoliophyta","Malpighiales","(Rich.) Urb.","S. T. Zmarzty","Bahia","Abaíra","Engenho de Baixo, próximo ao Brejo, Beira do rio do Ribeirao","-41.8","-13.3","1000","1000","NY00572279_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2149732","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","G. Martinelli","1980","06","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2303687' target='other'> <mi>dwc_moreinfo</mi></a>","NY02149732","7034","Magnoliophyta","Malpighiales","(Rich.) Urb.",NA,"Pará","Oriximiná","Rio Trombetas, Cachoeira Porteira, proximo a foz do Rio Mapuera.","-57.0516345","-1.0837999","70","70","NY02149732_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00896943","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","H. S. Irwin","1971","01","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970294' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896943","30297","Magnoliophyta","Malpighiales","(Rich.) Urb.","H. O. Sleumer","Minas Gerais",NA,"Serra do Espinhaço, base of Serra da Piedade, ca. 35 km E. of Belo Horizonte, road to Caeté","-43.676328","-19.820266","1600","1600","NY00896943_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","374783","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","R. M. Harley","1988","11","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568622' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374783","26946","Magnoliophyta","Malpighiales","(Rich.) Urb.","S. T. Zmarzty","Bahia","Rio de Contas","Represa ao N da cidade","-41.78","-13.57","1050","1050","NY00374783_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01023449","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","L. Riedel",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192220' target='other'> <mi>dwc_moreinfo</mi></a>","NY01023449","s.n.","Magnoliophyta","Malpighiales","(Rich.) Urb.","H. O. Sleumer",NA,NA,"Brasilia",NA,NA,NA,NA,"NY01023449_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1015681","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","R. M. Harley","1994","02","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1111406' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015681","CFCR14108","Magnoliophyta","Malpighiales","(Rich.) Urb.",NA,"Bahia","Palmeiras","Estrada entre Lençóis e Seabra a 25 km NW de Lençóis.","-41.4581","-12.465","1000","1000","NY01015681_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00897012","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","R. de Lemos Fróes","1939","02",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970376' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897012","11539","Magnoliophyta","Malpighiales","(Rich.) Urb.","H. O. Sleumer","Maranhão","São Luís","Island of São Luiz. Estrada do Tirical","-44.3028","-2.5297",NA,NA,"NY00897012_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02149799","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","R. Spruce","1849","11",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2303864' target='other'> <mi>dwc_moreinfo</mi></a>","NY02149799","s.n.","Magnoliophyta","Malpighiales","(Rich.) Urb.",NA,"Pará",NA,"In vicinibus Santarem.","-54.740486","-2.449614",NA,NA,"NY02149799_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","2149842","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","N. A. Rosa","1982","04","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2303934' target='other'> <mi>dwc_moreinfo</mi></a>","NY02149842","4160","Magnoliophyta","Malpighiales","(Rich.) Urb.",NA,"Amapá",NA,"Quadricula SB-22-VC- Ponto 44",NA,NA,NA,NA,"NY02149842_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1144986","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","R. M. Harley","1994","02","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301806' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144986","CFCR14108","Magnoliophyta","Malpighiales","(Rich.) Urb.","Z. A. Challen","Bahia","Palmeiras","Estrada entre Lençóis e Seabra a 25 km NW de Lençóis.","-41.4581","-12.465","1000","1000","NY01144986_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00897015","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","J. P. Lanna Sobrinho","1963","01","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970383' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897015","360","Magnoliophyta","Malpighiales","(Rich.) Urb.","H. O. Sleumer","Minas Gerais","Viçosa","Fazenda Paraiso","-42.8817","-20.7542",NA,NA,"NY00897015_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","2149735","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","S. R. Lowrie","1980","09","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2303690' target='other'> <mi>dwc_moreinfo</mi></a>","NY02149735","20","Magnoliophyta","Malpighiales","(Rich.) Urb.",NA,"Amazonas",NA,"Km 180 on Manaus-Humaitá road.","-60.8552241","-4.2871635",NA,NA,"NY02149735_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","2149871","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","W. R. Anderson","1974","02","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2303982' target='other'> <mi>dwc_moreinfo</mi></a>","NY02149871","11094","Magnoliophyta","Malpighiales","(Rich.) Urb.",NA,"Pará",NA,"Alto Tapajós, Rio Cururú. Region of the village of Mouro, 2 hours by launch downstream from Missão Cururú.","-57.92","-7.25","100","200","NY02149871_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","2149744","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","M. G. da Silva","1978","11","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2303761' target='other'> <mi>dwc_moreinfo</mi></a>","NY02149744","3698","Magnoliophyta","Malpighiales","(Rich.) Urb.",NA,"Pará","Itaituba","Km 63 da estrada Itaituba, Jacarecanga, Parque Nacional do Tapajós (I.B.D.F.); Reserva Biolog. Capoeira da beira do rio, solo arenoso.","-55.059354","-3.3969062",NA,NA,"NY02149744_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00896945","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","W. R. Anderson","1973","05","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970303' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896945","9739","Magnoliophyta","Malpighiales","(Rich.) Urb.","H. O. Sleumer","Mato Grosso",NA,"Eastern base of mountain ca. 9 km NE of Barra do Garças","-52.19058","-15.82579","450","500","NY00896945_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00897007","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","D. Philcox","1967","12","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970362' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897007","3466","Magnoliophyta","Malpighiales","(Rich.) Urb.","H. O. Sleumer",NA,NA,"Between Km 244 & 264 Xavantina - Cachimbo road.",NA,NA,NA,NA,"NY00897007_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00896938","PreservedSpecimen","Plantae","Salicaceae","Casearia","arborea","Casearia arborea","H. S. Irwin","1966","06","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970284' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896938","16836","Magnoliophyta","Malpighiales","(Rich.) Urb.","H. O. Sleumer","Mato Grosso",NA,"Ca. 20 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.32","-14.82","400","400","NY00896938_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
