"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","locality","phylum","order","continentOcean","preparationType","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","relationshipType","relatedCatalogItem","individualCount","typeStatus","fieldNumber"
"41","2020-12-21 16:30:21-03","MBM","MBM","408019","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil.","Gonzatti, F.","Gonzatti, F.","1367","2014","11","23","Brazil","Rio Grande do Sul","Monte Belo do Sul","-51.635","-29.168889","-51.635","-29.168889","567","567","Herbácea. Planta com odor penetrante característico.; Em banhado.","MBM408019","MBM408019","Linha 80 da Leopoldina",NA,NA,"Southern America",NA,"2014",NA,NA,NA,"11","27",NA,NA,NA,NA,NA
"42","2020-12-21 16:30:21-03","MBM","MBM","57270","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil.","Harley, R.M.","Pabst, G.; et al.; et al.","8558","1965","01","16","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"MBM057270","MBM057270","5km de Pedra Azul",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:30:21-03","MBM","MBM","41731","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil.","Brade, A.C.","Hatschbach, G.; Curial, O.; Curial, O.","596","1947","01","23","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM041731","MBM041731","Curitiba, arredores",NA,NA,"Southern America",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:30:21-03","MBM","MBM","13680","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil.","Hatschbach, G.","Hatschbach, G.","23137","1969","12","06","Brazil","Paraná","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,NA,"MBM013680","MBM013680","Carimã",NA,NA,"Southern America",NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:30:21-03","MBM","MBM","22088","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil.","Pereira, C.","Pereira, E.; Pabst, G.; Pabst, G.","8310","1964","01","14","Brazil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM022088","MBM022088","Rio Iguaçu",NA,NA,"Southern America",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:30:21-03","MBM","MBM","3435","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil.","Lindeman, J.","Lindeman, J.; Haas, H.; Haas, H.","4939","1967","03","16","Brazil","Paraná","Laranjeiras do Sul","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,NA,"MBM003435","MBM003435","Barbaquá",NA,NA,"Southern America",NA,NA,"28404","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:30:21-03","MBM","MBM","211050","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil.","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.","10317",NA,NA,NA,"Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM211050",NA,"Piraquara",NA,NA,"Southern America",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:30:21-03","MBM","MBM","211051","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil.","Imaguire, N.","Imaguire, N.","959",NA,NA,NA,"Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM211051",NA,"São José dos Pinhais",NA,NA,"Southern America",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:30:21-03","MBM","MBM","211047","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil.","Souza, W.S.","Britez, R.M.; et al.; et al.","587",NA,NA,NA,"Brazil","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,NA,"MBM211047",NA,"Fazenda do Durgo",NA,NA,"Southern America",NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:30:21-03","MBM","MBM","39821","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil.","Harley, R.M.","Hatschbach, G.","37991","1976","01","24","Brazil","Santa Catarina","Garuva","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,NA,"MBM039821","MBM039821","Porto Palmital",NA,NA,"Southern America",NA,NA,"22441","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:30:21-03","MBM","MBM","77644","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil.","Harley, R.M.","Hatschbach, G.","45314","1982","09","22","Brazil","Paraná","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM077644","MBM077644","Rio Xaxim",NA,NA,"Southern America",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:30:21-03","MBM","MBM","197169","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil.","Hatschbach, G.","Svolenski, A.C.; et al.; et al.","68",NA,NA,NA,"Brazil","Paraná","Candói","-52.0558013916016","-25.5722007751465",NA,NA,NA,NA,NA,"MBM197169","MBM197169","Rio Jordão",NA,NA,"Southern America",NA,NA,"42664","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:30:21-03","MBM","MBM","3433","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil.","Hatschbach, G.","Lindeman, J.; Haas, H.; Haas, H.","4041","1967","01","12","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM003433","MBM003433",NA,NA,NA,"Southern America",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:30:21-03","MBM","MBM","1084","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil.","Hatschbach, G.","Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","13847","1966","02","10","Brazil","Paraná","General Carneiro","-51.315601348877","-26.4274997711182",NA,NA,NA,NA,NA,"MBM001084","MBM001084","Galinhas",NA,NA,"Southern America",NA,NA,"33284","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:30:21-03","MBM","MBM","128605","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil.","Harley, R.M.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","52807","1989","03","21","Brazil","Paraná","Mandirituba","-49.326099395752","-25.7789001464844",NA,NA,NA,NA,NA,"MBM128605","MBM128605","Barracas",NA,NA,"Southern America",NA,NA,"20385","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:30:21-03","MBM","MBM","17775","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil.","Hatschbach, G.","Hatschbach, G.","26540","1971","03","12","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM017775","MBM017775","Rio Iraí",NA,NA,"Southern America",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:30:21-03","MBM","MBM","116522","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil.","Britez, R.M.","Britez, R.M.; et al.; et al.","1147",NA,NA,NA,"Brazil","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,NA,"MBM116522","MBM116522","Fazenda do Durgo",NA,NA,"Southern America",NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:30:21-03","MBM","MBM","211048","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil.","Britez, R.M.","Britez, R.M.; et al.; et al.","1147",NA,NA,NA,"Brazil","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,NA,"MBM211048",NA,"Fazenda do Durgo",NA,NA,"Southern America",NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:30:21-03","MBM","MBM","321017","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil.","Mathias, M.","Tessmann, G.","s.n.","1948","04","05","Brazil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM321017","MBM321017","Alto da Serra do Mar, Corvo",NA,NA,"Southern America",NA,"1963","30514","auto",NA,"11","06",NA,NA,NA,NA,NA
"60","2016-11-14 16:48:23-02","MNHN","RECOLNAT_MNHN_P","P00737373","PreservedSpecimen",NA,"Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A.St.-Hil. ex Benth.","Bentham","Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00737373' target='other'> <mi>dwc_moreinfo</mi></a>","P00737373","P00737373_01","Province de Saint-Paul : lieux humides dans un bois près Itaque",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype","C2 1609"
"61","2016-11-14 16:48:23-02","MNHN","RECOLNAT_MNHN_P","P00737374","PreservedSpecimen",NA,"Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A.St.-Hil. ex Benth.","Spach","Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00737374' target='other'> <mi>dwc_moreinfo</mi></a>","P00737374","P00737374_01","Province de Saint-Paul : lieux humides dans un bois près Itaque",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","C2 1609"
"62","2016-11-14 16:48:23-02","MNHN","RECOLNAT_MNHN_P","P00737375","PreservedSpecimen",NA,"Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A.St.-Hil. ex Benth.","Bentham","Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00737375' target='other'> <mi>dwc_moreinfo</mi></a>","P00737375","P00737375_01","Province de Saint-Paul : lieux humides dans un bois près Itaque",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","C2 1609"
"63","2021-02-11 17:19:16-03","UFPR","UPCB","6459","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A.St.-Hil. ex Benth.","Harley, R.M.","Lindeman, J.","4934","1967","03","17","Brasil","Paraná","Laranjeiras do Sul","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,NA,NA,NA,"Barbaquá",NA,NA,NA,NA,NA,"28404","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-02-11 17:19:16-03","UFPR","UPCB","14218","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A.St.-Hil. ex Benth.","Hatschbach, G.","Lange, R.B.",NA,"1958","04","08","Brasil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Erva, banhado..",NA,NA,"Cavas do Rio Iguaçu, margem da estrada de rodagem",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-02-11 17:19:16-03","UFPR","UPCB","14237","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A.St.-Hil. ex Benth.","Harley, R.M.","Britez, R.M.","587","1986","04","23","Brasil","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"Erva, flor branca. Campo de inundação do Rio Iguaçu..",NA,NA,"Fazenda do Durgo",NA,NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-02-11 17:19:16-03","UFPR","UPCB","67411","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A.St.-Hil. ex Benth.","Cervi, A.C.","Cervi, A.C.","8843","2006","03","06","Brasil","Paraná","General Carneiro","-51.315601348877","-26.4274997711182",NA,NA,NA,NA,"Erva ereta aquática de flores alvas pequenas..",NA,NA,"Fazenda Pizzatto, Lagoa da Curicaca.",NA,NA,NA,NA,"2006","33284","auto",NA,"01","01",NA,NA,NA,NA,NA
"67","2021-02-11 17:19:16-03","UFPR","UPCB","67416","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A.St.-Hil. ex Benth.","Cervi, A.C.","Cervi, A.C.","260","2006","03","07","Brasil","Paraná","General Carneiro","-51.315601348877","-26.4274997711182",NA,NA,NA,NA,"Erva emergente, flor branca, sépala rosada, glomérulo, borda de lago..",NA,NA,"Fazenda Pizzatto, Rio Salto Amazonas.",NA,NA,NA,NA,"2006","33284","auto",NA,"06",NA,NA,NA,NA,NA,NA
"68","2021-02-11 17:19:16-03","UFPR","UPCB","46657","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A.St.-Hil. ex Benth.","Kozera, C. & Guimarães, O.A.","Kozera, C.","1565","2002","03","01","Brasil","Paraná","Araucária","-49.4103012084961","-25.5930995941162",NA,NA,NA,NA,"Herbácea com flores róseas. Área de floresta ciliar..",NA,NA,"REPAR",NA,NA,NA,NA,"2002","21346","auto",NA,"05",NA,NA,NA,NA,NA,NA
"69","2021-02-11 17:19:16-03","UFPR","UPCB","73969","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A.St.-Hil. ex Benth.","Cervi, A.C.","Alves-da-Silva, S.C.","95","2012","02","01","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Presente em banco de macrófitas. Hábito de vida Emergente.",NA,NA,"Reservatório Piraquara II.",NA,NA,NA,NA,"2012","12577","auto",NA,"01","01",NA,NA,NA,NA,NA
"70","2008-05-27 22:02:00-03","MO","MOBOT","1813946","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil. ex Benth.","R.M. Harley","Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","Davidse 11599","1976","3","30","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"670.00000000",NA,NA,NA,NA,"21 km N of Medina along Highway BR-116. Marsh with open water in center and grassy margin.",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1194"
"71","2017-08-25 05:21:00-03","MO","MOBOT","2197913","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil. ex Benth.","Tressens, S. G.","H. A. Keller","Keller 141","2000","2","5","Argentina","Misiones","Guaraní",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reserva antropológica Papel Misionero, a 1Km del Predio UNAM y a 2 Km de la ruta 15, hacia arroyo Soberbio",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2009-08-23 08:49:00-03","MO","MOBOT","2457182","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil. ex Benth.",NA,"Lyman B. Smith|Roberto M. Klein","Smith 8761",NA,NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,"750.00000000",NA,NA,NA,NA,"Porto União. clay pits by Rio Iguaçu, Porto União",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2009-12-04 16:24:00-02","MO","MOBOT","2907066","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil. ex Benth.","G. Hatschbach","Gert G. Hatschbach|J.M. Silva","Hatschbach 52807","1989","3","21","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barraca (mun. Mandirituba)",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-09-12 05:00:02-03","US","US","2557949","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil. ex Benth.",NA,"L. Smith & R. M. Klein","11842","1957","2","26","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"700","900",NA,"US02886275","US02886275_01","Mun. Xanxeré-Joaçaba: Bog, pinheiral, and rocky barren, 7-24 km east of Faxinal dos Guedes.",NA,"Lamiales","South America",NA,NA,NA,NA,"Docotyledonae",NA,NA,NA,NA,"1",NA,NA
"75","2020-09-12 05:00:02-03","US","US","3109886","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil. ex Benth.",NA,"G. Hatschbach & J. M. Silva","52807","1989","3","21","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"US02886270","US02886270_01","Barraca (mun. Mandirituba) Paraná.",NA,"Lamiales","South America",NA,NA,NA,NA,"Docotyledonae",NA,NA,NA,NA,"1",NA,NA
"76","2020-09-12 05:00:02-03","US","US","2641314","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil. ex Benth.",NA,"J. C. Lindeman & J. H. Haas","4939","1967","3","16","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"US02886273","US02886273_01","Est. Paraná, Just N.W. of Barbaquá. Brasiliae Australis.",NA,"Lamiales","South America",NA,NA,NA,NA,"Docotyledonae",NA,NA,NA,NA,"1",NA,NA
"77","2020-09-12 05:00:02-03","US","US","2101762","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil. ex Benth.",NA,"E. Henz","35611","1947","1","1","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"650",NA,NA,"US02886274","US02886274_01","São Salvador, Santo Inácio. Brasiliae australis.",NA,"Lamiales","South America",NA,NA,NA,NA,"Docotyledonae",NA,NA,NA,NA,"1",NA,NA
"78","2020-09-12 05:00:02-03","US","US","2445022","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil. ex Benth.",NA,"-- Reitz & Klein, --","12730","1962","4","22","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"750",NA,NA,"US02886272","US02886272_01","Pôrto União.",NA,"Lamiales","South America",NA,NA,NA,NA,"Docotyledonae",NA,NA,NA,NA,"1",NA,NA
"79","2020-09-12 05:00:02-03","US","US","2338196","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A. St.-Hil. ex Benth.",NA,"L. Smith & R. Reitz","8761","1956","12","19","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"750",NA,NA,"US02886271","US02886271_01","Mun. Pôrto União: Clay pits by Rio Iguaçu, Pôrto União.",NA,"Lamiales","South America",NA,NA,NA,NA,"Docotyledonae",NA,NA,NA,NA,"1",NA,NA
"80","2019-12-09 17:30:04-03","UFPR","EFC","11030","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A.St.-Hil. ex Benth.","Brotto, M.L.","Bardelli-da-Silva, M.Y.","126","2012","01","13","Brasil","Paraná","Araucária","-49.3478","-25.5889","-49.3478","-25.5889","890","890","Herbácea ereta, 30cm, várzea, 890m s.n.m.","EFC011030",NA,"REPAR",NA,NA,NA,NA,"2012",NA,NA,NA,"10","16",NA,NA,NA,NA,NA
"81","2019-12-09 17:30:04-03","UFPR","EFC","9915","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A.St.-Hil. ex Benth.","Kozera, C.","Kozera, C.; Roderjan, C.V.; Kuniyoshi, Y.S.","1565","2002","03","01","Brasil","Paraná","Araucária","-49.3478","-25.5889","-49.3478","-25.5889",NA,NA,"Herbácea com flores róseas em área de floresta ciliar.","EFC009915",NA,"REPAR",NA,NA,NA,NA,"2002",NA,NA,NA,"05","01",NA,NA,NA,NA,NA
"82","2019-11-13 11:20:48-03","USP","SPF","108630","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A.St.-Hil. ex Benth.","Harley, RM","Souza, VC","5168","1994","02","11","Brasil","Minas Gerais","Pedra Azul","-41.2971992492676","-16.0053005218506",NA,NA,NA,NA,NA,"SPF00108630","SPF00108630",NA,NA,NA,NA,NA,"1999","39993","auto",NA,"07",NA,NA,NA,NA,NA,NA
"83","2019-10-07 09:16:21-03","UEFS","HUEFS","133400","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A.St.-Hil. ex Benth.","R.M.Harley","Dematteis, M.","1472","2005","02","17","Uruguai","Rivera",NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0133400","HUEFS0133400","10 Km S de Rivera, camino a Tacuarembó.","Angiospermae","Lamiales",NA,NA,"2010",NA,NA,"Asteranae","10",NA,NA,NA,NA,NA,NA
"84","2019-10-07 09:16:21-03","UEFS","HUEFS","211182","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A.St.-Hil. ex Benth.",NA,"Keller, H.A.","4098CTES","2007","03","31","Argentina","Misiones","San Pedro",NA,NA,NA,NA,NA,NA,"Pantano en borde de ruta.","HUEFS0211182","HUEFS0211182","Loc. Campina Barana. Ruta Nac. 14, entre San Pedro y Gramado.","Angiospermae","Lamiales",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA
"85","2019-09-04 18:55:44-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa",NA,NA,"A. Saint-Hilaire",NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Type [status unknown]",NA
"86","2019-01-23 11:30:13-02","F","FMNH-SEEDPLANTS","V0092132F","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa",NA,"R. Harling","A. Saint-Hilaire","1609",NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0092132F","V0092132F_01",NA,"Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Isotype",NA
"87","2020-11-12 17:00:29-03","UEL","FUEL","28603","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A.St.-Hil. ex Benth.","Brade, AC","Hatschbach, G; Curial, O","596","1947","03","23","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"FUEL014879",NA,"Arredores da cidade","Tracheophyta","Lamiales",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-08-20 20:39:19-03","UFSC","FLOR","59618","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A.St.-Hil. ex Benth.","Funez, L.A.","Funez, L.A.; Trevisan, R.; Ferreira, J.P.R. & Venturi, S.","3825","2014","11","04","Brasil","Santa Catarina","Campo Alegre","-48.953333","-26.036667","48º57'12''W","26º2'12''S",NA,NA,"erva ereta a decumbente, flores róseas","FLOR0059618","FLOR0059618","Campos do Quiriri.",NA,"Lamiales",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-08-20 14:56:46-03","UFSC","FLOR","26161","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A.St.-Hil. ex Benth.",NA,"Reitz, R.; Klein, R.M.","5800","1957","12","21","Brasil","Santa Catarina","Garuva","-48.8549995422363","-26.0266990661621",NA,NA,"10","10","flor roxa","FLOR0026161",NA,"Três Barras.",NA,"Lamiales",NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-08-20 14:56:46-03","UFSC","FLOR","36748","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A.St.-Hil. ex Benth.","Buchoski, M.G.","Silva Filho, F.A. da; Rosa, D.","2062","2001","02","15","Brasil","Santa Catarina","Ipuaçu","-52.4550018310547","-26.6313991546631",NA,NA,NA,NA,"erva, flor branco-rosada Habitat: beira de riacho","FLOR0036748",NA,"Canteiro de obras da usina hidrelétrica Quebra Queixo",NA,"Lamiales",NA,NA,"2018","20981","auto",NA,"08","13",NA,NA,NA,NA,NA
"91","2020-08-20 14:56:46-03","UFSC","FLOR","131","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A.St.-Hil. ex Benth.",NA,"Smith, L.B.; Reitz, R.","8761","1956","12","19","Brasil","Santa Catarina","Porto União","-51.0783004760742","-26.2381000518799",NA,NA,"750","750",NA,"FLOR0000131",NA,"Rio Iguaçu.",NA,"Lamiales",NA,NA,NA,"41804","auto",NA,NA,NA,NA,NA,NA,NA,NA
"92","2017-09-11 17:10:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A.St.-Hil. ex Benth.",NA,"St.-Hil, A","s.n.",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"teste Benth",NA,NA,"Habitat in uliginosis silvaticis prope Itagui prov. S. Pauli",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-02-08 12:42:48-03","UFRGS","ICN","132761","S","Plantae","Lamiaceae","Hyptis","uliginosa","Hyptis uliginosa","A.St.-Hil. ex Benth.","Bordignon, SAL","Kinupp, VF; Jarenkow, JA","2933","2004","04","26","Brasil","RS","Barracão","-51.4606018066406","-27.6716995239258",NA,NA,NA,NA,"Erva aquática associada a Mayaca sellowiana; botões arroxeados; flores cremes; planta aromática que merece pesquisa com este enfoque; unicata.; Açude atrás do casarão na propriedade de Alberto Maixner.",NA,NA,"Vila de Espigão Alto Fazenda de Alberto Maixner","Dicotyledon",NA,"América do Sul",NA,"2007","28327","auto",NA,"06","12",NA,NA,NA,NA,NA
