"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","minimumElevationInMeters","maximumElevationInMeters","typeStatus"
"13","2020-12-20 21:18:31-03","UFV","VIC","37237","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C. Berg & Carauta","Pelissari, G.","Pelissari, G.; et al.","211","2011","10","24",NA,"Brasil","Minas Gerais","Caldas","Serra da Pedra Branca, Propriedade do Sr. Roberto Noritaka. Área de pasto.","-46.386100769043","-21.9235992431641",NA,"Árvore, c.a. de 30 metros de altura. Folhas com face abaxial pilosa. Sicônios verdes com máculas marrons, coberto por tricomas alvos. Estípula hirsuta, tricomas alvos. Látex branco, tornando-se rosado com a oxidação.","VIC037237","VIC037237",NA,NA,"2011","10","24","25710","auto",NA,NA,NA,NA,NA,NA
"14","2020-12-20 21:18:31-03","UFV","VIC","19072","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C. Berg & Carauta","Souza, P.P. de","Souza, P.P. de","168","2007","01","31",NA,"Brasil","Minas Gerais","Ouro Branco","Na entrada da cidade, na beira da estrada, próximo a lápide erguida para Tiradentes.","-43.6918983459473","-20.5207996368408",NA,"Àrvore com 8m de altura, ramos se desenvolvendo lateramente, crescendo em pleno sol, folhas com pêlos de cor branca, seiva lactescente branca e sabor adocicado, sicônios com pêlos brancos de interior claro, vespas negra no interior so","VIC019072","VIC019072",NA,NA,"2012","03","07","13809","auto",NA,NA,NA,NA,NA,NA
"15","2020-12-20 21:18:31-03","UFV","VIC","35844","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C. Berg & Carauta",NA,"Souza, P.P. de","314","2012","01","02",NA,"Brasil","São Paulo","Botucatu","Faculdade de Ciências Agronômicas, Campus da Unesp, Fazenda Experiental Lajeado, atrás do prédio do setor de transporte da universidade.","-48.439998626709","-22.8799991607666",NA,"Àrvore com 15m de altura, 5m de fuste, tronco de cor gris, seiva latescente branca, tornando-se translúcida após o corte, sicônios verdes, recobertos por máculas verde-claro e tricomas brancos, sicônios internamente brancos de semente","VIC035844","VIC035844",NA,NA,NA,NA,NA,"40412","auto",NA,NA,NA,NA,NA,NA
"16","2020-12-20 21:18:31-03","UFV","VIC","19757","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C. Berg & Carauta",NA,"Araújo, R.S. de","s.n.","2007","06","11",NA,"Brasil","Minas Gerais","Ouro Branco","Àrea de proteção da Gerdal Aço Minas","-43.6918983459473","-20.5207996368408",NA,"Planta centenária onde se pendurou a perna de Tiradentes ( Francisco José da Silva Xavier) na época da Inconfidência Mineira.","VIC019757","VIC019757",NA,NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:39:59-03","UFJF","CESJ","40291","PreservedSpecimen","Plantae","Angiosperma",NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","G.Pelissari","L.C.S. Assis; M.S. Magalhães; A.N.Souza; M.K. Ladeira","828","2003","05","03","América do Sul","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,"Árvore, ca. 20m alt., em interior de mata, em média luminosidade. N.V.: Mata -pau. Tronco acinzentado, fissurado, látex alvo, folhas discolores, brácteas em tons de vermelho e verde e frutos verdes imaturos com indumento brilhante.","CESJ040291",NA,NA,NA,"2011","07","11","7934","auto",NA,NA,NA,NA,NA,NA
"18","2019-11-21 14:39:59-03","UFJF","CESJ","8329","PreservedSpecimen","Plantae","Angiosperma",NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","G.Pelissari","L. Krieger","CESJ8329","1970","01",NA,"América do Sul","Brasil","Minas Gerais","Entre Rios de Minas",NA,"-44.065601348877","-20.6707992553711",NA,"Árvore regular","CESJ008329",NA,NA,NA,"2011","07","11","20620","auto",NA,NA,NA,NA,NA,NA
"19","2019-11-21 14:39:59-03","UFJF","CESJ","14670","PreservedSpecimen","Plantae","Angiosperma",NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","G.Pelissari","L. Krieger","CESJ14670","1949","12","23","América do Sul","Brasil","Minas Gerais","(não indicado)","Fazenda Pedra Branca",NA,NA,NA,"Árvore grande. Nome vulgar: gameleira","CESJ014670",NA,NA,NA,"2011","07","11",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-21 14:39:59-03","UFJF","CESJ","38704","PreservedSpecimen","Plantae","Angiosperma",NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","G.Pelissari","L.C.S. Assis; M.S. Magalhães","580","2002","09","28","América do Sul","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,"Árvore, ca. 15m alt., em borda de mata, folhas discolores, sicônios esverdeados. Pouco frequente.","CESJ038704",NA,NA,NA,"2011","07","11","7934","auto",NA,NA,NA,NA,NA,NA
"21","2021-04-07 11:46:21-03","UFMS","CGMS","23973","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C. Berg & Carauta","F. Kjellberg; R.A.S. Pereira","P.A.A. Cara",NA,"2008","08","09",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda São Bento.","-57.0188889","-19.5766667",NA,"Fruto verde. Fruto retirado para estudo de Neder Luiz Oviedo em 01/06/2017 #?#Patrón alimenticio de murciélagos frugívoros en un gradiente de cobertura vegetal en la Serra da Bodoquena #?# Brasil#?# Programa de Pós-Graduação em Ecologia e","CGMS1053387",NA,"-57,0188889","-19,5766667","2012","03","12",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-07 11:46:21-03","UFMS","CGMS","19418","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C. Berg & Carauta","F. Kjellberg; R.A.S. Pereira","M.L. Bueno; E.O. Rocha-Júnior; A.F. Souza; F. Belan","484","2007","03","08",NA,"Brasil","Mato Grosso do Sul","Corumbá","Estrada Parque.","-57.0433333","-19.4877777",NA,"Fruto verde. Habitat: Cerrado. Comum. Habito: Árvore.","CGMS1048729",NA,"-57,0433333","-19,4877777","2012","03","12",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-07 11:46:21-03","UFMS","CGMS","23959","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C. Berg & Carauta","F. Kjellberg: R.A.S. Pereira","P.A.A. Cara",NA,"2008","12","11",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda São Bento.","-57.0188889","-19.5766667",NA,"Fruto verde maduro. Fruto retirado para estudo de Neder Luiz Oviedo em 01/06/2017 #?#Patrón alimenticio de murciélagos frugívoros en un gradiente de cobertura vegetal en la Serra da Bodoquena #?# Brasil#?# Programa de Pós-Graduação em Ecol","CGMS1053373",NA,"-57,0188889","-19,5766667","2012","03","12",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-07 11:46:21-03","UFMS","CGMS","24275","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C. Berg & Carauta","F. Kjellberg; R.A.S. Pereira","P.A.A. Cara",NA,"2008","12","08",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda São Bento.","-57.0188889","-19.5766667",NA,"Infrutescência sicônio verde. Fase E. Habitat: Pantanal. Capão. Habito: Árvore.","CGMS1053691",NA,"-57,0188889","-19,5766667","2012","03","12",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-07 11:46:21-03","UFMS","CGMS","21375","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C. Berg & Carauta","F. Kjellberg; R.A.S. Pereira","T.S. Amaral; S. Ferreira; T.E. Lima; G.A. Damasceno-Junior","44","2007","10","18",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Sagrado.","-57.6533012390137","-19.0091991424561",NA,"Fruto verde. Habitat: Mata ciliar. Habito: Arbusto escandente.","CGMS1050783",NA,NA,NA,"2012","03","12","295160","auto",NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:35:54-03","UNICAMP","UEC","78176","S","Plantae","Magnoliopsida",NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","Machado, AFP","Passos, FC","FP46","1995","12","20",NA,"Brazil","São Paulo","Gália","Estação Ecológica dos Caetetus","-49.5","-22.25",NA,"Mata semidecíua, árvore fruto alimento do mico-leão-preto",NA,NA,"-49.5","-22.25","2010","01","20",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:35:54-03","UNICAMP","UEC","78186","S","Plantae","Magnoliopsida",NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","Machado, AFP","Passos, FC; Kim, AC","FP42","1995","06","29",NA,"Brazil","São Paulo","Gália","Estação Ecológica dos Caetetus","-49.5","-22.25",NA,"Mata semidecídua, árvore com fruto.",NA,NA,"-49.5","-22.25","2010","01","20",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:35:54-03","UNICAMP","UEC","90149","S","Plantae","Magnoliopsida",NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","Machado, AFP","Souza, SB","1327","1994","11","24",NA,"Brazil","Minas Gerais","Monte Belo","Fazenda Lagoa, Mata da Olaria","-46.3675003051758","-21.3264007568359",NA,"Árvore. Frutos na picada da T9",NA,NA,NA,NA,"2010","01",NA,"16667","auto",NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:35:54-03","UNICAMP","UEC","56366","S","Plantae","Magnoliopsida",NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","Machado, AFP","Franceschinelli, EV","22525","1989","10","22",NA,"Brazil","São Paulo","Campinas","Joaquim Egídio, Beira de estrada para Morungaba.","-47.060001373291","-22.8999996185303",NA,"Árvore de 30m de alt., látex branco, inflorescências tipo sicônio.",NA,NA,NA,NA,"2010","01",NA,"23900","auto",NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:35:57-03","MBM","MBM","291885","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C. Berg & Carauta","Machado, A.F.P.","Assis, L.C.; et al.; et al.","395","2001","11","26","Southern America","Brazil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,"Árvore ca. 18m, borda de mata, tronco acinzentado muito largo, fohas discolores, frutos verdes. Pouco fequente","MBM291885","MBM291885",NA,NA,"2010","01","12","7934","auto",NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:35:57-03","MBM","MBM","291886","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C. Berg & Carauta","Machado, A.F.P.","Assis, L.C.; et al.; et al.","580","2002","09","28","Southern America","Brazil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,"Árvore ca. 15m, na borda da mata, folhas discolores, sicônios esverdeados. Pouco frequente.","MBM291886","MBM291886",NA,NA,"2010","01","12","7934","auto",NA,NA,NA,NA,NA,NA
"32","2015-09-05 11:36:13-03","MNHN","RECOLNAT_MNHN_P","P06752575","PreservedSpecimen",NA,NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","Pelissari","Glaziou, A.",NA,"1883","1","1",NA,"Brasil",NA,NA,"Brésil. Environs de Rio de Janeiro et d´Ouro Preto. Brasil, América do Sul",NA,NA,"hb","Plantes des environs de Rio de Janeiro et d'Ouro Preto - Brésil, recueillies en 1883 et 1884. . Reçu le 6 Août 1885 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06752575' target='other'> <mi>dwc_moreinfo</mi></a>","P06752575","P06752575_01",NA,NA,NA,NA,NA,NA,NA,"15434",NA,NA,NA,NA,NA
"33","2015-09-05 11:36:13-03","MNHN","RECOLNAT_MNHN_P","P06752576","PreservedSpecimen",NA,NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","Pelissari","Glaziou, A.",NA,"1884","2","25",NA,"Brasil",NA,NA,"Prés du Morro de S. Vicente. Brasil, América do Sul",NA,NA,"hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06752576' target='other'> <mi>dwc_moreinfo</mi></a>","P06752576","P06752576_01",NA,NA,NA,NA,NA,NA,NA,"15484",NA,NA,NA,NA,NA
"34","2015-09-05 11:36:14-03","MNHN","RECOLNAT_MNHN_P","P06752607","PreservedSpecimen",NA,NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","Pellisari","Warming, E.",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,"hb",". s.d. Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06752607' target='other'> <mi>dwc_moreinfo</mi></a>","P06752607","P06752607_01",NA,NA,NA,NA,NA,NA,NA,"1913",NA,NA,NA,NA,NA
"35","2015-09-05 11:38:57-03","MNHN","RECOLNAT_MNHN_P","P06752870","PreservedSpecimen",NA,NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","Pelissari","Regnell",NA,"1864","12","20",NA,"Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,"hb",". . donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06752870' target='other'> <mi>dwc_moreinfo</mi></a>","P06752870","P06752870_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2015-09-05 11:40:26-03","MNHN","RECOLNAT_MNHN_P","P06753024","PreservedSpecimen",NA,NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","Pelissari","Gaudichaud, C.",NA,"1835","1","1",NA,"Brasil","São Paulo",NA,". São Paulo, Sudeste, Brasil, América do Sul",NA,NA,"hb","Herbier Impérial du Brésil. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06753024' target='other'> <mi>dwc_moreinfo</mi></a>","P06753024","P06753024_01",NA,NA,NA,NA,NA,NA,NA,"995",NA,NA,NA,NA,NA
"37","2015-09-05 11:36:14-03","MNHN","RECOLNAT_MNHN_P","P06752608","PreservedSpecimen",NA,NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","Pelissari","Mosén",NA,"1873","12","1",NA,"Brasil","Minas Gerais","Caldas",". Caldas, Minas Gerais, Sudeste, Brasil, América do Sul","-46.386100769043","-21.9235992431641","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06752608' target='other'> <mi>dwc_moreinfo</mi></a>","P06752608","P06752608_01",NA,NA,NA,NA,NA,"25710","auto","1019",NA,NA,NA,NA,NA
"38","2016-03-09 17:11:55-03","MNHN","RECOLNAT_MNHN_P","P01059267","PreservedSpecimen",NA,NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta",NA,"Pelissari, G.|Santos, A.|Torres, R.B.|Pereira, P.S.",NA,"2011","10","24",NA,"Brasil","Minas Gerais","Caldas","Serra da Pedra Branca. propriedade do Pro. Roberto Noritaka","-46.386100769043","-21.9235992431641","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01059267' target='other'> <mi>dwc_moreinfo</mi></a>","P01059267","P01059267_01",NA,NA,NA,NA,NA,"25710","auto","211",NA,NA,NA,NA,NA
"39","2020-12-11 11:38:54-03","UFMG","BHCB","196012","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta",NA,"Pelissari, G; et al.","211",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"BHCB196012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2008-05-27 22:02:00-03","MO","MOBOT","2480843","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C. Berg & Carauta","Berg, C. C.","* CARELLI","CARELLI 23","1995","9","29","South America","Brazil","Paraná",NA,"Sertanópolis. Fazenda Ferraz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-08-31 09:17:06-03","INPA","INPA","246836","S","Plantae","Dicotyledon Rosids","Rosales","Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","Pelissari, G","Pelissari, G","211","2011","10","24","Southern America","Brasil","Minas Gerais","Caldas","Serra da pedra Branca. Propriedade do Pro. Roberto Noritaka.","-46.386100769043","-21.9235992431641",NA,NA,"INPA0246836","INPA0246836 INPA0246836_e INPA0246836_num",NA,NA,"2011","10","24","25710","auto",NA,NA,NA,NA,NA,NA
"42","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","10121",NA,"Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","A. F. P. Machado/11-XI-2008","W. P. Lopes; E. Bausen & W. Pizziolo","622","1999","05","05",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Arvore 6m. Dap 15+15cm. Fuste indefinido. Frutos imaturos verdes. Exsudato leitoso intenso.","MBML010121","MBML010121","40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","7138",NA,"Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","A. F. P. Machado/11-XI-2008","A. L. B. Sartori; A. Sciamarelli, I. Koch, R. Goldenberg e V. F. Mansano","177","1996","08","20",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Árvore 5m, em floresta ripária. Ramos com látex bege, frutos verdes.","MBML007138","MBML007138","40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-09-12 05:00:02-03","US","US","3711700","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C. Berg & Carauta","Carauta, J. P. P.","M. Vieira","1","1987","4","3","South America - Neotropics","Brazil","Minas Gerais",NA,"Monte Belo.",NA,NA,NA,NA,"US01864606",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA,NA
"45","2019-11-13 11:26:26-03","USP","SPF","116012","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","Machado, AFP; Pelissari, G","Dislich, R","149","1994","10","25",NA,"Brasil","São Paulo","São Paulo","Butantã, Reserva da Cidade Universitária Armando de Salles de Oliveira. Mata secundária. Hemiepífita primária entre o riacho e a rua do Lago, parte sul da Reserva.","-46.716667","-23.55",NA,NA,"SPF00116012",NA,"-46.716667","-23.55","2010","01","15",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-13 11:26:26-03","USP","SPF","161651","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta",NA,"Assis, LCS","580","2002","09","28",NA,"Brasil","Minas Gerais","Barroso","Mata do Baú.","-43.9757995605469","-21.1868991851807",NA,"Árvore ca. 15 m alt., na borda da mata, folhas discolores, sicônios esverdeados. Pouco freqüente.","SPF00161651",NA,NA,NA,"2004","01",NA,"7934","auto",NA,NA,NA,NA,NA,NA
"47","2019-11-13 11:26:26-03","USP","SPF","161648","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","Machado, AFP; Pelissari, G","Assis, LCS","395","2001","11","26",NA,"Brasil","Minas Gerais","Barroso","Mata do Baú.","-43.9757995605469","-21.1868991851807",NA,"Árvore ca. 18 m alt., borda da mata, tronco acinzentado muito largo, folhas discolores, frutos verdes. Pouco freqüente.","SPF00161648",NA,NA,NA,"2010","01","15","7934","auto",NA,NA,NA,NA,NA,NA
"48","2019-11-13 11:26:26-03","USP","SPF","227993","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","Carauta, JPP","Oliveira, RF","480","1987","01","20",NA,"Brasil","Minas Gerais","Dores de Campos",NA,"-44.0231018066406","-21.1089000701904",NA,NA,"SPF00227993",NA,NA,NA,"2003",NA,NA,"10529","auto",NA,NA,NA,NA,NA,NA
