"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","typeStatus","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"18","2021-03-15 16:37:00-03","NY","NYBG","00894315","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo","K. Kubitzki","H. S. Irwin","24836","1969","03","21","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 10 km west of Veadeiros","-47.60931","-14.1167","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983798' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894315","NY00894315_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00894319","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo","R. Callejas Posada","E. P. Heringer","21","1977","09","08","South America","Brazil","Distrito Federal","Brasília","Recor. Picada R-5.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983813' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894319","NY00894319_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00894312","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo","K. Kubitzki","H. S. Irwin","14388","1966","04","05","South America","Brazil","Goiás","Posse","Serra Geral de Goiás, Rio da Prata, ca. 6 km S. of Posse","-46.37","-14.13","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983783' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894312","NY00894312_01","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00894317","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo","K. Kubitzki","H. S. Irwin","26554","1970","02","23","South America","Brazil","Distrito Federal","Brasília","Ca. 10 km E. of Lago Paranoá, DF-6","-47.7274","-15.75885","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983806' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894317","NY00894317_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00894320","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo","J. G. Rohwer","E. P. Heringer","5632","1980","11","04","South America","Brazil","Distrito Federal","Brasília","Bacia do rio São Bartolomeu.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983846' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894320","NY00894320_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00894322","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo","J. G. Rohwer","E. P. Heringer","9081/1275","1962","11","30","South America","Brazil","Distrito Federal","Brasília","Parque do Guará","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983855' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894322","NY00894322_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00894313","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo","K. Kubitzki","H. S. Irwin","14388","1966","04","05","South America","Brazil","Goiás","Posse","Serra Geral de Goiás, Rio da Prata, ca. 6 km S. of Posse","-46.37","-14.13","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983791' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894313","NY00894313_01","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00894329","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo",NA,"E. P. Heringer","16942","1978","05","08","South America","Brazil","Distrito Federal","Brasília","Reserva Ecológica do Roncador.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983880' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894329","NY00894329_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00894314","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo","K. Kubitzki","H. S. Irwin","20895a","1968","02","25","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, at Lapinha, ca. 21 km N. of Sêrro on road (MG 2) to Diamantina.","-43.58","-18.55","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983793' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894314","NY00894314_01","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00894318","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo","K. Kubitzki","G. C. G. Argent","6916","1968","09","11","South America","Brazil","Mato Grosso",NA,"Base Camp (Brejo plot I)","-51.77","-12.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983809' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894318","NY00894318_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00894325","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo",NA,"E. P. Heringer","10568","1965","09","25","South America","Brazil","Goiás",NA,"Rio Corumbá",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2994981' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894325","NY00894325_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00894324","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo","K. Kubitzki","E. P. Heringer","9115/1305","1963","04","18","South America","Brazil","Distrito Federal","Brasília","Vargem Bonita.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983862' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894324","NY00894324_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00894326","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo","K. Kubitzki","E. P. Heringer","10627","1965","10","09","South America","Brazil",NA,NA,"Seminário Católico.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983865' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894326","NY00894326_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00894328","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo","J. G. Rohwer","E. P. Heringer","15271","1976","01","03","South America","Brazil","Goiás","Caldas Novas","Cia Termas do Rio Quente","-48.6247","-17.7419","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983876' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894328","NY00894328_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00894330","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo","R. Callejas Posada","E. P. Heringer","17662","1980","01","20","South America","Brazil","Distrito Federal","Brasília","UnB, Fazenda Água Limpa.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983885' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894330","NY00894330_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00894323","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo","K. Kubitzki","E. P. Heringer","9115/1305","1963","04","18","South America","Brazil","Distrito Federal","Brasília","Vargem Bonita.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983857' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894323","NY00894323_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00894311","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo","B. Teixeira","H. S. Irwin","5969","1964","09","04","South America","Brazil","Distrito Federal","Brasília","Ca. 23 km. S.W. of Brasília on road to Anápolis.","-48.15","-15.93","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983771' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894311","NY00894311_01","700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00894321","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo","J. G. Rohwer","E. P. Heringer","9081/1275","1962","11","30","South America","Brazil","Distrito Federal","Brasília","Parque do Guará","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983851' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894321","NY00894321_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00894327","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo","J. G. Rohwer","E. P. Heringer","15268","1976","01","03","South America","Brazil","Goiás","Caldas Novas","Cia Termas do Rio Quente","-48.6247","-17.7419","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983870' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894327","NY00894327_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00894316","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo","K. Kubitzki","H. S. Irwin","26331","1970","02","08","South America","Brazil","Minas Gerais","Paracatú","Serra da Tiririca, ca. 35 km N.W. of Paracatú","-47.1541","-17.05385","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983802' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894316","NY00894316_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00894331","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo","R. Callejas Posada","E. P. Heringer","17804","1980","05","14","South America","Brazil","Goiás","Caldas Novas","(Termas do Rio Quente)","-48.6247","-17.7419","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983888' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894331","NY00894331_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00894315","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo","K. Kubitzki","H. S. Irwin","24836","1969","03","21","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 10 km west of Veadeiros","-47.60931","-14.1167","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983798' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894315","NY00894315_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00894319","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo","R. Callejas Posada","E. P. Heringer","21","1977","09","08","South America","Brazil","Distrito Federal","Brasília","Recor. Picada R-5.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983813' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894319","NY00894319_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00894312","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo","K. Kubitzki","H. S. Irwin","14388","1966","04","05","South America","Brazil","Goiás","Posse","Serra Geral de Goiás, Rio da Prata, ca. 6 km S. of Posse","-46.37","-14.13","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983783' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894312","NY00894312_01","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00894317","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo","K. Kubitzki","H. S. Irwin","26554","1970","02","23","South America","Brazil","Distrito Federal","Brasília","Ca. 10 km E. of Lago Paranoá, DF-6","-47.7274","-15.75885","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983806' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894317","NY00894317_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-19 15:44:14-03","UNEB","HUNEB","3442","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo-Gil",NA,"Passos, L.A.","43927","1999","03","10",NA,"Brasil","Bahia","Ibicoara","Chapada Diamantina, Faz. Ribeirão da Serra, margem do Rio Sincorá, ca. 2 km a Nordeste da sede.","-41.283333","-13.4",NA,NA,"HUNEB0003442",NA,"900","900","Dicotyledoneae","41W17'","13S24'",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-19 15:44:14-03","UNEB","HUNEB","3442","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo-Gil",NA,"Passos, L.A.","43927","1999","03","10",NA,"Brasil","Bahia","Ibicoara","Chapada Diamantina, Faz. Ribeirão da Serra, margem do Rio Sincorá, ca. 2 km a Nordeste da sede.","-41.283333","-13.4",NA,NA,"HUNEB0003442",NA,"900","900","Dicotyledoneae","41W17'","13S24'",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-02 16:29:00-03","CPAN-UFMS","COR","8565","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo-Gil","Baitello, J. B.","Damasceno-Júnior, G. A.; Nakajima, J. N.; Romero, R. & Pott, V. J.","3025","2001","11","23",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morraria do Acurizal; córrego Chapada ou Tatú Canastra","-57.583333","-17.85",NA,"Árvore, 15 m de altura; dossel da mata Habito: Árvore",NA,NA,"90","90",NA,"57º35'0''W","17º51'0''S","2004","08","09",NA,NA,NA,NA,NA,NA
"46","2021-03-02 16:29:00-03","CPAN-UFMS","COR","8565","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","heringeri","Aniba heringeri","Vattimo-Gil","Baitello, J. B.","Damasceno-Júnior, G. A.; Nakajima, J. N.; Romero, R. & Pott, V. J.","3025","2001","11","23",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morraria do Acurizal; córrego Chapada ou Tatú Canastra","-57.583333","-17.85",NA,"Árvore, 15 m de altura; dossel da mata Habito: Árvore",NA,NA,"90","90",NA,"57º35'0''W","17º51'0''S","2004","08","09",NA,NA,NA,NA,NA,NA
