"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","imagecode","geoFlag","class","order","typeStatus"
"1","2020-05-19 10:29:29-03","UFBA","ALCB","138813","PreservedSpecimen","Plantae","Dicotyledon","Asteraceae","Agrianthus","almasensis","Agrianthus almasensis","D.J.N.Hind","Amorim, VO","523","2017","03","11","Southern America","Brasil","Bahia","Piatã","Gerais de Piatã","-41.836667","-13.123611","-41.836667","-13.123611","1331","1331","Alt. 1,0 Folhas coriáceas concolores. Inflorescencia em capítulos passados. Vegetação gerais.","ALCB070796",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-01 16:22:57-03","UNICAMP","UEC","28011","S","Plantae","Magnoliopsida","Asteraceae","Agrianthus","almasensis","Agrianthus almasensis","D.J.N.Hind","Giulietti, AM; Semir, J; Menezes, NL; Furlan, A; Pirani, JR; Cordeiro, I; et al.","CFCR1281","1981","07","19",NA,"Brazil","Bahia","Barra da Estiva","Brasil, BA. Estrada Ituaçu-Barra da Estiva, a 8km de Barra da Estiva. Morro do Ouro.","-41.3269004821777","-13.6260995864868",NA,NA,NA,NA,"Subarbusto ca. 30cm, capítulos alvos.; Campo rupestre.","UEC029729","Esteves, RL","2006","06","61861","UEC029729","auto",NA,NA,NA
"3","2019-10-07 09:11:02-03","UEFS","HUEFS","66444","PreservedSpecimen","Plantae","Angiospermae","Asteraceae","Agrianthus","almasensis","Agrianthus almasensis","D.J.N.Hind","Harley, R.M.","19699","1977","03","19",NA,"Brasil","Bahia","Rio de Contas","Middle and upper slopes of the Pico das Almas. Ca. 25 km WNW of the Vila do Rio de Contas.","-41.95","-13.55","41W57'0''","13S33'0''","1600","1850","Vegetation with damp flushes, grassland and marsh in some areas","HUEFS0066444",NA,NA,NA,NA,NA,NA,"Asteranae","Asterales","Isótipo"
