"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","scientificNameAuthorship","identifiedBy","verbatimLongitude","verbatimLatitude","yearIdentified","class","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount"
"11","2020-11-04 11:09:34-03","ESALQ","ESA","51973","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Lima, R.A.F.","391.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela permanente - Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666","34059",NA,"plaqueta parcelas permanentes: 9865","ESA051973","ESA051973","auto","Benth.",NA,NA,NA,NA,NA,"400","400",NA,NA,NA,NA,NA
"12","2020-11-04 11:09:34-03","ESALQ","ESA","15101","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Moraes, P.L.R. et al.","926.0","1994","04","22",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334","27904",NA,NA,"ESA015101",NA,"auto","Benth.",NA,NA,NA,"1998",NA,NA,NA,"01","01",NA,NA,NA
"13","2021-01-14 15:29:34-03","MN","R","68553","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lenticellata","Inga lenticellata",NA,NA,"1883",NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Serra dos Órgãos",NA,NA,NA,NA,NA,NA,NA,NA,"Benth.","Rodrigues, I.A.",NA,NA,"1978",NA,NA,NA,"10","05",NA,NA,NA
"14","2021-01-14 15:29:34-03","MN","R","67392","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Vellozo, H.P.",NA,"1943","06","20",NA,"Brasil",NA,"Cumari",NA,"-48.1511001586914","-18.2630996704102","24918",NA,NA,NA,NA,"auto","Benth.","Garcia, F.C.P.",NA,NA,"1999",NA,NA,NA,"02",NA,NA,NA,NA
"15","2016-02-02 14:38:29-02","BGBM","B","B 10 0244189","S","Plantae",NA,NA,"Leguminosae","Inga","lenticellata","Inga lenticellata","A. F. M. Glaziou","4796","1872",NA,NA,"Middle and South America","Brazil",NA,NA,"Rio de Janeiro.",NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100244189 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100244189","B100244189",NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isolectotype",NA,NA
"16","2020-12-20 21:17:27-03","UFV","VIC","929","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Mexia, Y.","s.n.","1930",NA,NA,NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541","13937",NA,NA,"VIC000929","VIC000929","auto","Benth.","Fernandes, J.M.",NA,NA,"2011",NA,NA,NA,"05","17",NA,NA,NA
"17","2020-12-20 21:17:27-03","UFV","VIC","48656A","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Haroldo, Cde Lima","8320","2016","08","03",NA,"Brasil","Minas Gerais","Miguel Pereira","Reserva Biológica do Tinguá",NA,NA,NA,NA,"Árvore de 16 m, tronco de casca lisa DAP ca 40 cm inflorescência eretas, botões esverdeados, flores e cálice e corola alvo esverdeado, estames alvos e gineceu alvo esverdeado, frutos muito jovens esverdeados, freguente, material para D","VIC48656A",NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-21 14:36:34-03","UFJF","CESJ","53732","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","G. Hatschbach; A.C. Cervi; J.M. Silva","57979","1992","10","12","América do Sul","Brasil","Espírito Santo","Domingos Martins","Rod. BR-262, próximo ao Rio Araguaia, Alt.:800 - 900 m.","-40.6591987609863","-20.3633003234863","48150",NA,"Árvore 8m, flores alvaescentes. Mata pluvial, encosta de morro.","CESJ053732",NA,"auto","Benth.","J.M. Fernandes",NA,NA,"2010",NA,NA,NA,"04","29",NA,NA,NA
"19","2019-08-20 10:13:45-03","UNICAMP","UEC","64323","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Correia, CMB","57","1989","09","01",NA,"Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Mun. de Macaé de Cima, Margens do rio Macaé. Próximo ao Hotel Fazenda São João.","-42.05","-22",NA,NA,"Árvore; caule castanho-acinzentado-rugoso. Folhas concolores. Flores com cálice e corola amarelados, estames com filetes brancos e anteras amarelas. Frutos verdes lustrosos.",NA,NA,NA,"Benth.",NA,"-42.05","-22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:30:41-03","UNICAMP","UEC","163641","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Pedroni, F; Belinello, R; Sanchez, M; Laps, RR","1013","1997","04","16",NA,"Brazil","São Paulo","Ubatuba","Picinguaba Morro do Corisco.","-44.8","-23.366667",NA,NA,"Árvore 559 com 12 m de altura, vegetativo.; Mata atlântica de encosta.","UEC092240","UEC092240",NA,"Benth.","Garcia, F","-44.8","-23.366667",NA,NA,"1000","1000",NA,NA,NA,NA,NA
"21","2021-03-01 16:30:41-03","UNICAMP","UEC","172123","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1025","1997","02","06",NA,"Brazil","São Paulo","Ubatuba","Picinguaba. Próximo à trilha do corisco.","-44.8","-23.3",NA,NA,"Árvore 174 com 16 m e altura, vegetativo.; Mata Atlântica de Encosta.","UEC084586","UEC084586",NA,"Benth.","Garcia, F","-44.8","-23.3",NA,NA,"300","300",NA,NA,NA,NA,NA
"22","2021-03-01 16:30:41-03","UNICAMP","UEC","172124","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1020","1997","05","29",NA,"Brazil","São Paulo","Ubatuba","Picinguaba. Próximo à trilha do corisco.","-44.8","-23.3",NA,NA,"Árvore 688 com 8m de altura, vegetativo; Mata Atlântica de Encosta.","UEC084584","UEC084584",NA,"Benth.","Garcia, F","-44.8","-23.3",NA,NA,"1020","1020",NA,NA,NA,NA,NA
"23","2019-08-20 10:13:45-03","UNICAMP","UEC","23357","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Hoehne, FC","s.n.","1932","05","24",NA,"Brazil","São Paulo","Cotia",NA,"-46.9099998474121","-23.6000003814697","23869",NA,"Árvore, flores alvas.",NA,NA,"auto","Benth.","Garcia, FCP",NA,NA,"1999",NA,NA,NA,"08",NA,NA,NA,NA
"24","2019-08-20 10:13:45-03","UNICAMP","UEC","28961","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Martins, FR; Custódio-Filho, A; Dias, AC","12342","1980","11","07",NA,"Brazil","São Paulo","Cunha","Reserva Est de Cunha, Interior da mata.","-44.9599990844727","-23.0699996948242","38855",NA,"Árvore de 15 m.; Botões florais.",NA,NA,"auto","Benth.","Garcia, FCP",NA,NA,"1999",NA,NA,NA,"08",NA,NA,NA,NA
"25","2020-04-27 16:09:54-03","UFES","VIES","32053","S","Plantae",NA,NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Thomaz, L.D.","1128","1993","05","13",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617","23813",NA,NA,"VIES032053","VIES032053","auto","Benth.","Lima, H.C. de",NA,NA,"1995",NA,NA,NA,"06",NA,NA,NA,NA
"26","2020-12-21 16:26:41-03","MBM","MBM","155302","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Hatschbach, G.; Cervi, A.C.; Silva, J.M.; Cervi, A.C.; Silva, J.M.","57979",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Domingos Martins","Rod. BR-262, próximo ao Rio Araguaia","-40.6591987609863","-20.3633003234863","48150",NA,NA,"MBM155302","MBM155302","auto","Benth.","Ribas, O.S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:26:41-03","MBM","MBM","106637","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Martinelli, G.; et al.; et al.","10294",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Magé","Cantro de Primatologia","-43.040599822998","-22.6527996063232","20531",NA,NA,"MBM106637","MBM106637","auto","Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:26:41-03","MBM","MBM","304208","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Lima, H.C. de; et al.; et al.","3724","1989","10","25","Southern America","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima","-42.5311012268066","-22.2819004058838","33190",NA,NA,"MBM304208","MBM304208","auto","Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:26:41-03","MBM","MBM","305523","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Correia, C.M.B.; et al.; et al.","s.n.","1989","09","01","Southern America","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima","-42.5311012268066","-22.2819004058838","33190",NA,NA,"MBM305523","MBM305523","auto","Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:26:41-03","MBM","MBM","69120","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Hoehne, F.C.","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","Cotia","Cotia","-46.9099998474121","-23.6000003814697","23869",NA,NA,"MBM069120","MBM069120","auto","Benth.","Hoehne, F.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:26:41-03","MBM","MBM","248427","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Dias, A.C.","85",NA,NA,NA,"Southern America","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9900016784668","-23.8700008392334","27904",NA,NA,"MBM248427","MBM248427","auto","Benth.","Garcia, F.C.P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:26:41-03","MBM","MBM","69105","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Custodio Filho, A.","278",NA,NA,NA,"Southern America","Brazil","São Paulo","Cunha","Reserva Florestal","-44.9599990844727","-23.0699996948242","38855",NA,NA,"MBM069105","MBM069105","auto","Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-01 15:33:06-03","PUC-RIO","FCAB","7628","PreservedSpecimen","Plantae",NA,"Angiospermae","Fabaceae","Inga","lenticellata","Inga lenticellata","Haroldo C. de Lima; Pablo J.F.P. Rodrigues; Fernanda F. Negreiros; Ivo P.L. de Souza","8320","2016","08","03",NA,"Brasil","Rio de Janeiro","Miguel Pereira","Reserva Biológica do Tinguá., Estrada do Orbel II.","-43.42","-22.546667",NA,NA,"Árvore com 16 m alt. Tronco com casca lisa, DAP 40 cm. Inflorescência erétas; botões esverdeados; flores com cálice e corola alvo-esverdeados, estames alvos e gineceu alvo-esverdeado. Frutos muito jovens esverdeados. Frequente.","FCAB007628",NA,NA,"Benth.","H.C. de Lima","-43.42","-22.546667","2016",NA,"866","866","10","11",NA,NA,NA
"34","2019-11-01 15:28:16-03","PUC-RIO","FCAB","6124","PreservedSpecimen","Plantae",NA,"Angiospermae","Fabaceae","Inga","lenticellata","Inga lenticellata","R.R. Oliveira; A. Solórzano","2497","2003","03","05",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Maciço da Pedra branca, Camorim, Serra do Macaco,","-43.2075004577637","-22.9027996063232","57442",NA,"E em floresta secundária localizada no divisor de drenagem, à altitude de 310m. Indivíduo com DAP = 6cm; altura = 5m.","006124",NA,"auto","Benth.","H.C. Lima",NA,NA,"2003",NA,"310","310","03","12",NA,NA,NA
"35","2015-11-06 14:48:53-02","MNHN","RECOLNAT_MNHN_P","P01818297","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Glaziou, A.",NA,"1867","10","26",NA,"Brésil",NA,NA,"Bord du Rio Parahybuna",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01818297' target='other'> <mi>dwc_moreinfo</mi></a>","P01818297","P01818297_01",NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"syntype","2122",NA
"36","2015-11-06 14:48:54-02","MNHN","RECOLNAT_MNHN_P","P01818298","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Glaziou, A.",NA,"1871","7","24",NA,"Brésil",NA,NA,"Province de Rio de Janeiro : Quinta",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01818298' target='other'> <mi>dwc_moreinfo</mi></a>","P01818298","P01818298_01",NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"syntype","4796",NA
"37","2020-12-11 11:36:04-03","UFMG","BHCB","24416","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","lenticellata","Inga lenticellata",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-11 11:36:04-03","UFMG","BHCB","24418","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","lenticellata","Inga lenticellata",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:36:04-03","UFMG","BHCB","24522","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","lenticellata","Inga lenticellata",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-11 17:19:01-03","UFPR","UPCB","20666","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Hatschbach, G.","57979","1992","10","12",NA,"Brasil","Espírito Santo","Domingos Martins","BLOQUEADO",NA,NA,NA,NA,"Árvore 8m, flores alvescentes. Mata pluvial da encosta do morro. Alt. 800-900m..",NA,NA,NA,"Benth.","Garcia, F.C.P.","9999","9999","1999",NA,NA,NA,"02",NA,NA,NA,NA
"41","2020-07-07 15:18:00-03","MO","MOBOT","101203206","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Auguste F.M. Glaziou","Glaziou 4796","1872","3",NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isolectotype",NA,"1"
"42","2012-02-24 09:32:00-02","MO","MOBOT","2892138","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Benedito V. Rabelo","Rabelo 3169","1985","1","4","South America","Brazil","Amapá",NA,"Municipio de Macapá, vicinity of Serra do Navio, 3 km NNW of the Village of Serra do Navio on road to Água Branca. Non-inundated moist forest.","-52.06666","1.05",NA,NA,NA,NA,NA,NA,"Benth.","Carolina Romero (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","2900863","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","C.M.B. Correia","Correia 57","1989","9","1","South America","Brazil","Rio de Janeiro",NA,"Nova Friburgo, Reserva Ecológica Municipal de Macaé de Cima, Margens do rio Macae.","-42.05","-22",NA,NA,NA,NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2009-07-27 09:37:00-03","MO","MOBOT","2900926","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Auguste F.M. Glaziou","Glaziou 9402","1879","4","28","South America","Brazil","Rio de Janeiro",NA,"Coecorado et Floresta de Tijuca.",NA,NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2009-07-27 09:31:00-03","MO","MOBOT","2900938","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Auguste F.M. Glaziou","Glaziou 2122","1861",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benth.","L.R.Roduges 79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-10 04:40:00-03","MO","MOBOT","2901097","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","H. C. de Lima","Lima 3815","1990","6","3","South America","Brazil","Rio de Janeiro",NA,"Nova Friburgo, Reserva Ecológica Municipal de Macaé de Cima, Estrada p/Sitio Sophronites.","-42.05","-22",NA,NA,NA,NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA
"47","2020-07-10 09:47:00-03","MBML","MBML-HERBARIO","7443",NA,"Plantae",NA,NA,"Leguminosae Mimosoideae","Inga","lenticellata","Inga lenticellata","L. D. Thomaz","1128","1993","05","13",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,"Altura 16m, PAP 33cm, caule interno creme.","MBML007443","MBML007443",NA,"Benth.","Haroldo Lima/junho-1995","40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2017-11-24 14:10:52-02","UFLA","ESAL","1093","S","Plantae",NA,NA,"Fabaceae","Inga","lenticellata","Inga lenticellata","Hoehne, FC","29.672",NA,NA,NA,NA,"Brasil","São Paulo","Cotia",NA,"-46.9099998474121","-23.6000003814697","23869",NA,"árvore; ; alva;",NA,NA,"auto","Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-09-12 05:00:02-03","US","US","1743826","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Inga","lenticellata","Inga lenticellata","F. C. Hoehne","29672","1932","5","24","South America - Neotropics","Brazil","São Paulo",NA,"Cotia",NA,NA,NA,NA,NA,"US02188293","US02188293_01",NA,"Benth.",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"50","2020-09-12 05:00:02-03","US","US","1740050","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Inga","lenticellata","Inga lenticellata","F. C. Hoehne","29672","1932","5","24","South America - Neotropics","Brazil","São Paulo",NA,"Cotia",NA,NA,NA,NA,NA,"US02188292","US02188292_01",NA,"Benth.",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"51","2020-09-12 05:00:02-03","US","US","2405462","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Inga","lenticellata","Inga lenticellata","A. F. M. Glaziou","9402","1879","4","28","South America","Brazil",NA,NA,"Province de Bresil",NA,NA,NA,NA,NA,"US02188294","US02188294_01",NA,"Benth.",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"52","2019-11-13 11:22:25-03","USP","SPF","138597","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Inga","lenticellata","Inga lenticellata","Custódio-Filho, A","278","1980","07","07",NA,"Brasil","São Paulo","Cunha",NA,"-44.933333","-23.25",NA,NA,NA,"SPF00138597",NA,NA,"Benth.","Garcia, FCP","-44.933333","-23.25","1999",NA,"1200","1200","02",NA,NA,NA,NA
"53","2019-11-13 11:22:25-03","USP","SPF","147725","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Inga","lenticellata","Inga lenticellata","Hoehne, FC","s.n.","1932","05","24",NA,"Brasil","São Paulo","Cotia",NA,"-46.9099998474121","-23.6000003814697","23869",NA,NA,"SPF00147725",NA,"auto","Benth.","Pennington, TD",NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-11-13 11:22:25-03","USP","SPF","17772","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Inga","lenticellata","Inga lenticellata","Hoehne, FC","246","1932","05","24",NA,"Brasil","São Paulo","Cotia",NA,"-46.9099998474121","-23.6000003814697","23869",NA,NA,"SPF00017772",NA,"auto","Benth.","Fernandes, JM",NA,NA,"2010",NA,NA,NA,"11",NA,NA,NA,NA
"55","2020-05-08 11:10:27-03","UEFS","HUEFS","8354","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","lenticellata","Inga lenticellata","Queiroz, L.P.de","1920","1987","10","11",NA,"Brasil","Bahia","Palmeiras",NA,"-41.45","-12.6",NA,NA,NA,"HUEFS0008354","HUEFS0008354",NA,"Benth.","F.C.P.Garcia","41W27'","12S36'","1999","Rosanae","1200","1200","02",NA,NA,NA,NA
