"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","scientificNameAuthorship","identifiedBy","recordNumber","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","continentOcean","individualCount","class","order"
"52","2020-12-11 11:37:00-03","UFMG","BHCB","167356","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Miranda, E; Tomich, S; Machado, TM; Souza, FS","2013","02","26","Brasil","Minas Gerais","Nova Lima","Mina Capitão do Mato, Litotipo: Canga rica e talus de hematita: canga de alto teor com calhaus de hematita soltos ou cimentados.","-43.901944","-20.110556","-43.901944","-20.110556",NA,NA,"Dicotyledon","Kosterm.",NA,"736",NA,NA,"1376","1376","Arbustivo em Campo Rupestre Ferruginoso Arbustivo. Projeto Lacunas do Conhecimento.","2014","04",NA,"Southern America",NA,NA,NA
"53","2020-12-11 11:37:00-03","UFMG","BHCB","167926","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Miranda, E; Tomich, S; Machado, TM; Souza, FS","2013","04","02","Brasil","Minas Gerais","Nova Lima","Mina Capitão do Mato, Litotipo: Cobertura detrito-laterítica: solo laterítico residual, material areno-arginoso, concreções ferruginosas e fragmentos de quartzo.","-43.891111","-20.105278","-43.891111","-20.105278",NA,NA,"Dicotyledon","Kosterm.",NA,"97",NA,NA,"1222","1222","Arbusto em Campo Cerrado Ferruginoso, frutos imaturos verdes. Projeto Lacunas do Conhecimento.","2014","04",NA,"Southern America",NA,NA,NA
"54","2020-12-11 11:37:00-03","UFMG","BHCB","176703","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2015","06","16","Brasil","Minas Gerais","Congonhas","RPPN Poço Fundo","-43.905833","-20.445833","-43.905833","-20.445833",NA,NA,"Dicotyledon","Kosterm.",NA,"2374",NA,NA,NA,NA,"Arbusto; ca. 2,2m alt; raque da inflorescência e cúpula vermelhas; frutos imaturos verdes .; Campo Rupestre Quartzítico","2016","06",NA,"Southern America",NA,NA,NA
"55","2020-12-11 11:37:00-03","UFMG","BHCB","178641","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Paiva, JAM; Tomich, S; Nascimento, L","2015","08","19","Brasil","Minas Gerais","Itabirito","RPPN Cata Branca","-43.848611","-20.228611","-43.848611","-20.228611",NA,NA,"Dicotyledon","Kosterm.",NA,"640",NA,NA,NA,NA,"Arvoreta; ca. 2,0m alt; frutos imaturos verdes.; Campo Rupestre Quartzítico","2016","06",NA,"Southern America",NA,NA,NA
"56","2020-12-11 11:37:00-03","UFMG","BHCB","184899","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Rezende, SG; Justo, AG","2015","04","17","Brasil","Minas Gerais","Nova Lima","Região do Condomínio Vale do Sol, Próximo a estação Ecológica de Fechos","-43.958056","-20.076944","-43.958056","-20.076944","BHCB184899",NA,"Dicotyledon","Kosterm.",NA,"5559",NA,NA,"1285","1320","Herbáceo; Cerrado rupestre",NA,NA,NA,"Southern America",NA,NA,NA
"57","2020-12-11 11:37:00-03","UFMG","BHCB","186669","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Gontijo, FD; Tameirão Neto, E","2016","03","15","Brasil","Minas Gerais","Mariana",NA,"-43.428056","-20.159444","-43.428056","-20.159444","BHCB186669",NA,"Dicotyledon","Kosterm.",NA,"1045",NA,NA,"922","922","Campo Rupestre sobre Formação Ferrífera",NA,NA,NA,"Southern America",NA,NA,NA
"58","2020-12-11 11:37:00-03","UFMG","BHCB","186706","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Vidal, CV","2016","07","21","Brasil","Minas Gerais","Mariana",NA,"-43.429722","-20.159722","-43.429722","-20.159722","BHCB186706",NA,"Dicotyledon","Kosterm.",NA,"s.n.",NA,NA,"930","930","Campo Rupestre sobre Formação Ferrífera","2016","08","24","Southern America",NA,NA,NA
"59","2020-12-11 11:37:00-03","UFMG","BHCB","190023","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Quaresma, AS","2018","01","07","Brasil","Minas Gerais","Itabirito","BR 040, Às margens da rodovia BR 040, sentido Belo Horizonte #?# Congonhas, próximo ao km 580, ao lado direito da rodovia. Coordenadas aproximadas","-43.965278","-20.2475","-43.965278","-20.2475","BHCB190023",NA,"Dicotyledon","Kosterm.",NA,"723",NA,NA,NA,NA,NA,"2018","01","17","Southern America",NA,NA,NA
"60","2020-12-11 11:37:00-03","UFMG","BHCB","195846","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Rezende, SG","2019","02","19","Brasil","Minas Gerais","Catas Altas","Morro da Água Quente, Mina de Tamanduá","-43.4175","-20.135","-43.4175","-20.135","BHCB195846",NA,"Dicotyledon","Kosterm.",NA,"6515",NA,NA,"905","980","Arbusto; Campo rupestre sobre canga",NA,NA,NA,"Southern America",NA,NA,NA
"61","2020-12-11 11:37:00-03","UFMG","BHCB","197225","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Vidal, CV; Wardil, MV","2018","08","07","Brasil","Minas Gerais","Mariana",NA,"-43.484","-20.154917","-43.484","-20.154917","BHCB197225",NA,"Dicotyledon","Kosterm.",NA,"s.n.",NA,NA,"1098","1098","Arbusto; Campo rupestre ferruginoso","2019","02",NA,"Southern America",NA,NA,NA
"62","2020-12-11 11:37:00-03","UFMG","BHCB","197308","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Vidal, CV","2018","11","07","Brasil","Minas Gerais","Mariana",NA,"-43.498583","-20.150611","-43.498583","-20.150611","BHCB197308",NA,"Dicotyledon","Kosterm.",NA,"s.n.",NA,NA,"1164","1164","Arbusto; Campo rupestre ferruginoso","2019","02",NA,"Southern America",NA,NA,NA
"63","2020-12-11 11:37:00-03","UFMG","BHCB","42119","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon","Kosterm.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-11 11:37:00-03","UFMG","BHCB","68549","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Lemos, JP","2002","01","10","Brasil","Minas Gerais","Barão de Cocais","Pilha do Cavalo. Mina Brucutu - CVRD.",NA,"-19.885556",NA,"-19.885556",NA,NA,"Dicotyledon","Kosterm.",NA,"s.n.",NA,NA,NA,NA,"Arbóreo com 1m de altura, em canga couraçada. Perianto amarelo.",NA,NA,NA,"Southern America",NA,NA,NA
"65","2020-12-11 11:37:00-03","UFMG","BHCB","68821","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Oliveira, AM; Stehmann, JR","2002","01","31","Brasil","Minas Gerais","Barão de Cocais","Pilha do Cavalo. Mina Brucutu - CVRD.",NA,"-19.885556",NA,"-19.885556",NA,NA,"Dicotyledon","Kosterm.",NA,"26",NA,NA,NA,NA,"Arbóreo, com 1m de altura, em canga couraçada; perianto amarelo.",NA,NA,NA,"Southern America",NA,NA,NA
"66","2020-12-11 11:37:00-03","UFMG","BHCB","73757","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Viana, PL","2001","07","03","Brasil","Minas Gerais","Brumadinho","Retiro das Pedras","-43.983611","-20.093056","-43.983611","-20.093056",NA,NA,"Dicotyledon","Kosterm.",NA,"103",NA,NA,"1400","1400","Arbusto 1,3 m",NA,NA,NA,"Southern America",NA,NA,NA
"67","2020-12-11 11:37:00-03","UFMG","BHCB","8020","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Grandi, TSM; et al.","1985","09","28","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.666667","-19.816667","-43.666667","-19.816667",NA,NA,"Dicotyledon","Kosterm.",NA,"s.n.",NA,NA,NA,NA,"Campo;arbusto;",NA,NA,NA,"Southern America",NA,NA,NA
"68","2020-12-11 11:37:00-03","UFMG","BHCB","831","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Schwacke, CAW","1904",NA,NA,"Brasil","Minas Gerais",NA,"Serra do Curral d'El Rey.",NA,NA,NA,NA,NA,NA,"Dicotyledon","Kosterm.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"69","2020-12-11 11:37:00-03","UFMG","BHCB","74892","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Tameirão Neto, E",NA,NA,NA,"Brasil","Minas Gerais","Nova Lima","Mina do Capão Xavier.","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,"Dicotyledon","Kosterm.",NA,"3412","29211","auto",NA,NA,"Campo Rupestre sobre canga laterítica, arbustivo",NA,NA,NA,"Southern America",NA,NA,NA
"70","2020-12-11 11:37:00-03","UFMG","BHCB","188270","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Torres, DM","2015","03","10","Brasil","Minas Gerais","Brumadinho","Monumento Natural Municipal Serra da Calçada","-44.1996994018555","-20.1432991027832",NA,NA,"BHCB188270",NA,"Dicotyledon","Kosterm.",NA,"s.n.","26639","auto",NA,NA,"Arbustiva; Campo Rupestre Ferruginoso",NA,NA,NA,"Southern America",NA,NA,NA
"71","2020-12-11 11:37:00-03","UFMG","BHCB","26354","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum",NA,NA,NA,NA,"Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,"Dicotyledon","Kosterm.",NA,"s.n.","20553","auto",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"72","2020-12-11 11:37:00-03","UFMG","BHCB","52079","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Stehmann, JR; Morais, PO","2000","06","07","Brasil","Minas Gerais","Brumadinho","Retiro das Pedras","-44.1996994018555","-20.1432991027832",NA,NA,"BHCB002337","BHCB002337","Dicotyledon","Kosterm.",NA,"2639","26639","auto",NA,NA,"Arbusto, ca de 1m de altura; em campo sobre canga; flores amareladas, frutos imaturos verdes.",NA,NA,NA,"Southern America",NA,NA,NA
"73","2020-12-11 11:37:00-03","UFMG","BHCB","60061","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Brina, AE","2000","08","15","Brasil","Minas Gerais","Mariana","Samarco","-43.4160995483398","-20.377799987793",NA,NA,"BHCB046358",NA,"Dicotyledon","Kosterm.",NA,"s.n.","33524","auto",NA,NA,"campo rupestre","2008","12",NA,"Southern America",NA,NA,NA
"74","2020-12-11 11:37:00-03","UFMG","BHCB","60059","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Brina, AE","2000","08","15","Brasil","Minas Gerais","Mariana","Samarco","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"Dicotyledon","Kosterm.",NA,"s.n.","33524","auto",NA,NA,"campo rupestre",NA,NA,NA,"Southern America",NA,NA,NA
"75","2020-12-11 11:37:00-03","UFMG","BHCB","53504","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Teixeira, WA",NA,NA,NA,"Brasil","Minas Gerais","Barão de Cocais","Serra Dois Irmãos.","-43.4872016906738","-19.94580078125",NA,NA,NA,NA,"Dicotyledon","Kosterm.",NA,"s.n.","21378","auto",NA,NA,"Sobre canga. Arbustivo, frutos imaturos verdes",NA,NA,NA,"Southern America",NA,NA,NA
"76","2020-12-11 11:37:00-03","UFMG","BHCB","67593","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Barreto, HLM","1937","04","25","Brasil","Minas Gerais","Belo Horizonte","Serra do Taquaril","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Dicotyledon","Kosterm.",NA,"7466","17082","auto",NA,NA,"Campo. Pouco frequente. Arbusto, 1m",NA,NA,NA,"Southern America",NA,NA,NA
"77","2008-05-27 22:02:00-03","MO","MOBOT","2159584","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","ROTH","1955","3","12","Brazil","Minas Gerais",NA,"Bleo Horizonte - Serra do Curral. Do cerrado e capoeira.",NA,NA,NA,NA,NA,NA,NA,"Kosterm.","H. van der Werff (MO)","ROTH 16652",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA
"78","2010-01-29 09:23:00-02","MO","MOBOT","1068840","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Francisco G. Lorea H.","1995","1","24","Brazil","Minas Gerais",NA,"Serra de Piedade, ca. 6-7 km ao NE de Belo Horizonte. Campo rupestre.",NA,NA,NA,NA,NA,NA,NA,"Kosterm.","Francisco G. Lorea-Hernández","Lorea-Hernández 5589",NA,NA,"1580.00000000",NA,NA,NA,NA,NA,"South America","1",NA,NA
"79","2008-05-27 22:02:00-03","MO","MOBOT","1875983","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","A.E. Brina","2000","8","15","Brazil","Minas Gerais",NA,"Mariana; área da SAMARCO. Campo rupestre.",NA,NA,NA,NA,NA,NA,NA,"Kosterm.","H. van der Werff (MO)","Brina s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA
"80","2008-05-27 22:02:00-03","MO","MOBOT","1875989","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","W.A. Teixeira","2000","6","17","Brazil","Minas Gerais",NA,"Barão de Cocais, Serra Dois Irmãos. Sobre canga.",NA,NA,NA,NA,NA,NA,NA,"Kosterm.","H. van der Werff (MO)","Teixeira s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA
"81","2008-05-27 22:02:00-03","MO","MOBOT","1875994","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","STEHMANN","2000","6","7","Brazil","Minas Gerais",NA,"Brumadinho: Retiro das Pedras. Em campo sobre canga.",NA,NA,NA,NA,NA,NA,NA,"Kosterm.","H. van der Werff (MO)","STEHMANN 2639",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA
"82","2015-08-13 05:50:00-03","MO","MOBOT","1875999","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Howard S. Irwin|R.M. Harley|Eunice Onishi","1971","1","15","Brazil","Minas Gerais",NA,"Serra do Espinhaço. Upper shrub-covered slopes of Serra da Piedade, with iron-rich rocks and gravel, the soil restricted to crevices and pockets, ca. 35km E. of Belo Horizonte, near BR-31.",NA,NA,NA,NA,NA,NA,NA,"Kosterm.","F.G. Lorea-Hernández (MO)","Irwin 30400",NA,NA,"1850.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA
"83","2012-08-18 05:19:00-03","MO","MOBOT","1876008","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","João Murça Pires","1964","6","18","Brazil","Minas Gerais",NA,"Itabirito, 40 km. SE de Belo Horizonte. Cerrado. Solo vermelho.",NA,NA,NA,NA,NA,NA,NA,"Kosterm.","F.G. Lorea-Hernández (MO)","Pires 57929",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA
"84","2008-05-27 22:02:00-03","MO","MOBOT","1876014","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Pedro I.S. Braga","1971","6","10","Brazil","Minas Gerais",NA,"Estrada Río Belo Horizonte, antes da entrada para Ouro Preto. (Mata de transição para cerrado.)",NA,NA,NA,NA,NA,NA,NA,"Kosterm.","F.G. Lorea-Hernández (MO)","Braga 2293",NA,NA,"750.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA
"85","2013-11-18 12:42:00-02","MO","MOBOT","967792","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Francisco G. Lorea H.|W.A. Teixeira","1995","1","21","Brazil","Minas Gerais",NA,"Retiro das pedras, ca. 3 km ao S de Belo Horizonte. Cerrado-Campo rupestre, muito alterado.",NA,NA,NA,NA,NA,NA,NA,"Kosterm.","Francisco G. Lorea-Hernández","Lorea-Hernández 5585",NA,NA,"1400.00000000",NA,NA,NA,NA,NA,"South America","1",NA,NA
"86","2018-10-09 16:31:33-03","UFLA","ESAL","24488","S","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Badini, J","1973","01","20","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kosterm.","Moraes, P","s.n.",NA,NA,NA,NA,"Doação OUPR 18; Arbusto. Flores amarelas. Capão de mata.","2001","11","28",NA,NA,NA,NA
"87","2018-10-09 16:31:33-03","UFLA","ESAL","24490","S","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Messias, MCTB","2007","05","04","Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira, Samarco, Alegria 7","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"Kosterm.","Moraes, P","1291","44599","auto",NA,NA,"Doação OUPR 20; Arbusto 1.3m. Em botões florais.; Campo rupestre","2011","12","13",NA,NA,NA,NA
"88","2015-03-07 08:32:39-03","F","FMNH-SEEDPLANTS","V0151874F","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum",NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0151874F","V0151874F_01","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"Dicotyledoneae",NA
"89","2015-03-07 08:30:45-03","F","FMNH-SEEDPLANTS","V0151875F","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum",NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0151875F",NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"Dicotyledoneae",NA
"90","2020-11-12 17:00:37-03","UEL","FUEL","23479","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Lorea, FG","1995","01","21","Brasil","Minas Gerais","Retiro das Pedras","3km ao sul de Belo Horizonte",NA,NA,NA,NA,"FUEL006375",NA,"Tracheophyta","Kosterm.",NA,"5585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laurales"
"91","2019-11-01 15:01:56-03","UnB","UB","133369","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Roth, L","1955","03","12","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Dicotyledoneae","(Meisn.) Kosterm.","Moraes, PLR","16652","17082","auto",NA,NA,"Flor branco-amarelada.; Arbusto.; Cerrado","2010","06",NA,"Southern America",NA,NA,NA
"92","2019-11-01 15:01:56-03","UnB","UB","133371","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Krieger, L","1955","03","12","Brasil","Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Dicotyledoneae","(Meisn.) Kosterm.","Lorea-Hernández, FG","16652","17082","auto",NA,NA,"Flores branco-amareladas.; Arbusto.; Cerrado e capoeira","1995",NA,NA,"Southern America",NA,NA,NA
"93","2019-11-01 15:01:56-03","UnB","UB","133372","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Magalhães, M","1958","05","26","Brasil","Minas Gerais","Brumadinho","Serra Rola Moça","-44.1996994018555","-20.1432991027832",NA,NA,NA,NA,"Dicotyledoneae","(Meisn.) Kosterm.","Lorea-Hernández, FG","s.n.","26639","auto",NA,NA,NA,"1995",NA,NA,"Southern America",NA,NA,NA
"94","2019-11-01 15:01:56-03","UnB","UB","133370","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Krieger, L","1971","06","10","Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,NA,"Dicotyledoneae","(Meisn.) Kosterm.","Lorea-Hernández, FG","10618","20553","auto",NA,NA,"Com frutos.; Subarbusto.","1995",NA,NA,"Southern America",NA,NA,NA
"95","2019-05-06 11:58:23-03","UFU","HUFU","76634","S","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Vidal, C.V.","2016","07","21","Brasil","Minas Gerais","Mariana",NA,"-43.429722","-20.159722","-43.429722","-20.159722","HUFU00074563","HUFU00074563",NA,"Kosterm.","Vidal, C.V.","s.n.",NA,NA,"930","930","Campo Rupestre sobre Formação Ferrífera.","2016","08","24",NA,NA,NA,NA
"96","2021-03-04 15:43:52-03","IF","SPSF","18770","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","F.G.Lorea","1995","01","24","Brasil","MG","Belo Horizonte","ca.6-7 km da cidade","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"5589","17082","auto",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Serra da Piedade&nf;;",NA,NA,NA,"América do Sul",NA,"Magnoliopsida","Laurales"
"97","2021-03-04 15:43:52-03","IF","SPSF","18776","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","F.G.Lorea","1995","01","21","Brasil","MG","Belo Horizonte","cerrado/campo rupestre","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"5585","17082","auto",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: bastante alterado&nf;;",NA,NA,NA,"América do Sul",NA,"Magnoliopsida","Laurales"
"98","2021-03-04 15:43:52-03","IF","SPSF","19053","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","W.A.Teixeira","1995","02","01","Brasil","MG","Itabirito","cerrado","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"20553","auto",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"América do Sul",NA,"Magnoliopsida","Laurales"
"99","2019-11-21 10:07:18-03","IBt","SP","327307","S","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Rapini, A; et al.","1997","05","27","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.674167","-19.8175","-43.674167","-19.8175","SP054411","SP054411",NA,"Kosterm.","Baitello, JB","323",NA,NA,"1620","1620",NA,"1999","08","24",NA,NA,NA,NA
