"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","fieldNumber","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","individualCount","class","previousCatalogNumber","sex"
"11","2019-08-20 10:01:01-03","UNICAMP","UEC","110411","S","Plantae","Liliopsida",NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","Pansarin, ER","Pansarin, ER","557","1999","11","01",NA,"Brazil","São Paulo","Serra do Japi, Sentido Eloy Chaves, próximo a represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"UEC007508","UEC007508","Jundiaí","17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-21 16:38:49-03","MBM","MBM","53574","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.) Schltr.","Pabst, G.","Hatschbach, G.","39113","1976","10","10","Southern America","Brazil","Minas Gerais","Alvorada do Norte",NA,NA,NA,NA,NA,NA,"MBM053574","MBM053574","Alvorada do Norte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:38:49-03","MBM","MBM","50067","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.) Schltr.","Brade, A.C.","Macedo, A.","1342","1948","11","10","Southern America","Brazil","Minas Gerais","Minas","-49.4650001525879","-18.968900680542",NA,NA,NA,NA,"MBM050067","MBM050067","Ituiutaba","50022","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2015-09-03 19:38:54-03","MNHN","RECOLNAT_MNHN_P","P00345647","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","Correa","Claussen, P.",NA,"1838",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345647' target='other'> <mi>dwc_moreinfo</mi></a>","P00345647","P00345647_01 P00345647_02",NA,NA,NA,NA,NA,"391",NA,NA,NA,NA,NA,NA,NA,NA
"15","2017-04-24 15:50:53-03","MNHN","RECOLNAT_MNHN_P","P00345648","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","Batista","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,"Olho d'Agoa. Province de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345648' target='other'> <mi>dwc_moreinfo</mi></a>","P00345648","P00345648_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2004-08-09 17:42:38-03","MNHN","RECOLNAT_MNHN_P","P00345649","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","Batista","Glaziou, A.",NA,"1894","11","4",NA,"Brésil",NA,"Rio Gama, dans les campos pierreux",NA,NA,NA,NA,"hb","Donné par se fille, Mme Simart, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345649' target='other'> <mi>dwc_moreinfo</mi></a>","P00345649","P00345649_01",NA,NA,NA,NA,NA,"22162 a",NA,NA,NA,NA,NA,NA,NA,NA
"17","2015-09-04 15:19:56-03","MNHN","RECOLNAT_MNHN_P","P00345650","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","Batista","Regnell, A.F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"hb","Donné par sa fille, Mme Simart, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345650' target='other'> <mi>dwc_moreinfo</mi></a>","P00345650","P00345650_01",NA,NA,NA,NA,NA,"III 1198",NA,NA,NA,NA,NA,NA,NA,NA
"18","2015-09-03 19:55:31-03","MNHN","RECOLNAT_MNHN_P","P00345651","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","Batista",NA,NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"hb","Donné par sa fille, Mme Simart, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345651' target='other'> <mi>dwc_moreinfo</mi></a>","P00345651","P00345651_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2015-09-03 19:37:36-03","MNHN","RECOLNAT_MNHN_P","P00345652","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","Batista","Weddell, H.A.",NA,"1844",NA,NA,NA,"Brésil",NA,"Sertao d'Amaroleité",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345652' target='other'> <mi>dwc_moreinfo</mi></a>","P00345652","P00345652_01",NA,NA,NA,NA,NA,"2835",NA,NA,NA,NA,NA,NA,NA,NA
"20","2015-09-04 12:19:19-03","MNHN","RECOLNAT_MNHN_P","P00345653","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","Batista","Weddell, H.A.",NA,"1844",NA,NA,NA,"Brésil",NA,"Sertao d'Amaroleité",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345653' target='other'> <mi>dwc_moreinfo</mi></a>","P00345653","P00345653_01",NA,NA,NA,NA,NA,"2835",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-10-01 14:26:08-03","JBB","HEPH","6886","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","Meneguzzo, TEC","Salles, AEH","1515","1989","10","16","Southern America","Brasil","Distrito Federal","Margem do Vicente Pires no Zoológico","-47.9296989440918","-15.7797002792358",NA,NA,NA,"A maioria dos exemplares dessa espécie parece não abrirem totalmente as flores",NA,NA,"Brasília","70570","auto","2009","12",NA,"20",NA,NA,NA,NA,NA,NA,NA
"22","2018-07-16 13:44:25-03","JBB","HEPH","6828","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","Meneguzzo, TEC","Bianchetti, LB","1507","1989","10","22","Southern America","Brasil","Distrito Federal","Margem do Vicente Pires no Zoológico","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"Brasília","70570","auto","2009","12",NA,"20",NA,NA,NA,NA,NA,NA,NA
"23","2020-10-01 14:26:08-03","JBB","HEPH","6733","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","Buzatto, CR","Salles, AEH","1411","1989","10","21","Southern America","Brasil","Minas Gerais","Rio em Entre Ribeiros a 80km de Paracatu","-46.874698638916","-17.2222003936768",NA,NA,NA,NA,NA,NA,"Paracatu","72344","auto","2014","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-10-01 14:26:08-03","JBB","HEPH","17258","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","Buzatto, CR","Rodrigues Júnior, CE","1514","2001","11","01","Southern America","Brasil","Tocantins",NA,"-47.9721984863281","-9.95166969299316",NA,NA,NA,"Jardim Botânico de Brasília Viveiro BAG ORQ 64",NA,NA,"Aparecida do Rio Negro","29366","auto","2014","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-19 17:59:23-03","UFMG","BHCB","195236","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb) Schltr.",NA,"Batista, JAN","3463","2017","10","20","Southern America","Brasil","Distrito Federal","Núcleo Bandeirante, Santuário Ecológico do Riacho Fundo","-47.95575","-15.872472","1038","1038",NA,"A partir de material coletado no local em 12/11/2011 e mantido em cultivo na UFMG em Belo Horizonte. 1o Floração em culitvo. Botões começaram a secar antes da abertura de modo que as flores não se abriram.; Erva terrestre.; Em campo s","BHCB195236",NA,"Região Administrativa VIII",NA,NA,"2017","10",NA,"20","-47.95575","-15.872472",NA,NA,NA,NA,NA
"26","2020-12-11 11:44:51-03","UFMG","BHCB","85937","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb) Schltr.",NA,"Mota, RC da; et al.","2171","2003","10","24","Southern America","Brasil","Minas Gerais","Reserva Ambiental de Furados","-43.850167","-15.203722",NA,NA,NA,"Erva terrestre coletada em caatinga arbórea; flores cremes.",NA,NA,"Jaíba",NA,NA,NA,NA,NA,NA,"-43.850167","-15.203722",NA,NA,NA,NA,NA
"27","2020-12-11 11:44:51-03","UFMG","BHCB","42351","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb) Schltr.",NA,"Cordovil-Silva, SP; et al.","128","1992","10","08","Southern America","Brasil","Goiás","Fazenda Aranha a 8km do Córrego Castelão.","-49.1408004760742","-14.5247001647949",NA,NA,NA,"Cerrado alterado pelo fogo. Solo argiloso com afloramento calcareo. Botoes florais verdes.",NA,NA,"Uruaçu","80860","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-10-03 15:56:00-03","MO","MOBOT","101157382","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb. f.) Schltr.",NA,"Peter Clausen","Clausen 391","1838",NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lectotype","1",NA,NA,NA
"29","2019-10-03 15:59:00-03","MO","MOBOT","101157383","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb. f.) Schltr.",NA,"Émile Hassler","Hassler 8265","1901",NA,NA,"South America","Paraguay","Amambay","Río Apa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lectotype","1",NA,NA,NA
"30","2019-10-03 16:02:00-03","MO","MOBOT","101157386","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb. f.) Schltr.",NA,"C.W.H. Mosen","Mosén 4419","1895","10","20","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lectotype","1",NA,NA,NA
"31","2019-10-03 16:03:00-03","MO","MOBOT","101157387","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb. f.) Schltr.",NA,"Erik L. Ekman","Ekman 425","1908","1","30","South America","Argentina","Misiones","Posadas, Loreto.",NA,NA,NA,NA,NA,NA,NA,NA,"San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,"Lectotype","1",NA,NA,NA
"32","2013-12-03 16:10:00-02","MO","MOBOT","2844940","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb. f.) Schltr.","G. Carnevali","Augustus Fendler","Fendler 1403",NA,NA,NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2011-06-21 11:39:00-03","MO","MOBOT","3585254","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stenorrhynchos","macranthum","Stenorrhynchos macranthum","(Rchb. f.) Cogn.","Foster's 1958 catalog notes file","Martín Cárdenas","Cárdenas Hermosa 2918",NA,NA,NA,"South America","Bolivia","Santa Cruz","Ipias (between San José and Roboré)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-08-31 09:19:47-03","INPA","INPA","74953","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","Buzatto, CR","Macêdo, M","408","1976","11","30","Southern America","Brasil","Mato Grosso","Instituto Linguístico, Próximo ao Instituto Linguístico, córrego fundo.","-56","-15.6",NA,NA,NA,NA,"INPA0074953","INPA0074953 INPA0074953_e INPA0074953_e1","Cuiabá",NA,NA,"2014","05",NA,NA,"-56","-15.6",NA,NA,NA,NA,NA
"35","2020-09-12 05:00:02-03","US","US","2025594","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha",NA,NA,"A. Macedo","2667","1950","10","28","South America - Neotropics","Brazil","Goiás",NA,"-50.9281005859375","-17.7980995178223",NA,NA,NA,NA,"US00015844","US00015844_01","Rio Verde","96378","auto",NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA,NA
"36","2020-09-02 16:35:22-03","Cenargen","CEN","19643","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","L. B. Bianchetti","Sebastião Pinheiro Cordovil da Silva","63","1992","10","06",NA,"Brasil","GO","FAZENDA MACACO; MARGEM ESQUERDA DO CORREGO VERMELHO",NA,NA,"480","480","Exsicatas","CALICE VERDE; PETALAS BRANCAS COM APICE AMARELADO; LABELOS BRANCOS COM MANCHAS AMARELAS.","CEN00019643","CEN00019643","URUACU",NA,NA,"1992","10",NA,NA,NA,NA,NA,"4",NA,NA,NA
"37","2020-09-02 16:35:22-03","Cenargen","CEN","19707","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","L. B. Bianchetti","Sebastião Pinheiro Cordovil da Silva","128","1992","10","08",NA,"Brasil","GO","Fazenda Aranha a 8 km do córrego Castelão.",NA,NA,NA,NA,"Exsicatas","Botões florais verdes.","CEN00019707","CEN00019707","URUACU",NA,NA,"1997","05",NA,NA,NA,NA,NA,"4",NA,NA,NA
"38","2020-09-02 16:35:22-03","Cenargen","CEN","34463","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","L. B. Bianchetti","Sebastião Pinheiro Cordovil da Silva","555","1997","02","26",NA,"Brasil","GO","Ilha temporária próxima à Serra Negra.",NA,NA,NA,NA,"Exsicatas","Material originalmente coletado como muda e consevado em casa-de-vegetação, no CENARGEN. Posteriormente, feito exsicatas em 14/10/1999, época de florescimento do material.","CEN00034463","CEN00034463 CEN00034463_1","CAMPINACU",NA,NA,"1998","10",NA,NA,NA,NA,NA,"2",NA,NA,NA
"39","2020-09-02 16:35:22-03","Cenargen","CEN","46040","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","T. E. C. Meneguzzo","João Aguiar Nogueira Batista","1338","2002","12","18",NA,"Brasil","DF","APA da Cafuringa. Região da FERCAL. Fazenda Dois Irmãos. Haras Imperial. Acesso a partir da DF - 170, próximo à divisa DF - Goiás. Mais ou menos próximo da sede da fazenda, nas matas do outro lado do rio.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Em desenvolvimento vegetativo, não observado flores. Flora do Brasil- Distrito Federal.","CEN00046040","CEN00046040","BRASILIA","70570","auto","2009","12",NA,NA,NA,NA,NA,"1",NA,NA,NA
"40","2020-09-02 16:35:22-03","Cenargen","CEN","39042","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","T. E. C. Meneguzzo","João Aguiar Nogueira Batista","799","1996","10","28",NA,"Brasil","DF","Campo às margens do córrego do Gama, atrás do aeroporto, do outro lado do córrego, a nordeste e um pouco após a quadra 25 do SMPW em direção à QI 17 do lago sul.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Área anteriormente queimada. Em plena floração.","CEN00039042","CEN00039042","BRASILIA","70570","auto","2009","12",NA,NA,NA,NA,NA,"1",NA,NA,NA
"41","2020-09-02 16:35:22-03","Cenargen","CEN","51720","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","J. A. N. Batista & L. B. Bianchetti","Keiko Fueta Pellizzaro","38","2002","12","18",NA,"Brasil","DF","Fazenda Dois Irmãos. Mata da Parcela 9. Local de afloramento calcário.","-47.9296989440918","-15.7797002792358",NA,NA,"Unicata","Material coletadas em 18/12/2002 e matidas em cultivo no Cenargen. Material devidamente herborizado em 29/09/2003.","CEN00051720","CEN00051720","BRASILIA","70570","auto","2003","09",NA,NA,NA,NA,NA,"1",NA,NA,NA
"42","2020-09-02 16:35:22-03","Cenargen","CEN","21286","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","T. E. C. Meneguzzo","João Aguiar Nogueira Batista","552","1995","03","25",NA,"Brasil","DF","FERCAL, área da Pedreiras Contagem. À esquerda da DF-205 leste, cerca de 5 km após o início desta, na CIPLAN. Mata em floramentoà direita, após a sede da fazenda (Reserva Ecológica Córrego do Recanto).","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas",NA,"CEN00021286","CEN00021286","BRASILIA","70570","auto","2009","12",NA,NA,NA,NA,NA,"1",NA,NA,NA
"43","2020-09-02 16:35:22-03","Cenargen","CEN","15149","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","T. E. C. Meneguzzo","João Aguiar Nogueira Batista","116","1990","10","03",NA,"Brasil","DF","Reserva Ecológica do Guará.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Erva áfila entre 40 a 50 cm de altura. Sépalas esverdeada, pétalas branca, labelo com o interior amarelado.","CEN00015149","CEN00015149","BRASILIA","70570","auto","2009","12",NA,NA,NA,NA,NA,"1",NA,NA,NA
"44","2020-09-02 16:35:22-03","Cenargen","CEN","37179","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","J. A. N. Batista","João Aguiar Nogueira Batista","1099","2000","12","14",NA,"Brasil","DF","Reserva Ecológica do Guará. Área na altura da primeira passagem de pedestre sobre a pista no sentido para Taguatinga.","-47.9296989440918","-15.7797002792358",NA,NA,"Unicata","Solo cinza. Área anteriormente queimada. Observado um conjunto grande, restrito a um ponto do campo e alguns outros exemplares esparsos. Em pleno desenvolvimento vegetativo, folhas verdes. Flora do Brasil - Distrito Federal - Guará.","CEN00037179","CEN00037179","BRASILIA","70570","auto","2000","12",NA,NA,NA,NA,NA,"1",NA,NA,NA
"45","2020-09-02 16:35:22-03","Cenargen","CEN","18223","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","T. E. C. Meneguzzo","João Aguiar Nogueira Batista","336","1992","10","18",NA,"Brasil","DF","Santuário Ecológico do Riacho Fundo.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Plantas crescendo em área queimada durante a seca. Flores em geral, parecem não se abrir. Observado este único exemplar com as flores abertas.","CEN00018223","CEN00018223","BRASILIA","70570","auto","2009","12",NA,NA,NA,NA,NA,"1",NA,NA,NA
"46","2020-09-02 16:35:22-03","Cenargen","CEN","15150","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","T. E. C. Meneguzzo","Luciano de Bem Bianchetti","955","1990","09","26",NA,"Brasil","DF","Santuário Ecológico do Riacho Fundo.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Áfila na ântese. Planta coletada ainda em botões.","CEN00015150","CEN00015150","BRASILIA","70570","auto","2009","12",NA,NA,NA,NA,NA,"1",NA,NA,NA
