"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","locality","phylum","order","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","typeStatus","previousCatalogNumber","individualCount","fieldNumber","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","391350","PreservedSpecimen","Plantae","Fabaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes",NA,NA,NA,"L. B. Smith","13255","1964","11","13","Brazil","Santa Catarina","Guaraciaba","-53.6","-26.57",NA,NA,"400","500","NY00391350","NY00391350_01","Forest, Sao Luis","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=275382' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","391342","PreservedSpecimen","Plantae","Fabaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes",NA,NA,NA,"G. G. Hatschbach","15511","1966","12","15","Brazil","Paraná","Mariópolis","-52.5583","-26.3547",NA,NA,NA,NA,"NY00391342","NY00391342_01","Mariopolis","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=275370' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","391359","PreservedSpecimen","Plantae","Fabaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W.Grimes",NA,NA,NA,NA,"A. Butzke","11344","1994","12","01","Brazil","Rio Grande do Sul","Erechim","-52.2739","-27.6344",NA,NA,NA,NA,"NY00391359","NY00391359_01","Erechim - IBDF","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=275389' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","391341","PreservedSpecimen","Plantae","Fabaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes",NA,NA,NA,"G. G. Hatschbach","18060","1967","12","07","Brazil","Paraná","Rio Branco do Sul","-49.3142","-25.1903",NA,NA,NA,NA,"NY00391341","NY00391341_01","Curiola","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=275386' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","391344","PreservedSpecimen","Plantae","Fabaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes",NA,NA,NA,"G. G. Hatschbach","41769","1978","11","22","Brazil","Paraná","Rio Branco do Sul","-49.3142","-25.1903",NA,NA,NA,NA,"NY00391344","NY00391344_01","Itarerama","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=275384' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","391355","PreservedSpecimen","Plantae","Fabaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W.Grimes","R. C. Barneby",NA,NA,NA,"A. Kegler","427","1999","12","02","Brazil","Rio Grande do Sul","Caxias do Sul","-51.1792","-29.1683",NA,NA,NA,NA,"NY00391355","NY00391355_01","Caravagio - 3a Legua","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=275377' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","391352","PreservedSpecimen","Plantae","Fabaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W.Grimes","R. C. Barneby",NA,NA,NA,"J. M. Silva","2323","1998","04","09","Brazil","Paraná","Rio Branco do Sul","-49.3142","-25.1903",NA,NA,NA,NA,"NY00391352","NY00391352_01","Toca Feia","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=275375' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","391357","PreservedSpecimen","Plantae","Fabaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes",NA,NA,NA,"L. H. Soares-Silva","270","1989","10","20","Brazil","Paraná","Londrina","-51.1628","-23.3106",NA,NA,NA,NA,"NY00391357","NY00391357_01","Parque Estadual Mata do Godoy","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=275387' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","391346","PreservedSpecimen","Plantae","Fabaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes",NA,NA,NA,"G. G. Hatschbach","50336","1985","12","09","Brazil","Paraná","Cerro Azul","-49.2608","-24.8236",NA,NA,"600","600","NY00391346","NY00391346_01","Estrela","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=275385' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","391356","PreservedSpecimen","Plantae","Fabaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W.Grimes","R. C. Barneby",NA,NA,NA,"J. R. Stehmann","1732","1995","12","06","Brazil","Santa Catarina","Alfredo Wagner","-49.4472","-27.6133",NA,NA,NA,NA,"NY00391356","NY00391356_01","Alfredo Wagner; estrada Rio do Sul - A. Wagner, apos rio Jararaca. Em barranco na beira de estrada","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=275374' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","391354","PreservedSpecimen","Plantae","Fabaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W.Grimes","R. C. Barneby",NA,NA,NA,"A. Kegler","332","1999","11","06","Brazil","Rio Grande do Sul","Vale Real","-51.2533","-29.3983",NA,NA,"550","550","NY00391354","NY00391354_01","Mun. de Vale Real","Magnoliophyta","Fabales","South America",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=275376' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","391353","PreservedSpecimen","Plantae","Fabaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W.Grimes","R. C. Barneby",NA,NA,NA,"J. M. Silva","778","1990","01","05","Brazil","Paraná","Cerro Azul","-49.2608","-24.8236",NA,NA,NA,NA,"NY00391353","NY00391353_01","Estrela","Magnoliophyta","Fabales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=275373' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-12-04 15:25:09-03","PUCPR","HUCP","12166","S","Plantae","Fabaceae","Albizia","austrobasilica","Albizia austrobasilica","Burkart.","Chagas, A; Dias, MC",NA,NA,NA,"Chagas, A","1444","1991","11","13","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"HUCP00015024","HUCP00015024","Parque Estadual Mata dos Godoy","Eudicotiledonea",NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"24","2020-11-26 18:08:04-03","CPAN-UFMS","COR","16166","PreservedSpecimen","Plantae","Fabaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W.Grimes",NA,NA,NA,NA,"Silva, J. S.; Shimizu, G.","934","2011","03","12","Brasil","Mato Grosso do Sul","Corumbá","-57.630833","-19.000278","57º37'51''W","19º0'1''S","121","121",NA,NA,NA,NA,NA,NA,NA,"Árvore, 4 m de altura; frutos marrons Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-26 18:08:04-03","CPAN-UFMS","COR","10409","PreservedSpecimen","Plantae","Fabaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W.Grimes","G. Hatschbach",NA,NA,NA,"Silva, J.M.; Abe, L.M.","4237","2004","11","23","Brasil","Paraná","Adrianópolis","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,NA,NA,"Fazenda Mato Limpo, Berneck. Floresta atlântica.; ;.",NA,NA,NA,NA,"Com Flor: alva","49901","auto",NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:15:03-03","UFBA","ALCB","60254","PreservedSpecimen","Plantae","Fabaceae","Albizia","austrobrasilica","Albizia austrobrasilica","Burkart","Cordeiro, J; Ribas, OS","2000",NA,NA,"Silva, JM; Abe, LM","3132","1999","12","15","Brasil","Paraná","Tunas do Paraná","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,"ALCB022252","ALCB022252","Pacas","Dicotyledon",NA,"Southern America",NA,"8 m. Flor alva.","41885","auto",NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:15:03-03","UFBA","ALCB","71174","PreservedSpecimen","Plantae","Fabaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W.Grimes","Hatschbach, G","2005",NA,NA,"Silva, JM; Abe, LM","4237","2004","11","23","Brasil","Paraná","Adrianópolis","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"ALCB022253","ALCB022253","Fazenda Mato Limpo, Berneck","Dicotyledon",NA,"Southern America",NA,"10 m. Flor alva.","49901","auto",NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:15:03-03","UFBA","ALCB","101111","PreservedSpecimen","Plantae","Fabaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W.Grimes","Barros, M","2010",NA,NA,"Silva, JM; Barbosa, E; Abe, LM","2588","1998","11","01","Brasil","Paraná","Fênix","-51.9791984558105","-23.9160995483398",NA,NA,NA,NA,"ALCB022254","ALCB022254","Fazenda Água Azul.","Dicotyledon",NA,"Southern America",NA,"5 m. Flor alva.","16297","auto",NA,NA,NA,NA,NA,NA
"29","2020-02-08 09:08:42-03","NBC","NL-BOTANY","U.1253400","PreservedSpecimen","Plantae","Leguminosae-Mim.","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W.Grimes",NA,NA,NA,NA,"Tressens SG; et al.",NA,"1993","11","25","Argentina",NA,NA,"-54.25","-26.941667","-54.25","-26.941667",NA,NA,"NL-U1253400","NL-U1253400","Misiones, Dep. Guarani Pedio Guarani. Tramo II.",NA,"Fabales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1253400 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-11-04 11:08:11-03","ESALQ","ESA","892","PreservedSpecimen","Plantae","Fabaceae","Albizia","austrobrasilica","Albizia austrobrasilica",NA,NA,NA,NA,NA,"Souza et al.",NA,NA,NA,NA,"Brasil","Paraná","Maringá","-51.9385986328125","-23.4253005981445",NA,NA,NA,NA,"ESA000892",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"19250","auto",NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:08:11-03","ESALQ","ESA","57173","PreservedSpecimen","Plantae","Fabaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W.Grimes","Hatschbach, G.","2005",NA,NA,"Silva, J.M.","4237.0","2004","11","23","Brasil","Paraná","Adrianópolis","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"ESA057173","ESA057173",NA,"Magnoliophyta",NA,NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:08:11-03","ESALQ","ESA","80548","PreservedSpecimen","Plantae","Fabaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W.Grimes","Souza, V.C.","2012","02","16","Carpanezzi, A.A. ; Úrio, C.R.","200.0","2000","06","01","Brasil","Paraná","Pato Branco","-52.6706008911133","-26.2285995483398",NA,NA,NA,NA,"ESA080548","ESA080548",NA,"Magnoliophyta",NA,NA,NA,NA,"26000","auto",NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:08:11-03","ESALQ","ESA","29401","PreservedSpecimen","Plantae","Fabaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W.Grimes","Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M. et al.","956.0","1996","04","16","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA029401","ESA029401",NA,"Magnoliophyta",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:08:11-03","ESALQ","ESA","28885","PreservedSpecimen","Plantae","Fabaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W.Grimes","Souza, V.C.","2012","02","16","Ivanauskas, N.M.","725.0","1996","03","12","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA028885",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"35","2016-02-02 14:38:26-02","BGBM","B","B 10 0244203","S","Plantae","Leguminosae","Albizia","austrobrasilica","Albizia austrobrasilica","Burkart",NA,NA,NA,NA,"R. Reitz & R. M. Klein","8.342","1959","01","26","Brazil",NA,NA,NA,NA,NA,NA,"400","400","B100244203","B100244203","Serra do Matador, Rio do Sul.",NA,NA,"Middle and South America",NA,"as Albizia autrobrasilica <a href=http://herbarium.bgbm.org/object/B100244203 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,"type",NA,NA,NA,NA
"36","2019-08-27 13:29:45-03","IAP","PACA-AGP","105314","PreservedSpecimen","Plantae","Mimosaceae","Albizia","austrobasilica","Albizia austrobasilica","Burkart","mondin, L.","1998","07",NA,"Jagmin, N.",NA,"1998","10","27","Brasil","RS","Mariano Moro","-52.1472015380859","-27.3539009094238",NA,NA,NA,NA,"PACA105314",NA,NA,"Magnoliophyta","Fagales",NA,NA,"Xiloteca nº 923&nf;Altura: 16,90m; Circunferência: 1m; Fuste: 8,80m.","9642","auto","Magnoliatae",NA,NA,NA,NA,NA
"37","2019-08-27 13:29:45-03","IAP","PACA-AGP","104813","PreservedSpecimen","Plantae","Mimosaceae","Albizia","austrobasilica","Albizia austrobasilica","Burkart","Sobral, M.",NA,NA,NA,"Jagmin, N.",NA,"1995","12","06","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"PACA104813",NA,"Flona","Magnoliophyta","Fagales",NA,NA,"Xiloteca nº 733&nf;Altura: 25m; Fuste: 20m.","76715","auto","Magnoliatae",NA,NA,NA,NA,NA
"38","2019-08-27 13:29:45-03","IAP","PACA-AGP","104564","PreservedSpecimen","Plantae","Mimosaceae","Albizia","austrobrasilica","Albizia austrobrasilica","Burkart","Sobral, M.",NA,NA,NA,"Jagmin, N.",NA,"1995","08","30","Brasil","RS","Aratiba","-52.3003005981445","-27.3941993713379",NA,NA,NA,NA,"PACA104564",NA,NA,"Magnoliophyta","Fagales",NA,NA,"Xiloteca nº 677&nf;Altura: 9,50m; Circunferência: 40cm; Fuste: 4,10m.","18075","auto","Magnoliatae",NA,NA,NA,NA,NA
"39","2019-08-27 13:29:45-03","IAP","PACA-AGP","113255","PreservedSpecimen","Plantae","Mimosaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W. Grimes","E. Valduga","2012",NA,NA,"E. Valduga","301","2012","01","12","Brasil","RS","Cidreira","-50.2056007385254","-30.1811008453369",NA,NA,"8","8","PACA113255",NA,"fazenda da Azaléia.","Magnoliophyta","Fagales",NA,NA,"3,5, m altura&nf;HUCS 38265 Habitat: na borda da mata de restinga Hábito: arbustiva","19547","auto","Magnoliatae",NA,NA,NA,NA,NA
"40","2019-08-27 13:29:45-03","IAP","PACA-AGP","113256","PreservedSpecimen","Plantae","Mimosaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W. Grimes","E. Valduga","2012","03",NA,"F. Gonzatti","446","2012","03","11","Brasil","RS","Cidreira","-50.2056007385254","-30.1811008453369",NA,NA,"16","16","PACA113256",NA,"Lagoa Tapera.","Magnoliophyta","Fagales",NA,NA,"HUCS 38315 Habitat: vegetação em borda da lagoa, mata de restinga","19547","auto","Magnoliatae",NA,NA,NA,NA,NA
"41","2019-08-27 13:29:45-03","IAP","PACA-AGP","73803","PreservedSpecimen","Plantae","Mimosaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W. Grimes","J. Iganci & H.C. Lima","2009","06","25","L. Sevegnani",NA,"1993","11","10","Brasil","RS","Maquiné","-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,"PACA073803",NA,"Est. Exp. Fitotécnica de Osório","Magnoliophyta","Fagales",NA,NA,"8m de altura. Habitat: mata secundária Hábito: árvore","28094","auto","Magnoliatae",NA,NA,NA,NA,NA
"42","2019-08-27 13:29:45-03","IAP","PACA-AGP","76237","PreservedSpecimen","Plantae","Mimosaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W. Grimes","J. Iganci & H.C. Lima","2009","06","25","P. Brack","458","1995","02","16","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA076237",NA,"Morro do Osso, na mata aos fundos da rua Arnaldo da Silva Ferreira","Magnoliophyta","Fagales",NA,NA,"5m de altura e frutos verdes. Herb. ICN sem no. Habitat: mata Fenofase: fi Hábito: árvore","29946","auto","Magnoliatae",NA,NA,NA,NA,NA
"43","2019-08-27 13:29:45-03","IAP","PACA-AGP","86164","PreservedSpecimen","Plantae","Mimosaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W. Grimes","J. Iganci & H.C. Lima","2009","06","25","Sehnem, A.","17168","1981","01","04","Brasil","RS","Santa Cruz do Sul","-52.4258003234863","-29.7175006866455",NA,NA,NA,NA,"PACA086164",NA,"Boa Vista","Magnoliophyta","Fagales",NA,NA,"árvore tortuosa alta. Habitat: in silva Hábito: árvore","38612","auto","Magnoliatae",NA,NA,NA,NA,NA
"44","2019-08-27 13:29:45-03","IAP","PACA-AGP","53733","PreservedSpecimen","Plantae","Mimosaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W. Grimes","Emrich-Rambo",NA,NA,NA,"Rambo, B.",NA,"1953","01","17","Brasil","SC","Itapiranga","-53.7122001647949","-27.1693992614746",NA,NA,NA,NA,"PACA053733",NA,"ad flumen Uruguay","Magnoliophyta","Fagales",NA,NA,"Mimosaceae. Habitat: in silva primaeva Fenofase: fruto submaturo","18767","auto","Magnoliatae",NA,NA,NA,NA,NA
"45","2020-12-20 21:17:04-03","UFV","VIC","23968","PreservedSpecimen","Plantae","Fabaceae","Albizia","edwallii","Albizia edwallii","Barneby & J.W.Grimes","Dias, M.C.","1998",NA,NA,"Silva, F.C.","1614","1992","12","15","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"VIC023968","VIC023968","Mata dos Godoy, Margem esquerda do rio.",NA,NA,NA,NA,"Árvore com 25 m de altura; botões florais verdes, flores creme; pouco frequente.","63728","auto",NA,NA,NA,NA,NA,NA
"46","2020-02-27 16:43:54-03","UFSC","CTBS","2452","PreservedSpecimen","Plantae","Fabaceae","Albizia","edwallii","Albizia edwallii","(Hoehne) Barneby & J.W.Grime","Marcon, A.","2013","10","30","Mariot, A.",NA,"2013","10","30","Brasil","Santa Catarina","Vargem","-50.81","-27.482778","50°48'36W","27°28'58S","746","746",NA,NA,"Canteiro de Obras da UHE de São Roque",NA,NA,NA,NA,"DAP 31,7 cm; Altura 20 m. Mais inf. No rótulo.",NA,NA,NA,NA,NA,NA,NA,NA
