"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"48","2020-06-29 09:32:40-03","UFRRJ","RBR","16010","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"D.C. Carvalho",NA,"Brasil",NA,NA,"RBR00016010",NA,"54","2005","08","06","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Trilha da senzala, planta avulsa.","-44.040599822998","-22.9596996307373",NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2013-04-01 09:20:23-03","IPT","BCTW","4446","S","Plantae","Magnoliophyta",NA,NA,"Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,"Serra do Paranapiacaba",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"50","2021-03-21 19:39:28-03","UFC","EAC","32176","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.","Vianna, M.C.","Oliveira, C.A.L.; Pinto, L.C.","Southern America","Brasil",NA,"Árvore, ca. 18m; flor amarela.; Floresta de encosta","EAC0032176",NA,"1497","1998","07","29","Rio de Janeiro","Rio de Janeiro","Vertente N do Parque Nacional da Tijuca, próx. por","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,"1998","12","30",NA,NA,NA,NA
"51","2021-03-21 19:39:28-03","UFC","EAC","32180","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.","Vianna, M.C.","Oliveira, C.A.L.","Southern America","Brasil",NA,"Árvore, ca. 30m.; Mata de encosta","EAC0032180",NA,"1597","2000","05","02","Rio de Janeiro",NA,"Maciço da Pedra Branca, Serra do Engenho Velho, Ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000","05","03",NA,NA,NA,NA
"52","2021-03-21 19:39:28-03","UFC","EAC","32181","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.","Vianna, M.C.","Oliveira, C.A.L.; et al.","Southern America","Brasil",NA,"Árvore, ca. 18m.","EAC0032181",NA,"1454","1998","05","09","Minas Gerais","Monte Belo","Fazenda Lagoa, Mata da Olaria","-46.3675003051758","-21.3264007568359",NA,NA,"16667","auto",NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:47:39-03","MBM","MBM","425795","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.","Vianna, M.C.","Sucre, D.; Ichaso, G.C.L.; Ichaso, G.C.L.","Southern America","Brazil",NA,"Árvore mais alta encontrada no local, com cerca de 14 metros; folhas verde lúcido na página ventral, com bordos e nervuras central amarelados; face dorsal verde claro; frutos novos verde-amarelados.; Mata alagadiça. Restinga de Jacar","MBM425795",NA,"5220","1969","04","04","Rio de Janeiro",NA,"Lado norte da Pedra de Itaúna",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1979","01",NA,NA,NA,NA,NA
"54","2020-12-21 16:47:39-03","MBM","MBM","115715","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Lima, H.C. de","Southern America","Brazil",NA,NA,"MBM115715","MBM115715","3038","1987","06","28","Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desengano, Serra da Rifa","-42.0080986022949","-21.9552993774414",NA,NA,"30526","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:47:39-03","MBM","MBM","186510","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.","Pastore, J.A.","Cunha, M.A.","Southern America","Brazil",NA,NA,"MBM186510","MBM186510","s.n.","1952","02","02","São Paulo","São Paulo","Arboreto de Vila Amália","-46.6300010681152","-23.5400009155273",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:47:39-03","MBM","MBM","251354","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.","Vianna, M.C.","Oliveira, C.A.L. de; et al.; et al.","Southern America","Brazil",NA,NA,"MBM251354","MBM251354","1501","1999","02","10","Rio de Janeiro","Rio de Janeiro","Avenida Menezes Cortes","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:47:39-03","MBM","MBM","425825","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.","Vianna, M.C.","Sucre, D.; Arroyo, M.T.K.; Arroyo, M.T.K.","Southern America","Brazil",NA,"Árvore com +/- 18 m altura, frutos ainda verdes de cor verde claro lucido.; Crescendo em mata de restinga úmida na base de pedra.","MBM425825",NA,"9945","1973","04","12","Rio de Janeiro","Rio de Janeiro","Pedra de Itauna, Restinga de Jacarepagua","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,"1975",NA,NA,NA,NA,NA,NA
"58","2015-09-05 05:02:25-03","MNHN","RECOLNAT_MNHN_P","P04726261","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Riedel",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726261' target='other'> <mi>dwc_moreinfo</mi></a>","P04726261","P04726261_01",NA,"1837","1","1","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2015-09-05 05:02:25-03","MNHN","RECOLNAT_MNHN_P","P04726262","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Nadeaud",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726262' target='other'> <mi>dwc_moreinfo</mi></a>","P04726262","P04726262_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2015-09-05 05:02:26-03","MNHN","RECOLNAT_MNHN_P","P04726263","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Nadeaud",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726263' target='other'> <mi>dwc_moreinfo</mi></a>","P04726263","P04726263_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2015-10-06 05:35:44-03","MNHN","RECOLNAT_MNHN_P","P00733892","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.","Mori","Glaziou, A.",NA,"brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00733892' target='other'> <mi>dwc_moreinfo</mi></a>","P00733892","P00733892_01",NA,"1863","12","12",NA,NA,"Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","671",NA,NA
"62","2015-10-06 05:35:57-03","MNHN","RECOLNAT_MNHN_P","P00733893","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.","Mori","Glaziou, A.",NA,"brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00733893' target='other'> <mi>dwc_moreinfo</mi></a>","P00733893","P00733893_01",NA,"1863","12","12",NA,NA,"Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","671",NA,NA
"63","2015-09-05 05:02:24-03","MNHN","RECOLNAT_MNHN_P","P04726249","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Guillemin",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726249' target='other'> <mi>dwc_moreinfo</mi></a>","P04726249","P04726249_01",NA,"1839","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2015-09-05 05:02:25-03","MNHN","RECOLNAT_MNHN_P","P04726250","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Guillemin",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726250' target='other'> <mi>dwc_moreinfo</mi></a>","P04726250","P04726250_01",NA,"1838","11","1","Rio de Janeiro",NA,"St. Thereza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92",NA,NA
"65","2015-09-05 05:02:25-03","MNHN","RECOLNAT_MNHN_P","P04726254","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Guillemin",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726254' target='other'> <mi>dwc_moreinfo</mi></a>","P04726254","P04726254_01",NA,"1840","11","1","Rio de Janeiro",NA,"Brésil. Rio de J. St. Thereze",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92",NA,NA
"66","2015-09-05 05:02:25-03","MNHN","RECOLNAT_MNHN_P","P04726255","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726255' target='other'> <mi>dwc_moreinfo</mi></a>","P04726255","P04726255_01",NA,"1858","11","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92",NA,NA
"67","2015-09-05 05:02:25-03","MNHN","RECOLNAT_MNHN_P","P04726256","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Miers",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726256' target='other'> <mi>dwc_moreinfo</mi></a>","P04726256","P04726256_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2015-09-05 05:02:25-03","MNHN","RECOLNAT_MNHN_P","P04726257","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Riedel",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726257' target='other'> <mi>dwc_moreinfo</mi></a>","P04726257","P04726257_01",NA,NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2015-09-05 05:02:25-03","MNHN","RECOLNAT_MNHN_P","P04726258","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Miers",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726258' target='other'> <mi>dwc_moreinfo</mi></a>","P04726258","P04726258_01",NA,"1838","7","1","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2015-09-05 05:02:25-03","MNHN","RECOLNAT_MNHN_P","P04726259","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Riedel",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726259' target='other'> <mi>dwc_moreinfo</mi></a>","P04726259","P04726259_01",NA,"1837","1","1","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2015-09-05 05:02:25-03","MNHN","RECOLNAT_MNHN_P","P04726260","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Riedel",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726260' target='other'> <mi>dwc_moreinfo</mi></a>","P04726260","P04726260_01",NA,"1848","1","1","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2015-09-05 05:02:26-03","MNHN","RECOLNAT_MNHN_P","P04726264","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Nadeaud",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726264' target='other'> <mi>dwc_moreinfo</mi></a>","P04726264","P04726264_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2015-09-05 05:02:26-03","MNHN","RECOLNAT_MNHN_P","P04726266","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Nadeaud",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726266' target='other'> <mi>dwc_moreinfo</mi></a>","P04726266","P04726266_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2015-09-05 05:02:26-03","MNHN","RECOLNAT_MNHN_P","P04726267","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Nadeaud",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726267' target='other'> <mi>dwc_moreinfo</mi></a>","P04726267","P04726267_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2015-09-05 05:02:26-03","MNHN","RECOLNAT_MNHN_P","P04726268","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Nadeaud, J.",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726268' target='other'> <mi>dwc_moreinfo</mi></a>","P04726268","P04726268_01",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2015-09-05 05:02:26-03","MNHN","RECOLNAT_MNHN_P","P04726269","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Riedel",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726269' target='other'> <mi>dwc_moreinfo</mi></a>","P04726269","P04726269_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2015-09-05 05:02:26-03","MNHN","RECOLNAT_MNHN_P","P04726270","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Riedel",NA,"Brasil","hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726270' target='other'> <mi>dwc_moreinfo</mi></a>","P04726270","P04726270_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2015-09-05 05:02:26-03","MNHN","RECOLNAT_MNHN_P","P04726271","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Riedel",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726271' target='other'> <mi>dwc_moreinfo</mi></a>","P04726271","P04726271_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2015-09-05 05:02:26-03","MNHN","RECOLNAT_MNHN_P","P04726272","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Nadeaud",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726272' target='other'> <mi>dwc_moreinfo</mi></a>","P04726272","P04726272_01",NA,NA,NA,NA,NA,NA,"Env. du Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2015-09-05 05:17:47-03","MNHN","RECOLNAT_MNHN_P","P04726285","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Glaziou, A.",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726285' target='other'> <mi>dwc_moreinfo</mi></a>","P04726285","P04726285_01",NA,"1869","12","2","Rio de Janeiro",NA,"Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3954",NA,NA
"81","2015-09-05 05:17:47-03","MNHN","RECOLNAT_MNHN_P","P04726287","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Gardner",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726287' target='other'> <mi>dwc_moreinfo</mi></a>","P04726287","P04726287_01",NA,"1842","1","1","Rio de Janeiro",NA,"Brésil. Rio Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5449",NA,NA
"82","2015-09-05 05:17:47-03","MNHN","RECOLNAT_MNHN_P","P04726288","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Gardner",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726288' target='other'> <mi>dwc_moreinfo</mi></a>","P04726288","P04726288_01",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5449",NA,NA
"83","2015-09-05 05:17:47-03","MNHN","RECOLNAT_MNHN_P","P04726290","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Binot",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726290' target='other'> <mi>dwc_moreinfo</mi></a>","P04726290","P04726290_01",NA,"1880","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA
"84","2015-09-05 05:17:47-03","MNHN","RECOLNAT_MNHN_P","P04726284","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Glaziou, A.",NA,"Brasil","hb","Herbier de A. Glaziou donné par Mme SIMARD, sa file, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726284' target='other'> <mi>dwc_moreinfo</mi></a>","P04726284","P04726284_01",NA,"1869","12","2","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,"3954",NA,NA
"85","2015-09-05 05:02:26-03","MNHN","RECOLNAT_MNHN_P","P04726265","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Nadeaud",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726265' target='other'> <mi>dwc_moreinfo</mi></a>","P04726265","P04726265_01",NA,"1862","11","1","Rio de Janeiro","Rio de Janeiro","Corcovado. Botafogo. Catumby","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2015-09-05 05:17:47-03","MNHN","RECOLNAT_MNHN_P","P04726286","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Glaziou, A.",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726286' target='other'> <mi>dwc_moreinfo</mi></a>","P04726286","P04726286_01",NA,"1878","12","22","Rio de Janeiro","Rio de Janeiro","Laranjeiras","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,"10733",NA,NA
"87","2015-09-05 05:02:25-03","MNHN","RECOLNAT_MNHN_P","P04726253","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.",NA,"Guillemin",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726253' target='other'> <mi>dwc_moreinfo</mi></a>","P04726253","P04726253_01",NA,"1838","11","1","Rio de Janeiro","Rio de Janeiro","Sta Thereza","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,"92",NA,NA
"88","2020-10-01 14:24:30-03","JBB","HEPH","8648","S","Plantae","Dicotyledon","Myrtales","Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.","Franca, F","Ramos, AE","Southern America","Brasil",NA,"T2-92",NA,NA,"361A","1985","04","09","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília - Córrego Cabeça de Veado","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto",NA,NA,NA,"1985",NA,NA,NA,NA,NA,NA
"89","2020-12-11 11:43:05-03","UFMG","BHCB","17657","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Costa, LVC; et al.","Southern America","Brasil",NA,NA,NA,NA,"316","1990","03","02","Minas Gerais","Caratinga",NA,"-42.1391983032227","-19.7896995544434",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-11 11:43:05-03","UFMG","BHCB","22147","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Costa, LVC","Southern America","Brasil",NA,NA,NA,NA,"s.n.","1992","02","25","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-11 11:43:05-03","UFMG","BHCB","22147","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Costa, LVC","Southern America","Brasil",NA,NA,NA,NA,"s.n.","1992","02","25","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-11 11:43:05-03","UFMG","BHCB","7862","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Lopes, MA; et al.","Southern America","Brasil",NA,"Mata Atlântica.arbóreo;c/botões;",NA,NA,"s.n.","1985","11","12","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Matão.","-42.1391983032227","-19.7896995544434",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-02-11 17:22:10-03","UFPR","UPCB","76531","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Forzza, R.C.",NA,"Brasil",NA,"Árvore ca. 18m alt. Flores amarelas; frutos jovens verdes..","UPCB0035846","UPCB0035846","5100","2008","02","19","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante. Serra de Baixo. Floresta Estacional Semidecidual.","-40.444","-18.777","313","313",NA,NA,"-40.444","-18.777",NA,NA,NA,NA,NA,NA,NA,NA
"94","2008-05-27 22:02:00-03","MO","MOBOT","2908060","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.","F.A. Stagleu","Widgren","South America","Brazil",NA,NA,NA,NA,"Widgren s.n.","1844",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2011-02-23 09:58:00-03","MO","MOBOT","2908094","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Velloso) Warm.","F.A. Stafleu","Anders F. Regnell","South America","Brazil",NA,NA,NA,NA,"Regnell 57","1841",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-02-18 12:37:24-03","MBML","MBML-HERBARIO","34864",NA,"Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.","G.H. Shimizu/VIII-2011","A. P. Fontana; et al",NA,"Brasil",NA,NA,"MBML034864",NA,"5256","2008","05","10","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante","-40.466667","-18.766667",NA,NA,NA,NA,"40W27'60","18S46'0",NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-02-18 12:37:24-03","MBML","MBML-HERBARIO","36696",NA,"Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.","G.H. Shimizu & D.J.P. Gonçalves/VIII-2012","R. C. Forzza; et al",NA,"Brasil",NA,NA,"MBML036696",NA,"5100","2008","02","19","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante","-40.443889","-18.776944",NA,NA,NA,NA,"40W26'38","18S46'37",NA,NA,NA,NA,NA,NA,NA,NA
