"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","relatedCatalogItem"
"11","2020-10-22 10:34:35-03","EPAMIG","PAMG","20165","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Stylosanthes","nunoi","Stylosanthes nunoi","L.C. Costa","M. Brandão","14704","1989","01","30",NA,"Brasil","Mato Grosso","Chapada dos Guimarães","Após desvio para o Véu da Noiva",NA,"-15.452778",NA,"Cerrado",NA,NA,"Brandão","2006","07","26","55° 44' 21' W","15° 27' 10S","751","751",NA,NA,NA,NA,NA,NA
"12","2020-10-22 10:34:35-03","EPAMIG","PAMG","20161","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Stylosanthes","nunoi","Stylosanthes nunoi","L.C. Costa","M. Brandão","14701","1989","01","30",NA,"Brasil","Mato Grosso","Chapada dos Guimarães","Após desvio para o Véu da Noiva",NA,"-15.452778",NA,"Cerrado",NA,NA,"Brandão","2007","07","26","55° 44' 21' W","15° 27' 10S","751","751",NA,NA,NA,NA,NA,NA
"13","2020-11-06 15:27:01-03","EPAMIG","PAMG","20105","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Stylosanthes","nunoi","Stylosanthes nunoi",NA,"M. Brandão","14741","1989","01","30",NA,"Brasil","Mato Grosso","Chapada dos Guimarães","Casa de Pedras",NA,"-15.452778",NA,"Cerrado",NA,NA,"Brandão",NA,NA,NA,"55° 44' 21' W","15° 27' 10S","751","751",NA,NA,NA,NA,NA,NA
"14","2020-10-22 10:34:35-03","EPAMIG","PAMG","20154","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Stylosanthes","nunoi","Stylosanthes nunoi","L.C. Costa","M. Brandão","14681","1989","01","30",NA,"Brasil","Mato Grosso","Chapada dos Guimarães","Desvio para o Véu da Noiva",NA,"-15.452778",NA,NA,NA,NA,"Brandão","2006","06","26","55° 44' 21' W","15° 27' 10S","751","751",NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:10:58-03","ESALQ","ESA","34739","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Stylosanthes","nunoi","Stylosanthes nunoi","Costa, L.C.","Nave, A.G.","1259.0","1997","02","26",NA,"Brasil","Mato Grosso","Chapada dos Guimarães",NA,"-55.749698638916","-15.460599899292",NA,NA,"ESA034739","ESA034739","M. Brandão","2007","06","26",NA,NA,NA,NA,"107042","auto",NA,NA,NA,NA
"16","2020-11-04 11:10:58-03","ESALQ","ESA","38377","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Stylosanthes","nunoi","Stylosanthes nunoi","Brandão, M.","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14245.0","1997","03","16",NA,"Brasil","Mato Grosso","São Félix do Araguaia","Beira do Rio Araguaia, entre São Félix do Araguaia. e o encontro com o Rio das Mortes. Praia do Gado. 130 m.s.m. Vegetação herbácea próximo ao rio, sendo substituída por vegetação arbóreo-arbóreo-arbustiva em pontos mais distantes.",NA,"-116.725",NA,"Subarbusto, até 40 cm alt.; flores amarelo-alaranjadas.","ESA038377","ESA038377","Brandão",NA,NA,NA,"-50,670,556","-116,725",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:10:58-03","ESALQ","ESA","38368","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Stylosanthes","nunoi","Stylosanthes nunoi","Souza, V.C.","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14415.0","1997","03","18",NA,"Brasil","Mato Grosso","São Félix do Araguaia","Estrada para Alto da Boa Vista, ca. 9 km de São Félix do Araguaia. Fazenda Engenho Velho. 180 m.s.m. Savana Parque. Área florestada, alagada (buritizal).","-50.6693992614746","-11.6171998977661",NA,"Erva, até 60 cm alt.; flores amarelas.","ESA038368","ESA038368","Brandão","1997","12","22",NA,NA,NA,NA,"290331","auto",NA,NA,NA,NA
"18","2020-12-21 16:28:17-03","MBM","MBM","244492","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stylosanthes","nunoi","Stylosanthes nunoi","Brandão, M.","Souza, V.C.; et al.; et al.","14245",NA,NA,NA,"Southern America","Brazil","Mato Grosso","São Félix do Araguaia","Beira do Rio Araguaia","-50.6693992614746","-11.6171998977661",NA,NA,"MBM244492","MBM244492","Brandão",NA,NA,NA,NA,NA,NA,NA,"290331","auto",NA,NA,NA,NA
"19","2020-12-21 16:28:17-03","MBM","MBM","209520","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stylosanthes","nunoi","Stylosanthes nunoi","Brandão, M.","Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","1739",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Rio Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"MBM209520","MBM209520","Brandão",NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA
"20","2015-09-04 02:28:09-03","MNHN","RECOLNAT_MNHN_P","P00202816","PreservedSpecimen",NA,NA,NA,"Fabaceae","Stylosanthes","nunoi","Stylosanthes nunoi","Sousa Costa","Ramos, J.F.|Sousa, R.",NA,"1967",NA,NA,NA,"Brésil",NA,NA,"Mato Grosso. Collected near the base camp of the expedition (12°54'S - 51°52'W c. 270 km N of Xavantina)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00202816' target='other'> <mi>dwc_moreinfo</mi></a>","P00202816","P00202816_01","Brandão",NA,NA,NA,NA,NA,NA,NA,NA,NA,"66",NA,NA,NA
"21","2015-09-04 02:28:09-03","MNHN","RECOLNAT_MNHN_P","P00202817","PreservedSpecimen",NA,NA,NA,"Fabaceae","Stylosanthes","nunoi","Stylosanthes nunoi","Sousa Costa","Philcox, D.|Fereira, A.",NA,"1968","1","4",NA,"Brésil",NA,NA,"km 255, Xavantina-Cachimbo road",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00202817' target='other'> <mi>dwc_moreinfo</mi></a>","P00202817","P00202817_01","Brandão",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3887",NA,NA,NA
"22","2020-09-12 05:00:02-03","US","US","2250017","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Stylosanthes","nunoi","Stylosanthes nunoi",NA,"L. Smith & R. M. Klein","12112","1957","3","13","South America","Brazil","Santa Catarina",NA,"Mun. Mafra: Campo, 13 km northwest of Mafra on the road to Barracas (20 km)",NA,NA,NA,NA,"US02048525","US02048525_01","M.B. Ferreira",NA,NA,NA,NA,NA,"800","850",NA,NA,NA,"Dicotyledonae","1",NA
"23","2020-09-02 16:28:29-03","Cenargen","CEN","71993","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Stylosanthes","nunoi","Stylosanthes nunoi","L. C. Costa","Suelen Jaiane Benevides da Silva",NA,"2009","07","09",NA,"Brasil","BA","SANTALUZ","Fazenda Gravatá ( Pereira)","-39.820277","-11.323888","Exsicatas","Doação da Embrapa Semi-Árido. Herbário CPATSA. Número de acesso: P 91 - 3B.","CEN00071993","CEN00071993","M.Brandão","2009","07",NA,"-39.820277","-11.323888","373","373",NA,NA,NA,NA,"2",NA
"24","2020-09-02 16:28:29-03","Cenargen","CEN","5924","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Stylosanthes","nunoi","Stylosanthes nunoi","N. M. de Sousa Costa","Lídio Coradin","2634","1980","05","28",NA,"Brasil","MA","TIMON","BR-316, Timon - Caxias, Km 40.","-42.8367004394531","-5.09417009353638","Exsicatas",NA,"CEN00005924","CEN00005924","M.Brandão","1993","09",NA,NA,NA,"80","80","44730","auto",NA,NA,"2",NA
"25","2020-09-02 16:28:29-03","Cenargen","CEN","5898","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Stylosanthes","nunoi","Stylosanthes nunoi","N. M. de Sousa Costa","Lídio Coradin","2633","1980","05","28",NA,"Brasil","MA","TIMON","BR-316, Timon - Caxias, Km 40.","-42.8367004394531","-5.09417009353638","Exsicatas",NA,"CEN00005898","CEN00005898","M.Brandão","1993","09",NA,NA,NA,"80","80","44730","auto",NA,NA,"2",NA
"26","2020-09-02 16:28:29-03","Cenargen","CEN","20640","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Stylosanthes","nunoi","Stylosanthes nunoi","N. M. de Sousa Costa","Lídio Coradin","7938","1987","07","02",NA,"Brasil","MA","TIMON","Rodovia Timon - Caxias (BR - 316), km 33.","-42.8367004394531","-5.09417009353638","Exsicatas","Planta com cerca de 50 cm. Estandarte com estrias arroxeadas na parte superior externa. Carena amarelada. Germoplasma obtido de 8 plantas.","CEN00020640","CEN00020640","M.Brandão","2007","02",NA,"-4311667.0","-496667.0","180","180","44730","auto",NA,NA,"14",NA
"27","2020-05-08 11:13:08-03","UEFS","HUEFS","101503","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Stylosanthes","nunoi","Stylosanthes nunoi","L.C.Costa","Costa, G.","70","2005","10","03",NA,"Brasil","Bahia","Palmeiras","Palmeiras. (Próximo a pista).","-41.45","-12.45",NA,"Cerrado-chapadinha.","HUEFS0101503",NA,"Brandão","2009","07",NA,"41W27'","12S27'",NA,NA,NA,NA,NA,"Rosanae",NA,NA
"28","2020-05-08 11:13:08-03","UEFS","HUEFS","43789","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Stylosanthes","nunoi","Stylosanthes nunoi","N.S.Costa","Queiroz, L.P.de","6040","2000","02","15",NA,"Brasil","Bahia","Correntina","ca. 43 km W de Santa Maria da Vitória na estrada para Correntina.","-44.581667","-13.386667",NA,"Cerrado com estrato arbóreo denso sobre solo arneoso.","HUEFS0043789",NA,"Brandão","2007","03",NA,"44W34'54''","13S23'12''","610","610",NA,NA,NA,"Rosanae",NA,NA
"29","2020-05-08 11:13:08-03","UEFS","HUEFS","46633","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Stylosanthes","nunoi","Stylosanthes nunoi","N.S.Costa","Souza, V.C.","14245","1997","03","16",NA,"Brasil","Mato Grosso","São Félix do Araguaia","Beira do Rio Araguaia, entre São Félix do Araguaia e o encontro com o Rio das Mortes. Praia do Gado.","-50.670556","-11.6725",NA,"Vegetação herbácea próximo ao rio, sendo substituída por vegetação arbóreo-arbóreo-arbustiva em pontos mais distantes.","HUEFS0046633",NA,"Brandão","2006","01",NA,"50W40'14''","11S40'21''","130","130",NA,NA,NA,"Rosanae",NA,NA
"30","2020-07-23 12:08:07-03","CEPLAC","CEPEC","78683","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stylosanthes","nunoi","Stylosanthes nunoi","M. Brandão","O. S. Ribas","1739","1997","02","11",NA,"Brasil","Paraná","jaguariaiva","Rio Jaguariaiva.","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,"30/12/1998"
"31","2019-11-01 15:01:05-03","UnB","UB","17215","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Stylosanthes","nunoi","Stylosanthes nunoi","Vani, R","Onishi, E; Ferreira, A; Taituba","980","1969","02","22","Southern America","Brasil","Mato Grosso","Xavantina","Acampamento da Expedição Inglesa","-51.866667","-12.9",NA,"Herva de 80cm de altura. Flôres amarelas; Cerrado","UB0120049",NA,"M.B. Ferreira","2016",NA,NA,"-51.866667","-12.9",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-05-06 11:58:01-03","UFU","HUFU","816","S","Plantae",NA,NA,"Fabaceae","Stylosanthes","nunoi","Stylosanthes nunoi","Brandão, M.","Araújo, G.M.","s.n.","1987","02","13",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,"Herbácea, ca. 0,5 m. Flores amarelas e alaranjadas.; Cerrado.","HUFU00010532","HUFU00010532","Brandao","1994","06",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA
"33","2019-05-06 11:58:01-03","UFU","HUFU","19740","S","Plantae",NA,NA,"Fabaceae","Stylosanthes","nunoi","Stylosanthes nunoi",NA,"Araújo, G.M.","2426","1999","04","16",NA,"Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido, A 20 km do centro de Uberlândia. Margem direita, borda da vereda.","-48.2771987915039","-18.9186000823975",NA,"Vereda.","HUFU00010533","HUFU00010533","Brandao",NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA
