"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","relatedCatalogItem"
"140","2020-07-10 09:43:21-03","MBML","MBML-HERBARIO","48048",NA,"Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg.","F.F. Morais; R. Monteiro","313","2010","07","10",NA,"Brasil","Mato Grosso","Cáceres","BR 70, Fazenda São Domingos, Fronteira Brasil/Bolívia","-57.6789016723633","-16.0706005096436",NA,NA,"Cerrado. Arbórea com 9m. Observamos seiva a avermelhada ao se cortar o suber","MBML048048","MBML048048","D. Araújo/13-06-2012",NA,NA,NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA
"141","2020-06-15 15:28:24-03","UNESP-RC","HRCB","54838","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Morais, F.F.","313","2010","07","10",NA,"Brasil","Mato Grosso","Cáceres","Fazenda São Domingos","-57.6789016723633","-16.0706005096436",NA,NA,"Observamos seiva avermelhada ao se cortar o súber.",NA,NA,"Araújo, D.",NA,NA,"2012","06","13","172193","auto","Y","X",NA,NA,NA,NA
"142","2019-05-23 11:07:33-03","UFLA","ESAL","5678","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Oliveira Filho, AT","351",NA,NA,NA,NA,"Brasil","Mato Grosso","Cuiabá","Rio Claro","-56.0966987609863","-15.5960998535156",NA,NA,"árvore; 4,5 m; ;; cerrado",NA,NA,"G.H.P.M.Ribeiro",NA,NA,NA,NA,NA,"74875","auto",NA,NA,NA,NA,NA,NA
"143","2019-12-19 11:17:01-03","UFG","UFG","46161","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg.","Walter, B.M.T.; et al.","4647","2000","11","09",NA,"Brasil","Goiás","Cavalcante",NA,"-48.044444","-13.371389",NA,NA,NA,"UFG0046161","UFG0046161","Walter, B.M.T.",NA,NA,"2000","11","01",NA,NA,"-48.044444","-13.371389",NA,NA,NA,NA
"144","2019-12-19 11:17:01-03","UFG","UFG","25144","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg.","Walter, B.M.T.; Pereira, J.B.; Silva, G.P.; Faria, J.G. & Machado, F.V.","4309","1999","06","22",NA,"Brasil","Goiás","Niquelândia","AHE Serra da Mesa, Estrada de terra Colinas do Sul. Cerca de 20km após a ponte do Tocantinzinho entrando à direita em loteamentos. Cerrado típico. Latossolo vermelho-amarelo, com cascalho superficial. Relevo plano no local.","-48.1","-14.166667","550",NA,"Árvore ca. 2,8m de altura; botões florais creme; planta com látex vermelho.","UFG025144",NA,"Walter, B.","550",NA,"1999","06",NA,NA,NA,"-48.1","-14.166667",NA,NA,NA,NA
"145","2019-12-19 11:17:01-03","UFG","UFG","25142","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg.","Walter, B.M.T.; Assis, M.C.; Silva, G.P.; Xavier, S.C.S.; Rezende, J.; Cordovil, S.P. & Silva, M","2430","1995","07","20",NA,"Brasil","Goiás","Niquelândia","Serra Negra, Margem direita do rio Bagagem (em frente a Serra Negra), próximo a bara do Bagagem/ Tocantins. Cerrado sensu stricto, incendiado com alta frequência. Latossolo amarelo (areno-argiloso) relativamente compactado. Relevo plano no local.","-48.316667","-13.966667","390",NA,"Árvore 6m de altura; DAP 12 cm; cálice verde; pétalas creme-esverdeadas; folhas velhas discolores, verde na face adaxial e face abaxial enegrecida (fumaça). Látex na folha creme-amarelado; no galho vermelho-alaranjado; látex não abunda","UFG025142",NA,"Gomes, S.M.","390",NA,"1996","09","29",NA,NA,"-48.316667","-13.966667",NA,NA,NA,NA
"146","2019-12-19 11:17:01-03","UFG","UFG","46438","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg.","Pereira-Silva, G.; et al.","6589","2002","07","06",NA,"Brasil","Tocantins","Parana",NA,"-48.234167","-12.794722","270",NA,NA,"UFG0046438","UFG0046438","Guarino, E.S.G.","270",NA,"2005","06",NA,NA,NA,"-48.234167","-12.794722",NA,NA,NA,NA
"147","2019-12-19 11:17:01-03","UFG","UFG","62876","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg.","Pereira, B.A.S.; Alvarenga, D.","3724","2011","10","16",NA,"Brasil","Goiás","Niquelândia",NA,"-48.620833","-14.754167","555",NA,"Árvore latescente (látex vermelho), ca. 4 m de altura, aparenemente jovem. Frutos velutino-amarelados, imaturos. Vários indivíduos pequeno nos arredores, aparenemente originários de brotações de tocos.","UFG0062876",NA,"Pereira, B.A.S.","555",NA,"2011","10","16",NA,NA,"-48.620833","-14.754167",NA,NA,NA,NA
"148","2019-12-19 11:17:01-03","UFG","UFG","672","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg.","Rizzo, J.A.","3604","1969","02","03",NA,"Brasil","Goiás","Goiânia","A direita da GO-7, que liga Goiânia a Guapó, 10 km de Goiãnia. Cerradão.","-49.2538986206055","-16.6786003112793",NA,NA,NA,"UFG000672",NA,"Koch, I.",NA,NA,"2011","09","07","25250","auto",NA,NA,NA,NA,NA,NA
"149","2019-12-19 11:17:01-03","UFG","UFG","1311","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg.","Rizzo, J.A.; Barbosa, A.","1624","1968","07","03",NA,"Brasil","Goiás","Goiânia","Morro Santo Antônio, Cerrado, com uma vereda.","-49.2538986206055","-16.6786003112793",NA,NA,"Árvore 10m (exsudou látex de coloração avermelhada ao cortar).","UFG001311",NA,"Barroso, G.M.",NA,NA,"1969","07",NA,"25250","auto",NA,NA,NA,NA,NA,NA
"150","2019-12-19 11:17:01-03","UFG","UFG","20785","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg.","Rizzo, J.A.; et al.","11391","1994","06","15",NA,"Brasil","Goiás","Mossâmedes","Reserva Biológica da Serra Dourada, À 3km do trevo de Mossâmedes para a cidade de Goiás, à esquerda da rodovia, 3° transecto. Início da floresta ciliar.","-50.2150001525879","-16.1266994476318",NA,NA,"5m de altura; estames de coloração creme; látex vermelho.","UFG020785",NA,"Koch, I.",NA,NA,"2011","09","07","30139","auto",NA,NA,NA,NA,NA,NA
"151","2019-12-19 11:17:01-03","UFG","UFG","20789","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg.","Rizzo, J.A.; et al.","11344","1994","05","12",NA,"Brasil","Goiás","Mossâmedes","Reserva Biológica da Serra Dourada, Da Reserva Biológica até os córregos Cafundó e Piçarrão; 2° transecto. Cerrado.","-50.2150001525879","-16.1266994476318",NA,NA,"6m de altura; estames soldados alaranjados; látex avermelhado.","UFG020789",NA,"Koch, I.",NA,NA,"2011","09","07","30139","auto",NA,NA,NA,NA,NA,NA
"152","2021-02-04 10:25:01-03","UFRPE","HST","15252","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","M.L.Fonseca; F.C.A.Oliveira & E.Cardoso","4894","2003","10","20",NA,"Brasil","Goiás","Vila Propício","(Assunção de Goiás) Fazenda Baixão","-48.672306","-15.20775",NA,NA,"Árvore heliófita ca. 4,5 m alt.; latescente; casca suberosa; folhas discolores, cartáceas; frutos imaturos esverdeados, aveludados. Comum.","HST015252",NA,"J.F.Morales",NA,NA,"2008","11",NA,NA,NA,"48W40'20,3''","15S12'27,9''",NA,NA,NA,NA
"153","2021-02-04 10:25:01-03","UFRPE","HST","15256","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","M.L.Fonseca; F.C.A.Oliveira & E.Cardoso","4896","2003","10","20",NA,"Brasil","Goiás","Vila Propício","(Assunção de Goiás) Fazenda Baixão","-48.672306","-15.20775",NA,NA,"Árvore heliófita, latescente; casca suberosa; folhas discolores, cartáceas; frutos imaturos esverdeados, aveludados. Comum.","HST015256",NA,"R.F.Souza-Silva",NA,NA,"2008","10",NA,NA,NA,"48W40'20,3''","15S12' 27,9''",NA,NA,NA,NA
"154","2021-02-04 10:25:01-03","UFRPE","HST","22363","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","M.L.M.Azevedo; M.L.Fonseca; F.C.A.Oliveira & A.T.Magalhães","1034","1996","06","29",NA,"Brasil","Goiás","Niquelândia","Km 03 da estrada de chão em direção à Reserva do IBAMA, perto da porteira do DNPM","-48.4525","-14.489722",NA,NA,"Árvore heliófita ca. 5 m alt.; caule com látex vermelho, abundante; folhas verdes, cartáceas; botões esverdeados; flores amarelas. Odor agradável. Orla de Mata. Ocasional.","HST022363",NA,"R.Marquete",NA,NA,"2000",NA,NA,NA,NA,"48W27'9''","14S29'23''",NA,NA,NA,NA
"155","2021-03-01 11:54:19-03","UFPE","UFP","22910","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg.","Walter, BMT; et al.","4249","1998","07","17",NA,"Brasil","Goiás","Colinas do Sul",NA,"-48.316667","-13.883333",NA,NA,"Árvore com 5m. Cálice verde-claro. Corola amarela (algumas verdes). Folhas discolores.; Cerrado sentido restrito (subtipo Típico). Relevo acidentado. Área de influência do AHE Serra de Mesa.","UFP022910",NA,"Walter, BMT",NA,NA,"1998","07","17",NA,NA,"-48.316667","-13.883333",NA,NA,NA,NA
"156","2021-03-01 11:54:19-03","UFPE","UFP","22931","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg.","Walter, BMT; et al.","4072","1998","01","29",NA,"Brasil","Goiás","Colinas do Sul",NA,"-48.283333","-13.933333","440",NA,"Árvore COM 3M. Frutos maduros marrom-dourados. Folhas discolores (face adaxial verde, face abaxial verde-claro/opaca). Látex (abundante) vermelho.; Cerrado sentido restrito (em encosta íngreme).","UFP022931",NA,"Walter, BMT","440",NA,"1998","01","29",NA,NA,"-48.283333","-13.933333",NA,NA,NA,NA
"157","2020-09-12 05:00:02-03","US","US","2744724","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg. in Mart.","G. Hatschbach","32487","1973","8","29","South America - Neotropics","Brazil","Mato Grosso",NA,"Rod Br 163 (mun. Coxim).",NA,NA,NA,NA,NA,"US03229954","US03229954_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"158","2020-09-12 05:00:02-03","US","US","1706207","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg. in Mart.","A. F. C. P. de Saint-Hilaire","760",NA,NA,NA,"South America - Neotropics","Brazil","Goiás",NA,"Inter Porto Imperial et Lunie, ad flum Tocantins",NA,NA,NA,NA,NA,"US00111809","US00111809_01",NA,NA,"Isolectotype",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"159","2020-09-12 05:00:02-03","US","US","3357046","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg. in Mart.","M. L. M. Azevedo, M. Fonseca, F. C. A. Oliveira & A. Magalhães","1034","1996","6","29","South America - Neotropics","Brazil","Goiás",NA,"Município de Niquelândia. Km 03 da estrada de chão em direção à Reserva do Ibama, perto da porteira do DNPM.","-48.4525","-14.4897",NA,NA,NA,"US03229947","US03229947_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"160","2020-09-12 05:00:02-03","US","US","1706174","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg. in Mart.","Collector illegible","20414",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"US03229956","US03229956_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"161","2020-09-12 05:00:02-03","US","US","3195881","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg. in Mart.","G. Hatschbach & J. M. Silva","50050","1985","11","21","South America - Neotropics","Brazil","Bahia",NA,"Gameleiras (mun. Maricá).",NA,NA,NA,NA,NA,"US03229946","US03229946_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"162","2020-09-12 05:00:02-03","US","US","3259871","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg. in Mart.","C. A. Cid Ferreira & et al.","6397","1985","8","10","South America - Neotropics","Brazil","Mato Grosso",NA,"Mun. de Santa Terezinha. Faz. União, a 05 km da cidade.","-50.58","-10.67",NA,NA,NA,"US03229948","US03229948_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"163","2020-09-12 05:00:02-03","US","US","3184196","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg. in Mart.","M. Nee","34716","1987","4","10","South America - Neotropics","Brazil","Rondônia",NA,"Rocky tops and slopes of westermost hill of Serra Pacaas Novos (with Embratel antennas), on pre-Cambrian sandstone. Mun. Guajara Mirim, 5 km. NE of Guajara Mirim.","-65.25","-10.73","250",NA,NA,"US03229949","US03229949_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"164","2020-09-12 05:00:02-03","US","US","2678670","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg. in Mart.","G. Eiten & L. T. Eiten","8962","1968","9","27","South America - Neotropics","Brazil","Mato Grosso",NA,"Serra do Roncador. Município de Barra do Garças: 278 km along new road NNE of village of Xavantina. (18 km due N of Royal Society-Royal Geographic Society Base Camp.).","-51.75","-12.85","450",NA,NA,"US03229945","US03229945_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"165","2020-09-12 05:00:02-03","US","US","2938050","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg. in Mart.","E. P. Heringer","14835","1975","8","23","South America - Neotropics","Brazil","Distrito Federal",NA,"Mun. de Jaraguá, Go. Baso da Serra de Jaraguá.",NA,NA,NA,NA,NA,"US03229951","US03229951_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"166","2020-09-12 05:00:02-03","US","US","1473826","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg. in Mart.","G. O. A. Malme","s.n.","1903","7","6","South America - Neotropics","Brazil","Mato Grosso",NA,"Civit. Matto Grosso: Cuyabá.",NA,NA,NA,NA,NA,"US03229955","US03229955_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"167","2020-09-12 05:00:02-03","US","US","2568996","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg. in Mart.","G. T. Prance & N. Silva","58443","1964","7","28","South America - Neotropics","Brazil","Goiás",NA,"New Brazilian Highways. Northern Goiás. Road to Miracema do Norte.",NA,NA,NA,NA,NA,"US03229950","US03229950_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"168","2020-09-02 16:19:55-03","Cenargen","CEN","89406","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Ricardo Flores Haidar","704","2007","07","06",NA,"Brasil","TO","GURUPI",NA,"-48.738888","-11.262222",NA,"Exsicatas","Botão floral. Licenciamento Ambiental da Ferrovia Norte-Sul. VALEC / OIKOS Pesquisa Aplicada. Doação","CEN00089406","CEN00089406","R. F. Haidar",NA,NA,"2007","07",NA,NA,NA,"-48.738888","-11.262222",NA,NA,"1",NA
"169","2020-09-02 16:19:55-03","Cenargen","CEN","25129","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Taciana Barbosa Cavalcanti","1670","1995","07","25",NA,"Brasil","GO","NIQUELANDIA","Estrada paralela ao rio Tocantins. Entre o rio Tocantins e Serra Negra.","41.3636111","-13.989722","400","Exsicatas","Botões verdes e glaucos, látex vermelho-alaranjado, casca viva marrom e ritidoma cinza.","CEN00025129","CEN00025129","B. M. T. Walter","400",NA,"1997","03",NA,NA,NA,"41.3636111","-13.989722",NA,NA,"2",NA
"170","2020-09-02 16:19:55-03","Cenargen","CEN","103315","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Eric R. José","175","2017","06","21",NA,"Brasil","TO","PARANA","Conglomerado: TO-674. Coleta extra.","-47.88","-12.78",NA,"Exsicatas","Inventário Florestal Nacional (IFN). Árvore. Fuste de casca externa cinza, fina, casca interna de cor vinacea. Exsudato tipo látex, de cor vermelha.","CEN00103315","CEN00103315","L. M. Brauner",NA,NA,"2017","10",NA,NA,NA,"-47.88","-12.78",NA,NA,"4",NA
"171","2020-09-02 16:19:55-03","Cenargen","CEN","106334","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Arnildo Pott","10225","2002","08","25",NA,"Brasil","MS","SONORA","Case (Companhia Agrícola Sonora Estância).","-54.891666","-17.620277",NA,"Exsicatas","(Ou arvoreta jovem). Relevo encosta superior. Folha discolor, látex branco abundante. Doação Herbário HMS nº4161.","CEN00106334","CEN00106334","A. L. Scudeler",NA,NA,"2017","06",NA,NA,NA,"-54.891666","-17.620277",NA,NA,"1",NA
"172","2020-09-02 16:19:55-03","Cenargen","CEN","109753","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Indiara Nunes Mesquita Ferreira","30","2019","03","15",NA,"Brasil","GO","NIQUELANDIA","Reserva Legado Verdes do Cerrado.","-48.506944","-14.581944",NA,"Exsicatas","Flores com tegumento em pó. Flores com corola amarela clara. Doação ProFloresta.","CEN00109753",NA,"I. N. M. Ferreira",NA,NA,NA,NA,NA,NA,NA,"-48.506944","-14.581944",NA,NA,"1",NA
"173","2020-09-02 16:19:55-03","Cenargen","CEN","22754","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Bruno Machado Teles Walter","2725","1995","10","07",NA,"Brasil","GO","NIQUELANDIA","Região da Serra Negra, margem esquerda do rio Bagagem, próximo à fazenda Aroeira, após a CODEMIN, cerca de 15 km desta.","-48.399166","-14.066388","450","Exsicatas","Látex vermelho. Folhas discolores. Futuro reservatório do AHE Serra da Mesa.","CEN00022754","CEN00022754","S. M. Gomes","450",NA,"1997","03",NA,NA,NA,"-48.399166","-14.066388",NA,NA,"5",NA
"174","2020-09-02 16:19:55-03","Cenargen","CEN","24660","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Bruno Machado Teles Walter","2570","1995","09","07",NA,"Brasil","GO","MINACU","Estrada de acesso ao porto do Rubão (indo para área indigena). Sul de Minaçu, indo para o rio Tocantins.",NA,NA,"490","Exsicatas","Corte na planta exuda látex avermelhado. Folhas discolores. Flores velhas esverdeadas. Área de influencia do AHE Serra da Mesa.","CEN00024660","CEN00024660","B. M. T. Walter","490",NA,"1996","04",NA,NA,NA,"-4823333.0","-1360000.0",NA,NA,"5",NA
"175","2020-09-02 16:19:55-03","Cenargen","CEN","65710","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Aécio Amaral-Santos","438","1999","08","31",NA,"Brasil","GO","URUACU","Cerca de 300 m após o Centro de Apoio ao Turista, (antigo posto da Pol. Militar Rodoviária), próximo ao ancoradouro.",NA,NA,NA,"Exsicatas","Botões florais creme. Exudado alaranjado. Área de influência da UHE Serra da Mesa.","CEN00065710","CEN00065710","B. M. T. Walter",NA,NA,"1999","08",NA,NA,NA,NA,NA,NA,NA,"3",NA
"176","2020-09-02 16:19:55-03","Cenargen","CEN","65756","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Aécio Amaral-Santos","509","1999","10","26",NA,"Brasil","GO","CAMPINACU","Fazenda Boa Sorte (Quinca Prado), 8 km após povoado São Vicente, sentido Minaçu - Campinaçu.",NA,NA,NA,"Exsicatas","Área de Influência da UHE Serra da Mesa.","CEN00065756","CEN00065756","A. A. Santos",NA,NA,"1999","10",NA,NA,NA,NA,NA,NA,NA,"3",NA
"177","2020-09-02 16:19:55-03","Cenargen","CEN","71092","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Glocimar Pereira-Silva","10947","2006","10","20",NA,"Brasil","TO","PARANA","Área a montante do eixo da barragem.","-48.219444","-12.823611","250","Exsicatas","Área de influência direta (APP).","CEN00071092","CEN00071092",NA,"250",NA,NA,NA,NA,NA,NA,"-48.219444","-12.823611",NA,NA,"4",NA
"178","2020-09-02 16:19:55-03","Cenargen","CEN","71141","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Glocimar Pereira-Silva","10996","2006","10","22",NA,"Brasil","TO","SAO SALVADOR DO TOCANTINS","Fazenda Serrinha.","-48.281944","-12.78","290","Exsicatas","Área de influência indireta.","CEN00071141","CEN00071141",NA,"290",NA,NA,NA,NA,NA,NA,"-48.281944","-12.78",NA,NA,"4",NA
"179","2020-09-02 16:19:55-03","Cenargen","CEN","40377","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Bruno Machado Teles Walter","4647","2000","11","09",NA,"Brasil","GO","CAVALCANTE","Estrada de terra saindo da balsa do Porto dos Paulistas (no rio Tocantins) para o Buracão. À cerca de 25,2 km do rio.","-47.4583015441895","-13.7974996566772","430","Exsicatas","Planta com látex vermelho, semelhante à sangue. Folhas discolores. Área de influência da Hidrelétrica Cana Brava.","CEN00040377","CEN00040377","B. M. T. Walter","430",NA,"2000","11",NA,"92497","auto","-4804444.0","-1337139.0",NA,NA,"4",NA
"180","2020-09-02 16:19:55-03","Cenargen","CEN","31533","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Bruno Machado Teles Walter","4249","1998","07","17",NA,"Brasil","GO","COLINAS DO SUL","Estrada de terra de acesso às linhas de transmissão Serra da Mesa-Samambaia. Na altura das torres 40 a 48. Cerca de 10km ao sul da Barragem de Serra da Mesa.","-48.0783004760742","-14.1513996124268","530","Exsicatas","Cálice verde-claro. Corola amarela (algumas verdes). Folhas discolores. Área de influência do AHE Serra da Mesa.","CEN00031533","CEN00031533","B. M. T. Walter","530",NA,"1998","07",NA,"58154","auto","-4831667.0","-1388333.0",NA,NA,"4",NA
"181","2020-09-02 16:19:55-03","Cenargen","CEN","32284","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Bruno Machado Teles Walter","4072","1998","01","29",NA,"Brasil","GO","COLINAS DO SUL","Vale do Rio Tocantinzinho (próximo à foz). Reservatório em formação do AHE Serra da Mesa - Segmento IV.","-48.0783004760742","-14.1513996124268","440","Exsicatas","Folhas discolores (face adaxial verde, face abaxial verde-claro/opaca). Látex (abundante) vermelho.","CEN00032284","CEN00032284","B. M. T. Walter","440",NA,"1998","01",NA,"58154","auto","-4828333.0","-1393333.0",NA,NA,"4",NA
"182","2020-09-02 16:19:55-03","Cenargen","CEN","64580","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Sandra Martins Verboonen","114","1999","11","30",NA,"Brasil","GO","NIQUELANDIA","Beira da GO-237, 45 km após a Pol. Militar Rodoviária, esquerdo, sentido Niquelândia.","-48.4597015380859","-14.4738998413086",NA,"Exsicatas","Área de influência da UHE Serra da Mesa.","CEN00064580","CEN00064580","A. A. Santos",NA,NA,"1999","11",NA,"74171","auto",NA,NA,NA,NA,"2",NA
"183","2020-09-02 16:19:55-03","Cenargen","CEN","34243","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Bruno Machado Teles Walter","4309","1999","06","22",NA,"Brasil","GO","NIQUELANDIA","Estrada de terra Colinas do Sul - Niquelândia. Cerca de 20 km após a ponte do Tocantinzinho, entrando à direita em loteamentos.","-48.4597015380859","-14.4738998413086","550","Exsicatas","Botões florais creme. Planta com látex vermelho. Área de influência do AHE Serra da Mesa.","CEN00034243","CEN00034243","B. M. T. Walter","550",NA,"1999","06",NA,"74171","auto","-4810000.0","-1416667.0",NA,NA,"3",NA
"184","2020-09-02 16:19:55-03","Cenargen","CEN","22538","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Bruno Machado Teles Walter","2430","1995","07","20",NA,"Brasil","GO","NIQUELANDIA","Margem direita do rio Bagagem, em frente à Serra Negra, próximo à barra do Bagagem/Tocantins.","-48.4597015380859","-14.4738998413086","390","Exsicatas","Cálice verde. Folhas velhas discolores: verde na face adaxial e face abaxial enegrecida (fumaça). Látex na folha creme-amarelado, no galho vermelho-alaranjado. Pétalas creme-esverdeadas. Látex não abundante.","CEN00022538","CEN00022538","S. M. Gomes","390",NA,"1997","03",NA,"74171","auto","-4831667.0","-1396667.0",NA,NA,"2",NA
"185","2020-09-02 16:19:55-03","Cenargen","CEN","91627","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","E. R. Santos - HUTO","971","2008","08","27",NA,"Brasil","TO","PALMAS","Coordenadas UTM-22L 07895860/8846784","-48.3602981567383","-10.2128000259399",NA,"Exsicatas","Doação do Herbário da Universidade do Tocantins-HUTO nº Reg. 1597.","CEN00091627","CEN00091627","E. R. Santos",NA,NA,"2008","08",NA,"62375","auto",NA,NA,NA,NA,"1",NA
