"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","615903","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha","(Kiaersk.) Landrum",NA,"B. C. Kurtz","60","1989","07","05","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Nascente do Rio das Flores","-42.05","-22",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=69333' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615903","NY00615903_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","615909","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha major","(D.Legrand) Landrum","L. R. Landrum","R. Reitz","4769","1957","09","05","Brazil","Santa Catarina","Campo Alegre","Morro do Iquererim","-49.2656","-26.1925",NA,NA,"1500","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385178' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615909","NY00615909_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","major",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","615912","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha major","(D.Legrand) Landrum","L. R. Landrum","L. R. Landrum","2652","1977","11","21","Brazil","Santa Catarina","Lajes","Ca. 15 km east of Otacilio Costa, that is ca. 2 km west of the crest of the Serra Geral","-50","-27.42",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385176' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615912","NY00615912_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","major",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","615905","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha pilotantha","(Kiaersk.) Landrum","L. R. Landrum","L. R. Landrum","2023","1977","10","12","Brazil","Rio de Janeiro",NA,"Parque Nacional Tijuca, Mesa do Imperador","-43.33","-22.83",NA,NA,"400","650","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=31211' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615905","NY00615905_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","pilotantha",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","615906","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha pilotantha","(Kiaersk.) Landrum",NA,"L. R. Landrum","s.n.","1977","10",NA,"Brazil","Rio de Janeiro",NA,"Parque Nacional Tijuca","-43.28939","-22.947934",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=31213' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615906","NY00615906_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","pilotantha",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:31:39-03","UFRJ","RFA","5864","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha","(Kiaersk.) Landrum","L.D. Meireles","A.P. Duarte","4649","1959","03","24","Brasil","Rio de Janeiro","Rio de Janeiro","Entre Mesa do Imperador e Alto da oa Vista","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Árvore de porte médio 10 - 12 m de altura","RFA26005",NA,"2014","09","12",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"17","2020-01-20 14:40:43-03","UPM","MACK","1493","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha","(Kiaersk.) Landrum","O. Aguiar","M. Fascina","249","2011","07","05","Brasil","SP","Campos do Jordão","Colônia Umuarama, trilha da samanbaia.floresta ombrófila mista","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"18","2020-01-20 14:40:43-03","UPM","MACK","1494","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha","(Kiaersk.) Landrum","O. Aguiar","M. Fascina","A181","2011","07","05","Brasil","SP","Campos do Jordão","Colônia Umuarama, trilha da samanbaia.floresta ombrófila mista","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:06:48-03","NBC","NL-BOTANY","U.1451309","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","nothorufa","Myrceugenia nothorufa","D.Legrand",NA,"Lindeman JC; Haas JH de",NA,"1967","05","07","Brazil",NA,NA,"Brasiliae Australis, Est. Paraná, Thinnea forest on hill on 3d planalto near Guarapuava.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451309 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451309","NL-U1451309",NA,NA,NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"20","2020-02-08 10:06:48-03","NBC","NL-BOTANY","L.2527273","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha major",NA,NA,"Reitz R; Klein RM",NA,"1960","02","06","Brazil",NA,NA,"Plantas de Santa Catarina, Morro Spitzkopf, Blumenau.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527273 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2527273","NL-L2527273",NA,NA,NA,"Southern America",NA,NA,NA,"Myrtales","major",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"21","2020-02-08 10:06:48-03","NBC","NL-BOTANY","L.2527274","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha major",NA,NA,"Hatschbach GG",NA,"1959","11","19","Brazil",NA,NA,"Est Parana, Mun. Camp. Gde. Sul, Alto da Serra.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527274 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2527274","NL-L2527274",NA,NA,NA,"Southern America",NA,NA,NA,"Myrtales","major",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"22","2020-02-08 10:06:48-03","NBC","NL-BOTANY","L.2527275","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha pilotantha",NA,NA,"Reitz R; Klein RM",NA,"1961","04","13","Brazil",NA,NA,"Plantas de Santa Catarina, Serra da Boa Vista, São José.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527275 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2527275","NL-L2527275",NA,NA,NA,"Southern America",NA,NA,NA,"Myrtales","pilotantha",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"23","2020-11-04 11:14:49-03","ESALQ","ESA","52212","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha","(Kiaersk.) Landrum","Sobral, M.","Ribas, O.S. et al.","5830.0","2004","01","16","Brasil","Paraná","Bocaiúva do Sul",NA,"-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,"ESA052212",NA,"2005","01","01",NA,NA,NA,"Magnoliophyta",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:14:49-03","ESALQ","ESA","52034","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha","(Kiaersk.) Landrum",NA,"Lima, R.A.F.","468.0",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela permanente - Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,NA,"400","400","em clareira","ESA052034",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:14:49-03","ESALQ","ESA","109779","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30196.0",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA109779",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:14:49-03","ESALQ","ESA","109780","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30197.0",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA109780",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:14:49-03","ESALQ","ESA","105978","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha",NA,"Sobral, M.","Dreveck, S.","109.0","2007","11","08","Brasil","Santa Catarina","São Bento do Sul",NA,"-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,NA,"ESA105978",NA,"2009","03","09",NA,NA,NA,"Magnoliophyta",NA,NA,"23090","auto",NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:14:49-03","ESALQ","ESA","104488","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha",NA,"Aguiar, O.T.","Aguiar, O.T.","1095.0","2002","03","12","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA104488",NA,"2002","03","17",NA,NA,NA,"Magnoliophyta",NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:14:49-03","ESALQ","ESA","109419","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha",NA,NA,"Duarte, A.R.","540.0",NA,NA,NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA109419",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"30","2020-06-14 15:15:06-03","FPS","FPS","4304","MachineObservation","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha","(Kiaersk.) Landrum","Vieira, F.C.S.","Schwirkowski, P.; Hantschel","3727","2019","12","07","Brasil","Santa Catarina","Campo Alegre","Localidade de São Miguel. Propriedade de Carlos Rodolfo Hantschel","-49.194485","-26.202103","-49.194485","-26.202103",NA,NA,NA,"FPS04304,FURB65743","FPS04304_v01 FPS04304_v02 FPS04304_v03 FPS04304_v04 FPS04304_v05 FPS04304_v06 FPS04304_v07 FURB65743","2019","12","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,"voucher","FURB 65743",NA,NA,NA
"31","2020-06-14 15:15:06-03","FPS","FPS","4408","MachineObservation","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha","(Kiaersk.) Landrum","Vieira, F.C.S.","Schwirkowski, P.","3831","2019","12","28","Brasil","Santa Catarina","São Bento do Sul","Bairro Rio Vermelho","-49.273304","-26.273201","-49.273304","-26.273201",NA,NA,NA,"FPS04408,FURB66015","FPS04408_v01 FPS04408_v02 FPS04408_v03 FPS04408_v04 FPS04408_v05 FPS04408_v06 FPS04408_v07 FPS04408_v08 FURB66015","2019","12","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,"voucher","FURB 66015",NA,NA,NA
"32","2019-08-27 13:31:30-03","IAP","PACA-AGP","94836","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha","(Kiaersk.) Landrum","Daniela A. Marschner","Daniela A. Marschner",NA,"2004",NA,NA,"Brasil","RS","Gramado","Serra Grande","-50.8739013671875","-29.3785991668701",NA,NA,NA,NA,"Sem n° de HASU Habitat: Mata ciliar","PACA094836",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"13851","auto","Magnoliatae",NA,NA,NA,NA,NA
"33","2019-08-27 13:31:30-03","IAP","PACA-AGP","45342","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha","(Kiaersk.) Landrum","Wagner, M. A.","Rambo, B.",NA,"1950","01","18","Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Habitat: in silvula nebulari Fenofase: flor nondum evoluto","PACA045342",NA,"2015","11","05",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"55856","auto","Magnoliatae",NA,NA,NA,NA,NA
"34","2019-12-04 11:51:28-03","IAP","PACA-AGP","53920","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha","(Kiaersk.) Landrum","Molz, M.","Rambo, B.",NA,"1953","02","20","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"ISOTYPUS de Myrceugenia ramboi D. Legrand Habitat: in araucarieto Fenofase: flor","PACA053920","PACA053920","2017","03","17",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"76715","auto","Magnoliatae",NA,NA,"Isotipo",NA,NA
"35","2019-08-27 13:31:30-03","IAP","PACA-AGP","67511","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha","(Kiaersk.) Landrum","Molz, M.","R. M. Klein","7830","1968","08","06","Brasil","SC","Florianópolis","Morro Rio Vermelho","-48.5491981506348","-27.596700668335",NA,NA,"300","300","8m de altura e fruto imaturo verde. Habitat: mata Hábito: arvoreta","PACA067511",NA,"2017","03","17",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"27000","auto","Magnoliatae",NA,NA,NA,NA,NA
"36","2019-08-27 13:31:30-03","IAP","PACA-AGP","65436","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha","(Kiaersk.) Landrum","Molz, M.","R. Klein","1988","1956","05","18","Brasil","SC","Ibirama","Horto Florestal I.N.P.","-49.5177993774414","-27.0569000244141",NA,NA,"350","350","4m de altura e flor branca. HBR 14994. Habitat: mata Hábito: arvoreta","PACA065436",NA,"2017","03","17",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"18533","auto","Magnoliatae",NA,NA,NA,NA,NA
"37","2020-12-20 21:18:38-03","UFV","VIC","11209","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha","(Kiaersk.) D.Legrand & Kausel",NA,"Silva, A.F. da","1589","1987","12","14","Brasil","São Paulo","São José dos Campos","Flora da reserva florestal Boa Vista","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,"Árvore de 5 m, casca rosada, lenho creme, botões florais ferruginosos.","VIC011209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA
"38","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043422","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha","(Kiaersk.) Landrum","L. R. Landrum","L. R. Landrum","2972","1977","12","27","Brazil","Rio Grande do Sul",NA,"Fortaleza near Cambara on the eastern edge of the Plan Alto.","-50","-29",NA,NA,"1100",NA,"PHOTO-MICH; 2-3m high.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043421","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha","(Kiaersk.) Landrum","L. R. Landrum","L. R. Landrum","2972","1977","12","27","Brazil","Rio Grande do Sul",NA,"Fortaleza near Cambara on the eastern edge of the Plan Alto. Patches of foggy Araucaria forest","-50","-29",NA,NA,"1100",NA,"PHOTO-MICH; 2-3 m high",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043416","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha pilotantha","(Kiaersk)","L.R. Landrum, 2002.","L. Kollmann","2309","1999","3","30","Brazil","Espirito Santo",NA,"Santa Tereza.","-40.6","-19.9167",NA,NA,NA,NA,"Arvoreta 8m, DAO 10cm, fuste 4m; botoes marrom.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","pilotantha",NA,NA,NA,NA,NA,NA,NA,NA
"41","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0069346","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha nothorufa","(Legrand) Landrum","Leslie R. Landrum","Reitz; Klein","6030","1958","1","9","Brazil","Santa Catarina",NA,"Morro do Iquererim, Campo Alegre.","-49.266124","-26.192049",NA,NA,"1200",NA,"Arbusto 3 m. Flor branca.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","nothorufa",NA,NA,NA,NA,NA,NA,NA,NA
"42","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043419","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha","(Kiaersk.) Landrum","L. R. Landrum","J. G. Kuhlmann",NA,"1941","4","14","Brazil","Rio de Janeiro",NA,"Estado do Redentor","-43.245021","-22.95622",NA,NA,NA,NA,"PHOTO-MICH",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043414","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha pilotantha","(Kiaersk)","M.L. Kawasaki, 1993.","L. Rossi; I. Cordeiro, E.L.M. Catharino.","603","1990","5","16","Brazil","Sao Paulo","Iguape","Trilha do alojamento do IBAMA ate o pocinho do Rio Verde.","-47.55","-24.7167",NA,NA,NA,NA,"Coor from www.fallingrain.com/world; Arvoreta ca. 3.0m alto; botoes ferrugineos, petalas e estames alvos.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","pilotantha",NA,NA,NA,NA,NA,NA,NA,NA
"44","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060702","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha","(Kiaersk.) Landrum","M.L. Kawasaki, 1995","E. A. Anunciacao; M. Sugiyama, E. L. Silva","562","1994","5","18","Brazil","Sao Paulo","Iguape","Trilha para o alto da Cachoeira do Salto.","-47.55","-24.7167",NA,NA,NA,NA,"Coor from www.fallingrain.com/world; Arvoreta ca. 4m alto, botoes ferrugineos; flores alvas.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
