"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2020-09-23 10:41:47-03","E","E","146924","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida",NA,NA,NA,NA,NA,"Pott, A.;","6992","1995","02","25","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00146924 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00146924",NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:171310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:41:47-03","E","E","167704","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida",NA,NA,NA,NA,NA,"Davis, P.H., Shepherd, G.J., Sakane, M. et Al,",NA,"1976","09","10","BR","Sao Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00167704 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00167704",NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:176698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-23 10:41:47-03","E","E","135420","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sylvatica","Eugenia sylvatica",NA,NA,NA,NA,NA,"Gardner, George","414","1905","01","10","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00135420 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00135420",NA,"holotype","E. Tropical South America","herbarium specimen of unspecif","BGBASE:143248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-09-23 10:41:47-03","E","E","135419","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sylvatica","Eugenia sylvatica",NA,NA,NA,NA,NA,"Gardner, George","414","1905","01","10","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00135419 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00135419",NA,"holotype","E. Tropical South America","herbarium specimen of unspecif","BGBASE:143247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01112710","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","M. Sobral",NA,NA,NA,"R. de Mello-Silva","2447","2004","01","22","Brazil","Minas Gerais","Gouveia","rodovia Diamantina- Gouveia (BR 259), 300 m. sul do entroncamento para Datas, a oeste da rodovia","-43.6917","-18.4264",NA,NA,"1346","1346","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1261004' target='other'> <mi>dwc_moreinfo</mi></a>","NY01112710","NY01112710_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01459663","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","R. L. Liesner",NA,NA,NA,"M. G. da Silva","2854","1977","01","22","Brazil","Pará",NA,"Peixe-Boi, colonia do Salgado, arredores do igarapé do Ubim","-47.3175949","-1.1939901",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1700548' target='other'> <mi>dwc_moreinfo</mi></a>","NY01459663","NY01459663_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1183937","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.",NA,NA,NA,NA,"R. Marquete","3986","2006","10","19","Brazil","Minas Gerais",NA,"Mun. Santa Cruz de Minas. Na cachoeira em direção a Tiradente.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1458918' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183937","NY01183937_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00981181","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","N. W. Snow",NA,NA,NA,"E. P. Heringer","9038","1962","06","05","Brazil","Distrito Federal","Brasília","Fundação Zoobotanica.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097375' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981181","NY00981181_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","472351","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","B. K. Holst",NA,NA,NA,"D. C. Daly","8646","1995","11","20","Brazil","Acre","Tarauacá","Basin of Rio Juruá, Rio Tarauacá, Reserva Indígena Praia do Carapaná, Seringal & Colocaçao Mucuripe.","-71.3731","-8.4606",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=526643' target='other'> <mi>dwc_moreinfo</mi></a>","NY00472351","NY00472351_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","229975","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","B. K. Holst",NA,NA,NA,"D. C. Daly","8354","1994","09","24","Brazil","Acre","Tarauacá","Rio Tarauacá, river at low water. Seringal Maceió (sede), left bank of river.","-70.98","-8.2555",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=526641' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229975","NY00229975_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02507510","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","B. K. Holst",NA,NA,NA,"P. Pedraza-Peñalosa","2613","2012","09","05","Colombia","Antioquia","Frontino","Corregimiento Carauta, Parque Nacional Natural Las Orquídeas, sector Tres Bocas, río Tercero, cerca a la finca La Pradera","-76.23039","6.63031",NA,NA,"1650","1800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1949968' target='other'> <mi>dwc_moreinfo</mi></a>","NY02507510","NY02507510_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01459737","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","R. L. Liesner",NA,NA,NA,"M. G. da Silva","2854","1977","01","22","Brazil","Pará",NA,"Peixe-Boi, colonia do Salgado, arredores do igarapé do Ubim","-47.3175949","-1.1939901",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1700601' target='other'> <mi>dwc_moreinfo</mi></a>","NY01459737","NY01459737_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00981109","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","N. W. Snow",NA,NA,NA,"A. A. A. Barbosa","129","1987","09","19","Brazil","Minas Gerais","Uberlândia","Reserva Ecológia do Panga, Uberlândia.","-48.2769","-18.9186",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097355' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981109","NY00981109_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01450775","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","M. L. Kawasaki",NA,NA,NA,"M. J. G. Hopkins","615","1986","06","08","Brazil","Roraima","Alto Alegre","Ilha de Maracá, SEMA Estação, extreme west end of island, Rio Uraricuera.","-61.416667","3.383333",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1336048' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450775","NY01450775_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","164684","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","B. K. Holst",NA,NA,NA,"J. A. C. da Silva","644","1986","08","05","Brazil","Roraima",NA,"Estrada BR 174, Boa Vista-Venezuela","-60.67","2.83",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=526651' target='other'> <mi>dwc_moreinfo</mi></a>","NY00164684","NY00164684_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","533273","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","M. Sobral",NA,NA,NA,"D. A. Rinaldi","26223","1998","09","19","Brazil","Paraná","Santa Amélia","Local: Agua da Queixada [bairro]. Cidade: Santa Amélia. rio Laranjinha.","-50.4242","-23.2658",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=526632' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533273","NY00533273_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","02852700","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","M. L. Kawasaki",NA,NA,NA,"D. da Silva Costa","413","2013","11","29","Brazil","Acre","Bujari","As encostas do Riozinho do Andirá, borda de campo próximo ao rio.","-68.129247","-9.721986",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2712021' target='other'> <mi>dwc_moreinfo</mi></a>","NY02852700","NY02852700_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","884934","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","M. L. Kawasaki",NA,NA,NA,"S. C. de Sant'Ana","255","1992","11","21","Brazil","Bahia","Itaeté","Ca. 10 km na estrada Itaeté/Andarai.","-40.9722","-12.9867",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969586' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884934","NY00884934_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01450774","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","B. K. Holst",NA,NA,NA,"M. L. Alencar","391","1979","07","04","Brazil","Amazonas",NA,"Ilha Acaburu.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1686283' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450774","NY01450774_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","870462","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","B. K. Holst",NA,NA,NA,"B. W. Nelson","756","1980","10","20","Brazil","Acre","Xapuri","Road from Xapurí to Rio Branco, Fazenda entrance at km 14, then 1 km to back of old field and disturbed primary rainforest at margin of igarapé, probably várzea, submerged during part of the year","-67.95","-10",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=526637' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870462","NY00870462_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1181481","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","E. Lucas",NA,NA,NA,"D. C. Zappi","1106","2008","02","08","Brazil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino, lagoa abaixo da pousada.","-55.842","-9.445672",NA,NA,"264","264","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375810' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181481","NY01181481_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1017279","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","N. W. Snow",NA,NA,NA,"G. G. Hatschbach","19354","1968","06","10","Brazil","Paraná","Sao Jorge d'Oeste","Rio Iguaçu, Salto Osorio.","-53.008927","-25.537385",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204125' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017279","NY01017279_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00981183","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","N. W. Snow",NA,NA,NA,"G. G. Hatschbach","63411","1995","10","16","Brazil","Mato Grosso do Sul","Aquidauana","Estrada Ecológica, Serra de Maracaju","-55.7869","-20.4711",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097350' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981183","NY00981183_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00906583","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","F. F. Mazine",NA,NA,NA,"E. P. Heringer","4658","1980","05","07","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981816' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906583","NY00906583_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1017290","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","N. W. Snow",NA,NA,NA,"G. G. Hatschbach","32653","1973","10","04","Brazil","Paraná","Cerro Azul","Rio das Turvo.","-49.2608","-24.8236",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204150' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017290","NY01017290_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00981231","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","N. W. Snow",NA,NA,NA,"R. R. de Santos","R1746","1968","06","12","Brazil","Mato Grosso","Ribeirão Cascalheira","Rio Suiazinha (approx. 290 km N. of Xavantina)","-51.8242","-12.9419",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097361' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981231","NY00981231_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00981180","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","N. W. Snow",NA,NA,NA,"H. S. Irwin","8747","1965","09","28","Brazil","Distrito Federal","Brasília","Immediately W. of Planaltina","-47.67603","-15.6167",NA,NA,"950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097328' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981180","NY00981180_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1017287","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","N. W. Snow",NA,NA,NA,"M. Kuhlmann","1590","1947","11","19","Brazil","São Paulo","Jardinópolis","Margem do Rio Pardo.","-47.7597","-21.0103",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204142' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017287","NY01017287_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00907330","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","C. M. D. E. Legrand",NA,NA,NA,"E. P. Heringer","56215","1963","08","16","Brazil","Distrito Federal","Brasília","Along Rio Torto","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985369' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907330","NY00907330_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01450770","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","R. McVaugh",NA,NA,NA,"N. T. da Silva","1024","1968","09","17","Brazil","Pará",NA,"Região do Rio Jarí. Rio Jari, Monte Dourado, Planalto A.","-52.6008224","-0.8809315",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1686280' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450770","NY01450770_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01450771","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","B. K. Holst",NA,NA,NA,"L. A. Maia","279","1979","07","01","Brazil","Amazonas",NA,"Rio Negro, lugar Temendaní",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1334140' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450771","NY01450771_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00981154","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","N. W. Snow",NA,NA,NA,"H. S. Irwin","7611","1964","10","31","Brazil","Goiás","Caiapônia","Ca. 20 km. S. of Caiapônia on rd. to Jataí. Serra do Caiapó.","-51.82","-17.1",NA,NA,"800","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097322' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981154","NY00981154_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00980786","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","B. K. Holst",NA,NA,NA,"K. Deguchi","B-1590","1987","09","27","Brazil","Minas Gerais","Uberlândia","Uberlandia","-48.2769","-18.9186",NA,NA,"600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095302' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980786","NY00980786_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","01450790","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","florida","Eugenia florida","DC.","F. F. Mazine",NA,NA,NA,"W. R. Anderson","12223","1978","03","21","Brazil","Rondônia",NA,"Along the Rio dos Pacaás Novos, between the first and second cachoeiras.","-63.7693262","-10.9794376",NA,NA,"220","220","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1335694' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450790","NY01450790_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
