"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","class","imagecode","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","typeStatus","fieldNumber","verbatimLatitude","individualCount","sex"
"1","2021-03-15 16:37:00-03","NY","NYBG","400537","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Vriesea","thyrsoidea","Vriesea thyrsoidea","Mez","L. B. Smith","J. P. P. Carauta","308","1966","03","06","South America","Brazil","Rio de Janeiro","Serra dos Orgaos, Ponto Dois Mil, pr. a Pedra da Cruz","2000","2000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=432653' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-02-08 10:12:35-03","NBC","NL-BOTANY","U.1174471","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Vriesea","thyrsoidea","Vriesea thyrsoidea","Mez",NA,"Martinelli G; Simonis JE",NA,"1983","02","01","Southern America","Brazil",NA,"Estado do Rio de Janeiro, Municipio de Teresopolis, Parque Nacional Serra dos Orgaos, caminho p/Campo das Antas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174471 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1174471","Magnoliopsidae","NL-U1174471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-02-07 08:35:28-03","MN","R","104628","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","thyrsoidea","Vriesea thyrsoidea","Mez",NA,"Vidal, J.","3202","1952","06",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R010019742",NA,NA,"Teresópolis","-42.9655990600586","-22.4122009277344","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-02-07 08:35:28-03","MN","R","104631","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","thyrsoidea","Vriesea thyrsoidea","Mez",NA,"Vidal, J.","3208","1952","06",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R010019744",NA,NA,"Teresópolis","-42.9655990600586","-22.4122009277344","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-02-07 08:35:28-03","MN","R","104632","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","thyrsoidea","Vriesea thyrsoidea","Mez",NA,"Vidal, J.","3209","1952","06",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R010019743",NA,NA,"Teresópolis","-42.9655990600586","-22.4122009277344","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-02-07 08:35:28-03","MN","R","104634","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","thyrsoidea","Vriesea thyrsoidea","Mez",NA,"Vidal, J.","3237","1952","06",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R010019757",NA,NA,"Teresópolis","-42.9655990600586","-22.4122009277344","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-02-07 08:35:28-03","MN","R","104635","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","thyrsoidea","Vriesea thyrsoidea","Mez",NA,"Vidal, J.","3207","1952","06",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R010019741",NA,NA,"Teresópolis","-42.9655990600586","-22.4122009277344","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-02-07 08:35:28-03","MN","R","104636","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","thyrsoidea","Vriesea thyrsoidea","Mez",NA,"Vidal, J.","6460","1953",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R010019749",NA,NA,"Teresópolis","-42.9655990600586","-22.4122009277344","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-02-07 08:35:28-03","MN","R","104637","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","thyrsoidea","Vriesea thyrsoidea","Mez",NA,"Vidal, J.","3238","1952","06",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R010019750",NA,NA,"Teresópolis","-42.9655990600586","-22.4122009277344","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-02-07 08:35:28-03","MN","R","104638","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","thyrsoidea","Vriesea thyrsoidea","Mez",NA,"Vidal, J.","3233","1952","06",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R010019762",NA,NA,"Teresópolis","-42.9655990600586","-22.4122009277344","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-02-07 08:35:28-03","MN","R","104639","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","thyrsoidea","Vriesea thyrsoidea","Mez",NA,"Vidal, J.","3234","1952","06",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R010019747",NA,NA,"Teresópolis","-42.9655990600586","-22.4122009277344","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-07 08:35:28-03","MN","R","104641","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","thyrsoidea","Vriesea thyrsoidea","Mez",NA,"Vidal, J.","3220","1952","06",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R010019763",NA,"R010019763 R010019763_1 R010019763_2 R010019763_3","Teresópolis","-42.9655990600586","-22.4122009277344","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-07 08:35:28-03","MN","R","104644","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","thyrsoidea","Vriesea thyrsoidea","Mez",NA,"Vidal, J.","3224","1952","06",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R010019772",NA,NA,"Teresópolis","-42.9655990600586","-22.4122009277344","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-07 08:35:28-03","MN","R","104645","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","thyrsoidea","Vriesea thyrsoidea","Mez",NA,"Vidal, J.","3230","1952","06",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R010019764",NA,NA,"Teresópolis","-42.9655990600586","-22.4122009277344","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-07 08:35:28-03","MN","R","104646","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","thyrsoidea","Vriesea thyrsoidea","Mez",NA,"Vidal, J.","3229","1952","06",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R010019734",NA,NA,"Teresópolis","-42.9655990600586","-22.4122009277344","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-07 08:35:28-03","MN","R","104647","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","thyrsoidea","Vriesea thyrsoidea","Mez",NA,"Vidal, J.","3228","1952","06",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R010019736",NA,NA,"Teresópolis","-42.9655990600586","-22.4122009277344","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-07 08:35:28-03","MN","R","104648","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","thyrsoidea","Vriesea thyrsoidea","Mez",NA,"Vidal, J.","3232","1952","06",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R010019731",NA,"R010019731 R010019731_1 R010019731_2","Teresópolis","-42.9655990600586","-22.4122009277344","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-07 08:35:28-03","MN","R","104649","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","thyrsoidea","Vriesea thyrsoidea","Mez",NA,"Vidal, J.","3231","1952","06",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R010019732",NA,NA,"Teresópolis","-42.9655990600586","-22.4122009277344","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-07 08:35:28-03","MN","R","104650","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","thyrsoidea","Vriesea thyrsoidea","Mez",NA,"Vidal, J.","3219","1952","06",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R010019748",NA,NA,"Teresópolis","-42.9655990600586","-22.4122009277344","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
