"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","typeStatus","coordinatePrecision","geoFlag","class","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","individualCount"
"51","2020-09-12 05:00:02-03","US","US","2303309","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Axonopus","camargoanus","Axonopus camargoanus","G.A. Black","G. A. Black & J. Abbott","55-18676","1955","8",NA,"South America - Neotropics","Brazil","Pará",NA,"Sao Francisco near Limpo do Alemaes, Maicuru.",NA,NA,NA,NA,NA,NA,"US00139615","US00139615_01",NA,NA,"Isotype",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"52","2020-09-12 05:00:02-03","US","US","2941724","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Axonopus","camargoanus","Axonopus camargoanus","G.A. Black","G. A. Black & J. Abbott","55-18676","1955","8",NA,"South America - Neotropics","Brazil","Pará",NA,"Sao Francisco near Limpo do Alemaes, Maicuru.",NA,NA,NA,NA,NA,NA,"US00139616","US00139616_01",NA,NA,"Holotype",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"53","2020-09-02 16:36:14-03","Cenargen","CEN","26088","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","cf. comans","Axonopus cf. comans","(Trin. ex Döll) Kuhlm.","Glocimar Pereira-Silva","1804","1993","09","02",NA,"Brasil","DF","BRASILIA","RESERVA ECOLOGICA DO GUARA","-47.9296989440918","-15.7797002792358","1035","1035","Exsicatas",NA,"CEN00026088","CEN00026088","T. S. Filgueiras","1999",NA,"70570","auto",NA,"05","-4796667.0","-1580000.0",NA,"4"
"54","2020-09-02 16:36:14-03","Cenargen","CEN","100275","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Glocimar Pereira-Silva","16635","2014","10","11",NA,"Brasil","DF","BRASILIA","Reserva Ecológica do Guará.","-47.975555","-15.8075","1100","1100","Exsicatas",NA,"CEN00100275","CEN00100275","J. F. M. Valls","2017",NA,NA,NA,NA,"10","-47.975555","-15.8075",NA,"4"
"55","2020-09-02 16:36:14-03","Cenargen","CEN","100273","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Glocimar Pereira-Silva","16633","2014","10","11",NA,"Brasil","DF","BRASILIA","Reserva Ecológica do Guará.","-47.975555","-15.8075","1100","1100","Exsicatas",NA,"CEN00100273","CEN00100273","J. F. M. Valls","2017",NA,NA,NA,NA,"10","-47.975555","-15.8075",NA,"3"
"56","2020-09-02 16:36:14-03","Cenargen","CEN","90376","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","José Francisco Montenegro Valls","15471","2010","10","16",NA,"Brasil","MS","CAMAPUA","Km 216 da BR - 060, cerca de 17 km a sudoeste de Camapuã.","-54.115","-19.645",NA,NA,"Exsicatas","Erva com folhas finas. Embora as espiguetas mostrem a pilosidade nas margens, os pêlos são mais curtos que em A. uninodis (Hack.) G.A. Black e os nós dos colmos floríferos são glabros.","CEN00090376","CEN00090376","J. F. M. Valls","2013",NA,NA,NA,NA,"01","-54.115","-19.645",NA,"3"
"57","2020-09-02 16:36:14-03","Cenargen","CEN","7945","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Tarcisio de Souza Filgueiras","1147","1984","10","05",NA,"Brasil","DF","BRASILIA","Brejo recém queimado próximo à Cabeça do Veado.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Exsicata com provável mistura de materiais. Doação- Fundação Instituto Brasileiro de Geografia e Estatística. Herbário da Reserva Ecológica do IBGE.","CEN00007945","CEN00007945 CEN00007945_1","J. F. M. Valls","1986",NA,"70570","auto",NA,"04",NA,NA,NA,"1"
"58","2020-09-02 16:36:14-03","Cenargen","CEN","5815","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Tarcisio de Souza Filgueiras","759","1980","09","16",NA,"Brasil","DF","BRASILIA","Cabeça do Veado.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Capim de inflorescência verde, espiguetas glabras. Brejo recém queimado. IBGE - Fund. Instituto Brasileiro de Geografia e Estatística.","CEN00005815","CEN00005815","J. F. M. Valls","1981",NA,"70570","auto",NA,"07",NA,NA,NA,"1"
"59","2020-09-02 16:36:14-03","Cenargen","CEN","26092","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Glocimar Pereira-Silva","1820","1993","09","11",NA,"Brasil","DF","BRASILIA","RESERVA ECOLOGICA DO GUARA","-47.9296989440918","-15.7797002792358","1035","1035","Exsicatas",NA,"CEN00026092","CEN00026092","R. C. Oliveira","1996",NA,"70570","auto",NA,NA,"-4796667.0","-1580000.0",NA,"4"
"60","2020-09-02 16:36:14-03","Cenargen","CEN","26099","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Glocimar Pereira-Silva","1857","1993","09","11",NA,"Brasil","DF","BRASILIA","RESERVA ECOLOGICA DO GUARA","-47.9296989440918","-15.7797002792358","1035","1035","Exsicatas",NA,"CEN00026099","CEN00026099","R. C. Oliveira","1996",NA,"70570","auto",NA,NA,"-4796667.0","-1580000.0",NA,"2"
"61","2020-09-02 16:36:14-03","Cenargen","CEN","26123","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Glocimar Pereira-Silva","2236","1994","01","26",NA,"Brasil","DF","BRASILIA","RESERVA ECOLOGICA DO GUARA","-47.9296989440918","-15.7797002792358","1035","1035","Exsicatas",NA,"CEN00026123","CEN00026123","R. C. Oliveira","1996",NA,"70570","auto",NA,NA,"-4796667.0","-1580000.0",NA,"3"
"62","2020-09-02 16:36:14-03","Cenargen","CEN","357","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Antônio Costa Allem","357","1976","11","06",NA,"Brasil","DF","BRASILIA","Reserva Ecológica do Tamanduá, próximo ao CNPH.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas",NA,"CEN00000357","CEN00000357","G. Davidse","1977",NA,"70570","auto",NA,NA,NA,NA,NA,"2"
"63","2019-11-01 15:15:56-03","UnB","UB","109738","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Amaral, AG; Eugênio, CUO","2239","2006","12",NA,"Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa (FAL)","-47.905556","-15.593056","1050","1050",NA,"Coleta de inventário na linha (L) 0, unidade amostral (UA) 16, apelidada em campo como Poaceae arroz; Erva; Campo Limpo.","UB0025480","UB0025480","Eugênio, CUO",NA,NA,NA,NA,NA,NA,"-47.905556","-15.593056",NA,NA
"64","2019-11-01 15:15:56-03","UnB","UB","109739","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Amaral, AG; Eugênio, CUO","2240","2006","12",NA,"Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa (FAL)","-47.905556","-15.593056","1050","1050",NA,"Coleta de inventário na linha (L) 2, unidade amostral (UA) 05, apelidada em campo como Bulbostylis fino; Erva; Campo Limpo.",NA,NA,"Eugênio, CUO",NA,NA,NA,NA,NA,NA,"-47.905556","-15.593056",NA,NA
"65","2019-11-01 15:15:56-03","UnB","UB","173905","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Oliveira, RC; Edward, WOO; Tyski, L; Silva, DF","2584","2011","03","16","Southern America","Brasil","Pará","Parauapebas","FLONA de Carajás- área N1.","-50.281944","-6.041972","702","702",NA,"Em final de floração.; Erva cespitosa.; Canga- campo úmido.","UB0029914","UB0029914","Oliveira, RC","2011",NA,NA,NA,NA,"03","-50.281944","-6.041972","16",NA
"66","2019-11-01 15:15:56-03","UnB","UB","195158","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Munhoz, CBR; Eugênio, CUO; Melo, TRB; Emmert, P","7809","2010","02","14","Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília","-47.976611","-15.775222",NA,NA,NA,"Vereda","UB0026696","UB0026696","Oliveira, RC","2015",NA,NA,NA,NA,"02","-47.976611","-15.775222","23",NA
"67","2019-11-01 15:15:56-03","UnB","UB","213733","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Silva, DP; Munhoz, CBR; Amaral, AG; Cristine, A; Chagas, UR","324","2014","12","12","Southern America","Brasil","Tocantins",NA,"Estação Ecológica Serra Geral do Tocantins",NA,NA,NA,NA,NA,"Erva 20 cm; Vereda Lagoa Espraiada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-01 15:15:56-03","UnB","UB","8680","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Silva, RR","92","1998","11","19","Southern America","Brasil","Distrito Federal","Brasília","Árie Santuário de Vida Silvestre do Riacho Fundo","-47.947222","-15.847222","1000","1000",NA,"Planta perene, cespitosa, ereta. Próximo a nascente.; Erva; Campo murundu.","UB0025483","UB0025483","Silva, RR",NA,NA,NA,NA,NA,NA,"-47.947222","-15.847222",NA,NA
"69","2019-11-01 15:15:56-03","UnB","UB","8896","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Silva, RR","513","2000","04","24","Southern America","Brasil","Distrito Federal","Brasília","Árie Santuário de Vida Silvestre do Riacho Fundo","-47.565","-15.5055","1000","1000",NA,"Perene, densamente cespitosa. Inflorescência verde.; Erva; Campo úmido. Topologia: Mais ou menos plano.","UB0025478","UB0025478","Silva, RR",NA,NA,NA,NA,NA,NA,"-47.565","-15.5055",NA,NA
"70","2020-07-29 09:06:51-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Bijos, NR; Munhoz, CBR; Eugênio, CUO","PP-JBB54","2009","01","29","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília. L12UA01","-47.856944","-15.891667",NA,NA,NA,"Vereda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.856944","-15.891667",NA,NA
"71","2019-11-01 15:15:56-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Bijos, NR; Munhoz, CBR; Eugênio, CUO","PP-JBB178","2011","03","03","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília. L13","-47.856944","-15.891667",NA,NA,NA,"Vereda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.856944","-15.891667",NA,NA
"72","2019-11-01 15:15:56-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Munhoz, CBR; Eugênio, CUO","PP-FAL5","2009","04","25","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa","-47.906306","-15.930056","990","990",NA,"PP FAL= (Parcelas permanentes Fazenda Água Limpa)- Ca0; Erva; Campo limpo úmido",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.906306","-15.930056",NA,NA
"73","2020-07-29 09:06:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Bijos, NR; Munhoz, CBR; Eugênio, CUO","PP-JBB49","2009",NA,NA,"Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília. L2","-47.856944","-15.891667",NA,NA,NA,"Vereda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.856944","-15.891667",NA,NA
"74","2020-07-29 09:06:51-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Bijos, NR; Munhoz, CBR; Eugênio, CUO","PP-JBB51","2009",NA,NA,"Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília. L2UA03","-47.856944","-15.891667",NA,NA,NA,"Vereda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.856944","-15.891667",NA,NA
"75","2019-11-01 15:15:56-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Bijos, NR; Munhoz, CBR; Eugênio, CUO","PP-JBB177","2011","03","11","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília. L8UA03","-47.856944","-15.891667",NA,NA,NA,"Vereda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.856944","-15.891667",NA,NA
"76","2019-11-01 15:15:56-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Munhoz, CBR; Rodrigues, N; Ramos, KMO","752","1999","10","12","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa, divisa com o Cristo Redentor (Jardim Botânico de Brasília) e o IBGE","-47.905556","-15.929278",NA,NA,NA,"60 cm. Espigueta ramificada pequena. Flores jovens. Frequente; Na borda da mata de galeria do córrego Taquara. Campo limpo úmido recém queimado. Relevo inclinado",NA,NA,"Oliveira, RC","2003",NA,NA,NA,NA,NA,"-47.905556","-15.929278",NA,NA
"77","2019-11-01 15:15:56-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Munhoz, CBR; Eugênio, CUO","PP-FAL4","2009","04","25","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa","-47.906306","-15.930056","990","990",NA,"PP FAL= (Parcelas permanentes Fazenda Água Limpa)- Ca0; Erva; Campo limpo úmido",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.906306","-15.930056",NA,NA
"78","2019-11-01 15:15:56-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Munhoz, CBR; Eugênio, CUO","PP-FAL3","2009","04","25","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa","-47.906306","-15.930056","990","990",NA,"PP FAL= (Parcelas permanentes Fazenda Água Limpa)- Ca0; Erva; Campo limpo úmido",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.906306","-15.930056",NA,NA
"79","2019-11-01 15:15:56-03","UnB","UB","213628","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Silva, DP; Munhoz, CBR; Amaral, AG; Cristine, A; Chagas, UR","132","2014","12","07","Southern America","Brasil","Tocantins","Rio da Conceição","Estação Ecológica Serra Geral do Tocantins","-46.906583","-11.128083",NA,NA,NA,"Erva 50 cm; Vereda. Margem do Rio Balsas, próximo à casa do Sr. Adalto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.906583","-11.128083",NA,NA
"80","2019-11-01 15:15:56-03","UnB","UB","213674","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Silva, DP; Munhoz, CBR; Amaral, AG; Cristine, A; Chagas, UR","179","2014","12","10","Southern America","Brasil","Tocantins","Rio da Conceição","Estação Ecológica Serra Geral do Tocantins","-46.906583","-11.128083",NA,NA,NA,"Erva 50 cm; Vereda. Margem do Rio Balsas, próximo à casa do Sr. Adalto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.906583","-11.128083",NA,NA
"81","2019-05-06 12:01:37-03","UFU","HUFU","6931","S","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Doll) Kuhlm.","Romero, R.; Nakajima, J.N.","1489","1994","12","08",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada São Roque de Minas - Sacramento.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Planta, ca. 0,60m. Espiguetas esverdeadas. Anteras e estigma arroxeadas.; Campo vidromórfico.",NA,NA,"Viana, P.L.","2006",NA,"57119","auto",NA,"10",NA,NA,NA,NA
"82","2019-05-06 12:01:37-03","UFU","HUFU","27825","S","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Doll) Kuhlm.","Amaral, A.F.","s.n.","2001","03","26",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itroró","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"HUFU00031143","HUFU00031143","Viana, P.L.","2006",NA,"58223","auto",NA,"06",NA,NA,NA,NA
"83","2020-05-19 11:38:30-03","FEPAGRO","BLA","3707","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Schwacke",NA,NA,NA,NA,NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,"Exsicata sem Data de Coleta definida. Ex Herbário Glazion 22488. Exsicata sem cidade definida.","BLA003707",NA,"J. F. M. Valls","1967",NA,NA,NA,NA,"08",NA,NA,"31",NA
"84","2019-11-21 10:14:52-03","IBt","SP","343077","S","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Fonseca, ML; Alvarenga, D","2150","1999","10","18",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE, Área do Córrego da Taquara.","-48.405833","-15.931944","1015","1015",NA,NA,"SP041126","SP041126",NA,NA,NA,NA,NA,NA,NA,"-48.405833","-15.931944",NA,NA
"85","2019-11-21 10:14:52-03","IBt","SP","235535","S","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Irwin, HS; Soderstrom, TR","6942","1964","10","16",NA,"Brasil","Mato Grosso","Barra do Garças","ca. 50 km N. of Barra do Garças on road to Xavantina","-52.25","-15.883333","300","400",NA,NA,"SP041123","SP041123","Morrone, O","2008",NA,NA,NA,NA,NA,"-52.25","-15.883333",NA,NA
"86","2019-11-21 10:14:52-03","IBt","SP","318998","S","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Pereira da Silva, G","1820","1993","09","11",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do Guará","-47.966667","-15.8","1035","1035",NA,NA,"SP041122","SP041122","Oliveira, RC","1996",NA,NA,NA,NA,NA,"-47.966667","-15.8",NA,NA
"87","2019-11-21 10:14:52-03","IBt","SP","319001","S","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Pereira da Silva, G","1804","1993","09","02",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do Guará","-47.966667","-15.8","1035","1035",NA,NA,"SP041124","SP041124","Filgueiras, TS",NA,NA,NA,NA,NA,NA,"-47.966667","-15.8",NA,NA
"88","2019-11-21 10:14:52-03","IBt","SP","319007","S","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Pereira da Silva, G","185","1993","09","11",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do Guará","-47.966667","-15.8","1035","1035",NA,NA,"SP041125","SP041125",NA,NA,NA,NA,NA,NA,NA,"-47.966667","-15.8",NA,NA
"89","2019-11-21 10:14:52-03","IBt","SP","327320","S","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Alvarenga, D; Mendonça, RC; Aparecida da Silva, M; Santos, AJV","975","1997","10","16",NA,"Brasil","Minas Gerais","Formoso","Parque Nacional Grande Sertão Veredas, Nascente do Rio Preto; Vereda do Veado; área mais próxima dos buritis","-45.920556","-15.405556","830","830",NA,NA,NA,NA,"Filgueiras, TS","1997",NA,NA,NA,NA,NA,"-45.920556","-15.405556",NA,NA
"90","2019-11-21 10:14:52-03","IBt","SP","364676","S","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Fonseca, ML; Alvarenga, D","3620","2002","10","09",NA,"Brasil","Distrito Federal","Brasília","APA Gama - Cabeça de Veado, Região Administrativa do Núcleo Bandeirante, lagoa do córrego do Cedro, SMPW - Q.16 conj. I.","-47.943333","-15.896111","990","990",NA,NA,NA,NA,"Viana, PL","2007",NA,NA,NA,NA,"10","-47.943333","-15.896111",NA,NA
"91","2019-11-21 10:14:52-03","IBt","SP","364703","S","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Fonseca, ML; Alvarenga, D","3619","2002","10","09",NA,"Brasil","Distrito Federal","Brasília","APA Gama - Cabeça de Veado, Região Administrativa do Núcleo bandeirante, lagoa do Córrego do Cedro, SMPW - Q. 16 conjunto 1","-47.943333","-15.896111","990","990",NA,NA,NA,NA,"Viana, PL","2007",NA,NA,NA,NA,"10","-47.943333","-15.896111",NA,NA
"92","2021-01-21 15:30:03-03","IBt","SP","365875","S","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Munhoz, CBR; Rodrigues, N; Ramos, KMO","752","1999","10","13",NA,"Brasil","Distrito Federal","Brasília","fazenda Água Limpa, divisa com o Cristo redentor (Jardim Botânico de Brasília) e o IBGE.","-47.905556","-15.929278",NA,NA,NA,NA,"SP041121","SP041121","Oliveira, RC","2003",NA,NA,NA,NA,NA,"-47.905556","-15.929278",NA,NA
