"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","imagecode","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","typeStatus","individualCount"
"11","2020-02-08 09:32:48-03","NBC","NL-BOTANY","L.2855986","PreservedSpecimen","Plantae",NA,"Lamiales","Labiatae","Ocimum","nudicaule","Ocimum nudicaule",NA,"Sellow F",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2855986 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2855986","Benth.",NA,NA,NA,"NL-L2855986",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:32:48-03","NBC","NL-BOTANY","L.2855987","PreservedSpecimen","Plantae",NA,"Lamiales","Labiatae","Ocimum","nudicaule","Ocimum nudicaule",NA,"Fiebrig K",NA,"1903","02","03","Southern America","Paraguay",NA,"Tobatí. Serrania nördlich vom Tal des Y-agui-guarú. *.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2855987 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2855987","Benth.",NA,NA,NA,"NL-L2855987",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:32:48-03","NBC","NL-BOTANY","U.1356415","PreservedSpecimen","Plantae",NA,"Lamiales","Labiatae","Ocimum","nudicaule","Ocimum nudicaule",NA,"Hatschbach GG",NA,"1963","10","04","Southern America","Brazil",NA,"Labiate. Parana ( Brasil). Ponta Grossa. Parque Vila Velha, Arroio Quebra Perna. Alt 805ms.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1356415 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1356415","Benth.",NA,NA,NA,"NL-U1356415",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:32:48-03","NBC","NL-BOTANY","U.1356435","PreservedSpecimen","Plantae",NA,"Lamiales","Labiatae","Ocimum","nudicaule","Ocimum nudicaule",NA,"Schwindt E",NA,"1947","05","10","Southern America","Argentina",NA,"Loc, Santa Ana. Alt 216 m.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1356435 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1356435","Benth.",NA,NA,NA,"NL-U1356435",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-08-27 13:30:17-03","IAP","PACA-AGP","51962","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Labiatae","Ocimum","nudicaule","Ocimum nudicaule","Emrich-Rambo","Rambo, B.",NA,"1952","01","30",NA,"Brasil","RS","fl. Uruguai",NA,"sicher, 8,8,1954.; fl.; conf. Epling Habitat: in campestribus graminosis","PACA051962","Benth.","Palmeira das Missões","-53.3135986328125","-27.8994007110596",NA,NA,NA,"Magnoliatae","1954","08","08","33527","auto",NA,NA,NA,NA,NA
"16","2019-08-27 13:30:17-03","IAP","PACA-AGP","61291","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Labiatae","Ocimum","nudicaule","Ocimum nudicaule","Emrich-Rambo","J. Pivetta","1156","1956","02","16",NA,"Brasil","RS",NA,NA,"sicher, 30.9.1958.; fr.; Habitat: in campestribus","PACA061291","Benth.","Pestana p. Ijui",NA,NA,NA,NA,NA,"Magnoliatae","1958","09","30",NA,NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:30:17-03","IAP","PACA-AGP","28119","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Labiatae","Ocimum","nudicaule","Ocimum nudicaule","Emrich-Rambo","Rambo, B.",NA,"1945","03",NA,NA,"Brasil","RS","ad fl. Uruguai",NA,"sicher, 8,8,1954.; fl. Habitat: in campestribus siccis graminosis","PACA028119","Benth.","Nonoai","-52.7714004516602","-27.3617000579834",NA,NA,NA,"Magnoliatae","1954","08","08","35080","auto",NA,NA,NA,NA,NA
"18","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0066979","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule",NA,"A. Schinini","36808","2006","10","26",NA,"Argentina","Corrientes","Santo Tomé. Arroyo Chimiray.",NA,"Xilopodifera, crece en suelo removido, abundantes hojas al ras del suelo. Flores violáceas.",NA,"Benth.",NA,"-55.70161","-28.15231",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75",NA,NA,NA,NA
"19","2021-04-07 11:45:11-03","UFMS","CGMS","55659","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule","R.M. Harley","V.J. Pott; A. Pott","7157","2004","10","27",NA,"Brasil","Mato Grosso do Sul","Rodovia MS-463, Km 16, entre Dourados e Ponta Porã.",NA,"Borda do brejo. Habitat: Campo úmido (brejo) de gramíneas. Solo orgânico hidromórfico. Relevo vale em ondulado suave. Ocasional. Habito: Erva rosulada achatada, com escapo ereto.","CGMS1085626","Benth.","Dourados","-54.9527778","-22.2361111",NA,"-54,9527778","-22,2361111",NA,"2014","10","22",NA,NA,"415","415",NA,NA,NA
"20","2019-11-07 18:26:16-03","UTFPR","HCF","29574","S","Plantae",NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule","G.A. Dettke","M.G. Caxambu","9042","2019","10","17",NA,"Brasil","PR","Cerrado",NA,"erva heliófita, xilopodífera. Flores roxas.",NA,"Benth.","Campo Mourão","-52.365028","-24.013528",NA,"52°21'54,1 W","24°00'48,7 S",NA,"2019","10","17",NA,NA,"532","532",NA,NA,NA
"21","2020-02-10 08:20:57-03","UTFPR","HCF","21454","S","Plantae",NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule","G. Hatschbach","L.T. Dombrowski","9188","1978","08","17",NA,"Brasil","PR","Lagoa Dourada",NA,"em campo frequente.",NA,"Benth.","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"22","2019-11-25 12:12:09-03","UFSM","SMDB","4462","S","Plantae",NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule","Alvarez, A.F.","Alvarez, A.F.; et al.","s.n.","1991","11","14",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,"SMDB004462","Benth.","Rosário do Sul","-54.9141998291016","-30.25830078125",NA,NA,NA,NA,"1991","12","20","71660","auto",NA,NA,NA,NA,NA
"23","2020-12-21 16:30:26-03","MBM","MBM","6019","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule","Hatschbach, G.","Hatschbach, G.","17450","1967","10","18","Southern America","Brazil","Paraná","Rio do Cedro",NA,NA,"MBM006019","Benth.","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"24","2020-12-21 16:30:26-03","MBM","MBM","106078","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule",NA,"Buttura, E.","711","1981","10","12","Southern America","Paraguay",NA,"Hernanderias",NA,NA,"MBM106078","Benth.",NA,NA,NA,"MBM106078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:30:26-03","MBM","MBM","13495","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule",NA,"Krapovickas, A.","15149","1969","03","11","Southern America","Argentina",NA,"9km de Concepción de la Sierra, Prov. Misiones, Dep. Concepción",NA,NA,"MBM013495","Benth.",NA,NA,NA,"MBM013495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:30:26-03","MBM","MBM","16371","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule","Harley, R.M.","Hatschbach, G.","25043","1970","10","22","Southern America","Brazil","Mato Grosso","Rod. BR-267, entroncamento",NA,NA,"MBM016371","Benth.","Rio Brilhante",NA,NA,"MBM016371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:30:26-03","MBM","MBM","96380","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule","Hatschbach, G.","Hatschbach, G.; Kummrow, R.; Kummrow, R.","48846","1984","10","15","Southern America","Brazil","Mato Grosso do Sul","Amambai, rodovia para Ponta Porã",NA,NA,"MBM096380","Benth.","Amambai","-55.2257995605469","-23.1042003631592","MBM096380",NA,NA,NA,NA,NA,NA,"73676","auto",NA,NA,NA,NA,NA
"28","2020-12-21 16:30:26-03","MBM","MBM","211153","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule","Harley, R.M.","Dombrowski, L.T.","6317",NA,NA,NA,"Southern America","Brazil","Paraná","Próximo a Vila Velha",NA,NA,"MBM211153","Benth.","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"29","2020-12-21 16:30:26-03","MBM","MBM","20570","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule","Hatschbach, G.","Hatschbach, G.","20570","1971","10","17","Southern America","Brazil","Paraná","Rio Pelame",NA,NA,"MBM020570","Benth.","Sengés","-49.4636001586914","-24.1128005981445","MBM020570",NA,NA,NA,NA,NA,NA,"55682","auto",NA,NA,NA,NA,NA
"30","2020-12-21 16:30:26-03","MBM","MBM","36571","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule","Epling, C.","Hatschbach, G.","2782","1952","09","13","Southern America","Brazil","Paraná","Fazenda Monte Alegre, Harmonia",NA,NA,"MBM036571","Benth.","Tibagi","-50.4136009216309","-24.5093994140625","MBM036571",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"31","2020-12-21 16:30:26-03","MBM","MBM","150","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule","Hatschbach, G.","Hatschbach, G.","13008","1965","10","14","Southern America","Brazil","Paraná","Campo Mourão",NA,NA,"MBM000150","Benth.","Campo Mourão","-52.3830986022949","-24.0456008911133","MBM000150",NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA
"32","2020-12-21 16:30:26-03","MBM","MBM","211154","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule","Hatschbach, G.","Dombrowski, L.T.; et al.; et al.","9188",NA,NA,NA,"Southern America","Brazil","Paraná","Lagoa Dourada",NA,NA,"MBM211154","Benth.","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"33","2020-12-21 16:30:26-03","MBM","MBM","36572","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule","Hatschbach, G.","Hatschbach, G.","10238","1963","10","04","Southern America","Brazil","Paraná","Parque Vila Velha, Arroio Quebra Perna",NA,NA,"MBM036572","Benth.","Ponta Grossa","-50.1618995666504","-25.0949993133545","MBM036572",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"34","2015-09-04 08:47:01-03","MNHN","RECOLNAT_MNHN_P","P02979151","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule",NA,"Balansa|Benjamin",NA,"1883","6","1",NA,"Paraguay",NA,"Cordillère de Péribébuy, au-dessus de Paraguari, dans les clairières des broussailles.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979151' target='other'> <mi>dwc_moreinfo</mi></a>","P02979151","Benth.",NA,"-57.0428","-25.4631","P02979151_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-09-04 08:47:01-03","MNHN","RECOLNAT_MNHN_P","P02979152","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule",NA,"Balansa, B.",NA,"1883","6","1",NA,"Paraguai",NA,"Cordillère de Péribébuy, au -dessus de Paraguari.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979152' target='other'> <mi>dwc_moreinfo</mi></a>","P02979152","Benth.",NA,"-57.05389","-25.48888","P02979152_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4560",NA,NA
"36","2016-09-20 17:27:11-03","MNHN","RECOLNAT_MNHN_P","P00720647","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule","Spach","Sellow, F.",NA,NA,NA,NA,NA,"Brésil",NA,"Brasilia","hb","Attaché avec P00720648 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00720647' target='other'> <mi>dwc_moreinfo</mi></a>","P00720647","Benth.",NA,NA,NA,"P00720647_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA
"37","2015-09-04 09:25:03-03","MNHN","RECOLNAT_MNHN_P","P00720648","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule","Spach","Gaudichaud, C.",NA,NA,NA,NA,NA,"Brasil",NA,NA,"hb","Attaché avec P00720647 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00720648' target='other'> <mi>dwc_moreinfo</mi></a>","P00720648","Benth.",NA,NA,NA,"P00720648_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29",NA,NA
"38","2015-09-04 08:47:01-03","MNHN","RECOLNAT_MNHN_P","P02979146","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","São Paulo",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979146' target='other'> <mi>dwc_moreinfo</mi></a>","P02979146","Benth.",NA,NA,NA,"P02979146_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 1059",NA,NA
"39","2015-09-04 08:47:01-03","MNHN","RECOLNAT_MNHN_P","P02979147","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule",NA,"Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brasil","São Paulo","Campos prés le Rio Tareré.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979147' target='other'> <mi>dwc_moreinfo</mi></a>","P02979147","Benth.",NA,NA,NA,"P02979147_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1386 ter",NA,NA
"40","2015-09-04 08:47:01-03","MNHN","RECOLNAT_MNHN_P","P02979149","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule",NA,"Balansa|Benjamin",NA,"1874","10","6",NA,"Paraguay","Guairá","N°982. Fleurs d'un rose blanchâtre. Villa-Rica, sur les collines incultes.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979149' target='other'> <mi>dwc_moreinfo</mi></a>","P02979149","Benth.",NA,"-56.41043","-25.77116","P02979149_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2015-09-04 08:47:01-03","MNHN","RECOLNAT_MNHN_P","P02979150","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979150' target='other'> <mi>dwc_moreinfo</mi></a>","P02979150","Benth.",NA,NA,NA,"P02979150_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2015-09-04 08:47:01-03","MNHN","RECOLNAT_MNHN_P","P02979154","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Rio Grande do Sul",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979154' target='other'> <mi>dwc_moreinfo</mi></a>","P02979154","Benth.",NA,NA,NA,"P02979154_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2768 ter",NA,NA
"43","2015-09-04 08:47:01-03","MNHN","RECOLNAT_MNHN_P","P02979155","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule",NA,"Saint-Hilaire",NA,"1816","1","1",NA,"Brasil","Rio Grande do Sul",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979155' target='other'> <mi>dwc_moreinfo</mi></a>","P02979155","Benth.",NA,NA,NA,"P02979155_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2015-09-04 16:42:17-03","MNHN","RECOLNAT_MNHN_P","P05018726","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule",NA,"Balansa, B.",NA,"1883","6",NA,NA,"Paraguay",NA,"Cordillère de Péribébuy, au dessus de Paraguari.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05018726' target='other'> <mi>dwc_moreinfo</mi></a>","P05018726","Benth.",NA,NA,NA,"P05018726_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4560",NA,NA
"45","2020-03-29 15:20:23-03","MNHN","RECOLNAT_MNHN_P","P05018733","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule",NA,"Balansa, B.",NA,"1874","10","6",NA,"paraguay",NA,"Villa Rica","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05018733' target='other'> <mi>dwc_moreinfo</mi></a>","P05018733","Benth.",NA,"-56.4507","-25.78447","P05018733_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"982",NA,NA
"46","2009-07-17 07:39:00-03","MO","MOBOT","2914431","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule",NA,"Émile Hassler","Hassler 1012","1903",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2008-05-27 22:02:00-03","MO","MOBOT","1004750","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule","R.M. Harley (HUEFS)","Elsa M. Zardini|A. Vargas","Zardini 43590","1995","8","24","South America","Paraguay","San Pedro","Yaguareté forest (Sustainable Forest Systems Site). Around aserradero. North side. Cerrado scrub on red, sandy soil.",NA,NA,NA,"Benth.",NA,"-56.21138","-23.79611",NA,NA,NA,NA,NA,NA,NA,NA,NA,"210.00000000",NA,"1028",NA,"2"
"48","2017-01-24 15:56:00-02","MO","MOBOT","100951029","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule","R.M. Harley","Itaipú Binacional","Binacional 859","1980","9","24","South America","Paraguay","Alto Paraná","Rva. Tatí Yupí.",NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"49","2008-05-27 22:02:00-03","MO","MOBOT","1227603","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule","R.M. Harley (K)","Elsa M. Zardini|S. Zavala","Zardini 46814","1997","5","27","South America","Paraguay","San Pedro","Yaguareté Forest (Sustainable Forest Systems site): Around Aserradero. Cerrado forest and cerrado scrub.",NA,NA,NA,"Benth.",NA,"-56.21138","-23.79611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1102",NA,"3"
"50","2008-05-27 22:02:00-03","MO","MOBOT","1283281","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Ocimum","nudicaule","Ocimum nudicaule","R. M. Harley (K)","Elsa M. Zardini|Leongino Guerrero","Zardini 48359","1998","3","12","South America","Paraguay","San Pedro","Yaguarete Forest (Sustainable Forest Systems site) around aserradero. Cerrado scrub and cerrado forest. Same spot as Zardini #43575-43673 (August) #44256-44307 (January), #45567-45640 (October) and #46791-46903 (May); collecting area: around two hectares.",NA,NA,NA,"Benth.",NA,"-56.21138","-23.79611",NA,NA,NA,NA,NA,NA,NA,NA,NA,"210.00000000",NA,"1135",NA,"4"
