"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"230","2021-04-02 11:40:20-03","UFPI","TEPB","29643","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","C. C. Carvalho","C. S. Caravalho","145","2013","11","22",NA,"Brasil","Piauí","Assunção do Piauí","Comunidade quilombola Sítio Velho","-41.0393981933594","-5.86556005477905",NA,"Arbusto, flores vinháceas, frutos marrons, frequência alta, substrato arenoso. Ambiente: Caatinga/Cerrado <ll>dwc_commonname:</ll> Pinhão",NA,NA,NA,NA,NA,NA,"38637","auto","2013",NA,NA,"12","01",NA,NA,NA,NA,NA
"231","2021-04-02 11:40:20-03","UFPI","TEPB","26956","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.",NA,"M. P. Silva","81","2008","09","27",NA,"Brasil","Piauí","Campo Maior","Pau Arrastado","-42.1685981750488","-4.82777976989746",NA,"Arbusto; flor vinho; fruto marrom; frequencia razoável; substrato pedregoso Ambiente: Cerrado <ll>dwc_commonname:</ll> Mororó",NA,NA,NA,NA,NA,NA,"41673","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2021-04-02 11:40:20-03","UFPI","TEPB","26956","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.",NA,"M.P. Silva","81","2008","09","27",NA,"Brasil","Piauí","Campo Maior","Pau Arrastado","-42.1685981750488","-4.82777976989746",NA,"arbusto; flor vinho; fruto marrom; frequência razoável; substrato pedregoso Ambiente: Cerrado <ll>dwc_commonname:</ll> Pinhão-roxo",NA,NA,NA,NA,NA,NA,"41673","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2021-04-02 11:40:20-03","UFPI","TEPB","32308","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L. ","Roseli Farias","ABREU, M. B.","53","2018","12","22",NA,"Brasil","Piauí","Jatobá do Piauí","Mata","-41.817798614502","-4.77111005783081",NA,"Ambiente: Ecótono (Caatinga/Cerrado) <ll>dwc_commonname:</ll> Pinhão-roxo",NA,NA,NA,NA,NA,NA,"34271","auto","2018",NA,NA,"12","22",NA,NA,NA,NA,NA
"234","2021-04-05 09:18:10-03","UFPI","TEPB","23395","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","M. F. A. Lucena","Oliveira, F. C. S.","6","2007","04","30",NA,"Brasil","Piauí","Oeiras","Sete Galhos (propriedade de S. Pedro)","-42.1310997009277","-7.0252799987793",NA,"Arbusto , flor lilás, muito frequente, solo areno-pedregoso, latescente. Ambiente: Caatinga <ll>dwc_commonname:</ll> Pinhão roxo",NA,NA,"240","240",NA,NA,"54774","auto","2007",NA,NA,"04","30",NA,NA,NA,NA,NA
"235","2021-04-02 11:40:20-03","UFPI","TEPB","4926","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","FREIRE, F. M. T.","Sérgio Deni de Sousa Paiva",NA,"1986","07","01",NA,"Brasil","Piauí","Teresina","Bairro São Cristovão","-42.8018989562988","-5.08916997909546",NA,"Medicinal (látex): anestésica, arbusto, cor da flor: vermelha Ambiente: Ruderal <ll>dwc_commonname:</ll> Pinhão roxo",NA,NA,NA,NA,NA,NA,"56344","auto","1986",NA,NA,"07","03",NA,NA,NA,NA,NA
"236","2021-04-02 11:40:20-03","UFPI","TEPB","4926","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","FREIRE, F. M. T.","Sérgio Deni de Sousa Paiva",NA,"1986","07","01",NA,"Brasil","Piauí","Teresina","Bairro São Cristovão","-42.8018989562988","-5.08916997909546",NA,"Medicinal (látex): anestésica, arbusto, cor da flor: vermelha Ambiente: Ruderal <ll>dwc_commonname:</ll> Pinhão roxo",NA,NA,NA,NA,NA,NA,"56344","auto","1986",NA,NA,"07","03",NA,NA,NA,NA,NA
"237","2021-04-02 11:40:20-03","UFPI","TEPB","30288","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","Soares Filho, F. C.","Castro, N. M. C. F.",NA,"2014","07","27",NA,"Brasil","Piauí","Teresina","Bairro Socopo","-42.8018989562988","-5.08916997909546",NA,NA,NA,NA,NA,NA,NA,NA,"56344","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2021-04-02 11:40:20-03","UFPI","TEPB","288","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","S. I. Silva","Alunos de Taxonomia da FUFPI",NA,"1979","10","07",NA,"Brasil","Piauí","Teresina","Conjunto Saci","-42.8018989562988","-5.08916997909546",NA,"Arbusto, Flor rósea avermelhada <ll>dwc_commonname:</ll> Pinhão",NA,NA,NA,NA,NA,NA,"56344","auto","1999",NA,NA,"06","23",NA,NA,NA,NA,NA
"239","2021-04-02 11:40:20-03","UFPI","TEPB","288","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","S. I. Silva","Alunos de Taxonomia da FUFPI",NA,"1979","10","07",NA,"Brasil","Piauí","Teresina","Conjunto Saci","-42.8018989562988","-5.08916997909546",NA,"Arbusto, Flor rósea avermelhada <ll>dwc_commonname:</ll> Pinhão",NA,NA,NA,NA,NA,NA,"56344","auto","1999",NA,NA,"06","23",NA,NA,NA,NA,NA
"240","2021-04-02 11:40:20-03","UFPI","TEPB","25435","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","Harley, R.M","O. Cabral","13","2007","01","17",NA,"Brasil","Piauí","Teresina","Horta Comunitaria Dirceu II","-42.8018989562988","-5.08916997909546",NA,"Flores unissexuais <ll>dwc_commonname:</ll> Hortelã-rasteiro",NA,NA,NA,NA,NA,NA,"56344","auto","2008",NA,NA,"04","22",NA,NA,NA,NA,NA
"241","2021-04-02 11:40:20-03","UFPI","TEPB","25435","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.",NA,"O. Cabral","13","2007","01","17",NA,"Brasil","Piauí","Teresina","Horta comunitária Dirceu II","-42.8018989562988","-5.08916997909546",NA,"Flores unissexuais <ll>dwc_commonname:</ll> Pinhão-roxo",NA,NA,NA,NA,NA,NA,"56344","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2021-04-02 11:40:20-03","UFPI","TEPB","25428","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.",NA,"O.Cabral","132","2008","02","12",NA,"Brasil","Piauí","Teresina","Horta Santo Antônio","-42.8018989562988","-5.08916997909546",NA,"<ll>dwc_commonname:</ll> Cachorro-pelado; Aveloz",NA,NA,NA,NA,NA,NA,"56344","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2021-04-02 11:40:20-03","UFPI","TEPB","25428","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.",NA,"O. Cabral","132","2008","02","12",NA,"Brasil","Piauí","Teresina","Horta Santo Antônio","-42.8018989562988","-5.08916997909546",NA,"<ll>dwc_commonname:</ll> Pinhão-roxo, pião-roxo",NA,NA,NA,NA,NA,NA,"56344","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2021-04-02 11:40:20-03","UFPI","TEPB","25431","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.",NA,"O.Cabral","68","2007","11","09",NA,"Brasil","Piauí","Teresina","Hortas Vila São Francisco","-42.8018989562988","-5.08916997909546",NA,"<ll>dwc_commonname:</ll> Mamona",NA,NA,NA,NA,NA,NA,"56344","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2021-04-02 11:40:20-03","UFPI","TEPB","2847","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","Elivaldo Barbosa",NA,NA,"1983","06","21",NA,"Brasil","Piauí","Teresina","Teresina - PI","-42.8018989562988","-5.08916997909546",NA,"Medicinal (látex): anestésica, arbusto, cor da flor: vermelha Ambiente: Capoeira <ll>dwc_commonname:</ll> Pinhão roxo",NA,NA,NA,NA,NA,NA,"56344","auto","1983",NA,NA,"06","02",NA,NA,NA,NA,NA
"246","2021-04-02 11:40:20-03","UFPI","TEPB","2847","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","Elivaldo Barbosa",NA,NA,"1983","06","21",NA,"Brasil","Piauí","Teresina","Teresina - PI","-42.8018989562988","-5.08916997909546",NA,"Medicinal (látex): anestésica, arbusto, cor da flor: vermelha Ambiente: Capoeira <ll>dwc_commonname:</ll> Pinhão roxo",NA,NA,NA,NA,NA,NA,"56344","auto","1983",NA,NA,"06","02",NA,NA,NA,NA,NA
"247","2021-04-06 14:38:34-03","UFPI","TEPB","684","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","F.G. Alcoforado Filho","Alunos de Taxonomia da UFPI",NA,"1979","11","15",NA,"Brasil","Piauí","Teresina","UFPI - Campus Ininga","-42.8018989562988","-5.08916997909546",NA,"Flor vermelha Ambiente: Capoeira <ll>dwc_commonname:</ll> Aroeira",NA,NA,NA,NA,NA,NA,"56344","auto","1994",NA,NA,"10",NA,NA,NA,NA,NA,NA
"248","2021-04-02 11:40:20-03","UFPI","TEPB","21176","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","Miranda, A. M.","Miranda, A. M.","4689","2005","01","21",NA,"Brasil","Piauí","Uruçuí","Próximo ao rio Uruçuí Preto","-44.5560989379883","-7.22944021224976",NA,"arbusto de cerca de 1,20 metros de altura; caule arroxeado; folhas membranáceas roxo-intenso; frutos imaturos verdes Ambiente: Área Antropizada",NA,NA,NA,NA,NA,NA,"137737","auto","2005",NA,NA,"01","21",NA,NA,NA,NA,NA
"249","2020-11-19 10:23:31-03","CPAP","CPAP","21155","PreserverdSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","S. M. Salis; E. M. Jesus","Jesus, E. M.","311","2008","10","29",NA,"Brasil","MS","Corumbá","Assentamento Taquaral - sítio 3 Irmãos - lote: 225 - trilha 1","-57.696389","-19.100556",NA,"Arbusto 2m~. FLOR: vermelha. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Pouco frequente. AMBIENTE: Pasto. SUBSTRATO: solo argiloso. RELEVO: suave ondulado. <ll>dwc_commonname:</ll> Peão roxo",NA,NA,"165","165",NA,NA,NA,NA,"2012","57°41'47'' W","19°06'02'' S",NA,NA,NA,NA,NA,NA,NA
"250","2020-11-19 10:23:31-03","CPAP","CPAP","21454","PreserverdSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","S. M. Salis; E. M. Jesus","Almeida, A. M.","20","2009","10","14",NA,"Brasil","MS","Corumbá","Assentamento Taquaral - sítio 3 Irmãos - lote-225 - trilha 1","-57.696389","-19.100556",NA,"Arbusto 1m~. FLOR: roxa bem forte. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Rara. AMBIENTE: Mata ciliar. SUBSTRATO: solo argiloso. RELEVO: suave ondulado. <ll>dwc_commonname:</ll> Pinhão roxo",NA,NA,"165","165",NA,NA,NA,NA,"2012","57°41'47'' W","19°06'02'' S",NA,NA,NA,NA,NA,NA,NA
"251","2020-11-19 10:23:31-03","CPAP","CPAP","21532","PreserverdSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","C. Urbanetz; A. M. Almeida","Almeida, A. M.","98","2010","06","21",NA,"Brasil","MS","Corumbá","Assentamento Taquaral - sítio 3 Irmãos - lote-225 - trilha 1","-57.696389","-19.100556",NA,"Arbusto 1m~. FLOR: vermelha. FRUTO: verde tricoca. INTERESSE: Apícola. FREQUÊNCIA: Rara. AMBIENTE: Pasto. SUBSTRATO: solo argiloso. RELEVO: suave ondulado. <ll>dwc_commonname:</ll> Peão roxo",NA,NA,"165","165",NA,NA,NA,NA,"2011","57°41'47'' W","19°06'02'' S",NA,NA,NA,NA,NA,NA,NA
"252","2020-11-19 10:23:31-03","CPAP","CPAP","625","PreserverdSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","G. L. Webster","Pott, A.","1452","1984","10","02",NA,"Brasil","MS","Corumbá","Fazenda Leque; Sub-região da Nhecolândia; Pantanal","-57.016667","-19.233333",NA,"Subarbusto 1m de altura. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Campo secundário, alagável. SUBSTRATO: solo arenoso. RELEVO: plano com mesorelevo.",NA,NA,"89","89",NA,NA,NA,NA,NA,"57°01' W","19°14' S",NA,NA,NA,NA,NA,NA,NA
"253","2020-11-19 10:23:31-03","CPAP","CPAP","11333","PreserverdSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","A. Pott","Damasceno Jr., G. A.","98","1992","03","14",NA,"Brasil","MS","Corumbá","Estrada para o Jacadigo","-57.6533012390137","-19.0091991424561",NA,"Arbusto. FLOR: branca. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Vegetação secundária. SUBSTRATO: . RELEVO: .",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2016-02-02 14:38:13-02","BGBM","B","B 10 0146530","S","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia var. elegans",NA,NA,"Pickel","152",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100146530 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100146530","B100146530",NA,NA,"var. elegans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2014-08-04 11:35:59-03","FEMACT","MIRR","9625","S","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypifolia","Jatropha gossypifolia","L.",NA,"Barbosa, C.Z.R.","s.n.","2012","04","21",NA,"Brasil","Roraima","Boa Vista","Área Urbana, Casa. Avenida Brigadeiro Eduardo Gomes, 360, Aparecida.","-60.6733","2.81972",NA,NA,NA,NA,NA,NA,NA,NA,"90031","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2019-02-15 11:39:48-02","IPA","IPA","44703","S","Plantae","Plantae",NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","Ataíde, M.","Ataíde, M.","98","1972","09","30","Southern America","Brasil","Alagoas","Maceió","Praias de Ponta Verde ou Jatiúca.","-35.7352981567383","-9.6658296585083",NA,NA,"IPA0044703",NA,NA,NA,NA,NA,"34538","auto","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2019-02-15 11:39:48-02","IPA","IPA","42434","S","Plantae","Plantae",NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia elegans","(Pohl) Müll. Arg.","Gallindo, F.","Hage, J.L.; Brito, H.S.; Brito, H.S.","1025","1981","07","01","Southern America","Brasil","Bahia","Ilhéus","Área do CEPEC (Centro de Pesquisa do Cacau), km 22 da Rodovia Ihéus/Itabuna (BR 415). Região de Mata Higrófila Sul Baiana. 50 m alt. Quadra l'.","-39.0494003295898","-14.7889003753662",NA,"Planta herbácea, 1 m de altura. Flores esverdeadas. Frutos imaturos, verdes. N.V.: Pião roxo","IPA0042434",NA,NA,NA,"elegans",NA,"61245","auto","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2019-08-28 09:36:17-03","IPA","IPA","93312","S","Plantae","Plantae",NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","Machado-Filho, H.O.","Silva, R.B.S.; Silva, M.C.G.; Machado-Filho, H.O.; Silva, M.C.G.; Machado-Filho, H.O.","97","2019","01","11","Southern America","Brasil","Paraíba","João Pessoa","Intermares, Praia Urbana","-34.8630981445312","-7.11499977111816",NA,"Material botânico em estudo para fim de TCC das alunas Rita Braga Soares da Silva e Maria Clara Gomes da Silva no IFPB Campus de João Pessoa, sob a orientação do Prof° Dr. Hermes de Oliveira Machado Filho.; Litoral. Vegetação de dunas","IPA0093312",NA,NA,NA,NA,NA,"15975","auto","2019",NA,NA,"01","17",NA,NA,NA,NA,NA
"259","2019-02-15 11:39:48-02","IPA","IPA","67894","S","Plantae","Plantae",NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.",NA,"Grisi, T.","185","2001","04","26","Southern America","Brasil","Paraíba","Remígio",NA,"-38.1528015136719","-7.82082986831665",NA,"Arbusto, flor vermelha; frutos verdes.; Brejo.","IPA0067894",NA,NA,NA,NA,NA,"280369","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2019-02-15 11:39:48-02","IPA","IPA","80711","S","Plantae","Plantae",NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","Rita Pereira","Falcão, R.; et al.; et al.","s.n.","2014","02",NA,"Southern America","Brasil","Pernambuco","Capoeiras","Sítio Olho da Aguinha","-36.6267013549805","-8.73472023010254",NA,"Projeto de Pesquisa na UPE- Garanhuns, sob a orientação da Profa. Rosângela Falcão.","IPA0080711",NA,NA,NA,NA,NA,"23814","auto","2015",NA,NA,"08","04",NA,NA,NA,NA,NA
"261","2019-02-15 11:39:48-02","IPA","IPA","32624","S","Plantae","Plantae",NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia elegans","(Pohl) Müll. Arg.","Gallindo, F.","Gallindo, F.","897","1984","02","14","Southern America","Brasil","Pernambuco","Recife","Bairro do Hipódromo, Rua Prudente de Morais, no jardim da residência nº 561.","-34.8810997009277","-8.05389022827148",NA,"Arbusto 2,5 m de altura. Ramos jovens, peciolos e","IPA0032624",NA,NA,NA,"elegans",NA,"18865","auto","1984",NA,NA,"02",NA,NA,NA,NA,NA,NA
"262","2019-02-15 11:39:48-02","IPA","IPA","42621","S","Plantae","Plantae",NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia elegans","(Pohl) Müll. Arg.","Gallindo, F.","Gallindo, F.","98","1985","02","27","Southern America","Brasil","Pernambuco","Recife","Hipódromo. Jardim.","-34.8810997009277","-8.05389022827148",NA,"Arbusto ca. 3m. Látex hialino. Partes jovens de co Cálice e brácteas com manchas esverdeadas, corola fruto imaturos verdes. Glândulas (diversas) com exudato viscoso.","IPA0042621",NA,NA,NA,"elegans",NA,"18865","auto","1985",NA,NA,"02",NA,NA,NA,NA,NA,NA
"263","2019-02-15 11:39:48-02","IPA","IPA","4196","S","Plantae","Plantae",NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia elegans","(Pohl) Müll. Arg.","Morton","Pickel, B.","2104","1929","09",NA,"Southern America","Brasil","Pernambuco","São Lourenço da Mata","Tapera, S. Bento. Lugares não cult.","-35.0182991027832","-8.00222015380859",NA,"N.V.: Pinhão rôxo","IPA0004196",NA,NA,NA,"elegans",NA,"21764","auto","1929",NA,NA,"12",NA,NA,NA,NA,NA,NA
"264","2019-02-22 11:43:53-03","IPA","IPA","91467","S","Plantae","Plantae",NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","Cano, O.","Santos, M.L.; Araújo, AS deJ de; Araújo, AS deJ de","s.n.","2016","11","17","Southern America","Brasil","Pernambuco","Vitória de Santo Antão","Pirituba","-35.2914009094238","-8.11806011199951",NA,"Material botânico em estudo nos Cursos de Agronomia e Técnico Agrícola, para fim de pesquisa com plantas medicinais dos alunos do IFPE de Vitória de Santo Antão, sob a orientação da Profa. Anibia Vicente.; Arbusto, ca. 1,5m de altura,","IPA0091467",NA,NA,NA,NA,NA,"21817","auto","2016",NA,NA,"12",NA,NA,NA,NA,NA,NA
"265","2019-02-15 11:39:48-02","IPA","IPA","88749","S","Plantae","Plantae",NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","Laurênio, A.","Miranda, A.M.","3287","1999","04","14","Southern America","Brasil","Ceará","Aiuaba","Estação Ecológica de Aiuaba","-40.1236000061035","-6.57360982894897",NA,"Arbusto ca. 1,50m de altura; caule roxo; folhas membranáceas, basais verdes com nervuras roxas, apicais vináceas; flores roxas; frutos imaturos verdes; látex hialino. Frequente em toda ilha.","IPA0088749",NA,NA,NA,NA,NA,"68662","auto","1999",NA,NA,"05","10",NA,NA,NA,NA,NA
"266","2019-02-15 11:39:48-02","IPA","IPA","50826","S","Plantae","Plantae",NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","Silva, E.S.R.","Silva, E.S.R. da","s.n.","1987","09","21","Southern America","Brasil","Maranhão","São Luís","largo-dos-amores.","-44.3027992248535","-2.52972006797791",NA,"Cultivado por diversos usos medicinais e também re Folhas e pecíolos roxos. N.V.: Pião-roxo.","IPA0050826",NA,NA,NA,NA,NA,"33693","auto","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2019-02-15 11:39:48-02","IPA","IPA","54555","S","Plantae","Plantae",NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","Rita Pereira","Agra, M.F.; Rocha, E.A.; Castro, C.; Baracho, G.; Rocha, E.A.; Castro, C.; Baracho, G.","2460","1994","01","10","Southern America","Brasil","Paraíba","Itaporanga","Serra Água Branca.","-38.1502990722656","-7.30444002151489",NA,"Arbusto. Flores avermelhadas.","IPA0054555",NA,NA,NA,NA,NA,"21026","auto","1994",NA,NA,"12",NA,NA,NA,NA,NA,NA
"268","2019-08-28 09:36:17-03","IPA","IPA","93382","S","Plantae","Plantae",NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","Machado-Filho, H.O.","Silva, R.B.S.; Silva, M.C.G.; Machado-Filho, H.O.; Silva, M.C.G.; Machado-Filho, H.O.","184","2019","05","24","Southern America","Brasil","Paraíba","João Pessoa","Cabo Branco, Praia Urbana","-34.8630981445312","-7.11499977111816",NA,"Material botânico em estudo para fim de TCC das alunas Rita Braga Soares da Silva e Maria Clara Gomes da Silva no IFPB Campus de João Pessoa, sob a orientação do Prof° Dr. Hermes de Oliveira Machado Filho.; Litoral. Vegetação de dunas","IPA0093382",NA,NA,NA,NA,NA,"15975","auto","2019",NA,NA,"06","14",NA,NA,NA,NA,NA
"269","2019-08-28 09:36:17-03","IPA","IPA","93398","S","Plantae","Plantae",NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","Machado-Filho, H.O.","Silva, R.B.S.; Silva, M.C.G.; Machado-Filho, H.O.; Silva, M.C.G.; Machado-Filho, H.O.","202","2019","05","31","Southern America","Brasil","Paraíba","João Pessoa","Intermares, Praia Urbana","-34.8630981445312","-7.11499977111816",NA,"Material botânico em estudo para fim de TCC das alunas Rita Braga Soares da Silva e Maria Clara Gomes da Silva no IFPB Campus de João Pessoa, sob a orientação do Prof° Dr. Hermes de Oliveira Machado Filho.; Litoral. Vegetação de dunas","IPA0093398",NA,NA,NA,NA,NA,"15975","auto","2019",NA,NA,"06","14",NA,NA,NA,NA,NA
"270","2019-08-28 09:36:17-03","IPA","IPA","93335","S","Plantae","Plantae",NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","Machado-Filho, H.O.","Silva, R.B.S.; Silva, M.C.G.; Machado-Filho, H.O.; Silva, M.C.G.; Machado-Filho, H.O.","125","2019","03","07","Southern America","Brasil","Paraíba","João Pessoa","Intermares, Praia Urbana","-34.8630981445312","-7.11499977111816",NA,"Material botânico em estudo para fim de TCC das alunas Rita Braga Soares da Silva e Maria Clara Gomes da Silva no IFPB Campus de João Pessoa, sob a orientação do Prof° Dr. Hermes de Oliveira Machado Filho.; Litoral. Vegetação de dunas","IPA0093335",NA,NA,NA,NA,NA,"15975","auto","2019",NA,NA,"03","12",NA,NA,NA,NA,NA
"271","2019-02-15 11:39:48-02","IPA","IPA","89995","S","Plantae","Plantae",NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","Gallindo, F.","Saraiva, A.M.","s.n.","2015","01","21","Southern America","Brasil","Paraíba","Sousa","Jardim Brasilia, na residência da Sra. Elvira Medeiros.","-38.228099822998","-6.7591700553894",NA,"Material em estudo para Projeto de Pesquisa e Extensão dos alunos Victor Henrique, Ibson Igor e Janine Alves, da Faculdade São Francisco da Paraíba - Cajazeiras-PB; sob a orientação do Profº Dr. Antonio Marcos Saraiva.; Erva ca. 2m de","IPA0089995",NA,NA,NA,NA,NA,"21208","auto","2015",NA,NA,"02",NA,NA,NA,NA,NA,NA
"272","2019-02-15 11:39:48-02","IPA","IPA","47399","S","Plantae","Plantae",NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","Gallindo, F.","Oliveira, M.","17","1940","06",NA,"Southern America","Brasil","Paraíba","Sousa","São Gonçalo.","-38.228099822998","-6.7591700553894",NA,"N.V.: Pinhão manso.","IPA0047399",NA,NA,NA,NA,NA,"21208","auto","1986",NA,NA,"10",NA,NA,NA,NA,NA,NA
"273","2019-02-15 11:39:48-02","IPA","IPA","90264","S","Plantae","Plantae",NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","Gallindo, F.","Souza, A dos S","s.n.","2014","12","09","Southern America","Brasil","Pernambuco","Águas Belas","Reserva Indigena Fulni-ô, mata do Ouricuri.","-37.1231002807617","-9.11139011383057",NA,"Material em estudo na UFRPE, Mestrado em Botânica - Plantas Medicinais Prioritárias para Conservação - do aluno André dos Santos Souza, sob a orientação do Prof. Júlio Marcelino Moreira e Ulysses Paulino de Albuquerque.","IPA0090264",NA,NA,NA,NA,NA,"36545","auto","2015",NA,NA,"02",NA,NA,NA,NA,NA,NA
