"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","recordNumber","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"292","2019-03-16 16:14:12-03","UNEMAT","HERBAM","10703","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Rodrigues, L","2014",NA,NA,"Rodrigues, L.; Felito, V. .A.; Dellabiglia, M. .D.; Cavichia, S A A & Cavichia, L. .C.","2014","04","15","Brasil","Mato Grosso","Nova Canaã do Norte","Casa de Sementes - Rondon, Terra Firme, Pastagem, Planície.","-56.030861","-10.578861","-56.030861","-10.578861","302","302","HERBAM010703",NA,NA,"018296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2019-03-16 16:14:12-03","UNEMAT","HERBAM","10863","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Rodrigues, L","2014",NA,NA,"Rodrigues, L.; Silva, P. .L. & Jesus, D S S","2014","06","01","Brasil","Mato Grosso","Alta Floresta","Casa de Sementes - Jacamim, Terra Firme, Floresta, Planície.","-56.357361","-102.069722","-56.357361","-102.069722","341","341","HERBAM010863",NA,NA,"043409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2019-03-16 16:14:12-03","UNEMAT","HERBAM","10780","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Rodrigues, L","2014","04",NA,"Rodrigues, L.; Silva, T.; Ferreira, M A L; Silveira, R M C; Silva, S. & Silva, S.","2014","04","21","Brasil","Mato Grosso","Terra Nova do Norte","Casa de Sementes - Terra Nova, Área seca, Pastagem, Planície.","-55.044167","-10.632722","-55.044167","-10.632722","338","338","HERBAM010780",NA,NA,"011320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2019-03-16 16:14:12-03","UNEMAT","HERBAM","11227","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Rodrigues, L","2016","05",NA,"Rodrigues, L.; Souza, L.; Silva, J. .F.; Alves, A. .R.; Moreira, E. .S.; Silva, R. .T.; Nunes,","2015","03","18","Brasil","Mato Grosso","Colíder","Casa de Sementes - Colíder, Terra Firme, Pastagem, Planície.","-55.428889","-10.496667","-55.428889","-10.496667","278","278","HERBAM011227",NA,NA,"016751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2019-03-16 16:14:12-03","UNEMAT","HERBAM","10640","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Rodrigues, L","2014",NA,NA,"Rodrigues, L.; Aguiar, L. .M.; Aguiar, I. .F.; Amorim, J. .P.; Silva, L. .S.; Oliveira, V. .L.","2014","04","14","Brasil","Mato Grosso","Nova Canaã do Norte","Casa de Sementes - Veraneio, Terra Firme, Pastagem, Topo de Morro.","-55.698944","-10.818639","-55.698944","-10.818639","357","357","HERBAM010640",NA,NA,"035290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2019-04-23 11:53:42-03","UNEMAT","HERBAM","24263","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","França, AL",NA,NA,NA,"Santos, J.P.; Damasceno, H.; Silva, G.M.X.; Alencar, L. & Tavares, I.","2014","07",NA,"Brasil","Mato Grosso","Cotriguaçu","Capoeira não inundada","-58.26145","-9.865417","-58.26145","-9.865417","200","200","HERBAM024263",NA,NA,"309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2019-02-25 16:27:40-03","UNEMAT","HERBAM","17073","S","Plantae","Ebenaceae","Diospyros","inconstans subsp. psidiod","Diospyros inconstans subsp. psidiod","(Kunth.) B.Walln.","Koch, AK","2017","06","13","Zanzini, L.P.","2017","04","20","Brasil","Mato Grosso","Paranaíta","UHE São Manoel - Supressão UTM(0495928/8978138)","-56.4766998291016","-9.664719581604",NA,NA,"165","165","HERBAM017073",NA,NA,"331",NA,NA,NA,NA,NA,"84156","auto",NA,NA,NA,NA,NA,NA
"299","2021-02-12 18:12:05-03","UFES","VIES","5176","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Santos, M.F.","2017",NA,NA,"s.col.",NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"VIES005176","VIES005176",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2019-06-27 10:24:45-03","UFES","VIES","8668","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Santos, M.F.","2017",NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","02","19","Brasil","Espírito Santo","Aracruz","Portocel.","-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,"VIES008668","VIES008668",NA,"2717",NA,NA,NA,NA,NA,"37987","auto",NA,NA,NA,NA,NA,NA
"301","2019-06-27 10:24:45-03","UFES","VIES","32581","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Santos, M.F.","2017",NA,NA,"Gomes, J.M.L.; Vervloet, R.R.","2010","07","14","Brasil","Espírito Santo","Aracruz","Vila do Riacho.","-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,"VIES032581","VIES032581",NA,"3927",NA,NA,NA,NA,NA,"37987","auto",NA,NA,NA,NA,NA,NA
"302","2019-06-27 10:24:45-03","UFES","VIES","17931","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Santos, M.F.","2017",NA,NA,"Martins, M.L.L.","1994","06","18","Brasil","Rio Grande do Norte","Tibau do Sul",NA,"-35.0918998718262","-6.18666982650757",NA,NA,NA,NA,"VIES017931","VIES017931",NA,"375",NA,NA,NA,NA,NA,"13790","auto",NA,NA,NA,NA,NA,NA
"303","2019-12-06 19:29:30-03","UFES","VIES","28741","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.",NA,NA,NA,NA,"Assis, A.M.; Cribari, R.S.; Santos, J.","2018","07","28","Brasil","Espírito Santo","Presidente Kennedy","Restinga entre Marobá e Praia das Neves. x.","-40.941389","-21.214722","40º56'29''W","21º12'53''S","7","7","VIES028741","VIES028741",NA,"4539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2020-05-14 15:20:23-03","UFES","VIES","46931","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Valadares, R.T.","2020","03","10","Firmino, A.D.; Valadares, R.T.","2020","03","10","Brasil","Espírito Santo","São Mateus","Barra Nova, ponto de amostragem 4.","-39.74","-18.958889","39º44'24''W","18º57'32''S","4","4","VIES046931","VIES046931",NA,"1599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","2019-06-27 10:24:45-03","UFES","VIES","8665","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.",NA,NA,NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","02","12","Brasil","Espírito Santo","Aracruz",NA,"-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,"VIES008665","VIES008665",NA,"2593",NA,NA,NA,NA,NA,"37987","auto",NA,NA,NA,NA,NA,NA
"306","2019-06-27 10:24:45-03","UFES","VIES","41010","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.",NA,NA,NA,NA,"Gomes, J. M. L.","2010","06","26","Brasil","Espírito Santo","Aracruz","Barra do Riacho.","-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,"VIES041010","VIES041010",NA,"4437",NA,NA,NA,NA,NA,"37987","auto",NA,NA,NA,NA,NA,NA
"307","2019-06-27 10:24:45-03","UFES","VIES","24479","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.",NA,NA,NA,NA,"Gomes, J.M.L; Vervloet, R.R","2011","05","30","Brasil","Espírito Santo","Aracruz","Barra do Riacho, ao lado do TABR.","-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,"VIES024479","VIES024479",NA,"4296",NA,NA,NA,NA,NA,"37987","auto",NA,NA,NA,NA,NA,NA
"308","2019-06-27 10:24:45-03","UFES","VIES","8666","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Santos, M.F.","2017",NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","1992","08","13","Brasil","Espírito Santo","Aracruz","Barra do Sahy.","-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,"VIES008666","VIES008666",NA,"3681",NA,NA,NA,NA,NA,"37987","auto",NA,NA,NA,NA,NA,NA
"309","2019-06-27 10:24:45-03","UFES","VIES","8667","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.",NA,NA,NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","02","12","Brasil","Espírito Santo","Aracruz","Barra do Sahy.","-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,"VIES008667","VIES008667",NA,"2610",NA,NA,NA,NA,NA,"37987","auto",NA,NA,NA,NA,NA,NA
"310","2019-06-27 10:24:45-03","UFES","VIES","13515","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Santos, M.F.","2017",NA,NA,"Gomes, J.M.L.; Valadares, R.T.","2009","08","16","Brasil","Espírito Santo","Presidente Kennedy",NA,"-41.0466995239258","-21.0988998413086",NA,NA,NA,NA,"VIES013515","VIES013515",NA,"3415",NA,NA,NA,NA,NA,"24088","auto",NA,NA,NA,NA,NA,NA
"311","2019-06-27 10:24:45-03","UFES","VIES","13516","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Santos, M.F.","2017",NA,NA,"Gomes, J.M.L.; Valadares, R.T.","2009","08","16","Brasil","Espírito Santo","Presidente Kennedy",NA,"-41.0466995239258","-21.0988998413086",NA,NA,NA,NA,"VIES013516","VIES013516",NA,"3413",NA,NA,NA,NA,NA,"24088","auto",NA,NA,NA,NA,NA,NA
"312","2019-06-27 10:24:45-03","UFES","VIES","14978","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Santos, M.F.","2017",NA,NA,"Pereira, O.J.; et al.","1997","04","27","Brasil","Espírito Santo","Presidente Kennedy","Praia das Neves.","-41.0466995239258","-21.0988998413086",NA,NA,NA,NA,"VIES014978","VIES014978",NA,"5887",NA,NA,NA,NA,NA,"24088","auto",NA,NA,NA,NA,NA,NA
"313","2019-09-27 18:04:27-03","UFES","VIES","33441","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Zorzanelli, J.P.F.","2013","12","13","Zorzanelli, J.P.F.; Conceição, S.F. & Rosalém, G.","2012","11","18","Brasil","Espírito Santo","Presidente Kennedy","Praia das Neves.","-41.0466995239258","-21.0988998413086",NA,NA,"15","15","VIES033441","VIES033441",NA,"598",NA,NA,NA,NA,NA,"24088","auto",NA,NA,NA,NA,NA,NA
"314","2019-06-27 10:24:45-03","UFES","VIES","18193","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Passamani, F.; Azevedo, A.R.","1996",NA,NA,"Azevedo, A.R.; Passamani, F.","1996",NA,NA,"Brasil","Espírito Santo","Serra","Jacaraípe.","-40.3078002929688","-20.1285991668701",NA,NA,NA,NA,"VIES018193","VIES018193",NA,"125",NA,NA,NA,NA,NA,"16451","auto",NA,NA,NA,NA,NA,NA
"315","2019-06-27 10:24:45-03","UFES","VIES","18190","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Santos, M.F.","2017",NA,NA,"Azevedo, A.R.; Passamani, F.","1996",NA,NA,"Brasil","Espírito Santo","Serra","Jacaraípe.","-40.3078002929688","-20.1285991668701",NA,NA,NA,NA,"VIES018190","VIES018190",NA,"156",NA,NA,NA,NA,NA,"16451","auto",NA,NA,NA,NA,NA,NA
"316","2019-06-27 10:24:45-03","UFES","VIES","9185","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Stehmann, J.R.","2006",NA,NA,"Rodrigues, I.D.","2000","03","25","Brasil","Espírito Santo","Serra","Nova Almeida.","-40.3078002929688","-20.1285991668701",NA,NA,NA,NA,"VIES009185","VIES009185",NA,"306",NA,NA,NA,NA,NA,"16451","auto",NA,NA,NA,NA,NA,NA
"317","2020-04-27 16:09:31-03","UFES","VIES","39976","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","B. Wallnöfer","2018","04","27","Gomes, J.M.L.; Mareto, F.",NA,NA,NA,"Brasil","Minas Gerais","Nanuque",NA,"-40.3539009094238","-17.8391990661621",NA,NA,NA,NA,"VIES039976","VIES039976",NA,"3805",NA,NA,NA,NA,NA,"46980","auto",NA,NA,NA,NA,NA,NA
"318","2020-04-27 16:09:31-03","UFES","VIES","13616","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Valduga, E.","2012","07",NA,"Valduga, E.","2012","07","20","Brasil","Rio Grande do Sul","Palmares do Sul","Lagoa do Quintão.","-50.5097007751465","-30.2577991485596",NA,NA,"10","10","VIES013616","VIES013616",NA,"402",NA,NA,NA,NA,NA,"31350","auto",NA,NA,NA,NA,NA,NA
"319","2019-08-16 08:39:10-03","UTFPR","HCF","28846","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","J.L. Costa Lima","2013","05",NA,"J.L. Costa-Lima","2013","05","17","Brasil","PE","Bezerros","Serra Negra de Bezerros. Pedra do Cruzei","-35.756944","-8.150556","35°45'25 W","08°09'02 S","950","950",NA,NA,"arbustico ca. 1,5 m alt. Folhas cartáceas, discolores, face superior verde-escura, inferior verde-clara. Flores verde-amareladas, externamente com tricomas cinéreos.","938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2019-08-16 08:39:10-03","UTFPR","HCF","27754","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","E. Barboza","2018","08","07","R.R. Völtz","2018","03","23","Brasil","PR","Icaraíma","Parque Nacional de Ilha Grande: Ilha","-53.765556","-23.348056","53°45'56 W","23°20'53 S","240","240",NA,NA,"arvoreta 5 m. Frutos roxos. Capão de árvores em meio à vegetação herbáceo-arbustiva do terraço fluvial.","1684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2019-08-16 08:39:10-03","UTFPR","HCF","23774","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","E. Barboza","2017","03","31","J.M. Silva","2015","10","31","Brasil","PR","Campo Mourão","PCH Ouro Branco, Rio da Várzea","-52.256944","-24.006111","52°15'25 W","24°00'22 S","450","450",NA,NA,"arbusto com 2 m de altura; flor bege. Floresta Estacional Semidecidual.","9055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2019-08-16 08:39:10-03","UTFPR","HCF","28844","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","J.L. Costa Lima","2013","05",NA,"J.L. Costa-Lima","2013","05","17","Brasil","PE","Bezerros","Serra Negra de Bezerros. Pedra do Cruzei","-35.756944","-8.150556","35°45'25 W","08°09'02 S","950","950",NA,NA,"arbustivo ca. 1,5 m alt. Folhas cartáceas, discolores, face superior verde-escura, inferior verde-clara. Frutos imaturos verdes.","939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2019-08-16 08:39:10-03","UTFPR","HCF","22652","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","F. Gonzatti","2015","04","28","F. Gonzatti","2015","04","18","Brasil","RS","Osório","Lagoa da Emboaba","-50.226944","-29.966111","50°13'37 W","29°57'58 S","15","15",NA,NA,"árvore com 6 m de altura. Mata seca.","1473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","2019-08-16 08:39:10-03","UTFPR","HCF","23725","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","F. Marinero","2017","03","31","J.M. Silva","2016","05","02","Brasil","PR","Peabiru","PCH Ouro Branco, Rio da Várzea","-52.226389","-23.99","52°13'35 W","23°59'24 S","375","375",NA,NA,"árvore com 5 m de altura; frutos vinosos. Floresta Estacional Semidecidual.","9334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2019-08-16 08:39:10-03","UTFPR","HCF","2178","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","G. Hatschbach","2001",NA,NA,"J.M. Silva","2000","08","22","Brasil","PR","Adrianópolis","Tijuco Alto","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,NA,NA,"árvore, 5m, fruto imaturo. Mata do vale do rio Ribeira.","3193",NA,NA,NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA,NA
"326","2019-08-16 08:39:10-03","UTFPR","HCF","12435","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","M. Selusniaki",NA,NA,NA,"M. Selusniaki","2012","02","01","Brasil","PR","Ortigueira",NA,"-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,NA,NA,"árvore, 5 m, frutos verdes imaturos, folhas alternas. Orla de mata (Resgate de Flora UHE Mauá).",NA,NA,NA,NA,NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA
"327","2019-08-16 08:39:10-03","UTFPR","HCF","12401","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","T. Bochorny",NA,NA,NA,"L. Perret","2012","03","28","Brasil","PR","Telêmaco Borba",NA,"-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,NA,NA,"(Resgate de Flora UHE Mauá).","5",NA,NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA
"328","2019-11-26 13:10:39-03","UTFPR","HCF","29840","S","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","E. Adenesky-Filho","2011","09","29","E. Adenesky-Filho",NA,NA,NA,"Brasil","PR","Telêmaco Borba","UHE Mauá","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,NA,NA,"coletada em VIII/2011.","300",NA,NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA
"329","2013-04-01 09:16:45-03","IPT","BCTW","5427","S","Plantae",NA,"Diospyros","inconstans","Diospyros inconstans","Jacq.","IPT",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Monte Alegre do Sul","Estação Experimental de Ibití","-46.68","-22.68",NA,NA,NA,NA,NA,NA,"Sinonímia: Maba inconstans (Jacq.) Griseb.",NA,"Magnoliophyta",NA,NA,NA,NA,"11114","auto","Magnoliopsida",NA,NA,NA,NA,NA
"330","2013-04-01 09:16:45-03","IPT","BCTW","3452","S","Plantae",NA,"Diospyros","inconstans","Diospyros inconstans","Jacq.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","São Paulo","Parque Nacional das Fontes do Ipiranga (PEFI)","-46.63","-23.54",NA,NA,NA,NA,NA,NA,"Sinonímia: Maba inconstans",NA,"Magnoliophyta",NA,NA,NA,NA,"53584","auto","Magnoliopsida",NA,NA,NA,NA,NA
"331","2013-04-01 09:16:45-03","IPT","BCTW","3501","S","Plantae",NA,"Diospyros","inconstans","Diospyros inconstans","Jacq.",NA,NA,NA,NA,"Campanha, A.S.",NA,NA,NA,"Brasil","São Paulo","Monte Alegre do Sul","Estação Experimental de Ibiti","-46.68","-22.68",NA,NA,NA,NA,NA,NA,"Sinonímia: Maba inconstans (Jacq.) Griseb.",NA,"Magnoliophyta",NA,NA,NA,NA,"11114","auto","Magnoliopsida",NA,NA,NA,NA,NA
"332","2021-03-21 19:33:59-03","UFC","EAC","2182","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans obovata","(Mart. ex Miq.) B.Walln.","Wallnöfer, B.","2017","02",NA,"Fernandes, A.","1962","05","14","Brasil","Ceará","Caucaia","Pedreira do Coité","-38.6530990600586","-3.73610997200012",NA,NA,NA,NA,"EAC0002182","EAC0002182","Arbusto.","EAC2182","Dicotyledon",NA,"Southern America",NA,"obovata","40484","auto",NA,NA,NA,NA,NA,NA
"333","2021-03-21 19:33:59-03","UFC","EAC","23967","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans obovata","(Mart. ex Miq.) B.Walln.","Wallnöfer, B.","2017","02",NA,"Castro, A.S.F.","1996","02","20","Brasil","Ceará","Fortaleza","Dunas da Praia do Futuro por trás da Cidade 2000","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,"EAC0023967","EAC0023967","Dunas","121","Dicotyledon",NA,"Southern America",NA,"obovata","19924","auto",NA,NA,NA,NA,NA,NA
"334","2021-03-21 19:33:59-03","UFC","EAC","55011","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans obovata","(Mart. ex Miq.) B.Walln.","Wallnöfer, B.","2017","02",NA,"Costa, M.S.","1992","06","06","Brasil","Ceará","Fortaleza","Seis Bocas","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,"EAC0055011","EAC0055011","Arbusto.; Cerrado.","29","Dicotyledon",NA,"Southern America",NA,"obovata","19924","auto",NA,NA,NA,NA,NA,NA
"335","2021-03-21 19:33:59-03","UFC","EAC","12773","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans obovata","(Mart. ex Miq.) B.Walln.","Wallnöfer, B.","2017","03",NA,"Fernandes, A.; Nunes, E.; Figueiredo, M.A.","1984","08","03","Brasil","Ceará","Itatira","Serra do Céu","-39.622200012207","-4.52889013290405",NA,NA,NA,NA,"EAC0012773","EAC0012773","Subarbusto.; Capoeira","EAC12773","Dicotyledon",NA,"Southern America",NA,"obovata","33724","auto",NA,NA,NA,NA,NA,NA
"336","2021-03-21 19:33:59-03","UFC","EAC","33551","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans obovata","(Mart. ex Miq.) B.Walln.",NA,"2011","04","01","Fernandes, A.","2004","02","12","Brasil","Ceará","Meruoca","Sa. da Meruoca, Sítio do Meio-Fernandes","-40.4550018310547","-3.54167008399963",NA,NA,NA,NA,"EAC0033551","EAC0033551","Arvoreta, flor esverdeada; Capoeira/Mata","EAC33551","Dicotyledon",NA,"Southern America",NA,"obovata","14054","auto",NA,NA,NA,NA,NA,NA
"337","2021-03-21 19:33:59-03","UFC","EAC","31065","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans obovata","(Mart. ex Miq.) B.Walln.",NA,NA,NA,NA,"Fernandes, A.","2001","12","24","Brasil","Ceará","Meruoca","Serra da Meruoca","-40.4550018310547","-3.54167008399963",NA,NA,NA,NA,"EAC0031065","EAC0031065","Subarbusto, flor esverdeada.; Capoeira/Mata subúmida","EAC31065","Dicotyledon",NA,"Southern America",NA,"obovata","14054","auto",NA,NA,NA,NA,NA,NA
"338","2021-03-21 19:33:59-03","UFC","EAC","61048","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans obovata","(Mart. ex Miq.) B.Walln.","Loiola, M.I.B.; Rebouças, N.C.","2018","02","28","Fernandes, A.","2003","11","06","Brasil","Ceará","Meruoca","Serra da Meruoca, Sítio do Meio.","-40.4550018310547","-3.54167008399963",NA,NA,NA,NA,"EAC0061048",NA,"Arbusto; flor esverdeada; ramo de indivíduo masculino coletado junto com material de indivíduo feminino da coleção EAC 33065.; Mata subúmida, área de capoeira.","EAC61048","Dicotyledon",NA,"Southern America",NA,"obovata","14054","auto",NA,NA,NA,NA,NA,NA
"339","2021-03-21 19:33:59-03","UFC","EAC","30059","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans obovata","(Mart. ex Miq.) B.Walln.","Wallnöfer, B.","2017","02",NA,"Castro, A.S.F.","2000","06","13","Brasil","Ceará","Parambu","Coronzó","-40.6944007873535","-6.21111011505127",NA,NA,NA,NA,"EAC0030059","EAC0030059","Arbusto.","866","Dicotyledon",NA,"Southern America",NA,"obovata","45414","auto",NA,NA,NA,NA,NA,NA
"340","2021-03-21 19:33:59-03","UFC","EAC","12221","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans obovata","(Mart. ex Miq.) B.Walln.","Wallnöfer, B.","2017","02",NA,"Fernandes, A.; Bezerra, P.; Nunes, E.","1983","10","21","Brasil","Ceará","Santa Quitéria","Itataia","-40.1567001342773","-4.33194017410278",NA,NA,NA,NA,"EAC0012221","EAC0012221","Arbusto, flor esverdeada.; Capoeira","EAC12221","Dicotyledon",NA,"Southern America",NA,"obovata","62463","auto",NA,NA,NA,NA,NA,NA
"341","2021-03-21 19:33:59-03","UFC","EAC","42554","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans obovata","(Mart. ex Miq.) B.Walln.","Wallnöfer, B.","2017","03",NA,"Moro, M.F.; Tameirão Neto, E.","2008","04","06","Brasil","Ceará","São Gonçalo do Amarante","Pecém, Área onde será o complexo industrial, Zona 24 UTM 0513479/9604988","-38.9682998657227","-3.6072199344635",NA,NA,NA,NA,"EAC0042554","EAC0042554",NA,"384","Dicotyledon",NA,"Southern America",NA,"obovata","39107","auto",NA,NA,NA,NA,NA,NA
"342","2021-03-21 19:33:59-03","UFC","EAC","5096","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans obovata","(Mart. ex Miq.) B.Walln.","Wallnöfer, B.","2017","02",NA,"Fernandes, A.; Matos, F.J.A.","1978","11","03","Brasil","Ceará","Ubajara","encosta da Serra da Ibiapaba, Parque Nacional de U","-40.9211006164551","-3.85443997383118",NA,NA,NA,NA,"EAC0005096","EAC0005096","Arbusto, flor esverdeada.","EAC5096","Dicotyledon",NA,"Southern America",NA,"obovata","27385","auto",NA,NA,NA,NA,NA,NA
"343","2021-03-21 19:33:59-03","UFC","EAC","5058","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans obovata","(Mart. ex Miq.) B.Walln.","Wallnöfer, B.","2017","03",NA,"Fernandes, A.; Matos, F.J.A.","1978","10","28","Brasil","Rio Grande do Norte","Martins","encosta da Serra dos Martins","-37.9110984802246","-6.0877799987793",NA,NA,NA,NA,"EAC0005058","EAC0005058","Arvoreta, flor verde.; Mata seca","EAC5058","Dicotyledon",NA,"Southern America",NA,"obovata","10029","auto",NA,NA,NA,NA,NA,NA
"344","2021-03-21 19:33:59-03","UFC","EAC","18153","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Wallnöfer, B.","2017","01","18","Figueiredo, M.A.; et al.","1991","07","22","Brasil","Rio Grande do Norte","Serra Negra do Norte","encosta de Serra Negra do Norte","-37.3972015380859","-6.66555976867676",NA,NA,"160","160","EAC0018153","EAC0018153","Árvore.","s.n.","Dicotyledon",NA,"Southern America",NA,NA,"25572","auto",NA,NA,NA,NA,NA,NA
