"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","individualCount","fieldNumber"
"168","2020-11-04 11:14:40-03","ESALQ","ESA","85384","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Mazine, F.F.","Chaddad Jr., J.","236.0","2003","07","04","Brasil","São Paulo","São Manoel",NA,NA,NA,NA,NA,NA,NA,NA,"ESA085384","ESA085384",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-11-04 11:14:40-03","ESALQ","ESA","37711","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Mazine, F.F.","Torezan, J.M.; Arima, L.I.A.; Pimenta, J.A.; Resende, J.C.F.; Sifuentes, D.V.O.","602.0","1997","12","13","Brasil","São Paulo","Apiaí","Estrada para Pinhalzinho/Apiaí, 11km de Bom Sucesso de Itararé. Floresta ombrófila mista, beira de estrada","-490.437","-242.007","-490,437","-242,007",NA,NA,"Árvore com m, flores esverdeadas","ESA037711","ESA037711","2005",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-11-04 11:14:40-03","ESALQ","ESA","106060","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis",NA,"Aguirre, G.H. et al.","Aguirre, G.H.","714.0","2008","10","03","Brasil","São Paulo","São Manoel",NA,NA,NA,NA,NA,NA,NA,NA,"ESA106060","ESA106060",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-11-04 11:14:40-03","ESALQ","ESA","622","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Kawasaki, M.L.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA000622","ESA000622",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-11-04 11:14:40-03","ESALQ","ESA","51824","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis",NA,"Maria, V.R.B.","Maria, V.R.B.",NA,NA,NA,NA,"Brasil","Mato Grosso do Sul","Bonito",NA,"-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,NA,"ESA051824",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"71352","auto",NA,NA,NA,NA,NA
"173","2020-11-04 11:14:40-03","ESALQ","ESA","27498","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Kawasaki, M.L.","Taglialegna, G.H.F. ; Villela, L.G.V.",NA,NA,NA,NA,"Brasil","Minas Gerais","Alterosa",NA,"-46.1431007385254","-21.2492008209229",NA,NA,NA,NA,NA,"ESA027498","ESA027498",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"21741","auto",NA,NA,NA,NA,NA
"174","2020-11-04 11:14:40-03","ESALQ","ESA","98407","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Faria, J.E.R.","Meireles, L.D.","1622.0","2005","05","14","Brasil","Minas Gerais","Passa Quatro",NA,"-44.9667015075684","-22.3903007507324",NA,NA,NA,NA,NA,"ESA098407","ESA098407",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"17293","auto",NA,NA,NA,NA,NA
"175","2020-11-04 11:14:40-03","ESALQ","ESA","98405","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Faria, J.E.Q.","Meireles, L.D.","2367.0",NA,NA,NA,"Brasil","Minas Gerais","Passa Quatro",NA,"-44.9667015075684","-22.3903007507324",NA,NA,NA,NA,NA,"ESA098405","ESA098405",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"17293","auto",NA,NA,NA,NA,NA
"176","2020-11-04 11:14:40-03","ESALQ","ESA","126320","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis",NA,"Sobral, M.","Sobral, M.","14871.0","1905","07","04","Brasil","Minas Gerais","Prados",NA,"-44.0797004699707","-21.0575008392334",NA,NA,NA,NA,NA,"ESA126320",NA,"1905","07","04",NA,NA,NA,"Magnoliophyta",NA,NA,"21382","auto",NA,NA,NA,NA,NA
"177","2020-11-04 11:14:40-03","ESALQ","ESA","36693","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Mattos, J.R.","Los, M.M.","55.0","1985","01","04","Brasil","Paraná","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,"ESA036693","ESA036693",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"13536","auto",NA,NA,NA,NA,NA
"178","2020-11-04 11:14:40-03","ESALQ","ESA","36391","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Kawasaki, M.L.","Silva, J.M.; Cruz, J.M.; Deodato, F.","1536.0","1995","10","05","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"ESA036391","ESA036391",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"46557","auto",NA,NA,NA,NA,NA
"179","2020-11-04 11:14:40-03","ESALQ","ESA","49749","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Soares, L.H.","Azevedo, F.",NA,"1997","09","27","Brasil","Paraná","Sapopema",NA,"-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,NA,"ESA049749","ESA049749",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"21990","auto",NA,NA,NA,NA,NA
"180","2020-11-04 11:14:40-03","ESALQ","ESA","39610","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Hatschbach, G.","Silva, J.M. et al.","1823.0","1996","12","13","Brasil","Paraná","Tibagi",NA,"-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,"ESA039610","ESA039610",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"56988","auto",NA,NA,NA,NA,NA
"181","2020-11-04 11:14:40-03","ESALQ","ESA","67654","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Soares, L.H.","Soares, A. ; Maschio, W.","293.0","1998","11","17","Brasil","Paraná","Três Barras do Paraná",NA,"-53.1808013916016","-25.4188995361328",NA,NA,NA,NA,NA,"ESA067654",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"20611","auto",NA,NA,NA,NA,NA
"182","2020-11-04 11:14:40-03","ESALQ","ESA","109238","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis",NA,"Verdi, M.","Verdi, M.","151.0","2009","01","29","Brasil","Santa Catarina","Anita Garibaldi",NA,"-51.1300010681152","-27.6891994476318",NA,NA,NA,NA,NA,"ESA109238","ESA109238","2009","03","09",NA,NA,NA,"Magnoliophyta",NA,NA,"23768","auto",NA,NA,NA,NA,NA
"183","2020-11-04 11:14:40-03","ESALQ","ESA","109043","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis",NA,"Sobral, M.","Verdi, M.","1405.0","2009","01","24","Brasil","Santa Catarina","Cerro Negro",NA,"-50.8758010864258","-27.7952995300293",NA,NA,NA,NA,NA,"ESA109043","ESA109043",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"26434","auto",NA,NA,NA,NA,NA
"184","2020-11-04 11:14:40-03","ESALQ","ESA","96438","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Kawasaki, M.L.","Bertoncini, A.P. ; Cazetta-Neto, A.","900.0","1998","09","25","Brasil","São Paulo","Avaí",NA,"-49.3300018310547","-22.1399993896484",NA,NA,NA,NA,NA,"ESA096438","ESA096438",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"23140","auto",NA,NA,NA,NA,NA
"185","2020-11-04 11:14:40-03","ESALQ","ESA","96454","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Bertoncini, A.P.","Bertoncini, A.P. ; Bertoncini, M.P.","880.0","1998","09","11","Brasil","São Paulo","Avaí",NA,"-49.3300018310547","-22.1399993896484",NA,NA,NA,NA,NA,"ESA096454","ESA096454",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"23140","auto",NA,NA,NA,NA,NA
"186","2020-11-04 11:14:40-03","ESALQ","ESA","102092","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis",NA,"Kawasaki, M.L.","Bertoncini, A.P.","900.0","1998","09","25","Brasil","São Paulo","Avaí",NA,"-49.3300018310547","-22.1399993896484",NA,NA,NA,NA,NA,"ESA102092","ESA102092",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"23140","auto",NA,NA,NA,NA,NA
"187","2020-11-04 11:14:40-03","ESALQ","ESA","2666","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Kawasaki, M.L.","Pacheco, C.",NA,"1950","10","20","Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"ESA002666","ESA002666",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"23900","auto",NA,NA,NA,NA,NA
"188","2020-11-04 11:14:40-03","ESALQ","ESA","640","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Kawasaki, M.L.","Accorsi, W.R.",NA,"1939","10","30","Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"ESA000640","ESA000640",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"23900","auto",NA,NA,NA,NA,NA
"189","2020-11-04 11:14:40-03","ESALQ","ESA","619","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Souza, V.C.",NA,NA,"1975","10","20","Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"ESA000619","ESA000619",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"23900","auto",NA,NA,NA,NA,NA
"190","2020-11-04 11:14:40-03","ESALQ","ESA","617","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Kawasaki, M.L.","Santoro, J.","759.0","1936","10","16","Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"ESA000617","ESA000617",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"23900","auto",NA,NA,NA,NA,NA
"191","2020-11-04 11:14:40-03","ESALQ","ESA","3083","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Kawasaki, M.L.","Saiki, G.Y.",NA,"1987","09","08","Brasil","São Paulo","Cotia",NA,"-46.9099998474121","-23.6000003814697",NA,NA,NA,NA,NA,"ESA003083","ESA003083",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"23869","auto",NA,NA,NA,NA,NA
"192","2020-11-04 11:14:40-03","ESALQ","ESA","102039","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis",NA,"Kawasaki, M.L.","Scaramuzza, C.A.M.","1003.0","1993","06","07","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"ESA102039","ESA102039",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"27729","auto",NA,NA,NA,NA,NA
"193","2020-11-04 11:14:40-03","ESALQ","ESA","11924","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Sobral, M.","Souza, V.C.; Sakuragui, C.M.; Miyagi, P.H.; Levensteinas, B.; Bérgamo, P.; Cardoso, W.P.","4232.0","1993","09","06","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"ESA011924","ESA011924",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"27729","auto",NA,NA,NA,NA,NA
"194","2020-11-04 11:14:40-03","ESALQ","ESA","15485","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Kawasaki, M.L.","Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","1382.0","1993","10","07","Brasil","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,NA,NA,NA,"ESA015485","ESA015485",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"22843","auto",NA,NA,NA,NA,NA
"195","2020-11-04 11:14:40-03","ESALQ","ESA","30682","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis",NA,NA,"Basso, A.J.",NA,"1995","01","28","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA030682","ESA030682",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"44778","auto",NA,NA,NA,NA,NA
"196","2020-11-04 11:14:40-03","ESALQ","ESA","14858","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Kawasaki, M.L.","Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","845.0","1993","07","06","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA014858","ESA014858",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"44778","auto",NA,NA,NA,NA,NA
"197","2020-11-04 11:14:40-03","ESALQ","ESA","16934","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Souza, V.C.","Bergamin, M.C.",NA,"1994","01","01","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA016934","ESA016934",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"44778","auto",NA,NA,NA,NA,NA
"198","2020-11-04 11:14:40-03","ESALQ","ESA","8124","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Kawasaki, M.L.","Negraes, P.F.","1.0","1992","09","10","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA008124","ESA008124",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"44778","auto",NA,NA,NA,NA,NA
"199","2020-11-04 11:14:40-03","ESALQ","ESA","6616","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis",NA,"Favoretto, A.S.","Pacello, F. R.",NA,"1990","10","20","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA006616","ESA006616",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"44778","auto",NA,NA,NA,NA,NA
"200","2020-11-04 11:14:40-03","ESALQ","ESA","6615","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis",NA,"Favoretto, A.S.","Junqueira, R.P.",NA,"1990","10","11","Brasil","São Paulo","São Caetano do Sul",NA,"-46.5499992370605","-23.6200008392334",NA,NA,NA,NA,NA,"ESA006615","ESA006615",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"4028","auto",NA,NA,NA,NA,NA
"201","2020-11-04 11:14:40-03","ESALQ","ESA","21754","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Kawasaki, M.L.","Souza, V.C. et al.","9396.0","1995","11","10","Brasil","São Paulo","São Carlos",NA,"-47.8899993896484","-22.0100002288818",NA,NA,NA,NA,NA,"ESA021754","ESA021754",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"45913","auto",NA,NA,NA,NA,NA
"202","2020-11-04 11:14:40-03","ESALQ","ESA","36855","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Souza, V.C.","Hoehne, W.","3676.0","1951","09","28","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"ESA036855","ESA036855",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"53584","auto",NA,NA,NA,NA,NA
"203","2020-11-04 11:14:40-03","ESALQ","ESA","16462","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Kawasaki, M.L.","Tamashiro, J.Y. et al.","18817.0","1986","12","02","Brasil","São Paulo","Teodoro Sampaio",NA,"-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,NA,"ESA016462","ESA016462",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"54606","auto",NA,NA,NA,NA,NA
"204","2020-11-04 11:14:40-03","ESALQ","ESA","7750","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Souza, V.C.","Sanches, J.R.N.",NA,"1991","01","01","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,"ESA007750","ESA007750",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"34265","auto",NA,NA,NA,NA,NA
"205","2020-11-04 11:14:40-03","ESALQ","ESA","118675","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis",NA,"Aguiar, O.T.","Guillaumon, J.R.",NA,"2002","08","01","Brasil","São Paulo","Vinhedo",NA,"-46.9700012207031","-23.0300006866455",NA,NA,NA,NA,NA,"ESA118675",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"9595","auto",NA,NA,NA,NA,NA
"206","2020-11-04 11:14:40-03","ESALQ","ESA","119944","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis",NA,"Lam, C.L.","Lam, C.L.","4.0","2007","10","20","Brasil","São Paulo","Piracicaba","ESALQ/USP, Departamento de Horticultura.","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA119944",NA,"2007","10","23",NA,NA,NA,"Magnoliophyta",NA,NA,"44778","auto",NA,NA,NA,NA,NA
"207","2020-11-04 10:56:24-03","ESALQ","ESA","133587","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Rodrigues, R. R.","Orlandini, P.; Volet; Lima, K.; Mansur, A.L.; Santini-Jr., L.; Gios, B.R.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","77.0","2015","06","30","Brasil","São Paulo","Nova Odessa","Instituto de Zootecnia; Fragmento de Floresta Estacional Semidecidual aluvial","-47.2900009155273","-22.7700004577637","-47,.28608º","-22,75808º","576","576","sem observações","ESA133587",NA,"2015","06","30",NA,NA,NA,NA,NA,NA,"8440","auto",NA,NA,NA,NA,NA
"208","2020-11-04 11:14:40-03","ESALQ","ESA","119608","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis",NA,"Leão, F.T.P. & Sabbadinne, G.P.","Leão, F.T.P. ; Sabbadinne, G.P.","10.0","2007","10","16","Brasil","São Paulo","Piracicaba","Pavilhão de Hortucultura.","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA119608",NA,"2007","10","16",NA,NA,NA,"Magnoliophyta",NA,NA,"44778","auto",NA,NA,NA,NA,NA
"209","2020-11-04 11:14:40-03","ESALQ","ESA","1141","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Kawasaki, M.L.","Kateiro, E.",NA,"1986","09","06","Brasil","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA001141","ESA001141",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-11-04 11:14:40-03","ESALQ","ESA","113063","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Gaem, P.H.","Krapovickas, A.","45757.0","1994","10","19","Argentina",NA,"Caaguazú",NA,NA,NA,NA,NA,NA,NA,NA,"ESA113063","ESA113063",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2020-11-04 11:14:40-03","ESALQ","ESA","111686","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis",NA,"Mazine, F.F.","Zardini, E.M.","45787.0","1996","10","31","Paraguai",NA,"San Pedro",NA,NA,NA,NA,NA,NA,NA,NA,"ESA111686","ESA111686","2007",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-11-04 11:14:40-03","ESALQ","ESA","108971","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis",NA,"Mazine, F. F.","Zardini, E.M.","49209.0","1998","10","29","Paraguai","Canendiyú","Mbaracayú Natural Reserve",NA,NA,NA,NA,NA,NA,NA,NA,"ESA108971","ESA108971",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-11-04 11:14:40-03","ESALQ","ESA","118290","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis",NA,"Durigan, G.","Guerin, N.; Durigan, G. ; Furlan, E.","222.0","2008","09","01","Brasil","São Paulo","Águas de Santa Bárbara","Estação Ecológica Águas de Sta.Bárbara","-49.22",NA,"-49.22","-22,813,611",NA,NA,"XLS: SPSFAntigo; GEOGRAFIA: mata&nf;;","ESA118290",NA,"2008","09","23",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-11-04 11:14:40-03","ESALQ","ESA","40667","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis",NA,"Rodrigues, R.R.","Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.","51.0","1997","12","11","Brasil","São Paulo","Bom Sucesso de Itararé","Estrada Itararé -Bom Sucesso. Floresta Estacional Aluvial, beira de riacho","-490.939","-241.628","-490,939","-241,628",NA,NA,"Arvoreta de 2,6m. Frutos imaturos verdes. Botões creme.","ESA040667","ESA040667",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2020-11-04 11:14:40-03","ESALQ","ESA","96623","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Sobral, M.","Hatschbach, G. et al.","76596.0","2003","10","21","Brasil","Mato Grosso do Sul","Porto Murtinho",NA,"-57.8824996948242","-21.6989002227783",NA,NA,NA,NA,NA,"ESA096623","ESA096623",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"185577","auto",NA,NA,NA,NA,NA
"216","2020-11-04 11:14:40-03","ESALQ","ESA","37089","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Hatschbach, G.","Silva, J.M.","1799.0","1996","12","16","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"ESA037089","ESA037089",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"25180","auto",NA,NA,NA,NA,NA
"217","2020-11-04 10:56:24-03","ESALQ","ESA","136401","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","J. Cordeiro","J. Carneiro","1361.0","2002","06","06","Brasil","Paraná","Jundiaí do Sul",NA,"-50.247501373291","-23.4367008209229",NA,NA,NA,NA,NA,"ESA136401",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,"17300","auto",NA,NA,NA,NA,NA
"218","2020-11-04 11:14:40-03","ESALQ","ESA","49761","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Soares, L.H.","Medri, C. et al.","441.0","1997","09","27","Brasil","Paraná","Sapopema",NA,"-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,NA,"ESA049761","ESA049761",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"21990","auto",NA,NA,NA,NA,NA
"219","2020-11-04 11:14:40-03","ESALQ","ESA","113087","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis",NA,"Estevan, D.A.","Estevan, D.A.","190.0","2002","10","31","Brasil","Paraná","Ventania",NA,"-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,NA,"ESA113087","ESA113087","2004",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"32424","auto",NA,NA,NA,NA,NA
"220","2020-11-04 11:14:40-03","ESALQ","ESA","114271","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis",NA,"Gaspi, F.O.G.","Gaspi, F.O.G.","4.0","2011","05","02","Brasil","São Paulo","Araras",NA,"-47.3800010681152","-22.3500003814697",NA,NA,NA,NA,NA,"ESA114271","ESA114271","2011",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"22739","auto",NA,NA,NA,NA,NA
"221","2020-11-04 11:14:40-03","ESALQ","ESA","7601","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Kawasaki, M.L.","Pomari, M.L.",NA,"1991","01","01","Brasil","São Paulo","Atibaia",NA,"-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,NA,"ESA007601","ESA007601",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"21675","auto",NA,NA,NA,NA,NA
"222","2020-11-04 11:14:40-03","ESALQ","ESA","16453","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","Kawasaki, M.L.","Tamashiro, J.Y. ; Joly, C.A.","18621.0","1986","10","03","Brasil","São Paulo","Atibaia",NA,"-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,NA,"ESA016453","ESA016453",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"21675","auto",NA,NA,NA,NA,NA
