"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","minimumElevationInMeters","identifiedBy","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount"
"98","2019-08-27 13:33:09-03","IAP","PACA-AGP","36904","PreservedSpecimen","Plantae","Magnoliophyta","Scrophulariales","Scrophulariaceae","Buchnera","juncea","Buchnera juncea","C. S.","Hatschbach, G.","578",NA,"Brasil","PR","Castro",NA,"-50.0119018554688","-24.7910995483398",NA,"Sem material. Habitat: In campestribus dumetosis. Fenofase: flor e fruto","PACA036904",NA,"1947","01","09",NA,"V. C. Souza",NA,"50779","auto","1994",NA,NA,"Magnoliatae",NA,"01","28",NA,NA,NA
"99","2020-12-20 21:18:47-03","UFV","VIC","037546","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Neri, A.V.; et al.","s.n.",NA,"Brasil","Minas Gerais","Paraopeba","FLONA de Paraopeba, Cerrado stricto sensu sobre latossolo amarelo.","-44.4042015075684","-19.2744007110596",NA,"Planta de 80 cm, folhas ásperas.","VIC037546","VIC037546","2011","05","14",NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-12-20 21:19:26-03","UFV","VIC","010277","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schlecht","Soares, A.A.","s.n.",NA,"Brasil","Paraná","Palmeira","parque do iguaçu","-50.0064010620117","-25.4293994903564",NA,NA,"VIC010277","VIC010277","1987","12","15",NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-21 14:41:12-03","UFJF","CESJ","66470","PreservedSpecimen","Plantae","Angiosperma",NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","C.B.R. Munhoz; C.U.O. Eugênio; T.R.B. Melo","7949","América do Sul","Brasil","Goiás","Cavalcante","RPPN Serra do Tombador","-47.801111","-13.666944",NA,"Vereda","CESJ066470",NA,"2010","10","28",NA,NA,NA,NA,NA,NA,"-47.801111","-13.666944",NA,NA,NA,NA,NA,NA,NA
"102","2019-11-21 14:41:12-03","UFJF","CESJ","37647","PreservedSpecimen","Plantae","Angiosperma",NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","V.C. Souza; P.H.Miyagi; J. Paula-Souza","8551","América do Sul","Brasil","Minas Gerais","Gouveia","A 5 Km de Gouveia em direção a Diamantina, no Km 472 da estrada.","-43.7407989501953","-18.4543991088867",NA,"Erva, cálice roxo-escuro; corola violeta. Transição campo rupestre - cerrado.","CESJ037647",NA,"1995","03","13",NA,NA,NA,"37970","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-11-21 14:41:12-03","UFJF","CESJ","38133","PreservedSpecimen","Plantae","Angiosperma",NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","V.C. Souza; J. Paula-Souza; L. Capellari Jr.; S.I.Elias; W. Forster","20923","América do Sul","Brasil","Minas Gerais","Gouveia","Fazenda Barro Preto, Rodovia Curvelo - Diamantina, a ca. 30 Km de Gouveia, em direção a Curvelo. Lat.: 18º 35'28,9S; Lon.: 43º56'11,6W.","-43.7407989501953","-18.4543991088867",NA,"Erva, flores violeta, em campo úmido.","CESJ038133",NA,"1998","04","05",NA,"V.C. Souza",NA,"37970","auto","1998",NA,NA,NA,NA,"04",NA,NA,NA,NA
"104","2019-11-21 14:41:12-03","UFJF","CESJ","38134","PreservedSpecimen","Plantae","Angiosperma",NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","V.C. Souza; J. Paula-Souza; S.I.Elias; W. Forster; A.C.P. Oliveira","22420","América do Sul","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, Lat.: 17º42'29S; Lon.:44º11'31W.","-44.1721992492676","-17.7574996948242",NA,"Em campo arenoso com cerrado e afloramentos rochosos adjacentes. Erva, até 1m alt., flores roxas.&nf;(Prensado em álcool).","CESJ038134",NA,"1999","05","16",NA,"V.C. Souza",NA,"37503","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-04-07 11:48:47-03","UFMS","CGMS","25614","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","S.A. Cunha; V.J.Pott & S.R.Cieslak","86",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Embrapa Gado de Corte,Lagoão,cerca de 1km leste da sede.","-54.7025","-20.43",NA,"Flor roxa. Habitat: Borda de campo graminoso úmido em domínio de cerrado Habito: Erva ereta, anfíbia 80-90cm altura","CGMS1055041",NA,"2006","04","24","540","V.J.Pott","540",NA,NA,"2006","-54,7025","-20,43",NA,NA,"11","23",NA,NA,NA
"106","2021-04-07 11:48:47-03","UFMS","CGMS","49225","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","V.C. Souza; J.P.Souza; S.I. Elias; W. Forster; A.C.P. Oliveira","22420",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral.","-44.1919444","-17.7080556",NA,"Flores roxas. Habitat: Campo arenoso com cerrado e afloramentos rochosos adjacentes. Habito: Erva. Até 1,00m de altura.","CGMS1079166",NA,"1999","05","16",NA,"V.C. Souza",NA,NA,NA,"1999","-44,1919444","-17,7080556",NA,NA,NA,NA,NA,NA,NA
"107","2021-04-07 11:48:47-03","UFMS","CGMS","13527","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","V.J. Pott; A. Pott; A.C.M. Cristaldo; S. Aragaki; D.R. Espírito Santo","6860",NA,"Brasil","Mato Grosso do Sul","Chapadão do Sul","Fazenda Sucuriú, nascente próxima à sede, e divisa com o município Chapadão do Céu - GO.","-52.765","-18.3655556",NA,"Flor lilás. Habitat: ? Campo graminoso úmido ('Coval'), próximo a buritis (Mauritia flexuosa), em vale com afloramento de água; nascente. Solo hidromórfico, argiloso, turfoso com matéria orgânica. Relevo plano. Esparso. Habito: Erva","CGMS1042965",NA,"2004","03","31","800","V.J. Pott","800",NA,NA,NA,"-52,765","-18,3655556",NA,NA,NA,NA,NA,NA,NA
"108","2021-04-07 11:46:53-03","UFMS","CGMS","70385","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","V.J. Pott; J. Paz; A.C.M Cristaldo; A. Pott","6633",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Embrapa Gado de Corte.","-54.7063889","-20.4230556",NA,NA,"CGMS1069769",NA,"2004","02","27","550","V.J. Pott, A.C.M. Cristaldo & L. Costa","550",NA,NA,NA,"-54,7063889","-20,4230556",NA,NA,NA,NA,NA,NA,NA
"109","2021-04-07 11:46:53-03","UFMS","CGMS","70384","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","V.J. Pott; A. Pott; L.C.P. Lima; E.C. de Arruda","5580",NA,"Brasil","Mato Grosso do Sul","São Gabriel do Oeste","Fazenda Bonito próximo ao córrego Bonito, cerca de 3Km da MS-430.","-54.39","-18.955",NA,NA,"CGMS1069768",NA,"2002","06","15",NA,"V.C. Souza",NA,NA,NA,NA,"-54,39","-18,955",NA,NA,NA,NA,NA,NA,NA
"110","2021-04-07 11:46:53-03","UFMS","CGMS","70380","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","V.J. Pott; A. Pott","7634",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Rodovia BR-060, 17 Km S de Campo Grande para Sidrolândia.","-54.7502778","-20.6352777",NA,NA,"CGMS1069764",NA,"2005","03","21","480","V.J. Pott","480",NA,NA,"2016","-54,7502778","-20,6352777",NA,NA,"06","06",NA,NA,NA
"111","2021-04-07 11:46:53-03","UFMS","CGMS","56890","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","H.C. Vinci-Carlos; G.A. Damasceno-Junior; A. Pott","354",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Área de Proteção Ambiental dos Mananciais do Córrego Guariroba (APA do Guariroba), Fazenda Cantagalo, margem do Córrego Saltinho.","-54.4002778","-20.5425",NA,"Flor violeta. Vereda degradada. Habitat: Cerrado. Campo graminoso úmido (vereda). Solo arenoso hidromórfico. Relevo plano-ondulado. Rara. Habito: Erva. 0,40 m de altura.","CGMS1086813",NA,"2008","08","30","558","H.C. Vinci-Carlos","558",NA,NA,NA,"-54,4002778","-20,5425",NA,NA,NA,NA,NA,NA,NA
"112","2021-04-07 11:46:53-03","UFMS","CGMS","49296","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","G. Hatschbach; A. Shinini; E. Barbosa","71088",NA,"Brasil","Goiás","São Domingos","Rodovia GO-110, 5-7km oeste do trevo para São Domingos.","-46.3182983398438","-13.3983001708984",NA,"Flor lilás. Habitat: Campo cerrado, no brejo. Habito: Ereta.","CGMS1079234",NA,"2000","05","14","650","V.C. Souza","650","73215","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-01 16:37:26-03","UNICAMP","UEC","180642","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Scatigna, AV; Guarçoni, EAE","349",NA,"Brazil","Minas Gerais","Buenópolis","Parque Estadual da serra do Cabral.Área do Cuba.Campo umido.","-45.740556","-18.058611",NA,"Erva ca. 1,2m. Corolas lilás.","UEC086598","UEC086598","2012","12","05",NA,"Scatigna, AV",NA,NA,NA,"2012","-45.740556","-18.058611",NA,NA,"12",NA,NA,NA,NA
"114","2021-03-01 16:37:26-03","UNICAMP","UEC","170246","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Almeda, F; Martins, AB; Fritsch, PW; Aranha, JLM; Bush, C; Belinello, R","9464",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Off of Highway GO-118 at Km 184 north of Alto Paraiso de Goiás en route to Terezina de Goiás.","-47.86975","-14.009278",NA,"Strict herb to over 1 m tall with leaves appressed to stems. Corolla pale lavender. Uncommon.; Low whaterlogged depresion downslope from the road in grassy campo vegetation interdigitating with gallery forest, capões, and rocky cerrado","UEC010458","UEC010458","2009","02","20","1482","Piassa, G","1482",NA,NA,"2014","-47.86975","-14.009278",NA,NA,"05",NA,NA,NA,NA
"115","2019-08-20 10:22:20-03","UNICAMP","UEC","114077","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Ferreira, MCC; Pansarin, ER; Faria, AD; Belinello, R; Gonçalves, RS","203",NA,"Brazil","São Paulo","Angatuba","Estrada de terra angatuba - Itatinga, ca. 30km de Angatuba.","-48.557278","-23.157278",NA,NA,"UEC024776","UEC024776","2000","07","18",NA,"Scatigna, AV",NA,NA,NA,"2014","-48.557278","-23.157278",NA,NA,"05","07",NA,NA,NA
"116","2021-03-01 16:37:26-03","UNICAMP","UEC","201591","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Morais, IL","2644",NA,"Brazil","Goiás","Quirinópolis","Meio vereda, Faz. Retiro","-50.774697","-18.756972",NA,"Subarbusto com 1,02m, flor tubular com 1cm","UEC170738","UEC170738","2014","05","27",NA,"Scatigna, AV",NA,NA,NA,"2018","-50.774697","-18.756972",NA,NA,"10","25",NA,NA,NA
"117","2021-03-01 16:37:26-03","UNICAMP","UEC","201598","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Morais, IL","2148",NA,"Brazil","Goiás","Quirinópolis","Meio vereda. Faz. Retiro.","-50.774697","-18.756972",NA,"Erva com 1m altura, vinácea na base e próximo inflorescência, botões, flores (2,3cm) e frutos.","UEC170732","UEC170732","2014","03","25",NA,"Scatigna, AV",NA,NA,NA,"2018","-50.774697","-18.756972",NA,NA,"10","25",NA,NA,NA
"118","2021-03-01 16:37:26-03","UNICAMP","UEC","201609","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Morais, IL","4934",NA,"Brazil","Goiás","Quirinópolis","Serra da Confusão do Rio Preto.","-50.774697","-18.756972",NA,"Subarbusto com 60cm, flores roxas.; Campo úmido, afloramento rochoso.","UEC160287","UEC160287","2017","06","20",NA,"Scatigna, AV",NA,NA,NA,"2018","-50.774697","-18.756972",NA,NA,"10","25",NA,NA,NA
"119","2021-03-01 16:37:26-03","UNICAMP","UEC","201593","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Morais, IL","3212",NA,"Brazil","Minas Gerais","Monte Alegre de Minas","Meio de vereda","-48.875278","-18.870278",NA,"Erva com 88cm, vinácea, flores roxas com 1cm","UEC170739","UEC170739","2014","08","02",NA,"Scatigna, AV",NA,NA,NA,"2018","-48.875278","-18.870278",NA,NA,"10","25",NA,NA,NA
"120","2021-03-01 16:37:26-03","UNICAMP","UEC","202879","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Scatigna, AV; Ferreira Junior, CA","1113",NA,"Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó. RPPN Brumas do Espinhaço. Campo úmido próximo à sede.","-43.710278","-19.045556",NA,"Erva, ca. 1 m. Planta preta, aparentemente morta.","UEC200228","UEC200228","2016","04","29",NA,NA,NA,NA,NA,NA,"-43.710278","-19.045556",NA,NA,NA,NA,NA,NA,NA
"121","2021-03-01 16:37:26-03","UNICAMP","UEC","205792","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Mendes, MS; Werneck, MS","1231",NA,"Brazil","Minas Gerais","Ouro Preto","Área da CVRD.","-43.842681","-20.642928",NA,"Hábito Herbáceo.; Cerrado.","UEC169337","UEC169337","2005","08","30",NA,"Scatigna, AV",NA,NA,NA,"2014","-43.842681","-20.642928",NA,NA,"09",NA,NA,NA,NA
"122","2021-03-01 16:37:26-03","UNICAMP","UEC","24204","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Yamamoto, K; et al.","1042",NA,"Brazil","Minas Gerais",NA,"Campo do Saco.","-46.564722","-21.838889",NA,"Erva de 60cm alt., flores roxas. Em brejo.","UEC081832","UEC081832","1981","05","22",NA,"Rodrigues, RR",NA,NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA,NA,NA,NA,NA
"123","2021-03-01 16:37:26-03","UNICAMP","UEC","76059","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Souza, VC; Miyage, PH; Souza, JP; Nakagomi, MY","7238",NA,"Brazil","São Paulo","Itararé","Estrada Itararé-Itapeva, próximo a ponte do Rio Verde.","-49.201667","-24.085",NA,"Erva, até 60cm alt., flores roxas. banhado.; Área de cerrado adjacente a banhado.","UEC081831","UEC081831","1994","11","14",NA,"Souza, VC",NA,NA,NA,"1994","-49.201667","-24.085",NA,NA,NA,NA,NA,NA,NA
"124","2021-03-01 16:37:26-03","UNICAMP","UEC","14556","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Ratter, JA; Fonseca, SG","2804",NA,"Brazil","Distrito Federal","Brasília","Faz. Agua Limpa. Univ. of brasilia field station, near Vargem Bonita, c.18km SSW of Brasilia TV tower.","-47.9296989440918","-15.7797002792358",NA,"Perennial herb wit inflorescences to 80cm tall. Corollas lilac-purple.; In damp campo limpo close to the Olho de Agua da Onça.","UEC081834","UEC081834","1976","03","18",NA,"Rodrigues, RR",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-01 16:37:26-03","UNICAMP","UEC","102405","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Kinoshita, LS; Simões, AO; Galvão, JC","98-111",NA,"Brazil","Minas Gerais","Carrancas","Toca da Ponte, em campo cerrado, cerca de 3km da cidade.","-44.6425018310547","-21.4874992370605",NA,"Erva, 30cm alt., flores lilases.","UEC081777","UEC081777","1998","10","05",NA,"Piassa, G",NA,"21143","auto","2014",NA,NA,NA,NA,"05","07",NA,NA,NA
"126","2021-03-01 16:37:26-03","UNICAMP","UEC","102030","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Kinoshita, LS; Hayashi, AH; Elias, SI","98468",NA,"Brazil","Minas Gerais","Carrancas","Vargem Grande.","-44.6425018310547","-21.4874992370605",NA,"Subarbusto, flores lilases-claro e frutos, campo.","UEC081836","UEC081836","1998","10","07",NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-01 16:37:26-03","UNICAMP","UEC","51200","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Leitão Filho, HF; Nakajima, JN; Santin, DA; et al.","21803",NA,"Brazil","Minas Gerais","Diamantina","A 17km da entrada da rodovia para Conselheiro Mota.","-43.6002998352051","-18.2493991851807",NA,"Erva ca. 0.3m alt., flores lilás, local brejoso.","UEC081833","UEC081833","1989","07","03",NA,"Souza, VC",NA,"101169","auto","1993",NA,NA,NA,NA,"11","24",NA,NA,NA
"128","2019-08-20 10:22:20-03","UNICAMP","UEC","203466","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Ferreira, MCC; Pansarin, ER; Faria, AD; Gonçalves, RS; Anderson, LO","135",NA,"Brazil","São Paulo","Casa Branca",NA,"-47.0800018310547","-21.7700004577637",NA,NA,"UEC024791","UEC024791","2000","03","22",NA,"Scatigna, AV",NA,"27086","auto","2014",NA,NA,NA,NA,"05","07",NA,NA,NA
"129","2020-05-14 17:46:16-03","UFPB","JPB","2332","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Plantaginaceae","Buchnera","juncea","Buchnera juncea","Cham & Schlecht.","Chaves, MJ","1397","Southern America","Brasil","Mato Grosso","Xavantina",NA,NA,NA,NA,NA,NA,NA,"1968","10","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-06 09:56:54-03","UFOP","OUPR","17497","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Roschel, M.B.; Silva, J.L.","s.n.",NA,"Brasil","Minas Gerais","Uberaba","Barreira do Eli, Jazida Paraiso, Magnesita S.A.","-47.9319000244141","-19.7483005523682",NA,"Subarbusto, ca. 70cm. Flores roxas. Campo hidromorfico em área de cerrado.",NA,NA,"2002","03","12",NA,"Piassa, G.",NA,"73879","auto","2014",NA,NA,NA,NA,"07","10",NA,NA,NA
"131","2020-10-14 10:04:26-03","FURB","FURB","65582","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Fonseca, ML; Alvarenga, D","4722",NA,"Brasil","Distrito Federal","Brasília","Folha Cartográfica SD-23-Y-C Coordenada Coletada. APA","-47.9433333","-15.8961111",NA,"Erva ca. 0,70 m de altura, cálice arroxeado, flores liláses. Habitat: Campo Limpo Habito: Erva","FURB65582","FURB65582","2003","05","14","990","Fonseca, ML","990",NA,NA,"2007","-47.9433333","-15.8961111",NA,NA,"07",NA,NA,NA,NA
"132","2021-03-16 17:52:55-03","UCS","HUCS","39981","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Brotto, M.L.","949",NA,"Brasil","Paraná","Piraí do Sul","Fazenda Nova Era","-49.849242","-24.389503",NA,"planta ereta, flores vinosas; campo limpo",NA,NA,"2013","02","15","1208","Cordeiro, J.; Brotto, M.L.","1208",NA,NA,"2013","-49.849242","-24.389503",NA,NA,"02","18",NA,NA,NA
"133","2014-10-14 15:56:20-03","BS","M","M-0188630","S",NA,NA,NA,NA,"Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Martius, C.F.P. von",NA,NA,"Brasil",NA,NA,"In palustribus camporum prope Faz d. S. Barbara ad Sapucaby. Provinciae Minas Gerais.",NA,NA,NA,NA,"M0188630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA
"134","2019-08-16 08:40:26-03","UTFPR","HCF","12645","S","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","M.G. Caxambu","4785",NA,"Brasil","MG","Delfinópolis","Estância Jo, próxima à Serra da Canastra","-46.904278","-20.290889",NA,"erva ereta, heliófita, ca. 0,40 m. Flores com cálice verde e corola azul.",NA,NA,"2013","08","17","722","E. Barboza","722",NA,NA,"2013","46°54'15,4 W","20°17'27,2 S",NA,NA,NA,NA,NA,NA,NA
"135","2019-08-16 08:40:26-03","UTFPR","HCF","2104","S","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","G. Hatschbach","71088",NA,"Brasil","GO","São Domingos","Rod. GO-110, 5-7 Km O do trevo para São","-46.3182983398438","-13.3983001708984",NA,"ereta, flor lilás. Campo cerrado, no brejo.",NA,NA,"2000","05","14","650","V.C. Souza","650","73215","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:38:55-03","MBM","MBM","135475","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","53790","Southern America","Brazil","Goiás","Cristalina","Rio das Perdizes","-47.6136016845703","-16.7686004638672",NA,NA,"MBM135475","MBM135475",NA,NA,NA,NA,"Hatschbach, G.",NA,"85457","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:38:55-03","MBM","MBM","22975","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Hatschbach, G.","30230","Southern America","Brazil","Minas Gerais","Diamantina","Conselheiro Mata","-43.6002998352051","-18.2493991851807",NA,NA,"MBM022975","MBM022975",NA,NA,NA,NA,"Hatschbach, G.",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:38:55-03","MBM","MBM","5322","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Tessmann, G.","119","Southern America","Brazil","Paraná","Curitiba","Estrada para Rio Negro, km km da Cidade","-49.2731018066406","-25.4277992248535",NA,NA,"MBM005322","MBM005322",NA,NA,NA,NA,"Hatschbach, G.",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:38:55-03","MBM","MBM","16862","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","24643","Southern America","Brazil","Mato Grosso","Rio Brilhante","Rod. BR-167",NA,NA,NA,NA,"MBM016862","MBM016862",NA,NA,NA,NA,"Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-12-21 16:38:55-03","MBM","MBM","383391","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Cordeiro, J.; Barboza, E.; Brotto, M.L.; Vaz, J.; Barboza, E.; Brotto, M.L.; Vaz, J.","4926","Southern America","Brazil","Goiás","Cavalcante","Serra do Tombador","-47.556139","-13.512861",NA,"Erva 40cm; flor lilás.; Campo rupestre.","MBM383391","MBM383391","2013","04","19","1097","Barboza, E.","1097",NA,NA,"2013","-47.556139","-13.512861",NA,NA,"06","13",NA,NA,NA
"141","2020-12-21 16:38:55-03","MBM","MBM","65245","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Irwin, H.S.; et al.; et al.","32125","Southern America","Brazil","Goiás","Alto Paraíso","20km N of Alto Paraíso",NA,NA,NA,NA,"MBM065245","MBM065245",NA,NA,NA,NA,"Philcox, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:38:55-03","MBM","MBM","65246","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Irwin, H.S.; et al.; et al.","32186","Southern America","Brazil","Goiás","Alto Paraíso","20km N of Alto Paraíso",NA,NA,NA,NA,"MBM065246","MBM065246",NA,NA,NA,NA,"Philcox, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-12-21 16:38:55-03","MBM","MBM","65251","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Irwin, H.S.; et al.; et al.","8030A","Southern America","Brazil","Distrito Federal",NA,"25km NE of Brasília",NA,NA,NA,NA,"MBM065251","MBM065251",NA,NA,NA,NA,"Philcox, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-12-21 16:38:55-03","MBM","MBM","247949","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Hatschbach, G.; Schinini, A.; Barboza, E.; Schinini, A.; Barboza, E.","70607","Southern America","Brazil","Goiás","Planaltina","Rod. GO-118, 45km S de São Gabriel de Goiás","-47.614200592041","-15.4527997970581",NA,NA,"MBM247949","MBM247949",NA,NA,NA,NA,"Souza, V.C.",NA,"61159","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-12-21 16:38:55-03","MBM","MBM","247945","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Hatschbach, G.; Schinini, A.; Barboza, E.; Schinini, A.; Barboza, E.","71088","Southern America","Brazil","Goiás","São Domingos","Rod. GO-110, 5-7km O do trevo para São Domingos","-46.3182983398438","-13.3983001708984",NA,NA,"MBM247945","MBM247945",NA,NA,NA,NA,"Souza, V.C.",NA,"73215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
