"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","typeStatus","infraspecificEpithet","individualCount","dayIdentified","fieldNumber","relatedCatalogItem"
"57","2019-02-19 04:30:00-03","MO","MOBOT","100302430","PreservedSpecimen","Plantae",NA,NA,"Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","C.E. Kobuski","C.F.P. Martius","Martius s.n.","1817",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"58","2015-08-13 05:50:00-03","MO","MOBOT","100704957","PreservedSpecimen","Plantae",NA,NA,"Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","R.M. Harley","R.M. Harley|et al.","Harley 20821","1980","3","23","South America","Brazil","Bahia","Serra do Sincorá. W of Barra da Estiva on the road to Jussiape.","-41.4166667","-13.6666667","1000.00000000","1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"59","2018-12-14 09:44:00-02","MO","MOBOT","101090475","PreservedSpecimen","Plantae",NA,NA,"Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra",NA,"R.M. Harley","Harley 22980","1980","6","1","South America","Brazil","Bahia","Ca. 16 km along the Morro do Chapeu to Utinga road, SW of Morro do Chapeu.","-41.2833333","-11.6333333","980.00000000",NA,NA,NA,NA,NA,"Morro do Chapéu",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"60","2018-12-14 09:52:00-02","MO","MOBOT","101090478","PreservedSpecimen","Plantae",NA,NA,"Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra",NA,"R.M. Harley","Harley 19269","1977","3","2","South America","Brazil","Bahia","19.5 km SE of the town of Morro do Chapeu on the BA052 road to Mundo Novo, by the Rio Ferro Doido, with water worn horizontally-bedded sandstone at soil surface, with damp sand, sedge marsh, exposed rock & waterfall.","-41.0333333","-11.6333333","900.00000000",NA,NA,NA,NA,NA,"Morro do Chapéu",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"61","2015-08-13 05:50:00-03","MO","MOBOT","3076302","PreservedSpecimen","Plantae",NA,NA,"Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","Stannard. B.L.","R.M. Harley|Nigel P. Taylor|J.M. Fothergill","Harley 25568","1988",NA,NA,"South America","Brazil","Bahia","Rio de Contas; . Pico das Almas. Vertente leste. Ao sul do Campo do Queiroz. Campo rupestre.","-41.96666","-13.53333","1450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-04 11:06:05-03","UFRB","HURB","24644","PreservedSpecimen","Plantae",NA,NA,"Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra",NA,"Ribeiro, P.L.","682","2019","06","18",NA,"Brasil","Bahia","Mato Grosso; Ponto 2","-41.838111","-13.437167",NA,NA,NA,"arbusto, ca. 1,7m, folha com nervuras avermelhadas, cartácea, sépalas vermelhas, frutos amarelos, sementes vermelhas.","HURB000024644","HURB000024644","Rio de Contas",NA,"41º50'17,2W","13º26'13,8S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-04 11:06:05-03","UFRB","HURB","3291","PreservedSpecimen","Plantae",NA,NA,"Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","W. São-Mateus","Miranda Silva, E.B.; et.al.","93","1999","02","07",NA,"Brasil","Bahia","Morrão;","-41.206667","-11.591111","1210","1225",NA,"vegetação arbustiva a alta.","HURB000003291","HURB000003291","Morro do Chapéu",NA,"41°12'24'' W","11°35'28'' S","2008","08",NA,NA,NA,NA,NA,NA,NA,NA
"64","2017-11-24 14:11:56-02","UFLA","ESAL","3234","S","Plantae",NA,NA,"Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra.",NA,"Márcio B. Gomide et alii","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"-45.798900604248","-20.4839000701904",NA,NA,NA,"árvore; 6,0; ;; cerrado",NA,NA,"Pimenta",NA,NA,NA,NA,NA,"21095","auto",NA,NA,NA,NA,NA,NA
"65","2017-11-24 14:11:56-02","UFLA","ESAL","16071","S","Plantae",NA,NA,"Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra.",NA,"?","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,"; ; ;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2018-10-09 16:32:01-03","UFLA","ESAL","9856","S","Plantae",NA,NA,"Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra.",NA,"Almeida, RJ","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,NA,NA,"árvore; 7,0; ;; floresta",NA,NA,"Lavras",NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2017-11-24 14:11:56-02","UFLA","ESAL","12597","S","Plantae",NA,NA,"Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra.",NA,"Vilela, EA; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Macaia, Fazenda Botelho","-44.7580986022949","-21.0331001281738",NA,NA,NA,"árvore; 8,0; ;; floresta",NA,NA,"Bom Sucesso",NA,NA,NA,NA,NA,"22016","auto",NA,NA,NA,NA,NA,NA
"68","2017-11-24 14:11:56-02","UFLA","ESAL","13072","S","Plantae",NA,NA,"Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra.",NA,"Oliveira Filho, AT","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Serra de São José","-44.1781005859375","-21.1103000640869",NA,NA,NA,"; ; ;; floresta",NA,NA,"Tiradentes",NA,NA,NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA
"69","2021-01-26 13:57:11-03","IMA","MAC","30668","PreservedSpecimen","Plantae",NA,NA,"Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","M.L.Guedes","M.L.Guedes; Alunos de Botânica Econômica","13323",NA,NA,NA,NA,"Brasil","Bahia","Mucugê.","-41.371178","-13.054953",NA,NA,NA,"Arbusto. ca. 1,80m de altura. Folhas crassas, com nevura inconspícua e a central vináceas.; Campo rupestre.","MAC0030668","MAC0030668","Chapada Diamantina",NA,"-41.371178","-13.054953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-01-26 13:57:11-03","IMA","MAC","15000","PreservedSpecimen","Plantae",NA,NA,"Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","E.C.O.Chagas","R.P.Lyra-Lemos; I.A.Bayma","5976","2001","11","13",NA,"Brasil","Alagoas","entre o oceano e o rio Camaragibe","-35.5","-9.483333",NA,NA,NA,"Arvoreta ca. de 1,5m de altura. Frutos jovens e verdes.; Restinga.","MAC0015000","MAC0015000","Passo de Camaragibe",NA,"-35.5","-9.483333","2009","03",NA,NA,NA,NA,NA,"17",NA,NA
"71","2021-01-26 13:57:11-03","IMA","MAC","25687","PreservedSpecimen","Plantae",NA,NA,"Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","E.C.O.Chagas","R.P.Lyra-Lemos; A.C.P.Barros; N.M.Rodrigues","9844","2006","09","27",NA,"Brasil","Alagoas","Dunas do Cavalo Russo, trecho em direção a encosta do tabuleiro.","-35.873056","-9.787222",NA,NA,NA,"Arvoreta ca. de 3m de altura. Flores amarelas.; Restinga arbustiva-arbórea.","MAC0025687","MAC0025687","Marechal Deodoro",NA,"-35.873056","-9.787222","2008","10",NA,NA,NA,NA,NA,"16",NA,NA
"72","2021-01-26 13:57:11-03","IMA","MAC","52074","PreservedSpecimen","Plantae",NA,NA,"Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","E.C.O.Chagas","Chagas-Mota; E.S.França; A.F.Araújo","10361","2011","03","18",NA,"Brasil","Alagoas","APA da Marituba.","-36.414789","-10.394183",NA,NA,NA,"Arbusto ca. 2,5 m de altura. Frutos verdes; sementes com arilo vermelho.; Restinga.","MAC0052074","MAC0052074","Piaçabuçu",NA,"-36.414789","-10.394183","2011","03",NA,NA,NA,NA,NA,"18",NA,NA
"73","2021-01-26 13:57:11-03","IMA","MAC","7165","PreservedSpecimen","Plantae",NA,NA,"Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","E.C.O.Chagas","R.P.Lyra-Lemos; G.L.Esteves; I.S.Moreira; R.S.Lima","1563","1988","10","18",NA,"Brasil","Alagoas",NA,"-36.434398651123","-10.4055995941162",NA,NA,NA,"Árvore ca. de 4m de altura. Flores rosas com ápices brancos; Restinga.","MAC0007165","MAC0007165","Piaçabuçu",NA,NA,NA,"2009","03","16123","auto",NA,NA,NA,"17",NA,NA
"74","2021-01-26 13:57:11-03","IMA","MAC","11298","PreservedSpecimen","Plantae",NA,NA,"Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","E.C.O.Chagas","M.N.Rodrigues","345","1987","11","16",NA,"Brasil","Alagoas","Marituba.","-36.434398651123","-10.4055995941162",NA,NA,NA,"Árvore ca. de 2m de altura. Frutos verdes.; Restinga.","MAC0011298","MAC0011298","Piaçabuçu",NA,NA,NA,"2008","10","16123","auto",NA,NA,NA,"16",NA,NA
"75","2021-01-26 13:57:11-03","IMA","MAC","6461","PreservedSpecimen","Plantae",NA,NA,"Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","E.C.O.Chagas","G.L.Esteves; M.N.R.Staviski; R.P.Lyra-Lemos; I.S.Moreira; et al.","1927","1987","11","16",NA,"Brasil","Alagoas","Soares, vegetação arbustiva aberta sobre cordões litorâneos.","-36.434398651123","-10.4055995941162",NA,NA,NA,"Árvore planta com ca. de 4m de alt. Botões florais de cor rosa. Frutos verdes.; Restinga","MAC0006461","MAC0006461","Piaçabuçu",NA,NA,NA,"2008","10","16123","auto",NA,NA,NA,"16",NA,NA
"76","2021-02-04 10:29:42-03","UFRPE","HST","15018","PreservedSpecimen","Plantae",NA,NA,"Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","E.C.O.Chagas","R.P.Lyra-Lemos; G.L.Esteves, I.S.Moreira & R.S.Lima","1563","1988","10","18",NA,"Brasil","Alagoas","Soares","-36.434398651123","-10.4055995941162",NA,NA,NA,"Árvore ca. 4 m alt.; pétalas cor de rosa com ápices brancos.","HST015018",NA,"Piaçabuçu",NA,NA,NA,"2009","03","16123","auto",NA,NA,NA,"17",NA,NA
"77","2020-09-12 05:00:02-03","US","US","3308966","PreservedSpecimen","Plantae",NA,"Theales","Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","Zappi, D. C.","R. M. Harley, A. M. Giulietti, E. Nic Lughadha & A. Freire-Fierro","H 50716","1992","1","10","South America - Neotropics","Brazil","Bahia","Campo de Ouro Fino (baixo).","-41.9","-13.25","1600","1700",NA,NA,"US00919510","US00919510_01","Mun. Abaíra","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"78","2020-09-12 05:00:02-03","US","US","2771245","PreservedSpecimen","Plantae",NA,"Theales","Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra",NA,"R. M. Harley, S. A. Renvoize, C. Erskine, C. Brighton & R. S. Pinheiro",NA,"1974","1","28","South America - Neotropics","Brazil","Bahia","Serra Do Sincora; ca. 6 km.N of Barra da Estiva on Ibicoara road.","-41.3","-13.58","1100",NA,NA,NA,"US01257618","US01257618_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"79","2020-09-12 05:00:02-03","US","US","2771243","PreservedSpecimen","Plantae",NA,"Theales","Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra",NA,"R. M. Harley, S. A. Renvoize, C. Erskine, C. Brighton & R. S. Pinheiro","15943","1974","2","4","South America - Neotropics","Brazil","Bahia","Serra Do Sincora, by Rio Cumbuca ca. 3 km S of Mucuge, near site of small dam on road to Cascavel.","-41.35","-13.02",NA,NA,NA,NA,"US01257617","US01257617_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"80","2020-09-12 05:00:02-03","US","US","3308967","PreservedSpecimen","Plantae",NA,"Theales","Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","Zappi, D. C.","R. M. Harley, A. M. Giulietti, E. Nic Lughadha & A. Freire-Fierro","H 50747","1992","1","10","South America - Neotropics","Brazil","Bahia","Campo de Ouro Fino (baixo).","-41.9","-13.25","1600","1700",NA,NA,"US00919509","US00919509_01","Mun. Abaíra","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"81","2020-09-12 05:00:02-03","US","US","3308961","PreservedSpecimen","Plantae",NA,"Theales","Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","Zappi, D. C.","J. R. Pirani, B. L. Stannard & A. McRobb","H 51316","1992","1","26","South America - Neotropics","Brazil","Bahia","Cachoeira das Anáguas.","-41.88","-13.27","1450","1450",NA,NA,"US00919506","US00919506_01","Mun. Abaíra","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"82","2020-09-12 05:00:02-03","US","US","3712186","PreservedSpecimen","Plantae",NA,"Theales","Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra",NA,"R. M. Harley","19269","1977","3","2","South America - Neotropics","Brazil","Bahia","19.5 km SE of the town of Morro do Chapeu on the BAO 52 road to Mundo Novo, by the Rio Ferro Doido.","-41.03","-11.63","900",NA,NA,NA,"US01253746","US01253746_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"83","2020-09-12 05:00:02-03","US","US","3308962","PreservedSpecimen","Plantae",NA,"Theales","Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","Zappi, D. C.","P. T. Sano & T. Laessøe","H 50992","1992","3","2","South America - Neotropics","Brazil","Bahia","Mata da Pedra Grande.","-41.9","-13.25","1550","1550",NA,NA,"US00919507","US00919507_01","Mun. Abaíra","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"84","2020-09-12 05:00:02-03","US","US","3712185","PreservedSpecimen","Plantae",NA,"Theales","Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra",NA,"R. M. Harley","22980","1980","6","1","South America - Neotropics","Brazil","Bahia","Morro do Chapeu","-41.28","-11.63","980",NA,NA,NA,"US01253745","US01253745_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"85","2020-09-12 05:00:02-03","US","US","3342677","PreservedSpecimen","Plantae",NA,"Theales","Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","Stannard, B. L.","R. M. Harley & Collector unknown","19674","1977","3","19","South America - Neotropics","Brazil","Bahia","Serra das Almas, middle and upper NE slopes of the Pico das Almas ca. 25 km WNW of the Vila do Rio de Contas.","-41.95","-13.55","1600","1850",NA,NA,"US00919504","US00919504_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"86","2020-09-12 05:00:02-03","US","US","3308972","PreservedSpecimen","Plantae",NA,"Theales","Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","Zappi, D. C.","G. Stannard, W. Ganev & R. Queiroz","H 51757","1992","3","4","South America - Neotropics","Brazil","Bahia","Bem Querer.","-41.88","-13.27","1330","1330",NA,NA,"US00919508","US00919508_01","Mun. Abaíra","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"87","2020-09-12 05:00:02-03","US","US","3342675","PreservedSpecimen","Plantae",NA,"Theales","Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","Stannard, B. L.","R. M. Harley, Collector unknown & Collector unknown","25568","1988","12","14","South America - Neotropics","Brazil","Bahia","Pico das Almas. Vertente leste. Ao sul do Campo do Queiroz.","-41.97","-13.53","1450","1450",NA,NA,"US00919505","US00919505_01","Mun. Rio de Contas","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"88","2020-09-02 16:35:35-03","Cenargen","CEN","92710","PreservedSpecimen","Plantae",NA,NA,"Pentaphyllacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra",NA,"Raymond Mervyn Harley - CFCR","4512","1984","07","15",NA,"Brasil","MG","Pedra Menina. Morro do Ambrósio.","-43.0092010498047","-18.2936000823975",NA,NA,"Exsicatas","Sépala creme. Departamento de Botânica - Doação Universidade de São Paulo. Flora de Campos Rupestres.","CEN00092710","CEN00092710","RIO VERMELHO",NA,NA,NA,NA,NA,"26996","auto",NA,NA,"1",NA,NA,NA
"89","2019-11-21 10:12:49-03","USP","SPF","182429","PreservedSpecimen","Plantae",NA,NA,"Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","Guedes, MLS; Moura, R","Roque, N","1554","2007","05","19",NA,"Brasil","Bahia","Parque Municipal de Mucugê","-41.343889","-13.016667",NA,NA,NA,NA,"SPF00182429",NA,"Mucugê",NA,"-41.343889","-13.016667","2007","05",NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-13 11:28:04-03","USP","SPF","38786","PreservedSpecimen","Plantae",NA,NA,"Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","Mello-Silva, R","Mello-Silva, R","CFCR7820","1985","07","31",NA,"Brasil","Minas Gerais","Pedra Menina","-43.0092010498047","-18.2936000823975",NA,NA,NA,NA,"SPF00038786",NA,"Rio Vermelho",NA,NA,NA,"1985",NA,"26996","auto",NA,NA,NA,NA,NA,NA
"91","2019-11-13 11:28:04-03","USP","SPF","37491","PreservedSpecimen","Plantae",NA,NA,"Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","et al.; Mello-Silva, R","Giulietti, AM","CFCR7684","1985","03","31",NA,"Brasil","Minas Gerais","Pedra Menina","-43.0092010498047","-18.2936000823975",NA,NA,NA,NA,"SPF00037491",NA,"Rio Vermelho",NA,NA,NA,"1985","07","26996","auto",NA,NA,NA,NA,NA,NA
"92","2019-11-13 11:28:04-03","USP","SPF","33325","PreservedSpecimen","Plantae",NA,NA,"Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","Mello-Silva, R","Harley, RM","CFCR4512","1984","07","15",NA,"Brasil","Minas Gerais","Pedra Menina","-43.0092010498047","-18.2936000823975",NA,NA,NA,NA,"SPF00033325",NA,"Rio Vermelho",NA,NA,NA,"1986","07","26996","auto",NA,NA,NA,NA,NA,NA
"93","2019-11-13 11:28:04-03","USP","SPF","76454","PreservedSpecimen","Plantae",NA,NA,"Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","Sztutman, M","Giulietti, AM","CFSC12626","1991","07","28",NA,"Brasil","Minas Gerais","Parque Nacional da Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00076454",NA,"Santana do Riacho",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"94","2019-10-07 09:12:47-03","UEFS","HUEFS","52318","PreservedSpecimen","Plantae","Angiospermae","Ericales","Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra",NA,"Stannard, B.","H50747","1992","01","10",NA,"Brasil","Bahia","Campo Ouro Fino (baixo).","-41.9","-13.25","1600","1700",NA,NA,"HUEFS0052318","HUEFS0052318","Abaíra","Asteranae","41W54'","13S15'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-10-07 09:12:47-03","UEFS","HUEFS","52283","PreservedSpecimen","Plantae","Angiospermae","Ericales","Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra",NA,"Harley, R.M.","H50716","1992","01","10",NA,"Brasil","Bahia","Campo de Ouro Fino (baixo).","-41.9","-13.25","1600","1700",NA,NA,"HUEFS0052283","HUEFS0052283","Abaíra","Asteranae","41W54'","13S15'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-10-07 09:12:47-03","UEFS","HUEFS","52280","PreservedSpecimen","Plantae","Angiospermae","Ericales","Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra",NA,"Sano, P.T.","H50992","1992","03","02",NA,"Brasil","Bahia","Mata da Pedra Grande.","-41.9","-13.25","1550","1550",NA,"Orla e interior da mata.","HUEFS0052280","HUEFS0052280","Abaíra","Asteranae","41W54'","13S15'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-10-07 09:12:47-03","UEFS","HUEFS","6895","PreservedSpecimen","Plantae","Angiospermae","Ericales","Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra",NA,"Queiroz, L.P.de","1196","1986","11","18",NA,"Brasil","Bahia","Serra da Jacobina a SE da cidade.","-40","-11","520","770",NA,"Misto de campo rupestre e caatinga.","HUEFS0006895","HUEFS0006895","Jacobina","Asteranae","40W","11S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-10-07 09:12:47-03","UEFS","HUEFS","14692","PreservedSpecimen","Plantae","Angiospermae","Ericales","Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra",NA,"Ganev, W.","2105","1993","08","25",NA,"Brasil","Bahia","Encosta da serra dos Frios, Água Limpa.","-42.316667","-13.866667","1350","1350",NA,"Campo rupestre.","HUEFS0014692","HUEFS0014692","Rio de Contas","Asteranae","42W19'","13S52'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-10-07 09:12:47-03","UEFS","HUEFS","14540","PreservedSpecimen","Plantae","Angiospermae","Ericales","Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","W.São-Mateus","Ganev, W.","1953","1993","07","25",NA,"Brasil","Bahia","Garimpo das Almas (Cristal).","-42.333333","-13.9","1400","1400",NA,"Campo rupestre.","HUEFS0014540","HUEFS0014540","Rio do Pires","Asteranae","42W20'","13S54'","2008","08",NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-10-07 09:12:47-03","UEFS","HUEFS","110000","PreservedSpecimen","Plantae","Angiospermae","Ericales","Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","W.São-Mateus","Barreto, V.","203","2006","03","11",NA,"Brasil","Bahia","Parque de Sete Passagens/ Trilha cachoeira do coração.","-40.5375","-11.389444",NA,NA,NA,"Herbácea - arbustiva. Arenoso - rupícula.","HUEFS0110000","HUEFS0110000","Miguel Calmon","Asteranae","40W32'15''","11S23'22''","2008","08",NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-10-07 09:12:47-03","UEFS","HUEFS","12364","PreservedSpecimen","Plantae","Angiospermae","Ericales","Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","W.São-Mateus","Ganev, W.","1300","1992","10","19",NA,"Brasil","Bahia",NA,"-41.866667","-13.333333","1680","1680",NA,NA,"HUEFS0012364","HUEFS0012364","Abaíra","Asteranae","41W52'","13S20'","2008","08",NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-10-07 09:12:47-03","UEFS","HUEFS","12412","PreservedSpecimen","Plantae","Angiospermae","Ericales","Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","W.São-Mateus","Ganev, W.","1348","1992","10","26",NA,"Brasil","Bahia",NA,"-41.883333","-13.3","1300","1450",NA,NA,"HUEFS0012412","HUEFS0012412","Abaíra","Asteranae","41W53'","13S18'","2008","08",NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-10-07 09:12:47-03","UEFS","HUEFS","128844","PreservedSpecimen","Plantae","Angiospermae","Ericales","Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","E.Melo","Queiroz, L.P.de","13320","2007","10","07",NA,"Brasil","Bahia","Morrão, em torno da torre de telefonia.","-41.208611","-11.591111","1270","1270",NA,"Floresta montana com afloramentos rochosos no topo do mesmo.","HUEFS0128844","HUEFS0128844","Morro do Chapéu","Asteranae","41W12'31''","11S35'28''","2011","07",NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-10-07 09:12:47-03","UEFS","HUEFS","12940","PreservedSpecimen","Plantae","Angiospermae","Ericales","Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","W.São-Mateus","Ganev, W.","1675","1992","12","18",NA,"Brasil","Bahia",NA,"-41.783333","-13.266667","1500","1500",NA,NA,"HUEFS0012940","HUEFS0012940","Abaíra","Asteranae","41W47'","13S16'","2008","08",NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-10-07 09:12:47-03","UEFS","HUEFS","13051","PreservedSpecimen","Plantae","Angiospermae","Ericales","Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","W.São-Mateus","Ganev, W.","1786","1993","01","05",NA,"Brasil","Bahia",NA,"-41.883333","-13.283333","1350","1350",NA,NA,"HUEFS0013051","HUEFS0013051","Abaíra","Asteranae","41W53'","13S17'","2008","08",NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-10-07 09:12:47-03","UEFS","HUEFS","13060","PreservedSpecimen","Plantae","Angiospermae","Ericales","Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra","W.São-Mateus","Ganev, W.","1795","1993","01","05",NA,"Brasil","Bahia",NA,"-41.883333","-13.283333","1350","1350",NA,NA,"HUEFS0013060","HUEFS0013060","Abaíra","Asteranae","41W53'","13S17'","2008","08",NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-10-07 09:12:47-03","UEFS","HUEFS","149752","PreservedSpecimen","Plantae","Angiospermae","Ericales","Pentaphylacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra",NA,"Smith, N.P.","63","2008","10","06",NA,"Brasil","Bahia",NA,"-41.208056","-11.592222","1282","1282",NA,NA,"HUEFS0149752","HUEFS0149752","Morro do Chapéu","Asteranae","41W12'29''","11S35'32''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
