"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","locality","county","year","month","day","minimumElevationInMeters","maximumElevationInMeters","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","scientificNameAuthorship","imagecode","class","infraspecificEpithet","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","typeStatus","individualCount"
"50","2008-05-27 22:02:00-03","MO","MOBOT","3363276","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Erich Werdermann","Werdermann 568","South America","Chile",NA,NA,NA,NA,NA,"Curicó, hacienda Monte Grande.",NA,"1924",NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,"Cav.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2009-07-31 05:59:00-03","MO","MOBOT","3363461","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","James West","West 4955","South America","Chile",NA,NA,NA,NA,NA,"Malleco. Near El Vergel, 10km. south of Angol; open, rolling country, among grass.",NA,"1935","12","31","100.00000000",NA,NA,NA,NA,NA,NA,NA,"Cav.",NA,NA,NA,"Ivan M. Johnston",NA,NA,NA,NA,NA,NA,NA,NA
"52","2009-07-31 05:59:00-03","MO","MOBOT","3363575","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","James West","West 4983","South America","Chile",NA,NA,NA,NA,NA,"Concepcion. Hills north of Concepcion; wooded slopes, open places among shrubs.",NA,"1936","1","3","150.00000000",NA,NA,NA,NA,NA,NA,NA,"Cav.",NA,NA,NA,"Ivan M. Johnston",NA,NA,NA,NA,NA,NA,NA,NA
"53","2008-05-27 22:02:00-03","MO","MOBOT","3363693","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Osvaldo Boelcke","Boelcke 6494","South America","Chile",NA,NA,NA,NA,"Valparaiso","Quebrada Palmas de Alvarado. En cesped húmedo de un arroyo, suelo arenoso.",NA,"1952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cav.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2011-01-18 14:53:00-02","MO","MOBOT","3364098","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","John L. Morrison","Morrison 16956","South America","Chile",NA,NA,NA,NA,"Coquimbo","Illapel. La Vega Escondida, 3 hours by horse east of Cuncumen; wet soil in bog near stream.",NA,"1938","12","20","2600.00000000",NA,NA,NA,NA,NA,NA,NA,"Cav.",NA,NA,NA,"E. Asplund, February",NA,NA,NA,NA,NA,NA,NA,"1"
"55","2013-05-07 06:03:00-03","MO","MOBOT","3364315","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Ynés Mexia","Mexia 7880","South America","Chile",NA,NA,NA,NA,NA,"Provincia & Departamento Curicó. Cordillera peteroa-Planchon; Cañon Rio Claro; in swamp. Carpeting wet ground.",NA,"1936",NA,NA,"1500.00000000",NA,NA,NA,NA,NA,NA,NA,"Cav.",NA,NA,NA,"Johnston",NA,NA,NA,NA,NA,NA,NA,NA
"56","2008-05-27 22:02:00-03","MO","MOBOT","3364562","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Erich Werdermann","Werdermann 598","South America","Chile",NA,NA,NA,NA,NA,"Curicó, Volcán Peteroa.",NA,NA,NA,NA,"2500.00000000",NA,NA,NA,NA,NA,NA,NA,"Cav.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2008-05-27 22:02:00-03","MO","MOBOT","783991","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Charlotte M. Taylor|et al.","Taylor 10366","South America","Chile",NA,NA,NA,NA,"Araucanía","Road between Angol and Parque Nacional Narhuebuta, more or less in middle of distance. Dry roadsides and scrub, and under pine plantation and thickets of native vegetation including Drimys, Persea, and Nothofagus.","Malleco","1990","12","3","200.00000000","300.00000000","-73","-37.66666",NA,NA,NA,NA,"Cav.",NA,NA,NA,"J. Pruski",NA,NA,NA,NA,NA,"33",NA,"1"
"58","2008-09-30 03:34:00-03","MO","MOBOT","808504","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Charlotte M. Taylor|Roy E. Gereau","Taylor 11082","South America","Chile",NA,NA,NA,NA,"Maule","East of Retiro, 52.4 km east of the PanAmerican Highway on the road that passes by Embalse Digua, 10.6 km before the bridge at La Balsa. Nothofagus scrub and remnant forest.","Linares","1993","1","24","870.00000000",NA,"-71.08333","-36.35",NA,NA,NA,NA,"Cav.",NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,"137",NA,"5"
"59","2013-12-02 05:31:00-02","MO","MOBOT","3360038","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Sebastián Teillier","Teillier 2342","South America","Chile",NA,NA,NA,NA,"Santiago","Crece en sitios húmedos, especialmente en las vegas.","Cordillera","1990","12","29","2250.00000000",NA,"-70.08333","-33.81666",NA,NA,NA,NA,"Cav.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2013-08-23 04:12:00-03","MO","MOBOT","3202965","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia repens","Edmundo Pisano","Pisano V. 2978","South America","Chile",NA,NA,NA,NA,NA,"Rastrea en turbales.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(d'Urv.) R. Knuth",NA,NA,"repens","E. Pisano",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-09-12 05:00:02-03","US","US","1198544","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Bro. Claude-Joseph","2617","South America","Chile",NA,NA,NA,"US03127545",NA,"Panguipulli.",NA,"1924","1",NA,NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"62","2020-09-12 05:00:02-03","US","US","2168161","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","E. Barros","5594","South America","Chile",NA,NA,NA,NA,NA,"Concepción.",NA,"1939","11","22",NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"63","2020-09-12 05:00:02-03","US","US","2168160","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","E. Barros","5592","South America","Chile",NA,NA,NA,NA,NA,"Llanquihiu, Maullín.",NA,"1944","1","28",NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"64","2020-09-12 05:00:02-03","US","US","1690192","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","H. Krause","s.n.","South America","Chile",NA,NA,NA,"US03127535",NA,"Valdivia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"65","2020-09-12 05:00:02-03","US","US","1707410","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Y. Mexia","7880","South America","Chile",NA,NA,NA,"US03127551",NA,"Provincia & Departamento Curicó. Cordillera Peteroa-Planchon; Cañon Rio Claro.",NA,"1936","2","15","1500",NA,NA,NA,NA,NA,NA,"Primulales","Cav.","US03127551_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"66","2020-09-12 05:00:02-03","US","US","209928","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","S. E. Henschen","853","South America - Neotropics","Brazil",NA,NA,NA,"US03127539","Minas Gerais","Prov. Minas Geraës. Cidade de Caldas.",NA,"1868","7","23",NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.","US03127539_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"67","2020-09-12 05:00:02-03","US","US","1230009","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Bro. Claude-Joseph","3009","South America","Chile",NA,NA,NA,"US03127544",NA,"Puren.",NA,"1925","1",NA,NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"68","2020-09-12 05:00:02-03","US","US","2371885","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","W. J. Eyerdam","10134","South America","Chile",NA,NA,NA,"US03127561",NA,"Andes. Fundo Solano, Los Alpes, Cordillera de Nahuelbuta. Province Malleco.",NA,"1958","1","12","590",NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"69","2020-09-12 05:00:02-03","US","US","1384462","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","A. Regnell","853","South America - Neotropics","Brazil",NA,NA,NA,"US03127540","Minas Gerais","Prov. Minas Geraës. Caldas.",NA,"1868","6","16",NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.","US03127540_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"70","2020-09-12 05:00:02-03","US","US","86700","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Wilkes Explor. Exped.","s.n.","South America","Argentina",NA,NA,NA,"US00990753","Tierra del Fuego","Orange Harbor",NA,"1838",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"71","2020-09-12 05:00:02-03","US","US","1232949","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","-- Banks & -- Solander","s.n.","South America","Argentina",NA,NA,NA,"US03127548","Tierra del Fuego","Terra del Fuego.",NA,"1769","1",NA,NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.","US03127548_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"72","2020-09-12 05:00:02-03","US","US","2049714","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","R. Diaz","s.n.","South America","Argentina",NA,NA,NA,"US03127556","Tucuman","Provincia Tucumán. El Nogalal.",NA,"1949","11","18",NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"73","2020-09-12 05:00:02-03","US","US","1134971","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","O. Buchtien","12566","South America","Chile",NA,NA,NA,"US03127542",NA,"Valdivia.: Nasser Boden.",NA,"1899","3",NA,NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"74","2020-09-12 05:00:02-03","US","US","1496034","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","I.M. Johnston","6032","South America","Chile",NA,NA,NA,"US03127549","Atacama (III)","Northern Chile. Prov. Atacama. Dept. Vallenar. Rio de Valeriano above La Cueva.",NA,"1926","1","8","2850",NA,NA,NA,NA,NA,NA,"Primulales","Cav.","US03127549_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"75","2020-09-12 05:00:02-03","US","US","2371963","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","W. J. Eyerdam","10258A","South America","Chile",NA,NA,NA,"US03127563",NA,"Andes. Near southern boundary, Fundo Solano, Los Alpes, Cordillera de Nahuelbuta. Province Malleco.",NA,"1958","1","18","1200",NA,NA,NA,NA,NA,NA,"Primulales","Cav.","US03127563_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"76","2020-09-12 05:00:02-03","US","US","86698","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Wilkes Explor. Exped.","s.n.","South America","Chile",NA,NA,NA,"US00990755","Valparaíso (V)",NA,NA,"1838",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.","US00990755_01 US00990755_02","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"77","2020-09-12 05:00:02-03","US","US","2372187","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","W. J. Eyerdam","10716","South America","Chile",NA,NA,NA,"US03127559",NA,"Andes. Two miles northeast of Florida. Province Concepción.",NA,"1958","2","18",NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"78","2020-09-12 05:00:02-03","US","US","1470914","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","E. Werdermann","568","South America","Chile",NA,NA,NA,"US03127565",NA,"Prov. Curicó. Hacienda Monte Grande.",NA,"1924","12",NA,NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"79","2020-09-12 05:00:02-03","US","US","2626071","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","D. Moore & N. Goodall","1598","South America","Argentina",NA,NA,NA,"US03127555","Tierra del Fuego","Red Mountain on ruta 0 over Lashifashaj River Valley; opposite Cornu.",NA,"1968","3","1",NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"80","2020-09-12 05:00:02-03","US","US","1590673","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","S. Venturi","9047","South America","Argentina",NA,NA,NA,"US03127566","Tucuman","Provincia de Tucumán, (R.A.). Departamento Chicligasta. Estancia Las Pavas.",NA,"1927","2","17","2500",NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"81","2020-09-12 05:00:02-03","US","US","2705225","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","L. Skog","1047","South America","Chile",NA,NA,NA,"US03127568",NA,"Moist bank along a road in the mountains off the road to Santa Juana about 5 km from Concepción.",NA,"1967","2","19","100",NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"82","2020-09-12 05:00:02-03","US","US","1474274","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","E. Werdermann","578","South America","Chile",NA,NA,NA,"US03127534",NA,"Prov. Curicó. Cord. Volcán Peteroa.",NA,"1925","1",NA,"2500",NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"83","2020-09-12 05:00:02-03","US","US","2122373","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","T. Pederson","327","South America","Argentina",NA,NA,NA,"US03127557",NA,"At Lago Nahuel Huapi, west of Carlos de Bariloche.",NA,"1949","4","3",NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"84","2020-09-12 05:00:02-03","US","US","1617400","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","I. Cordini","77","South America","Argentina",NA,NA,NA,"US03127537",NA,"Region of Lago Nahuel Huapi, Gobernacion de Río Negro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.","US03127537_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"85","2020-09-12 05:00:02-03","US","US","1541369","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","R. Shannon & E. Shannon","53","South America","Chile",NA,NA,NA,"US03127536",NA,"Ancud, Chiloe Is.",NA,"1926","12",NA,NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"86","2020-09-12 05:00:02-03","US","US","3318629","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","E. Werdermann","568","South America","Chile",NA,NA,NA,"US03127553",NA,"Prov. Curicó. Hacienda Monte Grande.",NA,"1924","12",NA,"600",NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"87","2020-09-12 05:00:02-03","US","US","2371949","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","W. J. Eyerdam","10230","South America","Chile",NA,NA,NA,"US03127562",NA,"Andes. Near southern boundary, Fundo Solano, Los Alpes, Cordillera de Nahuelbuta. Province Malleco.",NA,"1958","1","18","1200",NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"88","2020-09-12 05:00:02-03","US","US","2168159","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","E. Barros","5557","South America","Chile",NA,NA,NA,"US03127558",NA,"Concepción, Coelemu.",NA,"1944","11","27",NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"89","2020-09-12 05:00:02-03","US","US","2747711","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","J. Walker","217","South America","Chile",NA,NA,NA,"US03127569",NA,"Concepcion: Dept. Concepcion: 8 km. north from Lirquen, then 5 km. east along a dirt road, thence along an old, untravelled road to Estero Bellavista.",NA,"1966","1","3",NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"90","2020-09-12 05:00:02-03","US","US","1134972","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","O. Buchtien","s.n.","South America","Chile",NA,NA,NA,"US03127546","Valparaíso (V)","Valparaiso: in Sümpfen.",NA,"1895","11","19",NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"91","2020-09-12 05:00:02-03","US","US","1281697","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Bro. Claude-Joseph","3833","South America","Chile",NA,NA,NA,"US03127543",NA,"San Felipe.",NA,"1925","12",NA,NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"92","2020-09-12 05:00:02-03","US","US","1590683","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","S. Venturi","4678","South America","Argentina",NA,NA,NA,"US03127552","Tucuman","Provincia de Tucumán, (R.A.). Departamento Chicligasta. Estancia Las Pavas.",NA,"1926","11","30","3000",NA,NA,NA,NA,NA,NA,"Primulales","Cav.","US03127552_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"93","2020-09-12 05:00:02-03","US","US","1693768","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Y. Mexia","8000","South America","Chile",NA,NA,NA,"US03127550","Magallanes y de la Antártica Chilena (XII)","Territorio Magallanes. Last Hope Inlet; Peninsula Antonio Varas.",NA,"1936","4","10","25",NA,NA,NA,NA,NA,NA,"Primulales","Cav.","US03127550_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"94","2020-09-12 05:00:02-03","US","US","530330","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","G. Hastings","435","South America","Chile",NA,NA,NA,"US03127538",NA,"Vicinity of Santiago. Swamp. Mts. above Rio. Colorado.",NA,"1902","1","22","1189",NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"95","2020-09-12 05:00:02-03","US","US","2371884","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","W. J. Eyerdam","10133","South America","Chile",NA,NA,NA,"US03127560",NA,"Andes. Fundo Solano, Los Alpes, Cordillea de Nahuelbuta. Province Malleco.",NA,"1958","1","12","590",NA,NA,NA,NA,NA,NA,"Primulales","Cav.","US03127560_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"96","2020-09-12 05:00:02-03","US","US","2626070","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","N. Goodall","880","South America","Argentina",NA,NA,NA,"US03127554","Tierra del Fuego","Estancia Moat, hills above house and airfield.",NA,"1967","10","28",NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"97","2020-09-12 05:00:02-03","US","US","1444223","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Bro. Claude-Joseph","5886","South America","Chile",NA,NA,NA,"US03127547",NA,"Freire.",NA,"1928","12",NA,NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"98","2020-09-12 05:00:02-03","US","US","1384461","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","ex. herb. R.A. Philippi","s.n.","South America","Chile",NA,NA,NA,"US03127541",NA,"Valdivia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"99","2020-09-12 05:00:02-03","US","US","86702","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Wilkes Explor. Exped.","s.n.","South America","Chile",NA,NA,NA,"US00990752","Valparaíso (V)",NA,NA,"1838",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primulales","Cav.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"100","2020-09-02 16:38:28-03","Cenargen","CEN","94246","PreservedSpecimen","Plantae","Primulaceae","Lysimachia","buxifolia","Lysimachia buxifolia","Renato de Mello-Silva","2861",NA,"Brasil","Exsicatas",NA,"Erva em touceiras densas no capinzal. Folhas verde-claras. Cálice verde-claro. Corola alva. Anteras amarelas. Doação da Universidade de São Paulo - Herbário SPF.","CEN00094246","MG","Serra do Papagaio. Alto da Serra. Caminho para o Retiro dos Pedros. 13 km além do asfalto que liga a cidade à rodovia Caxambu - Juiz de Fora (BR 276).","AIURUOCA","2005","02","18","2020","2020","-44.6925","-22.039722","-44.6925","-22.039722",NA,NA,"Molina","CEN00094246",NA,NA,"B. M. T. Walter","2017","01",NA,NA,NA,NA,NA,"1"
"101","2019-11-13 11:29:27-03","USP","SPF","197005","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Mello-Silva, R","2861",NA,"Brasil",NA,NA,NA,"SPF00197005","Minas Gerais","Serra do Papagaio","Aiuruoca","2005","02","18","2020","2020","-44.6925","-22.039722","-44.6925","-22.039722",NA,NA,"Cav.",NA,NA,NA,"Antar, GM","2016","04",NA,NA,NA,NA,NA,NA
"102","2019-11-13 11:29:27-03","USP","SPF","171182","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia repens","Joly, AB","s.n.",NA,"Brasil",NA,NA,NA,"SPF00171182","São Paulo",NA,"São Paulo","1950","05","10",NA,NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"(d'Urv.) R.Knuth",NA,NA,"repens","Anônimo",NA,NA,NA,"53584","auto",NA,NA,NA
"103","2019-10-07 09:12:47-03","UEFS","HUEFS","227444","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Mello-Silva, R.","2861",NA,"Brasil",NA,NA,"Campo e afloramentos rochosos de quartzito.","HUEFS0227444","Minas Gerais","Serra do Papagaio. Alto da Serra. caminho para o Retiro dos Pedros. 13 km além do asfalto que liga a cidade á rodovia Caxambu - Juiz de Fora (BR 267).","Aiuruoca","2005","02","18","2020","2020","-44.6925","-22.039722","44W41'33''","22S2'23''","Angiospermae","Ericales","Cav.","HUEFS0227444","Asteranae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2017-09-11 17:13:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","?","s.n.",NA,"?",NA,NA,"in America australi variis locis collecta; in Brasilia A. de St. Hilaire in humidis camporum culgo Campos Geraes in parte australi prov. S. Pauli, nominatim ad lacum prope Igreja Velha, m. Febr. florentem observavit.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cav.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2017-09-11 17:13:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","St.-Hil, A","s.n.",NA,"?",NA,NA,"Crescit in humidis montis altissimi Serra do Papagaio in regione australiore prov. Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cav.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-08-27 12:20:23-03","IBt","SP","310922","S","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Souza, JP","731",NA,"Brasil",NA,NA,NA,NA,"São Paulo",NA,"Cunha","1996","12","10",NA,NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"Cav.",NA,NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA
"107","2015-09-28 23:52:30-03","UM","RECOLNAT_UM_MPU","MPU013051","PreservedSpecimen",NA,"Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Née, L.",NA,NA,"Uruguay","hb",NA,"Plante d'Uruguay or type du Chili d'après le protologue <a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu013051' target='other'> <mi>dwc_moreinfo</mi></a>","MPU013051",NA,"é Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cav.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA
