"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","coordinatePrecision","individualCount","geoFlag","typeStatus","continentOcean","preparationType","class","infraspecificEpithet","relationshipType","relatedCatalogItem","previousCatalogNumber","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","386153","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","heteroclada","Rhipsalis heteroclada","Britton & Rose",NA,NA,NA,NA,"J. N. Rose","20371","1915","07","22","Brazil","Distrito Federal",NA,"Ilha Grande, Rio de Janeiro","-44.234582","-23.150897",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=727624' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386153","NY00386153_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"isotype","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","645751","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres","(Vell.) Steud.",NA,NA,NA,NA,"J. N. Rose","43182","1915",NA,NA,"Brazil","Rio de Janeiro",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Cultivated from original collection Rose 20667 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633753' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645751","NY00645751_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","03890303","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres","(Vell.) Steud.",NA,NA,NA,NA,"S. Rocha","s.n.",NA,NA,NA,"Brazil",NA,NA,"Sierra Bocaino",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4182370' target='other'> <mi>dwc_moreinfo</mi></a>","NY03890303","NY03890303_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","645783","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres","(Vell.) Steud.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"J. N. Rose","43179","1915",NA,NA,"Brazil",NA,NA,"Museu Paulista",NA,NA,NA,NA,NA,NA,"Cultivated from original collection, Rose 20849 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633746' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645783","NY00645783_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","823233","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres","(Vell.) Steud.","A. M. Calvente",NA,NA,NA,"R. Reitz","2840","1956","02","23","Brazil","Santa Catarina","Palhoça","Pilões, Palhoça","-48.694057","-27.77489",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938063' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823233","NY00823233_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","645786","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres","(Vell.) Steud.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"J. N. Rose","43071","1915",NA,NA,"Brazil","Rio de Janeiro",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Cultivated from original collection, Rose 20308. Painted Dec. 10, 1920 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633749' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645786","NY00645786_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","645780","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres","(Vell.) Steud.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"J. N. Rose","43050","1915",NA,NA,"Brazil","Rio de Janeiro",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Cultivated from original collection, Rose 20250 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633736' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645780","NY00645780_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"18","2016-09-30 15:46:00-03","NY","NYBG","02210910","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres",NA,NA,NA,NA,NA,"A. M. Amorim","3697","2003","06","18","Brazil","Bahia","Jussari","RPPN Serra do Teimoso, Rod. Jussari - Palmira, entra ca. 7.5 km de Jussari, Faz. Teimoso.","-39.5389","-15.1619",NA,NA,"641",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2345442' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210910","NY02210910_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"19","2016-09-29 16:24:00-03","NY","NYBG","645761","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres",NA,"N. P. Taylor; D. C. Zappi",NA,NA,NA,"D. R. Hunt","6322","1966","07","15","Brazil","São Paulo",NA,"Sao Paulo-Curitiba highway, 265 km from Sao Paulo",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633728' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645761","NY00645761_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"20","2016-09-29 16:24:00-03","NY","NYBG","645771","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres",NA,"N. P. Taylor; D. C. Zappi",NA,NA,NA,"R. M. Klein","1338","1955","04","22","Brazil","Santa Catarina","Itajaí","Morro da Fazenda, Itajaí","-48.6617","-26.9081",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633717' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645771","NY00645771_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"21","2016-09-29 16:24:00-03","NY","NYBG","645762","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres",NA,"N. P. Taylor; D. C. Zappi",NA,NA,NA,"R. Reitz","3719","1956","09","20","Brazil","Santa Catarina","Ibirama","Ibirama","-49.534691","-27.013976",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633723' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645762","NY00645762_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"22","2016-09-29 16:24:00-03","NY","NYBG","645758","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres",NA,"N. P. Taylor; D. C. Zappi",NA,NA,NA,"R. Reitz","2935","1956","03","29","Brazil","Santa Catarina","Itajaí","Morro da Ressacada, Itajaí","-48.6617","-26.9081",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633713' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645758","NY00645758_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2016-09-29 16:24:00-03","NY","NYBG","645744","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres",NA,"N. P. Taylor; D. C. Zappi",NA,NA,NA,"R. M. Klein","2062","1956","05","24","Brazil","Santa Catarina","Luiz Alves","Braço Joaquim, Luis Alves, Itajaí","-48.941177","-26.748537",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633710' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645744","NY00645744_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","645754","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres","(Vell.) Steud.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"Collector unspecified","14795","1911","12",NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"Flowered and painted Dec 1911 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633726' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645754","NY00645754_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","645767","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres","(Vell.) Steud.",NA,NA,NA,NA,"P. M. Binot","12","1920","05","21","Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633731' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645767","NY00645767_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","645788","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres","(Vell.) Steud.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"J. N. Rose","43191","1915",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"Cultivated from original collection, Rose 20738. Fruit June 1920 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633751' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645788","NY00645788_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"27","2016-09-29 16:24:00-03","NY","NYBG","645756","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres",NA,"N. P. Taylor; D. C. Zappi",NA,NA,NA,"R. Reitz","3719","1956","09","20","Brazil","Santa Catarina","Ibirama","Ibirama","-49.534691","-27.013976",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633711' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645756","NY00645756_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","645753","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres","(Vell.) Steud.","E. Werdermann",NA,NA,NA,"P. K. H. Dusén","17023","1915","05","10","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633720' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645753","NY00645753_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","645787","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres","(Vell.) Steud.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"J. N. Rose","43071","1915",NA,NA,"Brazil","Rio de Janeiro",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Cultivated from original collection, Rose 20308 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633750' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645787","NY00645787_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","645776","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres","(Vell.) Steud.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"R. Reitz","3520","1950","04","20","Brazil","Santa Catarina","Brusque","Brusque","-48.9172","-27.0983",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633730' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645776","NY00645776_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"31","2016-09-29 16:24:00-03","NY","NYBG","645763","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres",NA,"N. P. Taylor; D. C. Zappi",NA,NA,NA,"R. Reitz","4778","1950","01",NA,"Brazil","Santa Catarina","Chapecó","Chapecó","-52.6181","-27.0967",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633729' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645763","NY00645763_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"32","2016-09-29 16:24:00-03","NY","NYBG","645757","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres",NA,"N. P. Taylor; D. C. Zappi",NA,NA,NA,"R. Reitz","766","1953","05","28","Brazil","Santa Catarina","Itajaí","Praia Braba, Itajaí","-48.644872","-26.946812",NA,NA,"2","2","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633712' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645757","NY00645757_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","645741","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres","(Vell.) Steud.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"J. N. Rose","20738","1915","08","07","Brazil","Rio de Janeiro","Maricá","Maricá","-42.8183","-22.9194",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633707' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645741","NY00645741_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","645743","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres","(Vell.) Steud.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"J. N. Rose","20347","1915","07","22","Brazil","Rio de Janeiro",NA,"Ilha Grande, Distrito Federal, Rio de Janeiro","-44.234582","-23.150897",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633709' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645743","NY00645743_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","645750","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres","(Vell.) Steud.",NA,NA,NA,NA,"J. N. Rose","43182","1915",NA,NA,"Brazil","Rio de Janeiro",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Cultivated from original collection Rose 20667 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633752' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645750","NY00645750_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"36","2016-09-29 16:24:00-03","NY","NYBG","645760","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres",NA,"N. P. Taylor; D. C. Zappi",NA,NA,NA,"L. B. Smith","12313","1957","03","31","Brazil","Santa Catarina","Porto Belo","Caixa d'Aço, Pôrto Belo","-48.5531","-27.1581",NA,NA,"1","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633722' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645760","NY00645760_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"37","2016-09-29 16:24:00-03","NY","NYBG","645742","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres",NA,"N. P. Taylor; D. C. Zappi",NA,NA,NA,"R. Reitz","2898","1956","03","22","Brazil","Santa Catarina","Luiz Alves","Braço Joaquim, Luis Alves, Itajaí","-48.941177","-26.748537",NA,NA,"450","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633708' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645742","NY00645742_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","645749","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres","(Vell.) Steud.",NA,NA,NA,NA,"Illegible collector name","s.n.","1923","02","24","Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"Collector Cammstatt? <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633721' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645749","NY00645749_01 NY00645749_02","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","645785","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres","(Vell.) Steud.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"J. N. Rose","43071","1915",NA,NA,"Brazil","Rio de Janeiro",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Cultivated from original collection, Rose 20308. Painted Nov. 14, 1916 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633748' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645785","NY00645785_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","645765","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres","(Vell.) Steud.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"R. Reitz","2840","1956","02","23","Brazil","Santa Catarina","Palhoça","Piloes, Palhoça","-48.694057","-27.77489",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633725' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645765","NY00645765_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","645768","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres","(Vell.) Steud.",NA,NA,NA,NA,"Collector unspecified","16125",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633732' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645768","NY00645768_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","645777","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres","(Vell.) Steud.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"J. N. Rose","43199","1915",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"Cultivated from original collection, Rose 20870. Fruit June 1, 1920 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633734' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645777","NY00645777_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"43","2016-09-29 16:24:00-03","NY","NYBG","645770","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","teres","Rhipsalis teres",NA,"N. P. Taylor; D. C. Zappi",NA,NA,NA,"R. Reitz","1819","1953","04","28","Brazil","Santa Catarina","Itajaí","Morro da Fazenda, Itajaí","-48.6617","-26.9081",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633716' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645770","NY00645770_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
