"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"42","2021-03-15 16:37:00-03","NY","NYBG","910638","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","D. R. Hunt","6094","1966","06","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985984' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910638","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.",NA,"Mato Grosso","Barra do Garças","Barra do Garças-Xavantina road, 77 km. from Barra do Garças.","-52.2567","-15.8903","600","1000","NY00910638_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","910635","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","E. P. Heringer","9414","1955","04","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985954' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910635","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","P. F. Ravenna","Minas Gerais","Paraopeba","Hôrto Florestal de Paraopeba","-44.4042","-19.2744",NA,NA,"NY00910635_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","910597","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","W. W. Thomas","5811","1988","02","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985735' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910597","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","N. S. Chukr","Goiás","Goiás","Serra Dourada, ca. 15 km E. of Goiás on GO-070 from Goiânia to Goiás at crest of Serra, several km W of junction with rd. to Mossamedes.","-50","-16","850","850","NY00910597_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","910594","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","H. S. Irwin","25006","1970","01","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985680' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910594","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","P. F. Ravenna","Goiás","Catalão","Contraforte Central, ca. 25 km N.E. of Catalão","-47.78292","-18.00698","875","875","NY00910594_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","910617","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","H. S. Irwin","19654","1968","02","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985823' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910617","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.",NA,"Minas Gerais",NA,"Serra do Itabirito, ca. 45 km S.E. of Belo Horizonte.","-43.8","-20.2","1500","1500","NY00910617_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","910629","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","W. W. Thomas","CFCR8656","1985","11","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985905' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910629","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","J. E. Henrich; P. Goldblatt","Minas Gerais","Diamantina","Diamantina. Estrada para São João da Chapada.","-43.6003","-18.2494","1180","1180","NY00910629_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","537848","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","P. K. H. Dusén","10369","1910","11","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=172444' target='other'> <mi>dwc_moreinfo</mi></a>","NY00537848","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","P. K. H. Dusén","Paraná","Jaguariaíva","Jaguariahyva","-49.713647","-24.340602",NA,NA,"NY00537848_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","910579","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Goldsmith","20A",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985606' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910579","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","J. Lovo","Mato Grosso",NA,NA,"-51.77","-12.82",NA,NA,"NY00910579_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","910607","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","H. S. Irwin","5388","1964","08","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985792' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910607","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","P. F. Ravenna","Distrito Federal","Brasília","Ca. 35 km E. of Brasília.","-47.7","-15.62","700","1000","NY00910607_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","910639","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","J. A. Ratter","R.1519","1968","05","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985986' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910639","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.",NA,"Mato Grosso",NA,"7 km S of the Base Camp of the Expedition. (c. 270 km N of Xavantina).","-51.87","-12.9",NA,NA,"NY00910639_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","910625","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","G. Eiten","6913","1965","11","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985835' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910625","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","J. H. Kirkbride Jr.","Minas Gerais","Jaboticatubas","Serra do Cipo. Along road at km 110-111. Ca. 1.2 km below hotel, Chapeu do Sol.","-43.7447","-19.5136","1000","1000","NY00910625_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","910587","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","H. S. Irwin","8677","1965","09","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985666' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910587","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","N. S. Chukr","Distrito Federal","Brasília","Córrego Gama, between Gama and Brasília, near road to Anápolis","-47.8","-15.95","1175","1175","NY00910587_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","910582","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","L. A. Skorupa","117","1987","11","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985619' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910582","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","J. Lovo","Goiás","Mossâmedes","Reserva Biologica-Serra Dourada","-50.2150001525879","-16.1266994476318","500","500","NY00910582_01",NA,NA,"30139","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","910578","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","G. Eiten","6887","1965","11","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985596' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910578","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","J. Lovo","Minas Gerais","Jaboticatubas","Serra do Cipó. Along road at km 121.","-43.7449989318848","-19.513599395752","1200","1200","NY00910578_01",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","910584","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","A. M. Giulietti","CFCR13737","1994","01","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985634' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910584","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","J. Lovo","Minas Gerais","Ouro Branco","Serra de Ouro Branco. Estrada em direção a Ouro Preto.","-43.6918983459473","-20.5207996368408","1225","1225","NY00910584_01",NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","720680","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","L. R. Lima","207","2002","11","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519392' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720680","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.",NA,"Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, ca. de 2 km da portaria de São Roque de Minas.","-46.3657989501953","-20.2453002929688",NA,NA,"NY00720680_01",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","910666","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","H. S. Irwin","8011","1965","09","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986229' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910666","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","P. F. Ravenna","Distrito Federal","Brasília","Chapada da Contagem, ca. 50 km N.E. of Brasília","-47.58674","-15.46379","1000","1000","NY00910666_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","910585","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","H. S. Irwin","11747","1966","01","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985646' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910585","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","P. F. Ravenna","Goiás","Goiás","Serra Dourada, Summit of Serra Dourada, 20 km S.E. of Goiás Velho","-50.00122","-16.0611","800","800","NY00910585_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","679968","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","H. S. Irwin","19336","1968","01","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=854721' target='other'> <mi>dwc_moreinfo</mi></a>","NY00679968","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","N. S. Chukr","Goiás","Cocalzinho de Goiás","20 km NW of Corumbá de Goiás, near Pico dos Pirineus. Serra dos Pirineus.","-48.95","-15.88","1200","1200","NY00679968_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","910615","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","H. S. Irwin","13428","1966","03","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985820' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910615","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","P. F. Ravenna","Goiás","Cristalina","Serra dos Cristais, ca. 3 km E. of Cristalina.","-48","-17","1200","1200","NY00910615_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","910596","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","W. R. Anderson","6386","1973","03","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985731' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910596","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","N. S. Chukr","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km by road N of Alto Paraíso","-47.5167","-13.9376","1600","1600","NY00910596_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","910616","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","H. S. Irwin","32223","1971","03","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985822' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910616","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","P. F. Ravenna","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km N of Alto Paraíso","-47.5167","-13.93593","1250","1250","NY00910616_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","910600","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Gates","27","1979","01","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985743' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910600","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","L. B. Smith","Goiás","Alto Paraiso de Goiás","5 km E of Alto Paraíso, Chapada dos Veadeiros","-47","-14","1600","1600","NY00910600_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","684911","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","R. M. Harley","52305","1992","02","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=882846' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684911","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","D. C. Zappi","Bahia","Abaíra","Riacho Taquara","-41.92","-13.25","1650","1800","NY00684911_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","684914","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","R. M. Harley","51091","1992","02","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=882851' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684914","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","D. C. Zappi","Bahia","Abaíra","Campo de Ouro Fino (baixo).","-41.9","-13.25","1600","1700","NY00684914_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","684913","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","R. M. Harley","50028","1992","01","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=882849' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684913","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","D. C. Zappi","Bahia","Abaíra","Campo de Ouro Fino (baixo).","-41.9","-13.25","1600","1700","NY00684913_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","910580","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","J. M. Pires","58075","1964","06","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985611' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910580","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","J. Lovo","Distrito Federal","Brasília","entre Brasília e Fercal","-47.9294","-15.7797",NA,NA,"NY00910580_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","910595","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","W. R. Anderson","8241","1973","04","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985728' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910595","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","P. F. Ravenna","Goiás","Cristalina","Ca. 4.5 km by road NE of Cristalina. Serra dos Cristais.","-47.65","-16.78","1180","1180","NY00910595_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","910593","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","H. S. Irwin","24220","1969","03","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985679' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910593","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","N. S. Chukr","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km south of Cavalcante","-47.5","-13.98077","1000","1000","NY00910593_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","910621","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","H. S. Irwin","25485","1970","01","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985829' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910621","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","P. F. Ravenna","Minas Gerais","Patrocínio","Morro da Pedras, ca. 25 km N.E. of Patrocínio","-46.9925","-18.9439","1050","1050","NY00910621_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","910618","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","H. S. Irwin","20137","1968","02","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985824' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910618","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","P. F. Ravenna","Minas Gerais",NA,"Serra do Cipó, ca. km 120 (ca. 145km N of Belo Horizonte).","-43.4","-18.87","1300","1300","NY00910618_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","528841","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","S. Tsugaru","B-2248","1987","12","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447294' target='other'> <mi>dwc_moreinfo</mi></a>","NY00528841","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","J. Lovo","São Paulo","Sao Roque","Bairro Caete, 50 km W from Sao Paulo","-47.13","-23.5203","850","850","NY00528841_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","910623","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","H. S. Irwin","27647","1970","03","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985833' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910623","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","P. F. Ravenna","Minas Gerais","Diamantina","Serra do Espinhaço, Ca. 8 km E. of Diamantina, road to Extração.","-43.601","-18.24","1175","1175","NY00910623_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","910609","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","H. S. Irwin","7011","1964","10","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985804' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910609","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.","P. F. Ravenna","Goiás","Caiapônia","Ca. 38 km. E. of Caiapônia on road to Jataí. Serra do Caiapó.","-51.8","-17.18","800","1000","NY00910609_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","910640","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","H. A. Weddell","2196","1844",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985988' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910640","Magnoliophyta","Asparagales","(Klatt) Benth. & Hook.f.",NA,NA,NA,"Central",NA,NA,NA,NA,"NY00910640_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
