"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","dayIdentified","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","infraspecificEpithet","recordNumber","continentOcean","preparationType","barcode","imagecode","class","relatedCatalogItem","fieldNumber","typeStatus","previousCatalogNumber"
"42","2021-03-15 16:37:00-03","NY","NYBG","869161","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia asaroides","(Hook.) C.C.Berg",NA,NA,NA,"C. C. Berg","1973","10","15","Brazil","Mato Grosso",NA,"West side of Rio Aripuanã, below Salto dos Dardanelos.",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031011' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-59.35","-10.2",NA,NA,"asaroides","P18539","South America","sheet","NY00869161","NY00869161_01",NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","869168","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia asaroides","(Hook.) C.C.Berg","C. C. Berg",NA,NA,"H. S. Irwin","1968","03","21","Brazil","Tocantins","Guaraí","Ca. 15 km S.E. of Guará on road to Tupirama.",NA,NA,"500","500",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031115' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-48.38","-9.05",NA,NA,"asaroides","21611","South America","sheet","NY00869168","NY00869168_01",NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","869162","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia asaroides","(Hook.) C.C.Berg","C. C. Berg",NA,NA,"H. S. Irwin","1968","03","21","Brazil","Tocantins","Guaraí","Ca. 15 km S.E. of Guará on road to Tupirama.",NA,NA,"500","500",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031072' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-48.38","-9.05",NA,NA,"asaroides","21611","South America","sheet","NY00869162","NY00869162_01",NA,NA,NA,NA,NA
"45","2016-09-30 14:32:00-03","NY","NYBG","02128319","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia paraguariensis","(Hassl.) C.C.Berg","C. C. Berg",NA,NA,"E. Hassler",NA,NA,NA,"Paraguay",NA,NA,"[no specific locality on this sheet]",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2286269' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"paraguariensis","7598","South America","sheet","NY02128319",NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","00933134","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia vitifolia","(Gardner) C.C.Berg","R. de Castro",NA,NA,"R. de Mello-Silva","2003","11","29","Brazil","Goiás","Mossâmedes","Encostas da Serra Dourada. Estrada para a Reserva Ecológica de Serra Dourada, 4 km da rodovia Goiás-Mossâmedes (GO 164)",NA,NA,"785","785",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008347' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-50.1853","-16.0956",NA,NA,"vitifolia","2237","South America","sheet","NY00933134","NY00933134_01",NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","2172164","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia vitifolia","(Gardner) C.C.Berg",NA,NA,NA,"E. P. Heringer","1967","04","18","Brazil","Goiás","Formosa","Rio Tiquira- Formosa",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2320048' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-47.3342","-15.5372",NA,NA,"vitifolia","11408","South America","sheet","NY02172164","NY02172164_01",NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","869157","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia vitifolia","(Gardner) C.C.Berg",NA,NA,NA,"H. S. Irwin","1966","05","02","Brazil","Goiás","Formosa","Côrrego Itaquera, ca. 30 km N. of Formosa",NA,NA,"850","850",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030821' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-47.43","-15.3",NA,NA,"vitifolia","15589","South America","sheet","NY00869157","NY00869157_01",NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","2172176","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia vitifolia","(Gardner) C.C.Berg",NA,NA,NA,"E. P. Heringer","1977","01","05","Brazil","Goiás","Caldas Novas","Serra de Caldas Novas. Termas do Rio Quente.",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2320060' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-48.6247","-17.7419",NA,NA,"vitifolia","16660","South America","sheet","NY02172176","NY02172176_01",NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","2172166","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia vitifolia","(Gardner) C.C.Berg",NA,NA,NA,"H. S. Irwin","1964","10","22","Brazil","Goiás","Caiapônia","Ca. 37 km. S. of Caiapônia on road to Jataí. Serra do Caiapó.",NA,NA,"800","1000",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2320050' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-51.82","-17.23",NA,NA,"vitifolia","7176","South America","sheet","NY02172166","NY02172166_01",NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","2172175","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia vitifolia","(Gardner) C.C.Berg",NA,NA,NA,"H. S. Irwin","1970","02","07","Brazil","Minas Gerais","Paracatú","Ca. 10 km SE of Paracatú.",NA,NA,"675","675",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2320059' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-46.8744","-17.2222",NA,NA,"vitifolia","26265","South America","sheet","NY02172175","NY02172175_01",NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","02172177","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia vitifolia","(Gardner) C.C.Berg",NA,NA,NA,"A. F. M. Glaziou","1882","11","01","Brazil","Minas Gerais","Barbacena",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2320093' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-43.7736015319824","-21.2257995605469","27982","auto","vitifolia","13211","South America","sheet","NY02172177","NY02172177_01",NA,NA,NA,NA,NA
"53","2021-03-30 12:45:19-03","EAO","IAN","93589","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Dorstenia","cayapia","Dorstenia cayapia","Vell.","Carauta, JPP","1978","10","Glaziou, AFM",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16348","Southern America",NA,"IAN093589",NA,NA,NA,NA,NA,NA
"54","2021-03-30 12:45:19-03","EAO","IAN","94158","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Dorstenia","cayapia","Dorstenia cayapia","Vell.","Carauta, JPP","1978","10","Glaziou, AFM",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14277","Southern America",NA,"IAN094158",NA,NA,NA,NA,NA,NA
"55","2019-10-09 11:20:52-03","UFBA","ALCB","039466","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Dorstenia","cayapia","Dorstenia cayapia asaroides","(Gardner) C.C.Berg","Castro, RM de","2005","03","Stannard, B; Saar, E; Guedes, ML; Passos Júnior, LA; Atkins, S; Santos, TRM dos","1997","02","15","Brasil","Bahia","Mucugê","Chapada Diamantina, Caminho p/ Guiné","-41.475278","-12.939722","1040","1040",NA,"ca. de 10cm. Folhas membranáceas, levemente discolores, com pecíolo vináceo. Inflorescência vinho. Ocasional.",NA,"-41.475278","-12.939722",NA,NA,"asaroides","PCD5677","Southern America",NA,"ALCB035110","ALCB035110",NA,NA,NA,NA,NA
"56","2021-02-08 21:32:49-03","UFBA","ALCB","11303","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Dorstenia","opifera","Dorstenia opifera","Mart.",NA,NA,NA,"s.col.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHs/n","Southern America",NA,"ALCB016052","ALCB016052",NA,NA,NA,NA,NA
"57","2019-10-09 11:20:52-03","UFBA","ALCB","90065","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Dorstenia","paraguariensis","Dorstenia paraguariensis","L.P.Queiroz, L.P.Queiroz","Carauta, P","2003",NA,"Hatschbach, G; Hatschbach, M; Silva, JM","2002","11","08","Brasil","Mato Grosso do Sul","Bonito","Rodovia Bonito-Campo dos Índios, Córrego Seco",NA,NA,NA,NA,NA,NA,NA,"-56.4818992614746","-21.1210994720459","71352","auto",NA,"73858","Southern America",NA,"ALCB035129","ALCB035129",NA,NA,NA,NA,NA
"58","2020-02-08 10:23:17-03","NBC","NL-BOTANY","L.1592922","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia","Vell.",NA,NA,NA,"Fiebrig K","1908","01","01","Paraguay",NA,NA,"N. Paraguay, zwischen Rio Apa and Rio Aquidaban.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1592922 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"NL-L1592922","NL-L1592922","Magnoliopsidae","L 0815558",NA,NA,NA
"59","2020-02-08 10:23:17-03","NBC","NL-BOTANY","L.1592923","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia","Vell.",NA,NA,NA,"Fiebrig K","1908","01","01","Paraguay",NA,NA,"N. Paraguay, San Luis, zwischen Rio Apa and Rio Aquidaban.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1592923 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"NL-L1592923","NL-L1592923","Magnoliopsidae","L 0815557",NA,NA,NA
"60","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425316","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia","Vell.",NA,NA,NA,"Heringer EP","1967","04","18","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425316 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"NL-U1425316","NL-U1425316","Magnoliopsidae","U 0130531",NA,NA,NA
"61","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425254","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia asaroides","(Hook.) C.C.Berg","Berg CC",NA,NA,"Zuloaga FO","1980","10","28","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425254 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"asaroides",NA,"Southern America",NA,"NL-U1425254","NL-U1425254","Magnoliopsidae","U 0130598",NA,NA,NA
"62","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425293","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia asaroides","(Hook.) C.C.Berg",NA,NA,NA,"Krukoff BA","1931","12","01","Brazil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425293 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"asaroides",NA,"Southern America",NA,"NL-U1425293","NL-U1425293","Magnoliopsidae","U 0037883",NA,NA,NA
"63","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425294","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia asaroides","(Hook.) C.C.Berg","Berg CC",NA,NA,"Duarte AP","1961","01","30","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425294 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"asaroides",NA,"Southern America",NA,"NL-U1425294","NL-U1425294","Magnoliopsidae","U 0130548",NA,NA,NA
"64","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425295","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia asaroides","(Hook.) C.C.Berg","Berg CC",NA,NA,"Prance GT; Berg CC","1973","10","15","Brazil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425295 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"asaroides",NA,"Southern America",NA,"NL-U1425295","NL-U1425295","Magnoliopsidae","U 0130539",NA,NA,NA
"65","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425296","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia asaroides","(Hook.) C.C.Berg","Berg CC",NA,NA,"Prance GT; Berg CC","1973","10","16","Brazil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425296 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"asaroides",NA,"Southern America",NA,"NL-U1425296","NL-U1425296","Magnoliopsidae","U 0130533",NA,NA,NA
"66","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425297","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia asaroides","(Hook.) C.C.Berg","Berg CC",NA,NA,"Prance GT","1968","11","29","Brazil","Rondônia",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425297 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"asaroides",NA,"Southern America",NA,"NL-U1425297","NL-U1425297","Magnoliopsidae","U 0130534",NA,NA,NA
"67","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425298","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia asaroides","(Hook.) C.C.Berg","Berg CC",NA,NA,"Pohl JE",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425298 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"asaroides",NA,"Southern America",NA,"NL-U1425298","NL-U1425298","Magnoliopsidae","U 0130535",NA,NA,NA
"68","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425299","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia asaroides","(Hook.) C.C.Berg","Berg CC",NA,NA,"Kuhlmann JG",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425299 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"asaroides",NA,"Southern America",NA,"NL-U1425299","NL-U1425299","Magnoliopsidae","U 0130536",NA,NA,NA
"69","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425300","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia asaroides","(Hook.) C.C.Berg","Berg CC","1983","03","Heringer EP","1982","01","04","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425300 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","01",NA,NA,NA,NA,"asaroides",NA,"Southern America",NA,"NL-U1425300","NL-U1425300","Magnoliopsidae","U 0130537",NA,NA,NA
"70","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425301","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia asaroides","(Hook.) C.C.Berg","Berg CC",NA,NA,"Harley RM","1968","11","05","Brazil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425301 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"asaroides",NA,"Southern America",NA,"NL-U1425301","NL-U1425301","Magnoliopsidae","U 0130538",NA,NA,NA
"71","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425302","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia cayapia",NA,"Berg CC",NA,NA,"Mattos Silva LA; Santos TS dos","1980","05","21","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425302 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"cayapia",NA,"Southern America",NA,"NL-U1425302","NL-U1425302","Magnoliopsidae","U 0130543",NA,NA,NA
"72","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425303","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia cayapia",NA,"Berg CC",NA,NA,"Santos TS dos","1975","05","21","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425303 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"cayapia",NA,"Southern America",NA,"NL-U1425303","NL-U1425303","Magnoliopsidae","U 0130540",NA,NA,NA
"73","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425304","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia cayapia",NA,"Berg CC",NA,NA,"Talmon SS","1971","05","14","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425304 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"cayapia",NA,"Southern America",NA,"NL-U1425304","NL-U1425304","Magnoliopsidae","U 0130541",NA,NA,NA
"74","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425305","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia cayapia",NA,"Berg CC",NA,NA,"Kuhlmann JG","1943","12","01","Brazil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425305 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"cayapia",NA,"Southern America",NA,"NL-U1425305","NL-U1425305","Magnoliopsidae","U 0130542",NA,NA,NA
"75","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425306","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia cayapia",NA,"Berg CC",NA,NA,"Mori SA","1978","03","02","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425306 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"cayapia",NA,"Southern America",NA,"NL-U1425306","NL-U1425306","Magnoliopsidae","U 0130544",NA,NA,NA
"76","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425307","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia cayapia",NA,"Berg CC",NA,NA,"Harley RM","1974","02","12","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425307 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"cayapia",NA,"Southern America",NA,"NL-U1425307","NL-U1425307","Magnoliopsidae","U 0130545",NA,NA,NA
"77","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425308","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia cayapia",NA,"Berg CC",NA,NA,"Oliveira RF","1976","11","24","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425308 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"cayapia",NA,"Southern America",NA,"NL-U1425308","NL-U1425308","Magnoliopsidae","U 0130546",NA,NA,NA
"78","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425309","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia cayapia",NA,"Berg CC",NA,NA,"Unknown",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425309 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"cayapia",NA,"Southern America",NA,"NL-U1425309","NL-U1425309","Magnoliopsidae","U 0130547",NA,NA,NA
"79","2020-02-08 10:23:17-03","NBC","NL-BOTANY","L.3918232","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia vitifolia","(Gardner) C.C.Berg",NA,NA,NA,"Molina Rositto A",NA,NA,NA,"Bolivia",NA,NA,"Santa Cruz: Andres Ibañez. Monumento Natural Espejillos. Sobre el camino de las cabañas hacia la comunidad de Agua dulce.","-63.432222","-17.901944",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3918232 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"-63.432222","-17.901944",NA,NA,"vitifolia",NA,"Southern America",NA,"NL-L3918232","NL-L3918232","Magnoliopsidae",NA,NA,NA,NA
"80","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425255","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia vitifolia","(Gardner) C.C.Berg","Berg CC",NA,NA,"Steinbach J","1926","12","29","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425255 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"vitifolia",NA,"Southern America",NA,"NL-U1425255","NL-U1425255","Magnoliopsidae","U 0130600",NA,NA,NA
"81","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425256","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia vitifolia","(Gardner) C.C.Berg",NA,NA,NA,"Vázquez Avila MD","1981","05","07","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425256 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"vitifolia",NA,"Southern America",NA,"NL-U1425256","NL-U1425256","Magnoliopsidae","U 0130599",NA,NA,NA
"82","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425310","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia vitifolia","(Gardner) C.C.Berg","Berg CC",NA,NA,"Frazao A","1917","11","01","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425310 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"vitifolia",NA,"Southern America",NA,"NL-U1425310","NL-U1425310","Magnoliopsidae","U 0130554",NA,NA,NA
"83","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425311","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia vitifolia","(Gardner) C.C.Berg","Berg CC",NA,NA,"Irwin HS; et al.","1965","11","19","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425311 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"vitifolia",NA,"Southern America",NA,"NL-U1425311","NL-U1425311","Magnoliopsidae","U 0130556",NA,NA,NA
"84","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425312","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia vitifolia","(Gardner) C.C.Berg","Berg CC",NA,NA,"Irwin HS; et al.","1966","05","02","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425312 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"vitifolia",NA,"Southern America",NA,"NL-U1425312","NL-U1425312","Magnoliopsidae","U 0130557",NA,NA,NA
"85","2020-02-08 10:23:17-03","NBC","NL-BOTANY","U.1425313","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia vitifolia","(Gardner) C.C.Berg","Berg CC",NA,NA,"Irwin HS; et al.","1966","01","22","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425313 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"vitifolia",NA,"Southern America",NA,"NL-U1425313","NL-U1425313","Magnoliopsidae","U 0130553",NA,NA,NA
