"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","county","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount"
"50","2021-01-26 13:53:26-03","IMA","MAC","14307","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"R.P.Lyra-Lemos","5594","2001","05",NA,"Brasil","Alagoas","Vale do Riacho do Camundongo.","-36.300422","-10.213894",NA,"Erva. Flores brancas. ramos decumbentes.; Mata Ciliar.","MAC0014307","MAC0014307","R.A.Ferreira","17","Coruripe",NA,NA,"-36.300422","-10.213894","2007",NA,NA,NA,NA,NA,NA,NA
"51","2021-01-26 13:53:26-03","IMA","MAC","17257","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"R.P.Lyra-Lemos; et al.","7492","2003","03",NA,"Brasil","Alagoas","Povoado Murici, Várzea de Marituba.","-36.4025","-10.301667",NA,"Erva reptante, caule ramificado. Flores azuis. Frutos verdes.; Restinga árborea. Mata arenosa.","MAC0017257","MAC0017257","R.A.Ferreira","15","Piaçabuçu",NA,NA,"-36.4025","-10.301667","2007",NA,NA,NA,NA,NA,NA,NA
"52","2020-09-12 05:00:02-03","US","US","56789","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Evolvulus","canescens","Evolvulus canescens","Meisn. in Mart.","Type collection","L. Riedel","2314",NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"US00111236","US00111236_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"53","2020-09-12 05:00:02-03","US","US","USw10041","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Evolvulus","canescens","Evolvulus canescens","Meisn. in Mart.",NA,"Ll. Williams","1113",NA,NA,"South America - Neotropics","Peru","San Martín","Rio Huallaga, margen Derecha del; Balsa Probana; dtto. Tocache Nuevo",NA,NA,NA,NA,NA,NA,NA,NA,"Mariscal Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"54","2020-09-12 05:00:02-03","US","US","1336095","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"-- Widgren","s.n.","1845",NA,"South America - Neotropics","Brazil","Minas Gerais","Prov. Minas Geraes.",NA,NA,NA,NA,"US03171868","US03171868_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"55","2020-09-12 05:00:02-03","US","US","3431169","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"R. Macedo","5719","2001","3","South America - Neotropics","Brazil","Minas Gerais","São Tomé das Letras.","-44.9853","-21.7222",NA,NA,"US03171864","US03171864_01",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"56","2020-09-12 05:00:02-03","US","US","2196036","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"A. Macedo","937","1947","2","South America","Brazil",NA,"Plantinha campestre Azues [interpreted], Municipio Uberlandia, Estado Mg.",NA,NA,NA,NA,"US03171867","US03171867_01",NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"57","2020-09-12 05:00:02-03","US","US","272986","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"A. Regnell","307","1868","2","South America - Neotropics","Brazil","Minas Gerais","Brasilia, prov. Minas Geraes.",NA,NA,NA,NA,"US03171869","US03171869_01",NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"58","2020-09-12 05:00:02-03","US","US","3420154","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"R. Macedo","5645","2000","10","South America - Neotropics","Brazil","Minas Gerais","São Tomé das Letras.","-44.9853","-21.7222",NA,NA,"US03171865","US03171865_01",NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"59","2020-09-12 05:00:02-03","US","US","2883625","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"G. Shepherd, J. Semir, J. Andrade & P. R. Salgado","7004",NA,NA,"South America - Neotropics","Brazil","Minas Gerais","Reserva de Furnas, em campo rupestre e cerrado.",NA,NA,NA,NA,"US03171866","US03171866_01",NA,NA,NA,"900","1000",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"60","2020-09-02 16:23:19-03","Cenargen","CEN","47712","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Aécio Amaral-Santos","1722","2002","11",NA,"Brasil","DF","DF - 100 sentido BsB - Formosa, VC 169.","-47.9296989440918","-15.7797002792358","Unicata","Área de influência da AHE Queimado.","CEN00047712","CEN00047712","R. Simão-Bianchini & C. V. Silva","27","BRASILIA",NA,NA,"-4737917.0","-1578972.0","2006","07",NA,"70570","auto",NA,NA,"1"
"61","2020-09-02 16:23:19-03","Cenargen","CEN","53650","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"José Floriano Barêa Pastore","917","2004","04",NA,"Brasil","DF","Fazenda Santarém (perto da Nova Betânia).","-47.9296989440918","-15.7797002792358","Unicata",NA,"CEN00053650","CEN00053650","R. Simão-Bianchini & C. V. Silva","27","BRASILIA",NA,NA,NA,NA,"2006","07",NA,"70570","auto",NA,NA,"1"
"62","2020-09-02 16:23:19-03","Cenargen","CEN","22381","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Terezinha Aparecida Borges Dias","414","1993","02",NA,"Brasil","GO","Pela estrada de acesso a UHE-Corumbá a 2,7 km antes do portão de acesso a obra.","-48.625","-17.74169921875","Exsicatas","Cálice verde. Corola roxa-clara com manchas brancas internamente. Gineceu e androceu alvos.","CEN00022381","CEN00022381","R. Simão-Bianchini","12","CALDAS NOVAS","640","640","-4856667.0","-1800000.0","1996","08",NA,"36612","auto",NA,NA,"3"
"63","2020-09-02 16:23:19-03","Cenargen","CEN","105457","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"José Rubens Pirani","6587","2015","02",NA,"Brasil","MG","Estrada não pavimentada para Lagoa Santa, saindo da MG-010, área remanescente de cerrado as margens da estrada, cerrado sobre solo areno-pedregoso (cascalhento)","-43.811388","-19.539444","Exsicatas","formando densas almofadas globosas , heliofilos, flores com cálice verde-claro, corola lilás, Doação Universidade de São Paulo. Herbário SPF.","CEN00105457","CEN00105457","J. R. Pirani","20","JABOTICATUBAS","852","852","-43.811388","-19.539444","2015",NA,NA,NA,NA,NA,NA,"1"
"64","2021-03-15 18:26:31-03","USP","SPF","216741","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Pirani, JR","6587","2015","02",NA,"Brasil","Minas Gerais","Estrada não-pavimentada para Lagoa Santa, saindo da MG-010; área remanescente de cerrado às margens da estrada.","-43.811556","-19.539444",NA,"Subarbustos formando densas almofadas globosas, heliófilos. Flores com cálice verde-claro, corola lilás.; Cerrado sobre solo arenoso-pedregoso (cascalhento).","SPF00216741","SPF00216741","Simão-Bianchini, R","20","Jaboticatubas","852","852","-43.811556","-19.539444","2017","12",NA,NA,NA,NA,NA,NA
"65","2019-11-13 11:18:07-03","USP","SPF","77968","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Pereira Neto, M","536","1990","01",NA,"Brasil","Distrito Federal",NA,"-47.896111","-15.915",NA,NA,"SPF00077968","SPF00077968","Simão-Bianchini, R","11","Brasília",NA,NA,"-47.896111","-15.915","1995","01",NA,NA,NA,NA,NA,NA
"66","2019-11-13 11:18:07-03","USP","SPF","195688","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Silva, ACB","160","1999","12",NA,"Brasil","Minas Gerais",NA,"-46.8539009094238","-20.343900680542",NA,NA,"SPF00195688","SPF00195688","Simão-Bianchini, R","22","Delfinópolis",NA,NA,NA,NA,"2010",NA,NA,"41380","auto",NA,NA,NA
"67","2019-11-13 11:18:07-03","USP","SPF","35600","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Cordeiro, I","CFCR5800","1984","11",NA,"Brasil","Minas Gerais","Morro do Gavião","-44.9852981567383","-21.7222003936768",NA,NA,"SPF00035600","SPF00035600","Simão-Bianchini, R","02","São Thomé das Letras",NA,NA,NA,NA,"2005","09",NA,"16076","auto",NA,NA,NA
"68","2019-11-13 11:18:07-03","USP","SPF","74151","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Loefgren, A","s.n.","1893","01",NA,"Brasil","São Paulo",NA,"-47.4000015258789","-20.5300006866455",NA,NA,"SPF00074151","SPF00074151","Simão-Bianchini, R","17","Franca",NA,NA,NA,NA,"1995","01",NA,"27521","auto",NA,NA,NA
"69","2021-03-16 09:43:00-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Faria, JEQ","10685","2020","06","Southern America","Brasil","Distrito Federal","Estação Ecológica Jardim Botânico de Brasília, área do Morro do Urubu","-47.891111","-15.916111",NA,"Subarbusto coletado inteiro, frutos maduros castanhos e sementes marrons escuras; Cerrado rupestre",NA,NA,"Moreira, ALC","13","Brasília","1125","1125","-47.891111","-15.916111","2020","06",NA,NA,NA,NA,NA,NA
"70","2017-09-11 17:09:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Convolvulaceae","Evolvulus","canescens","Evolvulus canescens","Meisn.",NA,"Riedel, L","s.n.",NA,NA,"Southern America","Brazil","São Paulo","Habitat in campis siccis pr. Villa Franca prov. S.Pauli.",NA,NA,NA,"Oreas.; HABITAT: Oreas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-21 10:03:16-03","IBt","SP","308824","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Irwin, HS; Souza, R; Reis dos Santos, R","10750","1965","11",NA,"Brasil","Goiás","Serra dos Pirineus, Ca. 14 km S of Corumbá de Goiás","-49","-16",NA,NA,NA,NA,"Simão Bianchini, R","30","Pirenópolis","975","975","-49","-16","1997","03","26",NA,NA,NA,NA,NA
"72","2020-12-10 11:27:09-03","IBt","SP","405569","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Gutiérrez, E","1419","1994","06",NA,"Bolívia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,"13","Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-11-19 09:28:49-03","IBt","SP","359840","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Lyra Lemos, RP","5594","2001","05",NA,"Brasil","Alagoas",NA,"-36.1755981445312","-10.125599861145",NA,NA,NA,NA,NA,"15","Coruripe",NA,NA,NA,NA,NA,NA,NA,"31269","auto",NA,NA,NA
"74","2020-08-27 12:19:17-03","IBt","SP","308823","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Irwin, HS","11534","1966","02",NA,"Brasil","Distrito Federal",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"10","Brasília",NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"75","2020-08-13 18:01:49-03","IBt","SP","300163","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Dias, TAB","380","1993","02",NA,"Brasil","Goiás",NA,"-48.625","-17.74169921875",NA,NA,NA,NA,NA,"12","Caldas Novas",NA,NA,NA,NA,NA,NA,NA,"36612","auto",NA,NA,NA
"76","2020-08-13 18:01:49-03","IBt","SP","300162","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Dias, TAB","414","1993","02",NA,"Brasil","Goiás",NA,"-48.625","-17.74169921875",NA,NA,NA,NA,NA,"12","Caldas Novas",NA,NA,NA,NA,NA,NA,NA,"36612","auto",NA,NA,NA
"77","2021-01-21 15:28:51-03","IBt","SP","489955","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Pirani, JR","6587","2015","02",NA,"Brasil","Minas Gerais",NA,"-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,"20","Jaboticatubas",NA,NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA
"78","2021-02-18 08:30:34-03","IBt","SP","4025","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Gehrt, G","s.n.","1920","04",NA,"Brasil","São Paulo",NA,"-47.4000015258789","-20.5300006866455",NA,NA,NA,NA,NA,"11","Franca",NA,NA,NA,NA,NA,NA,NA,"27521","auto",NA,NA,NA
"79","2019-11-21 10:03:16-03","IBt","SP","11020","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Loefgren, A; Edwall, G","CGG2188","1893","01",NA,"Brasil","São Paulo",NA,"-47.4000015258789","-20.5300006866455",NA,NA,"SP023802","SP023802","Ooststroom, SJ","17","Franca",NA,NA,NA,NA,"1934",NA,NA,"27521","auto",NA,NA,NA
