"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","class","relatedCatalogItem","previousCatalogNumber","sex"
"49","2019-02-15 11:45:56-02","IPA","IPA","52941","S","Plantae","Plantae",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","Elba Ferraz","139","1992","04","20","Southern America","Brasil","Pernambuco","Triunfo",NA,"-38.1016998291016","-7.83805990219116",NA,NA,NA,"Arvoreta. Frutos esverdeados.; Caatinga.","IPA0052941",NA,"Rita Pereira","14606","auto",NA,"1993","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-27 13:50:38-03","UFS","ASE","22108","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","Turcz.","Harley, RM","54758","2004","02","05","Southern America","Brasil","Bahia","Rio das Contas","Estrada para a Fazenda Marion.","-41.4551","-13.3714",NA,NA,NA,"Arbusto até 3m, com resina escura. Folhas coriáceas, verde escuras e nítidas na face superior, verde mais claras na face inferior. Flores velhas. Frutos verdes com tom vermelho abrindo para revelar uma parte interna amarela.; Caatinga","ASE0036106","ASE0036106","Pennington, TD",NA,NA,NA,"2005","03",NA,"-41.4551","-13.3714",NA,NA,NA,NA,NA,NA
"51","2021-03-01 16:35:40-03","UNICAMP","UEC","53144","S","Plantae","Magnoliopsida",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) A.DC.","Silva, AF","1301","1985","10","11",NA,"Brazil","São Paulo","São José dos Campos","Flora da Reserva Florestal da Boa Vista.","-45.9375","-3.073056",NA,NA,NA,"Árvoreta de até 15m, botões e flores creme esverdeadas.","UEC058361","UEC058361","Pastore, JA",NA,NA,NA,"1996","08","21","-45.9375","-3.073056",NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:35:40-03","UNICAMP","UEC","75248","S","Plantae","Magnoliopsida",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) A.DC.","Pott, A; Pott, VJR","2587","1987","04","03",NA,"Brazil","Mato Grosso do Sul","Corumbá","Chacara do Diocese catolica; Bandalta.","-57.133333","-19.433333","200","200",NA,"Árvore com 5m de alt; Flor, Sementes de cor laranja Forte.; Vegetaçaão de mata secundária em pastagem cultivada. Solo argiloso; derivado de minerio de ferro, relevo quese plano.","UEC058359","UEC058359","Tamashiro, JY",NA,NA,NA,"1990","12",NA,"-57.133333","-19.433333",NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:35:40-03","UNICAMP","UEC","45469","S","Plantae","Magnoliopsida",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) A.DC.","Weyland Vieira, MC","828","1985","10","19",NA,"Brazil","Minas Gerais","Monte Belo","Fazenda Lagoa.","-46.3675003051758","-21.3264007568359",NA,NA,NA,"Árvore - Flores brancas , já meio velhas.","UEC058360","UEC058360","Pastore, JA","16667","auto",NA,"1996","08","21",NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:35:40-03","UNICAMP","UEC","53155","S","Plantae","Magnoliopsida",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) A.DC.","Silva, AF","1313","1985","10","23",NA,"Brazil","São Paulo","São José dos Campos","Flora da Reserva Florestal da Boa Vista.","-45.8800010681152","-23.1700000762939",NA,NA,NA,"Árvore até 20m, casca e lenho amarelo, botões verdes amarelo-esverdeados.; Mata da Estufa.","UEC058358","UEC058358","Pastore, JA","39297","auto",NA,"1996","08","21",NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-01 16:35:40-03","UNICAMP","UEC","139558","S","Plantae","Magnoliopsida",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) A.DC.","Kuhlmann, M","3882","1955","11","08",NA,"Brazil","São Paulo","São Paulo","Nativa no Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Árvore pequena de mata.","UEC058364","UEC058364",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-02-10 17:55:29-03","UNICAMP","UEC","77561","S","Plantae","Magnoliopsida",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) A.DC.","Hoehne, W","s.n.","1944","12","15",NA,"Brazil","São Paulo","São Paulo","Paque do estado.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"UEC058362","UEC058362",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-04-27 16:10:37-03","UFES","VIES","38706","S","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","Julkoski, D.","376","2014","11","19",NA,"Brasil","Espírito Santo","Itarana",NA,"-40.875301361084","-19.8738994598389",NA,NA,NA,NA,"VIES038706","VIES038706","Moura, R.","23320","auto",NA,"2016","02","03",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-04-27 16:10:37-03","UFES","VIES","14321","S","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","Thomaz, L.D.","1565","1993","06","30",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"VIES014321","VIES014321","Flores, T.B.","23813","auto",NA,"2016","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-21 19:37:26-03","UFC","EAC","33919","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","Araújo, F.S.; Girão, L.C.","1598","2002","09","19","Southern America","Brasil","Ceará","Crateús","RPPN Serra das Almas","-40.6775016784668","-5.1783299446106","650","700",NA,"Subarbusto, flor, caméfito, autocórico.; Carrasco","EAC0033919","EAC0033919","Pirani, J.R.","43216","auto",NA,"2004","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-21 19:37:26-03","UFC","EAC","51405","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","Gomes, V.; Xavier, A.","200918","2004","09","20","Southern America","Brasil","Ceará","Mulungu","Sítio Jardim","-39.010556","-4.286306","760","760",NA,"Fitossociologia P132 Q4.","EAC0051405","EAC0051405","Lima-Verde, L.W.",NA,NA,NA,"2012","02","29","-39.010556","-4.286306",NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:35:30-03","MBM","MBM","396286","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","Corrêa Junior, C.; Delacoleta, K.; Delacoleta, K.","248","2015","01","30","Southern America","Brazil","Bahia","Wanderley","Fazenda Boqueirão, Comunidade de Olho D' Água","-44.053069","-12.071403","801","801",NA,"Arbórea, ca. 12m alt. Flores vermelhas. Frutos negros.; Transição entre cerrado e caatinga. Relevo plano.","MBM396286",NA,"Ribas, O.S.; Corrêa Junior, C.",NA,NA,NA,"2015",NA,NA,"-44.053069","-12.071403",NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:35:30-03","MBM","MBM","396287","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","Corrêa Junior, C.; Delacoleta, K.; Delacoleta, K.","249","2015","01","30","Southern America","Brazil","Bahia","Wanderley","Fazenda Boqueirão, Comunidade de Olho D' Água","-44.039736","-12.071686","805","805",NA,"Arbórea, ca. 13m alt. Flores vermelhas. Frutos negros.; Transição entre cerrado e caatinga. Relevo plano.","MBM396287",NA,"Ribas, O.S.; Corrêa Junior, C.",NA,NA,NA,"2015",NA,NA,"-44.039736","-12.071686",NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:35:30-03","MBM","MBM","396288","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","Corrêa Junior, C.; Delacoleta, K.; Delacoleta, K.","250","2015","01","30","Southern America","Brazil","Bahia","Wanderley","Fazenda Boqueirão, Comunidade de Olho D' Água","-44.037239","-12.080839","809","809",NA,"Arbórea, ca. 10m alt. Flores vermelhas. Frutos negros.; Transição entre cerrado e caatinga. Relevo plano.","MBM396288",NA,"Ribas, O.S.; Corrêa Junior, C.",NA,NA,NA,"2015",NA,NA,"-44.037239","-12.080839",NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:35:30-03","MBM","MBM","396289","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","Corrêa Junior, C.; Delacoleta, K.; Delacoleta, K.","251","2015","01","31","Southern America","Brazil","Bahia","Brejolândia","Fazenda do Neto, Comunidade Brejão","-43.888061","-12.358914","827","827",NA,"Arbórea, ca. 9m alt. Flores vermelhas. Frutos negros.; Transição entre cerrado e caatinga. Relevo plano.","MBM396289",NA,"Ribas, O.S.; Corrêa Junior, C.",NA,NA,NA,"2015",NA,NA,"-43.888061","-12.358914",NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:35:30-03","MBM","MBM","104749","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","49897",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Conceição do Castelo","Venda Nova, arredores","-41.2439002990723","-20.3682994842529",NA,NA,NA,NA,"MBM104749",NA,"Pennington, T.D.","17824","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:35:30-03","MBM","MBM","288008","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","Krieger, L.","s.n.","1972","01","21","Southern America","Brazil","Minas Gerais","São João del Rey","Casa de Pedra","-44.2616996765137","-21.1355991363525",NA,NA,NA,NA,"MBM288008","MBM288008","Pirani, J.R.","39093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:35:30-03","MBM","MBM","85660","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","Hoehne, W.","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"MBM085660","MBM085660","Pirani, J.R.","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:35:30-03","MBM","MBM","190304","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","Hoehne, W.","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","São Paulo","Parque Estadual","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"MBM190304","MBM190304","Pirani, J.R.","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:35:30-03","MBM","MBM","292578","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","Valente, A.S.M.; et al.; et al.","33","2001","10","21","Southern America","Brazil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,NA,"MBM292578","MBM292578","Valente, A.S.M.","7934","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-01 15:28:26-03","PUC-RIO","FCAB","5810","PreservedSpecimen","Plantae",NA,"Angiospermae","Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","A.M. Miranda; S. Izidoro; S.L. Araújo","1491","1994","03","23",NA,"Brasil","Pernambuco","Floresta","Reserva Ecológica de Serra Negra","-38.5685997009277","-8.60111045837402",NA,NA,NA,"Arbusto com cerca de 2,0 metros de altura; folhas papiráceas; fracamente discolor; frutos imaturos verdes.","005810",NA,"J.R. Pirani","87756","auto",NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2015-11-07 03:05:50-02","MNHN","RECOLNAT_MNHN_P","P02274169","PreservedSpecimen",NA,NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","Blanchet",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia, Rio San Francisco;",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274169' target='other'> <mi>dwc_moreinfo</mi></a>","P02274169","P02274169_01",NA,NA,NA,"isotype",NA,NA,NA,NA,NA,"2797",NA,NA,NA,NA,NA
"72","2015-09-05 06:27:40-03","MNHN","RECOLNAT_MNHN_P","P04695562","PreservedSpecimen",NA,NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","Blanchet",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia, Rio San Francisco;",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04695562' target='other'> <mi>dwc_moreinfo</mi></a>","P04695562","P04695562_01 P04695562_02",NA,NA,NA,"isotype",NA,NA,NA,NA,NA,"2797",NA,NA,NA,NA,NA
"73","2020-12-11 11:38:48-03","UFMG","BHCB","137422","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","Santos, MF; Borges, LM","457","2007","12","15","Southern America","Brasil","Minas Gerais","Itambé do Mato Dentro","APA do Parque Nacional da Serra do Cipó, Distrito de Santana do Rio Preto (Cabeça de Boi) .Terras de José Agostinho, na mata.","-43.402056","-19.396361",NA,NA,NA,"Árvore, 10 m. Folhas brilhantes. Fruto imaturo com pilosidade ocre. Material prensado em álcool.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.402056","-19.396361",NA,NA,NA,NA,NA,NA
"74","2020-12-11 11:38:48-03","UFMG","BHCB","32066","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-11 11:38:48-03","UFMG","BHCB","6172","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","Lopes, MA","s.n.","1984","06","20","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,"Mata Atlântica;arbóreo-8m;flores esverdeadas;",NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-11 11:38:48-03","UFMG","BHCB","30707","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-02-11 17:20:27-03","UFPR","UPCB","16544","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","Hatschbach, G.","49897","1985","10","17",NA,"Brasil","Espírito Santo","Conceição do Castelo","BLOQUEADO",NA,NA,"700","700",NA,"Árvore, 8m, flor creme. Mata pluvial..",NA,NA,"Pennington, T.D.",NA,NA,NA,"1987","01","01","9999","9999",NA,NA,NA,NA,NA,NA
"78","2021-02-11 17:20:27-03","UFPR","UPCB","93120","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","Prim, P.S.","04","2018","03","07",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"Árvore com altura média de 7-9 metros, fruto arila vermelho","UPCB0036203","UPCB0036203","Flores, T. B.",NA,NA,NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-02-11 17:20:27-03","UFPR","UPCB","94379","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","Duran, A. | Bobato, R. | Felippe, C.","13","2013","10","26",NA,"Brasil","Paraná","Fênix","Parque Estadual Vila Rica do Espírito Santo","-51.952222","-23.917778","365","365",NA,NA,"UPCB0042522","UPCB0042522","Felippe, C.",NA,NA,NA,NA,NA,NA,"-51.952222","-23.917778",NA,NA,NA,NA,NA,NA
"80","2008-05-27 22:02:00-03","MO","MOBOT","1843597","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","F.C. Hoehne","Hoehne 28348","1931","10",NA,"South America","Brazil","São Paulo",NA,"São Paulo (Capital), nativa na matta do Parque do Estado e Jardim Botânico, fl.",NA,NA,NA,NA,NA,NA,NA,NA,"T.D. Pennington",NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2011-03-08 11:52:00-03","MO","MOBOT","1843600","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","Jacques S. Blanchet","Blanchet 2797","1828",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T.D. Pennington",NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"82","2011-02-26 21:30:00-03","MO","MOBOT","2479895","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","F.C. Hoehne","Hoehne s.n.2","1931",NA,NA,"South America","Brazil","São Paulo",NA,"São Paulo (Capital), nativa no Parque do Estado e Jardim Botánico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2014-01-01 11:17:00-02","MO","MOBOT","3119746","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","J.U. Santos|Edith L. Taylor|George E. Schatz|Nelson A. Rosa|Carlos S. Rosário|T. Rebbeck|J.B.F. da Silva|M.R. dos Santos","Santos 715","1983","2","27","South America","Brazil","Maranhão",NA,"Munic. de Tuntum, lugar Palmerinha, a 74 km de Tuntum. Mata de terra firme, solo pedregoso.",NA,NA,NA,NA,NA,NA,NA,NA,"T. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2009-12-04 16:24:00-02","MO","MOBOT","3122905","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","Gert G. Hatschbach|J.M. Silva","Hatschbach 49897","1985","10","17","South America","Brazil","Espírito Santo",NA,"Venda Nova, arredores (mun. Conceiçao do Castelo).",NA,NA,"700.00000000",NA,NA,NA,NA,NA,"T.D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2015-10-31 05:50:00-02","MO","MOBOT","3406637","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","Wilson Hoehne","Hoehne 11390","1944",NA,NA,"South America","Brazil","São Paulo",NA,"São Paulo. Parque Estadual de São Paulo.",NA,NA,NA,NA,NA,NA,NA,NA,"J. R. Pirani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-06-22 14:19:04-03","UNESP-IBILCE","SJRP","27925","PreservedSpecimen","Plantae","Tracheophyta","Sapindales","Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","Destro, M.V.P.",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","São José do Rio Preto","córrego da porteira","-49.3925","-21.860278",NA,NA,NA,"Árvore 4 m, inflorescências amarelas;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.3925","-21.860278",NA,NA,"Magnoliopsida",NA,NA,NA
"87","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","14585",NA,"Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","L. Kollmann; et al","4228","2001","08","02",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Arvoreto 10m. Frutos verdes. Flores brancas.","MBML014585","MBML014585","T.B. Flores/2016",NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"88","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","14743",NA,"Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","L. Kollmann; et al","3974","2001","06","19",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Arvoreto 4m no sol. Botões verdes.","MBML014743","MBML014743","T.B. Flores/2016",NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"89","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","15063",NA,"Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","L. Kollmann; et al","4442","2001","08","30",NA,"Brasil","Espírito Santo","Santa Teresa","Várzea Alegre, cachoeira do Madalão","-40.798056","-19.899167",NA,NA,NA,"Arbusto 4m. Frutos marrons. Sementes envolvidos por um (arilo?) vermelho.","MBML015063","MBML015063","F.Z. Saiter/25-IV-2013",NA,NA,NA,NA,NA,NA,"40W47'53","19S53'57",NA,NA,NA,NA,NA,NA
"90","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","20757",NA,"Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","R.R. Vervloet; et al","2356","2003","05","06",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Árvore de 10m, flores de cor branca esverdeada, centro laranja. Topo de morro, dossel 9m.","MBML020757","MBML020757","T.B. Flores/2016",NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA
"91","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","27590",NA,"Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen","2904","2006","10","17",NA,"Brasil","Espírito Santo","Águia Branca","16 de Abril","-40.734722","-18.906944","150","150",NA,"Arvoreta 6m, frutos verdes, arilo branco. Interior de mata alterada.","MBML027590","MBML027590","F.Z. Saiter/25-IV-2013",NA,NA,NA,NA,NA,NA,"40W44'5","18S54'25",NA,NA,NA,NA,NA,NA
"92","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","28094",NA,"Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","L. D. Thomaz","1565","1993","06","30",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Altura 12m, PAP 77cm, caule interno creme. Com frutos.","MBML028094","MBML028094","J.A. Pastore/22-03-2007",NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"93","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","36149",NA,"Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","São-Mateus; et al","6","2008","05","10",NA,"Brasil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante","-40.439139","-18.774639",NA,NA,NA,NA,"MBML036149","MBML036149","J. Gurtler/2018",NA,NA,NA,NA,NA,NA,"40W26'20,9","18S46'28,7",NA,NA,NA,NA,NA,NA
"94","2020-09-04 11:40:37-03","MBML","MBML-HERBARIO","49553",NA,"Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","28","2010","10","15",NA,"Brasil","Espírito Santo","Itarana","Reserva Ecológica Manieiro Matutina - interior do fragmento","-40.918889","-19.890833",NA,NA,NA,"botões imaturos branco esverdeados pequenos, 8m.","MBML049553","MBML049553","T.B. Flores/2016",NA,NA,NA,NA,NA,NA,"40W55'8","19S53'27",NA,NA,NA,NA,NA,NA
"95","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","8108",NA,"Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","S. V. Pereira; et al","24","1990","10","13",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Árvore com aprox. 13 m de alt., cap 46 cm, fruto deiscente com arilo vermelho - setor: 1. I Indivíduo 51 parcela 2 subparcela 2","MBML008108","MBML008108","F.Z. Saiter/25-IV-2013",NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"96","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","13983",NA,"Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","L. Kollmann; et al","3382","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.8908004760742","-18.7549991607666",NA,NA,NA,"Arbusto 2,50m. Frutos verdes.","MBML013983","MBML013983","F.Z. Saiter/25-IV-2013","36480","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2017-11-24 14:11:38-02","UFLA","ESAL","12482","S","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","Gavilanes, ML; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Bom Sucesso","Macaia, Fazenda Botelho","-44.7580986022949","-21.0331001281738",NA,NA,NA,"árvore; 13,0; ;; floresta",NA,NA,NA,"22016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2017-11-24 14:11:38-02","UFLA","ESAL","18946","S","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","Rocha, C","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Coqueiral",NA,"-45.440601348877","-21.1893997192383",NA,NA,NA,"árvore; 25, M; ;; floresta",NA,NA,NA,"16658","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
