"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2016-09-30 01:27:00-03","NY","NYBG","01171794","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","C. A. Cid Ferreira","5060","1984","07","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303228' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171794","Magnoliophyta","Laurales",NA,"H. H. van der Werff","Rondônia","Aríquemes","BR 364, estrada Cuiabá-Porto Velho, km 542, linha C-85, travessão B-40.","-63.0408","-9.91333","NY01171794_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01171785","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","G. T. Prance","14332","1971","07","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372797' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171785","Magnoliophyta","Laurales","(Nees) Kosterm.","K. Kubitzki","Amazonas",NA,"Rio Curuquetê, vicinity of Cachoeira São Bento",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-30 02:04:00-03","NY","NYBG","01171822","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","B. A. Krukoff","6155",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372814' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171822","Magnoliophyta","Laurales",NA,"H. W. Kurz","Amazonas",NA,NA,NA,NA,"NY01171822_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01171787","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","G. T. Prance","14670","1971","07","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372798' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171787","Magnoliophyta","Laurales","(Nees) Kosterm.","K. Kubitzki","Amazonas",NA,"Headwaters of Rio Curuquetê, margin of Igarapé João Bento.",NA,NA,"NY01171787_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01171775","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","G. T. Prance","14409","1971","07","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303214' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171775","Magnoliophyta","Laurales","(Nees) Kosterm.","K. Kubitzki","Amazonas",NA,"Rio Curuquetê, São Paulo, 30 Km above mouth of Rio Coti","-65.5721569","-8.7658225","NY01171775_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","03075096","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","H. Medeiros","1847","2015","06","08","South America","Brazil","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3269075' target='other'> <mi>dwc_moreinfo</mi></a>","NY03075096","Magnoliophyta","Laurales","(Nees) Kosterm.","H. H. van der Werff","Rondônia","Ji-Paraná","Reserva Biológica do Jaru. Rio Jaru.","-61.98172","-10.06561","NY03075096_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01203400","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","C. A. Cid Ferreira","1157","1980","06","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1418703' target='other'> <mi>dwc_moreinfo</mi></a>","NY01203400","Magnoliophyta","Laurales","(Nees) Kosterm.",NA,"Pará","Oriximiná","Rio Mapuera, lado esquerdo","-58.088665","-0.4916751","NY01203400_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01171881","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","D. G. Campbell","P22521","1974","06","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303198' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171881","Magnoliophyta","Laurales","(Nees) Kosterm.","K. Kubitzki","Pará",NA,"Rio Trombetas, 4 km south of Cachoeira Porteira.","-57.0516345","-1.1199745","NY01171881_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01171832","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","C. A. Cid Ferreira","430","1979","08","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303208' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171832","Magnoliophyta","Laurales","(Nees) Kosterm.","K. Kubitzki","Amazonas","Itapiranga","Rio Uatumã margem direita, mata de várzea solo argiloso.","-58.7269878","-2.3065914","NY01171832_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01171819","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","W. W. Thomas","5171","1986","06","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303233' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171819","Magnoliophyta","Laurales","(Nees) Kosterm.","H. H. van der Werff","Rondônia","Porto Velho","Represa Samuel: along igarapé Japim, ca. 2 hours upstream from dam by boat.","-63.333333","-8.816667","NY01171819_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01171788","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","G. T. Prance","14670","1971","07","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372799' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171788","Magnoliophyta","Laurales","(Nees) Kosterm.","K. Kubitzki","Amazonas",NA,"Headwaters of Rio Curuquetê, margin of Igarapé João Bento.",NA,NA,"NY01171788_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-30 01:27:00-03","NY","NYBG","01171809","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","C. A. Cid Ferreira","1513","1980","07","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303224' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171809","Magnoliophyta","Laurales",NA,"K. Kubitzki","Pará","Oriximiná","Rio Trombetas, margem esquerda do lao Mauecué.","-55.8658","-1.7658","NY01171809_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-30 01:27:00-03","NY","NYBG","01171816","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","J. L. Zarucchi","3017","1983","07","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303231' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171816","Magnoliophyta","Laurales",NA,"H. H. van der Werff","Amazonas","Maués","Basin of Rio Maués, along Rio Parauari above mouth of Rio Amanã.","-57.916667","-4.666667","NY01171816_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01203402","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","C. A. Cid Ferreira","9895","1989","01","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1418705' target='other'> <mi>dwc_moreinfo</mi></a>","NY01203402","Magnoliophyta","Laurales","(Nees) Kosterm.",NA,"Amazonas","Atalaia do Norte","Rio Javari, localidades Estirão do Equador a 3 km da estrada do campo de pouso","-71.6182101","-4.5300408","NY01203402_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","777796","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","R. Simão-Bianchini","1420","2000","09","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=683128' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777796","Magnoliophyta","Laurales","(Nees) Kosterm.","S. A. Nicolau","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Trilha da Mococa","-45.4097","-23.6203","NY00777796_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01171783","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","G. T. Prance","14409","1971","07","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372795' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171783","Magnoliophyta","Laurales","(Nees) Kosterm.","K. Kubitzki","Amazonas",NA,"Rio Curuquetê, São Paulo, 30 Km above mouth of Rio Coti","-65.5721569","-8.7658225","NY01171783_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01203401","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","C. A. Cid Ferreira","1323","1980","07","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1418704' target='other'> <mi>dwc_moreinfo</mi></a>","NY01203401","Magnoliophyta","Laurales","(Nees) Kosterm.",NA,"Pará","Oriximiná","Rio Trombetas, margem esquerda em frente a Mineraçao Santa Patricia.","-56.4489985","-1.6942627","NY01203401_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-30 02:04:00-03","NY","NYBG","01171823","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","W. A. Ducke","s.n.","1904","09","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372816' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171823","Magnoliophyta","Laurales",NA,"H. W. Kurz","Amazonas",NA,NA,NA,NA,"NY01171823_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-30 02:04:00-03","NY","NYBG","01171796","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","C. A. Cid Ferreira","7670","1986","08","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372802' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171796","Magnoliophyta","Laurales",NA,"H. H. van der Werff","Pará","Oriximiná","Margem direita do rio Mapuera, entre as Cachoeira Paraiso Grande e Maracajá. Área do reservatório da 2ª etapa.","-57.583333","-0.966667","NY01171796_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01171774","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","G. T. Prance","14405","1971","07","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372794' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171774","Magnoliophyta","Laurales","(Nees) Kosterm.","K. Kubitzki","Amazonas",NA,"Rio Curuquetê, vicinity of Cachoeira Santo Antonio","-65.67","-8.33","NY01171774_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01171792","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","G. T. Prance","23810","1976","10","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303213' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171792","Magnoliophyta","Laurales","(Nees) Kosterm.","K. Kubitzki","Amazonas",NA,"Seven hours above Paaumari.",NA,NA,"NY01171792_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-30 02:04:00-03","NY","NYBG","01171812","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","L. V. Ferreira","121","1992","01","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372806' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171812","Magnoliophyta","Laurales",NA,"L. V. Ferreira","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00918020","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","N. A. Rosa","2145","1977","06","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985502' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918020","Magnoliophyta","Laurales","(Nees) Kosterm.","H. H. van der Werff","Mato Grosso",NA,"Margem esquerda do R. Juruena, arredores do acampamento da promisa, terreno de rocha de granito, SC 21 VC.","-58.3804411","-11.0249185","NY00918020_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-30 01:27:00-03","NY","NYBG","01171817","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","C. C. Berg","P19794","1973","08","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303201' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171817","Magnoliophyta","Laurales",NA,"K. Kubitzki","Amazonas",NA,"Lago do Janauacá souyh of Rio Solimões.","-60.35","-3.4","NY01171817_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-30 02:04:00-03","NY","NYBG","01171821","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","B. A. Krukoff","5185","1933","07","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372815' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171821","Magnoliophyta","Laurales",NA,"H. W. Kurz","Amazonas",NA,NA,NA,NA,"NY01171821_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01202629","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","G. T. Prance","14332","1971","07","15","South America","Brazil","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1411814' target='other'> <mi>dwc_moreinfo</mi></a>","NY01202629","Magnoliophyta","Laurales","(Nees) Kosterm.","K. Kubitzki","Amazonas",NA,"Rio Curuquetê, vicinity of Cachoeira São Bento",NA,NA,"NY01202629_01 NY01202629_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-09-30 02:04:00-03","NY","NYBG","01171824","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","B. A. Krukoff","4579",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372813' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171824","Magnoliophyta","Laurales",NA,"H. W. Kurz","Amazonas",NA,NA,NA,NA,"NY01171824_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00918019","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","N. A. Rosa","2132","1977","06","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985501' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918019","Magnoliophyta","Laurales","(Nees) Kosterm.","H. H. van der Werff","Mato Grosso",NA,"Margem esquerda do rio Juruena, SC 21 VC PT.","-58.3804411","-11.0249185","NY00918019_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1018803","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","A. C. Giannerini","35","2006","12","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1262450' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018803","Magnoliophyta","Laurales","(Nees) Kosterm.",NA,"Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Borda esquerda de quem volta da estrada que dáacesso o ponte do Maromba, ao lado da pedra, próximo a entrada de residências.","-44.5631","-22.4961","NY01018803_01","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","03097625","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","N. C. Bigio","1819","2015","06","09","South America","Brazil","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3303918' target='other'> <mi>dwc_moreinfo</mi></a>","NY03097625","Magnoliophyta","Laurales","(Nees) Kosterm.","H. H. van der Werff","Rondônia","Vale do Anari","REBIO Jaru. Rio Machado, margem esquerda.","-61.9664","-10.0781","NY03097625_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01171789","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","G. T. Prance","20589","1974","03","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303235' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171789","Magnoliophyta","Laurales","(Nees) Kosterm.","K. Kubitzki","Amazonas","Manaus","Margin of Igapó Açu at crossing with BR319, Manaus-Porto Velho Road.","-61.2922525","-4.7112393","NY01171789_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-30 01:27:00-03","NY","NYBG","01171814","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","A. J. Henderson","407","1985","05","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303204' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171814","Magnoliophyta","Laurales",NA,"H. H. van der Werff","Amazonas","Borba","BR 230, Estrada Transamazônica, 1 - 5km upstream from Sucunduri, along margin of river.","-59","-6.833333","NY01171814_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01171810","PreservedSpecimen","Plantae","Lauraceae","Licaria","armeniaca","Licaria armeniaca","D. G. Campbell","P22348","1974","05","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303202' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171810","Magnoliophyta","Laurales","(Nees) Kosterm.","K. Kubitzki","Pará",NA,"Rio Trombetas, near Cachoeira Porteira. Igapó.","-57.0516345","-1.0837999","NY01171810_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
