"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","class","relatedCatalogItem","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","eventTime","individualCount","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","dayIdentified"
"11","2020-12-21 16:30:42-03","MBM","MBM","84129","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki","PARATYPE","Coêlho, L.; Lima, J.; Monteiro, O.P.; Lima, J.; Monteiro, O.P.","1978","1968","05","08","Southern America","Brazil","Amazonas","Manaus","Estrada Manaus - Itacoatiara, km 104","-60.0250015258789","-3.10193991661072",NA,"Árvore de 18m de altura x 25cm de diâmetro; flores esverdeadas.; Mata de terra firme; solo argiloso.","MBM084129","MBM084129","Kubitzki, K.",NA,NA,"1978",NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA
"12","2020-12-21 16:30:42-03","MBM","MBM","319450","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki","PARATYPE","Rodrigues, W.","8277","1966","12","02","Southern America","Brazil","Amazonas","Manaus","Reserva Florestal Ducke","-60.0250015258789","-3.10193991661072",NA,"Árvore de 18 m de altura por 30 cm de diâmetro. Frutos ainda verdes.; Mata de terra firme, argilosa.","MBM319450","MBM319450","Vicentini, A.",NA,NA,"2019","12","138090","auto",NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:30:42-03","MBM","MBM","229169","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"Assunção, P.A.C.L.","222",NA,NA,NA,"Southern America","Brazil","Amazonas","Manaus","Reserva Florestal Ducke","-60.0250015258789","-3.10193991661072",NA,NA,"MBM229169","MBM229169","Vicentini, A.",NA,NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA
"14","2016-10-10 14:14:00-03","MO","MOBOT","100933365","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"J. A. de Souza","Souza 58","1968","7","24","South America","Brazil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke: Reserva Florestal Ducke.","-59.9666667","-2.8833333",NA,NA,NA,NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"15","2008-05-27 22:02:00-03","MO","MOBOT","1543808","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"Scott A. Mori","Mori 15983","1983","9","8","South America","Brazil","Amapá",NA,"Camaipi. EMBRAPA reserve and vicinity.","-51.61666","0.16666",NA,NA,NA,NA,"A. Vicentini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2008-05-27 22:02:00-03","MO","MOBOT","1827975","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"Coelho","Coelho s.n.","1968","5","8","South America","Brazil","Amazonas",NA,"Estrada Manaus-Itacoatiara km 104; mata de terra firme; solo argiloso.",NA,NA,NA,NA,NA,NA,"K. Kubitzki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2008-05-27 22:02:00-03","MO","MOBOT","1828078","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"* AHMAD","AHMAD INPA/WWF 1301.1756","1986","7","24","South America","Brazil","Amazonas",NA,"Municipio de Manaus, Distrito Agropecuario da SUFRAMA Rodovia BR-174, Km 64 depois 23 Km Leste na ZF3, Fazenda Esteio. Reserva No. 1301 do projeto Dinamica Biologica de Fragmentos Florestais. Mata de terra firme sobre latosolo amarelo amostras nao analizadas.","-59.85","-2.38333",NA,NA,NA,NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2008-05-27 22:02:00-03","MO","MOBOT","1828079","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"KURZ","KURZ 30","1980","8","18","South America","Brazil","Amazonas",NA,"Reserva Ducke.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2014-04-05 06:07:00-03","MO","MOBOT","1828047","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"Alberto Vicentini|P. A. Costa Lima Assunção","Vicentini 1180","1996","5","20","South America","Brazil","Amazonas",NA,"Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Em área de sub-bosque limpo em estação meteorológica. Floresta de Platô. Solo argiloso, dossel.","-59.96666","-2.88333",NA,NA,NA,NA,"A. Vicentini & H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-10-10 14:48:00-03","MO","MOBOT","100933381","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"L.F. Coêlho","Coêlho INPA 21226","1968","5","8","South America","Brazil","Amazonas","Manaus","Estrada Manaus-Itacoatiara km 104.","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,"H. van der Werff (MO)",NA,NA,NA,NA,"138090","auto",NA,"1",NA,NA,NA,NA,NA
"21","2016-10-10 14:53:00-03","MO","MOBOT","100933382","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"William A. Rodrigues|Osmarino","Rodrigues 8277","1966","12","2","South America","Brazil","Amazonas","Manaus","Reserva Florestal Ducke, árvore 2517 do levantamento 106.","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,"Vicentini, A.",NA,NA,NA,NA,"138090","auto",NA,"1",NA,NA,NA,NA,NA
"22","2014-01-03 21:46:00-02","MO","MOBOT","1828060","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"J.R. Nascimento|E. da C. Pereira","Nascimento 616","1994","11","3","South America","Brazil","Amazonas",NA,"Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Em área de sub-bosque limpo em frente a estação meteorológica. Floresta de Platô. Solo argiloso, dossel.","-59.96666","-2.88333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2014-04-05 06:07:00-03","MO","MOBOT","1827989","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"Alberto Vicentini|P. A. Costa Lima Assunção","Vicentini 600","1994","7","12","South America","Brazil","Amazonas",NA,"Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Em frente a estação meteorológica, área de sub-bosque limpo. Floresta de Platô. Solo argiloso, dossel.","-59.96666","-2.88333",NA,NA,NA,NA,"A. Vicentini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2014-04-05 06:07:00-03","MO","MOBOT","1827983","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"P. A. Costa Lima Assunção","Assunção 222","1995","8","23","South America","Brazil","Amazonas",NA,"Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Em frente a estação meteorológica, área de sub-bosque limpo. Floresta de Platô. Solo argiloso, dossel.","-59.96666","-2.88333",NA,NA,NA,NA,"A. Vicentini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2014-04-05 06:07:00-03","MO","MOBOT","1827996","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"Alberto Vicentini|P. A. Costa Lima Assunção","Vicentini 608","1994","7","13","South America","Brazil","Amazonas",NA,"Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Entrando pela trilha a direita do km 0.35 da estrada alojamento-torre. Floresta de Vertente. Solo argiloso, subosque.","-59.96666","-2.88333",NA,NA,NA,NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2014-04-05 06:07:00-03","MO","MOBOT","1827962","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"P. A. Costa Lima Assunção","Assunção 142","1995","1","16","South America","Brazil","Amazonas",NA,"Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Próximo a estação meteorológica. Floresta de Vertente. Solo argiloso.","-59.96666","-2.88333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-01-10 20:48:11-03","INPA","INPA","21226","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"Coêlho, LF","INPA21226","1968","05","08","Southern America","Brasil","Amazonas","Manaus","AM 010, km 104, Estrada Manaus-Itacoatiara km 104.","-59.4626","-2.806185",NA,NA,"INPA0021226","INPA0021226 INPA0021226_e","Kubitzki, K",NA,NA,"1978",NA,NA,NA,NA,NA,"-59.4626","-2.806185",NA,NA,NA
"28","2021-01-10 20:48:11-03","INPA","INPA","10016","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"Rodrigues, WA","2666a","1961","10","19","Southern America","Brasil","Amazonas","Manaus","Igarapé do Bindá., Igarapé do Bindá","-60.027419","-3.122222",NA,NA,"INPA0010016","INPA0010016 INPA0010016_e INPA0010016_e1","Vicentini, A",NA,NA,"1998","01",NA,NA,NA,NA,"-60.027419","-3.122222",NA,NA,NA
"29","2020-08-31 09:11:00-03","INPA","INPA","110443","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"Revilla, J","7039","1982","10","08","Southern America","Brasil","Pará",NA,"Rio Trombetas, Monte Branco, Monte Branco, Rio Trombetas, Jazida de Bauxita de Alcoa Mineração, Monte Branco, Acampamento 22","-55.8","-1.7",NA,NA,"INPA0110443","INPA0110443 INPA0110443_e INPA0110443_e1","Vicentini, A",NA,NA,"1997",NA,NA,NA,NA,NA,"-55.8","-1.7",NA,NA,NA
"30","2021-01-10 20:48:11-03","INPA","INPA","14360","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"Rodrigues, WA","5667","1964","01","14","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, Q. 17","-59.966667","-2.883333",NA,NA,"INPA0014360","INPA0014360 INPA0014360_e INPA0014360_e1","Kubitzki, K",NA,NA,"1978",NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA
"31","2021-01-10 20:48:11-03","INPA","INPA","14906","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki","holotype","Rodrigues, WA","5962","1964","07","21","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Estrada Manaus-Itacoatiara, km 26, Reserva Florestal Ducke, margem direita da estrada","-59.966667","-2.883333",NA,NA,"INPA0014906","INPA0014906 INPA0014906_1 INPA0014906_1e INPA0014906_2 INPA0014906_2e INPA0014906_3 INPA0014906_3e INPA0014906_e INPA0014906_e1 INPA0014906_f INPA0014906_fe",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA
"32","2021-01-10 20:48:11-03","INPA","INPA","149687","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"Kubitzki, K","87-53","1987","11","20","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Adolfo Ducke.","-59.966667","-2.883333",NA,NA,"INPA0149687","INPA0149687 INPA0149687_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA
"33","2020-08-31 09:11:00-03","INPA","INPA","15699","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki","paratype","Rodrigues, WA","7038","1965","08","25","Southern America","Brasil","Amazonas","Rio Preto da Eva","AM 010, Km 73., Estrada Manaus-Itacoatiara, km 73. Solo argiloso, terra firme.","-59.631364","-2.637675",NA,NA,"INPA0015699","INPA0015699 INPA0015699_1 INPA0015699_1e INPA0015699_1e1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-59.631364","-2.637675",NA,NA,NA
"34","2021-01-10 20:48:11-03","INPA","INPA","17275","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki","paratype","Rodrigues, WA","7915","1966","06","20","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke. Mata de terra firme, solo argiloso.","-59.966667","-2.883333",NA,NA,"INPA0017275","INPA0017275 INPA0017275_1 INPA0017275_1e INPA0017275_1e1 INPA0017275_e","Werff, HH van der",NA,NA,"1992",NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA
"35","2021-01-10 20:48:11-03","INPA","INPA","17494","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki","paratype","Rodrigues, WA","8133","1966","06","23","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke. Mata de terra firme, solo argiloso.","-59.966667","-2.883333",NA,NA,"INPA0017494","INPA0017494 INPA0017494_e INPA0017494_e1","Werff, HH van der",NA,NA,"1992",NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA
"36","2021-01-10 20:48:11-03","INPA","INPA","17554","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki","paratype","Rodrigues, WA","8193","1966","07","20","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke. Mata de terra firme, solo argiloso.","-59.966667","-2.883333",NA,NA,"INPA0017554","INPA0017554 INPA0017554_e INPA0017554_e1","Werff, HH van der",NA,NA,"1992",NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA
"37","2021-01-10 20:48:11-03","INPA","INPA","17592","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki","paratype","Rodrigues, WA","8205","1966","07","29","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke","-59.966667","-2.883333",NA,NA,"INPA0017592","INPA0017592 INPA0017592_e INPA0017592_e1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA
"38","2021-01-10 20:48:11-03","INPA","INPA","177260","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"Nascimento, JR do","616","1994","11","03","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Em área de sub-bosque limpo em frente a estação meteorológica.","-59.966667","-2.883333",NA,NA,"INPA0177260","INPA0177260 INPA0177260_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA
"39","2021-01-10 20:48:11-03","INPA","INPA","177311","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"Vicentini, A","600","1994","07","12","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Estação meteorológica, no bosque da silvicultura","-59.966667","-2.883333",NA,NA,"INPA0177311","INPA0177311 INPA0177311_e","Vicentini, A",NA,NA,NA,NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA
"40","2021-01-10 20:48:11-03","INPA","INPA","177314","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"Vicentini, A","608","1994","07","13","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Entrando pela trilha a direita do km 0.35 da estrada alojamento-torre.","-59.966667","-2.883333",NA,NA,"INPA0177314","INPA0177314 INPA0177314_e","Vicentini, A",NA,NA,NA,NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA
"41","2021-01-10 20:48:11-03","INPA","INPA","177530","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"Assunção, PACL","142","1995","01","16","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Próximo a estação meteorológica.","-59.966667","-2.883333",NA,NA,"INPA0177530","INPA0177530 INPA0177530_e","Vicentini, A",NA,NA,NA,NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA
"42","2021-01-10 20:48:11-03","INPA","INPA","18564","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"Rodrigues, WA","8277","1966","12","02","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, árvore 2517 do levantamento 106","-59.966667","-2.883333",NA,NA,"INPA0018564","INPA0018564 INPA0018564_e","Vicentini, A",NA,NA,NA,NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA
"43","2021-01-10 20:48:11-03","INPA","INPA","185660","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"Assunção, PACL","222","1995","08","23","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Estação meteorológica, no bosque da silvicultura","-59.966667","-2.883333",NA,NA,"INPA0185660","INPA0185660 INPA0185660_e","Vicentini, A",NA,NA,"1994","10",NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA
"44","2021-01-10 20:48:11-03","INPA","INPA","189749","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"Vicentini, A","1180","1996","05","20","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Em área de sub-bosque limpo em frente a estação meteorológica.","-59.966667","-2.883333",NA,NA,"INPA0189749","INPA0189749 INPA0189749_e","Werff, HH van der",NA,NA,NA,NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA
"45","2021-01-10 20:48:11-03","INPA","INPA","21297","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"Souza, JA de","58","1968","07","24","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke","-59.966667","-2.883333",NA,NA,"INPA0021297","INPA0021297 INPA0021297_e","Werff, HH van der",NA,NA,"1992",NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA
"46","2021-01-10 20:48:11-03","INPA","INPA","232160","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"Castilho, CV de","1348","2003","06","09","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O9, km 6.5.","-59.900413","-2.989536",NA,NA,"INPA0232160","INPA0232160 INPA0232160_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-59.900413","-2.989536","96","96",NA
"47","2021-01-10 20:48:11-03","INPA","INPA","23859","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"Souza, JA de","228","1968","10","24","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke","-59.966667","-2.883333",NA,NA,"INPA0023859","INPA0023859 INPA0023859_e INPA0023859_e1","Werff, HH van der",NA,NA,"1992",NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA
"48","2021-01-10 20:48:11-03","INPA","INPA","284277","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Aniba","ferrea","Aniba ferrea","Kubitzki",NA,"Cabral, FN","1518","2017","05","19","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Trilha do Jardim Botânico - MUSA.","-59.940047","-3.006117",NA,NA,"INPA0284277",NA,"Domingos, DQ",NA,NA,"2019","04",NA,NA,NA,NA,"-59.940047","-3.006117",NA,NA,"15"
