"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount"
"48","2015-09-04 21:14:21-03","MNHN","RECOLNAT_MNHN_P","P05315372","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Glaziou, A.",NA,"1876","1","9",NA,"Brasil","Rio de Janeiro",NA,"Province de Rio de Janeiro. Fazenda S. Miguel, Parreiras.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05315372' target='other'> <mi>dwc_moreinfo</mi></a>","P05315372","P05315372_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8365",NA
"49","2015-09-04 21:14:21-03","MNHN","RECOLNAT_MNHN_P","P05315373","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Glaziou, A.",NA,"1889","9","12",NA,"Brasil","Minas Gerais",NA,"Serra d´Itabira do Campo.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05315373' target='other'> <mi>dwc_moreinfo</mi></a>","P05315373","P05315373_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16930",NA
"50","2015-09-04 21:14:21-03","MNHN","RECOLNAT_MNHN_P","P05315374","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Glaziou, A.",NA,"1888","9","22",NA,"Brasil","Rio de Janeiro",NA,"Alto Macahé.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05315374' target='other'> <mi>dwc_moreinfo</mi></a>","P05315374","P05315374_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17554",NA
"51","2015-09-04 21:14:21-03","MNHN","RECOLNAT_MNHN_P","P05315375","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Glaziou, A.",NA,"1888","9","22",NA,"Brasil","Rio de Janeiro",NA,"Alto Macaé.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05315375' target='other'> <mi>dwc_moreinfo</mi></a>","P05315375","P05315375_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17554",NA
"52","2015-09-04 21:14:21-03","MNHN","RECOLNAT_MNHN_P","P05315376","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Lund",NA,"1834","1","1",NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05315376' target='other'> <mi>dwc_moreinfo</mi></a>","P05315376","P05315376_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1047",NA
"53","2015-09-04 21:14:21-03","MNHN","RECOLNAT_MNHN_P","P05315377","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Riedel",NA,"1833","11","1",NA,"Brasil","São Paulo","Taubaté",NA,"-45.5499992370605","-23.0200004577637","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05315377' target='other'> <mi>dwc_moreinfo</mi></a>","P05315377","P05315377_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25704","auto",NA,"1433",NA
"54","2020-12-11 11:38:28-03","UFMG","BHCB","185986","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Gontijo, FD","367","2014","10","06","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.256553","-20.595914",NA,"Arbustivo/Subarbustivo; Frutificação; Às margens de córrego. Altura 3m; Floresta estacional semidecidual","BHCB185986",NA,NA,NA,NA,NA,NA,NA,"-43.256553","-20.595914",NA,NA,NA,NA,NA,NA,NA
"55","2020-12-11 11:38:28-03","UFMG","BHCB","63632","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Castro, RM","747","2001","12","09","Southern America","Brasil","Minas Gerais","Descoberto",NA,"-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11991","auto",NA,NA,NA
"56","2020-12-11 11:38:28-03","UFMG","BHCB","76057","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Pifano, DS","100","2001","10","31","Southern America","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA
"57","2020-12-11 11:38:28-03","UFMG","BHCB","63624","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Valente, A","48","2001","11","23","Southern America","Brasil","Minas Gerais","Lima Duarte","Conceição do Ibitipoca.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA
"58","2021-02-11 17:20:11-03","UFPR","UPCB","45481","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Valente, A.S.M.","48","2001","11","23",NA,"Brasil","Minas Gerais","Conceição do Ibitipoca","Vilarejo de Mogol",NA,NA,NA,"Arvoreta ca. 4m, frutos amarelos, mata baixa, frequente..","UPCB0019597","UPCB0019597","Goldenberg, R.",NA,NA,NA,"2002","01",NA,NA,NA,NA,NA,NA,"01",NA,NA
"59","2021-02-11 17:20:13-03","UFPR","UPCB","84402","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Sobral, M.","15109","2012","10","25",NA,"Brasil","Minas Gerais","Carandaí",NA,"-43.728","-20.945",NA,"Árvore 3m, em beira de mata; frutos imaturos..","UPCB0019065","UPCB0019065","Goldenberg, R.","1097","1097",NA,"2013",NA,"-43.728","-20.945",NA,NA,NA,NA,NA,NA,NA
"60","2021-02-11 17:20:13-03","UFPR","UPCB","63557","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Lucas, E.J.","705","2006","11","25",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro.",NA,"-20.724167",NA,"Árvore ca. 3m, frutos verdes. Floresta ombrófila densa..","UPCB0019612","UPCB0019612","Goldenberg, R.","1240","1240",NA,"2008","01",NA,"-20.724167",NA,NA,NA,NA,"01",NA,NA
"61","2021-02-11 17:20:13-03","UFPR","UPCB","88599","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Fonseca, R.S. | Simão M.V.C.","820","2010","10","16",NA,"Brasil","Minas Gerais","Viçosa","Estação de Pesquisa, Treinamento e Educação Ambiental Mata do Paraíso, Trilha do Aceiro","-42.8819007873535","-20.7539005279541",NA,"Floresta Estacional Semidecidual; área aberta; arbusto; inflorescência paniculada; flores de corola, estames e estilete brancos, leve odor..","UPCB0031992","UPCB0031992","Goldenberg, R.",NA,NA,NA,"2011",NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA
"62","2021-02-11 17:20:11-03","UFPR","UPCB","45482","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Pifano, D.S.","100","2001","10","31",NA,"Brasil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,"Árvore ca. 4,5m, frutos imaturos verdes. Encosta do interior da mata em local luminoso..","UPCB0019066","UPCB0019066","Goldenberg, R.",NA,NA,NA,"2002","01",NA,NA,NA,NA,"36144","auto","01",NA,NA
"63","2021-02-11 17:20:11-03","UFPR","UPCB","45483","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Pifano, D.S.","172","2001","11","28",NA,"Brasil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,"Arvoreta ca. 3m, frutos em maturação amarelos. Borda da mata em local de capoeira..","UPCB0019611","UPCB0019611","Goldenberg, R.",NA,NA,NA,"2002","01",NA,NA,NA,NA,"36144","auto","01",NA,NA
"64","2021-02-11 17:20:13-03","UFPR","UPCB","56157","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Mota, N.F.O.","374","2005","10","01",NA,"Brasil","Minas Gerais","Carandaí","Pedra do Sino Hotel Fazenda, BR 040 km 6, Mata do Bugiu","-43.8064002990723","-20.9535999298096",NA,"Arbusto 3m, em borda de mata, flor creme..","UPCB0019067","UPCB0019067","Goldenberg, R.","1000","1200",NA,"2007","01",NA,NA,NA,NA,"23079","auto","01",NA,NA
"65","2021-02-11 17:20:11-03","UFPR","UPCB","43083","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Kuhlmann, J.G.",NA,"1995","11","16",NA,"Brasil","Minas Gerais","Viçosa","Represa","-42.8819007873535","-20.7539005279541",NA,NA,"UPCB0019259","UPCB0019259","Goldenberg, R.",NA,NA,NA,"2001","01",NA,NA,NA,NA,"13937","auto","01",NA,NA
"66","2021-02-11 17:20:13-03","UFPR","UPCB","45921","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Forzza, R.C.","1904","2001","10","14",NA,"Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Árvore no interior da mata, ca. 8m alt. Folhas discolores. Flores creme..","UPCB0019609","UPCB0019609","Goldenberg, R.",NA,NA,NA,"2002","01",NA,NA,NA,NA,"11991","auto","01",NA,NA
"67","2021-02-11 17:20:11-03","UFPR","UPCB","45016","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Castro, R.M.de","623","2001","10","31",NA,"Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica Municipal de Santa Cândida","-43.3502998352051","-21.7642002105713",NA,"Árvore ca 7m, heliófita, botões florais com cálice verde e corola alva, flores alvas, folhas de cor variando de verde a vermelho, passando pelo amarelo..","UPCB0019257","UPCB0019257","Goldenberg, R.",NA,NA,NA,"2001","01",NA,NA,NA,NA,"36144","auto","01",NA,NA
"68","2021-02-11 17:20:11-03","UFPR","UPCB","45015","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Castro, R.M.de","624","2001","10","31",NA,"Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica Municipal de Santa Cândida","-43.3502998352051","-21.7642002105713",NA,"Árvore ca. 7m, borda da mata altamente frequente neste micro ambiente. Heliófita. Botões florais com cálice verde e corola alva, flores alvas, folhas de cor variando de verde a vermelho..","UPCB0019256","UPCB0019256","Goldenberg, R.",NA,NA,NA,"2001","01",NA,NA,NA,NA,"36144","auto","01",NA,NA
"69","2021-02-11 17:20:11-03","UFPR","UPCB","45014","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Castro, R.M.de","9","2001","11","05",NA,"Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica Municipal Santa Cândida","-43.3502998352051","-21.7642002105713",NA,"Árvore baixa, ca. 3m, folha discolor com a face abaxial mais clara (verde), glabra ou levemente pilosa, frutos amarelados. Planta de grande abundância na mata..","UPCB0019258","UPCB0019258","Goldenberg, R.",NA,NA,NA,"2001","12",NA,NA,NA,NA,"36144","auto",NA,NA,NA
"70","2021-02-11 17:20:11-03","UFPR","UPCB","45087","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Pifano, D.S.","214","2001","12","01",NA,"Brasil","Minas Gerais","Descoberto","Reserva Biológica Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Árvore ca. 7m, frutos amarelos, próxima ao curso d'água e em local de muita luz..","UPCB0019598","UPCB0019598","Goldenberg, R.",NA,NA,NA,"2002","01",NA,NA,NA,NA,"11991","auto","01",NA,NA
"71","2021-02-11 17:20:11-03","UFPR","UPCB","39957","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Almeida, V.C.de","42","1994","11","23",NA,"Brasil","Minas Gerais","Lima Duarte","São José dos Lopes, Boqueirão, Pasto da Serra","-43.793098449707","-21.8425006866455",NA,"Árvore com ±3m de altura..","UPCB0019260","UPCB0019260","Goldenberg, R.",NA,NA,NA,"1999","01",NA,NA,NA,NA,"30417","auto","01",NA,NA
"72","2021-02-11 17:20:11-03","UFPR","UPCB","39956","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Almeida, V.C.de","42","1994","10","12",NA,"Brasil","Minas Gerais","Lima Duarte","São José dos Lopes, Fazenda da Serra, Alto da Serra","-43.793098449707","-21.8425006866455",NA,"Árvore com 6m de altura, em solo pobre. Nome vulgar: carvãozinho..","UPCB0019255","UPCB0019255","Goldenberg, R.",NA,NA,NA,"1999","01",NA,NA,NA,NA,"30417","auto","01",NA,NA
"73","2021-02-11 17:20:13-03","UFPR","UPCB","62976","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Mezzonato, A.C.","21","2008","10","25",NA,"Brasil","Minas Gerais","Lima Duarte","Serra Negra, RPPN Serra Negra.","-43.793098449707","-21.8425006866455",NA,"Arvoreta ca. 2m, borda da mata, botão amarelo-esverdeado..","UPCB0019068","UPCB0019068","Goldenberg, R.",NA,NA,NA,"2009","01",NA,NA,NA,NA,"30417","auto","01",NA,NA
"74","2021-02-11 17:20:13-03","UFPR","UPCB","62054","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Torres, R.B.","1788","2006","11","04",NA,"Brasil","São Paulo","Santo Antônio do Pinhal","Sítio Matão.","-45.6599998474121","-22.8199996948242",NA,"Árvore 5m, frutos maduros amarelos. Clareira na borda da trilha. Floresta ombrófila dnsa montana/mista..","UPCB0019064","UPCB0019064","Goldenberg, R.","1154","1154",NA,"2007","01",NA,NA,NA,NA,"10885","auto","01",NA,NA
"75","2016-09-14 05:18:00-03","MO","MOBOT","3256898","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Paul J. M. Maas|Gustavo Martinelli","Maas 3153","1977","10","10","South America","Brazil","Rio de Janeiro",NA,"Parque nacional do Itatiaia, forested margins of Rio Campo Belo.","-44.5666667","-22.5",NA,NA,NA,NA,"John J. Wurdack","850.00000000","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"76","2017-11-24 14:11:33-02","UFLA","ESAL","16257","S","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Oliveira Filho, AT; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Carrancas","Chapada das Perdizes","-44.6425018310547","-21.4874992370605",NA,"; ; ;; floresta",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,"21143","auto",NA,NA,NA
"77","2019-08-20 12:04:51-03","UFLA","ESAL","31726","S","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Domingos, D Q","s.n.","2007","01","13",NA,"Brasil","Minas Gerais","Coqueiral",NA,"-45.440601348877","-21.1893997192383",NA,"Arvoreta 4m altura; Floresta semidecídua",NA,NA,"Pifano, D S","900","900",NA,"2009","01",NA,NA,NA,NA,"16658","auto",NA,NA,NA
"78","2017-11-24 14:11:33-02","UFLA","ESAL","17313","S","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Bocaina de Minas",NA,"-44.3946990966797","-22.1674995422363",NA,"árvore; 6,0m; ;; floresta",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,"35110","auto",NA,NA,NA
"79","2017-11-24 14:11:33-02","UFLA","ESAL","26417","S","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Castro, RM","3049",NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana e Catas Altas","Vale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2018-10-05 13:28:15-03","UFLA","ESAL","15432","S","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Fontes, MAL","44",NA,NA,NA,NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,"árvore; 5,5; ;; floresta",NA,NA,NA,"1450","1450",NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA
"81","2017-11-24 14:11:33-02","UFLA","ESAL","25308","S","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Naves, RP","22",NA,NA,NA,NA,"Brasil","Minas Gerais","Varginha","Parque São Francisco","-45.4303016662598","-21.551399230957",NA,"árvore; 3m; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17646","auto",NA,NA,NA
"82","2019-06-10 10:11:10-03","FZB-BH","BHZB","7190","S","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla",NA,"Rezende, S.G et al.","2259","2007","10","09",NA,"Brasil","MG","Santa Bárbara","Região Sumidouro","-43.501667","-20.023056",NA,"Doação Sete Soluções Consultoria em Novembro de 2008. BHCB 122077. Outros coletores: Mendes, M.S. Pena, F.S.R. Neves, G.S. Lat: 20º 1' 23 S, Long: 43º 30' 6, W; Alt: 777 m.",NA,NA,"Pena, F.S.R.","777","777",NA,NA,NA,"43W 30' 06","20S 01' 23",NA,NA,NA,NA,NA,NA,NA
"83","2020-09-12 05:00:02-03","US","US","1361003","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","-. Sellow",NA,NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,"US01917134","US01917134_01 US01917134_02",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"84","2020-09-12 05:00:02-03","US","US","279855","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","F. Sello",NA,NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01917128","US01917128_01 US01917128_02",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"85","2020-09-12 05:00:02-03","US","US","2848173","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","P. J. M. Maas & G. Martinelli",NA,"1977","10","10","South America - Neotropics","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, forested margins of Rio Campo Belo","-44.5633010864258","-22.4960994720459",NA,NA,"US01917127","US01917127_01 US01917127_02",NA,"850","900",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"19648","auto",NA,NA,"1"
"86","2020-09-12 05:00:02-03","US","US","2322901","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","J. G. Kuhlmann",NA,"1935","11","16","South America - Neotropics","Brazil","Minas Gerais","Viçosa","Represa","-42.8819007873535","-20.7539005279541",NA,NA,"US01917133","US01917133_01 US01917133_02",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"13937","auto",NA,NA,"1"
"87","2020-09-12 05:00:02-03","US","US","3248330","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","M. A. Nadruz Coelho",NA,"1989","12","28","South America - Neotropics","Brazil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, picada da Pedra Bicuda","-42.5311012268066","-22.2819004058838",NA,NA,"US01917129","US01917129_01 US01917129_02",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"33190","auto",NA,NA,"1"
"88","2020-09-12 05:00:02-03","US","US","2322902","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","J. G. Kuhlmann",NA,NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01917132","US01917132_01 US01917132_02",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"89","2020-09-12 05:00:02-03","US","US","2577089","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","I. Mimura",NA,"1962","9","12","South America - Neotropics","Brazil","São Paulo","São José dos Campos","74-77 km ao SSE em linha reta da Praça Principla de São José dos Campos. 400-800 ao oeste da estrada para Paraibuna.","-45.8800010681152","-23.1700000762939",NA,NA,"US01917130","US01917130_01 US01917130_02",NA,"600","640",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"39297","auto",NA,NA,"1"
"90","2020-09-12 05:00:02-03","US","US","2588153A","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","A. F. M. Glaziou",NA,"1888","9","22","South America - Neotropics","Brazil","Rio de Janeiro","Rio de Janeiro","Alto Macaé","-43.2075004577637","-22.9027996063232",NA,NA,"US01917131","US01917131_01 US01917131_02",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"57442","auto",NA,NA,"1"
"91","2020-09-02 16:33:13-03","Cenargen","CEN","102277","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","A.T. Oliveira Filho",NA,"2000","09","00",NA,"Brasil","MG","CARRANCAS","Chapada das Perdizes","-44.6425018310547","-21.4874992370605","Exsicatas","Doação Herbário - ESAL - Depto. Biologia /UFLA - Lavras - MG (16.257)","CEN00102277","CEN00102277",NA,"1500","1500",NA,NA,NA,NA,NA,NA,NA,"21143","auto",NA,NA,"1"
"92","2019-11-13 11:25:43-03","USP","SPF","204785","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Tavares, RAM","69","2000","10","19",NA,"Brasil","Minas Gerais","Ouro Preto","Serra Geral","-43.5080986022949","-20.2875003814697",NA,NA,"SPF00204785",NA,"Baumgratz, JFA; Souza, ML",NA,NA,NA,"2007","10",NA,NA,NA,NA,"44599","auto",NA,NA,NA
"93","2019-10-07 09:34:34-03","UEFS","HUEFS","141495","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Rezende, S.G.","2259","2007","10","09",NA,"Brasil","Minas Gerais","Santa Bárbara","Região Sumidouro.","-43.501667","-20.023056",NA,NA,"HUEFS0141495","HUEFS0141495",NA,"777","777",NA,NA,NA,"43W30'6''","20S1'23''","Rosanae",NA,NA,NA,NA,NA,NA
"94","2015-03-07 08:55:01-03","F","FMNH-SEEDPLANTS","V0150271F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0150271F","V0150271F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"95","2019-09-04 18:43:33-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla",NA,"F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"96","2015-03-07 08:55:01-03","F","FMNH-SEEDPLANTS","V0150272F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0150272F","V0150272F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"97","2015-03-07 08:55:01-03","F","FMNH-SEEDPLANTS","V0150273F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0150273F","V0150273F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"98","2019-01-25 15:42:44-02","IAC","IAC","49074","S","Plantae",NA,NA,"Melastomataceae-2.Melastomoideae","Miconia","urophylla","Miconia urophylla","DC.","R.B. Torres; S.M.P. Silva; M.I. Ferreira & W.F. Silva","1788","2006","11","04",NA,"Brasil","São Paulo","Santo Antônio do Pinhal","Sítio Matão","-45.736401","-22.870338",NA,"Coordenadas UTM(23)424456L, 7470612N. Espécie rara",NA,NA,"R. Goldenberg",NA,NA,NA,"2007","11","-45.736401","-22.870338",NA,NA,NA,NA,"04",NA,NA
"99","2020-11-19 14:06:23-03","Unimontes","MCMG","4840","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.",NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-11-19 14:06:23-03","Unimontes","MCMG","4719","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Silva, J.R.T",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Montes Claros","Rio do Peixe","-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72568","auto",NA,NA,NA
"101","2020-11-19 14:06:23-03","Unimontes","MCMG","3044","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","NUNES,YRF |",NA,NA,NA,NA,NA,"Brasil","Minas gerais","Lavras","UFLAReserva florestal","-44.999698638916","-21.2453002929688",NA,NA,NA,NA,"NUNES,YRF",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20044","auto",NA,NA,NA
