"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber","individualCount"
"14","2020-02-08 09:48:17-03","NBC","NL-BOTANY","U.1273057","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Dalechampia","leandri","Dalechampia leandri","Baill.",NA,"Lindeman JC; Haas JH de",NA,"1967","01","26","Southern America","Brazil",NA,"Hab. Est. Parana. 3 km N of Campo Mourao, campo cerrado.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1273057 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1273057","NL-U1273057",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:48:17-03","NBC","NL-BOTANY","L.2212026","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Dalechampia","leandri","Dalechampia leandri","Baill.",NA,"Vincent D; Herb Alleizette AC d'",NA,"1919","11","01","Southern America","Brazil","Rio de Janeiro",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2212026 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2212026","NL-L2212026",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0146364 | 95165549",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:48:17-03","NBC","NL-BOTANY","U.1273057","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Dalechampia","leandri","Dalechampia leandri","Baill.",NA,"Lindeman JC; Haas JH de",NA,"1967","01","26","Southern America","Brazil",NA,"Hab. Est. Parana. 3 km N of Campo Mourao, campo cerrado.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1273057 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1273057","NL-U1273057",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-01-14 15:28:10-03","MN","R","99263","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.","Vanda Maria","Glaziou, A.F.M.; Saldanha da Gama, J.",NA,"1878","10","12",NA,"Brasil",NA,NA,NA,"Herb. J. de Saldanha, 5005","R000099263","R000099263_001 R000099263_002 R000099263_003 R000099263_004 R000099263_005",NA,NA,NA,NA,NA,"1998",NA,NA,"04","06",NA,NA,NA,NA,NA,NA,NA
"18","2021-01-14 15:28:10-03","MN","R","99263","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.","Vanda Maria","Glaziou, A.F.M.; Saldanha da Gama, J.",NA,"1878","10","12",NA,"Brasil",NA,NA,NA,"Herb. J. de Saldanha, 5005","R000099263","R000099263_001 R000099263_002 R000099263_003 R000099263_004 R000099263_005",NA,NA,NA,NA,NA,"1998",NA,NA,"04","06",NA,NA,NA,NA,NA,NA,NA
"19","2019-08-20 10:11:25-03","UNICAMP","UEC","40652","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.",NA,"Webster, GL; Emmerich, M; Santiago, L","25429","1984","10","27",NA,"Brazil","Rio de Janeiro","Parque Nacinal da Tijuca, rainforest",NA,"flor, vine on steep slopes, bracts pale green","UEC031970","UEC031970","Tijuca","-45.233333","-22.95",NA,NA,NA,NA,NA,NA,NA,"-45.233333","-22.95","500","800",NA,NA,NA
"20","2019-08-20 10:11:25-03","UNICAMP","UEC","72970","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.",NA,"Leitão Filho, HF; Rodrigues, RR; Kim, AC; Fonseca, RCB; Galvão, JC; Arzolla, FARDP","32727","1995","02","07",NA,"Brazil","São Paulo","Estrada Pariquera Açú P/ Cananéia",NA,"flor, Transição de restinga e mata de enconsta, liana c/ flores verde - claras, pilosidade ferrugínea nos ramos","UEC031966","UEC031966",NA,"-47.86","-24.879444",NA,NA,NA,NA,NA,NA,NA,"-47.86","-24.879444",NA,NA,NA,NA,NA
"21","2019-08-20 10:11:25-03","UNICAMP","UEC","72974","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.","Cordeiro, I","Leitão Filho, HF; Rodrigues, RR; Kim, AC; Fonseca, RCB; Galvão, JC; Arzolla, FARDP","33192","1995","02","16",NA,"Brazil","São Paulo",NA,NA,"flor, borda de mata, liana","UEC031968","UEC031968","Pariquera-Açu","-47.9","-24.608333",NA,NA,NA,NA,NA,NA,NA,"-47.9","-24.608333",NA,NA,NA,NA,NA
"22","2019-08-20 10:11:25-03","UNICAMP","UEC","75771","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.","Silva, SM","Britez, RM","1257","1986","12","13",NA,"Brazil","Paraná","Ilha Do Mel - Morro do Meio",NA,"flor, Trepadeira c/ frutos imaturos e flores verdes, coletada 4 m do solo","UEC031967","UEC031967","Paranaguá","-48.5092010498047","-25.5200004577637","24916","auto","1987",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-08-20 10:11:25-03","UNICAMP","UEC","40652","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.",NA,"Webster, GL; Emmerich, M; Santiago, L","25429","1984","10","27",NA,"Brazil","Rio de Janeiro","Parque Nacinal da Tijuca, rainforest",NA,"flor, vine on steep slopes, bracts pale green","UEC031970","UEC031970","Tijuca","-45.233333","-22.95",NA,NA,NA,NA,NA,NA,NA,"-45.233333","-22.95","500","800",NA,NA,NA
"24","2019-08-20 10:11:25-03","UNICAMP","UEC","72970","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.",NA,"Leitão Filho, HF; Rodrigues, RR; Kim, AC; Fonseca, RCB; Galvão, JC; Arzolla, FARDP","32727","1995","02","07",NA,"Brazil","São Paulo","Estrada Pariquera Açú P/ Cananéia",NA,"flor, Transição de restinga e mata de enconsta, liana c/ flores verde - claras, pilosidade ferrugínea nos ramos","UEC031966","UEC031966",NA,"-47.86","-24.879444",NA,NA,NA,NA,NA,NA,NA,"-47.86","-24.879444",NA,NA,NA,NA,NA
"25","2019-08-20 10:11:25-03","UNICAMP","UEC","72974","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.","Cordeiro, I","Leitão Filho, HF; Rodrigues, RR; Kim, AC; Fonseca, RCB; Galvão, JC; Arzolla, FARDP","33192","1995","02","16",NA,"Brazil","São Paulo",NA,NA,"flor, borda de mata, liana","UEC031968","UEC031968","Pariquera-Açu","-47.9","-24.608333",NA,NA,NA,NA,NA,NA,NA,"-47.9","-24.608333",NA,NA,NA,NA,NA
"26","2019-08-20 10:11:25-03","UNICAMP","UEC","75771","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.","Silva, SM","Britez, RM","1257","1986","12","13",NA,"Brazil","Paraná","Ilha Do Mel - Morro do Meio",NA,"flor, Trepadeira c/ frutos imaturos e flores verdes, coletada 4 m do solo","UEC031967","UEC031967","Paranaguá","-48.5092010498047","-25.5200004577637","24916","auto","1987",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-19 14:06:53-03","UFRPE","PEUFR","38178","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.",NA,"M.F. Sales; D. Moura","706","1999","06","07",NA,"Brasil","Sergipe",NA,NA,"Trepadeira; duas brácteas principais verdes; estiletes e estigma verde-amarelados","PEUFR038178",NA,"Canindé do São Francisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-19 14:06:53-03","UFRPE","PEUFR","38235","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.",NA,"R.A. Silva; D. Moura","1405","2000","03","23",NA,"Brasil","Sergipe","Fazenda Poço Verde",NA,"Trepadeira herbácea com tricomas urticantes; flor amarela; fruto imaturo de cor verde","PEUFR038235",NA,"Canindé do São Francisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-19 14:06:53-03","UFRPE","PEUFR","47066","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.",NA,"L.M. Cordeiro","484","2001","09","17",NA,"Brasil","Alagoas","Fazenda Capelinha",NA,"Trepadeira; fruto imaturo de cor verde; maduro marrom; tricomas urticantes","PEUFR047066",NA,"Olho D'água do Casado","-37.8339004516602","-9.50193977355957","24129","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-19 14:06:53-03","UFRPE","PEUFR","38178","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.",NA,"M.F. Sales; D. Moura","706","1999","06","07",NA,"Brasil","Sergipe",NA,NA,"Trepadeira; duas brácteas principais verdes; estiletes e estigma verde-amarelados","PEUFR038178",NA,"Canindé do São Francisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-19 14:06:53-03","UFRPE","PEUFR","38235","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.",NA,"R.A. Silva; D. Moura","1405","2000","03","23",NA,"Brasil","Sergipe","Fazenda Poço Verde",NA,"Trepadeira herbácea com tricomas urticantes; flor amarela; fruto imaturo de cor verde","PEUFR038235",NA,"Canindé do São Francisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-19 14:06:53-03","UFRPE","PEUFR","47066","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.",NA,"L.M. Cordeiro","484","2001","09","17",NA,"Brasil","Alagoas","Fazenda Capelinha",NA,"Trepadeira; fruto imaturo de cor verde; maduro marrom; tricomas urticantes","PEUFR047066",NA,"Olho D'água do Casado","-37.8339004516602","-9.50193977355957","24129","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-04-22 16:19:25-03","UFPB","JPB","63411","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.","Brandão, GS","Brandão, GS; Silva, GS","196","2013","02","07","Southern America","Brasil","Bahia","Parque Nacional de Boa Nova., Boa Nova.",NA,"Trepadeira. Folhas simples alternas, membranáceas, glabras, base cordada. Fruto tricoco , com brácteas foliáceas.; HABITAT: Mata atlântica.; DESC: Trepadeira. Folhas simples alternas, membranáceas, glabras, base cordada. Fruto tricoco","JPB0063411",NA,"Boa Nova","-40.2075004577637","-14.3625001907349","31265","auto","2013",NA,NA,"03",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-04-22 16:19:25-03","UFPB","JPB","63411","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.","Brandão, GS","Brandão, GS; Silva, GS","196","2013","02","07","Southern America","Brasil","Bahia","Parque Nacional de Boa Nova., Boa Nova.",NA,"Trepadeira. Folhas simples alternas, membranáceas, glabras, base cordada. Fruto tricoco , com brácteas foliáceas.; HABITAT: Mata atlântica.; DESC: Trepadeira. Folhas simples alternas, membranáceas, glabras, base cordada. Fruto tricoco","JPB0063411",NA,"Boa Nova","-40.2075004577637","-14.3625001907349","31265","auto","2013",NA,NA,"03",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-16 17:53:16-03","UCS","HUCS","5392","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.","Webster, G.L.","Hatschbach, G.","47140","1983","11","29",NA,"Brasil","Paraná","Pinheirinho",NA,"volúvel - flor verde; clareiras de mata pluvial",NA,NA,"Antonina","-48.7118988037109","-25.4286003112793","38300","auto","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-16 17:53:16-03","UCS","HUCS","5392","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.","Webster, G.L.","Hatschbach, G.","47140","1983","11","29",NA,"Brasil","Paraná","Pinheirinho",NA,"volúvel - flor verde; clareiras de mata pluvial",NA,NA,"Antonina","-48.7118988037109","-25.4286003112793","38300","auto","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-06-29 11:10:06-03","UFES","VIES","44412","S","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.","Valadares, R.T.","Firmino, A.D.; Xavier, B.; Pereira, O.J.; Oliveira, G.C.S.; Penha, J.","991","2019","05","26",NA,"Brasil","Espírito Santo","APA Conceição da Barra ponto de amostragem 2.",NA,NA,"VIES044412","VIES044412","Conceição da Barra","-39.733333","-18.666667",NA,NA,"2020",NA,NA,"05","11","39º44'W","18º40'S",NA,NA,NA,NA,NA
"38","2020-05-14 15:20:23-03","UFES","VIES","46887","S","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.","Firmino, A.D.","Firmino, A.D.; Valadares, R.T.","1634","2020","03","12",NA,"Brasil","Espírito Santo","APA Conceição da Barra ponto de amostragem 2.",NA,NA,"VIES046887","VIES046887","Conceição da Barra","-39.748333","-18.681667",NA,NA,"2020",NA,NA,"05","08","39º44'54''W","18º40'54''S","3","3",NA,NA,NA
"39","2021-01-18 18:17:48-03","UFES","VIES","42601","S","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.","L.J.S. Pinto","Nichio-Amaral, R.; Alves-Araújo, A.; Nepomuceno, A.; Miranda, V.S.; Sossai, B.G.; Mendes, B.S.; Dias, L.F.D.","590","2019","02","20",NA,"Brasil","Espírito Santo","Fragmento próximo a trilha do paliteiro. Flona do Rio Preto",NA,NA,"VIES042601","VIES042601","Conceição da Barra","-39.7322006225586","-18.5932998657227","41644","auto","2020",NA,NA,"11","17",NA,NA,NA,NA,NA,NA,NA
"40","2020-06-29 11:10:06-03","UFES","VIES","44412","S","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.","Valadares, R.T.","Firmino, A.D.; Xavier, B.; Pereira, O.J.; Oliveira, G.C.S.; Penha, J.","991","2019","05","26",NA,"Brasil","Espírito Santo","APA Conceição da Barra ponto de amostragem 2.",NA,NA,"VIES044412","VIES044412","Conceição da Barra","-39.733333","-18.666667",NA,NA,"2020",NA,NA,"05","11","39º44'W","18º40'S",NA,NA,NA,NA,NA
"41","2020-05-14 15:20:23-03","UFES","VIES","46887","S","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.","Firmino, A.D.","Firmino, A.D.; Valadares, R.T.","1634","2020","03","12",NA,"Brasil","Espírito Santo","APA Conceição da Barra ponto de amostragem 2.",NA,NA,"VIES046887","VIES046887","Conceição da Barra","-39.748333","-18.681667",NA,NA,"2020",NA,NA,"05","08","39º44'54''W","18º40'54''S","3","3",NA,NA,NA
"42","2021-01-18 18:17:48-03","UFES","VIES","42601","S","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.","L.J.S. Pinto","Nichio-Amaral, R.; Alves-Araújo, A.; Nepomuceno, A.; Miranda, V.S.; Sossai, B.G.; Mendes, B.S.; Dias, L.F.D.","590","2019","02","20",NA,"Brasil","Espírito Santo","Fragmento próximo a trilha do paliteiro. Flona do Rio Preto",NA,NA,"VIES042601","VIES042601","Conceição da Barra","-39.7322006225586","-18.5932998657227","41644","auto","2020",NA,NA,"11","17",NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:24:26-03","MBM","MBM","87606","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.","Webster, G.L.","Hatschbach, G.; Callejas, R.; Callejas, R.","47140","1983","01","29","Southern America","Brazil","Paraná","Pinheirinho",NA,NA,"MBM087606","MBM087606","Antonina","-48.7118988037109","-25.4286003112793","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:24:26-03","MBM","MBM","125287","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.","Silva, S.M.","Britez, R.M.","401","1986","02","23","Southern America","Brazil","Paraná","Ilha do Mel, Morro do Meio",NA,NA,"MBM125287","MBM125287","Paranaguá","-48.5092010498047","-25.5200004577637","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:24:26-03","MBM","MBM","111199","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.","Webster, G.L.","Britez, R.M.","401","1986","02","23","Southern America","Brazil","Paraná","Ilha do Mel",NA,NA,"MBM111199","MBM111199","Paranaguá","-48.5092010498047","-25.5200004577637","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:24:26-03","MBM","MBM","17069","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.","Hatschbach, G.","Hatschbach, G.; Koczicki, C.; Koczicki, C.","25694","1970","11","29","Southern America","Brazil","Paraná","Ilha do Mel",NA,NA,"MBM017069","MBM017069","Paranaguá","-48.5092010498047","-25.5200004577637","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:24:26-03","MBM","MBM","195879","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.","Silva, S.M.","Silva, S.M.","s.n.","1985","10","13","Southern America","Brazil","Paraná","Ilha do Mel",NA,NA,"MBM195879",NA,"Paranaguá","-48.5092010498047","-25.5200004577637","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:24:26-03","MBM","MBM","87606","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.","Webster, G.L.","Hatschbach, G.; Callejas, R.; Callejas, R.","47140","1983","01","29","Southern America","Brazil","Paraná","Pinheirinho",NA,NA,"MBM087606","MBM087606","Antonina","-48.7118988037109","-25.4286003112793","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:24:26-03","MBM","MBM","125287","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.","Silva, S.M.","Britez, R.M.","401","1986","02","23","Southern America","Brazil","Paraná","Ilha do Mel, Morro do Meio",NA,NA,"MBM125287","MBM125287","Paranaguá","-48.5092010498047","-25.5200004577637","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:24:26-03","MBM","MBM","111199","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","leandrii","Dalechampia leandrii","Baill.","Webster, G.L.","Britez, R.M.","401","1986","02","23","Southern America","Brazil","Paraná","Ilha do Mel",NA,NA,"MBM111199","MBM111199","Paranaguá","-48.5092010498047","-25.5200004577637","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
