"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","imagecode","decimalLongitude","decimalLatitude","typeStatus","yearIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","649235","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala decapetala","J. E. Leite","155","1940",NA,NA,"South America","Brazil","Rio Grande do Sul",NA,"Vicinity of Sao Leopoldo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157505' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649235",NA,NA,"Magnoliophyta","Ranunculales","decapetala","Ard.","S. B. Hoot","NY00649235_01","-51.143791","-29.75136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-10-21 19:56:00-02","NY","NYBG","649238","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala decapetala","T. M. Pedersen","412","1949","09","30","South America","Argentina","Corrientes","Mburucuyá","Estancia Santa Maria","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157509' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649238",NA,NA,"Magnoliophyta","Ranunculales","decapetala","Ard.","S. B. Hoot","NY00649238_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","649234","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala decapetala","G. G. Hatschbach","22721","1969","10","27","South America","Brazil","Paraná","General Carneiro","Galinhas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157510' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649234",NA,NA,"Magnoliophyta","Ranunculales","decapetala","Ard.","S. B. Hoot","NY00649234_01","-51.3156","-26.4275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","649236","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala decapetala","G. T. Hastings","390","1901","09","20","South America","Chile","Región Metropolitana de Santiago",NA,"Mts. above Rio Colorado","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157507' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649236","1371.6","1371.6","Magnoliophyta","Ranunculales","decapetala","Ard.","S. B. Hoot","NY00649236_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","649233","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala decapetala","H. S. Irwin","2762","1959","03","02","South America","Brazil","Espírito Santo",NA,"Pico da Bandeira, Serra Caparaó","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157506' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649233","2743.2","2743.2","Magnoliophyta","Ranunculales","decapetala","Ard.","S. B. Hoot","NY00649233_01","-41.79956","-20.432568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","353201","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala patagonica","E. P. Moreno","183","1882","04",NA,"South America","Argentina",NA,NA,"Patagon. 50/3°","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=340193' target='other'> <mi>dwc_moreinfo</mi></a>","NY00353201",NA,NA,"Magnoliophyta","Ranunculales","patagonica","Kuntze",NA,"NY00353201_01",NA,NA,"holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","649237","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala decapetala","J. N. Rose","19172","1914","09","23","South America","Chile","Valparaíso",NA,"Near Valparaiso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157508' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649237",NA,NA,"Magnoliophyta","Ranunculales","decapetala","Ard.","S. B. Hoot","NY00649237_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","649235","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala decapetala","J. E. Leite","155","1940",NA,NA,"South America","Brazil","Rio Grande do Sul",NA,"Vicinity of Sao Leopoldo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157505' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649235",NA,NA,"Magnoliophyta","Ranunculales","decapetala","Ard.","S. B. Hoot","NY00649235_01","-51.143791","-29.75136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-10-21 19:56:00-02","NY","NYBG","649238","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala decapetala","T. M. Pedersen","412","1949","09","30","South America","Argentina","Corrientes","Mburucuyá","Estancia Santa Maria","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157509' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649238",NA,NA,"Magnoliophyta","Ranunculales","decapetala","Ard.","S. B. Hoot","NY00649238_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","649234","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala decapetala","G. G. Hatschbach","22721","1969","10","27","South America","Brazil","Paraná","General Carneiro","Galinhas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157510' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649234",NA,NA,"Magnoliophyta","Ranunculales","decapetala","Ard.","S. B. Hoot","NY00649234_01","-51.3156","-26.4275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","649236","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala decapetala","G. T. Hastings","390","1901","09","20","South America","Chile","Región Metropolitana de Santiago",NA,"Mts. above Rio Colorado","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157507' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649236","1371.6","1371.6","Magnoliophyta","Ranunculales","decapetala","Ard.","S. B. Hoot","NY00649236_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","649233","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala decapetala","H. S. Irwin","2762","1959","03","02","South America","Brazil","Espírito Santo",NA,"Pico da Bandeira, Serra Caparaó","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157506' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649233","2743.2","2743.2","Magnoliophyta","Ranunculales","decapetala","Ard.","S. B. Hoot","NY00649233_01","-41.79956","-20.432568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","353201","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala patagonica","E. P. Moreno","183","1882","04",NA,"South America","Argentina",NA,NA,"Patagon. 50/3°","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=340193' target='other'> <mi>dwc_moreinfo</mi></a>","NY00353201",NA,NA,"Magnoliophyta","Ranunculales","patagonica","Kuntze",NA,"NY00353201_01",NA,NA,"holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01159261","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","triternata","Anemone triternata","B. C. Bennett","2328","1986","03","01","South America","Peru","Puno","Sandia","Trail N of Ura-ayllu leading to Nacoreque","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525825' target='other'> <mi>dwc_moreinfo</mi></a>","NY01159261","3350","3350","Magnoliophyta","Ranunculales",NA,"Vahl",NA,NA,"-69.53","-14.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-13 09:20:47-03","UFRJ","RFA","9611","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala","G.G. Hatschbach","22721","1969","10","27",NA,"Brasil","Paraná","General Carneiro","Galinhas",NA,NA,"Flores alvas, ext. levemente liláceas.","RFA28149",NA,NA,NA,NA,NA,"Ard.","A. Lourteig",NA,"-51.315601348877","-26.4274997711182",NA,"1970","33284","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-12-04 15:25:43-03","PUCPR","HUCP","16162","S","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala","Hatschbach, GG","78100","2004","10","17",NA,"Brasil","Santa Catarina","Urubici","Salto do Rio Avencal",NA,NA,NA,"HUCP00023368",NA,NA,"Eudicotiledonea",NA,NA,"Ard.","Hatschbach, GG","HUCP00023368","-49.5917015075684","-28.0149993896484",NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:22:01-03","NBC","NL-BOTANY","AMD.100782","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala","Herter WG",NA,"1929","10","12","Southern America","Uruguay",NA,NA,"Plantae Uruguayenses. Dep. de Maldonado. Abra Perdomo.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.100782 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD100782",NA,NA,NA,"Ranunculales",NA,"Ard.",NA,"NL-AMD100782",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:22:01-03","NBC","NL-BOTANY","L.1718423","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala","Dombey J",NA,NA,NA,NA,"Southern America","Peru",NA,NA,"Delesf ion.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1718423 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1718423",NA,NA,NA,"Ranunculales",NA,"Ard.",NA,"NL-L1718423",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:22:01-03","NBC","NL-BOTANY","U.1533508","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala","Gallinal JP; et al.",NA,"1942","10","01","Southern America","Uruguay",NA,NA,"Depto: Soriano. Juan Jackson. Estancia: Sta. Elena.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1533508 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1533508",NA,NA,NA,"Ranunculales",NA,"Ard.",NA,"NL-U1533508",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:22:01-03","NBC","NL-BOTANY","U.1537971","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala","Bornmüller A",NA,"1904","10","18","Southern America","Brazil",NA,NA,"Sud-Brasilien. Rio Grande do Sul. Neu-Wurttemberg: Est. L. Gornez; kamp.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1537971 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1537971",NA,NA,NA,"Ranunculales",NA,"Ard.",NA,"NL-U1537971",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:22:01-03","NBC","NL-BOTANY","L.1718425","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala foliolosa","Pedersen TM",NA,"1974","08","22","Southern America","Argentina",NA,NA,"Estancia: 'Las Tres Marias'; Dep. Empedrado; Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1718425 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1718425",NA,NA,NA,"Ranunculales","foliolosa","Eichler",NA,"NL-L1718425",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 10:22:01-03","NBC","NL-BOTANY","L.1718426","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala foliolosa","Hatschbach GG",NA,"1969","10","27","Southern America","Brazil",NA,NA,"Galinhes. Gal. Carneiro-Paraná.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1718426 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1718426",NA,NA,NA,"Ranunculales","foliolosa","Eichler",NA,"NL-L1718426",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 10:22:01-03","NBC","NL-BOTANY","L.1718427","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala foliolosa","Vervoorst F",NA,"1957","10","19","Southern America","Argentina",NA,NA,"Buenos Aires: Pdo Grl, Delgrano: cutre chas y Newton.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1718427 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1718427",NA,NA,NA,"Ranunculales","foliolosa","Eichler",NA,"NL-L1718427",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 10:22:01-03","NBC","NL-BOTANY","L.1718428","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala foliolosa","Herzog T",NA,"1911","10","01","Southern America","Bolivia",NA,NA,"Plantae in itinere secundo per Boliviam lectae, Auf Alpeuwiesen in Teacota Thal.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1718428 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1718428",NA,NA,NA,"Ranunculales","foliolosa","Eichler",NA,"NL-L1718428",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 10:22:01-03","NBC","NL-BOTANY","L.1718429","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala foliolosa","Herzog T",NA,"1911","03","06","Southern America","Bolivia",NA,NA,"Plantae in itinere secundo per Boliviam lectae, auf Wiesen am Gipfel des Berges über Vallegrande, Nord-und Südamerika.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1718429 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1718429",NA,NA,NA,"Ranunculales","foliolosa","Eichler",NA,"NL-L1718429",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 10:22:01-03","NBC","NL-BOTANY","L.1719006","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala foliolosa","Reineck EM",NA,"1899","06","01","Southern America","Brazil",NA,NA,"Estado do Rio Grande do Sul, Porto Alegre, Wiesen Zuibes Navigantes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1719006 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1719006",NA,NA,NA,"Ranunculales","foliolosa","Eichler",NA,"NL-L1719006",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 10:22:01-03","NBC","NL-BOTANY","U.1533504","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala foliolosa","Brooke WMA",NA,"1950","01","21","Southern America","Bolivia",NA,NA,"Choro 9000 ft.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1533504 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1533504",NA,NA,NA,"Ranunculales","foliolosa","Eichler",NA,"NL-U1533504","-66.833333","-14",NA,NA,NA,NA,"Magnoliopsidae","-66.833333","-14.0",NA,NA,NA,NA,NA
"38","2020-02-08 10:22:01-03","NBC","NL-BOTANY","U.1533507","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala foliolosa","Herter WG",NA,"1925","10","01","Southern America","Uruguay",NA,NA,"Dict. Atahualpa. Montevideo-Lista de Correos. Departamento de Montevideo. Republica Oriental del Uruguay.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1533507 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1533507",NA,NA,NA,"Ranunculales","foliolosa","Eichler",NA,"NL-U1533507",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 10:22:01-03","NBC","NL-BOTANY","U.1533509","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala foliolosa","Pedersen TM",NA,"1949","08","30","Southern America","Argentina",NA,NA,"Estancia 'Santa Maria'. Dep. Mburucuya. Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1533509 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1533509",NA,NA,NA,"Ranunculales","foliolosa","Eichler",NA,"NL-U1533509",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 10:22:01-03","NBC","NL-BOTANY","U.1533511","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala foliolosa","Herter WG",NA,"1926","09","01","Southern America","Uruguay",NA,NA,"Dict. Cerro Casabo. Departamento de Montevideo. Republica oriental del Uruguay.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1533511 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1533511",NA,NA,NA,"Ranunculales","foliolosa","Eichler",NA,"NL-U1533511",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 10:22:01-03","NBC","NL-BOTANY","U.1533512","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala foliolosa","Maas PJM; Welle BJH ter; Harley RM; Klitgaard BB",NA,"1994","10","05","Southern America","Argentina",NA,NA,"Prov. Buenos Aires, km 25 of Rd. Mar del Plata-Balcarce, near Colinas Verdes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1533512 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1533512",NA,NA,NA,"Ranunculales","foliolosa","Eichler",NA,"NL-U1533512",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 10:22:01-03","NBC","NL-BOTANY","WAG.1569825","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala foliolosa","Pedersen TM",NA,"1974","08","22","Southern America","Argentina",NA,NA,"Estancia: 'Las Tres Marias'; Dep. Empedrado; Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1569825 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1569825",NA,NA,NA,"Ranunculales","foliolosa","Eichler",NA,"NL-WAG1569825",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 10:22:01-03","NBC","NL-BOTANY","L.1718425","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala foliolosa","Pedersen TM",NA,"1974","08","22","Southern America","Argentina",NA,NA,"Estancia: 'Las Tres Marias'; Dep. Empedrado; Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1718425 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1718425",NA,NA,NA,"Ranunculales","foliolosa","Eichler",NA,"NL-L1718425",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"44","2020-02-08 10:22:01-03","NBC","NL-BOTANY","L.1718426","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","decapetala","Anemone decapetala foliolosa","Hatschbach GG",NA,"1969","10","27","Southern America","Brazil",NA,NA,"Galinhes. Gal. Carneiro-Paraná.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1718426 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1718426",NA,NA,NA,"Ranunculales","foliolosa","Eichler",NA,"NL-L1718426",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
