"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"1","2021-04-05 14:25:16-03","UNESC","CRI","10221","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","M. G. Caxambu","2012","06","05","M.G. Caxambu; et al.","4168","2012","04","30","Brasil","São Paulo","Ilha Comprida","Arredores.","-47.896389","-25.043056","47º53'47''W","25º2'35''S","5","5","Formação Pioneira com Influência Marinha (restinga) Habito: arbusto heliófito","CRI002813","CRI002813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-05 14:33:32-03","UNESC","CRI","4914","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Daniel B. Falkenberg",NA,NA,NA,"V. Citadini-Zanette; R. dos Santos",NA,"1996","01","31","Brasil","Santa Catarina","Governador Celso Ramos",NA,"-48.559444","-27.315278","48º33'34''W","27º18'55''S","24","24","Habitat: restinga, próximo a praia","CRI002815","CRI002815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-09-23 10:40:34-03","E","E","305254","PreservedSpecimen","Plantae","Leguminosae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,NA,NA,NA,NA,"Cordeiro, J.; Cruz, J.M.","1364","1996","11","13","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00305254 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00305254",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:311587",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2016-11-01 11:46:00-02","NY","NYBG","821873","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,"W. Hoehne",NA,NA,NA,"J. G. Bartolomeu","s.n.","1953","12","23","Brazil","São Paulo","Mongaguá",NA,"-46.6197","-24.08",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=906729' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821873","NY00821873_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","586135","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","A. E. Burkart",NA,NA,NA,"R. Reitz","5095","1952","12","23","Brazil","Santa Catarina",NA,"Rio Tavares, Ilha Santa Catarina",NA,NA,NA,NA,"1","1","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628322' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586135","NY00586135_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"6","2016-09-30 05:27:00-03","NY","NYBG","01304140","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,NA,NA,NA,NA,"B. A. Krukoff","4807","1933","06","14","Brazil","Amazonas",NA,"Near mouth of Rio Embira (tributary of Rio Tarauaca).","-70.25","-7.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1642895' target='other'> <mi>dwc_moreinfo</mi></a>","NY01304140","NY01304140_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"7","2016-10-28 15:33:00-02","NY","NYBG","00983986","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,NA,NA,NA,NA,"L. Riedel","s.n.","1836","03",NA,"Brazil",NA,NA,"Cap-fris",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118839' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983986","NY00983986_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","586107","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","A. M. V. de Carvalho",NA,NA,NA,"A. M. Amorim","2559","1998","09","14","Brazil","Bahia","Porto Seguro","Parque Nacional de Monte Pascoal. Coletas realizadas nos cordoes próximo à Reserva Indígena de Barra Velha","-39.1544151","-16.8618839",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628305' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586107","NY00586107_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"9","2016-11-01 11:28:00-02","NY","NYBG","586124","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,"F. C. Hoehne",NA,NA,NA,"F. C. Hoehne","s.n.","1918","04","26","Brazil","São Paulo","Iguape","Ilha Comprida","-47.5497","-24.7003",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628316' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586124","NY00586124_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","586112","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"B. D. Sucre","1789","1967","11","02","Brazil","Rio de Janeiro",NA,"Baía de Sepetiba, Ilha Siri Pestana","-43.916455","-22.978385",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628334' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586112","NY00586112_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"11","2016-11-01 11:28:00-02","NY","NYBG","586120","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,NA,NA,NA,NA,"W. Hoehne",NA,"1955","02","28","Brazil","São Paulo","Sao Vicente",NA,"-46.3897","-23.96",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628336' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586120","NY00586120_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01304139","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"B. A. Krukoff","6271","1934","09","14","Brazil","Amazonas","Humaitá","Basin of Rio Madeira; near Tres Casas.","-62.6839542","-6.9876421",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1642875' target='other'> <mi>dwc_moreinfo</mi></a>","NY01304139","NY01304139_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","586129","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"K. Kubitzki","81-44","1981","02","21","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.992538","-25.197304",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628337' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586129","NY00586129_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"14","2016-11-01 11:28:00-02","NY","NYBG","586109","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,NA,NA,NA,NA,"G. P. Lewis","746","1981","12","03","Brazil","Bahia","Una","10km SE de Una, praia SE de Comandatuba","-39","-15.35",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628330' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586109","NY00586109_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","586105","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"R. P. Belém","2383","1966","06","01","Brazil","Bahia",NA,"Margem da rodovia Una-Olivença","-39.0021917","-15.1206794",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628324' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586105","NY00586105_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"16","2016-09-30 08:13:00-03","NY","NYBG","1617800","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,NA,NA,NA,NA,"M. B. Kalloo","B.482","1962","09","10","Trinidad and Tobago",NA,NA,"Mayaro Beach. Trinidad.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1865410' target='other'> <mi>dwc_moreinfo</mi></a>","NY01617800","NY01617800_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"17","2016-09-30 05:27:00-03","NY","NYBG","01304144","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,"W. A. Ducke",NA,NA,NA,"G. A. Black","48-2382","1948","03","29","Brazil","Pará",NA,"Aproaga, beira do Rio Capim",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1642918' target='other'> <mi>dwc_moreinfo</mi></a>","NY01304144","NY01304144_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"18","2016-11-08 14:14:00-02","NY","NYBG","1738409","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,NA,NA,NA,NA,"P. da C. Gadelha Neto","3107","2011","10","20","Brazil","Paraíba",NA,"Mataraca. Millennium Inorganic Chemicals Mineração Ltda.","-34.9769","-6.5022",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007437' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738409","NY01738409_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","586103","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","A. M. V. de Carvalho",NA,NA,NA,"P. K. H. Dusén","14631","1914","03","22","Brazil","Paraná","Jacarezinho",NA,"-49.9692","-23.1608",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628328' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586103","NY00586103_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02692466","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Carlos D. M. Ferreira","190","2015","12","29","Brazil","Rio de Janeiro","Saquarema","Jaconé. Crescendo as margens do canal Salgado, entre as ruas 86 e 85.","-42.601944","-22.931667",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2987605' target='other'> <mi>dwc_moreinfo</mi></a>","NY02692466","NY02692466_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"21","2016-10-28 15:33:00-02","NY","NYBG","00983960","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,NA,NA,NA,NA,"J. S. Blanchet","597","1831",NA,NA,"Brazil","Bahia",NA,"In Brasilia intratropica circa Bahia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118833' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983960","NY00983960_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02704108","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"A. D. Mattedi","318","2013","05","22","Brazil","Rio de Janeiro","São João da Barra","RPPN Fazenda Caruara. RPPN Fazenda Caruara","-41.02","-21.792778",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2990743' target='other'> <mi>dwc_moreinfo</mi></a>","NY02704108","NY02704108_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"23","2016-11-07 11:40:00-02","NY","NYBG","01093257","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,"V. de F. Mansano",NA,NA,NA,"R. Marquete","3277","2002","05","28","Brazil","Rio de Janeiro","Carapebus","Lagoa de Carapebus, cerca de 30 m. de sua margem.","-41.5917","-22.2472",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1230977' target='other'> <mi>dwc_moreinfo</mi></a>","NY01093257","NY01093257_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","586115","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"L. Riedel","s.n.","1829","12",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628326' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586115","NY00586115_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00983983","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","A. M. V. de Carvalho",NA,NA,NA,"S. Tsugaru","B-1473","1987","09","04","Brazil","Alagoas",NA,"Near the river mouth of Rio Mandaú, Maceió",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118827' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983983","NY00983983_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02634382","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"L. Riedel","335",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2938716' target='other'> <mi>dwc_moreinfo</mi></a>","NY02634382","NY02634382_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01304142","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","W. A. Ducke",NA,NA,NA,"W. A. Ducke","1513","1944","03","15","Brazil","Amazonas",NA,"Esperança, ad ostium fluminis Javary","-69.925712","-4.4053522",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1642904' target='other'> <mi>dwc_moreinfo</mi></a>","NY01304142","NY01304142_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","586116","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"J. R. Pirani","3051","1994","02","19","Brazil","Espírito Santo","Conceiçao da Barra","Praia de Costa Dourada, a 51km E de Pedro Canário (medidos a partir da Av. Aracruz)","-39.66983","-18.347296",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628335' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586116","NY00586116_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"29","2016-11-01 11:28:00-02","NY","NYBG","586128","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,"Graziela",NA,NA,NA,"R. P. Belém","2161","1966","05","11","Brazil","Bahia","Itacaré",NA,"-38.9967","-14.2778",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628311' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586128","NY00586128_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01304630","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","A. M. V. de Carvalho",NA,NA,NA,"G. T. Prance","21635","1974","08","13","Brazil","Amazonas",NA,"Manaus-Caracarai road, km. 115, Rio Urubu.","-60.0291681","-1.9809959",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1647180' target='other'> <mi>dwc_moreinfo</mi></a>","NY01304630","NY01304630_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"31","2016-11-01 11:28:00-02","NY","NYBG","586118","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,"A. C. Cervi",NA,NA,NA,"A. C. Cervi","2569","1988","01","21","Brazil","Santa Catarina","Itapema",NA,"-48.6114","-27.0906",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628315' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586118","NY00586118_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"32","2016-11-08 14:13:00-02","NY","NYBG","1738140","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,"L.A. Gomes",NA,NA,NA,"L.A. Gomes","349","2012","03","16","Brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto.","-37.40169","-11.36922",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1965902' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738140","NY01738140_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","586131","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","L. B. Smith; S. F. Smith",NA,NA,NA,"G. G. Hatschbach","16383","1967","04","23","Brazil","Paraná","Paranaguá","Pontal do Sul","-48.365093","-25.575152",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628304' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586131",NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02634383","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"R. P. Belém","2792","1966","10","31","Brazil","Bahia","Santa Cruz Cabrália",NA,"-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2938733' target='other'> <mi>dwc_moreinfo</mi></a>","NY02634383","NY02634383_01","South America","sheet",NA,"Magnoliophyta","Fabales","49584","auto",NA,NA,NA,NA,NA
"35","2016-11-01 11:28:00-02","NY","NYBG","586132","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,NA,NA,NA,NA,"T. S. dos Santos","2736","1974","01","21","Brazil","Bahia","Prado",NA,"-39.2206","-17.3411",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628338' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586132","NY00586132_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"36","2016-09-30 08:12:00-03","NY","NYBG","1617745","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,NA,NA,NA,NA,"W. E. Broadway","4088","1910","09","27","Trinidad and Tobago",NA,NA,"Tobago. Steele River, Scarborough.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1864933' target='other'> <mi>dwc_moreinfo</mi></a>","NY01617745","NY01617745_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","586136","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"D. S. D. de Araújo","1023","1976","03","09","Brazil","Rio de Janeiro","Rio de Janeiro","A beira da Lagoa da Tijuca","-43.333552","-22.990384",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628340' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586136","NY00586136_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","586126","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","V. E. Rudd",NA,NA,NA,"R. M. Harley","17096","1974","03","17","Brazil","Bahia",NA,"11km S of Santa Cruz de Cabrália","-39.02","-16.37",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628307' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586126","NY00586126_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"39","2016-10-28 13:40:00-02","NY","NYBG","1019643","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,NA,NA,NA,NA,"S. F. Conceição","410","2005","11","17","Brazil","Bahia","Entre Rios","Praia de Massarandupió.","-37.8314","-12.315",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1287101' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019643","NY01019643_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"40","2016-09-29 16:18:00-03","NY","NYBG","586108","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,"P. B. Cavalcante",NA,NA,NA,"M. Silva","861","1967","04","14","Brazil","Amazonas",NA,"Paraná da Eva, Rio Preto da Eva",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628306' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586108","NY00586108_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","586119","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","G. G. Hatschbach",NA,NA,NA,"O. dos S. Ribas","91","1989","05","11","Brazil","Paraná","Antonina","Barra do Rio Nhundiaquara","-48.7117","-25.4286",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628320' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586119","NY00586119_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00983961","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","A. M. V. de Carvalho",NA,NA,NA,"Martii Herbar. Florae Brasil.","130","1837",NA,NA,"Brazil",NA,NA,"Cabo Frio","-42.032149","-22.874703",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118838' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983961","NY00983961_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"43","2016-11-01 11:28:00-02","NY","NYBG","586137","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,NA,NA,NA,NA,"D. S. D. de Araújo","1318","1976","10","29","Brazil","Rio de Janeiro","Itaboraí","A beira do Rio Guaraí","-42.8592","-22.7444",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628341' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586137","NY00586137_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","586117","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","A. M. V. de Carvalho",NA,NA,NA,"L. Riedel","160","1832",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628329' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586117","NY00586117_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","02692482","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Carlos D. M. Ferreira","194","2016","01","03","Brazil","Rio de Janeiro","Saquarema","Jaconé. Crescendo as margens do canal Salgado, na ARIE Formigueiro do Litoral.","-42.601944","-22.931667",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2987622' target='other'> <mi>dwc_moreinfo</mi></a>","NY02692482","NY02692482_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
