"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"401","2020-04-27 16:09:51-03","UFES","VIES","4598","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Carvalho, A.M. de","1990","05",NA,"Pereira, O.J.; Mitchell, G. & Lucas, N.M.C.","1967","1989","05","16","Brasil","Espírito Santo","Aracruz","Estação de Biologia Marinha de Santa Cruz.","-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,NA,"VIES004598","VIES004598",NA,NA,NA,NA,NA,"37987","auto",NA,NA,NA,NA,NA
"402","2020-04-27 16:09:51-03","UFES","VIES","5784","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Pereira, O.J.","1991","08","16","Pereira, O.J.; Gomes, J.M.L. & Vinha, P.C.","2380","1991","08","16","Brasil","Espírito Santo","Cariacica","Foz do Rio Itanguá.","-40.4199981689453","-20.2639007568359",NA,NA,NA,NA,NA,"VIES005784","VIES005784",NA,NA,NA,NA,NA,"18507","auto",NA,NA,NA,NA,NA
"403","2021-02-12 18:12:06-03","UFES","VIES","32986","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Assis, A.M.","2012","12","02","Assis, A.M.; Cipriano, R. & Coutinho, H.","2798b","2012","01","02","Brasil","Espírito Santo","Conceição da Barra","APA de Conceição da Barra.","-39.7322006225586","-18.5932998657227",NA,NA,"6","6",NA,"VIES032986","VIES032986",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA
"404","2019-06-27 10:25:02-03","UFES","VIES","37228","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Souza, W.O.; Machado, J.O. & Alves-Araújo, A.","184","2013","12","05","Brasil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"VIES037228","VIES037228",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA
"405","2019-06-27 10:25:02-03","UFES","VIES","37491","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Machado, J.O.; Souza, W.O. & Alves-Araújo, A.","104","2013","08","15","Brasil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"VIES037491","VIES037491",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA
"406","2019-06-27 10:25:02-03","UFES","VIES","28206","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Sarnaglia-Jr., V.B.","466","2009","12","15","Brasil","Espírito Santo","Conceição da Barra","Restinga e transição para Floresta de Tabuleiro. Parque Estadual de Itaúnas e entorno","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"VIES028206","VIES028206",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA
"407","2019-09-27 18:04:44-03","UFES","VIES","32180","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Fraga, C.N.","2013","10","28","Dal col, A.C.S.; Rodrigues Filho, J.","169","2013","10","05","Brasil","Espírito Santo","Guarapari","Parque Natural Municipal Morro da Pescaria.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"VIES032180","VIES032180",NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA
"408","2020-04-27 16:09:51-03","UFES","VIES","1805","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Lima, H.C. de","2008","08","22","Pereira, O.J.; Fabris, L.C. & Gomes, J.M.L.","999","1987","08","28","Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"VIES001805","VIES001805",NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA
"409","2021-02-12 18:12:06-03","UFES","VIES","610","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Carvalho, A.M. de","1990","05",NA,"Leitão Filho, H.F.","s.n.","1984","07","06","Brasil","Espírito Santo","Vila Velha","Foz do Rio Jucu.","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,NA,"VIES000610","VIES000610",NA,NA,NA,NA,NA,"27156","auto",NA,NA,NA,NA,NA
"410","2019-06-27 10:25:02-03","UFES","VIES","10727","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Zambom, O.","1995",NA,NA,"Zambom, O.; Fernandes, M.","148","1995","10","27","Brasil","Espírito Santo","Vila Velha","Interlagos.","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,NA,"VIES010727","VIES010727",NA,NA,NA,NA,NA,"27156","auto",NA,NA,NA,NA,NA
"411","2020-04-27 16:09:51-03","UFES","VIES","35183","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Silva, L.A.","2012","07","26","Silva, L.A.; Valadares, R.T.","255","2012","07","26","Brasil","Espírito Santo","Vila Velha","Interlagos.","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,NA,"VIES035183","VIES035183",NA,NA,NA,NA,NA,"27156","auto",NA,NA,NA,NA,NA
"412","2020-04-27 16:09:51-03","UFES","VIES","22039","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Silva, L.A.","2011","09","03","Silva, L.A.; Ribeiro, K.S.","52","2011","09","03","Brasil","Espírito Santo","Vila Velha","Parque Natural Municipal de Jacarenema.","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,NA,"VIES022039","VIES022039",NA,NA,NA,NA,NA,"27156","auto",NA,NA,NA,NA,NA
"413","2020-04-27 16:09:51-03","UFES","VIES","22016","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Silva, L.A.","2011","04","20","Silva, L.A.; Gomes, J.M.L.","7","2011","04","20","Brasil","Espírito Santo","Vila Velha","Parque Natural Municipal de Jacarenema.","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,NA,"VIES022016","VIES022016",NA,NA,NA,NA,NA,"27156","auto",NA,NA,NA,NA,NA
"414","2020-04-27 16:09:51-03","UFES","VIES","18609","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Martins, M.L.L.","1994","05","27","Martins, M.L.L.","240","1994","05","27","Brasil","Rio Grande do Norte","Tibau do Sul","Praia do Curral.","-35.0918998718262","-6.18666982650757",NA,NA,NA,NA,NA,"VIES018609","VIES018609",NA,NA,NA,NA,NA,"13790","auto",NA,NA,NA,NA,NA
"415","2020-04-27 16:09:51-03","UFES","VIES","12066","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Caxambu, M.G.","2012","06","05","Caxambu, M.G.; et al.","4168","2012","04","20","Brasil","São Paulo","Ilha Comprida",NA,"-47.5400009155273","-24.7399997711182",NA,NA,"5","5",NA,"VIES012066","VIES012066",NA,NA,NA,NA,NA,"49747","auto",NA,NA,NA,NA,NA
"416","2019-12-06 19:29:39-03","UFES","VIES","25561","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Assis, A.M.; Santos, R.; Herzog, T. & Lopes, J.C.","3656","2013","01","22","Brasil","Espírito Santo","Serra","ArcelorMittal - restinga arbustiva.","-40.215556","-20.243611","40º12'56''W","20º14'37''S","21","21",NA,"VIES025561","VIES025561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","2019-12-06 19:29:40-03","UFES","VIES","25881","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Assis, A.M.; Santos, J.","3300","2012","07","08","Brasil","Espírito Santo","Conceição da Barra","APA de Conceição da Barra - Meleiras.","-39.775278","-18.679444","39º46'31''W","18º40'46''S","4","4",NA,"VIES025881","VIES025881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","2019-12-06 19:29:40-03","UFES","VIES","29061","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Assis, A.M.; Freitas, J. & Maia, N.A.","2995","2012","04","15","Brasil","Espírito Santo","São Mateus","Campo Grande.","-39.741944","-19.028611","39º44'31''W","19º1'43''S","11","11",NA,"VIES029061","VIES029061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","2020-04-27 16:09:51-03","UFES","VIES","40670","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Wandekoken, D.T.","2017","07","10","Wandekoken, D.T.","202","2017","02","16","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha. Trilha da lagoa. Restinga.","-40.422778","-20.605","40º25'22''W","20º36'18''S",NA,NA,NA,"VIES040670","VIES040670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","2020-04-27 16:09:51-03","UFES","VIES","43577","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Firmino, A.D.","2018","11","07","Firmino, A.D.; Silvares, G.C.O.","453","2018","11","06","Brasil","Espírito Santo","Linhares","Reserva de Comboios, próximo à reserva indígena. Ponto de amostragem 8.","-39.931389","-19.698611","39º55'53''W","19º41'55''S",NA,NA,NA,"VIES043577","VIES043577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","2019-12-06 19:29:40-03","UFES","VIES","44983","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Assis, A.M.; Cipriano, R. & Hencker, C.","4060","2014","03","29","Brasil","Espírito Santo","Aracruz","Estaleiro Jurong Aracruz.","-40.075556","-19.868333","40º4'32''W","19º52'6''S","1","1",NA,"VIES044983","VIES044983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","2020-04-27 16:09:51-03","UFES","VIES","46273","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Firmino, A.D.","2020","01","20","Firmino, A.D.","1541","2020","01","20","Brasil","Espírito Santo","Aracruz","Mar Azul ponto de amostragem 9.","-40.1","-19.918889","40º6'W","19º55'8''S","4","4",NA,"VIES046273","VIES046273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","2020-12-22 16:05:55-03","UFES","VIES","47800","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Sossai, B.G.; Miranda, V.S.; Nepomuceno, A.; Nichio-Amaral, R.","318","2018","12","10","Brasil","Espírito Santo","Linhares","Monsarás - Poto 25A ML.","-39.801389","-19.558611","39º48'5''W","19º33'31''S",NA,NA,NA,"VIES047800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","2021-01-18 18:17:53-03","UFES","VIES","48589","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Firmino, A.D.","2020","12","16","Firmino, A.D.; Valadares, R.T.","1784","2020","12","16","Brasil","Espírito Santo","Aracruz","Reserva de Comboios, próximo à reserva indígena. Ponto de amostragem 8.","-39.93","-19.698056","39º55'48''W","19º41'53''S","7","7",NA,"VIES048589","VIES048589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","2021-02-12 18:12:06-03","UFES","VIES","7949","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Costa, A.L.","s.n.","1975","01","11","Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,"VIES007949","VIES007949",NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA
"426","2019-06-27 10:25:02-03","UFES","VIES","7948","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Noblick, L.R.","1465","1979","08","12","Brasil","Bahia","Salvador",NA,"-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,"VIES007948","VIES007948",NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA
"427","2019-06-27 10:25:02-03","UFES","VIES","14676","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Araújo, D.S.D.; Peixoto, A.L.","242","1973","07","15","Brasil","Espírito Santo","Aracruz","Estação de Biologia Marinha Mello Leitão.","-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,NA,"VIES014676",NA,NA,NA,NA,NA,NA,"37987","auto",NA,NA,NA,NA,NA
"428","2020-04-27 16:09:51-03","UFES","VIES","25578","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Menezes, L.F.T.","2012","06","13","Menezes, L.F.T.","2003","2012","06","13","Brasil","Espírito Santo","Conceição da Barra","APA de Conceição da Barra.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"VIES025578","VIES025578",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA
"429","2020-04-27 16:09:51-03","UFES","VIES","16194","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Pereira, O.J.","1997","03","10","Jesus, M.C.F.","153","1997","02","16","Brasil","Espírito Santo","Conceição da Barra","Pontal do Sul - Ilha de Guriri.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"VIES016194","VIES016194",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA
"430","2020-04-27 16:09:51-03","UFES","VIES","26107","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Martins, M.L.L.","2006","06","10","Martins, M.L.L.","1292","2006","06","10","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"VIES026107","VIES026107",NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA
"431","2020-04-27 16:09:51-03","UFES","VIES","14981","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Pereira, O.J.","1995","04","04","Pereira, O.J.; Cardoso, S.","5414","1995","04","04","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"VIES014981","VIES014981",NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA
"432","2020-04-27 16:09:51-03","UFES","VIES","13308","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Silva, L.A.","2015","03","31","Iglesias, D.T.","103","2013","02","02","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"VIES013308","VIES013308",NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA
"433","2019-06-27 10:25:02-03","UFES","VIES","40239","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Dal col, A.C.S.","484","2015","12","12","Brasil","Espírito Santo","Guarapari","Praia dos Adventistas.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"VIES040239","VIES040239",NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA
"434","2019-06-27 10:25:02-03","UFES","VIES","4362","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Vinha, P.C.","949","1990","05","12","Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"VIES004362","VIES004362",NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA
"435","2019-09-27 18:04:44-03","UFES","VIES","32647","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Weiler Júnior, I.","1997","10","30","Weiler Júnior, I.","553","1997","10","30","Brasil","Espírito Santo","Linhares","Pontal do Ipiranga.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,"VIES032647","VIES032647",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA
"436","2021-02-12 18:12:06-03","UFES","VIES","23606","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Chimalli, T.","s.n.","2005","08","06","Brasil","Espírito Santo","Marataizes","Duna frontal (P1) sul.","-40.8244018554688","-21.0433006286621",NA,NA,NA,NA,NA,"VIES023606","VIES023606",NA,NA,NA,NA,NA,"19311","auto",NA,NA,NA,NA,NA
"437","2020-04-27 16:09:51-03","UFES","VIES","18731","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Gomes, J.M.L.","2009","08","30","Gomes, J.M.L.; Valadares, R.T.","3423","2009","08","30","Brasil","Espírito Santo","Presidente Kennedy",NA,"-41.0466995239258","-21.0988998413086",NA,NA,NA,NA,NA,"VIES018731","VIES018731",NA,NA,NA,NA,NA,"24088","auto",NA,NA,NA,NA,NA
"438","2020-04-27 16:09:51-03","UFES","VIES","18329","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Pereira, O.J.","2009","05","07","Pereira, O.J.","7774","2009","05","07","Brasil","Espírito Santo","Serra","APA Praia Mole.","-40.3078002929688","-20.1285991668701",NA,NA,NA,NA,NA,"VIES018329","VIES018329",NA,NA,NA,NA,NA,"16451","auto",NA,NA,NA,NA,NA
"439","2020-04-27 16:09:51-03","UFES","VIES","26617","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Silva, L.A.","2011","09","03","Silva, L.A.; Ribeiro, K.S.","60","2011","09","03","Brasil","Espírito Santo","Vila Velha","Parque Natural Municipal de Jacarenema.","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,NA,"VIES026617","VIES026617",NA,NA,NA,NA,NA,"27156","auto",NA,NA,NA,NA,NA
"440","2020-04-27 16:09:51-03","UFES","VIES","22149","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Silva, L.A.","2011","10","01","Silva, L.A.; Barros, P.H.D. & Iglesias, D.T.","87","2011","10","01","Brasil","Espírito Santo","Vila Velha","Parque Natural Municipal de Jacarenema.","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,NA,"VIES022149","VIES022149",NA,NA,NA,NA,NA,"27156","auto",NA,NA,NA,NA,NA
"441","2020-04-27 16:09:51-03","UFES","VIES","18077","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Assis, A.M.","1998","12","09","Assis, A.M.","665","1998","12","09","Brasil","Espírito Santo","Vitória","Reserva Ecológica Restinga de Camburi.","-40.3377990722656","-20.3194007873535",NA,NA,NA,NA,NA,"VIES018077","VIES018077",NA,NA,NA,NA,NA,"15291","auto",NA,NA,NA,NA,NA
"442","2020-04-27 16:09:51-03","UFES","VIES","12065","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Caxambu, M.G.","2012","04","04","Caxambu, M.G.; et al.","4105","2012","04","30","Brasil","São Paulo","Cananéia","Fazenda Aroeira.","-47.9199981689453","-25.0100002288818",NA,NA,"2","2",NA,"VIES012065","VIES012065",NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"443","2019-08-16 08:39:23-03","UTFPR","HCF","10792","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","M.G. Caxambu","2012","06","13","E.L. Siqueira","556","2012","05","19","Brasil","PR","Pontal do Paraná","Pontal do Sul","-48.388667","-25.549694","48°23'19,2 W","25°32'58,9 S","2","2","arbusto heliófito, psamófilo. Frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","2019-11-26 13:10:39-03","UTFPR","HCF","29791","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","F. Marinero","2019","03","03","F. Marinero","1240","2019","02","23","Brasil","ES","Linhares","Regência","-39.827778","-19.644167","39°49'40 W","19°38'39 S","2","2","arbusto 2 m. Flores alvas. Várzea.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","2019-08-16 08:39:23-03","UTFPR","HCF","10739","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","M.G. Caxambu","2012","06","05","M.G. Caxambu","4168","2012","04","30","Brasil","SP","Ilha Comprida","arredores","-47.884639","-25.034306","47°53'04,7 W","25°02'03,5 S","5","5","arbusto ca. 0,40 m, heliófito, psamófilo. Flores com cálice verde e corola alva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","2019-08-16 08:39:23-03","UTFPR","HCF","21450","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","A.C.S.S. Marques & M.L. Guedes","2005","12",NA,"A.C.S.S. Marques","2","2005","11","12","Brasil","BA","Salvador","Região Metropolitana de Salvador, Camaça","-38.316667","-12.683333","38°19'00 W","12°41'00 S",NA,NA,"arbórea ca. 3 m. Folhas cartáceas, discolores. Inflorescência axilar, flores azuladas. Frequente. manguezal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","2019-08-16 08:39:23-03","UTFPR","HCF","10676","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","M.G. Caxambu","2012","06","04","M.G. Caxambu","4105","2012","04","30","Brasil","SP","Cananéia","Fazenda Aroeira - Arredores","-47.837556","-24.890278","47°50'15,2 W","24°53'25 S","2","2","arbusto heliófito, ca. 3 m. Frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","2019-08-16 08:39:23-03","UTFPR","HCF","5976","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","G. Hatschbach","2005",NA,NA,"J.M. Silva","5456","2005","05","11","Brasil","PR","Antonina","Pinheirinho","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"apoiante, fruto esverdeado. Orla do manguezal.",NA,NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"449","2019-08-16 08:39:23-03","UTFPR","HCF","18447","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","E. Barboza","2010",NA,NA,"J.M. Silva","8603","2010","03","20","Brasil","PR","Guaraqueçaba","Parque Nacional do Superaguí, próximo ao","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"arbusto, 1 m, flor alvacenta. Restinga arbórea.",NA,NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"450","2019-08-16 08:39:23-03","UTFPR","HCF","19719","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","E. Barboza","2010",NA,NA,"J.M. Silva","7598","2010","03","20","Brasil","PR","Guaraqueçaba","Parque Nacional do Superaguí, próximo ao","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"arbusto, 1 m, flor alvacenta. Restinga arbórea.",NA,NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"451","2019-08-16 08:39:23-03","UTFPR","HCF","3736","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","J. Cordeiro & E. Barboza","2007","02",NA,"J.K. Nobre",NA,"2006","05","02","Brasil","PR","Paranaguá","Mangue","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"arbusto heliófito, ramificado com frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"452","2019-08-16 08:39:23-03","UTFPR","HCF","15882","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","R.A. Bonaldi","2013",NA,NA,"R.A. Bonaldi","809","2013","12","27","Brasil","PR","Paranaguá","Tinguaçú","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"arvoreta de 2,5 m de altura, flores brancas. Transição com restinga e manguezal.",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"453","2019-08-16 08:39:23-03","UTFPR","HCF","13401","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","R.R. Völtz","2012","01","05","R.R. Völtz","89","2012","01","05","Brasil","SC","São Francisco do Sul","Praia do Forte","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,"arbusto baixo com 1,5 m alt., densamente esgalhado, com galhos longos e flexuosos. Encontrado em ambiente frontal marinho, sobre tabuleiro arenoso. Flores alvas; frutos verdes.",NA,NA,NA,NA,NA,NA,NA,"23627","auto",NA,NA,NA,NA,NA
"454","2019-08-16 08:39:23-03","UTFPR","HCF","17012","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","S. Miotto","2009","07","21","F.A. Cloclet",NA,"1999","06","16","Brasil","SP","São Sebastião","Guaéca","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,"cipó; fruto imaturo verde e maduros marrons.",NA,NA,NA,NA,NA,NA,NA,"41977","auto",NA,NA,NA,NA,NA
"455","2020-06-29 09:30:23-03","UFRRJ","RBR","17585","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","M.F. Castilhori","2013","07","04","A. Gentry","s.n.","1985","01","11","Brasil","Rio de Janeiro","Macaé","22° 55#?# S, 41° 40#?# W","-41.7868995666504","-22.3708000183105",NA,NA,NA,NA,NA,"RBR00017585",NA,NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA
