"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","locality","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","infraspecificEpithet","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","02433450","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy",NA,NA,NA,NA,NA,"36",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2658041' target='other'> <mi>dwc_moreinfo</mi></a>","NY02433450","NY02433450_01","Canta Gallo","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","656921","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy","M. H. Nee",NA,NA,NA,"Grupo Pedra do Cavalo","53","1980","05",NA,"Brazil","Bahia","Cachoeira","-38.9557991027832","-12.6183004379272",NA,NA,"40","190","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53652' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656921","NY00656921_01","Barragem de Bananeiras. Vale dos Rios Paraguaçu e Jacuipe","Magnoliophyta","Caryophyllales","South America","sheet",NA,"26884","auto",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02220445","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy",NA,NA,NA,NA,"E. P. Heringer","12260","1972","10","10","Brazil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2373972' target='other'> <mi>dwc_moreinfo</mi></a>","NY02220445","NY02220445_01","Superquadra 412 Sul","Magnoliophyta","Caryophyllales","South America","sheet",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","642330","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy","N. L. Britton",NA,NA,NA,"T. Morong","367","1889","01","15","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=324333' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642330",NA,"Asuncion","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","642326","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy",NA,NA,NA,NA,"L. Riedel","s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=324347' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642326","NY00642326_01",NA,"Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","642314","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy","R. E. Holttum",NA,NA,NA,"E. Pereira","9717",NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"24/1/96 on label as col. date incorrect -after collector(Pabst)'s death-, possible det. date <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=324335' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642314","NY00642314_01","26 km de Maracás rumo Tambril na decida da Serra","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","642333","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy","M. H. Nee",NA,NA,NA,"L. Duarte","264","1964","07","08","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525782' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642333","NY00642333_01","Entre Frei Inocêncio e Campanário","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","687200","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy",NA,NA,NA,NA,"B. Teixeira","256",NA,NA,NA,"Brazil","São Paulo","Sao Paulo","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859443' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687200","NY00687200_01","Capital, Água Funda, Jardim Botânico do Estado.","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00859183","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy","M. H. Nee",NA,NA,NA,"G. Eiten","10896","1970","03","10","Brazil","Minas Gerais","Ponto dos Volantes","-41.5042","-16.7531",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956282' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859183","NY00859183_01","22.6 km. S of village of Itaobim, or 38.0 km. N of village of Padre Paraiso.","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02220441","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy",NA,NA,NA,NA,"E. P. Heringer","12819","1971","06","10","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2373967' target='other'> <mi>dwc_moreinfo</mi></a>","NY02220441","NY02220441_01","Alguns km de Jequié","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","642315","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy","D. Philcox",NA,NA,NA,"R. M. Harley","15024","1974","01","13","Brazil","Bahia",NA,"-41.42","-14.58",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=324334' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642315","NY00642315_01","By the side of the BA 630 highway, 23 km. South of Aracatu between Victoria da Conquista and Brumado","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","642322","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy",NA,NA,NA,NA,"M. B. M. da Cruz","1","2000","09","06","Brazil","Bahia","Ilhéus","-39.0492","-14.7892",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=324344' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642322","NY00642322_01","Campus da Universidade Estadual de Santa Cruz (UESC), km 16 da Rodovia Ilhéus/Itabuna (BR415)","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","2220446","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy",NA,NA,NA,NA,"M. H. Nee","43032",NA,NA,NA,"Brazil","Amazonas","Manaus","-60.08","-2.32",NA,NA,"50","125","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2373973' target='other'> <mi>dwc_moreinfo</mi></a>","NY02220446","NY02220446_01","ca 80 km N de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR 174, km 64, depois 21 km leste na ZF3, Fazenda Porto Alegre. Projeto Dinâmica Biológica de Fragmentos Florestais, Reserva No.3402.","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00859180","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy",NA,NA,NA,NA,"L. Duarte","264","1964","07","08","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956118' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859180","NY00859180_01","Entre Frei Inocêncio e Campanário","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00859179","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy","P. C. Standley",NA,NA,NA,"Y. E. J. Mexia","5400","1930","12","10","Brazil","Minas Gerais","Viçosa","-42.8817","-20.7542",NA,NA,"730","730","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956112' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859179","NY00859179_01","Viçosa. Road to Barroso; Fazenda São Domingos.","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00859178","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy","M. H. Nee",NA,NA,NA,"E. P. Heringer","10472","1965","08","01","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956110' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859178","NY00859178_01","Margem da Serra Velha, Goiás.","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","687201","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy","M. Kirizawa",NA,NA,NA,"M. de Goes","s.n.","1977","09","22","Brazil","São Paulo","Sao Paulo","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859444' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687201","NY00687201_01","Capital, Parque Estadual das Fontes do Ipiranga, Jardim Botânico. Área 24, planta no. 89A.","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","642319","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy",NA,NA,NA,NA,"J. Bowie","s.n.","1813",NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","-43.448386","-22.913514",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=324343' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642319","NY00642319_01","Near Rio de Janeiro","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","642320","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy","L. Y. T. Westra",NA,NA,NA,"R. P. Belém","1580","1965","08","12","Brazil","Espírito Santo","Linhares","-40.0719","-19.3911",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=324336' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642320","NY00642320_01","Margem do Rio Doce","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00859177","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy","M. H. Nee",NA,NA,NA,"Z. A. Trinta","722","1964","04","19","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956102' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859177","NY00859177_01","Três Marias, Governador Valadares.","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","642331","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy","M. H. Nee",NA,NA,NA,"E. P. Heringer","s.n.","1953","01","25","Brazil","Pernambuco","Recife","-34.931635","-8.045763",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525780' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642331","NY00642331_01","Recife","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","642324","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy",NA,NA,NA,NA,"J. S. Blanchet","3462","1841",NA,NA,"Brazil","Bahia","Muritiba","-38.99","-12.6267",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=324345' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642324","NY00642324_01","Moritiba","Magnoliophyta","Caryophyllales","South America","sheet","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","656927","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy","M. H. Nee",NA,NA,NA,"O. C. Pavao",NA,"2000","12","18","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53655' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656927","NY00656927_01","Sítio Araújo, Nova América da Colina","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","642323","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","41944","1979","01","18","Brazil","Paraná","Lapa","-49.7156","-25.7697",NA,NA,NA,NA,"xiloteca <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=324342' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642323","NY00642323_01","Lagoa Grande","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","656922","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy","M. H. Nee",NA,NA,NA,"R. M. Harley","16093","1974","02","07","Brazil","Bahia","Mucugê","-41.38","-13",NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53647' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656922","NY00656922_01","Mucugê","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","2220447","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy",NA,NA,NA,NA,"M. de Oliveira",NA,"1981","11","13","Brazil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2373974' target='other'> <mi>dwc_moreinfo</mi></a>","NY02220447","NY02220447_01","ICC sul do minhocão da UnB","Magnoliophyta","Caryophyllales","South America","sheet",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","2220443","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy",NA,NA,NA,NA,"B. Rambo","4998","1935","11","16","Brazil","Rio Grande do Sul","Sao Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2373969' target='other'> <mi>dwc_moreinfo</mi></a>","NY02220443","NY02220443_01",NA,"Magnoliophyta","Caryophyllales","South America","sheet",NA,"10287","auto",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","2220442","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy",NA,NA,NA,NA,"R. Reitz","C1759","1946","12","23","Brazil","Santa Catarina","Orleans","-49.2914009094238","-28.3589000701904",NA,NA,"95",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2373968' target='other'> <mi>dwc_moreinfo</mi></a>","NY02220442","NY02220442_01",NA,"Magnoliophyta","Caryophyllales","South America","sheet",NA,"31549","auto",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","656915","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","pomacea","Bougainvillea pomacea","Choisy",NA,NA,NA,NA,"O. X. B. Machado","137","1945","04","07","Brazil","Rio de Janeiro",NA,"-43.36594","-23.011012",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=695716' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656915","NY00656915_01","Restinga Tijuca","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","342027","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","pomacea","Bougainvillea pomacea","Choisy",NA,NA,NA,NA,"J. S. Blanchet","2573","1839",NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=695715' target='other'> <mi>dwc_moreinfo</mi></a>","NY00342027","NY00342027_01","Serra de Jacobina","Magnoliophyta","Caryophyllales","South America","sheet","type",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-01-28 13:11:27-03","MCN-PUC-MINAS","HPUC-MG","ANG490","S","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra",NA,NA,NA,NA,NA,"Maielo - Silva, L.",NA,"2009","09","23","Brasil","Rio de Janeiro","Bom Jesus do Itabapoana","-41.6796989440918","-21.1338996887207",NA,NA,NA,NA,"Nº Ibama (CTF) = 4477412",NA,NA,"Bom Jesus do Itabapoana",NA,NA,NA,NA,NA,"30210","auto",NA,NA,NA,NA,NA,NA,NA
"42","2020-01-28 13:11:27-03","MCN-PUC-MINAS","HPUC-MG","ANG3071","S","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra",NA,NA,NA,NA,NA,"C.R.Costa; D.T.Viana; E.S.Guimarães; K.M.C.Jesus",NA,"2008","02","14","Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,"Mata da PUC Minas. Coração Eucarístico",NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"43","2021-02-17 12:02:27-03","UNESP-IBB","BOTU","33994","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy",NA,NA,NA,NA,"Castro Matheus, L.","32","2019","04","01","Brasil","São Paulo","Botucatu","-48.833333","-23.016667","48°49'60w","22°60'60s",NA,NA,NA,"BOTU033994",NA,"Jardim Botânico do IBB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-01-06 11:42:39-03","UFPI-MRV","HDELTA","2355","PreservedSpecimen","Plantae","Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Choisy","Lopes, M. A.","2014","01","06","Lopes, M. A.","3","2014","01","06","Brasil","Piauí",NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Bogavilia","HDELTA002355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
