"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","382174","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.","R. C. Kaastra",NA,NA,NA,"R. Reitz","4104","1959","01","16","Brazil","Santa Catarina","Lauro Muller","Pinhal da Cia., Itanema, Lauro Müller.","-49.3967","-28.3931",NA,NA,"300","300","Lenho na xiloteca. Foto em preto. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=158704' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382174","NY00382174_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1017211","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.","G. G. Hatschbach",NA,NA,NA,"A. C. Cervi","2747","1989","06","14","Brazil","Paraná","Foz do Iguaçu",NA,"-54.5881","-25.5481",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1200904' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017211","NY01017211_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-13 09:20:54-03","UFRJ","RFA","11959","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","28587","1972","12","23","Brasil","Paraná","Morretes","Col. Floresta","-48.834400177002","-25.476900100708",NA,NA,"30","30","Arbusto de 3 m, flor creme, margem de rio encaichoeirado","RFA11408",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"14","2020-11-24 17:11:02-03","UTFPR","DVPR","5840","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.","Verdi, M","2010","11","05","Verdi, M; Souza, NL; Klemz, G; Klettenberg, DH","4956","2010","06","05","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo/ Parque Estadual da Serra do Tabuleiro.","-48.4521","-27.5336","-48.4521","-27.5336","295","295","Arbórea, flor branca.; Floresta Ombrofila Densa, Estágio mosaico de inicial, médio a avançado, interior do fragmento.","DVPR005840",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:31:23-03","NBC","NL-BOTANY","L.2115618","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1959","01","16","Brazil",NA,NA,"Santa Catarina. Pinhal de Cia., Itanema, Lauro Müller.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2115618 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2115618","NL-L2115618",NA,"Sapindales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"16","2020-02-08 10:31:23-03","NBC","NL-BOTANY","L.2115619","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1959","01","16","Brazil",NA,NA,"Santa Catarina. Pinhal de Cia., Itanema, Lauro Müller.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2115619 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2115619","NL-L2115619",NA,"Sapindales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"17","2020-02-08 10:31:23-03","NBC","NL-BOTANY","U 0292264","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.",NA,NA,NA,NA,"Reitz R",NA,"1961","01","01","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200292264 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0292264",NA,NA,"Sapindales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw6944",NA,NA,NA,NA
"18","2020-02-08 10:31:23-03","NBC","NL-BOTANY","U.1583018","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1959","01","16","Brazil",NA,NA,"Santa Catarina. Pinhal da Cia, Itanema, Lauro Müller.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1583018 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1583018","NL-U1583018",NA,"Sapindales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"19","2020-02-08 10:31:23-03","NBC","NL-BOTANY","U.1583019","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1953","07","15","Brazil",NA,NA,"Santa Catarina. Prata Braba, Itajaí.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1583019 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1583019","NL-U1583019",NA,"Sapindales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"20","2020-02-08 10:31:23-03","NBC","NL-BOTANY","WAG.1255837","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.",NA,NA,NA,NA,"Hatschbach GG",NA,"1977","02","09","Brazil",NA,NA,"Col. Limeira (mun. Morretes) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1255837 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1255837","NL-WAG1255837",NA,"Sapindales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"21","2020-02-08 10:31:23-03","NBC","NL-BOTANY","WAG.1255838","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.",NA,NA,NA,NA,"Hatschbach GG",NA,"1981","02","12","Brazil",NA,NA,"Rio Saquarema (mun. Paranaguá) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1255838 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1255838","NL-WAG1255838",NA,"Sapindales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"22","2020-02-08 10:31:23-03","NBC","NL-BOTANY","U 0254737","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi grandiflora",NA,NA,NA,NA,NA,"Lindeman JC; Stoffers AL; et al.",NA,"1975","01","01","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200254737 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0254737",NA,NA,"Sapindales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw21833","grandiflora",NA,NA,NA
"23","2019-08-27 13:32:38-03","IAP","PACA-AGP","58130","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.","L. B. Smith",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","SC","Itajaí","Praia Braba","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"HBR 8958 Habitat: in silvula litoranea","PACA058130",NA,"Magnoliophyta","Santalales",NA,NA,"27253","auto","Magnoliatae",NA,NA,NA,NA,NA
"24","2019-08-27 13:32:38-03","IAP","PACA-AGP","70035","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.","Daniel B. Falkenberg","1988",NA,NA,"Daniel B. Falkenberg","4650","1988","02",NA,"Brasil","SC","Palhoça","Morro do Cambirela","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,"arbusto a arvoreta 1,5 a 4 m de altura.","PACA070035",NA,"Magnoliophyta","Santalales",NA,NA,"31105","auto","Magnoliatae",NA,NA,NA,NA,NA
"25","2019-08-27 13:32:38-03","IAP","PACA-AGP","70038","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.","Daniel B. Falkenberg","1988",NA,NA,"Daniel B. Falkenberg","4653","1988","02",NA,"Brasil","SC","Palhoça","Morro do Cambirela","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,NA,"PACA070038",NA,"Magnoliophyta","Santalales",NA,NA,"31105","auto","Magnoliatae",NA,NA,NA,NA,NA
"26","2019-08-27 13:32:38-03","IAP","PACA-AGP","86424","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.","G. Hatschbach","2002",NA,NA,"O. S. Ribas","4245","2002","01","11","Brasil","PR","Paranaguá","Morro do Inglês","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"árvore; 5 m; flor alva; base do morro; Floresta Atlântica da Serra do Mar; alt. 100 m. Habitat: Floresta Atlântica da Serra do Mar, base do morro Fenofase: flor Hábito: árvore","PACA086424",NA,"Magnoliophyta","Santalales",NA,NA,"24916","auto","Magnoliatae",NA,NA,NA,NA,NA
"27","2019-08-27 13:32:38-03","IAP","PACA-AGP","65240","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.","R. S. Cowan","1959",NA,NA,"Reitz & Klein","8279","1959","01","16","Brasil","SC","Lauro Müller","Itanema - Pinhal da Companhia","-49.3967018127441","-28.3927993774414",NA,NA,NA,NA,"HBR 21953 Habitat: pinhal Hábito: arbusto","PACA065240",NA,"Magnoliophyta","Santalales",NA,NA,"15992","auto","Magnoliatae",NA,NA,NA,NA,NA
"28","2019-08-27 13:32:38-03","IAP","PACA-AGP","71755","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.","Daniel B. Falkenberg","1990",NA,NA,"Daniel B. Falkenberg","5384","1990","06","23","Brasil","SC","Palhoça","Morro do Cambirela","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,"em capoeira; arbusto. Habitat: em capoeira Hábito: arbusto","PACA071755",NA,"Magnoliophyta","Santalales",NA,NA,"31105","auto","Magnoliatae",NA,NA,NA,NA,NA
"29","2019-08-27 13:32:38-03","IAP","PACA-AGP","70036","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.","Daniel B. Falkenberg","1988",NA,NA,"Daniel B. Falkenberg","4651","1988","02",NA,"Brasil","SC","Palhoça","Morro do Cambirela","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,NA,"PACA070036",NA,"Magnoliophyta","Santalales",NA,NA,"31105","auto","Magnoliatae",NA,NA,NA,NA,NA
"30","2021-03-24 17:09:56-03","UFES","SAMES","6444","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.",NA,NA,NA,NA,"Stivel-Santos,A.; Meyer,D.;Silveira,S.","3277","2010","07","11","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Guarda de Cubatão","-48.7785987854004","-27.6881008148193","-484125000.0","-274311111.0",NA,NA,"Flores brancas e frutos verdes. Habitat: Interior do fragmento Habito: Arvoreta","SAMES06444",NA,NA,NA,NA,NA,"22435","auto",NA,NA,NA,NA,NA,NA
"31","2019-11-21 14:44:40-03","UFJF","CESJ","38360","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.","G. Hatschbach","2002",NA,NA,"O.S. Ribas; J.M. Silva","4245","2002","01","11","Brasil","Paraná","Paranaguá","Morro do Inglês","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Árvore, 5m, flor alva. Base do morro; Floresta atlântica da Serra do Mar. Alt.: 100m.","CESJ038360",NA,"Angiosperma",NA,"América do Sul",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"32","2019-11-21 14:44:40-03","UFJF","CESJ","59383","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.","A. Stival-Santos","2010","08","25","A. Stival-Santos; D.Meyer; S. Silveira","3277","2010","07","11","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Guarda do Cubatão, Lat.:27º43'12,00S; Lon.:48º41'24,00O; Alt.: 108m.","-48.69","-27.72","-48.69","-27.72","108","108","Floresta Ombrófrila Densa; estádio suces. médio de regeneração.Arvoreta, 4m alt., em interior de fragmento. Flor branca; fruto verde.","CESJ059383",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-21 14:44:40-03","UFJF","CESJ","59382","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.","M. Verdi","2010","11","05","M. Verdi; N.L.Souza; G.Klems; D.H. Klettenberg","4956","2010","06","10","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo/Pq Est. Serra do Tabuleiro, Lat.:27º53'36,00S; Lon.:48º45'21,00O; Alt.: 295m.","-48.755833","-27.893333","-48.755833","-27.893333","295","295","Floresta Ombrófrila Densa; estádio suces. mosaicos de inicial, médio a avançado. Árvore, 5m alt., em interior de fragmento. Flor branca.","CESJ059382",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:25:27-03","UNICAMP","UEC","14149","S","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.",NA,NA,NA,NA,"Hatschbach, G","39757","1977","02","09","Brazil","Paraná","Morretes","Col. Limeira","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Flor, Arbusto 2,50m flor crene, mata pluvial, margens do rio","UEC049794","UEC049794","Magnoliopsida",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:40:26-03","UNICAMP","UEC","24761","S","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.","Hatschbach, G","1981",NA,NA,"Hatschbach, G","43601","1981","02","12","Brazil","Paraná","Paranaguá","Rio Saquarema.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Arvoreta de 4m, flor creme.; Mata pluvial, ao longo do rio.","UEC081594","UEC081594","Magnoliopsida",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"36","2020-10-14 10:06:18-03","FURB","FURB","27943","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.","Stival-Santos, A","2010","08","25","Stival-Santos, A.; Meyer, D. & Silveira, S.","3277","2010","07","11","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Guarda do Cubatão.","-48.69","-27.72","-48.6900000","-27.7200000","108","108","Florística IFFSC 287 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arvoreta; Fruto verde; flor branca","FURB03412","FURB03412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-10-14 10:06:18-03","FURB","FURB","29978","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.","Sobral, M","2010","08","15","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1725","2010","03","16","Brasil","Santa Catarina","Florianópolis","Pântano do Sul (Parque Municipal da Lagoinha do Leste).","-48.4925","-27.7752778","-48.4925000","-27.7752778","46","46","Florística IFFSC e8006a (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arvoreta;","FURB42460","FURB42460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-10-14 10:06:18-03","FURB","FURB","31679","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.","Verdi, M","2010","11","05","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4956","2010","06","10","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo/Parque Estadual da Serra do Tabuleiro.","-48.7558333","-27.8933333","-48.7558333","-27.8933333","295","295","Florística IFFSC 226 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio mosaicos de inicial, médio a avançado; interior do fragmento Habito: arbórea; flor branca","FURB42459","FURB42459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-10-14 10:06:18-03","FURB","FURB","49130","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.","Oliveira, AA de","2016","01","16","Oliveira, A.A. de","2888","2016","01","16","Brasil","Santa Catarina","São João Batista","Camboriú.","-48.8094444","-27.2711111","-48.8094444","-27.2711111","119","119",NA,"FURB49130","FURB49130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-10-14 10:06:18-03","FURB","FURB","56011","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.","Kassner-Filho, A.","2017","11","10","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1415","2017","11","10","Brasil","Santa Catarina","Palhoça",NA,"-48.69","-27.72","-48.6900000","-27.7200000","108","108","fruto imaturo Habitat: borda do fragmento Habito: arvoreta","FURB56011","FURB56011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-10-14 10:06:18-03","FURB","FURB","60056","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.","Kassner-Filho, A.","2018","07","24","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3213","2018","07","24","Brasil","Santa Catarina","Antônio Carlos",NA,"-48.78","-27.54","-48.7800000","-27.5400000",NA,NA,"fruto imaturo Habitat: borda do fragmento florestal Habito: arvoreta","FURB60056","FURB60056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-08 08:56:11-03","FURB","FURB","60612","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engl.","Kassner-Filho, A.","2018","09","28","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3559","2018","09","28","Brasil","Santa Catarina","Brusque",NA,"-48.8697223","-27.0055556","-48.8697223","-27.0055556","45","45","fruto imaturo Habitat: borda do fragmento florestal Habito: arvoreta","FURB60612","FURB60612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-16 17:54:59-03","UCS","HUCS","19488","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engler","Hatschbach, G.","2002",NA,NA,"Ribas, O.S.","4245","2002","01","11","Brasil","Paraná","Morro do Inglês","Serra do Mar",NA,NA,NA,NA,NA,NA,"Herbário MBM, Árvore 5m.; Floresta Atlântica",NA,NA,"Angiospermae","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-16 17:54:59-03","UCS","HUCS","8729","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","hieronymi","Esenbeckia hieronymi","Engler","Falkenberg, D.B.","1990","06","23","Falkenberg, D.B.","5384","1990","06","23","Brasil","Santa Catarina","Palhoça","Morro do Cambirela","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,"Em capoeira, arbusto",NA,NA,"Angiospermae","Sapindales",NA,NA,"31105","auto",NA,NA,NA,NA,NA,NA
