"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","class","individualCount","fieldNumber","typeStatus","relatedCatalogItem","previousCatalogNumber"
"52","2021-03-01 16:24:56-03","UNICAMP","UEC","45060","S","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Hatschbach, G","1983","10","06","Brazil","Paraná","Antonina","Pinheirinho.","-48.7118988037109","-25.4286003112793",NA,NA,"UEC128957","UEC128957","Robinson, H","1984",NA,NA,NA,NA,"Trepadeira lenhosa, capítulos alvos muito odoriferos.; Orla da mata da base de morro. Alt. 30m.","38300","auto","Magnoliopsida",NA,"46838",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:24:56-03","UNICAMP","UEC","60567","S","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Silva, SM; Britez, RM","1986","10","04","Brazil","Paraná","Paranaguá","Ilha do Mel. Caminho do Belo.","-48.5092010498047","-25.5200004577637",NA,NA,"UEC128962","UEC128962","Moraes, MD","1997","04",NA,NA,NA,"Arbusto escandente com flores brancas, aromáticas.; Em litoral rochoso.","24916","auto","Magnoliopsida",NA,"24596",NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:24:56-03","UNICAMP","UEC","60566","S","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Souza, WS; Britez, RM","1986","08","31","Brazil","Paraná","Paranaguá","Ilha do mel. Morro do meio.","-48.5092010498047","-25.5200004577637",NA,NA,"UEC128960","UEC128960","Moraes, MD","1997","04",NA,NA,NA,"Arbusto de 2 metros, com botões.","24916","auto","Magnoliopsida",NA,"24597",NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-01 16:24:56-03","UNICAMP","UEC","81738","S","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Jarenkow, JA","1991","01","27","Brazil","Rio Grande do Sul","Torres","Perdida.","-49.7268981933594","-29.3353004455566",NA,NA,"UEC128963","UEC128963","Volet, DP","2015","11",NA,NA,NA,"Arbusto. Capítulos branco-amarelados.; Apoiante em borda de Mata Atlântica de Encosta.","20837","auto","Magnoliopsida",NA,"12287",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-01 16:24:56-03","UNICAMP","UEC","45175","S","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Tamashiro, JY; Rodrigues, RR; Leitão Filho, HF","1986","11","03","Brazil","São Paulo","Bertioga","Restinga da praia de Itaguaré.","-46.138599395752","-23.8544006347656",NA,NA,"UEC128952","UEC128952",NA,NA,NA,NA,NA,NA,"Trepadeira robusta, capítulos maduros.","37616","auto","Magnoliopsida",NA,"18688",NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-01 16:24:56-03","UNICAMP","UEC","89699","S","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Forero, E; Lopes, EA; Wanderley, MDGL; Yano, O","1980","10","08","Brazil","São Paulo","Cananéia","Ilha do Cardoso, Alrededores del Laboratorio.","-47.9199981689453","-25.0100002288818",NA,NA,"UEC128959","UEC128959","Volet, DP","2015","11",NA,NA,NA,"Trepadeira. Flores brancas.","37574","auto","Magnoliopsida",NA,"8608",NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-01 16:24:56-03","UNICAMP","UEC","32188","S","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Barros, F","1980","10","08","Brazil","São Paulo","Cananéia","Ilha do Cardoso. Crescendo próximo á captação de água salgada.","-47.9199981689453","-25.0100002288818",NA,NA,"UEC128961","UEC128961","Sciamarelli, A","1992","05",NA,NA,NA,"Trepadeira lenhosa da mata. Flores brancas.; Mata.","37574","auto","Magnoliopsida",NA,"465",NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-01 16:24:56-03","UNICAMP","UEC","89698","S","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Barros, F","1989","09","26","Brazil","São Paulo","Cananéia","Ilha do Cardoso, Morro do Pereirinha.","-47.9199981689453","-25.0100002288818",NA,NA,"UEC128958","UEC128958","Volet, DP","2015","11",NA,NA,NA,"Trepadeira da mata. Flores brancas, perfumadas.; Mata.","37574","auto","Magnoliopsida",NA,"1732",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-08-20 10:06:22-03","UNICAMP","UEC","3278","S","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Davis, PH; Shepherd, GJ; Sakane, M","1976","09","07","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Opposite Cananéia. Near sea level. Coastal rain forest, on white sand an humus.","-47.9199981689453","-25.0100002288818",NA,NA,"UEC130360","UEC130360","Volet, DP","2015","11",NA,NA,NA,"3-4 m shrub with slender arching branches. Flowers white. Leaves applanate.","37574","auto","Magnoliopsida",NA,"60603",NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:24:56-03","UNICAMP","UEC","108636","S","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Rapini, A; et al.","1995","10","14","Brazil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins.","-47.5499992370605","-24.7000007629395",NA,NA,"UEC130366","UEC130366","Semir, J","1998",NA,NA,NA,NA,"Trepadeira, flores creme.; Restinga em direção ao Imperador.","55628","auto","Magnoliopsida",NA,"59",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-05 16:45:17-03","UFOP","OUPR","25226","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Cândido, E.S.; Silva, J.L. & Vitor, B.","2010","05","28","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Bacia do Custódio","-43.507778","-20.451694","-43.507778","-20.451694",NA,NA,"Castro, M.S.","2015","12","16",NA,"1317","Árvore 5m. Inflorescência alva. Parte abaxial das folhas com indumento claro. Coletada na beira da estrada. Mata",NA,NA,NA,NA,"461",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-05 16:45:17-03","UFOP","OUPR","16036","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Rapalo, J.A.","1977","10","18","Brasil","Minas Gerais","Mariana","Bento Rodrigues","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"Smith, G.L.; Coile, NC (Tropic","2007",NA,NA,NA,NA,"Árvore ou arbusto. Ramos Subescandentes. Flores brancas","33524","auto",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-05 16:45:17-03","UFOP","OUPR","16037","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Rapalo, J.A.","1977","10","18","Brasil","Minas Gerais","Ouro Preto","Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Smith, G.L.; Coile, NC (Tropic","2007",NA,NA,NA,NA,"Árvore ou arbusto. Ramos Subescandentes. Flores brancas","44599","auto",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-05 16:45:17-03","UFOP","OUPR","6329","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Roschel, M.B.; Craig, J.","1996","07","09","Brasil","Minas Gerais","Ouro Preto","Estrada da Torre, Samarco Mineração","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Smith, G.L.; Coile, NC (Tropic","2007",NA,NA,NA,NA,"Mata. Árvore. Flores pálidas","44599","auto",NA,NA,"217",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-03-12 10:29:01-03","UFOP","OUPR","34850","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Pedrosa, L.G.","2019","12","10","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Pedrosa, L.G.","2019","12",NA,NA,NA,"Arbusto, estéril. Borda de mata","44599","auto",NA,NA,"2306",NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-05 16:45:17-03","UFOP","OUPR","3933","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Badini, J.","1973","07",NA,"Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"Castro, M.S.","2015","12","16",NA,NA,"Árvore. Mata","16921","auto",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-01-17 11:24:35-02","PUCRS","MPUC","12988","S","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker",NA,"1998","04","03","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"R.A. Baaske",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asterales",NA,"South America",NA,"Magnoliopsida","1",NA,NA,NA,NA
"69","2019-01-17 11:24:35-02","PUCRS","MPUC","15686","S","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker",NA,"2006","10","28","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"C.A. Mondin","2006","01","01",NA,NA,NA,NA,NA,NA,"Asterales",NA,"South America",NA,"Magnoliopsida","1","3333",NA,NA,NA
"70","2019-01-17 11:24:35-02","PUCRS","MPUC","13334","S","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker",NA,"1998","04","03","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"R.A. Baaske",NA,NA,NA,NA,NA,"Margem do mato (F: 85)",NA,NA,NA,"Asterales",NA,"South America",NA,"Magnoliopsida","1",NA,NA,NA,NA
"71","2019-01-17 11:24:35-02","PUCRS","MPUC","18104","S","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker",NA,"2010","02","14","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"C.A. Mondin","2010","01","01",NA,NA,NA,NA,NA,NA,"Asterales",NA,"South America",NA,"Magnoliopsida","1",NA,NA,NA,NA
"72","2020-10-14 09:59:20-03","FURB","FURB","21303","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","01","27","Brasil","Santa Catarina","Angelina","Coqueiral.","-49.0497222","-27.54","-49.0497222","-27.5400000","FURB18374","FURB18374","Fernandes, AC","2012","03","05","835","835","Coleta Extra IFFSC (Liana) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; interior do fragmento Habito: liana; flor branca",NA,NA,NA,NA,"1483",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-10-14 09:59:20-03","FURB","FURB","35473","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Korte, A.","2011","03","17","Brasil","Santa Catarina","Alfredo Wagner","Morro da Bracatinga.","-49.32","-27.72","-49.3200000","-27.7200000","FURB00886","FURB00886","Hattori, EKO; Fernandes, AC","2012","03","05","600","600","Florística IFFSC 280 (Arbusto) Habitat: Floresta Ombrófila Mista; Estágio Inicial Habito: arbusto apoiante; flor lilás",NA,NA,NA,NA,"6210",NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-08 08:50:01-03","FURB","FURB","59548","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","06","28","Brasil","Santa Catarina","Orleans",NA,"-49.3191667","-28.2608333","-49.3191667","-28.2608333","FURB59548","FURB59548","Pererira, RC","2018","08","13",NA,NA,NA,NA,NA,NA,NA,"2967",NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-16 17:51:02-03","UCS","HUCS","03894","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Sehnem, A.","1978","02","23","Brasil","Rio Grande do Sul","Tainhas","Potreiro Novo",NA,NA,NA,NA,NA,NA,"Sehnem, A.","1978",NA,NA,NA,NA,"Herbario PACA - 69255; Arbustum in silva ad campum",NA,NA,"Angiospermae","Asterales","15915",NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-16 17:51:02-03","UCS","HUCS","19164","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Rambo, B.","1950","03","13","Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Emrich-Rambo","1954","07","05",NA,NA,"Herbario PACA 46296; Ad araucarietum reclinata","76715","auto","Angiospermae","Asterales","s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-16 17:51:02-03","UCS","HUCS","01097","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Sehnem, A.","1951","02","22","Brasil","Rio Grande do Sul","São Francisco de Paula","Taimbé","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Rambo et Cristobal","1985","07",NA,NA,NA,"Inst. Bot. del Nordeste Corrientes - VII.1985&nf;Coleção ASSL 5674; Arbustum ad rivum","76715","auto","Angiospermae","Asterales","s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-06-29 09:29:34-03","UFRRJ","RBR","14539","S","Plantae","Asteraceae","Piptocarpha","cinerea","Piptocarpha cinerea","Baker","L.B. Pace; N.S. Coelho-Filho",NA,NA,NA,"Brasil","Rio de Janeiro","Piraí",NA,"-43.8981018066406","-22.6291999816895",NA,NA,"RBR00014539","RBR00014539","M.M.S. Conde","1985","02","01",NA,NA,NA,"20293","auto",NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-06-29 09:29:34-03","UFRRJ","RBR","14541","S","Plantae","Asteraceae","Piptocarpha","cinerea","Piptocarpha cinerea","Baker","S.M. Carvalho","1984","09","25","Brasil","Rio de Janeiro","Piraí",NA,"-43.8981018066406","-22.6291999816895",NA,NA,"RBR00014541","RBR00014541 RBR00014541_1",NA,NA,NA,NA,NA,NA,NA,"20293","auto",NA,NA,"113",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-06-29 09:29:34-03","UFRRJ","RBR","34081","S","Plantae","Asteraceae","Piptocarpha","cinerea","Piptocarpha cinerea","Baker","L.F.T. Menezes","2004","09","21","Brasil","Minas Gerais","Além Paraíba","Fazenda Cachoeirão, Estrada Que liga SApucaia (RJ) a Mar de Espanha (MG)","-42.7043991088867","-21.8878002166748",NA,NA,"RBR00034081","RBR00034081",NA,NA,NA,NA,NA,NA,NA,"24865","auto",NA,NA,"1251",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-06-18 10:55:49-03","UFRRJ","RBR","14540","S","Plantae","Asteraceae","Piptocarpha","cinerea","Piptocarpha cinerea","Baker",NA,"1984","09","21","Brasil","Rio de Janeiro","Piraí","Na caminho","-43.8981018066406","-22.6291999816895",NA,NA,"RBR00014540","RBR00014540",NA,NA,NA,NA,NA,NA,NA,"20293","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-06-29 09:29:34-03","UFRRJ","RBR","14545","S","Plantae","Asteraceae","Piptocarpha","cinerea","Piptocarpha cinerea","Baker","C.S.R. Pardo","1997","10","26","Brasil","Rio de Janeiro","Teresópolis","Trilha primavera","-42.9655990600586","-22.4122009277344",NA,NA,"RBR00014545","RBR00014545","M.M.S. Conde",NA,NA,NA,"1015","1015",NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-06-29 09:29:34-03","UFRRJ","RBR","14538","S","Plantae","Asteraceae","Piptocarpha","cinerea","Piptocarpha cinerea","Baker","S.M. Carvalho; V. Pereira","1983","08","09","Brasil","Rio de Janeiro","Piraí",NA,"-43.8981018066406","-22.6291999816895",NA,NA,"RBR00014538","RBR00014538",NA,NA,NA,NA,NA,NA,NA,"20293","auto",NA,NA,"71",NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-06-29 09:29:34-03","UFRRJ","RBR","14544","S","Plantae","Asteraceae","Piptocarpha","cinerea","Piptocarpha cinerea","Baker","M.M.T. Rosa; I.M. Silva","1991","12","04","Brasil","Rio de Janeiro","Piraí","Fazenda Santana, próximo a Represa Ribeirão das Lajes,","-43.8981018066406","-22.6291999816895",NA,NA,"RBR00014544","RBR00014544",NA,NA,NA,NA,NA,NA,NA,"20293","auto",NA,NA,"287",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-06-29 09:29:34-03","UFRRJ","RBR","14542","S","Plantae","Asteraceae","Piptocarpha","cinerea","Piptocarpha cinerea","Baker","M.R. Barbosa","1988","10","04","Brasil","Rio de Janeiro","Piraí","Represa de Ribeirão das Lages","-43.8981018066406","-22.6291999816895",NA,NA,"RBR00014542","RBR00014542",NA,NA,NA,NA,NA,NA,NA,"20293","auto",NA,NA,"1042",NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:16:55-03","MBM","MBM","196273","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Jarenkow, J.A.","1991","01","27","Brazil","Rio Grande do Sul","Torres","Perdida","-49.7268981933594","-29.3353004455566",NA,NA,"MBM196273","MBM196273","Jarenkow, J.A.",NA,NA,NA,NA,NA,NA,"20837","auto",NA,NA,"1826","Southern America",NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:16:55-03","MBM","MBM","97705","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Klein, R.M.; Bresolin, A.; Bresolin, A.","1969","02","13","Brazil","Santa Catarina","Florianópolis","Morro Costa da Lagoa","-48.5491981506348","-27.596700668335",NA,NA,"MBM097705","MBM097705","Cabrera, A.L.",NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,"8183","Southern America",NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:16:55-03","MBM","MBM","108350","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Hatschbach, G.; Silva, J.M.; Silva, J.M.","1985","10","18","Brazil","Espírito Santo","Conceição do Castelo","Alto Bananal","-41.2439002990723","-20.3682994842529",NA,NA,"MBM108350","MBM108350","Robinson, H.",NA,NA,NA,NA,NA,NA,"17824","auto",NA,NA,"49938","Southern America",NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:16:55-03","MBM","MBM","78558","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Hatschbach, G.","1982","09","21","Brazil","Paraná","Antonina","Mangue Maior Santo","-48.7118988037109","-25.4286003112793",NA,NA,"MBM078558","MBM078558","Robinson, H.",NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,"45307","Southern America",NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:16:55-03","MBM","MBM","86772","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Hatschbach, G.","1983","10","06","Brazil","Paraná","Antonina","Pinheirinho","-48.7118988037109","-25.4286003112793",NA,NA,"MBM086772","MBM086772","Robinson, H.",NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,"46838","Southern America",NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:16:55-03","MBM","MBM","164899","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Falkenberg, D.B.","1986","06",NA,"Brazil","Santa Catarina","Florianópolis","Lagoinha do Leste","-48.5491981506348","-27.596700668335",NA,NA,"MBM164899","MBM164899","Dombrowski, L.T.; Pott, V.",NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,"3449","Southern America",NA,NA,NA,NA,NA,NA,NA
"92","2015-10-04 14:30:40-03","MNHN","RECOLNAT_MNHN_P","P00683039","PreservedSpecimen",NA,"Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Regnell","1848",NA,NA,"Brésil",NA,NA,"Brasilia, Min. Ger. ad Caldas",NA,NA,NA,NA,"P00683039","P00683039_01","Nakajima",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00683039' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"hb",NA,NA,"II 151",NA,NA,NA
"93","2015-10-04 07:04:22-03","MNHN","RECOLNAT_MNHN_P","P00683055","PreservedSpecimen",NA,"Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Claussen, P.","1847",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"P00683055","P00683055_01","Smith",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00683055' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA
"94","2015-10-04 09:42:18-03","MNHN","RECOLNAT_MNHN_P","P00683057","PreservedSpecimen",NA,"Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Sellow, F.","1828",NA,NA,"Brésil",NA,NA,"Brasilia",NA,NA,NA,NA,"P00683057","P00683057_01","Smith",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00683057' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"isotype",NA,NA
"95","2003-07-01 16:29:06-03","MNHN","RECOLNAT_MNHN_P","P00683058","PreservedSpecimen",NA,"Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Glaziou, A.",NA,NA,NA,"Brésil",NA,NA,"s.loc.",NA,NA,NA,NA,"P00683058","P00683058_01","Smith",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00683058' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA
"96","2015-09-04 05:30:59-03","MNHN","RECOLNAT_MNHN_P","P02710820","PreservedSpecimen",NA,"Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Saint-Hilaire, A. de","1816",NA,NA,"Brésil","Minas Gerais",NA,"Province. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"P02710820","P02710820_01",NA,NA,NA,NA,NA,NA,". Voyage d´Auguste de Saint-Hilaire, de 1816 à 1821. No.460 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02710820' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA
"97","2015-09-04 05:31:00-03","MNHN","RECOLNAT_MNHN_P","P02710829","PreservedSpecimen",NA,"Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Saint-Hilaire, A. de","1816",NA,NA,"Brésil","Minas Gerais",NA,"Province. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"P02710829","P02710829_01",NA,NA,NA,NA,NA,NA,". Voyage d´Auguste de Saint-Hilaire. Nº 463 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02710829' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA
"98","2015-09-04 05:31:00-03","MNHN","RECOLNAT_MNHN_P","P02710830","PreservedSpecimen",NA,"Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Saint-Hilaire, A. de","1816",NA,NA,"Brésil","Minas Gerais",NA,"Province. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"P02710830","P02710830_01",NA,NA,NA,NA,NA,NA,". Voyage d´Auguste de Saint-Hilaire, de 1816 à 1821. No.463 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02710830' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA
"99","2015-09-04 05:31:00-03","MNHN","RECOLNAT_MNHN_P","P02710832","PreservedSpecimen",NA,"Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Saint-Hilaire, A. de","1816",NA,NA,"Brésil","Minas Gerais",NA,"Province. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"P02710832","P02710832_01",NA,NA,NA,NA,NA,NA,". Voyage d´Auguste de Saint-Hilaire <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02710832' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA
"100","2015-09-04 05:31:00-03","MNHN","RECOLNAT_MNHN_P","P02710833","PreservedSpecimen",NA,"Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Saint-Hilaire, A. de","1816",NA,NA,"Brésil","Minas Gerais",NA,"Province. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"P02710833","P02710833_01",NA,NA,NA,NA,NA,NA,". Voyage d´Auguste de Saint-Hilaire <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02710833' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA
"101","2015-09-04 05:31:00-03","MNHN","RECOLNAT_MNHN_P","P02710839","PreservedSpecimen",NA,"Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Sellow, F.",NA,NA,NA,"Brasilia",NA,NA,"Brasilia",NA,NA,NA,NA,"P02710839","P02710839_01 P02710839_02","Nakajima",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02710839' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"isotype",NA,NA
"102","2021-04-07 14:12:27-03","JBB","HEPH","5684","S","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","Baker","Hatschbach, G","1983","10","06","Brasil","Paraná","Antonina","Pinheirinho","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Robinson, HE",NA,NA,NA,"30","30",NA,"38300","auto","Dicotyledon","Asterales","46838","Southern America",NA,NA,NA,NA,NA,NA,NA
