"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","recordNumber","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","individualCount","eventTime","fieldNumber","sex"
"1","2020-09-23 10:40:19-03","E","E","40813","PreservedSpecimen","Plantae","Lecythidaceae","Lecythis","pisonis","Lecythis pisonis","Bridgewater, S. & García, A. Ibáñez","1996","10","21","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:49288","<a href=http://data.rbge.org.uk/herb/E00040813 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00040813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","1079","PreservedSpecimen","Plantae","Lecythidaceae","Lecythis","biserrata","Lecythis biserrata","L. Riedel","1824","01",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=17431' target='other'> <mi>dwc_moreinfo</mi></a>","NY00001079","Magnoliophyta","Ericales","Miers","isolectotype","s.n.","Rio de Janeiro","Mandiocia","-43.0406","-22.6531","NY00001079_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","00689416","PreservedSpecimen","Plantae","Lecythidaceae","Lecythis","lanceolata","Lecythis lanceolata","J. P. Lanna Sobrinho","1963","12","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946019' target='other'> <mi>dwc_moreinfo</mi></a>","NY00689416","Magnoliophyta","Ericales","Poir.",NA,"664","Rio de Janeiro","Guanabara, Jacarepaguá, Rua Mapendi, 625 (Taquara)",NA,NA,"NY00689416_01","S. A. Mori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","389849","PreservedSpecimen","Plantae","Lecythidaceae","Lecythis","lanceolata","Lecythis lanceolata","A. P. Duarte","1961","10",NA,"South America","Brazil","sheet",NA,"Distributed by Jardim Botanico do Rio de Janeiro <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373700' target='other'> <mi>dwc_moreinfo</mi></a>","NY00389849","Magnoliophyta","Ericales","Poir.",NA,"5781","Rio de Janeiro","Estrada de Redentor","-43.2672","-22.9608","NY00389849_01","S. A. Mori","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","1184220","PreservedSpecimen","Plantae","Lecythidaceae","Lecythis","lanceolata","Lecythis lanceolata","M. F. d. Santos","2007","12","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1466780' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184220","Magnoliophyta","Ericales","Poir.",NA,"193","Minas Gerais","Distrito de Santana do Rio Preto (Cabeça de Boi). APA do Parque Nacional da Serra do Cipó.","-43.42247","-19.41122","NY01184220_01","M. F. d. Santos","Itambé do Mato Dentro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","02108688","PreservedSpecimen","Plantae","Lecythidaceae","Lecythis","lanceolata","Lecythis lanceolata","S. A. Mori","1979","05","15","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2262994' target='other'> <mi>dwc_moreinfo</mi></a>","NY02108688","Magnoliophyta","Ericales","Poir.",NA,"11853","Bahia","Próximo a Torre de Embratel, ramal com a entrada no km 25,6 da Rodovia BR 367 (Eunápolis/Porto Seguro)","-39.3386","-16.3606","NY02108688_01",NA,"Santa Cruz Cabrália","220","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","389847","PreservedSpecimen","Plantae","Lecythidaceae","Lecythis","lanceolata","Lecythis lanceolata","Victorio","1933","11","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373693' target='other'> <mi>dwc_moreinfo</mi></a>","NY00389847","Magnoliophyta","Ericales","Poir.",NA,NA,"Rio de Janeiro","Vista Chinesa","-43.249313","-22.973268","NY00389847_01","S. A. Mori","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","389845","PreservedSpecimen","Plantae","Lecythidaceae","Lecythis","lanceolata","Lecythis lanceolata","A. Euponino","1971","11","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373691' target='other'> <mi>dwc_moreinfo</mi></a>","NY00389845","Magnoliophyta","Ericales","Poir.",NA,"43","Bahia","Rod. Porto Seguro a Eunapolis","-39.3456","-16.4378","NY00389845_01","S. A. Mori","Porto Seguro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","00689410","PreservedSpecimen","Plantae","Lecythidaceae","Lecythis","lanceolata","Lecythis lanceolata","A. Daniel","1970","10","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946013' target='other'> <mi>dwc_moreinfo</mi></a>","NY00689410","Magnoliophyta","Ericales","Poir.",NA,"s.n.","São Paulo","Rio Claro","-47.5358","-22.4133","NY00689410_01","S. A. Mori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","2423168","PreservedSpecimen","Plantae","Lecythidaceae","Lecythis","lanceolata","Lecythis lanceolata","M. Ribeiro","2013","10","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685393' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423168","Magnoliophyta","Ericales","Poir.",NA,"905","Espírito Santo","Reserva Biológica de Córrego Grande. Conceição da Barra.","-39.803704","-18.260749","NY02423168_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","02108689","PreservedSpecimen","Plantae","Lecythidaceae","Lecythis","lanceolata","Lecythis lanceolata","S. A. Mori","1978","03","19","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2262995' target='other'> <mi>dwc_moreinfo</mi></a>","NY02108689","Magnoliophyta","Ericales","Poir.",NA,"9740","Bahia","Próximo a torre da EMBRATEL. Ramal com entrada no km 26.6 da Rod BR 367 (Eunápolis/P. Seguro)","-39.3386","-16.3606","NY02108689_01 NY02108689_02",NA,"Santa Cruz Cabrália","220","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","389855","PreservedSpecimen","Plantae","Lecythidaceae","Lecythis","lanceolata","Lecythis lanceolata","Victorio","1933","02","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373697' target='other'> <mi>dwc_moreinfo</mi></a>","NY00389855","Magnoliophyta","Ericales","Poir.",NA,NA,"Rio de Janeiro","Vista Chinesa","-43.249313","-22.973268","NY00389855_01","S. A. Mori","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
