"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","relatedCatalogItem","fieldNumber","individualCount","sex"
"384","2020-09-25 10:39:40-03","UFPE","UFP","27457","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Félix, LP",NA,NA,NA,"Félix, LP","9374","1999","03","13","Brasil","Alagoas","Maceió",NA,"-35.7352981567383","-9.6658296585083",NA,NA,"Manguezal, lugares abertos, pop. densas, não associadas com <em>A. danaeifolium</em>.","UFP027457",NA,NA,NA,NA,NA,NA,NA,NA,"34538","auto",NA,NA,NA,NA
"385","2021-03-01 11:51:11-03","UFPE","UFP","27449","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Baracho, GS",NA,NA,NA,"Marcon, AB; Baracho, GS","227","1999","12",NA,"Brasil","Paraíba","Rio Tinto",NA,"-35.0806007385254","-6.80306005477905",NA,NA,"Folha estéril, 12 pares de pinas e ca. de 23-29 cm por 3,5-4,5 cm de larg.; Mangue.","UFP027449",NA,NA,NA,NA,NA,NA,NA,NA,"24573","auto",NA,NA,NA,NA
"386","2021-03-01 11:51:11-03","UFPE","UFP","27446","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Marcon, AB; Baracho, GS","225","1999","12",NA,"Brasil","Paraíba","Rio Tinto",NA,"-35.0806007385254","-6.80306005477905",NA,NA,"Folha estéril com ca. de 2-2,3 m; com 15 pares de pina medindo 25-36 cm; 4 pares de pina fértil.; Mangue.","UFP027446",NA,NA,NA,NA,NA,NA,NA,NA,"24573","auto",NA,NA,NA,NA
"387","2021-03-01 11:51:11-03","UFPE","UFP","27443","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Marcon, AB",NA,NA,NA,"Marcon, AB; Baracho, GS","230","1999","12",NA,"Brasil","Paraíba","Rio Tinto",NA,"-35.0806007385254","-6.80306005477905",NA,NA,"Folha fértil ca. 1,5 m; com 14 pares de pinas, estas com 2,5 a 4,0 cm larg. por 14-23 cm comp.; Mangue.","UFP027443",NA,NA,NA,NA,NA,NA,NA,NA,"24573","auto",NA,NA,NA,NA
"388","2021-03-01 11:51:11-03","UFPE","UFP","27456","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Félix, LP",NA,NA,NA,"Félix, LP","9375","1999","03","14","Brasil","Pernambuco","Cabo de Santo Agostinho",NA,"-35.0349998474121","-8.28666973114014",NA,NA,"População não associada a <em>A. danaeifolium</em>.; Margem de Manguezal.","UFP027456",NA,NA,NA,NA,NA,NA,NA,NA,"25282","auto",NA,NA,NA,NA
"389","2021-03-01 11:51:11-03","UFPE","UFP","39260","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Pietrobom, MR",NA,NA,NA,"Meiado, MV","01","2004","02","23","Brasil","Pernambuco","Cabo de Santo Agostinho",NA,"-35.0349998474121","-8.28666973114014",NA,NA,"Frontes férteis e estéreis com aproximadamente 2 m de comprimento.; Estuario.","UFP039260",NA,NA,NA,NA,NA,NA,NA,NA,"25282","auto",NA,NA,NA,NA
"390","2021-03-01 11:51:11-03","UFPE","UFP","27451","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Marcon, AB; Baracho, GS; Félix, LP; Guerra, M","267","1999","09",NA,"Brasil","Pernambuco","Ipojuca",NA,"-35.0638999938965","-8.39888954162598",NA,NA,"Estágio fertil, 2 m de altura, não tinha semelhança com <em>A. danaeifolium</em>.; Mangue.","UFP027451",NA,NA,NA,NA,NA,NA,NA,NA,"22847","auto",NA,NA,NA,NA
"391","2021-03-01 11:51:11-03","UFPE","UFP","6159","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Barros, ICL","1984",NA,NA,"Machado, LC","s.n.","1983",NA,NA,"Brasil","Pernambuco","Jaboatão dos Guararapes",NA,"-35.0147018432617","-8.11277961730957",NA,NA,NA,"UFP006159",NA,NA,NA,NA,NA,NA,NA,NA,"16392","auto",NA,NA,NA,NA
"392","2021-03-01 11:51:11-03","UFPE","UFP","7040","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Silva, A","1986",NA,NA,"Silva, A","s.n.","1986","06","27","Brasil","Pernambuco","Recife",NA,"-34.8810997009277","-8.05389022827148",NA,NA,"Não está fértil; confirmação de acorrência.","UFP007040",NA,NA,NA,NA,NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA
"393","2021-03-01 11:51:11-03","UFPE","UFP","6263","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Barros, ICL","1983",NA,NA,"Prado, C","s.n.","1983","06","06","Brasil","Pernambuco","Recife",NA,"-34.8810997009277","-8.05389022827148",NA,NA,NA,"UFP006263",NA,NA,NA,NA,NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA
"394","2021-03-01 11:51:11-03","UFPE","UFP","43375","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Leite, MS","2006","05","06","Leite, MS","s.n.","2006","05","06","Brasil","Pernambuco","Recife",NA,"-34.8810997009277","-8.05389022827148",NA,NA,"Macrófita aquatica emergente, formando pequenos agrupamentos esparsos ao longo das margens do açude em associação com gramíneas aquáticas (Paspalum sp.). Frondes apresentando soros. Inicio da estação chuvosa.; Margens do Açude.","UFP043375",NA,NA,NA,NA,NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA
"395","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Lellinger, D. B., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,"B. Hoffman, H. Ameer & C. Capellaro","734","1992","1","19","Guyana","Demerara-Mahaica",NA,"Atlantic coastline W of Mahaica R., between seawall and hospital","-57.9167","6.63333",NA,NA,NA,NA,NA,NA,"Polypodiales","South America - Neotropics",NA,NA,"5","Pteridophyte",NA,NA,NA,NA,"1",NA
"396","2020-09-12 05:00:02-03","US","US","2294832","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"J. Cuatrecasas","24297","1959","9","13","Colombia","Atlántico",NA,"Barranquilla, Las Flores-La Playa, saline marshes",NA,NA,NA,NA,NA,"US01472573",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,"2","Pteridophyte",NA,NA,NA,NA,"1",NA
"397","2020-09-12 05:00:02-03","US","US","3090935","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"H. P. Fuchs & L. Zanella","21873","1967","2","11","Colombia","Chocó",NA,"Area of Baudó",NA,NA,NA,NA,NA,"US01472580",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"398","2020-09-12 05:00:02-03","US","US","3064035","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"L. Teran & S. López-Palacios","9731","1973","12","19","Venezuela","Delta Amacuro",NA,"Dpto. Pedernales, Alredores de Capure, frente a Pedernales",NA,NA,NA,NA,NA,"US00784734","US00784734_01",NA,"Polypodiales","South America - Neotropics",NA,"15","20","Pteridophyte",NA,NA,NA,NA,"1",NA
"399","2020-09-12 05:00:02-03","US","US","1122175","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"H. F. Pittier","10475","1922","10","6","Venezuela","Zulia",NA,"Saltanejo",NA,NA,NA,NA,NA,"US01472586",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"400","2020-09-12 05:00:02-03","US","US","2608572","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"E. P. Killip & J. Cuatrecasas","38638","1944","6","2","Colombia","Valle del Cauca",NA,"El Valle: Punta Arenas, north shore of Buenaventura Bay",NA,NA,NA,NA,NA,"US01472583","US01472583_01",NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"401","2020-09-12 05:00:02-03","US","US","762027","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"J. N. Rose & P. G. Russell","19637","1915","5","26","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"US01472602","US01472602_01",NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"402","2020-09-12 05:00:02-03","US","US","3413413","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"W. E. Broadway","279","1921","5","26","French Guiana","Cayenne",NA,"Vicinity Cayenne",NA,NA,NA,NA,NA,"US00702415","US00702415_01",NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"403","2020-09-12 05:00:02-03","US","US","3268639","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"E. L. Little Jr.","16930","1955","10","20","Guyana","E. Berbice-Corentyne",NA,"Skeldon area, ca. 100 miles SE of Georgetown","-57.13","5.88",NA,NA,NA,"US00702409","US00702409_01",NA,"Polypodiales","South America - Neotropics",NA,NA,"3","Pteridophyte",NA,NA,NA,NA,"1",NA
"404","2020-09-12 05:00:02-03","US","US","3174449","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Cremers, G.",NA,NA,NA,"G. Cremers, B. Zimmer & C. Feuillet","9651","1987","12","31","French Guiana",NA,NA,"Commune de Roura, en bord de la piste de Roura au bac de Stoupan","-52.31","4.71",NA,NA,NA,"US00702414",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"405","2020-09-12 05:00:02-03","US","US","1919013","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"G. R. Proctor","3262","1948","4","22","Colombia","San Andres y Providencia",NA,"San Andres. Common in brackish swamps","-81.7","12.58",NA,NA,NA,"US01472574",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"406","2020-09-12 05:00:02-03","US","US","2935984","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"D. Austin, C. E. Nauman, B. V. Rabelo, C. S. Rosario & M. R. dos Santos","7333",NA,NA,NA,"Brazil","Amapá",NA,"Amazônia. T.F. de Amapá, Várzea dum braño do rio Amapá, ao Este da cidade, agua salobre",NA,NA,NA,NA,NA,"US01472598","US01472598_01",NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"407","2020-09-12 05:00:02-03","US","US","2552123","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"L. Mora","2516",NA,NA,NA,"Colombia","Nariño",NA,"Entre Bucheli y Espriella. Mpio. de Tumaco",NA,NA,NA,NA,NA,"US01472581",NA,NA,"Polypodiales","South America - Neotropics",NA,"200",NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"408","2020-09-12 05:00:02-03","US","US","2534138","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"C. D. Játiva & C. C. Epling","1179","1966","8","4","Ecuador","Esmeraldas",NA,"Santiago Estuary at Lagartere near La Tolita",NA,NA,NA,NA,NA,"US01472606",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"409","2020-09-12 05:00:02-03","US","US","533316","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Herbert H. Smith","1077","1898","6",NA,"Colombia",NA,NA,"Santa Marta.",NA,NA,NA,NA,NA,"US01472584",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"410","2020-09-12 05:00:02-03","US","US","1573187","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"A. Rimbach","293",NA,NA,NA,"Ecuador",NA,NA,"Coast plain. Estuary of Puayas river. In the Mangrove.",NA,NA,NA,NA,NA,"US01472611","US01472611_01",NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"411","2020-09-12 05:00:02-03","US","US","2820744","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"L. J. Cumaná C. & W. Lampe","0803",NA,NA,NA,"Venezuela",NA,NA,"Lagunas Litorales de Santa Fé - Cumaná",NA,NA,NA,NA,NA,"US01472594",NA,NA,"Polypodiales","South America - Neotropics",NA,"3",NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"412","2020-09-12 05:00:02-03","US","US","2707013","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"C. D. Játiva & C. C. Epling","1179","1966","8","4","Ecuador","Esmeraldas",NA,"Santiago Estuary at Lagartere near La Tolita",NA,NA,NA,NA,NA,"US01472607",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"413","2020-09-12 05:00:02-03","US","US","3460852","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","McKee, G. S., (US), NMNH",NA,NA,NA,"T. Hollowell","302","2000","4","30","Guyana","Barima-Waini",NA,"Waini Peninsula, NW of Shell Beach turtle monitoring camp","-59.7781","8.40306",NA,NA,NA,"US00800058",NA,NA,"Polypodiales","South America - Neotropics",NA,"1",NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"414","2020-09-12 05:00:02-03","US","US","3426712","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","McKee, G. S., (US), NMNH",NA,NA,NA,"T. Henkel, R. Williams & M. Ameer","2615","1993","8","17","Guyana","Demerara-Mahaica",NA,"Mahaica Coast near Cane Grove","-57.9667","6.66667",NA,NA,NA,"US00687590",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,"10","Pteridophyte",NA,NA,NA,NA,"1",NA
"415","2020-09-12 05:00:02-03","US","US","3186690","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"J. A. Molina & F. A. Barkley","19Bo204","1949","1","11","Colombia","Bolívar",NA,"En una planicie de suelos ricos y poco secos en la cercanía de una ciénaga enla base de una pequeña montaña, al Suroeste de Montería 5 kilómetros.",NA,NA,NA,NA,NA,"US01472582",NA,NA,"Polypodiales","South America - Neotropics",NA,"30",NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"416","2020-09-12 05:00:02-03","US","US","3100218","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"G. W. Barclay","507","1836","10","6","Ecuador",NA,NA,"Near Machala",NA,NA,NA,NA,NA,"US01472609",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"417","2020-09-12 05:00:02-03","US","US","1350424","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"E. P. Killip & A. C. Smith","14433","1926","11","12","Colombia","Bolívar",NA,"Los Volcanes, near Turbaco",NA,NA,NA,NA,NA,"US01472590",NA,NA,"Polypodiales","South America - Neotropics",NA,"200","300","Pteridophyte",NA,NA,NA,NA,"1",NA
"418","2020-09-12 05:00:02-03","US","US","2294833","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"J. Cuatrecasas","24297","1959","9","13","Colombia","Atlántico",NA,"Barranquilla, Las Flores-La Playa, saline marshes",NA,NA,NA,NA,NA,"US01472572","US01472572_01",NA,"Polypodiales","South America - Neotropics",NA,NA,"2","Pteridophyte",NA,NA,NA,NA,"1",NA
"419","2020-09-12 05:00:02-03","US","US","3460860","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","McKee, G. S., (US), NMNH",NA,NA,NA,"T. Hollowell, D. Arjoon, C. Chin & A. James","275","1998","11","12","Guyana","Barima-Waini",NA,"Waini Peninsula. Between Almond Beach School & shell deposit in Avicennia swamp. Approx. 2 mi. E. of Shell Beach","-59.7739","8.40306",NA,NA,NA,"US00800066",NA,NA,"Polypodiales","South America - Neotropics",NA,"1",NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"420","2020-09-12 05:00:02-03","US","US","2771401","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"R. M. Harley, S. A. Renvoize, C. Erskine, C. Brighton & R. Pinheiro","17563","1974","3","31","Brazil","Bahia",NA,"Coastal Zone. Itacaré, near the mouth of the Rio de Contas","-38.98","-14.3",NA,NA,NA,"US01472597","US01472597_01",NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"421","2020-09-12 05:00:02-03","US","US","1499565","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"W. R. Taylor","1222","1934","2","11","Ecuador",NA,NA,"River bank, Bahia San Francisco",NA,NA,NA,NA,NA,"US01472605",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"422","2020-09-12 05:00:02-03","US","US","2564149","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"C. Feddema","2107","1962","3","31","Colombia","Antioquia",NA,NA,NA,NA,NA,NA,NA,"US02346802","US02346802_01",NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"423","2020-09-12 05:00:02-03","US","US","3211030","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Pipoly, J. J., III",NA,NA,NA,"J. J. Pipoly","11238","1987","3","28","Guyana","Mahaica-Berbice",NA,"Abary River mouth & along canals leading into river, between coastal hwy & ocean","-57.7833","6.58333",NA,NA,NA,"US00708647",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"424","2020-09-12 05:00:02-03","US","US","1772616","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"E. P. Killip","34974","1939","4","13","Colombia","Valle del Cauca",NA,"Dept. El Valle: Buenaventura Bay; mangrove swamp",NA,NA,NA,NA,NA,"US01472589",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"425","2020-09-12 05:00:02-03","US","US","3071992","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"J. Bono","4629","1985","2","28","Venezuela","Tachira",NA,"Dtto. Capacho.",NA,NA,NA,NA,NA,"US01472593","US01472593_01",NA,"Polypodiales","South America - Neotropics",NA,"950","1000","Pteridophyte",NA,NA,NA,NA,"1",NA
"426","2020-09-12 05:00:02-03","US","US","1010946","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"H. M. Curran & M. Haman","753","1917","5","4","Venezuela",NA,NA,"Lengua de Vaca",NA,NA,NA,NA,NA,"US01472555",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"427","2020-09-12 05:00:02-03","US","US","1068591","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Cremers, G.",NA,NA,NA,"W. E. Broadway","279","1921","5","26","French Guiana","Cayenne",NA,"Cayenne, vic.","-52.33","4.93",NA,NA,NA,"US00702416","US00702416_01",NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"428","2020-09-12 05:00:02-03","US","US","2820745","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"L. J. Cumaná C. & W. Lampe","803","1977","2","22","Venezuela",NA,NA,"Edo. Cumaná: Lagunas Litorales de Santa Fé",NA,NA,NA,NA,NA,"US01472595","US01472595_01",NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"429","2020-09-12 05:00:02-03","US","US","2574110A","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"N. Lima","111","1968","1","25","Brazil","Rio Grande do Norte",NA,"Estrada de Macaíba a Natal.",NA,NA,NA,NA,NA,"US01472600","US01472600_01",NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"430","2020-09-12 05:00:02-03","US","US","1188543","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"W. E. Broadway","171","1923","1","5","Venezuela",NA,NA,"Aricagua. Vicinity of Cristobal Colon",NA,NA,NA,NA,NA,"US01472587",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"431","2020-09-12 05:00:02-03","US","US","1055948","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"A. S. Hitchcock","16666","1919","11","6","Guyana","Demerara-Mahaica",NA,"Georgetown, vic. of Peter's Hall","-58.16","6.76",NA,NA,NA,"US00702419","US00702419_01",NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"432","2020-09-12 05:00:02-03","US","US","3064034","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Lellinger, D. B., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,"L. E. Ruíz-Terán & S. López-Palacios","9731","1973","12","19","Venezuela","Delta Amacuro","Pedernales","Capure, alrededores, frente a Pedernales",NA,NA,NA,NA,NA,"US00784733",NA,NA,"Polypodiales","South America - Neotropics",NA,"15","20","Pteridophyte",NA,NA,NA,NA,"1",NA
"433","2020-09-12 05:00:02-03","US","US","2427676","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Collector unknown","s.n.",NA,NA,NA,"French Guiana","Cayenne",NA,"Cayenne","-52.33","4.93",NA,NA,NA,"US00702410",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"434","2020-09-12 05:00:02-03","US","US","3460853","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"T. Hollowell","302","2000","4","30","Guyana","Barima-Waini",NA,"Waini Peninsula, NW of Shell Beach turtle monitoring camp","-59.7781","8.40306",NA,NA,NA,"US00800059","US00800059_01",NA,"Polypodiales","South America - Neotropics",NA,"1",NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"435","2020-09-12 05:00:02-03","US","US","1854936","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"E. L. Little Jr.","6283","1943","4","19","Ecuador","Esmeraldas",NA,"3 km. s.w. of San Lorenzo.",NA,NA,NA,NA,NA,"US01472610",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"436","2020-09-12 05:00:02-03","US","US","2780268","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"R. M. Harley, S. A. Renvoize, C. Erskine, C. Brighton & R. Pinheiro","17028","1974","3","20","Brazil","Bahia",NA,"Coastal Zone. Mouth of the Rio do Peixe or Rio Itanhen, just south of Porto Seguro","-39.1","-16.45",NA,NA,NA,"US01472599","US01472599_01",NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"437","2020-09-12 05:00:02-03","US","US","2427330","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Bonaparte, R. N.",NA,NA,NA,"R. Benoist","415","1913","12","20","French Guiana",NA,NA,"Charvein, border of Crique Charvein","-53.9","5.56",NA,NA,NA,"US01872472","US01872472_01 US01872472_02",NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"438","2020-09-12 05:00:02-03","US","US","3142808","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Cremers, G.",NA,NA,NA,"G. Cremers","9889","1988","4","12","French Guiana",NA,NA,"Crique Gabaret, Bassin de l'Oyapock, entre embouchure et Cr. Mérignan","-51.8","3.91",NA,NA,NA,"US00702413","US00702413_01",NA,"Polypodiales","South America - Neotropics",NA,"5",NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"439","2020-09-12 05:00:02-03","US","US","2426875","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"-. Claussen","124",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"US01472601","US01472601_01",NA,"Polypodiales","South America",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"440","2020-09-12 05:00:02-03","US","US","3295726","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"P. Franco Roselli","2129",NA,NA,NA,"Colombia","Córdoba",NA,"Mpio. de San Antero",NA,NA,NA,NA,NA,"US01472571",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
