"record_id","modified","institutionCode","collectionCode","catalogNumber","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","basisOfRecord","relatedCatalogItem"
"1","2020-07-10 09:48:36-03","MBML","MBML-HERBARIO","13874","Plantae","Orchidaceae","Trichocentrum","schwambachiae","Trichocentrum schwambachiae","(V.P.Castro & Toscano) Meneguzzo","T.E.C. Meneguzzo/2017","V. Demuner; et al","946","2000","04","27","Brasil","Espírito Santo","Santa Teresa","Várzea Alegre","-40.795833","-19.887222","40W47'45","19S53'14","Epífita. Altura 7m.","MBML013874",NA,NA,NA,NA,NA,NA
"2","2020-07-10 09:48:36-03","MBML","MBML-HERBARIO","23528","Plantae","Orchidaceae","Trichocentrum","schwambachiae","Trichocentrum schwambachiae","(V.P.Castro & Toscano) Meneguzzo","T.E.C. Meneguzzo/2017","L. Kollmann; et al","7232","2004","11","09","Brasil","Espírito Santo","Santa Maria de Jetibá","Terreno do Berger","-40.780556","-20.067222","40W46'50","20S4'2","Flor em cultivo.","MBML023528",NA,NA,NA,NA,NA,NA
"3","2020-07-10 09:48:36-03","MBML","MBML-HERBARIO","42992","Plantae","Orchidaceae","Trichocentrum","schwambachiae","Trichocentrum schwambachiae","(V.P.Castro & Toscano) Meneguzzo","T.E.C. Meneguzzo/2017","M. Frey","8662","2008",NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,"1 hf","MBML042992",NA,NA,NA,NA,NA,NA
"4","2020-07-10 09:48:36-03","MBML","MBML-HERBARIO","44799","Plantae","Orchidaceae","Trichocentrum","schwambachiae","Trichocentrum schwambachiae","(V.P.Castro & Toscano) Meneguzzo","T.E.C. Meneguzzo/2017","A. D. Mattedi; et al","193","2009","12","18","Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.085114","-20.401847","41W5'6,41","20S24'6,65","Epífita, botões verdes, aste da inflorescência vinho, pétalas brancas e labelo amarelo","MBML044799",NA,NA,NA,NA,NA,NA
"5","2020-07-10 09:48:36-03","MBML","MBML-HERBARIO","49645","Plantae","Orchidaceae","Trichocentrum","schwambachiae","Trichocentrum schwambachiae","(V.P.Castro & Toscano) Meneguzzo","T.E.C. Meneguzzo/2017","F.A.R. Matos; S. Misturaneto, M. P. Carrafa","152","2008","01","27","Brasil","Espírito Santo","Venda Nova do Imigrante","Propriedade de Edimar Peterle","-41.081083","-20.398222","41W4'51,9","20S23'53,6","epífita a 6m de alt., Flores amarelas/branca, interior da mata","MBML049645",NA,NA,NA,NA,NA,NA
"6","2020-07-10 09:48:36-03","MBML","MBML-HERBARIO","43059","Plantae","Orchidaceae","Trichocentrum","schwambachiae","Trichocentrum schwambachiae","(V.P.Castro & Toscano) Meneguzzo","T.E.C. Meneguzzo/2017","Chiron","9779","2009",NA,NA,"Brasil","Espírito Santo","Alfredo Chaves","Córrego da Fortuna","-40.749698638916","-20.6350002288818",NA,NA,"1 plante","MBML043059","32447","1000","1000","auto",NA,NA
"7","2020-07-23 12:17:32-03","CEPLAC","CEPEC","130662","Plantae","Orchidaceae","Trichocentrum","schwambachiae","Trichocentrum schwambachiae",NA,"T. E. C. Meneguzzo","C. N. Fraga","2310","2008","10","14","Brasil","Espírito Santo","cariacica","Reserva Biológica Duas Bocas. Trilha da Jaqueira.","-40.525278","-20.267778","40W31'31","20S16'4",NA,NA,NA,NA,NA,NA,"PreservedSpecimen","30/12/2014"
