"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","identifiedBy","yearIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","relatedCatalogItem","typeStatus","fieldNumber","individualCount","infraspecificEpithet","sex"
"140","2019-10-09 11:10:36-03","UFBA","ALCB","133986","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Silva, HS; Barata, S; Oliveira, AMJ; Nobre, G; Alves, M","14","2018","06","16","Southern America","Brasil","Bahia","Mucugê","Parque Sempre Viva - Trilha para cachoeira das Andorinhas","-41.569444","-13.6725",NA,NA,"Altura ca. 1,5m; Folhas discolores. Bracteas involucrais castanhas. Flores e estiletes lilás. Pápus creme.","ALCB057116","ALCB057116",NA,"Alves, M","2018",NA,NA,NA,"-41.569444","-13.6725","07",NA,NA,NA,NA,NA,NA,NA
"141","2019-10-09 11:10:36-03","UFBA","ALCB","52013","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Vieira, DR","06","2001","02","10","Southern America","Brasil","Bahia","Cachoeira","Recôncavo Sul, Murutuba","-38.95","-12.616667",NA,NA,"Ca. 0,60 m de alt. Folhas com tomentos alvos na face abaxial. Inflorescência com papus cerdosos, alvos.",NA,NA,NA,"Dematteis, M","2007",NA,NA,NA,"-38.95","-12.616667",NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-10-09 11:10:36-03","UFBA","ALCB","55373","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Ribeiro, T; Bautista, HP","134","2001","04","05","Southern America","Brasil","Bahia","Miguel Calmon","Piemonte da Diamantina, Entre a Fazenda Pé de Serra e o riacho do Caldeirão","-40.554444","-11.4075","820",NA,"Arbusto ereto, muito ramificado. Discolores, face abaxial creme. Filárias verdes, flores liláses.",NA,NA,"820","Dematteis, M","2007",NA,NA,NA,"-40.554444","-11.4075","07",NA,NA,NA,NA,NA,NA,NA
"143","2019-10-09 11:10:36-03","UFBA","ALCB","55886","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Hind, DJN; Queiroz, RF","50017","1991","12","19","Southern America","Brasil","Bahia","Abaíra","Chapada Diamantina, Arredores de Catolés. Beira do cafezal","-41.85","-13.283333","1100",NA,"Até 1,5 m de alt. Ramos frondosos somente na parte superior. Folhas discolores. Floretes roxo-claro.",NA,NA,"1100","Dematteis, M","2007",NA,NA,NA,"-41.85","-13.283333","07",NA,NA,NA,NA,NA,NA,NA
"144","2019-10-09 11:10:36-03","UFBA","ALCB","55896","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Harley, RM; Souza, VC; Sakuragui, CM; Nic Lughadha, E; Hind, DJN; Ganev, W","50444","1991","12","26","Southern America","Brasil","Bahia","Abaíra","Chapada Diamantina, Perto do Riacho da Quebrada, ao pé da Serra do Atalho","-41.833333","-13.233333","1100",NA,"Até 1,5 m de alt. Folhas inf. acinzentadas. Flores purpúreas.; Denso na base da encosta.",NA,NA,"1100","Dematteis, M","2007",NA,NA,NA,"-41.833333","-13.233333","07",NA,NA,NA,NA,NA,NA,NA
"145","2019-10-09 11:10:36-03","UFBA","ALCB","56762","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Santana, DL; Loureiro, DM; Alves, L. de J.; Guedes, ML","680","2001","06","23","Southern America","Brasil","Bahia","Ilhéus","Litoral Sul, Assentamento Bom Gosto.","-39.116667","-14.683333",NA,NA,"de ca. 1,80 m. Folhas membranáceas, discolores, com nervação proeminente na face abaxial. Capítulo com filárias esverdeadas com ápice vináceo; flores liláses com pappus cerdosos creme. Freqüente.; Capào de mata.",NA,NA,NA,"Guedes, ML","2001",NA,NA,NA,"-39.116667","-14.683333","12",NA,NA,NA,NA,NA,NA,NA
"146","2019-10-09 11:10:36-03","UFBA","ALCB","56762","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Santana, DL; Loureiro, DM; Alves, L. de J.; Guedes, ML;","680","2001","06","23","Southern America","Brasil","Bahia","Ilhéus","Litoral Sul, Assentamento Bom Gosto","-39.116667","-14.683333",NA,NA,"De ca. de 1,80 m de alt. Folhas membranáceas, discolores, com nervação proeminente na face abaxial. Capítulo com filárias esverdeadas com ápice vináceo. Flores liláses com papus cerdosos creme. Frequente.; Capão de Mata.",NA,NA,NA,"Dematteis, M","2007",NA,NA,NA,"-39.116667","-14.683333","07",NA,NA,NA,NA,NA,NA,NA
"147","2019-10-09 11:10:36-03","UFBA","ALCB","59237","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Jardim, JG; Juchum, F; Sant'Ana, SC de; Santos, B; Querino, R","3273","2001","03","31","Southern America","Brasil","Bahia","Licínio de Almeida","Serra Geral, Rod. para Urandi, ca. 3,8 Km da cidade.","-42.509167","-14.713056","860",NA,"Ca. 2 m de alt. Folhas discolores, verde na face superior e a face interior alvacenta. Frutos passados, cerdas brancas.",NA,NA,"860","Dematteis, M","2007",NA,NA,NA,"-42.509167","-14.713056",NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-10-09 11:10:36-03","UFBA","ALCB","59650","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Roque, N; Bautista, HP; Ribeiro, T","556","2001","07","02","Southern America","Brasil","Bahia","Ibitiara","Chapada Diamantina, Morro da Torre","-42.188056","-12.669722","1275",NA,"Ca. 0,5 m de alt. Folhas papiráceas, discolores. Flores liláses com brácteas involucrais castanhas. Papus alvo.",NA,NA,"1275","Dematteis, M","2007",NA,NA,NA,"-42.188056","-12.669722",NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-10-09 11:10:36-03","UFBA","ALCB","60593","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Anjos, BA dos; Guedes, ML; Xavier, AB","32","2003","02","08","Southern America","Brasil","Bahia","Eunápolis","Extremo Sul, Projeto Parajú II, parcela nº 1","-39.566667","-16.366667",NA,NA,"de ca. 2 m. Folhas membranáceas, discolores. Flores em capítulos axilares. Flores liláses.; #?#Plantio de Eucalyptus , antigamente área de plantio de mamão.",NA,NA,NA,"Anjos, BA dos","2003",NA,NA,NA,"-39.566667","-16.366667","02",NA,NA,NA,NA,NA,NA,NA
"150","2019-10-09 11:10:36-03","UFBA","ALCB","62328","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Oliveira, RP de; Silva, MM da; Souza, NKR; Araújo, DB","209","1999","09","10","Southern America","Brasil","Bahia","Utinga","Chapada Diamantina, Ca. 8 km, na estrada Utinga/Bonito","-42.225","-12.516667","713",NA,"Folhas membranáceas discolores. Inflorescência lilás.",NA,NA,"713","Dematteis, M","2007",NA,NA,NA,"-42.225","-12.516667","07",NA,NA,NA,NA,NA,NA,NA
"151","2019-10-09 11:10:36-03","UFBA","ALCB","62350","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","França, F; Miranda, E; Oliveira, P; Silva, T; Costa, BS;","3964","2002","12","15","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, C. 5 km L. de Campo de São Paulo","-41.538889","-12.460278",NA,NA,"Caule 2m de alt. Folhas membranáceas discolores. Corola rósea e esverdeada. Filete branco, antera amarela.; Campo Sujo.",NA,NA,NA,"Dematteis, M",NA,NA,NA,NA,"-41.538889","-12.460278",NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-10-09 11:10:36-03","UFBA","ALCB","62367","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Faustino, TC; Machado, CG","30","2002","03","27","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Parque Municipal de Mucugê","-41.383333","-13",NA,NA,"Ca. 0,8 m de alt. Flor com corola lilás.",NA,NA,NA,"Dematteis, M","2007",NA,NA,NA,"-41.383333","-13","07",NA,NA,NA,NA,NA,NA,NA
"153","2019-10-09 11:10:36-03","UFBA","ALCB","62913","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Guedes, ML; Xavier, AB; Queiroz, EP","10518","2003","08","15","Southern America","Brasil","Bahia","Ribeira do Pombal","Nordeste","-39.533333","-10.833333",NA,NA,"de ca 1 m. Folhas membranáceas, discolores, pubescentes. Flores em capítulos, liláses com pappus cerdosos.",NA,NA,NA,"Amorim, VO","2013",NA,NA,NA,"-39.533333","-10.833333","02","19",NA,NA,NA,NA,NA,NA
"154","2019-10-09 11:10:36-03","UFBA","ALCB","64309","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Roque, N; Alunos de Botânica III","s/n","2003","12","11","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Caminho para o Morro do Gobira","-41.375833","-13.098889","1171",NA,"até 2m alt. Folhas discolores, brácteas involucrais verde-cinéreas, flores lilases; Em borda de mata",NA,NA,"1171","Roque, N","2003",NA,NA,NA,"-41.375833","-13.098889","12",NA,NA,NA,NA,NA,NA,NA
"155","2019-10-09 11:10:36-03","UFBA","ALCB","64309","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Roque, N; Alunos de Botânica III","s/n","2003","12","11","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina","-41.375833","-13.098889",NA,NA,"Até 2 m de alt. Folhas discolores, brácteas involucrais verde-conéreas, flores liláses.; Cerrado de Altitude: em borda de mata.",NA,NA,NA,"Roque, N","2003",NA,NA,NA,"-41.375833","-13.098889","12",NA,NA,NA,NA,NA,NA,NA
"156","2019-10-09 11:10:36-03","UFBA","ALCB","64309","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Roque, N; Watanabe, MTC; Mota, AC da; Passos Júnior, LA; Botelho, RB; Santos, TM; Anjos,","s/n","2003","12","11","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Caminho para o Morro do Gobira","-41.375833","-13.098889","1171",NA,"até 2m alt. Folhas discolores, brácteas involucrais verde-cinéreas, flores lilases; Em borda de mata",NA,NA,"1171","Roque, N","2003",NA,NA,NA,"-41.375833","-13.098889","12",NA,NA,NA,NA,NA,NA,NA
"157","2019-10-09 11:10:36-03","UFBA","ALCB","64309","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Roque, N; Watanabe, MTC; Mota, AC da; Passos Júnior, LA; Botelho, RB; Santos, TM; Anjos,","s/n","2003","12","11","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Caminho para o Morro do Gobira","-41.375833","-13.098889","1171",NA,"até 2m alt. Folhas discolores, brácteas involucrais verde-cinéreas, flores lilases",NA,NA,"1171","Roque, N","2003",NA,NA,NA,"-41.375833","-13.098889","12",NA,NA,NA,NA,NA,NA,NA
"158","2019-10-09 11:10:36-03","UFBA","ALCB","64309","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Roque, N; Watanabe, MTC; Mota, AC da; Passos Júnior, LA; Botelho, RB; Santos, TM; Anjos,","s/n","2003","12","11","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Caminho para o Morro do Gobira","-41.375833","-13.098889","1171",NA,"até 2m alt. Folhas discolores, brácteas involucrais verde-cinéreas, flores lilases; Em borda de mata",NA,NA,"1171","Roque, N","2003",NA,NA,NA,"-41.375833","-13.098889","12",NA,NA,NA,NA,NA,NA,NA
"159","2019-10-09 11:10:36-03","UFBA","ALCB","65470","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Roque, N; Watanabe, MTC; Mota, AC da; Passos Júnior, LA; Botelho, RB; Santos, TM; Anjos,","918","2003","12","05","Southern America","Brasil","Bahia","Piatã","Chapada Diamantina, Piatã. Estrada Piatã-Abaíra. No entrocamento para Catolés","-41.749167","-13.228611","1056",NA,"ca 2 m alt. Folhas discolores. Brácteas involucrais verde cinéreo. Flores lilases.",NA,NA,"1056","Roque, N",NA,NA,NA,NA,"-41.749167","-13.228611",NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-10-09 11:10:36-03","UFBA","ALCB","65528","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Roque, N; Watanabe, MTC; Mota, AC da; Passos Júnior, LA; Botelho, RB; Santos, TM; Anjos,","976","2003","12","06","Southern America","Brasil","Bahia","Rio de Contas","Chapada Diamantina, Rio de Contas. Est. para o Pico das Almas","-41.9075","-13.518056","1239",NA,"ca 1,5 m alt. Folhas discolores, cinéreas. Brácteas involucrais verde-cinéreas, corola lilás.",NA,NA,"1239","Roque, N",NA,NA,NA,NA,"-41.9075","-13.518056",NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-10-09 11:10:36-03","UFBA","ALCB","66891","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Roque, N; Alunos de Botânica III","1058",NA,NA,NA,"Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina","-41.340833","-12.988333","1200",NA,"ca. 1m alt.; folhas discolores. Brácteas involucrais verdes, corola lilás, papus alvo.",NA,NA,"1200","Roque, N","2004",NA,NA,NA,"-41.340833","-12.988333","08",NA,NA,NA,NA,NA,NA,NA
"162","2019-10-09 11:10:36-03","UFBA","ALCB","67754","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Roque, N; Alunos de Botânica III","s/n","2004","09",NA,"Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina","-41.001944","-11.636111",NA,NA,"Ca. 60 cm de alt. Folhas discolores, corola lilás.",NA,NA,NA,"Roque, N","2004",NA,NA,NA,"-41.001944","-11.636111","09",NA,NA,NA,NA,NA,NA,NA
"163","2019-10-09 11:10:36-03","UFBA","ALCB","67754","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Roque, N; Alunos de Botânica III","1144","2004","09","04","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina","-41.001944","-11.636111","903",NA,"ca. 60cm de altura; folhas discolores. Corola lilás.",NA,NA,"903","Roque, N","2004",NA,NA,NA,"-41.001944","-11.636111","09",NA,NA,NA,NA,NA,NA,NA
"164","2019-10-09 11:10:36-03","UFBA","ALCB","69460","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Roque, N; Alunos de Botânica III","1282","2006","01","21","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Trilha cachoeira do Ferro Doido à Vila do Ventura","-41.000833","-11.628056","895",NA,"até 1m alt.; folhas discolores, brácteas involucrais verdes, flores lilases.",NA,NA,"895",NA,NA,NA,NA,NA,"-41.000833","-11.628056",NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-10-09 11:10:36-03","UFBA","ALCB","7234","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Jesus, NG de","1491","2002","10","07","Southern America","Brasil","Bahia","Alagoinhas","Litoral Norte, Calú","-38.383611","-13.558333","164",NA,"0,60 m de alt. Ramos vináceos pubescentes. Folhas membranáceas vilosas. Face abaxial glauca. Capítulo não radiado, filárias imbricadas com ápice vináceo. Flor hermafrodita, tubular com pétalas liláses. Aquênio com papus plumoso bisseriado.",NA,NA,"164","Dematteis, M","2007",NA,NA,NA,"-38.383611","-13.558333","07",NA,NA,NA,NA,NA,NA,NA
"166","2019-10-09 11:10:36-03","UFBA","ALCB","75802","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Guedes, ML; Valadão, RM; Carvalho, G; Santos, JS","13157","2006","12","23","Southern America","Brasil","Bahia","Miguel Calmon","Piemonte da Diamantina, Entorno do Parque Sete Passagens, Água Branca Ponto 225","-40.583056","-11.381111","547",NA,"de ca. 1m de alt. Folhas membranáceas, discolores. Flores capítulos vináceos.",NA,NA,"547","Guedes, ML","2007",NA,NA,NA,"-40.583056","-11.381111","02",NA,NA,NA,NA,NA,NA,NA
"167","2019-10-09 11:10:36-03","UFBA","ALCB","76921","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Valadão, RM; Guedes, ML","389","2006","06","24","Southern America","Brasil","Bahia","Ituberá","Litoral Sul, Fragmento do Pacangê","-39.133333","-13.716667",NA,NA,"De ca. 1,0 m de alt. Folhas membranáceas discolores com tomento em ambas as faces de cor esbranquiçada. Inflorescências axilares em capítulos isolados.; Arbórea.",NA,NA,NA,"Dematteis, M","2007",NA,NA,NA,"-39.133333","-13.716667","07",NA,NA,NA,NA,NA,NA,NA
"168","2019-10-09 11:10:36-03","UFBA","ALCB","76921","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Valadão, RM; Guedes, ML","389","2006","06","24","Southern America","Brasil","Bahia","Ituberá","Litoral Sul, Fargmento do Pacangê","-39.133333","-13.716667",NA,NA,"de ca. 1,0m de altura. Folhas membranáceas discolores com tomento em ambas as faces de cor esbranquiçada. Infloresc~encias axilares em capítulos isolados.; Arbórea.",NA,NA,NA,"Roque, N","2007",NA,NA,NA,"-39.133333","-13.716667","02",NA,NA,NA,NA,NA,NA,NA
"169","2019-10-09 11:10:36-03","UFBA","ALCB","78450","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Roque, N; Alunos de Botânica III","1614","2007","05","19","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Parque Municipal de Mucugê, trilha para a Cachoeira das Andorinhas","-41.343889","-13.016667","948",NA,"ca. 1,5m alt.; folhas discolores. Brácteas involucrais castanhas, flores lilases.",NA,NA,"948","Roque, N","2007",NA,NA,NA,"-41.343889","-13.016667","05",NA,NA,NA,NA,NA,NA,NA
"170","2019-10-09 11:10:36-03","UFBA","ALCB","78450","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Roque, N; Alunos de Botânica III","1614","2007","05","19","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Parque Municipal de Mucugê, trilha para a Cachoeira das Andorinhas","-41.343889","-13.016667","948",NA,"ca. 1,5m alt.; folhas discolores. Brácteas involucrais castanhas, flores lilases.",NA,NA,"948","Roque, N","2007",NA,NA,NA,"-41.343889","-13.016667","05",NA,NA,NA,NA,NA,NA,NA
"171","2019-10-09 11:10:36-03","UFBA","ALCB","78657","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Guedes, ML; Valadão, RM; Prates, ARS; Gomes, FS","13567","2007","05","26","Southern America","Brasil","Bahia","Carinhanha","Médio São Francisco, Foz do rio Carinhanha.","-43.784444","-14.336389",NA,NA,"de ca 25 cm de altura. Folhas membranáceas, discolores. Capítulos com flores vináceas. Ocasional.",NA,NA,NA,"Guedes, ML","2007",NA,NA,NA,"-43.784444","-14.336389","09",NA,NA,NA,NA,NA,NA,NA
"172","2019-10-09 11:10:36-03","UFBA","ALCB","82322","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Guedes, ML; Lima, DS; Valadão, RM","14348","2007","12","19","Southern America","Brasil","Bahia","Caetité","Serra Geral, Brejinho das Ametistas, Bloco III","-42.466667","-14.066667",NA,NA,"de ca 1,30 m de altura. Folhas membranáceas, concolores, vilosas. Inflorescência capítulos com flores liláses. Ocasional.",NA,NA,NA,"Guedes, ML","2008",NA,NA,NA,"-42.466667","-14.066667","02",NA,NA,NA,NA,NA,NA,NA
"173","2019-10-09 11:10:36-03","UFBA","ALCB","83697","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Roque, N; Liro, RM; Alunos de Botânica III","1777","2008","05","23","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Cachoeira do Ferro Doido","-41.001389","-11.635833","895",NA,"ca. 1m alt., folhas discolores. Brácteas involucrais verdes, flores lilases.",NA,NA,"895","Roque, N","2008",NA,NA,NA,"-41.001389","-11.635833","06",NA,NA,NA,NA,NA,NA,NA
"174","2019-10-09 11:10:36-03","UFBA","ALCB","88209","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Guedes, ML; Gomes, FS; Guaré, F","14571","2009","02","27","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai Inácio","-41.477778","-12.458611","919",NA,"de ca 1m Folhas cartáceas, discolores, face abaxial esbranquiçada. Flores com pappus cremes.",NA,NA,"919","Roque, N; Liro, RM","2009",NA,NA,NA,"-41.477778","-12.458611","03",NA,NA,NA,NA,NA,NA,NA
"175","2019-10-09 11:10:36-03","UFBA","ALCB","88209","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Guedes, ML; Gomes, FS; Guaré, F","14571","2009","02","27","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai Inácio","-41.477778","-12.458611","919",NA,"de ca 1m Folhas cartáceas, discolores, face abaxial esbranquiçada. Flores com pappus cremes.",NA,NA,"919","Roque, N; Liro, RM","2009",NA,NA,NA,"-41.477778","-12.458611","03",NA,NA,NA,NA,NA,NA,NA
"176","2019-10-09 11:10:36-03","UFBA","ALCB","88881","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Roque, N; Alunos de Botânica III","2029","2009","05","23","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, trilha Cruzeiro dos Bêbados até Medonha","-41.366667","-13","1020",NA,"ca. 1,5m alt., folhas discolores. Brácteas involucrais verdes, flores lilases.; campos rupestres.",NA,NA,"1020",NA,NA,NA,NA,NA,"-41.366667","-13",NA,NA,NA,NA,NA,NA,NA,NA
"177","2019-10-09 11:10:36-03","UFBA","ALCB","94876","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Melo, E; França, F; Silva, B; Santos, M; Almeida, V; Barbosa, M","6694","2009","10","17","Southern America","Brasil","Bahia","Jeremoabo","Nordeste, Baixa dos Quelés","-38.44","-9.983056","506",NA,"com ramos escandentes. Flores liláses. Frutos com papus branco.",NA,NA,"506","Amorim, VO","2013",NA,NA,NA,"-38.44","-9.983056","02","19",NA,NA,NA,NA,NA,NA
"178","2019-10-09 11:10:36-03","UFBA","ALCB","94880","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Melo, E; França, F; Silva, B; Santos, M; Almeida, V; Barbosa, M","6627","2009","10","17","Southern America","Brasil","Bahia","Jeremoabo","Nordeste, Baixa dos Quelés","-38.437778","-9.983333","488",NA,"1 m alt. Folhas membranáceas. Flores liláses.",NA,NA,"488","Amorim, VO","2013",NA,NA,NA,"-38.437778","-9.983333","02","19",NA,NA,NA,NA,NA,NA
"179","2019-10-09 11:10:36-03","UFBA","ALCB","98720","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Gomes, FS; Guedes, ML; Costa, AS","814","2011","01","27","Southern America","Brasil","Bahia","Esplanada","Litoral Norte, Baxios","-37.696111","-12.1025","30",NA,"folhas cartáceas, discolores. Flores lilases.; restinga com formação de dunas.",NA,NA,"30","Guedes, ML; Gomes, FS","2012",NA,NA,NA,"-37.696111","-12.1025","01",NA,NA,NA,NA,NA,NA,NA
"180","2019-10-09 11:10:36-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Nunes, TS; Souza, ER de; Reis, PS dos; Marques, MF; Silva, BM","939","2002","05","14","Southern America","Brasil","Bahia","Mundo Novo","Paraguaçu, : Fazenda Aliança: estrada do feijão para Morro do Chapéu. Ca. 9km de Mundo Novo, entrada a esquerda","-40.579444","-11.9125","535",NA,"ca. 1,0m altura. Folhas membranáceas, verdes, discolores. Flores com brácteas marrons. Flores novas lilás, alvas quando passadas.",NA,NA,"535","Gonçalves, JM","2005",NA,NA,NA,"-40.579444","-11.9125","06",NA,NA,NA,NA,NA,NA,NA
