"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","typeStatus"
"53","2008-05-27 22:02:00-03","MO","MOBOT","3048409","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Gert G. Hatschbach","Hatschbach 43047","1980",NA,NA,"South America","Brazil","Paraná",NA,"Quatigua, arredores, Parana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2008-05-27 22:02:00-03","MO","MOBOT","3048518","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Gert G. Hatschbach","Hatschbach 22937","1969",NA,NA,"South America","Brazil","Paraná",NA,"Rod. do Cafe. rio Capivari Grande ( Mun. Tibagi.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-09-12 05:00:02-03","US","US","2102088","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","B. Rambo","51588","1952","1","26","South America","Brazil","Rio Grande do Sul",NA,"Paao do Socorro p. Vacaria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"56","2020-09-12 05:00:02-03","US","US","2931608","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","G. Hatschbach","43047","1980","11","8","South America","Brazil","Paraná",NA,"Quatigua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"57","2020-09-12 05:00:02-03","US","US","2059469","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","G. Hatschbach","2798","1952","9","16","South America","Brazil","Paraná",NA,"Mun Tibagi. Fda Monte-Alegre; Harmonia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"58","2020-09-12 05:00:02-03","US","US","2850796","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","G. Hatschbach","38065","1976","2","11","South America","Brazil","Paraná","Tibagi","Rod. do Cafe, Rio Capivari","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"59","2020-09-12 05:00:02-03","US","US","2101834","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","B. Rambo","34562","1947","1",NA,"South America","Brazil","Rio Grande do Sul",NA,"Bom Jesus, Faz. B. Velho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"60","2020-09-12 05:00:02-03","US","US","2250502","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","L. B. Smith, R. Reitz & O. Sufridini","9385","1956","12","26","South America","Brazil","Santa Catarina",NA,"Mun Chapeco: Campo, Fazenda Campo Sao Vicente, 24 km W of Campo Ere.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","900","1000",NA,"1",NA
"61","2020-09-12 05:00:02-03","US","US","2706850","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","G. Hatschbach","22937","1980","11","19","South America","Brazil","Paraná","Tibagi","Rod. do Cafe, Rio Capivari Grande","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"62","2019-11-13 11:24:58-03","USP","SPF","107402","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Souza, VC","7033","1994","11","12",NA,"Brasil","São Paulo","Itapeva","Estação Ecológica de Itapeva","-49.0525","-24.073611",NA,NA,"SPF00107402",NA,"Esteves, GL","1996",NA,NA,"10",NA,"-49.0525","-24.073611",NA,NA,NA,NA,NA,NA
"63","2019-11-13 11:24:58-03","USP","SPF","20807","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Hatschbach, G","43047","1980","08","11",NA,"Brasil","Paraná","Quatiguá",NA,"-49.9136009216309","-23.5671997070312",NA,NA,"SPF00020807",NA,"Esteves, GL","1997","12279","auto","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-13 11:24:58-03","USP","SPF","156376","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Hatschbach, G","72576","2001","10","10",NA,"Brasil","Santa Catarina","São Joaquim","Fazenda Morro Alto, Distrito de Pericó.","-49.9317016601562","-28.2938995361328",NA,NA,"SPF00156376",NA,"Krapovickas, A","2002","48290","auto",NA,NA,NA,NA,NA,"1200","1200",NA,NA,NA
"65","2019-10-07 09:33:26-03","UEFS","HUEFS","67653","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Hatschbach, G.","72576","2001","10","10",NA,"Brasil","Santa Catarina","São Joaquim","Fazenda Morro Alto, Distrito de Pericó.","-49.9317016601562","-28.2938995361328",NA,"Lajeados rochosos.","HUEFS0067653","HUEFS0067653",NA,NA,"48290","auto",NA,NA,NA,NA,"Rosanae","1200","1200",NA,NA,NA
"66","2019-09-04 18:28:43-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata",NA,"F. Sellow","3919",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Holotype"
"67","2015-03-13 18:50:46-03","F","FMNH-SEEDPLANTS","V0241743F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0241743F","V0241743F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"68","2015-03-13 18:50:46-03","F","FMNH-SEEDPLANTS","V0241744F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0241744F","V0241744F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"69","2015-03-13 18:50:46-03","F","FMNH-SEEDPLANTS","V0241745F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0241745F","V0241745F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"70","2019-01-25 15:42:23-02","IAC","IAC","22779","S","Plantae",NA,NA,"Malvaceae-8.Malvoideae","Pavonia","reticulata","Pavonia reticulata","Garcke","H.F. Leitão Filho","882","1969","08","23",NA,"Brasil","São Paulo","Itararé",NA,"-49.3317","-24.1125",NA,"Floresce em Julho",NA,NA,"G.L. Esteves","1997",NA,NA,"05","21","-49.3317","-24.1125",NA,NA,NA,NA,NA,NA
"71","2020-10-05 11:49:12-03","URICER","HPBR","11533","S","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","GRINGS,M;LIMA,L.C.P & SETUBAL,R.B.",NA,"2009","02","28",NA,"Brasil","RS","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,"ICN159.868","HPBR011533",NA,"GRINGS,M.","2009","55856","auto","02","28",NA,NA,NA,NA,NA,NA,"1",NA
"72","2020-08-20 14:57:35-03","UFSC","FLOR","53499","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Campestrini, S.; Trevisan, R.; Ferreira, J.P. & Venturi, S.","615","2013","11","24",NA,"Brasil","Paraná","Palmas","Fazenda Rodeio, responsável Sr. Luís, localização das UAL1 e 2 da UAP14.","-51.982778","-26.385556",NA,NA,"FLOR0053499",NA,"Campestrini, S.","2014",NA,NA,"01","28","51º58'58''W","26º23'8''S",NA,"1046","1046",NA,NA,NA
"73","2020-08-20 14:57:35-03","UFSC","FLOR","53583","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Campestrini, S.; Trevisan, R.; Ferreira, J.P. & Venturi, S.","699","2013","11","24",NA,"Brasil","Paraná","Coronel Domingos Soares","Fazenda Nossa Senhora de Fátima, Prorpietários: Alberto Claudemir Reis e Celcio Luiz Reis, Responsável: Junior.","-51.907778","-26.368333",NA,NA,"FLOR0053583",NA,"Trevisan, R.; Campestrini, S.","2014",NA,NA,"01","28","51º54'28''W","26º22'6''S",NA,"1092","1092",NA,NA,NA
"74","2020-08-20 14:57:35-03","UFSC","FLOR","54860","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Cervi, A.C.; Barboza, E. & Cordeiro, J.","10170","2013","11","07",NA,"Brasil","Santa Catarina","Bom Jardim da Serra","fazenda Santa Rita.","-49.735278","-28.298333",NA,"erva de flores rosadas","FLOR0054860",NA,"Barboza, E.","2013",NA,NA,"12","03","49º44'7''W","28º17'54''S",NA,"1407","1407",NA,NA,NA
"75","2020-08-20 14:57:35-03","UFSC","FLOR","8445","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Falkenberg, D.B.","250","1979","04","26",NA,"Brasil","Rio Grande do Sul","Osório",NA,"-50.2696990966797","-29.8866996765137",NA,NA,"FLOR0008445",NA,"Krapovickas, A.",NA,"27350","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-08-20 14:57:35-03","UFSC","FLOR","43283","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Grings, M.; Lima, L.C.P. & Setubal, R.B.","479","2009","02","28",NA,"Brasil","Santa Catarina","Bom Jesus","Bandeirinhas, Fazenda do Cilho.","-52.3941993713379","-26.7339000701904",NA,"arbusto com muitas ramifcações desde a base, folhas paralelas ao caule, flor pequena, pétala menor que 1cm de cor branca, 1m altura. Recebido de ICN Nª 159868.","FLOR0043283",NA,"Grings, M.",NA,"7315","auto",NA,NA,NA,NA,NA,"991","991",NA,NA,NA
"77","2017-09-11 17:10:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Sellow, F","3919",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in Brasilia austro-orientali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-02-08 12:43:27-03","UFRGS","ICN","199695","S","Plantae","Dicotyledon",NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Grings, M; da Silva, CR; Ribeiro, CL; Hedlund, IE","1949","2018","11","07","América do Sul","Brasil","RS","Soledade",NA,"-50.697778","-29.0925",NA,"subarbusto com cerca de 40 cm de altura; flores semiabertas, pétalas brancas com base levemente avermelhada.; em campo arbustivo entre estrada de terra e cerca, ao lado de propriedade com campo nativo",NA,NA,"Grings, M","2018",NA,NA,"11","07","-50.697778","-29.0925",NA,"630","630",NA,NA,NA
"79","2021-02-08 12:43:27-03","UFRGS","ICN","162176","S","Plantae","Dicotyledon",NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Setubal, RB","s.n.","2007","02","12","América do Sul","Brasil","RS","Bom Jesus","Bandeirinhas Fazenda do Cilho","-50.4166984558105","-28.6678009033203",NA,"arbusto; em campo arbustivo",NA,NA,"Grings, M",NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-02-08 12:43:27-03","UFRGS","ICN","159891","S","Plantae","Dicotyledon",NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Grings, M","503","2009","03","04","América do Sul","Brasil","RS","Ibiaçá","Projeto de Assentamento Três Pinheiros-Salvador","-51.8546981811523","-28.0569000244141",NA,"erva decumbente frutificando; em beira de floresta de galeria de afluente do arroio Passo da Dora, em contato com lavoura",NA,NA,"Grings, M",NA,"23935","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-02-08 12:43:27-03","UFRGS","ICN","159692","S","Plantae","Dicotyledon",NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Grings, M; Lima, LCP; Setubal, RB","462","2009","02","28","América do Sul","Brasil","RS","Bom Jesus","Bandeirinhas Fazenda do Cilho","-50.4166984558105","-28.6678009033203",NA,"erva decumbente (Radford, 1986) com alguns frutos; sobre greta de afloramento rochoso em meio a campo seco alto; no início da encosta para o rio das Antas",NA,NA,"Grings, M",NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-02-08 12:43:27-03","UFRGS","ICN","159868","S","Plantae","Dicotyledon",NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Grings, M; Lima, LCP; Setubal, RB","479","2009","02","28","América do Sul","Brasil","RS","Bom Jesus","Bandeirinhas Fazenda do Cilho","-50.4166984558105","-28.6678009033203",NA,"arbusto de 1 m com muitas ramificações desde a base, folhas paralelas ao caule; flores pequenas, pétalas menores que 1cm de cor branca e com pequena mancha rosa na base das pétalas; estigmas vináceos; em campo seco alto, entre afloramentos rochosos;",NA,NA,"Grings, M",NA,"55856","auto",NA,NA,NA,NA,NA,"991","991",NA,NA,NA
"83","2021-02-08 12:43:27-03","UFRGS","ICN","062647","S","Plantae","Dicotyledon",NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Arzivenco, L","182","1978","10","25","América do Sul","Brasil","RS","Esmeralda",NA,"-51.190299987793","-28.0536003112793",NA,"Campo S- Exposição lado Capão da frente",NA,NA,"Esteves, GL","1994","38649","auto","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-02-08 12:43:27-03","UFRGS","ICN","062648","S","Plantae","Dicotyledon",NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Arzivenco, L","660","1978","10","28","América do Sul","Brasil","RS","Esmeralda",NA,"-51.190299987793","-28.0536003112793",NA,"Campo S",NA,NA,"Esteves, GL","1994","38649","auto","01","29",NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-02-08 12:43:27-03","UFRGS","ICN","062646","S","Plantae","Dicotyledon",NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Arzivenco, L","172","1978","10","22","América do Sul","Brasil","RS","Esmeralda","Entre banhados e restinga","-51.190299987793","-28.0536003112793",NA,NA,NA,NA,"Esteves, GL","1994","38649","auto","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-02-08 12:43:27-03","UFRGS","ICN","064842","S","Plantae","Dicotyledon",NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Miotto, S; Franco, E","s.n.","1982","11","07","América do Sul","Brasil","RS","Esmeralda","Estação Ecológica Aracuri","-51.190299987793","-28.0536003112793",NA,NA,NA,NA,"Esteves, GL","1994","38649","auto","01","29",NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-02-08 12:43:27-03","UFRGS","ICN","171035","S","Plantae","Dicotyledon",NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Schneider, AA","1836","2011","11","29","América do Sul","Brasil","SC","Bom Jardim da Serra",NA,"-49.624698638916","-28.3369007110596",NA,NA,NA,NA,"Schneider, AA",NA,"32577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-02-18 17:08:39-03","FEPAGRO","BLA","6854","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","O. R. Camargo",NA,"1957","11","18",NA,"Brasil","Rio Grande do Sul","Farroupilha","Povoado de São Marcos","-51.3478012084961","-29.2250003814697",NA,"Habitat: No campo seco","BLA006854",NA,"B. Rambo",NA,"19545","auto",NA,NA,NA,NA,NA,"600","600",NA,NA,NA
"89","2020-08-26 10:49:38-03","MCN-FZBRS","HAS","18191","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Hiltl, G.","1455","1983","02",NA,NA,"Brasil","Rio Grande do Sul","Esmeralda",NA,"-51.190299987793","-28.0536003112793",NA,"Flor rosa-clara; com estrias vermelhas; Planta rasteira; frequente em campo roçado.","HAS0018191",NA,NA,NA,"38649","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-08-26 10:49:38-03","MCN-FZBRS","HAS","20335","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Krapovickas, A.","s.n.","1982","12",NA,NA,"Brasil","Rio Grande do Sul","Lagoa Vermelha","BR-285, km 61; 17 km a leste de Lagoa Vermelha.","-51.5257987976074","-28.2085990905762",NA,"Margem de arroio. Doação Universidade Nacional do Nordeste - Corrientes (CTES) n° 38224.","HAS0020335",NA,NA,NA,"42261","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-08-26 10:49:38-03","MCN-FZBRS","HAS","20601","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Martins, S.A.","450","1985","04",NA,NA,"Brasil","Rio Grande do Sul","Santa Maria (Entre Itaara e São Martinho da Serra - RS)","Reserva Biológica do Ibicuí-Mirim. Propriedade do Sr. Arlindo Barcelos.",NA,NA,NA,"Campo mexido, margem direita. Erva, flor branca, pouco numerosa, dispersa.","HAS0020601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-08-26 10:49:38-03","MCN-FZBRS","HAS","20717","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Neves, M.","552","1985","04",NA,NA,"Brasil","Rio Grande do Sul","Santa Maria (Entre Itaara e São Martinho da Serra - RS)","Reserva Biológica do Ibicuí-Mirim. Rincão das Pedras.",NA,NA,NA,"Campo pedregoso localizado na margem esquerda da barragem Saturnino de Brito. Raro, disperso.","HAS0020717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-08-26 10:49:38-03","MCN-FZBRS","HAS","14723","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Bueno, O.","3557","1982","07",NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","Mata marginal Rio Ibicuí-Mirim, área da barragem Saturnino de Brito.","-53.8069000244141","-29.6842002868652",NA,"Arbusto com flor rosada, com a base e nervuras muito grenás, pouco numeroso, disperso, em campo sujo.","HAS0014723",NA,"Krapovickas, A.","1982","37819","auto","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-08-26 10:49:38-03","MCN-FZBRS","HAS","20372","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Krapovickas, A.","s.n.","1982","12",NA,NA,"Brasil","Santa Catarina","Urubici","6 km N de Pericó.","-49.5917015075684","-28.0149993896484",NA,"Margens de arroio, entre pedras. Doação Universidad Nacional del Nordeste - Corrientes (CTES) n° 38305.","HAS0020372",NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-30 07:48:25-03","IBt","SP","441465","S","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Grings, M","479","2009","02","28",NA,"Brasil","Rio Grande do Sul","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-11-26 10:00:28-03","IBt","SP","373271","S","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Hatschbach, G","72576","2001","10","10",NA,"Brasil","Santa Catarina","São Joaquim",NA,"-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-08-27 12:19:59-03","IBt","SP","310189","S","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Souza, VC","7033","1994","11","12",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
