"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","relationshipType","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","typeStatus"
"43","2020-12-11 11:41:37-03","UFMG","BHCB","43364","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Folli, DA","1768","1993","01","06","Southern America","Brasil","Espírito Santo","Linhares","Reserva Florestal de Linhares, Estrada: Alameda.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Arbustivo. Capoeira. Alt. 2m; Flor verde e botão verde.; Próximo a estrada AL. 03, ao lado do experimento de Pupunha.","BHCB026252",NA,NA,"2019",NA,NA,"08","02",NA,NA,"48094","auto",NA,NA,NA,NA
"44","2020-12-11 11:41:37-03","UFMG","BHCB","153848","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Lima, HC de","1665","1981","12","15","Southern America","Brasil","Espírito Santo","Linhares","Reserva Natural Vale do Rio Doce","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Arbusto 1-2 metros de altura, flores albo-esverdeadas. Frutos novos esverdeados","BHCB026406",NA,NA,"2019",NA,NA,"08","02",NA,NA,"48094","auto",NA,NA,NA,NA
"45","2020-12-11 11:41:37-03","UFMG","BHCB","129426","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Kollmann, L","10261","2007","12","28","Southern America","Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Nove, Terreno de L. Kollmann","-40.7461013793945","-20.040599822998","730","730",NA,"Arvoreto 5m no sol, frutos verdes","BHCB026319",NA,NA,"2019",NA,NA,"08","02",NA,NA,"31867","auto",NA,NA,NA,NA
"46","2020-12-11 11:41:37-03","UFMG","BHCB","87681","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Vimercat, JM","327","1985","12","18","Southern America","Brasil","Espírito Santo","Santa Teresa","Vale dos Colibris","-40.6002998352051","-19.9356002807617",NA,NA,NA,"Arbusto, 5m, cálice e corola esverdeados, semi-sombra, capoeira.","BHCB026257",NA,NA,"2019",NA,NA,"08","02",NA,NA,"23813","auto",NA,NA,NA,NA
"47","2020-12-11 11:41:37-03","UFMG","BHCB","129428","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Vimercat, JM","327","1985","12","18","Southern America","Brasil","Espírito Santo","Santa Teresa","Vale dos Colibris","-40.6002998352051","-19.9356002807617",NA,NA,NA,"Arbusto, 5m, cálice e corola esverdeados, semi-sombra, capoeira.","BHCB026256",NA,NA,"2019",NA,NA,"08","02",NA,NA,"23813","auto",NA,NA,NA,NA
"48","2021-02-11 17:21:47-03","UFPR","UPCB","32068","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Falkenberg, D.B.","6132","1993","02","26",NA,"Brasil","Santa Catarina","Florianópolis","Morro da Lagoa, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335","300","300",NA,"Arbusto, 1m, corola branca, com base esverdeada, anteras brancas. Beira de riacho, mata atlântica secundária..",NA,NA,"Giacomin, L.L.","2008",NA,NA,"12",NA,NA,NA,"27000","auto",NA,NA,NA,NA
"49","2021-02-11 17:21:47-03","UFPR","UPCB","21734","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I. M. C. Rodrigues & Stehmann","Zanette, V.C.",NA,"1991","04","10",NA,"Brasil","Santa Catarina","Orleans","Rio Novo","-49.2914009094238","-28.3589000701904",NA,NA,NA,"Arvoreta, com fruto. Beira do rio..",NA,NA,"Giacomin, L.L.","2008",NA,NA,"12",NA,NA,NA,"31549","auto",NA,NA,NA,NA
"50","2008-05-27 22:02:00-03","MO","MOBOT","1068850","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Aureliana","tomentosa","Aureliana tomentosa","Sendtn.","Elsa M. Zardini|Leongino Guerrero","Zardini 43750","1995","11","27","South America","Paraguay","Alto Paraná",NA,"Estancia Río Bonito: Forest II (around Río Bonito on eastern side of property). Tall forest on red sandy soil.","-54.80472","-25.63194","240.00000000",NA,NA,NA,NA,NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1033","4",NA,NA
"51","2008-05-27 22:02:00-03","MO","MOBOT","1068854","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Aureliana","tomentosa","Aureliana tomentosa","Sendtn.","Elsa M. Zardini|Leongino Guerrero","Zardini 43754","1995","11","27","South America","Paraguay","Alto Paraná",NA,"Estancia Río Bonito: Forest II (around Río Bonito on eastern side of property). Tall forest on red sandy soil.","-54.80472","-25.63194","240.00000000",NA,NA,NA,NA,NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1033","4",NA,NA
"52","2008-05-27 22:02:00-03","MO","MOBOT","954555","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Aureliana","tomentosa","Aureliana tomentosa","Sendtn.","Elsa M. Zardini|Leongino Guerrero","Zardini 41797","1994","12","26","South America","Paraguay","Alto Paraná",NA,"Estancia Río Bonito. Forest III, western part. Tall forest.","-54.81388","-25.63027",NA,NA,NA,NA,NA,NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"980","5",NA,NA
"53","2008-05-27 22:02:00-03","MO","MOBOT","954653","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Aureliana","tomentosa","Aureliana tomentosa","Sendtn.","Elsa M. Zardini|Leongino Guerrero","Zardini 41885","1994","12","27","South America","Paraguay","Alto Paraná",NA,"Estancia Río Bonito: Forest II (around Río Bonito). Tall forest.","-54.80527","-25.63166","60.00000000",NA,NA,NA,NA,NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"982","5",NA,NA
"54","2008-05-27 22:02:00-03","MO","MOBOT","958276","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Aureliana","tomentosa","Aureliana tomentosa","Sendtn.","Elsa M. Zardini|Leongino Guerrero","Zardini 40743","1994","8","30","South America","Paraguay","Alto Paraná",NA,"Estancia Río Bonito. Forest II (around Río Bonito). Tall forest.","-54.80472","-25.63194","240.00000000",NA,NA,NA,NA,NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"949","5",NA,NA
"55","2008-05-27 22:02:00-03","MO","MOBOT","987236","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Aureliana","tomentosa","Aureliana tomentosa","Sendtn.","Elsa M. Zardini|M. Vera","Zardini 42640","1995","5","26","South America","Paraguay","Alto Paraná",NA,"Estancia Río Bonito. Forest II (around Río Bonito). Tall forest.","-54.80472","-25.63194","240.00000000",NA,NA,NA,NA,NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1003","5",NA,NA
"56","2020-07-28 17:13:36-03","MBML","MBML-HERBARIO","16886",NA,"Plantae",NA,NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","R.R. Vervloet; et al","74","2002","04","03",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Árvore com 5m de altura, frutos imaturos de cor verde. Lado esquerdo da trilha","MBML016886",NA,"02/08/2019 (BHCB 87648)",NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-07-28 17:13:36-03","MBML","MBML-HERBARIO","20302",NA,"Plantae",NA,NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","R.R. Vervloet; et al","2105","2003","04","02",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Arbusto de 5m, frutos imaturos de cor verde, fundo de vale, dossel 15m. Beira de córrego.","MBML020302",NA,"02/08/2019 (BHCB 87644)",NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-07-28 17:13:36-03","MBML","MBML-HERBARIO","20372",NA,"Plantae",NA,NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","R.R. Vervloet; et al","2198","2003","04","10",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Árvore de 7m, frutos imaturos de cor verde, topo de pedreira.","MBML020372",NA,"02/08/2019 (BHCB 87645)",NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-07-10 09:49:28-03","MBML","MBML-HERBARIO","16134",NA,"Plantae",NA,NA,"Solanaceae","Aureliana","tomentosa","Aureliana tomentosa","Sendtn.","L. Kollmann","5544","2002","02","08",NA,"Brasil","Espírito Santo","Santa Teresa","Pátio do MBML, perto do viveirão","-40.6","-19.936111",NA,NA,NA,"Arbusto 3m. Frutos verdes.","MBML016134",NA,"L. Kollmann/24-01-2017",NA,"40W36'0","19S56'10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2018-10-09 16:32:17-03","UFLA","ESAL","9420","S","Plantae",NA,NA,"Solanaceae","Capsicum","tomentosum","Capsicum tomentosum","(Stend.) O. Kuntze","Gavilanes, ML","4.114",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Campus da UFLA, próximo ao laboratório de sementes","-44.999444","-21.245278",NA,NA,NA,"arbusto; 2,20; ;; floresta",NA,NA,"M. L. Gavilanes",NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-01-26 14:12:59-03","CPACT","ECT","5625","PreservedSpecimen","Plantae","Embryophyta",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C.Rodrigues & Stehmann","G.Heiden","508","2005","10","17",NA,"Brasil","Paraná","São Mateus do Sul","Petrobras, SIX. Área revegetada com bracatinga após 10 anos de abandono da mineração.","-50.425833","-25.821944","844","844",NA,NA,"ECT0005625","ECT0005625","A.C.Lima","2020","50º25'33''W","25º49'19''S","11","06",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-09-12 05:00:02-03","US","US","2340873","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Aureliana","tomentosa","Aureliana tomentosa","Sendtn.","R. Reitz & D. Klein","9160","1959","10","9","South America - Neotropics","Brazil","Santa Catarina","Itajaí","Cordeiros","-48.6618995666504","-26.9078006744385","5",NA,NA,NA,"US01936093","US01936093_01 US01936093_02",NA,NA,NA,NA,NA,NA,NA,NA,"27253","auto",NA,"1","Dicotyledonae",NA
"63","2020-09-12 05:00:02-03","US","US","2536643","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Aureliana","tomentosa","Aureliana tomentosa","Sendtn.","G. Hatschbach","16650","1967","6","16","South America - Neotropics","Brazil","Paraná","Guaraniaçu",NA,"-52.878101348877","-25.1007995605469",NA,NA,NA,NA,"US01936092","US01936092_01 US01936092_02",NA,NA,NA,NA,NA,NA,NA,NA,"38806","auto",NA,"1","Dicotyledonae",NA
"64","2020-09-12 05:00:02-03","US","US","1616983","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Aureliana","tomentosa","Aureliana tomentosa","Sendtn.","A. Loefgren","325","1987","11","6","South America - Neotropics","Brazil","São Paulo","Itapetininga",NA,"-48.0499992370605","-23.5900001525879",NA,NA,NA,NA,"US01936094","US01936094_01 US01936094_02",NA,NA,NA,NA,NA,NA,NA,NA,"40712","auto",NA,"1","Dicotyledonae",NA
"65","2020-09-02 16:39:52-03","Cenargen","CEN","60695","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Aureliana","tomentosa","Aureliana tomentosa","Sendtn.","J. M. Vimercat","327","1985","12","18",NA,"Brasil","ES","SANTA TERESA","Vale dos Colibris.","-40.6002998352051","-19.9356002807617",NA,NA,"Exsicatas","Cálice e corola esverdeados, semi-sombra, capoeira. Doação do Museu de Biologia Mello Leitão - MBML (3490). Santa Teresa - Espírito Santo.","CEN00060695","CEN00060695",NA,NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,"1",NA,NA
"66","2019-11-13 11:32:02-03","USP","SPF","151117","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C.Rodrigues & Stehmann","Groppo, M","968","2002","01","29",NA,"Brasil","Espírito Santo","Santa Teresa",NA,"-40.635278","-19.925556","770","770",NA,NA,"SPF00151117",NA,"Stehmann, JR","2019","-40.635278","-19.925556","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-13 11:32:02-03","USP","SPF","188097","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C.Rodrigues & Stehmann","Krieger, L","9515","1970","10","24",NA,"Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"SPF00188097",NA,"Stehmann, JR","2019",NA,NA,"09",NA,NA,NA,"36144","auto",NA,NA,NA,NA
"68","2019-11-13 11:32:02-03","USP","SPF","116093","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C.Rodrigues & Stehmann","Mello-Silva, R","1221","1996","07","13",NA,"Brasil","Minas Gerais","Santos Dumont",NA,"-43.5525016784668","-21.4566993713379",NA,NA,NA,NA,"SPF00116093",NA,"Stehmann, JR","2019",NA,NA,"09",NA,NA,NA,"25699","auto",NA,NA,NA,NA
"69","2020-07-10 11:20:40-03","UEFS","HUEFS","197375","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Falkenberg, D.B.","6132","1993","02","26",NA,"Brasil","Santa Catarina","Florianópolis","Morro da Lagoa, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335","300","300",NA,NA,"HUEFS0197375","HUEFS0197375 HUEFS0197375_e1","L.L.Giacomin","2008",NA,NA,"12",NA,NA,NA,"27000","auto",NA,NA,"Asteranae",NA
"70","2019-09-04 18:28:53-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Aureliana","tomentosa","Aureliana tomentosa",NA,"F. Sellow","202",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Holotype"
"71","2019-01-23 11:33:36-02","F","FMNH-SEEDPLANTS","V0093720F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Aureliana","tomentosa","Aureliana tomentosa",NA,"F. Sellow","202",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0093720F","V0093720F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isotype"
"72","2017-09-11 17:14:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Solanaceae","Aureliana","tomentosa","Aureliana tomentosa","Sendtn.","Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia australiore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2014-09-23 11:02:20-03","G","G-DC","G00131650","S","Plantae",NA,NA,"Solanaceae","Aureliana","tomentosa","Aureliana tomentosa","Sendtn.","Lhotsky, J.",NA,"1831",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=153241&base=img&lang=en","G00131650","G00131650","Rodrigues, I.M.C.","2012","-42.9125","-22.48222222","01","01",NA,NA,NA,NA,NA,NA,NA,NA
