"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","year","month","day","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"247","2021-03-01 16:22:30-03","UNICAMP","UEC","131842","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Ferreira, FM; Pivari, MOD","342",NA,"Brazil","Minas Gerais","Baependi","Toca dos Urubus","-44.8899993896484","-21.9589004516602",NA,"Liana sobre arbusto em capo rupestre. Folhas levemente discolores. Flores aromáticas, roxas com o interior do tub verde. Presença de látex.","UEC018642","UEC018642","(Vell.) Miers","Simões, AO","2002","11","15",NA,NA,"29865","auto","2012",NA,NA,"07",NA,NA,NA,NA,NA,NA
"248","2020-01-28 15:52:47-03","UNICAMP","UEC","135907","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Matsumoto, K","s.n.",NA,"Brazil","Minas Gerais","Carrancas",NA,"-44.6425018310547","-21.4874992370605",NA,"Liana, látex incolor, flores roxas.","UEC164860","UEC164860","(Vell.) Miers","Simões, AO","1997","10",NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2020-01-28 15:52:47-03","UNICAMP","UEC","110705","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Simões, AO; Matsumoto, K; Jannini, AW; Lopes, CA","99",NA,"Brazil","Minas Gerais","Carrancas","Cachoeira da Fumaça","-44.6425018310547","-21.4874992370605",NA,"Liana, látex incolor, cálice verde, corola verde-arroxeada com lobos roxos, fauce arroxeada com estrias verdes. Em campo próximo à cachoeira.","UEC164842","UEC164842","(Vell.) Miers","Simões, AO","1998","01","10",NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2020-01-28 15:52:47-03","UNICAMP","UEC","110700","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Simões, AO; Jannini, AW; Singer, RB","825",NA,"Brazil","Minas Gerais","Carrancas","Cachoeira da Fumaça, Capoeira junto a curso de água.","-44.6425018310547","-21.4874992370605",NA,"Liana, látex incolor, frutos vináceos.","UEC164891",NA,"(Vell.) Miers","Simões, AO","1999","04","30",NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2020-01-28 15:52:47-03","UNICAMP","UEC","135248","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Simões, AO; Matsumoto, K","719",NA,"Brazil","Minas Gerais","Carrancas","Cachoeira da Zilda, Afloramento na subida para Serra do Moleque.","-44.6425018310547","-21.4874992370605",NA,"Liana volúvel, látex incolor, cálice verde com bordos vináceos, tubo da corola esverdeado, lobos vináceos, fauce esverdeada.","UEC164932",NA,"(Vell.) Miers","Simões, AO","1999","01","28",NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2020-01-28 15:52:47-03","UNICAMP","UEC","110698","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Simões, AO; Matsumoto, K; Jannini, AW; Lopes, CA","144",NA,"Brazil","Minas Gerais","Carrancas","Cachoeira da Zilda, mata.","-44.6425018310547","-21.4874992370605",NA,"Liana, látex incolor, frutos vináceos.","UEC164851","UEC164851","(Vell.) Miers","Simões, AO","1998","03","27",NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2020-01-28 15:52:47-03","UNICAMP","UEC","110706","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Simões, AO; Matsumoto, K; Jannini, AW; Lopes, CA","69",NA,"Brazil","Minas Gerais","Carrancas","Faz. Grão-Mogol. afloramento","-44.6425018310547","-21.4874992370605",NA,"Liana, látex incolor, tubo da corola esverdeado, lobos lilases.","UEC164922",NA,"(Vell.) Miers","Simões, AO","1998","01","08",NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2020-01-28 15:52:47-03","UNICAMP","UEC","135168","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Simões, AO; Matsumoto, K","694",NA,"Brazil","Minas Gerais","Carrancas","Faz. Grão Mogol, Afloramento a cerca de 1000m de alt.","-44.6425018310547","-21.4874992370605",NA,"LIana volúvel, látex incolor, cálice verde com bordos vináceos, tubo da corola esverdeado, lobos vináceos, fauce esverdeada.","UEC164931",NA,"(Vell.) Miers","Simões, AO","1999","01","24","1000","1000","21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2020-01-28 15:52:47-03","UNICAMP","UEC","110708","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Simões, AO; Belinello, R; Matsumoto, K; Jannini, AW; Lopes, CA","27",NA,"Brazil","Minas Gerais","Carrancas","Serra Carrancas,prop. Sr. João Galdencio","-44.6425018310547","-21.4874992370605",NA,"Liana, látex incolor. Tubo da corola esverdeado, lobos vináceos. Em beira de estrada.","UEC164868",NA,"(Vell.) Miers","Simões, AO","1997","11","11",NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2020-01-28 15:52:47-03","UNICAMP","UEC","110704","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Simões, AO; Matsumoto, K; Lopes, CA","109",NA,"Brazil","Minas Gerais","Carrancas","Serra do Moleque","-44.6425018310547","-21.4874992370605",NA,"Liana, látex branco, flores vináceas com a fauce esverdeada. Em campo sujo, próximo a mata.","UEC164888",NA,"(Vell.) Miers","Simões, AO","1998","02","02",NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2020-01-28 15:52:47-03","UNICAMP","UEC","110702","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Simões, AO; Belinello, R; Matsumoto, K; Jannini, AW; Lopes, CA","557",NA,"Brazil","Minas Gerais","Carrancas","Serra do Moleque, Afloramneto no alto da serra, ca. 1300m de altitude.","-44.6425018310547","-21.4874992370605",NA,"Liana, volúvel, flores vináceas com a fauce esverdeada. Em capoeira.","UEC164859","UEC164859","(Vell.) Miers","Simões, AO","1998","11","13","1300","1300","21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2020-01-28 15:52:47-03","UNICAMP","UEC","110701","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Simões, AO; Belinello, R; Singer, RB","636",NA,"Brazil","Minas Gerais","Carrancas","Serra do Moleque, Mata no pé da Serra, ca. 1100m.","-44.6425018310547","-21.4874992370605",NA,"Liana, látex incolor, flores vináceas, fauce esverdeada. Em capoeira.","UEC164867",NA,"(Vell.) Miers","Simões, AO","1998","12","04","1100","1100","21143","auto","1998",NA,NA,"12","04",NA,NA,NA,NA,NA
"259","2020-01-28 15:52:47-03","UNICAMP","UEC","110707","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Simões, AO; Belinello, R; Matsumoto, K; Jannini, AW; Lopes, CA","40",NA,"Brazil","Minas Gerais","Carrancas","Toca da Ponte, Mata Dinossauro, ca. 3km da cidade","-44.6425018310547","-21.4874992370605",NA,"Liana, látex incolor, tubo da corola roxo-esverdeado, lobos vináceos, fauce esverdeada. Em campo próximo à mata.","UEC164856","UEC164856","(Vell.) Miers","Simões, AO","1997","11","12",NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2020-01-28 15:52:47-03","UNICAMP","UEC","82329","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Andrade, PM","22741",NA,"Brazil","Minas Gerais","Cruzília",NA,"-44.8083000183105","-21.8386001586914",NA,"flor, Escandente. Flores cor de vinho. Capoeira (local alterado).","UEC164836","UEC164836","(Vell.) Miers","Koch, I","1989","10","09",NA,NA,"27964","auto","2003",NA,NA,"02",NA,NA,NA,NA,NA,NA
"261","2021-03-01 16:22:30-03","UNICAMP","UEC","30182","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Joly, AB; Semir, J; Joly, AM; Martins, F","1388",NA,"Brazil","Minas Gerais","Jaboticatubas","Município de Jaboticatubas:Km 114 ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina.","-43.7449989318848","-19.513599395752",NA,"Trepadeira.Flor púrpura.Folhas velutinas.; Mata de pedra.","UEC165109","UEC165109","(Vell.) Miers","Kinoshita, LS","1972","03","06",NA,NA,"31264","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2020-11-11 16:41:20-03","UNICAMP","UEC","29140","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Tozzi, AMGA","8686",NA,"Brazil","Minas Gerais","Jacuí",NA,"-46.7411003112793","-21.0167007446289",NA,"flor, Trepadeira. Flores púrpura com fauce esverdeada, em capão.","UEC164879",NA,"(Vell.) Miers","Stranghetti, V","1978","11","12",NA,NA,"16705","auto","1992",NA,NA,"10",NA,NA,NA,NA,NA,NA
"263","2020-01-28 15:52:47-03","UNICAMP","UEC","23016","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Leitão Filho, HF; Martins, FR; Shepherd, GJ","11736",NA,"Brazil","Minas Gerais","Lavras","Cerrado próximo a cidade.","-44.999698638916","-21.2453002929688",NA,"Trepaderia 2,5m de altura, flores roxas escuras.","UEC164864",NA,"(Vell.) Miers","Marcondes-Ferreira, W","1980","12","09",NA,NA,"20044","auto","1984",NA,NA,"11",NA,NA,NA,NA,NA,NA
"264","2020-02-18 09:32:36-03","UNICAMP","UEC",NA,"S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Kinoshita, LS; Yamamoto, K","03/210",NA,"Brazil","Minas Gerais","Santana do Riacho","distrito de Cardeal Mota, Serra do Cipó,","-43.7144012451172","-19.1688995361328",NA,"flor, Liana no cerrado em torno da sede, flores violáceas.",NA,NA,"(Vell.) Miers",NA,"2003","12","06",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2021-03-01 16:22:30-03","UNICAMP","UEC","130603","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Kinoshita, LS; Yamamoto, K","03/210",NA,"Brazil","Minas Gerais","Santana do Riacho","Distrito de Cardeal Mota, Serra do Cipó, sede da Fazenda Monjolos.","-43.7144012451172","-19.1688995361328",NA,"Liana no cerrado em torno da sede, flores violáceas.","UEC067900","UEC067900","(Vell.) Miers",NA,"2003","12","06",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2020-01-28 15:52:47-03","UNICAMP","UEC","150557","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Morokawa, R; Simões, AO; Caddah, MK","187",NA,"Brazil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Trilha para parte alta da Casca D'anta, campo rupestre.","-46.3657989501953","-20.2453002929688",NA,"Liana, ca. 4m, flores violáceas com detalhes verdes.","UEC164893",NA,"(Vell.) Miers","Morokawa, R","2007","07","22",NA,NA,"57119","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2020-01-28 15:52:47-03","UNICAMP","UEC","41122","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"?","s.n.",NA,"Brazil","Minas Gerais","Varginha","Parque Estadual de Varginha.","-45.4303016662598","-21.551399230957",NA,"flor, Mata de galeria - Inflorescência vistosas, lilás, de grande beleza.","UEC164883",NA,"(Vell.) Miers",NA,NA,NA,NA,NA,NA,"17646","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2021-03-01 16:22:30-03","UNICAMP","UEC","110325","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Andrade, K; Figueiredo, L; Gomes, C","88",NA,"Brazil","Pernambuco","Buique","Estrada Buíque-Catimbau","-37.1557998657227","-8.62306022644043",NA,"Trepadeira, caule verde com manchas vináceas, pétalas vináceas, face externa da corola verde, fauce do tubo da corola vinácea, estames verdes, anteras marrons, gineceu verde.; Complexo caatinga-campo. Com vegetação arbustiva, solo ar","UEC164903","UEC164903","(Vell.) Miers","Simões, AO","1995","06","17",NA,NA,"38964","auto","2011",NA,NA,"05",NA,NA,NA,NA,NA,NA
"269","2020-01-28 15:52:47-03","UNICAMP","UEC","122831","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Miranda, AM; Félix, LP; Rodrigues, SC","1751",NA,"Brazil","Pernambuco","Buíque","5 km da estrada de barro para Catimbau -","-37.1557998657227","-8.62306022644043",NA,"flor, Trepadeira, látex hialino, ramos verde-arroxeados. Folhas membranáceas aveludadas, adaxialmente verde-escuro brilhante, abaxialmente verde claro com nervura central arroxeada.","UEC164900","UEC164900","(Vell.) Miers","Miranda, AM","1994","06","19",NA,NA,"38964","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2020-01-28 15:52:47-03","UNICAMP","UEC","122833","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Miranda, AM; Félix, LP; Rodrigues, SC","1782",NA,"Brazil","Pernambuco","Buíque","Serra do Catimbau.","-37.1557998657227","-8.62306022644043",NA,"flor, Trepadeira. Látex hialino, ramos verde-arroxeados. Folhas membranáceas aveludadas, adaxialmente verde escuro brilhante, abaxialmente claro com nervura central arroxeadas.","UEC164905","UEC164905","(Vell.) Miers","Miranda, AM","1994","06","19",NA,NA,"38964","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2019-08-20 10:04:05-03","UNICAMP","UEC","135489","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Simões, AO; Barbosa, AR","1322",NA,"Brazil","São Paulo","Águas de Lindóia","Morro Pelado, Campo","-46.6300010681152","-22.4699993133545",NA,"Liana, volúvel, Látex incolor, flores vináceas.","UEC160195","UEC160195","(Vell.) Miers","Simões, AO","1997","04",NA,NA,NA,"8148","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2020-01-28 15:52:47-03","UNICAMP","UEC","55521","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Meira Neto, JAA","480",NA,"Brazil","São Paulo","Águas de Santa Bárbara","Estação Ecológica de Santa Bárbara, cerrado","-49.238899230957","-22.8805999755859",NA,"Trepadeira sobre árvore de liptocarpha axilaris, flores vinosas com o tubo da corola vidrodescente, látex incolor abundante.","UEC164840","UEC164840","(Vell.) Miers","Meira Neto, JAA","1989","12","07",NA,NA,"18363","auto","1991",NA,NA,"07",NA,NA,NA,NA,NA,NA
"273","2019-08-20 10:04:05-03","UNICAMP","UEC","55467","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Meira Neto, JAA","554",NA,"Brazil","São Paulo","Águas de Santa Bárbara","Estação Ecológica de Santa Bárbara, cerrado","-49.238899230957","-22.8805999755859",NA,"Trepadeira, látex incolor, frutos rufescentes imaturos, no cerrado.","UEC160190","UEC160190","(Vell.) Miers","Meira Neto, JAA","1990","04","25",NA,NA,"18363","auto","1991",NA,NA,"07",NA,NA,NA,NA,NA,NA
"274","2020-01-28 15:52:47-03","UNICAMP","UEC","87249","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Amaral Jr, A; DC, A","1725",NA,"Brazil","São Paulo","Agudos",NA,"-48.9799995422363","-22.4599990844727",NA,"fruto, Trepadeira, heliófita, flores lilases no interior do tubo da corola esverdeada. Apresentando frutos também. Mata de galeria com representantes de cerrado nas partes mais altas, localizada entre Agudose mais ou menos 1 km da C","UEC164844","UEC164844","(Vell.) Miers","Simões, AO","1974","02","19",NA,NA,"52219","auto","2002",NA,NA,"09",NA,NA,NA,NA,NA,NA
"275","2020-01-28 15:52:47-03","UNICAMP","UEC","136025","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Christianini, SR; Hernández, VAN","394",NA,"Brazil","São Paulo","Agudos","Fazenda da Cia Cervejaria Brahma","-48.9799995422363","-22.4599990844727",NA,"trepadeira com látex incolor, caule liso e escuro, folhas cartáceas com pilosidade branca, flores com corola com de vinho (tubo esverdeado) e cálice verde.","UEC164929",NA,"(Vell.) Miers","Christianini, SR","1996","11","01",NA,NA,"52219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2019-08-20 10:04:05-03","UNICAMP","UEC","80280","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Koch, I; Jesus, ARS","30814",NA,"Brazil","São Paulo","Agudos","Fazenda da Cia Cervejaria Brahma, cerrado","-48.9799995422363","-22.4599990844727",NA,"flor, Liana, látex incolor, frutos e flor vinho","UEC160197","UEC160197","(Vell.) Miers",NA,"1993","09","02",NA,NA,"52219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2021-03-01 16:22:30-03","UNICAMP","UEC","168487","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Firetti, F; Costa, IR; Verola, CF","18",NA,"Brazil","São Paulo","Assis","Rodovia Castello Branco km 300.","-50.4099998474121","-22.6599998474121",NA,"Trepadeira com botões, flores e frutos imaturos. Flores pendentes, arroxeadas com odor levemente adocicado. Frutos imaturos de cor vinácea. Visita legítima de Bombus sp nas flores.","UEC035544","UEC035544","(Vell.) Miers","Costa, IR","2006","02","09",NA,NA,"23972","auto","2006",NA,NA,"02",NA,NA,NA,NA,NA,NA
"278","2020-01-28 15:52:47-03","UNICAMP","UEC","52826","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Koch, I","08",NA,"Brazil","São Paulo","Bauru","Cerrado","-49.060001373291","-22.3099994659424",NA,"Liana, caule escandente, latescente, flores de cooração lilás.","UEC164848","UEC164848","(Vell.) Miers","Leitão Filho, HF","1990","10","20",NA,NA,"29186","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2020-01-28 15:52:47-03","UNICAMP","UEC","147872","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Martins, FM","s.n.",NA,"Brazil","São Paulo","Bauru","Horto Botânico de Bauru, Reserva de Cerrado do Laboratório Sincroton","-49.060001373291","-22.3099994659424",NA,"Liana de pequeno porte, látex incolor. Coletada no interior de mata; local úmido.","UEC164874",NA,"(Vell.) Miers",NA,"2003","06","26",NA,NA,"29186","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2021-03-01 16:22:30-03","UNICAMP","UEC","163379","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Weiser, VL; Oliveira, IG; Rios, CG","510",NA,"Brazil","São Paulo","Bauru","Jardim Botânico Municipal de Bauru, Antiga Raia.","-49.060001373291","-22.3099994659424",NA,"Liana de caule volúvel, látex incolor. Folhas simples, opostas e pubescentes. Frutos pendentes verde-avermelhados.; Cerrado.","UEC068672","UEC068672","(Vell.) Miers","Kinoshita, LS","2004","05","27",NA,NA,"29186","auto","2006",NA,NA,"05","19",NA,NA,NA,NA,NA
"281","2021-03-01 16:22:30-03","UNICAMP","UEC","163380","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Weiser, VL","377",NA,"Brazil","São Paulo","Bauru","Jardim Zoológico Municipal de Bauru. Margem Estrada SP 225.","-49.060001373291","-22.3099994659424",NA,"Liana de caule volúvel, latescente. Folhas simples, opostas e pubescentes. Flores de lobos púrpuros e fauce esverdeada reunidas em inflorescência.; Cerrado.","UEC068671","UEC068671","(Vell.) Miers","Kinoshita, LS","2004","02","13",NA,NA,"29186","auto","2006",NA,NA,"05","19",NA,NA,NA,NA,NA
"282","2020-01-28 15:52:47-03","UNICAMP","UEC","80249","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Koch, I; Guedes Azevedo, AM","183",NA,"Brazil","São Paulo","Bauru","Parque Ecológico Municipal.","-49.060001373291","-22.3099994659424",NA,"Liana, latec., com frutos","UEC164857","UEC164857","(Vell.) Miers",NA,"1992","03","31",NA,NA,"29186","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2020-01-28 15:52:47-03","UNICAMP","UEC","87250","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Almeida, CMPR","16",NA,"Brazil","São Paulo","Botucatu","18 km ao norte de Botucatu (14 km a lest","-48.439998626709","-22.8799991607666",NA,"flor, Erva trepadeira com flores roxas. Cerrado sensu strictu, declive suave.","UEC164882",NA,"(Vell.) Miers",NA,"1979","11","13",NA,NA,"40412","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2020-01-28 15:52:47-03","UNICAMP","UEC","59933","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Sciamarelli, A; Coffani-Nunes, JV","594",NA,"Brazil","São Paulo","Cajuru","Fazenda Santa Carlota - Cerrado 3.","-47.2999992370605","-21.2700004577637",NA,"flor, Trepadeira, flor roxa, fruto vinácea","UEC164889",NA,"(Vell.) Miers","Simões, AO","1990","03","18",NA,NA,"21243","auto","2004",NA,NA,"11",NA,NA,NA,NA,NA,NA
"285","2020-01-28 15:52:47-03","UNICAMP","UEC","147871","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Martins, FM","s.n.",NA,"Brazil","São Paulo","Campinas","distrito de Barão Geraldo, Reserva de Cerrado do Laboratório Sincroton","-47.060001373291","-22.8999996185303",NA,"Liana de pequeno porte, látex incolor. Coletada no interior de mata; local úmido.","UEC164924",NA,"(Vell.) Miers",NA,"2003","04","25",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2020-01-28 15:52:47-03","UNICAMP","UEC","142064","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Gomes, SM","478",NA,"Brazil","São Paulo","Campinas","Laboratório Nacional de Luz Sincrotron","-47.060001373291","-22.8999996185303",NA,"Liana, flor roxa.","UEC164878","UEC164878","(Vell.) Miers",NA,"2002","03","14",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2020-01-28 15:52:47-03","UNICAMP","UEC","142143","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Gomes, SM","571",NA,"Brazil","São Paulo","Campinas","LNLS-Laboratório Nacional de Luz Síncron","-47.060001373291","-22.8999996185303",NA,"liana, flor roxa","UEC164858","UEC164858","(Vell.) Miers","Gomes, SM","2003","03","09",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2020-01-28 15:52:47-03","UNICAMP","UEC","38661","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Trigo, JR","17114",NA,"Brazil","São Paulo","Campinas","Mata Amarais.","-47.060001373291","-22.8999996185303",NA,"Trepadeira com flores vermelhas.","UEC164933",NA,"(Vell.) Miers","Stranghetti, V","1984","03",NA,NA,NA,"23900","auto","1992",NA,NA,"10","06",NA,NA,NA,NA,NA
"289","2020-01-28 15:52:47-03","UNICAMP","UEC","61192","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Müller, C; Dias, MC","s.n.",NA,"Brazil","São Paulo","Iepê","Rodovia Iepê - Rancharia, a 12 km de Iep","-51.0699996948242","-22.6599998474121",NA,"flor, Beira da rodovia. Trepadeira, flores maravilha e fauce verde.","UEC164838","UEC164838","(Vell.) Miers","Kinoshita, LS","1986","01","06",NA,NA,"21350","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2021-03-01 16:22:30-03","UNICAMP","UEC","147874","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Martins, FM","s.n.",NA,"Brazil","São Paulo","Itirapina","Brasil, São Paulo, Itirapina, Estação Ecológica e Experimental de Itirapina.","-47.8199996948242","-22.25",NA,"Liana de pequeno porte, látex incolor.Coletada no interior da mata;local úmido.; Mata;local úmido.","UEC165105","UEC165105","(Vell.) Miers","Martins, FM","2003","03","23",NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2020-01-28 15:52:47-03","UNICAMP","UEC","41314","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Cesar, O","131",NA,"Brazil","São Paulo","Itirapina","Cerrado","-47.8199996948242","-22.25",NA,"Trepadeira com látex, flores verde-creme com fauce lilás.","UEC164930",NA,"(Vell.) Miers","Baldassari, IB","1984","02","01",NA,NA,"22843","auto","1992",NA,NA,"10","20",NA,NA,NA,NA,NA
"292","2020-01-28 15:52:47-03","UNICAMP","UEC","63736","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Sartori, ALB; Sciamarelli, A","27253",NA,"Brazil","São Paulo","Itirapina","Cerrado do Valério","-47.8199996948242","-22.25",NA,"Liana, látex incolor, flores vinho.","UEC164904","UEC164904","(Vell.) Miers",NA,"1992","11","12",NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2020-01-28 15:52:47-03","UNICAMP","UEC","147875","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Martins, FM","s.n.",NA,"Brazil","São Paulo","Itirapina","Estação Ecológica e Experimental de Itirapina","-47.8199996948242","-22.25",NA,"Liana de pequeno porte, látex incolor. Coletada no interior de mata; local úmido.","UEC164872",NA,"(Vell.) Miers",NA,"2003","03","23",NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
