"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","recordNumber","phylum","coordinatePrecision","geoFlag","class","order","continentOcean","relationshipType","relatedCatalogItem","individualCount","typeStatus","fieldNumber","preparationType"
"55","2019-12-06 19:30:08-03","UFES","VIES","25018","S","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","G. Hassemer","2015",NA,NA,"Hassemer, G.","2015","10","30","Brasil","São Paulo","Santos","-46.350556","-23.971111","46º21'2''W","23º58'16''S",NA,"VIES025018","VIES025018","Aterro na beira da praia no bairro José Menino, próximo aos memoriais à imigração japonesa no Brasil.","1","1","819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-08-24 16:18:07-03","UFSM","SMDB","8520","S","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hefler, SM","2001","12","18","Hefler, SM","2001","03","22","Brasil","Paraná","Pontal do Paraná","-48.511100769043","-25.6735992431641",NA,NA,"Em trilha no meio da floresta.","SMDB008520",NA,"Caminho dos Sambaquis",NA,NA,"47",NA,"19508","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:39:50-03","MBM","MBM","8776","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Rahn, K.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,"MBM008776","MBM008776","Rio Perequê",NA,NA,"20100",NA,"24916","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:39:50-03","MBM","MBM","9312","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Souza, J de P",NA,NA,NA,"Lindeman, J.; Haas, H.; Haas, H.",NA,NA,NA,"Brazil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,"MBM009312","MBM009312","Torres",NA,NA,"3769",NA,"20837","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:39:50-03","MBM","MBM","203161","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.; et al.; et al.",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,NA,"MBM203161","MBM203161","Rio Vermalho",NA,NA,"6639",NA,"27000","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:39:50-03","MBM","MBM","271771","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.",NA,NA,NA,NA,"Hassemer, G.","2015","10","30","Brazil","São Paulo","Santos","-46.350633","-23.971069","-46.350633","-23.971069",NA,"MBM271771","MBM271771","Aterro na beira da praia no bairro José Menino, próximo aos memoriais à imigração japonesa no Brasil","1","1","819",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:39:50-03","MBM","MBM","407863","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Gonzatti, F.","2015","03","18","Gonzatti, F.","2014","11","29","Brazil","Rio Grande do Sul","Osório","-50.194722","-29.838611","-50.194722","-29.838611","Erva.; Campo aberto.","MBM407863","MBM407863","Lagoa das Traíras, próximo à lagoa","14","14","1427",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:39:50-03","MBM","MBM","8779","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Rahn, K.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,"MBM008779","MBM008779","Rio Saí",NA,NA,"20641",NA,"41937","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:39:50-03","MBM","MBM","133418","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hassemer, G.","2014","05","06","Wasum, R.","1989","10","06","Brazil","Rio Grande do Sul","Taquara","-50.7806015014648","-29.6506004333496",NA,NA,"Em beira de estrada.","MBM133418","MBM133418",NA,"550","550","s.n.",NA,"22252","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:39:50-03","MBM","MBM","8780","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Rahn, K.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,"MBM008780","MBM008780","Rio da Praia",NA,NA,"20644",NA,"41937","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:39:50-03","MBM","MBM","29130","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Rahn, K.",NA,NA,NA,"Kummrow, R.",NA,NA,NA,"Brazil","Paraná","Matinhos","-48.5428009033203","-25.8174991607666",NA,NA,NA,"MBM029130","MBM029130","Praia dos Ferrovíarios",NA,NA,"210",NA,"15275","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:39:50-03","MBM","MBM","16364","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Rahn, K.",NA,NA,NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.",NA,NA,NA,"Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,"MBM016364","MBM016364","Ilha do Mel",NA,NA,"21438",NA,"24916","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:39:50-03","MBM","MBM","243451","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Silva, S.M.",NA,NA,NA,"Silva, S.M.; Britez, R.M.; Britez, R.M.",NA,NA,NA,"Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,"MBM243451","MBM243451","Ilha do Mel",NA,NA,"241",NA,"24916","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"68","2015-09-23 12:43:45-03","MNHN","RECOLNAT_MNHN_P","P00609822","PreservedSpecimen",NA,"Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.",NA,NA,NA,NA,"Gaudichaud, C.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00609822' target='other'> <mi>dwc_moreinfo</mi></a>","P00609822","P00609822_01","Ile sainte Catherine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype","146","hb"
"69","2015-09-23 12:43:31-03","MNHN","RECOLNAT_MNHN_P","P00609823","PreservedSpecimen",NA,"Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.",NA,NA,NA,NA,"Gaudichaud, C.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00609823' target='other'> <mi>dwc_moreinfo</mi></a>","P00609823","P00609823_01","Ile sainte Catherine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","146","hb"
"70","2020-07-16 16:13:27-03","MNHN","RECOLNAT_MNHN_P","P04046325","PreservedSpecimen",NA,"Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hassemer",NA,NA,NA,"Glaziou","1874","1","1","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04046325' target='other'> <mi>dwc_moreinfo</mi></a>","P04046325","P04046325_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7798","hb"
"71","2021-02-11 17:21:15-03","UFPR","UPCB","93110","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne","Hassemer, G.","2015",NA,NA,"Hassemer, G.","2015","10","30","Brasil","São Paulo","Santos","-46.350633","-23.971069","-46.350633","-23.971069","próximo aos memoriais à imigração japonesa no Brasil..","UPCB0036601","UPCB0036601","aterro na beira da praia no bairro José Menino",NA,NA,"819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-02-11 17:21:15-03","UFPR","UPCB","26026","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hefler, S.M.","2001","12","12","Lima, R.X.","1993","11","09","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,"Erva, 30cm, ruderal. Utilizada como expectorante, emoliente e adstringete..",NA,NA,"Arredores",NA,NA,"103",NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-02-11 17:21:15-03","UFPR","UPCB","34284","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hatschbach, G.","1998","06","22","Pagliarini, W.","1997","09","08","Brasil","Santa Catarina","São José","-48.627498626709","-27.6152992248535",NA,NA,"Erva. Flores brancas, planta medicinal..",NA,NA,"Barreiros",NA,NA,"141",NA,"12814","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-02-11 17:21:15-03","UFPR","UPCB","44864","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hefler, S.M.","2001","12","18","Hefler, S.M.","2001","03","22","Brasil","Paraná","Pontal do Paraná","-48.511100769043","-25.6735992431641",NA,NA,"Em trilha no meio da floresta..",NA,NA,"Caminho dos sambaquis",NA,NA,"47",NA,"19508","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-02-11 17:21:15-03","UFPR","UPCB","44870","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hefler, S.M.","2001","12","18","Hefler, S.M.","2001","03","22","Brasil","Paraná","Pontal do Paraná","-48.511100769043","-25.6735992431641",NA,NA,"Solo podzol, em meio a gramíneas..",NA,NA,"Caminho dos sambaquis, próximo a residência dos índios",NA,NA,"48",NA,"19508","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-02-11 17:21:15-03","UFPR","UPCB","34286","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hassemer, G.","2014","05","07","Pagliarini, W.","1997","10","02","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"Erva espontânea com flores brancas. Planta medicinal..",NA,NA,"Costeira do Pirajubaé - Estrada Geral da Costeira",NA,NA,"158",NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-02-11 17:21:15-03","UFPR","UPCB","48989","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hefler, S.M.","2001","12","19","Hefler, S.M.","2000","10","15","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"Terreno baldio, em solo arenoso..",NA,NA,"Porto da Lagoa",NA,NA,"70",NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-02-11 17:21:15-03","UFPR","UPCB","24171","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hefler, S.M.","2001","12","12","Silva, S.M.","1995","05","09","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"Herbácea, com fruto. Vegetação da praia..",NA,NA,"Praia Grande, Ilha do Mel",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2011-02-18 15:24:00-02","MO","MOBOT","2481165","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.",NA,NA,NA,NA,"C. Gaudichaud-Beaupré",NA,NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"Ste. Catherine",NA,NA,"Gaudichaud-Beaupré 156",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA
"80","2021-03-04 11:06:08-03","UFRB","HURB","17792","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne","G. Hassemer","2015",NA,NA,"Hassemer, G.","2015","10","30","Brasil","São Paulo","Santos","-46.350633","-23.971069","46º21'2,28W","23º58'15,85S",NA,"HURB000017792","HURB000017792","Aterro na Beira da praia no Bairro José Menino; Próximo aos memoriais à imigração japonesa do Brasil","1","1","819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-04 11:06:08-03","UFRB","HURB","17793","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne","G. Hassemer","2016",NA,NA,"Hassemer, G.; Funez, L.A.","2016","02","10","Brasil","Santa Catarina","Grão Pará","-49.367178","-28.055917","49º22'01,84W","28º03'21,30S",NA,"HURB000017793","HURB000017793","Serra do Corvo Branco;","1246","1246","882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-04 11:06:08-03","UFRB","HURB","17797","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne","G. Hassemer","2015",NA,NA,"Hassemer, G.; Ferreira, J.P.R.","2015","12","10","Brasil","Santa Catarina","Palhoça","-48.591944","-27.824539","48º35'31W","27º49'28,34S",NA,"HURB000017797","HURB000017797","Praia do Sonho;","3","3","846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-09-12 05:00:02-03","US","US","2222096","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.",NA,NA,NA,NA,"R. Reitz","1953","1","9","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"US03220733","US03220733_01","Barra Velha, Araquari.","5",NA,"5128",NA,NA,NA,"Dicotyledonae","Plantaginales","South America",NA,NA,"1",NA,NA,NA
"84","2020-09-12 05:00:02-03","US","US","2427086","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.",NA,NA,NA,NA,"R. M. Klein","1961","9","26","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"US03220728","US03220728_01","Itajaí.","5",NA,"2543",NA,NA,NA,"Dicotyledonae","Plantaginales","South America",NA,NA,"1",NA,NA,NA
"85","2020-09-12 05:00:02-03","US","US","2222022","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.",NA,NA,NA,NA,"-- Reitz & Klein, --","1954","1","3","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"US03220731","US03220731_01","Barra do Sí-quaçu, S. Francisco do Sul.","2",NA,"1448",NA,NA,NA,"Dicotyledonae","Plantaginales","South America",NA,NA,"1",NA,NA,NA
"86","2020-09-12 05:00:02-03","US","US","2222018","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.",NA,NA,NA,NA,"-- Reitz & Klein, --","1953","9","24","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"US03220730","US03220730_01","Campo do Massiambú, Palhoça.","3",NA,"972",NA,NA,NA,"Dicotyledonae","Plantaginales","South America",NA,NA,"1",NA,NA,NA
"87","2020-09-12 05:00:02-03","US","US","2222017","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.",NA,NA,NA,NA,"-- Reitz & Klein, --","1953","5","28","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"US03220732","US03220732_01","Praia Braba, Itajaí.","2",NA,"750",NA,NA,NA,"Dicotyledonae","Plantaginales","South America",NA,NA,"1",NA,NA,NA
"88","2020-09-12 05:00:02-03","US","US","3724758","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.",NA,NA,NA,NA,"G. Hassemer","2015","10","30","Brazil","São Paulo",NA,NA,NA,"46 21 02.28 W","23 58 15.85 S",NA,"US01956915","US01956915_01","Santos, José Menino","1",NA,"819",NA,NA,NA,"Dicotyledonae","Plantaginales","South America",NA,NA,"1",NA,NA,NA
"89","2020-09-12 05:00:02-03","US","US","2680916","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.",NA,NA,NA,NA,"F. R. Fosberg","1964","12","20","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,"US03220729","US03220729_01","Praia Grande, about 10 km s.w. of São Vicente (s.w. of Santos).","1","2","45978",NA,NA,NA,"Dicotyledonae","Plantaginales","South America - Neotropics",NA,NA,"1",NA,NA,NA
"90","2020-09-12 05:00:02-03","US","US","2427085","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.",NA,NA,NA,NA,"R. M. Klein","1961","9","30","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"US03220727","US03220727_01","Itajaí.","5",NA,"2564",NA,NA,NA,"Dicotyledonae","Plantaginales","South America",NA,NA,"1",NA,NA,NA
"91","2020-09-12 05:00:02-03","US","US","2124477","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.",NA,NA,NA,NA,"L. B. Smith, A. Magnanini, Z. Lopes Da Silva, S. L. Oliveira e Silva & et al.","1952","4","17","Brazil","Rio de Janeiro",NA,"-42.025","-22.9467",NA,NA,NA,"US03220726","US03220726_01","Município de Cabo Frio, Cabo Frio, Ponta do Gabriel.",NA,NA,"6652",NA,NA,NA,"Dicotyledonae","Plantaginales","South America - Neotropics",NA,NA,"1",NA,NA,NA
"92","2019-12-09 17:30:39-03","UFPR","EFC","5092","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.",NA,NA,NA,NA,"Lima, R.X.","1993","11","09","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,"__COMMOM_NAME__: Tanchagem","EFC005092",NA,NA,NA,NA,"103",NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-09-04 18:57:05-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea",NA,NA,NA,NA,NA,"C. Gaudichaud",NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"156","Spermatophyta",NA,NA,"Dicotyledoneae",NA,"South America",NA,NA,NA,"Type [status unknown]",NA,NA
"94","2019-11-13 16:04:59-03","UNISANTA","HUSC","2372","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.",NA,NA,NA,NA,"Sampaio, P.S.P.; Martins, S.E.","2000","02","03","Brasil","São Paulo","Bertioga","-46.138599395752","-23.8544006347656",NA,NA,"Erva com frutos verdes imaturos e marrons quando maduros.; Vegetação de Duna.",NA,NA,"Praia do Itaguaré.",NA,NA,"416","Magnoliophyta","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-13 16:04:59-03","UNISANTA","HUSC","10220","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Magenta, M.A.G.","2007","10",NA,"Rollo; T.C.; Magenta, M.A.G.; Nakasato, M.","2007","06","14","Brasil","São Paulo","Ilha Comprida","-47.5400009155273","-24.7399997711182",NA,NA,"Erva.; Fisionomia de praia e dunas, face voltadas para o oceano atlântico.",NA,NA,"Praia das Pedrinhas.",NA,NA,"84","Magnoliophyta","49747","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-13 16:04:59-03","UNISANTA","HUSC","11902","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","P.S.P. Sampaio; G.C. Marins","2017","05",NA,"L.M.S. Mesquita","2016","05","10","Brasil","São Paulo","Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,"Estação Ecológica de Juréia-Itatins.",NA,NA,"s.n.","Magnoliophyta","21922","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-11-04 17:30:18-03","UEM","HUEM","739","S","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Souza, JP","1999","08",NA,"Dutra, ME; Kleber.","1983","11","13","Brasil","Paraná","Pontal do Paraná","-48.511100769043","-25.6735992431641",NA,NA,"Rasteiras","HUEM000010188","HUEM000010188","Pontal do Sul, dunas",NA,NA,"s.n.",NA,"19508","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-08-20 14:56:52-03","UFSC","FLOR","51231","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Funez, L.A.","2012","11","05","Funez, L.A.","2012","11","05","Brasil","Santa Catarina","Navegantes","-48.629722","-26.839444","48º37'47''W","26º50'22''S","erva terrícola","FLOR0051231",NA,"Gravatá, dunas.","3","3","1195",NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
"99","2020-08-20 20:39:23-03","UFSC","FLOR","48630","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hassemer, G.N.","2013",NA,NA,"Hassemer, G.N.; Weber, P.","2013","04","14","Brasil","Santa Catarina","Araranguá","-49.376389","-28.952222","49º22'35''W","28º57'8''S","erva, flor castanha","FLOR0048630",NA,"Praia do Paiquerê.","4","4","695",NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
"100","2020-08-20 20:39:23-03","UFSC","FLOR","41353","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hassemer, G.N.","2013",NA,NA,"Hassemer, G.N.","2008","08","20","Brasil","Santa Catarina","Florianópolis","-48.523333","-27.601944","48º31'24''W","27º36'7''S","erva, flor verde-acastanhada","FLOR0041353",NA,"Campus da UFSC, Ilha de Santa Catarina.","16","16","38",NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
"101","2020-08-20 14:56:52-03","UFSC","FLOR","41514","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Mello, A.S.","2011","05","08","Nuernberg, A.; Mello, A.S.","2011","05","08","Brasil","Santa Catarina","Bombinhas","-48.545833","-27.185556","48º32'45''W","27º11'8''S","herbácea, flor seca, Fruto Maduro, marrom","FLOR0041514",NA,"Área de Relevante Interesse Ecológico Costeira de Zimbros.",NA,NA,"161",NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
"102","2020-08-20 20:39:23-03","UFSC","FLOR","48627","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hassemer, G.N.","2013",NA,NA,"Hassemer, G.N.; Weber, P.","2013","04","15","Brasil","Santa Catarina","Laguna","-48.767222","-28.461111","48º46'2''W","28º27'40''S","erva, flor castanha","FLOR0048627",NA,"Praia do Gi.","5","5","700",NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
"103","2020-08-20 20:39:23-03","UFSC","FLOR","48629","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hassemer, G.N.","2013",NA,NA,"Hassemer, G.N.; Weber, P.","2013","04","15","Brasil","Santa Catarina","Araranguá","-49.356111","-28.931944","49º21'22''W","28º55'55''S","erva, flor castanha","FLOR0048629",NA,"Praia do Morro dos Conventos.","3","3","697",NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
"104","2020-08-20 20:39:23-03","UFSC","FLOR","48643","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hassemer, G.N.","2013",NA,NA,"Hassemer, G.N.; Ferreira, J.P.R. & Weber, P.A.P.","2013","02","19","Brasil","Santa Catarina","Florianópolis","-48.422222","-27.513333","48º25'20''W","27º30'48''S","erva, flor castanha","FLOR0048643",NA,"terreno baldio arenoso, no Rio Vermelho, Ilha de Santa Catarina.","7","7","678",NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
"105","2020-08-20 20:39:23-03","UFSC","FLOR","48644","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hassemer, G.N.","2013",NA,NA,"Hassemer, G.N.; Ferreira, J.P.R.","2013","03","04","Brasil","Santa Catarina","Florianópolis","-48.509444","-27.781389","48º30'34''W","27º46'53''S","erva, flor castanha","FLOR0048644",NA,"beira da calçada, próximo à praia do Pântano do Sul, Ilha de Santa Catarina.","3","3","667",NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
"106","2020-08-20 20:39:23-03","UFSC","FLOR","48645","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hassemer, G.N.","2013",NA,NA,"Hassemer, G.N.; Ferreira, J.P.R.","2013","01","23","Brasil","Santa Catarina","Florianópolis","-48.509167","-27.680833","48º30'33''W","27º40'51''S","erva, flor castanha","FLOR0048645",NA,"Terreno baldio, perto da Marinas do Campeche, Ilha de Santa Catarina.","6","6","666",NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
"107","2020-08-20 20:39:23-03","UFSC","FLOR","48646","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hassemer, G.N.","2013",NA,NA,"Hassemer, G.N.; Ferreira, J.P.R.","2013","01","23","Brasil","Santa Catarina","Florianópolis","-48.550556","-27.585","48º33'2''W","27º35'6''S","erva, flor castanha","FLOR0048646",NA,"Aterro da Beira-mar Norte, em frente ao Bar Guacamole, Ilha de Santa Catarina.","1","1","651",NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
"108","2020-08-20 14:56:52-03","UFSC","FLOR","50112","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Mello, A.S.","2011","11","12","Nuernberg, A.; Mello, A.S.","2011","11","12","Brasil","Santa Catarina","Florianópolis","-48.535556","-27.778333","48º32'8''W","27º46'42''S","herbácea","FLOR0050112",NA,"Pântano do sul, Ilha de Santa Catarina.",NA,NA,"433",NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
"109","2020-08-20 14:56:52-03","UFSC","FLOR","51192","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hassemer, G.N.","2013","10",NA,"Hassemer, G.N.","2013","10","03","Brasil","Santa Catarina","Florianópolis","-48.525278","-27.602778","48º31'31''W","27º36'10''S","erva, flor castanha","FLOR0051192",NA,"Campus da UFSC, em frente ao prédio da Botânica.","21","21","701",NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
