"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","infraspecificEpithet","fieldNumber","typeStatus","individualCount","sex"
"50","2015-09-03 19:56:51-03","MNHN","RECOLNAT_MNHN_P","P00485331","PreservedSpecimen",NA,"Orchidaceae","Octomeria","oxychela","Octomeria oxychela","Barb.Rodr.","Forster","Gaudichaud, C.","1833",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"P00485331","P00485331_01",NA,NA,NA,NA,"Prov. de Rio Grande","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00485331' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"335",NA,NA,NA
"51","2015-09-16 23:52:49-03","MNHN","RECOLNAT_MNHN_P","P00485329","PreservedSpecimen",NA,"Orchidaceae","Octomeria","pinicola","Octomeria pinicola","Barb.Rodr.",NA,"Regnell, A.","1881","6","7","Brésil",NA,NA,NA,NA,NA,NA,"P00485329","P00485329_01 P00485329_02",NA,NA,NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00485329' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 1123","isotype",NA,NA
"52","2015-09-03 19:56:51-03","MNHN","RECOLNAT_MNHN_P","P00485330","PreservedSpecimen",NA,"Orchidaceae","Octomeria","pinicola","Octomeria pinicola","Barb.Rodr.",NA,"Regnell, A.","1881","6","7","Brésil",NA,NA,NA,NA,NA,NA,"P00485330","P00485330_01 P00485330_02",NA,NA,NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00485330' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 1123","isotype",NA,NA
"53","2015-09-03 19:56:51-03","MNHN","RECOLNAT_MNHN_P","P00485332","PreservedSpecimen",NA,"Orchidaceae","Octomeria","pinicola","Octomeria pinicola","Barb.Rodr.",NA,"Weddell, H.A.","1843",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"P00485332","P00485332_01",NA,NA,NA,NA,"Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00485332' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28",NA,NA,NA
"54","2021-02-11 17:20:59-03","UFPR","UPCB","67322","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb. f.","Santos, T.F.","Mancinelli, W.S.","2009","11","15","Brasil","Santa Catarina","Garuva","-48.918611","-26.083611","-48.918611","-26.083611","UPCB0037168","UPCB0037168",NA,NA,"1061",NA,"Monte Crista",NA,"Epífita, flores amarelas, ocorrente em Floresta Ombrófila Densa Montana..","2016","08","31","400","400",NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-02-11 17:20:59-03","UFPR","UPCB","85827","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Varella, L.F.K.","Varella, L.F.K.","2009",NA,NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,"9",NA,NA,NA,"Possui duplicata conservada em solução de glicerina com álcool..","2009",NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA
"56","2021-02-11 17:20:59-03","UFPR","UPCB","49354","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Santos, T.F.","Britez, R.M.","1987","11","07","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"UPCB0037169","UPCB0037169",NA,NA,"1815",NA,"Ilha do Mel, Morro Bento Alves",NA,"Epífita, flores brancas coletadas a 10m de altura..","2016","08","31",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"57","2021-02-11 17:20:59-03","UFPR","UPCB","93017","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Santos, T.F.","Santos, T.F|M.Machnicki-Reis","2016","08","08","Brasil","São Paulo","Ribeira","-49","-24.6499996185303",NA,NA,"UPCB0038300","UPCB0038300",NA,NA,"162",NA,"Vale do Ribeira",NA,NA,"2016","08",NA,NA,NA,"17907","auto",NA,NA,NA,NA,NA,NA
"58","2009-02-21 03:32:00-03","MO","MOBOT","2834743","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","oxychela","Octomeria oxychela","Barb. Rodr.","W. Forster","Aurelio Schinini|Eugenia Bordas","1980","8","18","Paraguay","Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schinini Cacace 20436","South America","Río Ipané. En selva marginal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2013-01-28 05:13:00-02","MO","MOBOT","2293558","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","pinicola","Octomeria pinicola","Barb. Rodr.","Johnson, A. E.","Andres E. Johnson","1992","8","9","Argentina","Misiones","Iguazú","-54.65","-25.68333",NA,NA,NA,NA,NA,NA,"Johnson 300","South America","Puerto Península",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2013-01-28 05:13:00-02","MO","MOBOT","2344733","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","pinicola","Octomeria pinicola","Barb. Rodr.","Johnson, A. E.","Andres E. Johnson","1988","8","22","Argentina","Misiones","General Manuel Belgrano",NA,NA,NA,NA,NA,NA,NA,NA,"Johnson 4","South America","Parque Provincial Urugua-í, Deseado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2008-05-27 22:02:00-03","MO","MOBOT","2412140","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","pinicola","Octomeria pinicola","Barb. Rodr.","Correa, M. N.","Maevia N. Correa","1973","7","28","Argentina","Misiones","General Manuel Belgrano",NA,NA,NA,NA,NA,NA,NA,NA,"Correa 5051","South America","Irigoyen, ruta 14, Piñalito.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2011-01-31 07:11:00-02","MO","MOBOT","2428342","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","pinicola","Octomeria pinicola","Barb. Rodr.",NA,"L.R. Parodi",NA,NA,NA,"Argentina","Misiones",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parodi 63","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2011-12-22 05:01:00-02","MO","MOBOT","2443662","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","pinicola","Octomeria pinicola","Barb. Rodr.",NA,"Cornelius Osten|Teodoro Rojas","1915",NA,NA,"Argentina","Misiones","Iguazú","-54.45","-25.68333",NA,NA,NA,NA,NA,NA,"Osten 8086","South America","Iguazú, sur les arbres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2011-01-31 07:11:00-02","MO","MOBOT","2457777","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","pinicola","Octomeria pinicola","Barb. Rodr.","Correa, M. N.","L.R. Parodi",NA,NA,NA,"Argentina","Misiones",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parodi s.n.1","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-03-08 14:15:20-03","UNIOESTE","UNOP","9732","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Silva, D.R. da","Silva, D.R. da; Dama, V.J.; Moura, A.P.; Dama, V.J.; Moura, A.P.","2018","07","11","Brasil","Paraná","Capanema","-53.656528","-25.512181","-53.656528","-25.512181",NA,NA,NA,NA,"372",NA,"Futuro reservatório da UHE Baixo Iguaçu, mata a esquerda do rio Iguaçu, ca. 400 - 500 m da balsa.",NA,"Erva epífita. Frutos secos.","2018","08","11","238","238",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-07-10 09:48:27-03","MBML","MBML-HERBARIO","16007",NA,"Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","W.Foster/9-2008","L. Kollmann","2002","01","17","Brasil","Espírito Santo","Santa Teresa","-40.553056","-19.9075","40W33'11","19S54'27","MBML016007","MBML016007",NA,NA,"5326",NA,"Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"Flores amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-07-10 09:48:27-03","MBML","MBML-HERBARIO","18279",NA,"Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","W.Foster/9-2008","C. N. de Fraga","2000","11","18","Brasil","Espírito Santo","Conceição da Barra","-39.695278","-18.405556","39W41'43","18S24'20","MBML018279",NA,NA,NA,"742",NA,"Parque Estadual de Itaúnas",NA,"Flores amarelas com vermelho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-07-10 09:48:27-03","MBML","MBML-HERBARIO","47147",NA,"Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.",NA,"N. Sanson",NA,NA,NA,"Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529",NA,NA,"MBML047147",NA,NA,NA,"102",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17824","auto",NA,NA,NA,NA,NA,NA
"69","2021-03-01 11:50:09-03","UFPE","UFP","6981","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","oxychela","Octomeria oxychela","Barb. Rodr.","Ferreira, ABG","Caldasso, A","1980",NA,NA,"Brasil","Pernambuco","Chã Grande","-35.4617004394531","-8.23832988739014",NA,NA,"UFP006981",NA,NA,NA,"s.n.",NA,NA,NA,"Floração em cultivo: 08/86. 1ª referência para Pernambuco.; Floração em cultivo: 08/86. 1ª referência para Pernambuco.","1986",NA,NA,NA,NA,"9358","auto",NA,NA,NA,NA,NA,NA
"70","2020-09-12 05:00:02-03","US","US","1208159","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","iguapensis","Octomeria iguapensis","Schltr.",NA,"A. C. Brade","1917","10",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orchidales","7630","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"Type collection","1",NA
"71","2020-09-12 05:00:02-03","US","US","2279685","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","oxychela","Octomeria oxychela","Barb. Rodr.",NA,"R. Reitz & R. M. Klein","1955","12","20","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"US00438931","US00438931_01",NA,"Orchidales","2318","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1",NA
"72","2020-09-12 05:00:02-03","US","US","203853","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","pinicola","Octomeria pinicola","Barb. Rodr.",NA,"A. F. Regnell","1867",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"Orchidales","III 1123","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"Type collection","1",NA
"73","2019-12-09 17:30:35-03","UFPR","EFC","1808","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Santos, T.F.; Reis, M.M.;","Kuniyoshi, Y.S.; Roderjan, C.V.","1989","06","01","Brasil","Paraná","Matinhos","-48.5428009033203","-25.8174991607666",NA,NA,"EFC001808",NA,NA,NA,"5345",NA,"Balneário Matinhos",NA,"Epífita frequentemente em caxetal (formação pioneira, nível do mar) __COMMOM_NAME__: orquídea","2016","04","06",NA,NA,"15275","auto",NA,NA,NA,NA,NA,NA
"74","2019-11-13 11:27:45-03","USP","SPF","65122","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","iguapensis","Octomeria iguapensis","Schltr.",NA,"Brade, AC","1917","10",NA,"Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,"SPF00065122","SPF00065122",NA,NA,"7630",NA,"Morro das Pedras, In silvis primaevis.",NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,"isotype",NA,NA
"75","2020-11-04 17:30:12-03","UEM","HUEM","19632","S","Plantae","Orchidaceae","Octomeria","pinicola","Octomeria pinicola","Barb.Rodr.","Milaneze-Gutierre, MA","Milaneze-Gutierre, MA","2009","07",NA,"Brasil","Paraná","Mauá da Serra","-51.2294006347656","-23.9013996124268",NA,NA,"HUEM000009615","HUEM000009615",NA,NA,"31",NA,NA,NA,"Folhas longas lineares; flores presentes",NA,NA,NA,NA,NA,"16036","auto",NA,NA,NA,NA,NA,NA
"76","2020-11-12 16:58:10-03","UEL","FUEL","52588","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Molina, JMP","Molina, JMP","2013","07","24","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"FUEL017696",NA,"Tracheophyta","Asparagales","76",NA,"Parque Estadual Mata dos Godoy",NA,NA,"2013","07",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"77","2020-11-12 16:58:10-03","UEL","FUEL","52756","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Molina, JMP","Molina, JMP","2012","07","23","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"FUEL017697",NA,"Tracheophyta","Asparagales","7",NA,"Parque Estadual Mata dos Godoy",NA,NA,"2012","08",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"78","2020-11-12 16:58:10-03","UEL","FUEL","52587","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Molina, JMP","Molina, JMP","2013","07","24","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"FUEL017695",NA,"Tracheophyta","Asparagales","75",NA,"Parque Estadual Mata dos Godoy, Coletada sobre peroba, na trilha das perobas",NA,NA,"2013","07",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"79","2020-11-12 16:58:10-03","UEL","FUEL","21374","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Bastos, RRC","Medri, C; Kinupp, VF; Francisco, EM","1997","08","02","Brasil","Paraná","Sapopema","-50.5802993774414","-23.9108009338379",NA,NA,"FUEL017698",NA,"Tracheophyta","Asparagales","283",NA,"Salto das Orquídeas",NA,NA,"2013","10","01",NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
"80","2021-02-23 13:22:55-03","MN","R-TIPOS","24963a","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","iguapensis","Octomeria iguapensis","Schltr.","Schlechter, F.","Brade, A.C.","1920","10",NA,"Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,"R000024963a","R000024963a_001",NA,NA,"7630",NA,"Morro das Pedras",NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,"Isotypus",NA,NA
"81","2021-02-23 13:22:55-03","MN","R-TIPOS","24963","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","iguapensis","Octomeria iguapensis","Schltr.","Schlechter, F.","Brade, A.C.","1920","10",NA,"Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,"R000024963","R000024963_001",NA,NA,"7630",NA,"Morro das Pedras",NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,"Isotypus",NA,NA
"82","2020-08-20 14:54:49-03","UFSC","FLOR","1737","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Santos, T.F.","Klein, R.M.","1967","01","17","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0001737",NA,NA,"Asparagales","7112",NA,"Morro da Costa da Lagoa, ilha de Santa Catarina.",NA,"epífito","2017","03","16","300","300","27000","auto",NA,NA,NA,NA,NA,NA
"83","2020-08-20 14:54:49-03","UFSC","FLOR","1738","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Santos, T.F.","Klein, R.M.","1966","12","21","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0001738",NA,NA,"Asparagales","6983",NA,"Morro da Costa da Lagoa, Ilha de Santa Catarina.",NA,"epífito, flor branca",NA,NA,NA,"200","200","27000","auto",NA,NA,NA,NA,NA,NA
"84","2020-08-20 14:54:49-03","UFSC","FLOR","1736","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Santos, T.F.","Klein, R.M.","1967","01","17","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0001736",NA,NA,"Asparagales","7107",NA,"Morro da Lagoa, Ilha de Santa catarina.",NA,"epífito, flor côr de palha","2017","03","16","300","300","27000","auto",NA,NA,NA,NA,NA,NA
"85","2020-08-20 14:54:49-03","UFSC","FLOR","3959","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Santos, T.F.","Klein, R.M.; Bresolin, A.","1971","11","18","Brasil","Santa Catarina","Governador Celso Ramos","-48.5592002868652","-27.3146991729736",NA,NA,"FLOR0003959",NA,NA,"Asparagales","9946",NA,"Vargem do Macário.",NA,"epífito, flor amarela","2017","03","16","5","5","13751","auto",NA,NA,NA,NA,NA,NA
"86","2020-08-20 14:54:49-03","UFSC","FLOR","3213","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Santos, T.F.","Klein, R.M.; Bresolin, A.","1973","01","16","Brasil","Santa Catarina","Imaruí","-48.8199996948242","-28.3414001464844",NA,NA,"FLOR0003213",NA,NA,"Asparagales","10701",NA,"Serraria Alcides P. Alves, Águas Mornas, Imaruí SC.",NA,"epífito, flor amarelada","2017","03","16","250","250","29971","auto",NA,NA,NA,NA,NA,NA
"87","2021-03-04 15:42:06-03","IF","SPSF","36758","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii",NA,NA,"D.Sasaki & R.Mello-Silva & A.B.Junqueira & F.M.Capeli","2003","04","18","Brasil","SP","Pedregulho","-47.4700012207031","-20.25",NA,NA,NA,NA,"Magnoliophyta","Orchidales","382","América do Sul","P.E.Furnas do Bom Jesus",NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: cerrado com solo arenoso pedregoso com afloramentos rochosos&nf;;",NA,NA,NA,NA,NA,"27552","auto","Liliopsida",NA,NA,NA,NA,NA
"88","2021-03-04 15:42:06-03","IF","SPSF","14668","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","(Mez) Bernacci & Jung-Mend.","S.L.Jung-Mendaçoli","D.V.Toledo Filho","1990","11","12","Brasil","SP","Águas da Prata","-46.7099990844727","-21.9300003051758",NA,NA,NA,NA,"Magnoliophyta","Orchidales",NA,"América do Sul",NA,NA,"COLETA: XLS: SPSFAntigo;","2002","08","15",NA,NA,"13435","auto","Liliopsida",NA,NA,NA,NA,NA
"89","2021-03-04 15:42:06-03","IF","SPSF","28792","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","W.Forster","F.O. Souza & L.Rossi & F.Bonfim","2000","07","18","Brasil","SP","Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,"Magnoliophyta","Orchidales","69","América do Sul","P.E.Serra do Mar, Núcleo Caraguatatuba",NA,"COLETA: Epífita, nervuras vináceas.; GEOGRAFIA: mata ombrofila densa&nf;;",NA,NA,NA,NA,NA,"30093","auto","Liliopsida",NA,NA,NA,NA,NA
"90","2017-09-11 17:12:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Octomeria","oxychela","Octomeria oxychela","Barb.Rodr.",NA,"Barbosa Rodrigues, J",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P03P4N0122 P03P4N0127",NA,NA,"s.n.","Southern America","prope Rodeio",NA,"Floret Augusto - Novembri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2017-09-11 17:12:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Octomeria","oxychela","Octomeria oxychela","Barb.Rodr.",NA,"Barbosa Rodrigues, J",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P03P4N0122 P03P4N0127",NA,NA,"s.n.","Southern America","Habitat in sylvis virgineis supra arbores prope Rodeio prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2017-09-11 17:12:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Octomeria","pinicola","Octomeria pinicola","Barb.Rodr.",NA,"Regnell, AF",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"P03P4N0126",NA,NA,"1123","Southern America","Habitat in arboribus (Araucaria Brasiliensis) ad Caldas prov. Minas Geraes et ad Campinas prov. S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2017-09-11 17:12:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Octomeria","pinicola","Octomeria pinicola","Barb.Rodr.",NA,"Lofgren, A",NA,NA,NA,"Brazil","São Paulo","Mogi Guaçu","-46.9422","-22.3722",NA,NA,NA,"P03P4N0126",NA,NA,"1335","Southern America","in sylvis virgineis ad Mogy-Guassu prov. S. Paulo",NA,"Floret Augusto - Septembri",NA,NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA
"94","2017-09-11 17:12:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.",NA,"Warming, JEB",NA,NA,NA,"Brazil","Minas Gerais","Lagoa Santa","-43.8897","-19.6272",NA,NA,NA,NA,NA,NA,"s.n.","Southern America","Habitat in sylvis supra arbores ad Lagoa Santa prov. Minas Geraes",NA,"Floret Aprili - Maio",NA,NA,NA,NA,NA,"12338","auto",NA,NA,NA,NA,NA,NA
"95","2021-02-08 12:52:19-03","UFRGS","ICN","014932","S","Plantae","Orchidaceae","Octomeria","cf. warmingii","Octomeria cf. warmingii","Rchb.f.","Forster, W","Dutra, J",NA,NA,NA,"Brasil","RS","Lagoa dos Quadros",NA,NA,NA,NA,"ICN00040600",NA,"Monocotyledon",NA,"932","América do Sul",NA,NA,"in silvula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-02-08 12:52:19-03","UFRGS","ICN","015167","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Forster, W","Dutra, J","1934","12","09","Brasil","RS","Osório","-50.2696990966797","-29.8866996765137",NA,NA,"ICN00040602",NA,"Monocotyledon",NA,"1167","América do Sul","Barra dos Cornélios",NA,NA,NA,NA,NA,NA,NA,"27350","auto",NA,NA,NA,NA,NA,NA
"97","2021-02-08 12:52:19-03","UFRGS","ICN","116123a","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Forster, W","Gonçalves, CN; Azevedo-Gonçalves, CF",NA,NA,NA,"Brasil","RS","Terra de Areia","-50.07080078125","-29.5853004455566",NA,NA,"ICN00040607",NA,"Monocotyledon",NA,"365","América do Sul",NA,NA,"em cultivo",NA,NA,NA,NA,NA,"32697","auto",NA,NA,NA,NA,NA,NA
"98","2021-02-08 12:52:19-03","UFRGS","ICN","032721","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Forster, W","Waechter, JL","1976","12","03","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"ICN00040604",NA,"Monocotyledon",NA,"401","América do Sul","Mato do Sr. Felisberto",NA,"epífita, flores bege-claras; em mato",NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
"99","2021-02-08 12:52:19-03","UFRGS","ICN","043250","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Forster, W","Waechter, JL; Weberling","1978","10","23","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"ICN00040605",NA,"Monocotyledon",NA,"1007","América do Sul","Morro Azul",NA,"epifítica, flores amarelo-esbranquiçadas, suavemente aromática; em interior de mata pluvial",NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
"100","2021-02-08 12:52:19-03","UFRGS","ICN","014893","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Forster, W","Dutra, J","1926","11","20","?",NA,NA,NA,NA,NA,NA,"ICN00040603",NA,"Monocotyledon",NA,"893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-02-08 12:52:19-03","UFRGS","ICN","014999","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Forster, W","Dutra, J","1927","08","28","Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"ICN00040601",NA,"Monocotyledon",NA,"999","América do Sul","Quinta São Manoel",NA,NA,NA,NA,NA,NA,NA,"10287","auto",NA,NA,NA,NA,NA,NA
"102","2021-02-08 12:52:19-03","UFRGS","ICN","043244","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Forster, W","Waechter, JL","1978","10","19","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"ICN00040606",NA,"Monocotyledon",NA,"1001","América do Sul","Limoeiro",NA,"epifítica, flores amarelo-esbranquiçadas, suavemente aromáticas; em interior de mata pluvial",NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
"103","2020-08-26 10:50:20-03","MCN-FZBRS","HAS","82112","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Foster, .","Hagelund, K.","1985","12",NA,"Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"HAS0082112",NA,"Magnoliophyta",NA,"15780",NA,"alto Rio Terra",NA,NA,"2008","09",NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
"104","2019-11-21 10:13:37-03","IBt","SP","4610","S","Plantae","Orchidaceae","Octomeria","iguapensis","Octomeria iguapensis","Schltr.","Schlechtler, R","Brade, AC","1917","10",NA,"Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,"SP002282","SP002282",NA,NA,"7630",NA,"Morro das Pedras",NA,"Flores vermelhas","1922",NA,NA,NA,NA,"55628","auto",NA,NA,NA,"Isotype",NA,NA
