"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","occurrenceRemarks","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"184","2020-11-24 17:10:40-03","UTFPR","DVPR","4887","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","Estevan, DA","Santos, M,","s.n.","2016","03","28","Brasil","Paraná","Cruzeiro do Iguaçu","-53.127799987793","-25.6156005859375",NA,NA,NA,NA,"DVPR004887",NA,"2016",NA,NA,NA,"Árvore 4m, frutos, espinhos.","Magnoliophyta",NA,NA,NA,NA,"12520","auto",NA,NA,NA,NA,NA,NA
"185","2020-11-24 17:10:40-03","UTFPR","DVPR","983","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","Stolarski, OC; Klein, AW","Stolarski, OC; Klein, AW","s.n.","2011","03","26","Brasil","Paraná","Cruzeiro do Iguaçu","-53.127799987793","-25.6156005859375",NA,NA,NA,NA,"DVPR000983","DVPR000983","2011","05","07","Linha Canoas","Árvore de médio porte , 5-9 m, casca pardacenta e reticulada, frutos vagens deiscentes e achatadas.","Magnoliophyta",NA,NA,NA,NA,"12520","auto",NA,NA,NA,NA,NA,NA
"186","2020-11-24 17:10:40-03","UTFPR","DVPR","603","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","Roveda, R","Roveda, R","s.n.","2012","10",NA,"Brasil","Paraná","Dois Vizinhos","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"DVPR000603","DVPR000603","2012","10",NA,"Bairro da Torres","Árvore 5 m, flor branca, fruto verde (vagem), presença de acúleos quese sempre gêmeos.","Magnoliophyta",NA,NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA,NA
"187","2020-11-24 17:10:40-03","UTFPR","DVPR","1795","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","Duarte, E","Duarte, E","221","2014","09",NA,"Brasil","Paraná","Dois Vizinhos","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"DVPR001795","DVPR001795","2014","11","21","Centro Norte - Parque Lago da Paz","Árvore ca. 4 m, flores brancas.","Magnoliophyta",NA,NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA,NA
"188","2020-11-24 17:10:40-03","UTFPR","DVPR","2613","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","Estevan, DA","Andrade, CD; Damasio, D","s.n.","2015","04","12","Brasil","Paraná","Dois Vizinhos","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"DVPR002613",NA,"2015",NA,NA,"Encosta da PR-281, próx. à Concrevale","Árvore 4,5m, frutos.","Magnoliophyta",NA,NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA,NA
"189","2020-11-24 17:10:40-03","UTFPR","DVPR","4800","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","Estevan, DA","Weiss, EC; Antunes, R; Pilonetto, D","s.n.","2015","12","04","Brasil","Paraná","Dois Vizinhos","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"DVPR004800",NA,"2015",NA,NA,"R: Dedi Barrichello, Centro","Àrvore 7 m, flores.","Magnoliophyta",NA,NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA,NA
"190","2020-11-24 17:10:40-03","UTFPR","DVPR","5422","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","Souza, PB","Souza, PB; Barrison, M; Campos, PCL","s.n.","2017","10","06","Brasil","Paraná","Dois Vizinhos","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"DVPR005422",NA,"2017","10",NA,"Rua João Dalpasquale, centro Norte. pracinha que tem um quiosque , chamado de churrasco do guaúcho.","Árvore com aproximadamente 5 m de altura, flores brancas e frutos verdes.","Magnoliophyta",NA,NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA,NA
"191","2020-11-24 17:10:40-03","UTFPR","DVPR","4881","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","Rosa, JA jr.","Rosa, JA jr.","s.n.","2016","05","23","Brasil","Paraná","Dois Vizinhos","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"DVPR004881",NA,"2016",NA,NA,"Trilha Ecológica do câmpus UTFPR","Árvore 4m, frutos.","Magnoliophyta",NA,NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA,NA
"192","2020-11-24 17:10:40-03","UTFPR","DVPR","611","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","Rodrigues, AP","Grando, R","s.n.","2013","03","05","Brasil","Paraná","Dois Vizinhos","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"DVPR000611","DVPR000611","2013",NA,NA,"UTFPR","Árvore 6 - 7 m, com tronco de casca pardacenta reticulada, frutos vagens deiscentes e achatados.","Magnoliophyta",NA,NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA,NA
"193","2020-11-24 17:10:40-03","UTFPR","DVPR","449","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","Craveiro, AG","Dias, MC; Ronque, AW","44","2002","06","13","Brasil","Paraná","Ibiporã","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,"DVPR000449","DVPR000449","2002",NA,NA,"Fazenda Doralice","Árvore 7 m, frutos secos amarronzados.; Borda da mata, 200 m do rio Tibagi.","Magnoliophyta",NA,NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA,NA
"194","2020-11-24 17:10:40-03","UTFPR","DVPR","451","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","Dias, MC","Borges, E; et al.","s.n.","2003","03","15","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"DVPR000451","DVPR000451","2003",NA,NA,"Parque Arthur Thomas","Árvore 3,5 m, fruto imaturo verde.; Beira da mata.","Magnoliophyta",NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"195","2020-11-24 17:10:40-03","UTFPR","DVPR","4197","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","Caxambu, MG","Macieski, M","s.n.","2014","01","26","Brasil","Paraná","Mamborê","-52.5299987792969","-24.3194007873535",NA,NA,NA,NA,"DVPR004197",NA,"2014","04","03","Ponte do Rio Gavião.","árvoreta ca. 6 m, heliófita, ripária. flores alvas. Frutos imaturos verdes.; Relevo: suave-ondulado.","Magnoliophyta",NA,NA,NA,NA,"25284","auto",NA,NA,NA,NA,NA,NA
"196","2020-11-24 17:10:40-03","UTFPR","DVPR","4660","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","Cordeiro, J; Barboza, E","Silva, JM; Costa, EF","8074","2011","12","02","Brasil","Paraná","Mauá da Serra","-51.2294006347656","-23.9013996124268",NA,NA,NA,NA,"DVPR004660",NA,"2011",NA,NA,"Usina Hidrelétrica de Mauá.","árvore, 4m, flor alvacenta.; Vegetação: Floresta Estacional Semidecidual.","Magnoliophyta",NA,NA,NA,NA,"16036","auto",NA,NA,NA,NA,NA,NA
"197","2020-11-24 17:10:40-03","UTFPR","DVPR","4195","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","Caxambu, MG","Galli, IAS; et al.","s.n.","2014","02","16","Brasil","Paraná","Paraiso do Norte","-52.6021995544434","-23.2807998657227",NA,NA,NA,NA,"DVPR004195",NA,"2014","05","05","Parque Ecológico de Paraíso do Norte Vegetação ciliar do Rio Ivaí.","árvore ca. 4 m. Flores alvas.; Relevo: suave-ondulado - Vegetação: Floresta Estacional Semidecidual Aluvial. Solo argissolo","Magnoliophyta",NA,NA,NA,NA,"15549","auto",NA,NA,NA,NA,NA,NA
"198","2020-12-15 11:14:43-03","FUNED","FUNED-POL","4646","PreservedSpecimen","Plantae","Fabaceae-Cercideae","Bauhinia","cf. forficata","Bauhinia cf. forficata",NA,NA,"Bastos, E.M.A.F.",NA,"2010","12","14","Brasil","MG","Janaúba","-43.463056","-15.709167","43W 27' 47","15S 42' 33",NA,NA,"POL004646","POL004646_p01 POL004646_p03 POL004646_p05 POL004646_p07",NA,NA,NA,"Fazenda Coqueiros Mata Seca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-12-15 11:14:38-03","FUNED","FUNED-POL","1193","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata",NA,NA,NA,NA,"1990","03","14","Brasil","MG",NA,NA,NA,NA,NA,NA,NA,"POL001193",NA,NA,NA,NA,"PAMG/Funed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-12-15 11:14:38-03","FUNED","FUNED-POL","3350","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata",NA,NA,"Sandra Matoso",NA,NA,NA,NA,"Brasil","MG",NA,NA,NA,NA,NA,NA,NA,"POL003350","POL003350_p01 POL003350_p04 POL003350_p06 POL003350_p07 POL003350_p08",NA,NA,NA,"Mata do Paraiso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-12-15 11:14:38-03","FUNED","FUNED-POL","1192","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata",NA,NA,NA,NA,"1990","03","14","Brasil","MG",NA,NA,NA,NA,NA,NA,NA,"POL001192",NA,NA,NA,NA,"PAMG/Funed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2019-12-05 09:22:06-03","UNEMAT","TANG","4161","S","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link",NA,"Abdo, MSA; Santos, JL; Souza, ISS","630","2017","02","08","Brasil","Mato Grosso","Nova Olimpia","-57.652281","-14.737997","-57.652281","-14.737997","208","208","TANG000004161",NA,NA,NA,NA,"Assentamento Antônio Conselheiro, Agrovila 3, Sítio Terra firme nº 443.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2021-04-08 17:40:40-03","EAO","IAN","155622","PreservedSpecimen","Plantae","Leguminosae-Cercidoideae","Bauhinia","forficata","Bauhinia forficata","Link","Grimes, JW","Rosa, NA","2462","1978","06","30","Brasil","Maranhão","Vitória do Ararí",NA,NA,NA,NA,NA,NA,"IAN155622",NA,"1981",NA,NA,"Engenho. Campo temporariamente alagado. Cerrado.",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2021-04-08 17:40:40-03","EAO","IAN","71113","PreservedSpecimen","Plantae","Leguminosae-Cercidoideae","Bauhinia","forficata","Bauhinia forficata","Link","Vaz, AMSF","Ducke, A; Lima, A","75","1951","12","05","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IAN071113",NA,"2012","10",NA,"Pe. Estrada Aldeia.","Arbusto flores alvas.","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2021-04-08 17:40:40-03","EAO","IAN","94887","PreservedSpecimen","Plantae","Leguminosae-Cercidoideae","Bauhinia","forficata","Bauhinia forficata","Link",NA,"Guedes, TN","388","1957","06","14","Brasil","Ceará",NA,NA,NA,NA,NA,NA,NA,"IAN094887",NA,NA,NA,NA,"Serra Pacatí.",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2021-04-08 17:40:40-03","EAO","IAN","96974","PreservedSpecimen","Plantae","Leguminosae-Cercidoideae","Bauhinia","forficata","Bauhinia forficata","Link",NA,"Guedes, TN","477","1958","01","17","Brasil","Ceará",NA,NA,NA,NA,NA,NA,NA,"IAN096974",NA,NA,NA,NA,"Serra do Bezouro. Síto Serrinha.",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2021-04-08 17:40:40-03","EAO","IAN","148694","PreservedSpecimen","Plantae","Leguminosae-Cercidoideae","Bauhinia","forficata","Bauhinia forficata platypetala","(Burch. ex Benth.) Wunderlin","Wunderlin, RP","Irwin, HS; Maxwell, HS","21059","1968","03","12","Brasil","Goiás","Araguaiana",NA,NA,NA,NA,"300","300","IAN148694",NA,"1973",NA,NA,"Cut-over forest, ca. 2Km S Araguaiana.",NA,"Dicotiledônea",NA,"Southern America",NA,"platypetala",NA,NA,NA,NA,NA,NA,NA,NA
"208","2021-04-08 17:40:40-03","EAO","IAN","119421","PreservedSpecimen","Plantae","Leguminosae-Cercidoideae","Bauhinia","forficata","Bauhinia forficata","Link","Grimes, JW","Belém, RP; Magalhães, MG","928","1965","04","25","Brasil","Bahia","Ubaitaba","-39.323299407959","-14.3125",NA,NA,NA,NA,"IAN119421",NA,"1981",NA,NA,"Rodovia Ubaitaba-Lages, 3Km S de Ubaitaba.",NA,"Dicotiledônea",NA,"Southern America",NA,NA,"27575","auto",NA,NA,NA,NA,NA,NA
"209","2021-04-08 17:40:40-03","EAO","IAN","110238","PreservedSpecimen","Plantae","Leguminosae-Cercidoideae","Bauhinia","forficata","Bauhinia forficata","Link","Aguiar, J","Lage, CA","105201","1938","01","24","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"IAN110238",NA,NA,NA,NA,"Horto Pl. 103.",NA,"Dicotiledônea",NA,"Southern America",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"210","2021-04-08 17:40:40-03","EAO","IAN","14332","PreservedSpecimen","Plantae","Leguminosae-Cercidoideae","Bauhinia","forficata","Bauhinia forficata","Link",NA,"Magalhães, MG","s.n.","1936","05","29","Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"IAN014332","IAN014332 IAN014332_e IAN014332_e1",NA,NA,NA,"Capoeira. Serra do Taquaril.",NA,"Dicotiledônea",NA,"Southern America",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA
"211","2021-04-08 17:40:40-03","EAO","IAN","82038","PreservedSpecimen","Plantae","Leguminosae-Cercidoideae","Bauhinia","forficata","Bauhinia forficata","Link","Malme, GOA","Mexia, Y","4156","1929","12","24","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"680","680","IAN082038",NA,NA,NA,NA,"Agricultural college grounds. Road to São Miguel, Km 2½. Capoeira.",NA,"Dicotiledônea",NA,"Southern America",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"212","2021-04-08 17:40:40-03","EAO","IAN","82133","PreservedSpecimen","Plantae","Leguminosae-Cercidoideae","Bauhinia","forficata","Bauhinia forficata","Link","Vaz, AMSF","Mexia, Y","4502","1930","03","22","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"IAN082133",NA,"2012","10",NA,"Agricultural College lands. Road to São Miguel near km 3; draw in cut-over woods Alt. 680 m.","Tree 7m. high with green fruit. Common.","Dicotiledônea",NA,"Southern America",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"213","2021-04-08 17:40:40-03","EAO","IAN","82095","PreservedSpecimen","Plantae","Leguminosae-Cercidoideae","Bauhinia","forficata","Bauhinia forficata","Link","Malme, GOA","Mexia, Y","4355","1930","02","16","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"800","800","IAN082095",NA,NA,NA,NA,"Road to São Miguel, about Km 8, in small draw to north.",NA,"Dicotiledônea",NA,"Southern America",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"214","2021-04-08 17:40:40-03","EAO","IAN","82055","PreservedSpecimen","Plantae","Leguminosae-Cercidoideae","Bauhinia","forficata","Bauhinia forficata","Link","Malme, GOA","Mexia, Y","4206","1930","01","03","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"650","650","IAN082055",NA,NA,NA,NA,"Road to São Miguel, near Km 9. In valley near a draw.Vargen.",NA,"Dicotiledônea",NA,"Southern America",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"215","2021-04-08 17:40:40-03","EAO","IAN","183846","PreservedSpecimen","Plantae","Leguminosae-Cercidoideae","Bauhinia","forficata","Bauhinia forficata","Link","Nascimento, MP do","Nery, ECS","1","2008","09","13","Brasil","Pará","Abaetetuba","-48.8824996948242","-1.71806001663208",NA,NA,NA,NA,"IAN183846",NA,NA,NA,NA,"Ramal do Merutinga, no quintal do Sr. Domingos ( Centro Rural-Estrada)","Planta árborea de porte médio com flores simples, composta poe 2 foliolos unidos pela base, apresentando um aspecto de pata de vaca; com tronco de cor clara, de 3m de altura encontarda em solo de terra firme.&nf;Uso Medicinal: o chá de","Dicotiledônea",NA,"Southern America",NA,NA,"40029","auto",NA,NA,NA,NA,NA,NA
"216","2021-04-08 17:40:40-03","EAO","IAN","200366","PreservedSpecimen","Plantae","Leguminosae-Cercidoideae","Bauhinia","forficata","Bauhinia forficata","Link",NA,"Maciel, J","8","2019","08","13","Brasil","Pará","Castanhal","-47.926399230957","-1.29388999938965",NA,NA,NA,NA,"IAN200366",NA,NA,NA,NA,"UEPA, Campus Castanhal.","Flor grande branca.","Dicotiledônea",NA,"Southern America",NA,NA,"35355","auto",NA,NA,NA,NA,NA,NA
"217","2021-04-08 17:40:40-03","EAO","IAN","85650","PreservedSpecimen","Plantae","Leguminosae-Cercidoideae","Bauhinia","forficata","Bauhinia forficata grandifolia","Link",NA,"Ilegível","119","1950","05","02","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"IAN085650",NA,NA,NA,NA,NA,NA,"Dicotiledônea",NA,"Southern America",NA,"grandifolia","23900","auto",NA,NA,NA,NA,NA,NA
"218","2021-04-08 17:40:40-03","EAO","IAN","37274","PreservedSpecimen","Plantae","Leguminosae-Cercidoideae","Bauhinia","forficata","Bauhinia forficata","Link","Santoro, J","Campos, AR de","8161","1946","11","21","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"IAN037274","IAN037274 IAN037274_e",NA,NA,NA,"Fazenda Mato Dentro.",NA,"Dicotiledônea",NA,"Southern America",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"219","2021-04-08 17:40:40-03","EAO","IAN","55209","PreservedSpecimen","Plantae","Leguminosae-Cercidoideae","Bauhinia","forficata","Bauhinia forficata","Link",NA,"Santoro, J; Krug, HP","2965","1938","11","20","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"IAN055209",NA,NA,NA,NA,"Fazenda Sete Quedas.",NA,"Dicotiledônea",NA,"Southern America",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"220","2013-07-03 10:51:32-03","EBDA","BAH","3315","S","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link.","Scardino, Noblick, Paranhos, Guedes, C. Queiroz, Paganucci, Nascimento, N. Suely, Quaglia.","Go. Pedra do Cavalo","433","1980","07",NA,"Brasil","Bahia","Cachoeira","-38.9558","-12.6183",NA,NA,NA,NA,NA,NA,"1980","08",NA,"Mata a L - Ne da B; Bananeiras - Cachoeira - BA.","Árvore com cerca de 5,0 de altura; caule espinhoso e folhas grandes e alternas; frutos bem desenvolvidos.",NA,NA,NA,NA,NA,"26884","auto",NA,NA,NA,NA,NA,NA
"221","2020-01-20 14:40:27-03","UPM","MACK","280","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link",NA,"M. M. Queiroga","1","2008","03","10","Brasil","SP","Osasco","-46.7900009155273","-23.5300006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bela Vista",NA,NA,NA,NA,NA,NA,"8709","auto",NA,NA,NA,NA,NA,NA
"222","2020-01-20 14:40:27-03","UPM","MACK","1324","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","A. Korte","A. Korte","3739","2010","06","10","Brasil","SC","Itaiópolis","-49.9063987731934","-26.3363990783691","S","W",NA,NA,NA,NA,"2010","08","25","Rio do Bispo, floresta ombrófila densa, interior do fragmento.",NA,NA,NA,NA,NA,NA,"51919","auto",NA,NA,NA,NA,NA,NA
"223","2020-01-20 14:40:27-03","UPM","MACK","279","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","L. M. P. Ribeiro","C. C. S. Azevedo","1","2007","10","01","Brasil","SP","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2007","10","19","Cruzeiro, casa residencial",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"224","2020-01-20 14:40:27-03","UPM","MACK","1245","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata subsp. pruinosa","Bauhinia forficata subsp. pruinosa","(Vogel) Fortunato & Wunderlin","R. L. C. Bortoluzzi","O. C. Pavão",NA,"1999","04","13","Brasil","PR","Rolândia","-51.3692016601562","-23.309700012207",NA,NA,NA,NA,NA,NA,"2009","07","20","Fazenda Bela Vista",NA,NA,NA,NA,NA,NA,"19311","auto",NA,NA,NA,NA,NA,NA
"225","2019-12-04 15:25:09-03","PUCPR","HUCP","15654","S","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Linck.","Selusniaki, M","Selusniaki, M","037","2004","04","28","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00009214","HUCP00009214",NA,NA,NA,"Fazendinha",NA,"Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"226","2019-12-04 15:25:09-03","PUCPR","HUCP","7505","S","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Linck.","Jaszczerski, JC","Calliari, S","008","1994","05","16","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00009161","HUCP00009161",NA,NA,NA,"Jardim Social",NA,"Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"227","2019-12-04 15:25:09-03","PUCPR","HUCP","588","S","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Linck.","Linck","Warcheski, J","011",NA,NA,NA,"Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00009215","HUCP00009215","1986","10","15","Passeio Público",NA,"Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"228","2019-12-04 15:25:09-03","PUCPR","HUCP","7741","S","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Linck.","Jaszczerski, JC","Krenczynoki, MC","004","1995","04","10","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00009213","HUCP00009213",NA,NA,NA,"Tarumã, DER.",NA,"Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"229","2019-12-04 15:25:09-03","PUCPR","HUCP","24639","S","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Linck.",NA,"Lopes, R","s.n.","2014","08","15","Brasil","Paraná","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Itararé",NA,"Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2019-12-04 15:25:09-03","PUCPR","HUCP","1602","S","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Linck.","Yorinori, NA","Yorinori, NA","016",NA,NA,NA,"Brasil","Paraná","Apucarana","-51.4608001708984","-23.5508003234863",NA,NA,NA,NA,"HUCP00009191","HUCP00009191","1988","09","18",NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"23979","auto",NA,NA,NA,NA,NA,NA
"231","2019-12-04 15:25:09-03","PUCPR","HUCP","12242","S","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Linck.","Jaszczerski, JC; Baratieri, AC","Oliveira, VC","048","1999","06","06","Brasil","Paraná","Apucarana","-51.4608001708984","-23.5508003234863",NA,NA,NA,NA,"HUCP00009288","HUCP00009288",NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"23979","auto",NA,NA,NA,NA,NA,NA
"232","2019-12-04 15:25:09-03","PUCPR","HUCP","23322","S","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Linck.","Brotto, M","Lima, CB","s.n.","2014","01","17","Brasil","Paraná","Bandeirantes","-50.3675003051758","-23.1100006103516",NA,NA,NA,NA,"HUCP00011276","HUCP00011276",NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"19645","auto",NA,NA,NA,NA,NA,NA
"233","2019-12-04 15:25:09-03","PUCPR","HUCP","9766","S","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Linck.","Machado, FG","Silva, CRS","006","1995","04","12","Brasil","Paraná","Cornélio Procópio","-50.6467018127441","-23.1811008453369",NA,NA,NA,NA,"HUCP00009077","HUCP00009077",NA,NA,NA,"Centro",NA,"Eudicotiledonea",NA,NA,NA,NA,"23842","auto",NA,NA,NA,NA,NA,NA
"234","2019-12-04 15:25:09-03","PUCPR","HUCP","8937","S","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Linck.","Selusniaki, M","Icléia.","008","1982","07","15","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00009319","HUCP00009319","2008",NA,NA,"Bacacheri",NA,"Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"235","2019-12-04 15:25:09-03","PUCPR","HUCP","1802","S","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Linck.","Acra, LA","Gueno, LM","006",NA,NA,NA,"Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00009354","HUCP00009354","1988","09","09","Boa Vista",NA,"Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"236","2019-12-04 15:25:09-03","PUCPR","HUCP","6486","S","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Linck.",NA,"Rocha, APJ","001","1990","10","23","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00009328","HUCP00009328",NA,NA,NA,"Boa Vista",NA,"Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"237","2019-12-04 15:25:09-03","PUCPR","HUCP","22169","S","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Linck.","Acra, LA","Cardoso, FJ","s.n.","2012","04","22","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00011338","HUCP00011338",NA,NA,NA,"Cajuru",NA,"Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
