"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","typeStatus","individualCount","class","relatedCatalogItem"
"50","2020-12-21 16:16:21-03","MBM","MBM","191349","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Mattos, A.","s.n.","1951","12",NA,"Southern America","Brazil","Paraná","Monte Alegre, Harmonia",NA,NA,"MBM191349","MBM191349","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"Barroso, G.M.",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:16:21-03","MBM","MBM","129938","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Ribas, O.S.; Hatschbach, G.; Hatschbach, G.","66","1998","03","01","Southern America","Brazil","Paraná","Rod. BR-277, descida para o Rio Capivara",NA,NA,"MBM129938","MBM129938","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"Hatschbach, G.",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:16:21-03","MBM","MBM","68218","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Hatschbach, G.","43534","1981","01","15","Southern America","Brazil","Paraná","Rod. BR-277, próximo do Rio Capivaras",NA,NA,"MBM068218","MBM068218","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"Robinson, H.",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:16:21-03","MBM","MBM","29672","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Vidal, J.","398","1951","01","24","Southern America","Brazil","Paraná","Boqueirão, entre Ponta Grossa e Castro",NA,NA,"MBM029672","MBM029672","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"Barroso, G.M.",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:16:21-03","MBM","MBM","191348","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Dombrowski, L.T.","7078","1977","02","16","Southern America","Brazil","Paraná","Furnas",NA,NA,"MBM191348","MBM191348","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"Dombrowski, L.T.",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:16:21-03","MBM","MBM","128655","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Hatschbach, G.; Manosso, A.; Manosso, A.","52680","1989","01","27","Southern America","Brazil","Paraná","Rod. PR-11, km 252",NA,NA,"MBM128655","MBM128655","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,"Robinson, H.",NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:16:21-03","MBM","MBM","424247","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Ariati, V.; Roher, D.; Bittencourt, L.S.; Roher, D.; Bittencourt, L.S.","1785","2019","08","15","Southern America","Brazil","Paraná","UHE Tibagi Montante",NA,"Arbusto, 1m, flor roxa.; Vestígios de Cerrado às margens do Rio Tibagi.","MBM424247",NA,"Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"Jesus, J.M.A.",NA,NA,"56988","auto","2019","10","02",NA,NA,NA,NA,NA
"57","2020-12-21 16:16:21-03","MBM","MBM","205623","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","1786","1997","02","12","Southern America","Brazil","São Paulo","Rod. SP-258, entre Itararé e Itaberá",NA,NA,"MBM205623","MBM205623","Itaberá","-49.1300010681152","-23.8600006103516",NA,NA,"Robinson, H.",NA,NA,"29370","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2015-09-04 05:39:04-03","MNHN","RECOLNAT_MNHN_P","P02667549","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vernonia","argentea","Vernonia argentea","Less.","Riedel",NA,"1826","2","1",NA,"Brasil",NA,"Itapitininga.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02667549' target='other'> <mi>dwc_moreinfo</mi></a>","P02667549","P02667549_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"201",NA,NA,NA,NA
"59","2015-09-04 05:39:04-03","MNHN","RECOLNAT_MNHN_P","P02667550","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vernonia","argentea","Vernonia argentea","Less.","Riedel",NA,NA,NA,NA,NA,"Brasil",NA,"Brésil.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02667550' target='other'> <mi>dwc_moreinfo</mi></a>","P02667550","P02667550_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2015-09-04 05:39:04-03","MNHN","RECOLNAT_MNHN_P","P02667551","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vernonia","argentea","Vernonia argentea","Less.","Smith, L.B.|Hatschbach, G.|Klein, R.M.",NA,"1965","1","19",NA,"Brasil","Paraná","Cerrado, by the road to Jaguariaiva.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02667551' target='other'> <mi>dwc_moreinfo</mi></a>","P02667551","P02667551_01","Sengés","-49.46667","-24.13333","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14863",NA,NA,NA,NA
"61","2015-09-04 05:39:04-03","MNHN","RECOLNAT_MNHN_P","P02667548","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vernonia","argentea","Vernonia argentea","Less.","Sellow, F.",NA,NA,NA,NA,NA,"Brésil",NA,"Brasilia","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02667548' target='other'> <mi>dwc_moreinfo</mi></a>","P02667548","P02667548_01 P02667548_02",NA,NA,NA,NA,NA,"Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,"syntype",NA,NA,NA
"62","2021-02-11 17:18:05-03","UFPR","UPCB","60893","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Robinson","Kozera, C.","2956","2006","01","31",NA,"Brasil","Paraná","Ponte dos Arcos.",NA,"Subarbustiva com flores roxas, campo seco..",NA,NA,"Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,"Hatschbach, G.",NA,NA,"27346","auto","2006","01","01",NA,NA,NA,NA,NA
"63","2008-05-27 22:02:00-03","MO","MOBOT","1264988","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Elsa M. Zardini|M. Vera","Zardini 47909","1998","1","14","South America","Paraguay","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moises Bertoni. Cerrado scrub.",NA,NA,NA,NA,NA,"-55.27916","-24.18777",NA,NA,"Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,"1127",NA,"4",NA,NA
"64","2008-05-27 22:02:00-03","MO","MOBOT","1264998","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Elsa M. Zardini|M. Vera","Zardini 47917","1998","1","14","South America","Paraguay","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moises Bertoni. Cerrado scrub.",NA,NA,NA,NA,NA,"-55.27916","-24.18777",NA,NA,"Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,"1127",NA,"4",NA,NA
"65","2010-04-13 13:54:00-03","MO","MOBOT","2490967","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Massimiliano Dematteis|Aurelio Schinini","Dematteis 858","1997","12","6","South America","Paraguay","Amambay","En cerrado, suelo colorado. Chirihuelo.",NA,NA,NA,NA,NA,NA,NA,"550.00000000",NA,"M. Dematteis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2011-10-20 14:23:00-02","MO","MOBOT","3351967","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Samuel B. Jones","Jones 22709","1976","2","18","South America","Brazil","Paraná","High undisturbed grassland at km marker 58 along hwy 35 from Curitiba to Ponta Grossa. Several Vernonia species and hybrids were biologically sympatric.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2009-07-17 17:34:00-03","MO","MOBOT","3352114","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Per Dusén","Dusén 16343","1915",NA,NA,"South America","Brazil","Paraná","Jaguariahyra in campo.",NA,NA,NA,NA,NA,NA,NA,"740.00000000",NA,"Samuel B. Jones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2008-05-27 22:02:00-03","MO","MOBOT","3352273","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Lima","Lima 78058",NA,NA,NA,"South America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Samuel B. Jones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2008-05-27 22:02:00-03","MO","MOBOT","3352436","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Gert G. Hatschbach","Hatschbach 52680","1989",NA,NA,"South America","Brazil","Paraná","Rod. PR-11, km 252 ( mun. Senges). Campo limpo.",NA,NA,NA,NA,NA,NA,NA,"1000.00000000",NA,"H. E. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2009-08-24 12:06:00-03","MO","MOBOT","3353971","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Itaipú Binacional","Itaipú Binacional 151","1979",NA,NA,"South America","Paraguay","Alto Paraná","Rva. Tatí Yupí. Sabana - campo alto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2014-11-26 21:58:00-02","MO","MOBOT","3354044","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","O.S. Ribas|Gert G. Hatschbach","Ribas 66","1989",NA,NA,"South America","Brazil","Paraná","Descida para Rio Capivara (mun. Palmeira). Campo limpo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","3354350","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","R. Kummrow","Kummrow 2565","1985",NA,NA,"South America","Brazil","Paraná","Arroio da Olaria (mun. Ponta Grossa).",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2013-01-13 21:15:00-02","MO","MOBOT","3354418","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","John G. Stutts","Stutts 1202","1982","2","16","South America","Brazil",NA,"Mun. do Jaguariaiva. Estrada de Arapoti. Vegetation campo/campo humilis (dry & wet). Cow pasture. Sandy soil. Corollas purple. Numerous.",NA,NA,NA,NA,NA,NA,NA,"950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2016-11-15 05:15:00-02","MO","MOBOT","2452705","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","argentea","Vernonia argentea","Less.","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 40780","1987","1","12","South America","Brazil","Paraná","Vila Velha, alrededores del camping",NA,NA,NA,NA,NA,"-50.16","-25.09",NA,NA,"Cabrera, A. L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"75","2009-07-09 17:05:00-03","MO","MOBOT","2452722","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","argentea","Vernonia argentea","Less.","Gert G. Hatschbach","Hatschbach 2992","1953","2","22","South America","Brazil","Paraná","Tibagi. Fda. Monte Alegre; Harmonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barroso, G. M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-07-25 14:03:00-03","MO","MOBOT","2490942","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","argentea","Vernonia argentea","Less.","Émile Hassler","Hassler 10390","1907","4",NA,"South America","Paraguay","Amambay","Sierra de Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cabrera, A. L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"77","2010-04-13 13:54:00-03","MO","MOBOT","2490954","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","argentea","Vernonia argentea","Less.","Massimiliano Dematteis|Aurelio Schinini","Dematteis 849","1998","12","5","South America","Paraguay","Amambay","25 Km E de Igatimí",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dematteis, M., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2015-10-22 10:02:35-02","UNIOESTE","UNOP","7886","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Silva, J.M.; Poliquesi, C.B.; Maranho, L.T.; Ristow, R.; Poliquesi, C.B.; Maranho, L.T.; Ristow, R.","8219","2012","03","19",NA,"Brasil","Paraná","Parque Estadual de Vila Velha",NA,"Herbácea, capítulos vinosos. Campo recém queimado.",NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"Barboza, E.",NA,NA,"46557","auto","2012","04",NA,NA,NA,NA,NA,NA
"79","2021-01-26 14:12:24-03","CPACT","ECT","6455","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","J.M.Silva; C.B.Poliquesi, L.T.Maranho, R.Ristow","8219","2012","03","19",NA,"Brasil","Paraná","Parque Estadual de Vila Velha. Coordenadas geográficas obtidas secundariamente, a partir dos dados de localidade.",NA,NA,"ECT0006455",NA,"Ponta Grossa","-50.021111","-25.246389","801","801","E.Barboza","50º1'16''W","25º14'47''S",NA,NA,"2012","04","01",NA,NA,NA,NA,NA
"80","2020-09-12 05:00:02-03","US","US","3473168","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","G. Hatschbach & R. Calejas","47315","1983","12","16","South America - Neotropics","Brazil","Mato Grosso","Iguatemi, 5 km O, Mato Grosso do Sul",NA,NA,"US01630272","US01630272_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"81","2020-09-12 05:00:02-03","US","US","3409415","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","E. M. Zardini & M. Vera","47909","1998","1","14","South America","Paraguay",NA,"Canendiyu, Mbaracayu Natural Reserve",NA,NA,"US01630270","US01630270_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"82","2020-09-12 05:00:02-03","US","US","2565239","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","L. Smith, R. M. Klein & G. Hatschbach","14863","1965","1","19","South America","Brazil","Paraná","Mun. Senges, Cerrado (scattered scrub), by the road to Jaguariaiva",NA,NA,"US01630274","US01630274_01",NA,"-49.47","-24.13","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"83","2020-09-12 05:00:02-03","US","US","2027553","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","J. J. Lima","56838","1948","3","25","South America - Neotropics","Brazil","São Paulo","Itapetininga, Est. Sao Paulo",NA,NA,"US01630277","US01630277_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"84","2020-09-12 05:00:02-03","US","US","2962277","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","G. Hatschbach","43534","1981","1","15","South America","Brazil","Paraná","Rod. BR-277, prox. Rio Capiyaras (mun. Palmeira) Parana",NA,NA,"US01630276","US01630276_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"85","2020-09-12 05:00:02-03","US","US","3353694","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","O. S. Ribas & L. B. Pereira","1786","1997","2","12","South America - Neotropics","Brazil","São Paulo","Rod. SP-258, entre Itarare e Itabera (Mun. Itabera) Sao Paulo",NA,NA,"US01630269","US01630269_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"86","2020-09-12 05:00:02-03","US","US","3497400","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","J. G. Stutts","1202","1982","2","16","South America","Brazil","Paraná","Estado Parana, Brasil, Mun. do Jaguariaiva, Estrada de Arapoti",NA,NA,"US01630271","US01630271_01",NA,NA,NA,"950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"87","2020-09-12 05:00:02-03","US","US","3409414","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","E. M. Zardini & M. Vera","47917","1998","1","14","South America","Paraguay",NA,"Canendiyu, Mbaracayu Natural Reserve",NA,NA,"US01630273","US01630273_01",NA,"-55.2792","-24.1878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"88","2020-09-12 05:00:02-03","US","US","1280315","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","P. K. Dusén","7751","1909","2","9","South America","Brazil","Paraná","Brasilienses, Parana, Capao Grande",NA,NA,"US01630278","US01630278_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"89","2020-09-12 05:00:02-03","US","US","3128516","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","G. Hatschbach & A. Manosso","52680","1989","1","27","South America","Brazil","Paraná","Rod. PR-11, km 252 (mun. Senges) Parana",NA,NA,"US01630275","US01630275_01",NA,NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"90","2020-09-12 05:00:02-03","US","US","1666995","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","L. Riedel","201/1160","1826","2",NA,"South America","Brazil",NA,"Brasilia, pr. Itapetininga [interpreted]",NA,NA,"US01630279","US01630279_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"91","2019-12-09 17:29:25-03","UFPR","EFC","12272","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Caxambu, M.G.; et al.","3770","2012","02","03",NA,"Brasil","Paraná","Arredores da Ponte dos Arcos",NA,"Erva ereta, heliófita, ca. 0,60m. Capítulos roxos. Relevo: ondulado - 25 33 12,3 S - 49 48 15,4 W - Altitude: 879m HCF 10317","EFC012272",NA,"Balsa Nova","-49.8071","-25.5527","830","830","Cordeiro, J.; Bohrer, P.","-49.8071","-25.5527",NA,NA,"2013","01","01",NA,NA,NA,NA,NA
"92","2014-04-04 18:26:35-03","PNFM","IRAI","5708","S","Plantae","Magnoliophyta",NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Silva, J.M.","8219","2012","03","19",NA,"Brasil","Paraná","Parque Estadual de Vila Velha",NA,"Herbácea, capítulos vinosos. Campo recém queimado","IRAI00005708",NA,"Ponta Grossa","-49.995472","-25.240389","950","950","Barbosa, E.","-49.995472","-25.240389",NA,NA,"2012","04",NA,NA,NA,NA,NA,NA
"93","2021-03-25 13:51:37-03","UNIVILLE","JOI","7246","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","J.M. Silva","3958","2004","01","27",NA,"Brasil","Paraná","Rod. BR-277, Rio do Salto.",NA,"Xilopodífera; HABITAT: campo limpo, seco; HABITO: ereta","JOI007246","JOI007246","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"M. Dematteis",NA,NA,"35166","auto","2004","01","01",NA,NA,NA,NA,NA
"94","2019-09-04 18:51:50-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Vernonia","argentea","Vernonia argentea",NA,"F. Sellow","5461",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,"Dicotyledoneae",NA
"95","2019-01-25 15:38:49-02","IAC","IAC","20408","S","Plantae",NA,NA,"Asteraceae","Vernonia","argentea","Vernonia argentea","Less.","H.F. Leitão Filho","764","1969","01","30",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Itapetininga","-48.0531","-23.5917",NA,NA,"H.F. Leitão Filho","-48.0531","-23.5917",NA,NA,"1969","02","24",NA,NA,NA,NA,NA
"96","2019-01-25 15:38:49-02","IAC","IAC","20409","S","Plantae",NA,NA,"Asteraceae","Vernonia","argentea","Vernonia argentea","Less.","H.F. Leitão Filho","765","1969","02","10",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Itu","-47.2992","-23.2642",NA,NA,"H.F. Leitão Filho","-47.2992","-23.2642",NA,NA,"1969","02","24",NA,NA,NA,NA,NA
"97","2019-01-25 15:38:49-02","IAC","IAC","20419","S","Plantae",NA,NA,"Asteraceae","Vernonia","argentea","Vernonia argentea","Less.","H.F. Leitão Filho","750","1969","02","06",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Itapetininga","-48.0531","-23.5917",NA,NA,"H.F. Leitão Filho","-48.0531","-23.5917",NA,NA,"1969","02","12",NA,NA,NA,NA,NA
"98","2019-01-25 15:38:49-02","IAC","IAC","20627","S","Plantae",NA,NA,"Asteraceae","Vernonia","argentea","Vernonia argentea","Less.","H.F. Leitão Filho","788","1969","03","27",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Capão Bonito","-48.3494","-24.0058",NA,NA,"H.F. Leitão Filho","-48.3494","-24.0058",NA,NA,"1969","04","08",NA,NA,NA,NA,NA
"99","2020-07-23 11:59:10-03","CEPLAC","CEPEC","51137","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus",NA,"A. Gentry","49881","1985","01","26",NA,"Brasil","Paraná","Km 107 da BR-376, banhado.",NA,NA,NA,NA,"ponta grossa","-50.2","-25.083333",NA,NA,"SpeciesLink/lacunas","50W12'","25S5'",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2007"
"100","2019-07-02 15:55:02-03","UEM","HUEM","30017","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","C.H.Voltolini","70","2016","01","24",NA,"Brasil","Paraná","Parque Estadual de Vila Velha,, em frente aos quiosques e churrasqueiras",NA,"Herbácea; flor de coloração roxa.","HUEM000011173","HUEM000011173","Ponta Grossa","-50.018369","-25.24585",NA,NA,"Danilo Marques","-50.018369","-25.24585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-11-12 16:58:23-03","UEL","FUEL","51741","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Silva, JM; Poliquesi, CB; Maranho, LT; Ristow, R","8219","2012","03","19",NA,"Brasil","Paraná","Parque Estadual de Vila Velha, campo recém queimado",NA,NA,"FUEL017173",NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"46557","auto","2012","04",NA,NA,NA,NA,NA,NA
"102","2019-11-01 14:54:03-03","UnB","UB","124401","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Ribas, OS","66","1989","03","01","Southern America","Brasil","Paraná ","Rodovia BR-277, descida para o Rio Capivara",NA,"Capítulos lilás.; Xilopodífera; Campo limpo, seco",NA,NA,"Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-11-01 14:54:03-03","UnB","UB","124400","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Jones, SB","22709","1976","02","18","Southern America","Brasil","Paraná","High undisturbed grassland at km marker 58 along highway 35 from Curitiba to Ponta Grossa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
