"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","class","verbatimLongitude","verbatimLatitude","monthIdentified","typeStatus","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","infraspecificEpithet","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","396013","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer","H. O. Sleumer","C. Poland","6672","1951","01","02","South America","Brazil","Rio de Janeiro","Cabo Frio",NA,"-42.0183","-22.8794",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=410728' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396013","NY00396013_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","396002","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer","W. W. Thomas","W. W. Thomas","8560","1991","07","01","South America","Brazil","Bahia","Uruçuca","7.3 km N of Serra Grande on road to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Southern Bahian moist forest","-39.0617","-14.4231",NA,NA,"sheet","Tree # 1992 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=410694' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396002","NY00396002_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","395994","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer","J. A. Kallunki","W. W. Thomas","10679","1994","09","28","South America","Brazil","Bahia","Ilhéus","2.0 km. NNE of Banco da Vitoria on road leading to W edge of Mata da Esperança.","-39.0911","-14.7772",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=410717' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395994","NY00395994_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","396019","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer","H. O. Sleumer","W. Hoehne","5913","1964","12","19","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara. Barra da Tijuca","-43.369099","-22.995332",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=410697' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396019","NY00396019_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","396008","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer","J. A. Kallunki","J. R. Pirani","3373","1994","12","04","South America","Brazil","Espírito Santo","Nova Venécia","Rodovia ES-137, a 1 km N do Córrego Boa Esperança. Mata Pluvial Tropical no sopé da Pedra do Elefante (enormes afloramientos graníticos)","-40.4006","-18.7108",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=410714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396008","NY00396008_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-29 12:35:00-03","NY","NYBG","396006","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Heisteria","perianthomega","Heisteria perianthomega",NA,"M. C. de Assis","M. C. de Assis",NA,"1987","11","04","South America","Brazil","Minas Gerais","Grão Mogol","Bacia do Corrego da Morte","-42.9083333","-16.57","900","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=410698' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396006","NY00396006_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","396014","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer","H. O. Sleumer","B. D. Sucre","6155","1969","10","30","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara. Mata da restinga situada do lado Sul da Piedra de Itauna","-43.421486","-23.003937",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=410723' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396014","NY00396014_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1015498","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer",NA,"G. Martinelli","8821","1980","11","05","South America","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica das Antas. Mata de alagado, próximo represa Juturnaíba.","-42.3917","-22.6508",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106573' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015498","NY01015498_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","396015","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer","H. O. Sleumer","J. Spada","95","1972","11","25","South America","Brazil","Espírito Santo","Linhares","Reserva Florestal de Linhares CVRD. Próximo Estrada 221 Talhao 201","-40.0719","-19.3911",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=410724' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396015","NY00396015_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","396003","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer","J. A. Kallunki","W. W. Thomas","6856","1991","07","01","South America","Brazil","Bahia","Uruçuca","7.3 km N of Serra Grande on road to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Southern Bahian moist forest","-39.0617","-14.4231",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=410705' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396003","NY00396003_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","396016","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer","H. O. Sleumer","J. Spada","101","1972","11","28","South America","Brazil","Espírito Santo","Linhares","Reserva Florestal de Linhares CVRD. Próximo Estrada 161A6. Talhao 605","-40.0719","-19.3911",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=410725' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396016","NY00396016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-29 23:39:00-03","NY","NYBG","1016383","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Heisteria","perianthomega","Heisteria perianthomega",NA,NA,"A. A. Ribeiro-Filho","93","2000","09","05","South America","Brazil","Bahia","Lençóis","Rio Mandassaia, Barro Branco, Parque Nacional da Chapada Diamantina.","-41.3417","-12.3417",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1155251' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016383","NY01016383_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","396001","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer","J. A. Kallunki","W. W. Thomas","6844","1991","07","01","South America","Brazil","Bahia","Uruçuca","7.3 km N of Serra Grande on road to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Southern Bahian moist forest","-39.0617","-14.4231",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=410716' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396001","NY00396001_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","395997","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer","J. A. Kallunki","A. M. Amorim","1582","1993","11","28","South America","Brazil","Bahia","Una","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Regiao da Mata Higrófila Sul Baiana","-39.08","-15.15",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=410703' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395997","NY00395997_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01023611","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer","H. O. Sleumer","E. Pereira","4402","1958","10","15","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Estado da Guanabara, Restinga de Jacarepaguá.","-43.397161","-23.010952",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1196964' target='other'> <mi>dwc_moreinfo</mi></a>","NY01023611","NY01023611_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02674875","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer","D. Piotto","D. Piotto","3301","2010","06","10","South America","Brazil","Bahia","Uruçuca","Parque Est. Serra do Conduru","-39.08","-14.42","120","300","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3671527' target='other'> <mi>dwc_moreinfo</mi></a>","NY02674875","NY02674875_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","396005","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer","J. A. Kallunki","E. M. N. Ferraz","550","1998","12","16","South America","Brazil","Pernambuco",NA,"Sao Vicente Férrer. Mata do Estado","-35.5","-7.58","600","600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=410715' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396005","NY00396005_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","687191","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer","E. H. A. Rodrigues","W. Hoehne","5913","1964","12","19","South America","Brazil","Rio de Janeiro",NA,"Barra da Tijuca","-43.369099","-22.995332",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859422' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687191","NY00687191_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","396007","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer","J. A. Kallunki","J. R. Pirani","3495","1994","12","08","South America","Brazil","Espírito Santo","Piúma","Ca. 3 km S do Morro do Aghá, na rodovia ES-060","-40.77","-20.87",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=410713' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396007","NY00396007_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","396000","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer","J. A. Kallunki","A. M. V. de Carvalho","4307","1993","07","27","South America","Brazil","Bahia","Una","Reserva Biológica do Mico-leão (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Região da Mata Higrófila Sul Baiana. Picada da Bandeira.","-39.08","-15.15",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=410704' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396000","NY00396000_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","395999","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer","J. A. Kallunki","A. M. Amorim","1404","1993","11","09","South America","Brazil","Bahia","Una","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Regiao da Mata Higrófila Sul Baiana","-39.08","-15.15",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=410721' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395999","NY00395999_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00841242","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer","H. O. Sleumer","L. Riedel","s.n.","1940","01",NA,"South America","Brazil",NA,NA,"Iter Brasiliense",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=899115' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841242","NY00841242_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","396017","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer",NA,"S. A. Mori","11892","1979","06","02","South America","Brazil","Bahia","Una","Estrada que liga Sao José com Una, a 17 km da BR-101. Cerca de 45 km ao S de Itabuna","-39.250406","-15.1466593",NA,NA,"sheet","Fotos <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=410722' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396017","NY00396017_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00841241","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer","H. O. Sleumer","P. Clausen","1101","1838",NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=899113' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841241","NY00841241_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","396012","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer","H. O. Sleumer","A. Mattos","561","1974","12","16","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara. Barra da Tijuca","-43.369099","-22.995332",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=410696' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396012","NY00396012_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:31:45-03","UFRJ","RFA","39225","PreservedSpecimen","Plantae",NA,NA,"Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer",NA,"Souza, GP & Konno, T; Matozinhos, C.N; Abreu, N.L; Galvão, M.N; Silva, M.F.O; Mello, J.","24","2010","07","01",NA,"Brasil","Rio de Janeiro","Macaé","PARNA Restinga de Jurubatiba","-41.7868995666504","-22.3708000183105",NA,NA,NA,NA,"RFA48101",NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-13 09:20:27-03","UFRJ","RFA","32725","PreservedSpecimen","Plantae",NA,NA,"Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer",NA,"R.C. Lopes; A. C. G. Ramos, N. T. Rios.","222","2006","10","19",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Grumari (APA), próximo ao Quiosque sol e mar","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Árvore ca 2m de alt., frutos imaturos verdes, folha alterna cálice gamossépalo persistente e acrescentes; frutos axilares","RFA28309",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-13 09:20:27-03","UFRJ","RFA","32741","PreservedSpecimen","Plantae",NA,NA,"Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer",NA,"R.C. Lopes; R.S Candido,S.N.C.Menezes,S.P Castro.","228","2006","11","24",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Grumari (APA), próximo ao Quiosque Sol e Mar. Quiosque 177 na Av. Guanabara","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Arbusto ca. 2 m altura,Semi-sombra.Folha cartáceae. Cálice acrescente vermelho fruto branco drupa.","RFA21432",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 11:31:45-03","UFRJ","RFA","27961","PreservedSpecimen","Plantae",NA,NA,"Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer",NA,NA,NA,"1992","01",NA,NA,"Brasil","Rio de Janeiro","Macaé","Lagoa de Cabiúnas","-41.7868995666504","-22.3708000183105",NA,NA,NA,NA,"RFA47242",NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-06-29 11:31:45-03","UFRJ","RFA","5565","PreservedSpecimen","Plantae",NA,NA,"Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer","H. Sleumer","E. Pereira; P. Occhioni 1671","4457","1958","11","05",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Jacarepaguá","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Subarbusto de flores esverdeadas","RFA47247",NA,"57442","auto","1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 11:31:45-03","UFRJ","RFA","38973","PreservedSpecimen","Plantae",NA,NA,"Olacaceae","Heisteria","perianthomega","Heisteria perianthomega","(Vell.) Sleumer",NA,"Konno, T.U.P.; Costa, A.F.; Pederneiras, L.C.; Alcantara, V.S. & França, C.R.P.","1027","2007","10","16",NA,"Brasil","Rio de Janeiro","Macaé","PARNA Restinga de Jurubatiba.","-41.7868995666504","-22.3708000183105",NA,NA,NA,NA,"RFA32784",NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
